unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,due_date
58957248,2023-09-29T14:45:21.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10036,340 WEST   47 STREET,WEST   47 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   47 STREET,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-29T16:31:01.000,04 MANHATTAN,MANHATTAN,987376,216501,PHONE,Unspecified,MANHATTAN,40.760921140478935,-73.98871591951574,"{'latitude': '40.760921140478935', 'longitude': '-73.98871591951574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1010370054,,,,,
58958833,2023-09-29T14:45:15.000,2023-09-29T16:58:32.000,NYPD,New York City Police Department,Encampment,N/A,Park/Playground,11201,46 OLD FULTON STREET,OLD FULTON STREET,FRONT STREET,BROOKLYN QUEENS EXPWY WB ET   28,FRONT STREET,BROOKLYN QUEENS EXPWY WB ET   28,ADDRESS,BROOKLYN,CADMAN PLAZA WEST,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-29T16:58:36.000,02 BROOKLYN,BROOKLYN,986177,195141,MOBILE,N/A,BROOKLYN,40.70229352370077,-73.99305012787495,"{'latitude': '40.70229352370077', 'longitude': '-73.99305012787495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58961879,2023-09-29T14:45:15.000,2023-10-01T08:40:37.000,DHS,Department of Homeless Services,Encampment,N/A,Park/Playground,11201,46 OLD FULTON STREET,OLD FULTON STREET,FRONT STREET,BROOKLYN QUEENS EXPWY WB ET   28,FRONT STREET,BROOKLYN QUEENS EXPWY WB ET   28,ADDRESS,BROOKLYN,CADMAN PLAZA WEST,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-10-01T08:40:42.000,02 BROOKLYN,BROOKLYN,986177,195141,MOBILE,N/A,BROOKLYN,40.70229352370077,-73.99305012787495,"{'latitude': '40.70229352370077', 'longitude': '-73.99305012787495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59438792,2023-09-29T14:45:13.000,2023-09-30T09:45:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11422,253-46 148 AVENUE,148 AVENUE,253 STREET,WELLER LANE,253 STREET,WELLER LANE,ADDRESS,ROSEDALE,148 AVENUE,Closed,,2023-09-30T09:45:00.000,13 QUEENS,QUEENS,1057425,178075,PHONE,Unspecified,QUEENS,40.65514908448996,-73.73627489678458,"{'latitude': '40.65514908448996', 'longitude': '-73.73627489678458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59450457,2023-09-29T14:44:58.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,11216,99 MADISON STREET,MADISON STREET,FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,MADISON STREET,Closed,,2023-10-01T00:00:00.000,03 BROOKLYN,BROOKLYN,996720,188557,PHONE,Unspecified,BROOKLYN,40.6842133925037,-73.95503818818105,"{'latitude': '40.6842133925037', 'longitude': '-73.95503818818105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59441736,2023-09-29T14:44:53.000,2023-10-10T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Basin/Sink,Apartment,10304,180 PARK HILL AVENUE,PARK HILL AVENUE,OSGOOD AVENUE,SOBEL COURT,OSGOOD AVENUE,SOBEL COURT,ADDRESS,STATEN ISLAND,PARK HILL AVENUE,Closed,,2023-10-10T00:00:00.000,01 STATEN ISLAND,STATEN ISLAND,961448,163192,PHONE,Unspecified,STATEN ISLAND,40.614571418182955,-74.08212909043566,"{'latitude': '40.614571418182955', 'longitude': '-74.08212909043566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5029220265,,,,,
59450136,2023-09-29T14:44:47.000,2023-10-10T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Window Frame,Apartment,10304,180 PARK HILL AVENUE,PARK HILL AVENUE,OSGOOD AVENUE,SOBEL COURT,OSGOOD AVENUE,SOBEL COURT,ADDRESS,STATEN ISLAND,PARK HILL AVENUE,Closed,,2023-10-10T00:00:00.000,01 STATEN ISLAND,STATEN ISLAND,961448,163192,PHONE,Unspecified,STATEN ISLAND,40.614571418182955,-74.08212909043566,"{'latitude': '40.614571418182955', 'longitude': '-74.08212909043566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5029220265,,,,,
59438823,2023-09-29T14:44:46.000,2023-09-30T17:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,10456,820 ST ANNS AVENUE,ST ANNS AVENUE,EAST  158 STREET,EAST  159 STREET,EAST  158 STREET,EAST  159 STREET,ADDRESS,BRONX,ST ANNS AVENUE,Closed,,2023-09-30T17:30:00.000,01 BRONX,BRONX,1009181,238463,PHONE,Unspecified,BRONX,40.821166285763645,-73.90992381729878,"{'latitude': '40.821166285763645', 'longitude': '-73.90992381729878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2026187501,,,,,
59436117,2023-09-29T14:44:41.000,2023-10-10T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,10467,831 BARTHOLDI STREET,BARTHOLDI STREET,BARNES AVENUE,BRONXWOOD AVENUE,BARNES AVENUE,BRONXWOOD AVENUE,ADDRESS,BRONX,BARTHOLDI STREET,Closed,,2023-10-10T00:00:00.000,12 BRONX,BRONX,1022335,257653,ONLINE,Unspecified,BRONX,40.873790194513674,-73.86228922795281,"{'latitude': '40.873790194513674', 'longitude': '-73.86228922795281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2046330001,,,,,
59444934,2023-09-29T14:44:37.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11212,535 EAST   98 STREET,EAST   98 STREET,STRAUSS STREET,HEGEMAN AVENUE,STRAUSS STREET,HEGEMAN AVENUE,ADDRESS,BROOKLYN,EAST   98 STREET,Closed,,2023-10-02T00:00:00.000,16 BROOKLYN,BROOKLYN,1008423,178284,PHONE,Unspecified,BROOKLYN,40.65599209357402,-73.91287873046097,"{'latitude': '40.65599209357402', 'longitude': '-73.91287873046097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59438302,2023-09-29T14:44:36.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11212,535 EAST   98 STREET,EAST   98 STREET,STRAUSS STREET,HEGEMAN AVENUE,STRAUSS STREET,HEGEMAN AVENUE,ADDRESS,BROOKLYN,EAST   98 STREET,Closed,,2023-10-02T00:00:00.000,16 BROOKLYN,BROOKLYN,1008423,178284,PHONE,Unspecified,BROOKLYN,40.65599209357402,-73.91287873046097,"{'latitude': '40.65599209357402', 'longitude': '-73.91287873046097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59435811,2023-09-29T14:44:30.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11212,535 EAST   98 STREET,EAST   98 STREET,STRAUSS STREET,HEGEMAN AVENUE,STRAUSS STREET,HEGEMAN AVENUE,ADDRESS,BROOKLYN,EAST   98 STREET,Closed,,2023-10-02T00:00:00.000,16 BROOKLYN,BROOKLYN,1008423,178284,PHONE,Unspecified,BROOKLYN,40.65599209357402,-73.91287873046097,"{'latitude': '40.65599209357402', 'longitude': '-73.91287873046097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59435424,2023-09-29T14:44:28.000,2023-09-30T01:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11238,309 PROSPECT PLACE,PROSPECT PLACE,VANDERBILT AVENUE,UNDERHILL AVENUE,VANDERBILT AVENUE,UNDERHILL AVENUE,ADDRESS,BROOKLYN,PROSPECT PLACE,Closed,,2023-09-30T01:00:00.000,08 BROOKLYN,BROOKLYN,993518,185999,ONLINE,Unspecified,BROOKLYN,40.67719619568407,-73.96658683096115,"{'latitude': '40.67719619568407', 'longitude': '-73.96658683096115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58964420,2023-09-29T14:44:26.000,2023-10-04T11:52:01.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10037,2300 5 AVENUE,5 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,10 MANHATTAN,MANHATTAN,1002067,236396,PHONE,Unspecified,MANHATTAN,40.815510167325854,-73.93563231275274,"{'latitude': '40.815510167325854', 'longitude': '-73.93563231275274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1017370025,,,,,
58965887,2023-09-29T14:44:26.000,2023-10-04T11:52:00.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10037,2300 5 AVENUE,5 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-10-04T00:00:00.000,10 MANHATTAN,MANHATTAN,1002067,236396,PHONE,Unspecified,MANHATTAN,40.815510167325854,-73.93563231275274,"{'latitude': '40.815510167325854', 'longitude': '-73.93563231275274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1017370025,,,,,
58966346,2023-09-29T14:44:21.000,2023-09-29T17:45:35.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10308,16 FERN AVENUE,FERN AVENUE,KATAN AVENUE,LAMOKA AVENUE,KATAN AVENUE,LAMOKA AVENUE,ADDRESS,STATEN ISLAND,FERN AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T17:45:39.000,03 STATEN ISLAND,STATEN ISLAND,940096,140096,ONLINE,Unspecified,STATEN ISLAND,40.55109690620229,-74.15888450210923,"{'latitude': '40.55109690620229', 'longitude': '-74.15888450210923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59457280,2023-09-29T14:44:20.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Apartment Only,Apartment,10469,1040B EAST  217 STREET,EAST  217 STREET,PAULDING AVENUE,LACONIA AVENUE,PAULDING AVENUE,LACONIA AVENUE,ADDRESS,BRONX,EAST  217 STREET,Closed,,2023-10-01T00:00:00.000,12 BRONX,BRONX,1024543,259628,ONLINE,Unspecified,BRONX,40.8792011486289,-73.85429350155603,"{'latitude': '40.8792011486289', 'longitude': '-73.85429350155603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2046990051,,,,,
59439318,2023-09-29T14:44:16.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Public Area,10458,565 EAST  188 STREET,EAST  188 STREET,LORILLARD PLACE,HOFFMAN STREET,LORILLARD PLACE,HOFFMAN STREET,ADDRESS,BRONX,EAST  188 STREET,Closed,,2023-10-12T00:00:00.000,06 BRONX,BRONX,1015256,251525,PHONE,Unspecified,BRONX,40.85699841357224,-73.88791436058312,"{'latitude': '40.85699841357224', 'longitude': '-73.88791436058312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2030580105,,,,,
58961929,2023-09-29T14:44:11.000,2023-10-07T11:46:54.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Street,11211,123 HOPE STREET,HOPE STREET,RODNEY STREET,KEAP STREET,RODNEY STREET,KEAP STREET,ADDRESS,BROOKLYN,HOPE STREET,Closed,The location does not meet the criteria for Litter Basket placement.,2023-10-04T05:59:04.000,01 BROOKLYN,BROOKLYN,997198,198788,ONLINE,Unspecified,BROOKLYN,40.71229441249002,-73.95329504412248,"{'latitude': '40.71229441249002', 'longitude': '-73.95329504412248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58963771,2023-09-29T14:44:00.000,2023-10-01T12:20:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10452,1155 GRAND CONCOURSE,GRAND CONCOURSE,MC CLELLAN ST,TUDOR PL,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-10-01T12:20:00.000,04 BRONX,BRONX,1006710,242889,PHONE,Unspecified,BRONX,40.83332101660728,-73.9188367657866,"{'latitude': '40.83332101660728', 'longitude': '-73.9188367657866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2024630021,,,,,
58962462,2023-09-29T14:44:00.000,2023-10-17T10:31:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10458,257 EAST  184 STREET,EAST  184 STREET,RYER AVE,VALENTINE AVE,EAST 184 STREET,RYER AVENUE,INTERSECTION,BRONX,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-10-17T10:31:00.000,05 BRONX,BRONX,1012415,252281,UNKNOWN,Unspecified,BRONX,40.85908292604724,-73.89818129300063,"{'latitude': '40.85908292604724', 'longitude': '-73.89818129300063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2031520001,,,,,
58966640,2023-09-29T14:44:00.000,2023-09-29T15:10:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,11238,33 IRVING PLACE,IRVING PLACE,GATES AVE,PUTNAM AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2023-09-29T15:10:00.000,02 BROOKLYN,BROOKLYN,995343,188499,ONLINE,Unspecified,BROOKLYN,40.68405602860872,-73.96000319190578,"{'latitude': '40.68405602860872', 'longitude': '-73.96000319190578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3019840022,,,,,
58961835,2023-09-29T14:44:00.000,2023-10-02T11:36:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10314,12 SLAYTON AVENUE,SLAYTON AVENUE,ROCKLAND AVENUE,CARPENTER AVENUE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-10-02T11:36:00.000,02 STATEN ISLAND,STATEN ISLAND,940997,155499,PHONE,Unspecified,STATEN ISLAND,40.593379502371114,-74.15574087897197,"{'latitude': '40.593379502371114', 'longitude': '-74.15574087897197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5020050087,,,,,
58962114,2023-09-29T14:44:00.000,2023-09-30T01:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11422,255-56 148 DRIVE,148 DRIVE,WELLER LN,257 ST,,,ADDRESS,ROSEDALE,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T01:30:00.000,13 QUEENS,QUEENS,1058091,177543,PHONE,Unspecified,QUEENS,40.65368333887407,-73.73388045047358,"{'latitude': '40.65368333887407', 'longitude': '-73.73388045047358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4136680014,,,,,
58960691,2023-09-29T14:44:00.000,2023-09-30T16:20:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11223,2601 86 STREET,86 STREET,STILLWELL AVE,W 13 ST,,,ADDRESS,BROOKLYN,,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T16:20:00.000,11 BROOKLYN,BROOKLYN,988391,156652,PHONE,Unspecified,BROOKLYN,40.596648825933116,-73.98508879799647,"{'latitude': '40.596648825933116', 'longitude': '-73.98508879799647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3070920020,,,,,
58960474,2023-09-29T14:44:00.000,2023-10-01T10:00:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11223,1989 WEST    9 STREET,WEST    9 STREET,AVENUE S,AVENUE T,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2023-10-01T10:00:00.000,11 BROOKLYN,BROOKLYN,989561,157500,PHONE,Unspecified,BROOKLYN,40.5989757906608,-73.98087511373262,"{'latitude': '40.5989757906608', 'longitude': '-73.98087511373262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3070800050,,,,,
58957595,2023-09-29T14:44:00.000,2023-09-30T05:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11211,253 SOUTH    3 STREET,SOUTH    3 STREET,HAVEMEYER ST,BROOKLYN QUEENS EP ET 32 A  WB,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T05:30:00.000,01 BROOKLYN,BROOKLYN,996057,198192,PHONE,Unspecified,BROOKLYN,40.71066013061474,-73.95741180959102,"{'latitude': '40.71066013061474', 'longitude': '-73.95741180959102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3024210033,,,,,
58959081,2023-09-29T14:44:00.000,2023-09-29T17:50:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11691,514 BEACH   28 STREET,BEACH   28 STREET,COLLIER AVE,BROOKHAVEN AVE,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T17:50:00.000,14 QUEENS,QUEENS,1050425,157405,PHONE,Unspecified,QUEENS,40.59846956878296,-73.76170564781286,"{'latitude': '40.59846956878296', 'longitude': '-73.76170564781286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4157890006,,,,,
58960526,2023-09-29T14:44:00.000,2023-09-29T14:55:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10464,487 MINIEFORD AVENUE,MINIEFORD AVENUE,BOWNE ST,BEACH ST,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T14:55:00.000,10 BRONX,BRONX,1042915,249703,PHONE,Unspecified,BRONX,40.851857116550384,-73.78794425584688,"{'latitude': '40.851857116550384', 'longitude': '-73.78794425584688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2056460022,,,,,
58959175,2023-09-29T14:44:00.000,2023-09-30T19:10:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11379,63-48 77 STREET,77 STREET,JUNIPER BLVD S,PENELOPE AVE,,,ADDRESS,MIDDLE VILLAGE,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-30T19:10:00.000,05 QUEENS,QUEENS,1017911,201131,PHONE,Unspecified,QUEENS,40.71867082298949,-73.87856917225501,"{'latitude': '40.71867082298949', 'longitude': '-73.87856917225501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4029860020,,,,,
58957471,2023-09-29T14:44:00.000,2023-10-07T11:15:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11422,,,,,148 DRIVE,257 STREET,INTERSECTION,QUEENS,,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-10-07T11:15:00.000,13 QUEENS,QUEENS,1058611,177531,PHONE,Unspecified,QUEENS,40.653646050303536,-73.7320065384819,"{'latitude': '40.653646050303536', 'longitude': '-73.7320065384819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58956076,2023-09-29T14:44:00.000,2023-09-30T09:50:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11218,1003 CHURCH AVENUE,CHURCH AVENUE,E 10 ST,STRATFORD RD,,,ADDRESS,BROOKLYN,,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T09:50:00.000,14 BROOKLYN,BROOKLYN,992530,174877,ONLINE,Unspecified,BROOKLYN,40.64666974361186,-73.97016244497983,"{'latitude': '40.64666974361186', 'longitude': '-73.97016244497983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3050710044,,,,,
58962197,2023-09-29T14:44:00.000,2023-10-03T10:55:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11420,133-42 130 STREET,130 STREET,133 AVE,135 AVE,,,ADDRESS,SOUTH OZONE PARK,,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-10-03T10:55:00.000,10 QUEENS,QUEENS,1037105,183381,PHONE,Unspecified,QUEENS,40.66985744872885,-73.80946697437993,"{'latitude': '40.66985744872885', 'longitude': '-73.80946697437993', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4117880054,,,,,
58965635,2023-09-29T14:44:00.000,2023-09-29T21:50:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11355,,,,,COLLEGE POINT BOULEVARD,BLOSSOM AVENUE,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T21:50:00.000,07 QUEENS,QUEENS,1030721,213097,UNKNOWN,Unspecified,QUEENS,40.75145646745757,-73.83227500973547,"{'latitude': '40.75145646745757', 'longitude': '-73.83227500973547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,
58959285,2023-09-29T14:43:59.000,2023-09-29T22:20:36.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11379,81-01 ELIOT AVENUE,ELIOT AVENUE,81 STREET,82 STREET,81 STREET,82 STREET,ADDRESS,MIDDLE VILLAGE,ELIOT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T22:20:38.000,05 QUEENS,QUEENS,1017977,203593,MOBILE,Unspecified,QUEENS,40.72542816018345,-73.87831874258978,"{'latitude': '40.72542816018345', 'longitude': '-73.87831874258978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4029190050,,,,,
59449810,2023-09-29T14:43:42.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11226,600 OCEAN AVENUE,OCEAN AVENUE,TENNIS COURT,ALBEMARLE ROAD,TENNIS COURT,ALBEMARLE ROAD,ADDRESS,BROOKLYN,OCEAN AVENUE,Closed,,2023-10-05T00:00:00.000,14 BROOKLYN,BROOKLYN,995169,175410,PHONE,Unspecified,BROOKLYN,40.64812985269705,-73.96065176356426,"{'latitude': '40.64812985269705', 'longitude': '-73.96065176356426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3051000064,,,,,
59449480,2023-09-29T14:43:40.000,2023-10-10T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Damp Spot,Apartment,11233,829 HALSEY STREET,HALSEY STREET,HOWARD AVENUE,SARATOGA AVENUE,HOWARD AVENUE,SARATOGA AVENUE,ADDRESS,BROOKLYN,HALSEY STREET,Closed,,2023-10-10T00:00:00.000,03 BROOKLYN,BROOKLYN,1006605,188965,PHONE,Unspecified,BROOKLYN,40.685313812813085,-73.91939551019942,"{'latitude': '40.685313812813085', 'longitude': '-73.91939551019942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59435580,2023-09-29T14:43:37.000,2023-09-30T09:50:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11218,1003 CHURCH AVENUE,CHURCH AVENUE,EAST   10 STREET,STRATFORD ROAD,EAST   10 STREET,STRATFORD ROAD,ADDRESS,BROOKLYN,CHURCH AVENUE,Closed,,2023-09-30T09:50:00.000,14 BROOKLYN,BROOKLYN,992530,174877,ONLINE,Unspecified,BROOKLYN,40.64666974361186,-73.97016244497983,"{'latitude': '40.64666974361186', 'longitude': '-73.97016244497983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58958642,2023-09-29T14:43:37.000,2023-09-29T15:13:20.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10302,21 LEXINGTON AVENUE,LEXINGTON AVENUE,PALMER AVENUE,SHARRETT PLACE,PALMER AVENUE,SHARRETT PLACE,ADDRESS,STATEN ISLAND,LEXINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T15:13:24.000,01 STATEN ISLAND,STATEN ISLAND,947350,169006,PHONE,Unspecified,STATEN ISLAND,40.630482119031804,-74.13293950798439,"{'latitude': '40.630482119031804', 'longitude': '-74.13293950798439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5010400023,,,,,
59456614,2023-09-29T14:43:33.000,2023-10-10T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11233,829 HALSEY STREET,HALSEY STREET,HOWARD AVENUE,SARATOGA AVENUE,HOWARD AVENUE,SARATOGA AVENUE,ADDRESS,BROOKLYN,HALSEY STREET,Closed,,2023-10-10T00:00:00.000,03 BROOKLYN,BROOKLYN,1006605,188965,PHONE,Unspecified,BROOKLYN,40.685313812813085,-73.91939551019942,"{'latitude': '40.685313812813085', 'longitude': '-73.91939551019942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
