unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58940241,2023-09-27T13:08:07.000,2023-09-27T13:14:10.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T13:14:00.000,08 QUEENS,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58944634,2023-09-27T13:08:00.000,2023-09-27T13:25:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,10455,540 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,E 149 ST,AVENUE ST JOHN,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-27T13:25:00.000,02 BRONX,BRONX,1010923,235223,ONLINE,Unspecified,BRONX,40.812268311440235,-73.90364281951838,"{'latitude': '40.812268311440235', 'longitude': '-73.90364281951838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2026037501,,,,,,,
58943032,2023-09-27T13:08:00.000,2023-10-02T11:39:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10312,309 POILLON AVENUE,POILLON AVENUE,ALLEGRO STREET,NEWTON STREET,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-10-02T11:39:00.000,03 STATEN ISLAND,STATEN ISLAND,935576,131442,PHONE,Unspecified,STATEN ISLAND,40.52731969433349,-74.17508706227254,"{'latitude': '40.52731969433349', 'longitude': '-74.17508706227254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5064420007,,,,,,,
58937984,2023-09-27T13:07:50.000,2023-10-25T14:14:27.000,DOT,Department of Transportation,Outdoor Dining,Site Setup Condition,Street,10013,171 HESTER STREET,HESTER STREET,ELIZABETH STREET,MOTT STREET,ELIZABETH STREET,MOTT STREET,ADDRESS,NEW YORK,HESTER STREET,Closed,The Department of Transportation inspected this location and determined that the establishment has 24 hours to come into compliance.,2023-10-25T14:14:30.000,02 MANHATTAN,MANHATTAN,985129,200784,PHONE,Unspecified,MANHATTAN,40.71778238601286,-73.99682908289654,"{'latitude': '40.71778238601286', 'longitude': '-73.99682908289654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939712,2023-09-27T13:07:15.000,2023-09-27T13:45:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11375,63-09 108 STREET,108 STREET,63 AVENUE,63 ROAD,63 AVENUE,63 ROAD,ADDRESS,FOREST HILLS,108 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-27T13:45:54.000,06 QUEENS,QUEENS,1025678,206992,MOBILE,Unspecified,QUEENS,40.734724856034425,-73.85051397139026,"{'latitude': '40.734724856034425', 'longitude': '-73.85051397139026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4021670001,,,,,,,
58942405,2023-09-27T13:07:00.000,2023-09-27T16:41:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10305,,,,,SAND LANE,MAJOR AVENUE,INTERSECTION,STATEN ISLAND,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-27T16:41:00.000,02 STATEN ISLAND,STATEN ISLAND,964319,157082,UNKNOWN,Unspecified,STATEN ISLAND,40.5978076454241,-74.07177019001055,"{'latitude': '40.5978076454241', 'longitude': '-74.07177019001055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58940684,2023-09-27T13:06:55.000,2023-09-28T12:04:44.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,11692,62-35 ALMEDA AVENUE,ALMEDA AVENUE,DEAD END,BEACH   63 STREET,DEAD END,BEACH   63 STREET,ADDRESS,ARVERNE,ALMEDA AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-27T13:11:02.000,14 QUEENS,QUEENS,1041876,156926,PHONE,Unspecified,QUEENS,40.59721452450871,-73.7924943235772,"{'latitude': '40.59721452450871', 'longitude': '-73.7924943235772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4160070043,,,,,,,
58939408,2023-09-27T13:06:40.000,2023-10-02T07:48:00.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,No Private Carter,Street,10022,98 EAST   53 STREET,EAST   53 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST   53 STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-10-02T07:48:05.000,05 MANHATTAN,MANHATTAN,991974,215744,ONLINE,Unspecified,MANHATTAN,40.75884054821485,-73.97211915662272,"{'latitude': '40.75884054821485', 'longitude': '-73.97211915662272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58945435,2023-09-27T13:06:39.000,2023-10-17T12:02:46.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11374,65-35 FITCHETT STREET,FITCHETT STREET,65 ROAD,65 DRIVE,65 ROAD,65 DRIVE,ADDRESS,REGO PARK,FITCHETT STREET,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-17T12:02:55.000,06 QUEENS,QUEENS,1022180,201614,ONLINE,Unspecified,QUEENS,40.719979267048785,-73.86316621258669,"{'latitude': '40.719979267048785', 'longitude': '-73.86316621258669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4031330005,,,,,,,
59000859,2023-09-27T13:06:36.000,2023-10-24T11:44:25.000,DOT,Department of Transportation,Outdoor Dining,Site Setup Condition,Street,10011,44 GREENWICH AVENUE,GREENWICH AVENUE,CHARLES STREET,PERRY STREET,CHARLES STREET,PERRY STREET,ADDRESS,NEW YORK,GREENWICH AVENUE,Closed,The Department of Transportation has removed the items.,2023-10-24T11:44:29.000,02 MANHATTAN,MANHATTAN,984113,207261,PHONE,Unspecified,MANHATTAN,40.73556021730663,-74.00049434760865,"{'latitude': '40.73556021730663', 'longitude': '-74.00049434760865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1006060017,,,,,,,
58937075,2023-09-27T13:06:30.000,2023-09-27T14:14:25.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11368,36-11 108 STREET,108 STREET,36 AVENUE,37 AVENUE,36 AVENUE,37 AVENUE,ADDRESS,CORONA,108 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T14:14:28.000,03 QUEENS,QUEENS,1022931,214188,PHONE,Unspecified,QUEENS,40.754488490599975,-73.86038466063066,"{'latitude': '40.754488490599975', 'longitude': '-73.86038466063066', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939804,2023-09-27T13:06:29.000,2023-09-27T13:57:31.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11204,1493 DAHILL ROAD,DAHILL ROAD,63 STREET,AVENUE O,63 STREET,AVENUE O,ADDRESS,BROOKLYN,DAHILL ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T13:57:33.000,11 BROOKLYN,BROOKLYN,991316,162063,ONLINE,Unspecified,BROOKLYN,40.61149906858119,-73.97455059345988,"{'latitude': '40.61149906858119', 'longitude': '-73.97455059345988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938500,2023-09-27T13:06:20.000,2023-09-27T14:39:46.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11219,911 50 STREET,50 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,BROOKLYN,50 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T14:39:49.000,12 BROOKLYN,BROOKLYN,983969,172262,ONLINE,Unspecified,BROOKLYN,40.63949599695807,-74.0010124941339,"{'latitude': '40.63949599695807', 'longitude': '-74.0010124941339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3056380071,,,,,,,
58936617,2023-09-27T13:06:17.000,2023-10-24T10:18:55.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,Park,10035,175 EAST  128 STREET,EAST  128 STREET,3 AVE-E  128 STREET PED OVPS,3 AVE-E  128 STREET PED OVPS,3 AVE-E  128 STREET PED OVPS,3 AVE-E  128 STREET PED OVPS,ADDRESS,NEW YORK,EAST  128 STREET,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-24T10:19:06.000,11 MANHATTAN,MANHATTAN,1002282,232875,PHONE,Unspecified,MANHATTAN,40.80584556673413,-73.93486503850421,"{'latitude': '40.80584556673413', 'longitude': '-73.93486503850421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58945536,2023-09-27T13:06:12.000,2023-09-27T13:14:35.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T13:14:41.000,08 QUEENS,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4068290001,,,,,,,
58941105,2023-09-27T13:06:01.000,2023-09-27T13:06:01.000,DOB,Department of Buildings,General Construction/Plumbing,Adjacent Buildings Not Protected,,10468,2840 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-27T00:00:00.000,08 BRONX,BRONX,1011709,257375,UNKNOWN,Unspecified,BRONX,40.87306662433637,-73.90071266396693,"{'latitude': '40.87306662433637', 'longitude': '-73.90071266396693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032500064,N/A,,,,,,
58944060,2023-09-27T13:05:54.000,2023-09-27T13:14:56.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T13:15:01.000,08 QUEENS,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4068290001,,,,,,,
58941514,2023-09-27T13:05:33.000,2023-09-27T13:15:34.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T13:15:41.000,08 QUEENS,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4068290001,,,,,,,
58942899,2023-09-27T13:05:31.000,2023-09-28T14:34:10.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,10463,39 FORT CHARLES PLACE,FORT CHARLES PLACE,JACOBUS PLACE,MARBLE HILL AVENUE,JACOBUS PLACE,MARBLE HILL AVENUE,ADDRESS,BRONX,FORT CHARLES PLACE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-28T14:34:14.000,08 BRONX,BRONX,1009059,258452,ONLINE,Unspecified,BRONX,40.87603050252413,-73.9102906433524,"{'latitude': '40.87603050252413', 'longitude': '-73.9102906433524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58945697,2023-09-27T13:05:27.000,2023-09-30T23:08:11.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11220,201 47 STREET,47 STREET,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,47 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T23:08:17.000,07 BROOKLYN,BROOKLYN,980130,176301,MOBILE,Unspecified,BROOKLYN,40.65058122729836,-74.01484757633051,"{'latitude': '40.65058122729836', 'longitude': '-74.01484757633051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3007540001,,,,,,,
58936386,2023-09-27T13:05:14.000,2023-09-27T13:16:09.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T13:15:54.000,08 QUEENS,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940980,2023-09-27T13:05:12.000,2023-09-27T13:22:10.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Horn,Store/Commercial,10011,20 WEST   17 STREET,WEST   17 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST   17 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T13:22:16.000,05 MANHATTAN,MANHATTAN,986152,208256,MOBILE,Unspecified,MANHATTAN,40.73829104284215,-73.99313658621037,"{'latitude': '40.73829104284215', 'longitude': '-73.99313658621037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942584,2023-09-27T13:05:12.000,2023-10-24T14:35:16.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11368,33-42 103 STREET,103 STREET,,,,,ADDRESS,CORONA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-24T00:00:00.000,03 QUEENS,QUEENS,1021502,215036,PHONE,Unspecified,QUEENS,40.75682216791142,-73.8655377917697,"{'latitude': '40.75682216791142', 'longitude': '-73.8655377917697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4017170029,,,,,,,
58945139,2023-09-27T13:05:12.000,2023-10-24T14:35:16.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11368,33-42 103 STREET,103 STREET,,,,,ADDRESS,CORONA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-24T00:00:00.000,03 QUEENS,QUEENS,1021502,215036,PHONE,Unspecified,QUEENS,40.75682216791142,-73.8655377917697,"{'latitude': '40.75682216791142', 'longitude': '-73.8655377917697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4017170029,,,,,,,
58937515,2023-09-27T13:05:12.000,2023-10-16T20:23:17.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10468,2718 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,07 BRONX,BRONX,1013150,255545,ONLINE,Unspecified,BRONX,40.868039237085895,-73.89551013713998,"{'latitude': '40.868039237085895', 'longitude': '-73.89551013713998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2033160026,,,,,,,
58938084,2023-09-27T13:05:02.000,2023-09-27T15:03:12.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,10469,980 MACE AVENUE,MACE AVENUE,COLDEN AVENUE,PAULDING AVENUE,COLDEN AVENUE,PAULDING AVENUE,ADDRESS,BRONX,MACE AVENUE,Closed,N/A,2023-09-27T15:03:15.000,11 BRONX,BRONX,1023144,253743,PHONE,Unspecified,BRONX,40.86305492232783,-73.8593866811868,"{'latitude': '40.86305492232783', 'longitude': '-73.8593866811868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939550,2023-09-27T13:05:00.000,2023-09-27T13:15:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11210,,,,,EAST 24 STREET,AVENUE M,INTERSECTION,BROOKLYN,,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-27T13:15:00.000,14 BROOKLYN,BROOKLYN,997792,164790,PHONE,Unspecified,BROOKLYN,40.61897658771476,-73.95122070708446,"{'latitude': '40.61897658771476', 'longitude': '-73.95122070708446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58943386,2023-09-27T13:05:00.000,2023-10-08T13:30:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10455,540 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,E 149 ST,AVENUE ST JOHN,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection investigated this complaint and repaired or replaced the hydrant.,2023-10-08T13:30:00.000,02 BRONX,BRONX,1010923,235223,ONLINE,Unspecified,BRONX,40.812268311440235,-73.90364281951838,"{'latitude': '40.812268311440235', 'longitude': '-73.90364281951838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2026037501,,,,,,,
58938969,2023-09-27T13:04:46.000,2023-09-27T13:48:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11222,GREENPOINT AVENUE,GREENPOINT AVENUE,GREENPOINT AVENUE,WEST STREET,GREENPOINT AVENUE,WEST STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T13:48:18.000,01 BROOKLYN,BROOKLYN,995546,205137,PHONE,Unspecified,BROOKLYN,40.72972314720472,-73.95924334561957,"{'latitude': '40.72972314720472', 'longitude': '-73.95924334561957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938117,2023-09-27T13:04:43.000,2023-09-28T12:36:36.000,DSNY,Department of Sanitation,Obstruction,Merchandise,Sidewalk,11418,91-01 130 STREET,130 STREET,91 AVENUE,92 AVENUE,91 AVENUE,92 AVENUE,ADDRESS,RICHMOND HILL,130 STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-28T12:36:40.000,09 QUEENS,QUEENS,1034074,193688,PHONE,Unspecified,QUEENS,40.698165329129395,-73.82031695378295,"{'latitude': '40.698165329129395', 'longitude': '-73.82031695378295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58943170,2023-09-27T13:04:40.000,2023-10-05T10:21:00.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11434,114-45 178 STREET,178 STREET,MURDOCK AVENUE,114 ROAD,MURDOCK AVENUE,114 ROAD,ADDRESS,JAMAICA,178 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-28T10:58:12.000,12 QUEENS,QUEENS,1047578,192126,ONLINE,Unspecified,QUEENS,40.69379168329826,-73.77163161471222,"{'latitude': '40.69379168329826', 'longitude': '-73.77163161471222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58941572,2023-09-27T13:04:38.000,2023-09-27T17:02:56.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11370,20-05 HAZEN STREET,HAZEN STREET,20 AVENUE,74 STREET,20 AVENUE,74 STREET,ADDRESS,EAST ELMHURST,HAZEN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T17:02:54.000,01 QUEENS,QUEENS,1013231,220471,PHONE,Unspecified,QUEENS,40.77177080857603,-73.89536874858965,"{'latitude': '40.77177080857603', 'longitude': '-73.89536874858965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940594,2023-09-27T13:04:16.000,2023-10-03T14:00:36.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10472,1138 UNDERHILL AVENUE,UNDERHILL AVENUE,WATSON AVENUE,GLEASON AVENUE,WATSON AVENUE,GLEASON AVENUE,ADDRESS,BRONX,UNDERHILL AVENUE,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-10-03T14:00:39.000,09 BRONX,BRONX,1022464,241406,PHONE,Unspecified,BRONX,40.829196497186224,-73.86191538681106,"{'latitude': '40.829196497186224', 'longitude': '-73.86191538681106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942720,2023-09-27T13:04:15.000,2023-09-28T18:23:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11208,760 ELDERT LANE,ELDERT LANE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,05 BROOKLYN,BROOKLYN,1022145,184032,PHONE,Unspecified,BROOKLYN,40.67172097003817,-73.86339139199588,"{'latitude': '40.67172097003817', 'longitude': '-73.86339139199588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3042719001,,,,,,,
58936357,2023-09-27T13:04:15.000,2023-09-28T18:23:22.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11208,760 ELDERT LANE,ELDERT LANE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,05 BROOKLYN,BROOKLYN,1022145,184032,PHONE,Unspecified,BROOKLYN,40.67172097003817,-73.86339139199588,"{'latitude': '40.67172097003817', 'longitude': '-73.86339139199588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3042719001,,,,,,,
58940175,2023-09-27T13:04:15.000,2023-09-28T18:23:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11208,760 ELDERT LANE,ELDERT LANE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,05 BROOKLYN,BROOKLYN,1022145,184032,PHONE,Unspecified,BROOKLYN,40.67172097003817,-73.86339139199588,"{'latitude': '40.67172097003817', 'longitude': '-73.86339139199588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3042719001,,,,,,,
58936523,2023-09-27T13:04:11.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11415,114 81 AVENUE,81 AVENUE,AUSTIN STREET,KEW GARDENS ROAD,AUSTIN STREET,KEW GARDENS ROAD,ADDRESS,KEW GARDENS,81 AVENUE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-06T11:47:16.000,09 QUEENS,QUEENS,1031131,198853,ONLINE,Unspecified,QUEENS,40.71235809136582,-73.83089447138002,"{'latitude': '40.71235809136582', 'longitude': '-73.83089447138002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4033490062,,,,,,,
58940976,2023-09-27T13:04:09.000,2023-09-27T13:50:27.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11219,5315 13 AVENUE,13 AVENUE,53 STREET,54 STREET,53 STREET,54 STREET,ADDRESS,BROOKLYN,13 AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-27T13:50:30.000,12 BROOKLYN,BROOKLYN,985752,169765,PHONE,Unspecified,BROOKLYN,40.632642140595344,-73.99458857649529,"{'latitude': '40.632642140595344', 'longitude': '-73.99458857649529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58945616,2023-09-27T13:03:59.000,,DOHMH,Department of Health and Mental Hygiene,Day Care,Day Care Facility,Commercial Building,11231,304 BOND STREET,BOND STREET,SACKETT STREET,UNION STREET,SACKETT STREET,UNION STREET,ADDRESS,BROOKLYN,BOND STREET,In Progress,,,06 BROOKLYN,BROOKLYN,987208,187126,ONLINE,Unspecified,BROOKLYN,40.6802939129773,-73.9893352672724,"{'latitude': '40.6802939129773', 'longitude': '-73.9893352672724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3004300039,,,,,,,
58944387,2023-09-27T13:03:50.000,2023-10-03T09:57:16.000,DOT,Department of Transportation,Outdoor Dining,Site Setup Condition,Street,10014,19 GREENWICH AVENUE,GREENWICH AVENUE,CHRISTOPHER STREET,WEST   10 STREET,CHRISTOPHER STREET,WEST   10 STREET,ADDRESS,NEW YORK,GREENWICH AVENUE,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer.""",2023-10-03T09:57:20.000,02 MANHATTAN,MANHATTAN,984277,206886,PHONE,Unspecified,MANHATTAN,40.734530935772995,-73.9999025753339,"{'latitude': '40.734530935772995', 'longitude': '-73.9999025753339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
