unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location
58922629,2023-09-25T22:46:44.000,2023-09-25T23:09:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10023,40 WEST   75 STREET,WEST   75 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   75 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T23:10:01.000,07 MANHATTAN,1011270053,MANHATTAN,990966,222969,ONLINE,Unspecified,MANHATTAN,40.778672118051524,-73.97575045183018,"{'latitude': '40.778672118051524', 'longitude': '-73.97575045183018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58919504,2023-09-25T22:46:22.000,2023-09-26T03:43:18.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11417,103-29 107 STREET,107 STREET,103 AVENUE,LIBERTY AVENUE,103 AVENUE,LIBERTY AVENUE,ADDRESS,OZONE PARK,107 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T03:43:23.000,10 QUEENS,4095120049,QUEENS,1030062,188705,ONLINE,Unspecified,QUEENS,40.684509846667005,-73.8348195019629,"{'latitude': '40.684509846667005', 'longitude': '-73.8348195019629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58922612,2023-09-25T22:46:17.000,2023-09-25T23:17:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11216,11 HALSEY STREET,HALSEY STREET,BEDFORD AVENUE,ARLINGTON PLACE,BEDFORD AVENUE,ARLINGTON PLACE,ADDRESS,BROOKLYN,HALSEY STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-25T23:17:50.000,03 BROOKLYN,3018370100,BROOKLYN,997313,187555,MOBILE,Unspecified,BROOKLYN,40.681462275805295,-73.95290201122553,"{'latitude': '40.681462275805295', 'longitude': '-73.95290201122553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58923444,2023-09-25T22:46:11.000,2023-09-26T00:29:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,1927 WEST    3 STREET,WEST    3 STREET,APPLEGATE COURT,AVENUE T,APPLEGATE COURT,AVENUE T,ADDRESS,BROOKLYN,WEST    3 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T00:29:46.000,11 BROOKLYN,3070850159,BROOKLYN,991092,158061,ONLINE,Unspecified,BROOKLYN,40.60051457225173,-73.97536142190816,"{'latitude': '40.60051457225173', 'longitude': '-73.97536142190816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58917153,2023-09-25T22:46:08.000,2023-09-27T16:40:58.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10468,2710 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,07 BRONX,2033160020,BRONX,1013124,255501,ONLINE,Unspecified,BRONX,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58920319,2023-09-25T22:46:08.000,2023-09-27T16:40:59.000,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10468,2710 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,07 BRONX,2033160020,BRONX,1013124,255501,ONLINE,Unspecified,BRONX,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58921401,2023-09-25T22:46:05.000,2023-09-25T22:54:50.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,3535 ROCHAMBEAU AVENUE,ROCHAMBEAU AVENUE,EAST GUN HILL ROAD,EAST  212 STREET,EAST GUN HILL ROAD,EAST  212 STREET,ADDRESS,BRONX,ROCHAMBEAU AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-25T22:54:54.000,07 BRONX,2033280171,BRONX,1017693,260786,ONLINE,Unspecified,BRONX,40.88240811038497,-73.87905847713522,"{'latitude': '40.88240811038497', 'longitude': '-73.87905847713522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58920023,2023-09-25T22:46:03.000,2023-09-26T01:47:10.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11230,302 WALSH COURT,WALSH COURT,EAST    3 STREET,EAST    5 STREET,EAST    3 STREET,EAST    5 STREET,ADDRESS,BROOKLYN,WALSH COURT,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T01:47:15.000,14 BROOKLYN,3065030116,BROOKLYN,991410,168096,MOBILE,Unspecified,BROOKLYN,40.62805832185605,-73.97420563800982,"{'latitude': '40.62805832185605', 'longitude': '-73.97420563800982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58916714,2023-09-25T22:45:40.000,2023-09-25T23:04:42.000,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11235,AVENUE Y,AVENUE Y,AVENUE Y,EAST   15 STREET,AVENUE Y,EAST   15 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T23:04:47.000,15 BROOKLYN,,BROOKLYN,996818,154264,ONLINE,Unspecified,BROOKLYN,40.59008630279608,-73.95474871348965,"{'latitude': '40.59008630279608', 'longitude': '-73.95474871348965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58920274,2023-09-25T22:45:25.000,2023-09-25T23:54:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11377,72-15 41 AVENUE,41 AVENUE,72 STREET,73 STREET,72 STREET,73 STREET,ADDRESS,WOODSIDE,41 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T23:54:10.000,04 QUEENS,4013040071,QUEENS,1013917,210726,ONLINE,Unspecified,QUEENS,40.74502101951681,-73.89293505987077,"{'latitude': '40.74502101951681', 'longitude': '-73.89293505987077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58923088,2023-09-25T22:45:08.000,2023-09-26T02:41:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,87-27 81 AVENUE,81 AVENUE,MYRTLE AVENUE,88 STREET,MYRTLE AVENUE,88 STREET,ADDRESS,RIDGEWOOD,81 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T02:41:11.000,05 QUEENS,4038480056,QUEENS,1022840,195628,ONLINE,Unspecified,QUEENS,40.7035462873545,-73.86081955482852,"{'latitude': '40.7035462873545', 'longitude': '-73.86081955482852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58921412,2023-09-25T22:45:03.000,2023-09-25T23:08:52.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11210,848 EAST   28 STREET,EAST   28 STREET,DEAD END,AVENUE I,DEAD END,AVENUE I,ADDRESS,BROOKLYN,EAST   28 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T23:08:55.000,14 BROOKLYN,3075730066,BROOKLYN,998279,168804,ONLINE,Unspecified,BROOKLYN,40.629993417362726,-73.94945815478953,"{'latitude': '40.629993417362726', 'longitude': '-73.94945815478953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58917042,2023-09-25T22:44:57.000,2023-09-27T14:25:23.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11694,226 BEACH   98 STREET,BEACH   98 STREET,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,14 QUEENS,4161530012,QUEENS,1034281,152484,ONLINE,Unspecified,QUEENS,40.58506827867502,-73.81987599470916,"{'latitude': '40.58506827867502', 'longitude': '-73.81987599470916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58917080,2023-09-25T22:44:57.000,2023-09-27T14:25:22.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11694,226 BEACH   98 STREET,BEACH   98 STREET,,,,,ADDRESS,FAR ROCKAWAY,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-27T00:00:00.000,14 QUEENS,4161530012,QUEENS,1034281,152484,ONLINE,Unspecified,QUEENS,40.58506827867502,-73.81987599470916,"{'latitude': '40.58506827867502', 'longitude': '-73.81987599470916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58923096,2023-09-25T22:44:55.000,2023-09-26T03:25:22.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11230,950 EAST FIFTH STREET,EAST FIFTH STREET,FOSTER AVENUE,WALSH COURT,FOSTER AVENUE,WALSH COURT,ADDRESS,BROOKLYN,EAST    5 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T03:25:27.000,14 BROOKLYN,3065010036,BROOKLYN,991827,168261,MOBILE,Unspecified,BROOKLYN,40.628510865238425,-73.97270318346541,"{'latitude': '40.628510865238425', 'longitude': '-73.97270318346541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58923719,2023-09-25T22:44:38.000,2023-09-25T23:04:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,500 WEST  159 STREET,WEST  159 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  159 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T23:04:59.000,12 MANHATTAN,1021170034,MANHATTAN,1000460,243216,MOBILE,Unspecified,MANHATTAN,40.83423222011415,-73.9414214623678,"{'latitude': '40.83423222011415', 'longitude': '-73.9414214623678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58924530,2023-09-25T22:44:27.000,2023-09-25T23:06:33.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11368,50-24 96 STREET,96 STREET,50 AVENUE,51 AVENUE,50 AVENUE,51 AVENUE,ADDRESS,CORONA,96 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T23:06:38.000,04 QUEENS,4018870044,QUEENS,1021189,209351,ONLINE,Unspecified,QUEENS,40.74121960647319,-73.86669879946285,"{'latitude': '40.74121960647319', 'longitude': '-73.86669879946285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58924168,2023-09-25T22:44:23.000,2023-09-25T22:44:23.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10128,1341 EAST   89 STREET,EAST   89 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,BLOCKFACE,MANHATTAN,,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-25T22:44:23.000,08 MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,
58923331,2023-09-25T22:44:00.000,2023-09-26T11:26:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11367,150-21 77 AVENUE,77 AVENUE,150 ST,153 ST,,,ADDRESS,FLUSHING,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-26T11:26:00.000,08 QUEENS,4067070027,QUEENS,1035688,202639,ONLINE,Unspecified,QUEENS,40.72272440963856,-73.81442792834495,"{'latitude': '40.72272440963856', 'longitude': '-73.81442792834495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,
58919854,2023-09-25T22:43:46.000,2023-09-26T08:37:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11385,467 WOODWARD AVENUE,WOODWARD AVENUE,HIMROD STREET,HARMAN STREET,HIMROD STREET,HARMAN STREET,ADDRESS,RIDGEWOOD,WOODWARD AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T08:37:45.000,05 QUEENS,4033870001,QUEENS,1008910,197256,MOBILE,Unspecified,QUEENS,40.70806454642377,-73.91105411865661,"{'latitude': '40.70806454642377', 'longitude': '-73.91105411865661', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58924773,2023-09-25T22:42:31.000,2023-09-25T23:01:12.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10459,907 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,BARRETTO STREET,EAST  163 STREET,BARRETTO STREET,EAST  163 STREET,ADDRESS,BRONX,SOUTHERN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T23:01:17.000,02 BRONX,2027230066,BRONX,1013946,237945,MOBILE,Unspecified,BRONX,40.81972978907495,-73.89271008873497,"{'latitude': '40.81972978907495', 'longitude': '-73.89271008873497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58919116,2023-09-25T22:42:28.000,2023-09-25T22:58:36.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10016,316 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST   38 STREET,EAST   39 STREET,EAST   38 STREET,EAST   39 STREET,ADDRESS,NEW YORK,LEXINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T22:58:42.000,06 MANHATTAN,1008940018,MANHATTAN,990403,212183,MOBILE,Unspecified,MANHATTAN,40.749067740491334,-73.97779315614558,"{'latitude': '40.749067740491334', 'longitude': '-73.97779315614558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58918916,2023-09-25T22:42:07.000,2023-09-25T23:07:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11368,50-48 96 STREET,96 STREET,51 AVENUE,CHRISTIE AVENUE,51 AVENUE,CHRISTIE AVENUE,ADDRESS,CORONA,96 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T23:07:58.000,04 QUEENS,4018870056,QUEENS,1021238,209195,ONLINE,Unspecified,QUEENS,40.740791220984626,-73.86652283199825,"{'latitude': '40.740791220984626', 'longitude': '-73.86652283199825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58918096,2023-09-25T22:41:27.000,2023-09-25T23:04:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11220,256 51 STREET,51 STREET,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,51 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T23:04:48.000,07 BROOKLYN,3007970028,BROOKLYN,979724,175287,ONLINE,Unspecified,BROOKLYN,40.64779781904558,-74.01631003085292,"{'latitude': '40.64779781904558', 'longitude': '-74.01631003085292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58922967,2023-09-25T22:41:20.000,2023-09-26T17:13:12.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11417,88-11 PITKIN AVENUE,PITKIN AVENUE,88 STREET,88 STREET,88 STREET,88 STREET,ADDRESS,OZONE PARK,PITKIN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T17:13:17.000,10 QUEENS,4113690057,QUEENS,1026414,184857,ONLINE,Unspecified,QUEENS,40.673966103756996,-73.84799683856123,"{'latitude': '40.673966103756996', 'longitude': '-73.84799683856123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58918040,2023-09-25T22:41:18.000,2023-09-25T22:47:49.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456,1385 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T22:47:53.000,03 BRONX,2029010001,BRONX,1010561,243449,PHONE,Unspecified,BRONX,40.8348474210791,-73.90491830085918,"{'latitude': '40.8348474210791', 'longitude': '-73.90491830085918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58920220,2023-09-25T22:41:09.000,2023-09-25T22:58:55.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11418,84-05 108 STREET,108 STREET,PARK LANE SOUTH,85 AVENUE,PARK LANE SOUTH,85 AVENUE,ADDRESS,RICHMOND HILL,108 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T22:58:59.000,09 QUEENS,4091940048,QUEENS,1028052,194590,ONLINE,Unspecified,QUEENS,40.70067296046682,-73.84202850876635,"{'latitude': '40.70067296046682', 'longitude': '-73.84202850876635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58919566,2023-09-25T22:41:06.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Construction Site,11249,114 NORTH    9 STREET,NORTH    9 STREET,WYTHE AVENUE,BERRY STREET,WYTHE AVENUE,BERRY STREET,ADDRESS,BROOKLYN,NORTH    9 STREET,In Progress,,,01 BROOKLYN,3023100020,BROOKLYN,995797,201615,MOBILE,Unspecified,BROOKLYN,40.72005578897399,-73.9583437655059,"{'latitude': '40.72005578897399', 'longitude': '-73.9583437655059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58925487,2023-09-25T22:41:04.000,2023-09-25T23:06:21.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11225,498 MAPLE STREET,MAPLE STREET,BROOKLYN AVENUE,KINGSTON AVENUE,BROOKLYN AVENUE,KINGSTON AVENUE,ADDRESS,BROOKLYN,MAPLE STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T23:06:25.000,09 BROOKLYN,,BROOKLYN,999729,180181,MOBILE,Unspecified,BROOKLYN,40.66121840603853,-73.94420818038559,"{'latitude': '40.66121840603853', 'longitude': '-73.94420818038559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58921060,2023-09-25T22:41:00.000,2023-09-27T22:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10005,,,,,WALL STREET,WATER STREET,INTERSECTION,MANHATTAN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T22:45:00.000,01 MANHATTAN,,MANHATTAN,982200,196194,PHONE,Unspecified,MANHATTAN,40.705183733601494,-74.00739380153583,"{'latitude': '40.705183733601494', 'longitude': '-74.00739380153583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,
58918924,2023-09-25T22:40:37.000,2023-09-25T23:05:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10034,74 POST AVENUE,POST AVENUE,ACADEMY STREET,WEST  204 STREET,ACADEMY STREET,WEST  204 STREET,ADDRESS,NEW YORK,POST AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T23:05:07.000,12 MANHATTAN,1022210030,MANHATTAN,1005773,253984,MOBILE,Unspecified,MANHATTAN,40.86377583737143,-73.92218716596697,"{'latitude': '40.86377583737143', 'longitude': '-73.92218716596697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58924826,2023-09-25T22:40:29.000,2023-09-25T23:12:33.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10303,14 SPARTAN AVENUE,SPARTAN AVENUE,WOODCREST ROAD,ROSECLIFF ROAD,WOODCREST ROAD,ROSECLIFF ROAD,ADDRESS,STATEN ISLAND,SPARTAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T23:12:36.000,01 STATEN ISLAND,5016740022,STATEN ISLAND,939124,167192,ONLINE,Unspecified,STATEN ISLAND,40.625464994193095,-74.16256310094468,"{'latitude': '40.625464994193095', 'longitude': '-74.16256310094468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58917441,2023-09-25T22:40:24.000,2023-09-26T08:36:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,1729 HARMON STREET,HARMON STREET,CYPRESS AVENUE,SENECA AVENUE,CYPRESS AVENUE,SENECA AVENUE,ADDRESS,RIDGEWOOD,HARMAN STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T08:36:50.000,05 QUEENS,4034320052,QUEENS,1008195,196193,PHONE,Unspecified,QUEENS,40.705148827559306,-73.91363682266224,"{'latitude': '40.705148827559306', 'longitude': '-73.91363682266224', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58920254,2023-09-25T22:40:24.000,2023-09-25T22:51:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11377,47-56 45 STREET,45 STREET,47 AVENUE,48 AVENUE,47 AVENUE,48 AVENUE,ADDRESS,WOODSIDE,45 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-25T22:51:17.000,02 QUEENS,4001710061,QUEENS,1006352,208979,ONLINE,Unspecified,QUEENS,40.74024808519835,-73.92024203568081,"{'latitude': '40.74024808519835', 'longitude': '-73.92024203568081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58924075,2023-09-25T22:40:21.000,2023-09-26T02:11:30.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11369,24-32 88 STREET,88 STREET,24 AVENUE,ASTORIA BOULEVARD,24 AVENUE,ASTORIA BOULEVARD,ADDRESS,EAST ELMHURST,88 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T02:11:37.000,03 QUEENS,4010990017,QUEENS,1017121,217861,PHONE,Unspecified,QUEENS,40.764593433572664,-73.88133730852824,"{'latitude': '40.764593433572664', 'longitude': '-73.88133730852824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58924282,2023-09-25T22:40:17.000,2023-09-25T23:13:51.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-25T23:13:55.000,10 MANHATTAN,1020260029,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58916691,2023-09-25T22:39:51.000,2023-09-25T23:12:29.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11209,7402 7 AVENUE,7 AVENUE,74 STREET,BAY RIDGE PARKWAY,74 STREET,BAY RIDGE PARKWAY,ADDRESS,BROOKLYN,7 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T23:12:31.000,10 BROOKLYN,3059320034,BROOKLYN,979146,167978,MOBILE,Unspecified,BROOKLYN,40.62773585986249,-74.01838740035808,"{'latitude': '40.62773585986249', 'longitude': '-74.01838740035808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58918029,2023-09-25T22:39:50.000,2023-09-25T22:58:14.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,11213,957 EASTERN PARKWAY,EASTERN PARKWAY,TROY AVENUE,SCHENECTADY AVENUE,TROY AVENUE,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,EASTERN PARKWAY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T22:58:17.000,08 BROOKLYN,3013890001,BROOKLYN,1001937,183049,MOBILE,Unspecified,BROOKLYN,40.669086292223206,-73.93624224194829,"{'latitude': '40.669086292223206', 'longitude': '-73.93624224194829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58924231,2023-09-25T22:39:37.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,Park,11378,59-25 FRESH POND ROAD,FRESH POND ROAD,59 AVENUE,59 ROAD,59 AVENUE,59 ROAD,ADDRESS,MASPETH,FRESH POND ROAD,In Progress,,,05 QUEENS,4027540001,QUEENS,1011329,201166,MOBILE,Reiff Playground,QUEENS,40.71878948483457,-73.90231333390894,"{'latitude': '40.71878948483457', 'longitude': '-73.90231333390894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58919653,2023-09-25T22:39:26.000,2023-09-26T12:02:06.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Unsecured Facility,Park,10021,EAST   71 STREET,EAST   71 STREET,EAST   71 STREET,FDR DRIVE,EAST   71 STREET,FDR DRIVE,INTERSECTION,,,Closed,NYC Parks inspected the condition and determined that the issue is out of their jurisdiction.,2023-09-26T12:02:10.000,08 MANHATTAN,,MANHATTAN,997511,218090,PHONE,Unspecified,MANHATTAN,40.76527314307152,-73.9521279666576,"{'latitude': '40.76527314307152', 'longitude': '-73.9521279666576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
