unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,due_date,taxi_company_borough,vehicle_type
58903577,2023-09-23T09:58:38.000,2023-09-23T10:15:21.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,10314,14 TURF ROAD,TURF ROAD,NOME AVENUE,STEPNEY STREET,NOME AVENUE,STEPNEY STREET,ADDRESS,STATEN ISLAND,TURF ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T10:15:25.000,02 STATEN ISLAND,,STATEN ISLAND,941285,152063,ONLINE,Unspecified,STATEN ISLAND,40.58394978378741,-74.15468203401633,"{'latitude': '40.58394978378741', 'longitude': '-74.15468203401633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903272,2023-09-23T09:58:29.000,2023-10-04T14:49:59.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,10473,2123 QUIMBY AVENUE,QUIMBY AVENUE,OLMSTEAD AVENUE,CASTLE HILL AVENUE,OLMSTEAD AVENUE,CASTLE HILL AVENUE,ADDRESS,BRONX,QUIMBY AVENUE,Closed,The Department of Transportation has approved the sidewalk re-inspection request. The property owner will be notified by mail within 120 days with the date of re-inspection.,2023-10-04T14:50:04.000,09 BRONX,2036880073,BRONX,1025259,240211,PHONE,Unspecified,BRONX,40.82590403266162,-73.85182309982198,"{'latitude': '40.82590403266162', 'longitude': '-73.85182309982198', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58904761,2023-09-23T09:58:24.000,2023-09-26T12:59:25.000,DOT,Department of Transportation,Street Sign - Damaged,"No Parking, Standing, Stopping",Street,10314,234 PERRY AVENUE,PERRY AVENUE,SOUTH GANNON AVENUE,WESTWOOD AVENUE,SOUTH GANNON AVENUE,WESTWOOD AVENUE,ADDRESS,STATEN ISLAND,PERRY AVENUE,Closed,The Department of Transportation inspected the condition you reported and determined that this issue is not within its jurisdiction.,2023-09-26T12:59:29.000,02 STATEN ISLAND,5007650084,STATEN ISLAND,948252,160134,ONLINE,Unspecified,STATEN ISLAND,40.606134059888014,-74.12964257546645,"{'latitude': '40.606134059888014', 'longitude': '-74.12964257546645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903368,2023-09-23T09:57:46.000,2023-09-23T11:02:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11365,60-01 170 STREET,170 STREET,DEAD END,HORACE HARDING EXPRESSWAY,DEAD END,HORACE HARDING EXPRESSWAY,ADDRESS,FRESH MEADOWS,170 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T11:03:01.000,07 QUEENS,4068660399,QUEENS,1039936,208525,MOBILE,Unspecified,QUEENS,40.73885427486378,-73.79905382443026,"{'latitude': '40.73885427486378', 'longitude': '-73.79905382443026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903586,2023-09-23T09:57:40.000,2023-09-23T11:01:30.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10011,363 WEST   23 STREET,WEST   23 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   23 STREET,Closed,N/A,2023-09-23T11:01:34.000,04 MANHATTAN,1007470001,MANHATTAN,984204,211069,PHONE,Unspecified,MANHATTAN,40.74601223108109,-74.00016601136937,"{'latitude': '40.74601223108109', 'longitude': '-74.00016601136937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58904051,2023-09-23T09:57:29.000,2023-09-27T13:55:27.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11226,1144 FLATBUSH AVENUE,FLATBUSH AVENUE,CLARENDON ROAD,DORCHESTER ROAD,CLARENDON ROAD,DORCHESTER ROAD,ADDRESS,BROOKLYN,FLATBUSH AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-25T08:46:18.000,14 BROOKLYN,3051640034,BROOKLYN,996037,173349,ONLINE,Unspecified,BROOKLYN,40.642471740101065,-73.95752739839102,"{'latitude': '40.642471740101065', 'longitude': '-73.95752739839102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903410,2023-09-23T09:57:26.000,2023-09-23T11:34:35.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10460,603 VAN NEST AVENUE,VAN NEST AVENUE,GARFIELD STREET,FILLMORE STREET,GARFIELD STREET,FILLMORE STREET,ADDRESS,BRONX,VAN NEST AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T11:34:40.000,11 BRONX,2040290034,BRONX,1020812,246282,MOBILE,Unspecified,BRONX,40.84258668479681,-73.86785822827363,"{'latitude': '40.84258668479681', 'longitude': '-73.86785822827363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58904326,2023-09-23T09:57:17.000,2023-09-23T11:01:38.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,10005,90 BROADWAY,BROADWAY,RECTOR STREET,WALL STREET,RECTOR STREET,WALL STREET,ADDRESS,NEW YORK,BROADWAY,Closed,N/A,2023-09-23T11:01:42.000,01 MANHATTAN,,MANHATTAN,980998,197113,ONLINE,Unspecified,MANHATTAN,40.7077058116168,-74.01172953773968,"{'latitude': '40.7077058116168', 'longitude': '-74.01172953773968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903071,2023-09-23T09:56:36.000,2023-10-06T13:44:39.000,DSNY,Department of Sanitation,Missed Collection,Trash and Bulky Trash,Street,11355,138-35 ELDER AVENUE,ELDER AVENUE,COLDEN STREET,KISSENA BOULEVARD,COLDEN STREET,KISSENA BOULEVARD,ADDRESS,FLUSHING,ELDER AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T10:07:46.000,07 QUEENS,4051377501,QUEENS,1033226,213457,ONLINE,Unspecified,QUEENS,40.75243105462368,-73.8232312655477,"{'latitude': '40.75243105462368', 'longitude': '-73.8232312655477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908103,2023-09-23T09:56:06.000,2023-09-24T07:34:43.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11238,365 LINCOLN PLACE,LINCOLN PLACE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",2023-09-24T00:00:00.000,08 BROOKLYN,3011760054,BROOKLYN,994226,184487,PHONE,Unspecified,BROOKLYN,40.67304532692255,-73.96403657420483,"{'latitude': '40.67304532692255', 'longitude': '-73.96403657420483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906173,2023-09-23T09:56:00.000,2023-09-26T06:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10036,740 8 AVENUE,8 AVENUE,W 45 ST,W 46 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-26T06:30:00.000,05 MANHATTAN,1010170001,MANHATTAN,987548,216000,ONLINE,Unspecified,MANHATTAN,40.75954596145767,-73.98809528819223,"{'latitude': '40.75954596145767', 'longitude': '-73.98809528819223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58906017,2023-09-23T09:55:52.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11223,2373 OCEAN PARKWAY,OCEAN PARKWAY,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-23T00:00:00.000,15 BROOKLYN,3071820046,BROOKLYN,993970,154822,PHONE,Unspecified,BROOKLYN,40.59162148164734,-73.96500217943574,"{'latitude': '40.59162148164734', 'longitude': '-73.96500217943574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903574,2023-09-23T09:53:55.000,2023-09-23T10:42:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11229,2258 BATCHELDER STREET,BATCHELDER STREET,AVENUE V,AVENUE W,AVENUE V,AVENUE W,ADDRESS,BROOKLYN,BATCHELDER STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T10:42:35.000,15 BROOKLYN,3073870001,BROOKLYN,1001363,156854,ONLINE,Unspecified,BROOKLYN,40.597187720927046,-73.93837781232567,"{'latitude': '40.597187720927046', 'longitude': '-73.93837781232567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58904637,2023-09-23T09:53:49.000,2023-09-23T10:33:13.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,74-66 64 LANE,64 LANE,74 AVENUE,COOPER AVENUE,74 AVENUE,COOPER AVENUE,ADDRESS,RIDGEWOOD,64 LANE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T10:33:19.000,05 QUEENS,4035980071,QUEENS,1014624,194346,ONLINE,Unspecified,QUEENS,40.70005951678935,-73.89045750026098,"{'latitude': '40.70005951678935', 'longitude': '-73.89045750026098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909191,2023-09-23T09:53:29.000,2023-09-25T15:49:11.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10457,2105 RYER AVENUE,RYER AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,05 BRONX,2031560155,BRONX,1011723,250206,MOBILE,Unspecified,BRONX,40.85338985543013,-73.90069142984217,"{'latitude': '40.85338985543013', 'longitude': '-73.90069142984217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903894,2023-09-23T09:53:29.000,2023-09-23T10:55:27.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11417,104-62 107 STREET,107 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,OZONE PARK,107 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T10:55:31.000,10 QUEENS,4095290038,QUEENS,1030169,188140,MOBILE,Unspecified,QUEENS,40.68295849883417,-73.83443755226547,"{'latitude': '40.68295849883417', 'longitude': '-73.83443755226547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903540,2023-09-23T09:53:14.000,2023-09-23T10:30:47.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10005,9 WALL STREET,WALL STREET,NEW STREET,BROAD STREET,NEW STREET,BROAD STREET,ADDRESS,NEW YORK,WALL STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-23T10:30:50.000,01 MANHATTAN,1000230019,MANHATTAN,981152,197017,ONLINE,Unspecified,MANHATTAN,40.707442369569556,-74.01117403576225,"{'latitude': '40.707442369569556', 'longitude': '-74.01117403576225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58905683,2023-09-23T09:53:11.000,2023-09-23T09:53:11.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,10027,75 WEST  126 STREET,WEST  126 STREET,,,,,ADDRESS,NEW YORK,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-23T00:00:00.000,10 MANHATTAN,1017240006,MANHATTAN,999781,233657,UNKNOWN,Unspecified,MANHATTAN,40.807996690714,-73.94389730715424,"{'latitude': '40.807996690714', 'longitude': '-73.94389730715424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58907791,2023-09-23T09:53:00.000,2023-09-25T12:37:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,10467,3573 DE KALB AVENUE,DE KALB AVENUE,E 212 ST,E 213 ST,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection scheduled an inspection.,2023-09-25T12:37:00.000,07 BRONX,2033290060,BRONX,1017729,261460,PHONE,Unspecified,BRONX,40.88425789166829,-73.87892491982919,"{'latitude': '40.88425789166829', 'longitude': '-73.87892491982919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58904714,2023-09-23T09:52:38.000,2023-09-23T12:41:56.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11428,93-63 215 PLACE,215 PLACE,93 AVENUE,94 ROAD,93 AVENUE,94 ROAD,ADDRESS,QUEENS VILLAGE,215 PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T12:42:01.000,13 QUEENS,,QUEENS,1055969,201483,ONLINE,Unspecified,QUEENS,40.719410306668046,-73.74127316370844,"{'latitude': '40.719410306668046', 'longitude': '-73.74127316370844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903227,2023-09-23T09:52:20.000,2023-09-23T13:53:40.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11228,1443 85 STREET,85 STREET,14 AVENUE,15 AVENUE,14 AVENUE,15 AVENUE,ADDRESS,BROOKLYN,85 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T13:53:43.000,11 BROOKLYN,3063230056,BROOKLYN,981449,162517,PHONE,Unspecified,BROOKLYN,40.61274757971311,-74.01008846873383,"{'latitude': '40.61274757971311', 'longitude': '-74.01008846873383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903218,2023-09-23T09:52:06.000,2023-09-23T10:23:40.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10030,208 WEST  141 STREET,WEST  141 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  141 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-23T10:23:45.000,10 MANHATTAN,1020260041,MANHATTAN,1000419,237798,ONLINE,Unspecified,MANHATTAN,40.8193614328875,-73.94158268225746,"{'latitude': '40.8193614328875', 'longitude': '-73.94158268225746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58904515,2023-09-23T09:52:06.000,2023-09-25T12:33:41.000,DOT,Department of Transportation,Street Sign - Missing,"No Parking, Standing, Stopping",Street,11228,939 83 STREET,83 STREET,7 AVENUE,10 AVENUE,7 AVENUE,10 AVENUE,ADDRESS,BROOKLYN,83 STREET,Closed,"The condition was inspected and it was in compliance with Department of Transportation standards, not hazardous, or a valid permit exists.",2023-09-25T12:33:47.000,10 BROOKLYN,3060110040,BROOKLYN,978799,165276,MOBILE,Unspecified,BROOKLYN,40.62031922892529,-74.01963530222143,"{'latitude': '40.62031922892529', 'longitude': '-74.01963530222143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58904125,2023-09-23T09:52:02.000,2023-09-23T10:08:37.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10011,359 WEST   24 STREET,WEST   24 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   24 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T10:08:41.000,04 MANHATTAN,1007480005,MANHATTAN,984132,211367,ONLINE,Unspecified,MANHATTAN,40.74683016564044,-74.00042586048032,"{'latitude': '40.74683016564044', 'longitude': '-74.00042586048032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903585,2023-09-23T09:51:27.000,2023-09-23T11:01:28.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10005,82 BROADWAY,BROADWAY,EXCHANGE ALLEY,RECTOR STREET,EXCHANGE ALLEY,RECTOR STREET,ADDRESS,NEW YORK,BROADWAY,Closed,N/A,2023-09-23T11:01:31.000,01 MANHATTAN,1000237501,MANHATTAN,980917,196981,ONLINE,Unspecified,MANHATTAN,40.707343472676826,-74.01202162877915,"{'latitude': '40.707343472676826', 'longitude': '-74.01202162877915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903402,2023-09-23T09:51:21.000,2023-09-23T12:59:36.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11102,18-23 27 AVENUE,27 AVENUE,18 STREET,21 STREET,18 STREET,21 STREET,ADDRESS,ASTORIA,27 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T12:59:42.000,01 QUEENS,4008850009,QUEENS,1004480,220791,PHONE,Unspecified,QUEENS,40.772673483049765,-73.9269618491664,"{'latitude': '40.772673483049765', 'longitude': '-73.9269618491664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58905893,2023-09-23T09:50:52.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10468,2665 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-23T00:00:00.000,07 BRONX,2033140065,BRONX,1013532,254953,PHONE,Unspecified,BRONX,40.86641311943987,-73.89413157905763,"{'latitude': '40.86641311943987', 'longitude': '-73.89413157905763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903405,2023-09-23T09:50:45.000,2023-09-23T10:30:04.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11228,1316 76 STREET,76 STREET,13 AVENUE,14 AVENUE,13 AVENUE,14 AVENUE,ADDRESS,BROOKLYN,76 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T10:30:06.000,10 BROOKLYN,3062330012,BROOKLYN,982174,164919,PHONE,Unspecified,BROOKLYN,40.619340771887224,-74.00747794708987,"{'latitude': '40.619340771887224', 'longitude': '-74.00747794708987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909699,2023-09-23T09:50:33.000,2023-09-24T10:05:38.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11205,40 VANDERBILT AVENUE,VANDERBILT AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-24T00:00:00.000,02 BROOKLYN,3020330001,BROOKLYN,992408,193147,ONLINE,Unspecified,BROOKLYN,40.69681690894209,-73.97057996861463,"{'latitude': '40.69681690894209', 'longitude': '-73.97057996861463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907102,2023-09-23T09:50:33.000,2023-10-15T18:24:44.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10474,1321 SENECA AVENUE,SENECA AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-15T00:00:00.000,02 BRONX,2027610142,BRONX,1015648,237688,PHONE,Unspecified,BRONX,40.81901851137442,-73.88656207139834,"{'latitude': '40.81901851137442', 'longitude': '-73.88656207139834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58904324,2023-09-23T09:50:29.000,2023-11-14T14:30:52.000,DOE,Department of Education,School Maintenance,Broken Water Fountain,School,10003,345 EAST   15 STREET,EAST   15 STREET,NATHAN D PERLMAN PLACE,1 AVENUE,NATHAN D PERLMAN PLACE,1 AVENUE,ADDRESS,NEW YORK,EAST   15 STREET,Closed,The Department of Education completed the work and corrected the condition.,2023-11-14T14:30:57.000,06 MANHATTAN,1009220008,MANHATTAN,988953,206127,ONLINE,Institute for Collaborative Education,MANHATTAN,40.7324464171464,-73.98303059725197,"{'latitude': '40.7324464171464', 'longitude': '-73.98303059725197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903180,2023-09-23T09:50:19.000,2023-09-23T10:44:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,975 WALTON AVENUE,WALTON AVENUE,EAST  161 STREET,EAST  164 STREET,EAST  161 STREET,EAST  164 STREET,ADDRESS,BRONX,WALTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T10:44:05.000,04 BRONX,2024760022,BRONX,1005614,241459,ONLINE,Unspecified,BRONX,40.829398797965425,-73.92280191014713,"{'latitude': '40.829398797965425', 'longitude': '-73.92280191014713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58902903,2023-09-23T09:50:16.000,2023-09-23T10:19:48.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11224,2014 MERMAID AVENUE,MERMAID AVENUE,WEST   20 STREET,WEST   21 STREET,WEST   20 STREET,WEST   21 STREET,ADDRESS,BROOKLYN,MERMAID AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T10:19:51.000,13 BROOKLYN,3070590007,BROOKLYN,987818,149258,PHONE,Unspecified,BROOKLYN,40.576354017389065,-73.98715600026517,"{'latitude': '40.576354017389065', 'longitude': '-73.98715600026517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907258,2023-09-23T09:50:00.000,2023-09-25T12:03:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10030,208 WEST  141 STREET,WEST  141 STREET,ADAM CLAYTON POWELL JR BLVD,FREDERICK DOUGLASS BLVD,,,ADDRESS,NEW YORK,,Closed,,2023-09-25T12:03:00.000,10 MANHATTAN,1020260041,MANHATTAN,1000419,237798,ONLINE,Unspecified,MANHATTAN,40.8193614328875,-73.94158268225746,"{'latitude': '40.8193614328875', 'longitude': '-73.94158268225746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58907762,2023-09-23T09:50:00.000,2023-09-26T06:29:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10036,740 8 AVENUE,8 AVENUE,W 45 ST,W 46 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-26T06:29:00.000,05 MANHATTAN,1010170001,MANHATTAN,987548,216000,ONLINE,Unspecified,MANHATTAN,40.75954596145767,-73.98809528819223,"{'latitude': '40.75954596145767', 'longitude': '-73.98809528819223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58908846,2023-09-23T09:50:00.000,2023-09-28T10:40:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10128,LEXINGTON AVENUE,LEXINGTON AVENUE,EAST   87 STREET,EAST   88 STREET,,,BLOCKFACE,MANHATTAN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T10:40:00.000,08 MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,N/A,,,,,,,
58906731,2023-09-23T09:50:00.000,2023-09-26T06:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10036,740 8 AVENUE,8 AVENUE,W 45 ST,W 46 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-26T06:30:00.000,05 MANHATTAN,1010170001,MANHATTAN,987548,216000,ONLINE,Unspecified,MANHATTAN,40.75954596145767,-73.98809528819223,"{'latitude': '40.75954596145767', 'longitude': '-73.98809528819223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58904486,2023-09-23T09:49:56.000,2023-09-23T09:49:56.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11233,94 CHAUNCEY STREET,CHAUNCEY STREET,STUYVESANT AVENUE,MALCOLM X BOULEVARD,STUYVESANT AVENUE,MALCOLM X BOULEVARD,ADDRESS,BROOKLYN,CHAUNCEY STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-23T09:49:56.000,03 BROOKLYN,3016910012,BROOKLYN,1003580,187133,PHONE,Unspecified,BROOKLYN,40.68029251483292,-73.93030787676088,"{'latitude': '40.68029251483292', 'longitude': '-73.93030787676088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903250,2023-09-23T09:49:46.000,2023-09-23T09:49:46.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10009,404 EAST   11 STREET,EAST   11 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST   11 STREET,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-23T09:49:46.000,03 MANHATTAN,1004380010,MANHATTAN,988793,204943,PHONE,Unspecified,MANHATTAN,40.729196710817256,-73.98360870993957,"{'latitude': '40.729196710817256', 'longitude': '-73.98360870993957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
