unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_company_borough,road_ramp,vehicle_type
58851348,2023-09-18T19:27:23.000,2023-09-20T11:33:52.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10016,105 EAST   29 STREET,EAST   29 STREET,ADDRESS,NEW YORK,Closed,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",2023-09-20T11:33:55.000,05 MANHATTAN,1008850008,MANHATTAN,988918,210247,ONLINE,Unspecified,MANHATTAN,40.743754814964596,-73.9831540256618,"{'latitude': '40.743754814964596', 'longitude': '-73.9831540256618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK AVENUE SOUTH,LEXINGTON AVENUE,PARK AVENUE SOUTH,LEXINGTON AVENUE,EAST   29 STREET,,,,,,,,,
58852624,2023-09-18T19:27:23.000,2023-09-18T20:03:08.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10016,105 EAST   29 STREET,EAST   29 STREET,ADDRESS,NEW YORK,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-18T20:03:11.000,05 MANHATTAN,1008850008,MANHATTAN,988918,210247,ONLINE,Unspecified,MANHATTAN,40.743754814964596,-73.9831540256618,"{'latitude': '40.743754814964596', 'longitude': '-73.9831540256618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK AVENUE SOUTH,LEXINGTON AVENUE,PARK AVENUE SOUTH,LEXINGTON AVENUE,EAST   29 STREET,,,,,,,,,
58851836,2023-09-18T19:27:16.000,2023-09-18T19:27:43.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11239,558 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-18T19:27:48.000,05 BROOKLYN,3044520926,BROOKLYN,1020032,178199,ONLINE,Unspecified,BROOKLYN,40.65571948667194,-73.87103954245387,"{'latitude': '40.65571948667194', 'longitude': '-73.87103954245387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ESSEX STREET,BERRIMAN STREET,ESSEX STREET,BERRIMAN STREET,SCHROEDERS AVENUE,,,,,,,,,
58851128,2023-09-18T19:26:35.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,10314,144 LAGUARDIA AVENUE,LAGUARDIA AVENUE,ADDRESS,STATEN ISLAND,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-19T13:16:04.000,02 STATEN ISLAND,5007010042,STATEN ISLAND,951480,159722,PHONE,Unspecified,STATEN ISLAND,40.60501573004784,-74.1180153277718,"{'latitude': '40.60501573004784', 'longitude': '-74.1180153277718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NORWALK AVENUE,TILLMAN STREET,NORWALK AVENUE,TILLMAN STREET,LA GUARDIA AVENUE,,,,,,,,,
58854605,2023-09-18T19:26:27.000,2023-09-21T10:55:03.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10019,406 WEST   51 STREET,WEST   51 STREET,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",2023-09-21T00:00:00.000,04 MANHATTAN,1010600038,MANHATTAN,987284,217745,ONLINE,Unspecified,MANHATTAN,40.764335632345784,-73.98904745510619,"{'latitude': '40.764335632345784', 'longitude': '-73.98904745510619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58852151,2023-09-18T19:26:26.000,2023-09-22T16:16:34.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10453,17 WEST  182 STREET,WEST  182 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,05 BRONX,2031960023,BRONX,1010407,251641,ONLINE,Unspecified,BRONX,40.857332496725945,-73.905442863751,"{'latitude': '40.857332496725945', 'longitude': '-73.905442863751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58847163,2023-09-18T19:26:26.000,2023-09-22T16:16:33.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10453,17 WEST  182 STREET,WEST  182 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,05 BRONX,2031960023,BRONX,1010407,251641,ONLINE,Unspecified,BRONX,40.857332496725945,-73.905442863751,"{'latitude': '40.857332496725945', 'longitude': '-73.905442863751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58849499,2023-09-18T19:25:57.000,2023-09-18T20:03:00.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10460,429 VAN NEST AVENUE,VAN NEST AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T20:03:06.000,09 BRONX,2039090096,BRONX,1019628,244997,ONLINE,Unspecified,BRONX,40.8390645610693,-73.87214419383109,"{'latitude': '40.8390645610693', 'longitude': '-73.87214419383109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEAD END,EAST TREMONT AVENUE,DEAD END,EAST TREMONT AVENUE,VAN NEST AVENUE,,,,,,,,,
58847656,2023-09-18T19:25:54.000,2023-11-13T11:56:07.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Street,11201,7 EVERIT STREET,EVERIT STREET,ADDRESS,BROOKLYN,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-13T11:56:07.000,02 BROOKLYN,3002010004,BROOKLYN,985826,195229,MOBILE,Unspecified,BROOKLYN,40.70253513253691,-73.99431601548454,"{'latitude': '40.70253513253691', 'longitude': '-73.99431601548454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OLD FULTON STREET,COLUMBIA HEIGHTS,OLD FULTON STREET,COLUMBIA HEIGHTS,EVERIT STREET,,,,,,,,,
58849448,2023-09-18T19:25:38.000,2023-09-18T19:48:13.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11102,23-23 28 AVENUE,28 AVENUE,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T19:48:16.000,01 QUEENS,4005440036,QUEENS,1005100,219883,MOBILE,Unspecified,QUEENS,40.77017982026882,-73.92472622668272,"{'latitude': '40.77017982026882', 'longitude': '-73.92472622668272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23 STREET,CRESCENT STREET,23 STREET,CRESCENT STREET,28 AVENUE,,,,,,,,,
58847256,2023-09-18T19:25:12.000,2023-09-18T19:27:26.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,1152 ESSEX STREET,ESSEX STREET,ADDRESS,BROOKLYN,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-18T19:27:29.000,05 BROOKLYN,3044520711,BROOKLYN,1019967,178189,ONLINE,Unspecified,BROOKLYN,40.6556923013078,-73.8712738589472,"{'latitude': '40.6556923013078', 'longitude': '-73.8712738589472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VANDALIA AVENUE,SCHROEDERS AVENUE,VANDALIA AVENUE,SCHROEDERS AVENUE,ESSEX STREET,,,,,,,,,
58854212,2023-09-18T19:25:05.000,2023-09-18T20:14:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11221,1115 DEKALB AVENUE,DEKALB AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T20:14:24.000,03 BROOKLYN,3016000017,BROOKLYN,1003549,192051,PHONE,Unspecified,BROOKLYN,40.693791361083726,-73.93040555650578,"{'latitude': '40.693791361083726', 'longitude': '-73.93040555650578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MALCOLM X BOULEVARD,BROADWAY,MALCOLM X BOULEVARD,BROADWAY,DEKALB AVENUE,,,,,,,,,
58852766,2023-09-18T19:25:03.000,2023-09-21T14:04:11.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,11370,79-14 ASTORIA BOULEVARD SOUTH,ASTORIA BOULEVARD SOUTH,ADDRESS,EAST ELMHURST,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-21T10:04:11.000,03 QUEENS,4010320059,QUEENS,1014787,218145,ONLINE,Unspecified,QUEENS,40.765381309626946,-73.88976163415494,"{'latitude': '40.765381309626946', 'longitude': '-73.88976163415494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",79 STREET,80 STREET,79 STREET,80 STREET,ASTORIA BOULEVARD SOUTH,,,,,,,,,
58847436,2023-09-18T19:24:49.000,2023-09-26T15:53:27.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10453,1800 SEDGWICK AVENUE,SEDGWICK AVENUE,ADDRESS,BRONX,Closed,The City inspected the condition you reported and asked the Department of Environmental Protection to address the issue.,2023-09-26T15:53:30.000,05 BRONX,,BRONX,1006778,250007,ONLINE,Unspecified,BRONX,40.852857662179225,-73.91856712369189,"{'latitude': '40.852857662179225', 'longitude': '-73.91856712369189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST TREMONT AVENUE,WEST TREMONT AVENUE,WEST TREMONT AVENUE,WEST TREMONT AVENUE,SEDGWICK AVENUE,,,,,,,,,
58848311,2023-09-18T19:24:49.000,2023-09-22T16:10:24.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10467,3435 OLINVILLE AVENUE,OLINVILLE AVENUE,ADDRESS,BRONX,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-22T00:00:00.000,12 BRONX,2046270029,BRONX,1020724,258615,ONLINE,Unspecified,BRONX,40.876437389391874,-73.86810916351783,"{'latitude': '40.876437389391874', 'longitude': '-73.86810916351783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58847423,2023-09-18T19:24:31.000,2023-09-19T19:17:01.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11379,65-01 75 PLACE,75 PLACE,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T19:17:04.000,05 QUEENS,4030360058,QUEENS,1017761,200477,MOBILE,Unspecified,QUEENS,40.716876321162125,-73.87911354695353,"{'latitude': '40.716876321162125', 'longitude': '-73.87911354695353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FURMANVILLE AVENUE,65 DRIVE,FURMANVILLE AVENUE,65 DRIVE,75 PLACE,,,,,,,,,
58848228,2023-09-18T19:24:24.000,2023-09-18T19:25:50.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375,67-26 AUSTIN STREET,AUSTIN STREET,ADDRESS,FOREST HILLS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T19:25:54.000,06 QUEENS,4031660030,QUEENS,1024594,202967,ONLINE,Unspecified,QUEENS,40.72368224064572,-73.85444952941637,"{'latitude': '40.72368224064572', 'longitude': '-73.85444952941637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",67 ROAD,67 DRIVE,67 ROAD,67 DRIVE,AUSTIN STREET,,,,,,,,,
58853238,2023-09-18T19:24:24.000,2023-09-18T19:41:59.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11209,8701 SHORE ROAD,SHORE ROAD,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T19:42:03.000,10 BROOKLYN,3060400001,BROOKLYN,972961,166912,ONLINE,Unspecified,BROOKLYN,40.62480419136853,-74.04066736891629,"{'latitude': '40.62480419136853', 'longitude': '-74.04066736891629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",87 STREET,88 STREET,87 STREET,88 STREET,SHORE ROAD,,,,,,,,,
58848526,2023-09-18T19:24:15.000,2023-09-18T19:27:14.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,526 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-18T19:27:18.000,05 BROOKLYN,3044527505,BROOKLYN,1019630,177965,ONLINE,Unspecified,BROOKLYN,40.655078823851085,-73.87248959993701,"{'latitude': '40.655078823851085', 'longitude': '-73.87248959993701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELTON STREET,ESSEX STREET,ELTON STREET,ESSEX STREET,SCHROEDERS AVENUE,,,,,,,,,
58847040,2023-09-18T19:24:01.000,2023-09-22T16:10:24.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10467,3435 OLINVILLE AVENUE,OLINVILLE AVENUE,ADDRESS,BRONX,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-22T00:00:00.000,12 BRONX,2046270029,BRONX,1020724,258615,ONLINE,Unspecified,BRONX,40.876437389391874,-73.86810916351783,"{'latitude': '40.876437389391874', 'longitude': '-73.86810916351783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58849285,2023-09-18T19:23:36.000,2023-09-19T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11219,1349 64 STREET,64 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T00:00:00.000,10 BROOKLYN,3057400060,BROOKLYN,984305,167322,UNKNOWN,Unspecified,BROOKLYN,40.62593674788929,-73.99980186525248,"{'latitude': '40.62593674788929', 'longitude': '-73.99980186525248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58853946,2023-09-18T19:23:36.000,2023-09-22T09:40:37.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11238,795 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-19T13:42:30.000,08 BROOKLYN,3011770002,BROOKLYN,994576,184379,ONLINE,Unspecified,BROOKLYN,40.67274848986158,-73.96277499170817,"{'latitude': '40.67274848986158', 'longitude': '-73.96277499170817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LINCOLN PLACE,LINCOLN PLACE,LINCOLN PLACE,LINCOLN PLACE,WASHINGTON AVENUE,,,,,,,,,
58851711,2023-09-18T19:23:32.000,2023-09-18T19:57:45.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11220,6802 8 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T19:57:50.000,10 BROOKLYN,3058670025,BROOKLYN,980246,169103,ONLINE,Unspecified,BROOKLYN,40.63082431308697,-74.01442526605275,"{'latitude': '40.63082431308697', 'longitude': '-74.01442526605275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",68 STREET,BAY RIDGE AVENUE,68 STREET,BAY RIDGE AVENUE,8 AVENUE,,,,,,,,,
58852240,2023-09-18T19:23:29.000,2023-09-30T18:08:42.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10462,2182 BARNES AVENUE,BARNES AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-30T00:00:00.000,11 BRONX,2043220025,BRONX,1021924,251177,ONLINE,Unspecified,BRONX,40.85601732268384,-73.86381175775772,"{'latitude': '40.85601732268384', 'longitude': '-73.86381175775772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58851085,2023-09-18T19:23:27.000,2023-09-18T19:27:05.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-18T19:27:09.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,SCHROEDERS AVENUE,,,,,,,,,
58845474,2023-09-18T19:23:23.000,2023-09-18T19:59:54.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11215,353 11 STREET,11 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T19:59:56.000,06 BROOKLYN,3010170072,BROOKLYN,988017,182486,MOBILE,Unspecified,BROOKLYN,40.667557848792995,-73.98642110303024,"{'latitude': '40.667557848792995', 'longitude': '-73.98642110303024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,11 STREET,,,,,,,,,
58853528,2023-09-18T19:23:13.000,2023-09-29T20:27:42.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10456,1105 TINTON AVENUE,TINTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,03 BRONX,2026610052,BRONX,1011522,240495,ONLINE,Unspecified,BRONX,40.82673662828274,-73.9014574870921,"{'latitude': '40.82673662828274', 'longitude': '-73.9014574870921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58854602,2023-09-18T19:23:13.000,2023-09-19T16:09:04.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10456,1105 TINTON AVENUE,TINTON AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-19T00:00:00.000,03 BRONX,2026610052,BRONX,1011522,240495,ONLINE,Unspecified,BRONX,40.82673662828274,-73.9014574870921,"{'latitude': '40.82673662828274', 'longitude': '-73.9014574870921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58853406,2023-09-18T19:23:13.000,2023-09-29T20:27:42.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10456,1105 TINTON AVENUE,TINTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,03 BRONX,2026610052,BRONX,1011522,240495,ONLINE,Unspecified,BRONX,40.82673662828274,-73.9014574870921,"{'latitude': '40.82673662828274', 'longitude': '-73.9014574870921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58850868,2023-09-18T19:23:13.000,2023-09-20T17:00:26.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10456,1105 TINTON AVENUE,TINTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-20T00:00:00.000,03 BRONX,2026610052,BRONX,1011522,240495,ONLINE,Unspecified,BRONX,40.82673662828274,-73.9014574870921,"{'latitude': '40.82673662828274', 'longitude': '-73.9014574870921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58846597,2023-09-18T19:23:08.000,2023-09-18T19:46:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10069,301 FREEDOM PLACE SOUTH,FREEDOM PLACE SOUTH,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T19:46:48.000,07 MANHATTAN,1011710151,MANHATTAN,986874,221026,MOBILE,Unspecified,MANHATTAN,40.773341255791955,-73.99052624776282,"{'latitude': '40.773341255791955', 'longitude': '-73.99052624776282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   61 STREET,WEST   62 STREET,WEST   61 STREET,WEST   62 STREET,FREEDOM PLACE SOUTH,,,,,,,,,
58849058,2023-09-18T19:23:00.000,2023-09-19T21:43:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11221,41 HOWARD AVENUE,HOWARD AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-19T21:43:00.000,03 BROOKLYN,3014860006,BROOKLYN,1006200,189678,ONLINE,Unspecified,BROOKLYN,40.68727184741869,-73.92085347816246,"{'latitude': '40.68727184741869', 'longitude': '-73.92085347816246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PUTNAM AVE,JEFFERSON AVE,,,,,N/A,,,,,,,
58846543,2023-09-18T19:23:00.000,2023-09-20T03:00:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11234,1666 EAST   49 STREET,EAST   49 STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-20T03:00:00.000,18 BROOKLYN,3078730065,BROOKLYN,1004231,165207,PHONE,Unspecified,BROOKLYN,40.62010898401462,-73.92802572394663,"{'latitude': '40.62010898401462', 'longitude': '-73.92802572394663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE M,AVENUE N,,,,,,,,,,,,
58845261,2023-09-18T19:23:00.000,2023-09-18T19:26:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11357,150-43 12 ROAD,12 ROAD,ADDRESS,WHITESTONE,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-18T19:26:00.000,07 QUEENS,4045170045,QUEENS,1035988,227162,PHONE,Unspecified,QUEENS,40.790031888670256,-73.81315691923527,"{'latitude': '40.790031888670256', 'longitude': '-73.81315691923527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",150 ST,CLINTONVILLE ST,,,,,,,,,,,,
58846969,2023-09-18T19:22:57.000,2023-09-18T20:52:16.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11379,69-26 JUNIPER VALLEY ROAD,JUNIPER VALLEY ROAD,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T20:52:19.000,05 QUEENS,4030480020,QUEENS,1015760,199677,ONLINE,Unspecified,QUEENS,40.71468786765332,-73.88633562329144,"{'latitude': '40.71468786765332', 'longitude': '-73.88633562329144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",69 PLACE,70 STREET,69 PLACE,70 STREET,JUNIPER VALLEY ROAD,,,,,,,,,
58853610,2023-09-18T19:22:54.000,2023-09-18T20:00:03.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10305,390 ALTER AVENUE,ALTER AVENUE,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T20:00:06.000,02 STATEN ISLAND,5033760047,STATEN ISLAND,959478,153451,PHONE,Unspecified,STATEN ISLAND,40.58782907548888,-74.0891889818573,"{'latitude': '40.58782907548888', 'longitude': '-74.0891889818573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HYLAN BOULEVARD,LACONIA AVENUE,HYLAN BOULEVARD,LACONIA AVENUE,ALTER AVENUE,,,,,,,,,
58849012,2023-09-18T19:22:53.000,2023-09-21T12:25:56.000,TLC,Taxi and Limousine Commission,Green Taxi Complaint,Driver Complaint - Passenger,Street,10457,EAST  175 STREET,EAST  175 STREET,INTERSECTION,,Closed,,2023-09-21T12:26:03.000,05 BRONX,,BRONX,1011337,247383,PHONE,Unspecified,BRONX,40.84564275254104,-73.90209813471861,"{'latitude': '40.84564275254104', 'longitude': '-73.90209813471861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  175 STREET,WEBSTER AVENUE,EAST  175 STREET,WEBSTER AVENUE,,"EAST  175 STREET AND WEBSTER AVENUE, BRONX, NY, 10457",,,,,,,,
