unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,facility_type,taxi_pick_up_location,due_date,road_ramp,taxi_company_borough
58900998,2023-09-22T00:00:00.000,2023-09-22T00:00:01.000,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,11385,57-17 MYRTLE AVENUE,MYRTLE AVENUE,HANCOCK STREET,WEIRFIELD STREET,HANCOCK STREET,WEIRFIELD STREET,ADDRESS,RIDGEWOOD,MYRTLE AVENUE,Closed,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  The establishment will be inspected according to its normal schedule for sanitary inspections.,2023-09-27T12:15:44.000,05 QUEENS,QUEENS,1011131,194487,PHONE,Unspecified,QUEENS,40.70045782856935,-73.90305427793274,"{'latitude': '40.70045782856935', 'longitude': '-73.90305427793274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4034660062,,,,,,,,
58902375,2023-09-22T00:00:00.000,2023-09-22T00:00:01.000,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Senior Center,11372,35-24 83 STREET,83 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,JACKSON HEIGHTS,83 STREET,Closed,The Health Departmentâs Office of Environmental Investigations has determined this case was an isolated incident. The Departmentâs Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. All food establishments are inspected annually. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,2023-09-22T10:15:10.000,03 QUEENS,QUEENS,1016472,213107,PHONE,Unspecified,QUEENS,40.75154731912224,-73.88370294824003,"{'latitude': '40.75154731912224', 'longitude': '-73.88370294824003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4014560001,,,,,,,,
58882276,2023-09-21T23:59:50.000,2023-09-22T05:04:38.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10461,2413 WESTCHESTER AVENUE,WESTCHESTER AVENUE,ZEREGA AVENUE,HERSCHELL STREET,ZEREGA AVENUE,HERSCHELL STREET,ADDRESS,BRONX,WESTCHESTER AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T05:04:43.000,10 BRONX,BRONX,1026871,244399,MOBILE,Unspecified,BRONX,40.837391240437455,-73.8459718998433,"{'latitude': '40.837391240437455', 'longitude': '-73.8459718998433', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2039730040,,,,,,,,
58888092,2023-09-21T23:59:32.000,2023-09-22T00:26:05.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11221,591 LEXINGTON AVENUE,LEXINGTON AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,ADDRESS,BROOKLYN,LEXINGTON AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T00:26:13.000,03 BROOKLYN,BROOKLYN,1001466,190370,PHONE,Unspecified,BROOKLYN,40.689181702258985,-73.9379213905811,"{'latitude': '40.689181702258985', 'longitude': '-73.9379213905811', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3016190066,,,,,,,,
58882426,2023-09-21T23:59:18.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,11207,89 GRANITE STREET,GRANITE STREET,BUSHWICK AVENUE,DEAD END,BUSHWICK AVENUE,DEAD END,ADDRESS,BROOKLYN,GRANITE STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-22T03:09:56.000,04 BROOKLYN,BROOKLYN,1010179,188443,MOBILE,Unspecified,BROOKLYN,40.68387129454275,-73.90651090553388,"{'latitude': '40.68387129454275', 'longitude': '-73.90651090553388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3034570054,,,,,,,,
58885654,2023-09-21T23:59:16.000,2023-09-22T01:30:48.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,1430 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  131 STREET,WEST  133 STREET,WEST  131 STREET,WEST  133 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T01:30:54.000,09 MANHATTAN,MANHATTAN,996962,236718,ONLINE,Unspecified,MANHATTAN,40.81640278803893,-73.9540745928603,"{'latitude': '40.81640278803893', 'longitude': '-73.9540745928603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1019840001,,,,,,,,
58882975,2023-09-21T23:59:16.000,2023-09-22T00:13:08.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11102,18-14 ASTORIA PARK SOUTH,ASTORIA PARK SOUTH,18 STREET,21 STREET,18 STREET,21 STREET,ADDRESS,ASTORIA,ASTORIA PARK SOUTH,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T00:13:12.000,01 QUEENS,QUEENS,1004854,221819,MOBILE,Unspecified,QUEENS,40.77549420881867,-73.9256084127108,"{'latitude': '40.77549420881867', 'longitude': '-73.9256084127108', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58883327,2023-09-21T23:59:04.000,2023-09-28T14:51:00.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10026,120 WEST  112 STREET,WEST  112 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,10 MANHATTAN,MANHATTAN,997240,230777,ONLINE,Unspecified,MANHATTAN,40.80009598474589,-73.95308174181604,"{'latitude': '40.80009598474589', 'longitude': '-73.95308174181604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018210049,,,,,,,,
58891179,2023-09-21T23:59:04.000,2023-09-28T14:51:00.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10026,120 WEST  112 STREET,WEST  112 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,10 MANHATTAN,MANHATTAN,997240,230777,ONLINE,Unspecified,MANHATTAN,40.80009598474589,-73.95308174181604,"{'latitude': '40.80009598474589', 'longitude': '-73.95308174181604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018210049,,,,,,,,
58887086,2023-09-21T23:58:49.000,2023-10-08T05:03:13.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11212,217 EAST   93 STREET,EAST   93 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-08T00:00:00.000,17 BROOKLYN,BROOKLYN,1005248,179781,ONLINE,Unspecified,BROOKLYN,40.6601091263699,-73.92431699633231,"{'latitude': '40.6601091263699', 'longitude': '-73.92431699633231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3046290064,,,,,,,,
58891078,2023-09-21T23:58:34.000,2023-09-25T07:39:56.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10467,3525 WILLETT AVENUE,WILLETT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,12 BRONX,BRONX,1021008,259281,PHONE,Unspecified,BRONX,40.87826417312078,-73.86707856010332,"{'latitude': '40.87826417312078', 'longitude': '-73.86707856010332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2046420063,,,,,,,,
58888570,2023-09-21T23:58:34.000,2023-09-25T07:39:56.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10467,3525 WILLETT AVENUE,WILLETT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,12 BRONX,BRONX,1021008,259281,PHONE,Unspecified,BRONX,40.87826417312078,-73.86707856010332,"{'latitude': '40.87826417312078', 'longitude': '-73.86707856010332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2046420063,,,,,,,,
58891022,2023-09-21T23:58:34.000,2023-09-25T07:39:55.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10467,3525 WILLETT AVENUE,WILLETT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,12 BRONX,BRONX,1021008,259281,PHONE,Unspecified,BRONX,40.87826417312078,-73.86707856010332,"{'latitude': '40.87826417312078', 'longitude': '-73.86707856010332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2046420063,,,,,,,,
58885869,2023-09-21T23:58:34.000,2023-09-25T07:39:55.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10467,3525 WILLETT AVENUE,WILLETT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,12 BRONX,BRONX,1021008,259281,PHONE,Unspecified,BRONX,40.87826417312078,-73.86707856010332,"{'latitude': '40.87826417312078', 'longitude': '-73.86707856010332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2046420063,,,,,,,,
58888416,2023-09-21T23:58:34.000,2023-09-25T07:39:56.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10467,3525 WILLETT AVENUE,WILLETT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,12 BRONX,BRONX,1021008,259281,PHONE,Unspecified,BRONX,40.87826417312078,-73.86707856010332,"{'latitude': '40.87826417312078', 'longitude': '-73.86707856010332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2046420063,,,,,,,,
58881946,2023-09-21T23:58:34.000,2023-09-25T07:39:56.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10467,3525 WILLETT AVENUE,WILLETT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,12 BRONX,BRONX,1021008,259281,PHONE,Unspecified,BRONX,40.87826417312078,-73.86707856010332,"{'latitude': '40.87826417312078', 'longitude': '-73.86707856010332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2046420063,,,,,,,,
58891053,2023-09-21T23:58:34.000,2023-09-25T07:39:55.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10467,3525 WILLETT AVENUE,WILLETT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,12 BRONX,BRONX,1021008,259281,PHONE,Unspecified,BRONX,40.87826417312078,-73.86707856010332,"{'latitude': '40.87826417312078', 'longitude': '-73.86707856010332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2046420063,,,,,,,,
58888458,2023-09-21T23:58:34.000,2023-09-25T07:39:55.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10467,3525 WILLETT AVENUE,WILLETT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,12 BRONX,BRONX,1021008,259281,PHONE,Unspecified,BRONX,40.87826417312078,-73.86707856010332,"{'latitude': '40.87826417312078', 'longitude': '-73.86707856010332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2046420063,,,,,,,,
58893369,2023-09-21T23:58:30.000,2023-10-04T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10453,1996 GRAND AVENUE,GRAND AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-10-04T00:00:00.000,05 BRONX,BRONX,1009007,249980,UNKNOWN,Unspecified,BRONX,40.85277758646434,-73.91050997194807,"{'latitude': '40.85277758646434', 'longitude': '-73.91050997194807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2028700011,,,,,,,,
58889885,2023-09-21T23:58:11.000,2023-09-22T17:57:59.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11106,31-35 CRESCENT STREET,CRESCENT STREET,,,,,ADDRESS,ASTORIA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,01 QUEENS,QUEENS,1004421,217880,ONLINE,Unspecified,QUEENS,40.76468368198577,-73.92718359841146,"{'latitude': '40.76468368198577', 'longitude': '-73.92718359841146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4005790036,,,,,,,,
58890897,2023-09-21T23:57:50.000,2023-09-22T00:01:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,524 WEST  169 STREET,WEST  169 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  169 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T00:01:10.000,12 MANHATTAN,MANHATTAN,1001578,245628,MOBILE,Unspecified,MANHATTAN,40.840850336148144,-73.93737508387434,"{'latitude': '40.840850336148144', 'longitude': '-73.93737508387434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021250032,,,,,,,,
58890111,2023-09-21T23:57:50.000,2023-09-22T08:27:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,1982 WEST SEVENTH STREET,WEST SEVENTH STREET,AVENUE S,AVENUE T,AVENUE S,AVENUE T,ADDRESS,BROOKLYN,WEST    7 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T08:27:07.000,11 BROOKLYN,BROOKLYN,990067,157600,MOBILE,Unspecified,BROOKLYN,40.59924995274147,-73.97905292404504,"{'latitude': '40.59924995274147', 'longitude': '-73.97905292404504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3070810038,,,,,,,,
58881641,2023-09-21T23:57:40.000,2023-09-22T00:34:35.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11216,321 NOSTRAND AVENUE,NOSTRAND AVENUE,LEXINGTON AVENUE,QUINCY STREET,LEXINGTON AVENUE,QUINCY STREET,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T00:34:39.000,03 BROOKLYN,BROOKLYN,997855,189684,ONLINE,Unspecified,BROOKLYN,40.68730507743066,-73.9509435591804,"{'latitude': '40.68730507743066', 'longitude': '-73.9509435591804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3018030006,,,,,,,,
58885706,2023-09-21T23:57:27.000,2023-09-22T00:03:12.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1348 WEBSTER AVENUE,WEBSTER AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,WEBSTER AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T00:03:17.000,03 BRONX,BRONX,1009700,243538,ONLINE,Unspecified,BRONX,40.83509422338308,-73.9080294101681,"{'latitude': '40.83509422338308', 'longitude': '-73.9080294101681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2028940001,,,,,,,,
58886132,2023-09-21T23:57:19.000,2023-09-22T15:46:56.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10468,18 EAST  198 STREET,EAST  198 STREET,JEROME AVENUE,CRESTON AVENUE,JEROME AVENUE,CRESTON AVENUE,ADDRESS,BRONX,EAST  198 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-21T23:57:19.000,07 BRONX,BRONX,1013908,256700,ONLINE,Unspecified,BRONX,40.871206842739696,-73.89276442848653,"{'latitude': '40.871206842739696', 'longitude': '-73.89276442848653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2033180119,,,,,,,,
58885676,2023-09-21T23:57:19.000,2023-09-22T00:34:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10466,844 EAST  230 STREET,EAST  230 STREET,BARNES AVENUE,BRONXWOOD AVENUE,BARNES AVENUE,BRONXWOOD AVENUE,ADDRESS,BRONX,EAST  230 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T00:34:59.000,12 BRONX,BRONX,1024533,263558,MOBILE,Unspecified,BRONX,40.88998779970118,-73.8543060262114,"{'latitude': '40.88998779970118', 'longitude': '-73.8543060262114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2048540076,,,,,,,,
58887988,2023-09-21T23:57:10.000,2023-09-22T01:01:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11207,2827 ATLANTIC AVENUE,ATLANTIC AVENUE,HENDRIX STREET,SCHENCK AVENUE,HENDRIX STREET,SCHENCK AVENUE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T01:01:08.000,05 BROOKLYN,BROOKLYN,1014788,185834,ONLINE,Unspecified,BROOKLYN,40.676695485630994,-73.88990462460431,"{'latitude': '40.676695485630994', 'longitude': '-73.88990462460431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3039480134,,,,,,,,
58887474,2023-09-21T23:57:07.000,2023-09-22T05:38:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,2131 71 STREET,71 STREET,21 AVENUE,BAY PARKWAY,21 AVENUE,BAY PARKWAY,ADDRESS,BROOKLYN,71 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T05:38:14.000,11 BROOKLYN,BROOKLYN,988033,161993,MOBILE,Unspecified,BROOKLYN,40.61130894279118,-73.98637491794774,"{'latitude': '40.61130894279118', 'longitude': '-73.98637491794774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3061750066,,,,,,,,
58881745,2023-09-21T23:57:05.000,2023-09-22T00:01:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,524 WEST  169 STREET,WEST  169 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  169 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T00:01:10.000,12 MANHATTAN,MANHATTAN,1001578,245628,MOBILE,Unspecified,MANHATTAN,40.840850336148144,-73.93737508387434,"{'latitude': '40.840850336148144', 'longitude': '-73.93737508387434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021250032,,,,,,,,
58883085,2023-09-21T23:56:57.000,2023-09-22T00:29:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,3571 BROADWAY,BROADWAY,WEST  146 STREET,WEST  147 STREET,WEST  146 STREET,WEST  147 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T00:29:25.000,09 MANHATTAN,MANHATTAN,998153,240721,ONLINE,Unspecified,MANHATTAN,40.827388095072116,-73.94976350261219,"{'latitude': '40.827388095072116', 'longitude': '-73.94976350261219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020930034,,,,,,,,
58888336,2023-09-21T23:56:48.000,2023-09-22T00:01:12.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,524 WEST  169 STREET,WEST  169 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  169 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T00:01:17.000,12 MANHATTAN,MANHATTAN,1001578,245628,MOBILE,Unspecified,MANHATTAN,40.840850336148144,-73.93737508387434,"{'latitude': '40.840850336148144', 'longitude': '-73.93737508387434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021250032,,,,,,,,
58891339,2023-09-21T23:56:29.000,2023-10-30T11:41:16.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Commercial Building,11226,329 CLARKSON AVENUE,CLARKSON AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,CLARKSON AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-21T23:56:29.000,09 BROOKLYN,BROOKLYN,998449,178098,MOBILE,Unspecified,BROOKLYN,40.655503174875975,-73.9488261404579,"{'latitude': '40.655503174875975', 'longitude': '-73.9488261404579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3048280021,,,,,,,,
58881779,2023-09-21T23:56:23.000,2023-09-22T00:27:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,234 WEST  114 STREET,WEST  114 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  114 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T00:27:53.000,10 MANHATTAN,MANHATTAN,996831,231602,MOBILE,Unspecified,MANHATTAN,40.802360975539656,-73.95455745266254,"{'latitude': '40.802360975539656', 'longitude': '-73.95455745266254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018290050,,,,,,,,
58882271,2023-09-21T23:56:22.000,2023-09-22T02:02:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11432,82-24 PARSONS BOULEVARD,PARSONS BOULEVARD,GOETHALS AVENUE,VILLAGE ROAD,GOETHALS AVENUE,VILLAGE ROAD,ADDRESS,JAMAICA,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T02:02:47.000,08 QUEENS,QUEENS,1037360,200833,MOBILE,Unspecified,QUEENS,40.71775750652739,-73.80841014933723,"{'latitude': '40.71775750652739', 'longitude': '-73.80841014933723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4067150013,,,,,,,,
58883090,2023-09-21T23:56:15.000,2023-09-22T00:31:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11210,2530 FOSTER AVENUE,FOSTER AVENUE,EAST   25 STREET,EAST   26 STREET,EAST   25 STREET,EAST   26 STREET,ADDRESS,BROOKLYN,FOSTER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T00:31:58.000,14 BROOKLYN,BROOKLYN,997350,171873,MOBILE,Unspecified,BROOKLYN,40.63841859209506,-73.9527990760023,"{'latitude': '40.63841859209506', 'longitude': '-73.9527990760023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3052270032,,,,,,,,
58888856,2023-09-21T23:56:13.000,2023-11-09T14:16:20.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11365,KISSENA CORRIDOR PARK EAST,KISSENA CORRIDOR PARK EAST,189 STREET,190 STREET,189 STREET,190 STREET,UNRECOGNIZED,FRESH MEADOWS,KISSENA CORRIDOR PARK EAST,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-11-09T14:16:27.000,11 QUEENS,QUEENS,1043405,210558,ONLINE,Unspecified,QUEENS,40.74441181443794,-73.78651790499485,"{'latitude': '40.74441181443794', 'longitude': '-73.78651790499485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4056610002,,,,,,,,
58885600,2023-09-21T23:55:36.000,2023-09-22T00:12:53.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10014,186 WEST FOURTH STREET,WEST FOURTH STREET,JONES STREET,BARROW STREET,JONES STREET,BARROW STREET,ADDRESS,NEW YORK,WEST    4 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T00:12:57.000,02 MANHATTAN,MANHATTAN,983717,206182,MOBILE,Unspecified,MANHATTAN,40.73259861291094,-74.0019231793041,"{'latitude': '40.73259861291094', 'longitude': '-74.0019231793041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1005907502,,,,,,,,
58884302,2023-09-21T23:55:32.000,2023-09-22T00:34:04.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11216,464 NOSTRAND AVENUE,NOSTRAND AVENUE,JEFFERSON AVENUE,HANCOCK STREET,JEFFERSON AVENUE,HANCOCK STREET,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-22T00:34:09.000,03 BROOKLYN,BROOKLYN,998084,188132,ONLINE,Unspecified,BROOKLYN,40.683044837854396,-73.95012102555529,"{'latitude': '40.683044837854396', 'longitude': '-73.95012102555529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3018320049,,,,,,,,
