unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,resolution_description,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58974925,2023-09-30T21:54:07.000,2023-09-30T22:29:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,3485 BROADWAY,BROADWAY,WEST  142 STREET,WEST  143 STREET,WEST  142 STREET,WEST  143 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,2023-09-30T22:29:40.000,09 MANHATTAN,1020890031,MANHATTAN,997612,239743,ONLINE,Unspecified,MANHATTAN,40.82470459890641,-73.95172027586025,"{'latitude': '40.82470459890641', 'longitude': '-73.95172027586025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58970862,2023-09-30T21:54:06.000,2023-09-30T22:29:29.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11203,729 WINTHROP STREET,WINTHROP STREET,TROY AVENUE,EAST   45 STREET,TROY AVENUE,EAST   45 STREET,ADDRESS,BROOKLYN,WINTHROP STREET,Closed,2023-09-30T22:29:33.000,09 BROOKLYN,,BROOKLYN,1001955,179007,MOBILE,Unspecified,BROOKLYN,40.65799186405013,-73.93618797011712,"{'latitude': '40.65799186405013', 'longitude': '-73.93618797011712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department issued a summons in response to the complaint.,,,,,,
58974814,2023-09-30T21:54:00.000,2023-09-30T22:35:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11436,133-22 147 STREET,147 STREET,133 AVENUE,NORTH CONDUIT AVENUE,133 AVENUE,NORTH CONDUIT AVENUE,ADDRESS,JAMAICA,147 STREET,Closed,2023-09-30T22:35:11.000,12 QUEENS,4121130047,QUEENS,1041968,182853,ONLINE,Unspecified,QUEENS,40.668377842133275,-73.79194129431113,"{'latitude': '40.668377842133275', 'longitude': '-73.79194129431113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58973761,2023-09-30T21:53:59.000,2023-10-04T21:28:49.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10075,1473 1 AVENUE,1 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,2023-10-04T00:00:00.000,08 MANHATTAN,1014510029,MANHATTAN,997050,220121,PHONE,Unspecified,MANHATTAN,40.77084838959193,-73.95378830228606,"{'latitude': '40.77084838959193', 'longitude': '-73.95378830228606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,
58973889,2023-09-30T21:53:55.000,2023-11-13T18:40:58.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11368,103-08 42 AVENUE,42 AVENUE,,,,,ADDRESS,CORONA,,Closed,2023-11-13T00:00:00.000,04 QUEENS,4019770014,QUEENS,1022458,211795,PHONE,Unspecified,QUEENS,40.747922375248024,-73.86210550240558,"{'latitude': '40.747922375248024', 'longitude': '-73.86210550240558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58976352,2023-09-30T21:53:55.000,2023-11-13T18:40:58.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11368,103-08 42 AVENUE,42 AVENUE,,,,,ADDRESS,CORONA,,Closed,2023-11-13T00:00:00.000,04 QUEENS,4019770014,QUEENS,1022458,211795,PHONE,Unspecified,QUEENS,40.747922375248024,-73.86210550240558,"{'latitude': '40.747922375248024', 'longitude': '-73.86210550240558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58971496,2023-09-30T21:53:55.000,2023-11-13T18:40:58.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11368,103-08 42 AVENUE,42 AVENUE,,,,,ADDRESS,CORONA,,Closed,2023-11-13T00:00:00.000,04 QUEENS,4019770014,QUEENS,1022458,211795,PHONE,Unspecified,QUEENS,40.747922375248024,-73.86210550240558,"{'latitude': '40.747922375248024', 'longitude': '-73.86210550240558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58968574,2023-09-30T21:53:32.000,2023-09-30T22:28:25.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11220,222 45 STREET,45 STREET,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,45 STREET,Closed,2023-09-30T22:28:29.000,07 BROOKLYN,3007450001,BROOKLYN,980546,176630,MOBILE,Unspecified,BROOKLYN,40.65148444452135,-74.01334858427475,"{'latitude': '40.65148444452135', 'longitude': '-74.01334858427475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58971062,2023-09-30T21:53:21.000,2023-09-30T22:07:55.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11225,485 ROGERS AVENUE,ROGERS AVENUE,MAPLE STREET,MIDWOOD STREET,MAPLE STREET,MIDWOOD STREET,ADDRESS,BROOKLYN,ROGERS AVENUE,Closed,2023-09-30T22:08:00.000,09 BROOKLYN,3050330006,BROOKLYN,997152,179867,MOBILE,Unspecified,BROOKLYN,40.66036067546284,-73.95349720354996,"{'latitude': '40.66036067546284', 'longitude': '-73.95349720354996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58977319,2023-09-30T21:53:15.000,2023-09-30T22:16:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10012,266 LAFAYETTE STREET,LAFAYETTE STREET,CLEVELAND PLACE,PRINCE STREET,CLEVELAND PLACE,PRINCE STREET,ADDRESS,NEW YORK,LAFAYETTE STREET,Closed,2023-09-30T22:17:00.000,02 MANHATTAN,,MANHATTAN,985217,202925,ONLINE,Unspecified,MANHATTAN,40.72365890552917,-73.99651132284738,"{'latitude': '40.72365890552917', 'longitude': '-73.99651132284738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58972189,2023-09-30T21:53:14.000,2023-09-30T22:46:21.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,1514 WEST   10 STREET,WEST   10 STREET,AVENUE O,AVENUE P,AVENUE O,AVENUE P,ADDRESS,BROOKLYN,WEST   10 STREET,Closed,2023-09-30T22:46:26.000,11 BROOKLYN,3065960012,BROOKLYN,988734,161363,MOBILE,Unspecified,BROOKLYN,40.6095793952634,-73.98385057224083,"{'latitude': '40.6095793952634', 'longitude': '-73.98385057224083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58973724,2023-09-30T21:53:03.000,2023-09-30T22:35:45.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10456,755 EAGLE AVENUE,EAGLE AVENUE,EAST  156 STREET,EAST  158 STREET,EAST  156 STREET,EAST  158 STREET,ADDRESS,BRONX,EAGLE AVENUE,Closed,2023-09-30T22:35:49.000,01 BRONX,,BRONX,1009282,237838,MOBILE,Unspecified,BRONX,40.81945055233369,-73.90956123400133,"{'latitude': '40.81945055233369', 'longitude': '-73.90956123400133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58973225,2023-09-30T21:53:00.000,2023-10-02T23:45:00.000,DEP,Department of Environmental Protection,Noise,"Noise: Boat(Engine,Music,Etc) (NR10)",,11101,56-27 2 STREET,2 STREET,56 AVE,57 AVE,,,ADDRESS,LONG ISLAND CITY,,Closed,2023-10-02T23:45:00.000,02 QUEENS,4000067503,QUEENS,995230,208478,ONLINE,Unspecified,QUEENS,40.73889376646504,-73.96037804016056,"{'latitude': '40.73889376646504', 'longitude': '-73.96037804016056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",N/A,,,,,
58971978,2023-09-30T21:53:00.000,2023-11-02T12:15:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10009,162 AVENUE B,AVENUE B,E 10 ST,E 11 ST,,,ADDRESS,NEW YORK,,Closed,2023-11-02T12:15:00.000,03 MANHATTAN,1004040033,MANHATTAN,989856,204167,ONLINE,Unspecified,MANHATTAN,40.7270661703141,-73.97977401836124,"{'latitude': '40.7270661703141', 'longitude': '-73.97977401836124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",N/A,,,,,
58969279,2023-09-30T21:52:56.000,2023-10-01T06:15:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,16 DODWORTH STREET,DODWORTH STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,DODWORTH STREET,Closed,2023-10-01T06:15:57.000,04 BROOKLYN,3032300002,BROOKLYN,1003653,192420,ONLINE,Unspecified,BROOKLYN,40.69480395287106,-73.9300294576463,"{'latitude': '40.69480395287106', 'longitude': '-73.9300294576463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58977912,2023-09-30T21:52:47.000,2023-09-30T23:25:43.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11365,183-02 69 AVENUE,69 AVENUE,183 STREET,184 STREET,183 STREET,184 STREET,ADDRESS,FRESH MEADOWS,69 AVENUE,Closed,2023-09-30T23:25:48.000,08 QUEENS,4071360001,QUEENS,1042910,206792,ONLINE,Unspecified,QUEENS,40.73407840639833,-73.78833712360633,"{'latitude': '40.73407840639833', 'longitude': '-73.78833712360633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58968769,2023-09-30T21:52:41.000,2023-09-30T22:19:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,413 WEST  145 STREET,WEST  145 STREET,ST NICHOLAS AVENUE,CONVENT AVENUE,ST NICHOLAS AVENUE,CONVENT AVENUE,ADDRESS,NEW YORK,WEST  145 STREET,Closed,2023-09-30T22:19:12.000,09 MANHATTAN,1020600024,MANHATTAN,999402,239579,MOBILE,Unspecified,MANHATTAN,40.82425157633871,-73.94525300026689,"{'latitude': '40.82425157633871', 'longitude': '-73.94525300026689', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58973712,2023-09-30T21:52:37.000,2023-09-30T22:14:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11235,1511 BRIGHTWATER AVENUE,BRIGHTWATER AVENUE,BRIGHTON   15 STREET,DEAD END,BRIGHTON   15 STREET,DEAD END,ADDRESS,BROOKLYN,BRIGHTWATER AVENUE,Closed,2023-09-30T22:14:26.000,13 BROOKLYN,3087230410,BROOKLYN,996769,149024,ONLINE,Unspecified,BROOKLYN,40.57570361237202,-73.95493484488694,"{'latitude': '40.57570361237202', 'longitude': '-73.95493484488694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58976188,2023-09-30T21:52:35.000,2023-09-30T22:16:35.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Store/Commercial,10472,1517 WATSON AVENUE,WATSON AVENUE,WHEELER AVENUE,ELDER AVENUE,WHEELER AVENUE,ELDER AVENUE,ADDRESS,BRONX,WATSON AVENUE,Closed,2023-09-30T22:16:40.000,09 BRONX,2037390001,BRONX,1017796,240238,PHONE,Unspecified,BRONX,40.82600963684668,-73.87878881713829,"{'latitude': '40.82600963684668', 'longitude': '-73.87878881713829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
59460337,2023-09-30T21:52:30.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Appliance,Refrigerator,Apartment,10452,1477 TOWNSEND AVENUE,TOWNSEND AVENUE,EAST  171 STREET,EAST  172 STREET,EAST  171 STREET,EAST  172 STREET,ADDRESS,BRONX,TOWNSEND AVENUE,Closed,2023-10-12T00:00:00.000,04 BRONX,2028440021,BRONX,1007592,245871,PHONE,Unspecified,BRONX,40.84150345115941,-73.91563912482995,"{'latitude': '40.84150345115941', 'longitude': '-73.91563912482995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58970106,2023-09-30T21:52:30.000,2023-09-30T22:14:00.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11222,1 BELL SLIP,BELL SLIP,COMMERCIAL STREET,DEAD END,COMMERCIAL STREET,DEAD END,ADDRESS,BROOKLYN,BELL SLIP,Closed,2023-09-30T22:14:05.000,01 BROOKLYN,3024720200,BROOKLYN,995724,207686,ONLINE,Unspecified,BROOKLYN,40.73671929569107,-73.95859676391946,"{'latitude': '40.73671929569107', 'longitude': '-73.95859676391946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
58975775,2023-09-30T21:52:13.000,2023-09-30T22:28:11.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10463,3777 INDEPENDENCE AVENUE,INDEPENDENCE AVENUE,WEST  237 STREET,WEST  238 STREET,WEST  237 STREET,WEST  238 STREET,ADDRESS,BRONX,INDEPENDENCE AVENUE,Closed,2023-09-30T22:28:15.000,08 BRONX,2059190436,BRONX,1008295,263140,MOBILE,Unspecified,BRONX,40.888899708826706,-73.91303643672053,"{'latitude': '40.888899708826706', 'longitude': '-73.91303643672053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,
58968807,2023-09-30T21:52:13.000,2023-09-30T22:06:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10012,17 CLEVELAND PLACE,CLEVELAND PLACE,KENMARE STREET,LAFAYETTE STREET,KENMARE STREET,LAFAYETTE STREET,ADDRESS,NEW YORK,CLEVELAND PLACE,Closed,2023-09-30T22:06:25.000,02 MANHATTAN,1004810008,MANHATTAN,984988,202176,ONLINE,Unspecified,MANHATTAN,40.72160310374767,-73.99733757567812,"{'latitude': '40.72160310374767', 'longitude': '-73.99733757567812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58973255,2023-09-30T21:51:57.000,2023-09-30T23:17:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11362,243-07 73 AVENUE,73 AVENUE,243 STREET,244 STREET,243 STREET,244 STREET,ADDRESS,LITTLE NECK,73 AVENUE,Closed,2023-09-30T23:17:17.000,11 QUEENS,4083340029,QUEENS,1058646,211995,MOBILE,Unspecified,QUEENS,40.74824091715557,-73.73149968794439,"{'latitude': '40.74824091715557', 'longitude': '-73.73149968794439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,
59460553,2023-09-30T21:51:57.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Electric,Power Outage,Apartment,10075,1473 1 AVENUE,1 AVENUE,EAST   76 STREET,EAST   77 STREET,EAST   76 STREET,EAST   77 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,2023-10-04T00:00:00.000,08 MANHATTAN,1014510029,MANHATTAN,997050,220121,PHONE,Unspecified,MANHATTAN,40.77084838959193,-73.95378830228606,"{'latitude': '40.77084838959193', 'longitude': '-73.95378830228606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58973455,2023-09-30T21:51:53.000,2023-09-30T22:20:37.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,39 BUSHWICK AVENUE,BUSHWICK AVENUE,DEVOE STREET,AINSLIE STREET,DEVOE STREET,AINSLIE STREET,ADDRESS,BROOKLYN,BUSHWICK AVENUE,Closed,2023-09-30T22:20:41.000,01 BROOKLYN,3029190013,BROOKLYN,1000469,199261,ONLINE,Unspecified,BROOKLYN,40.713587292895895,-73.9414950267922,"{'latitude': '40.713587292895895', 'longitude': '-73.9414950267922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
58971924,2023-09-30T21:51:49.000,2023-10-23T12:31:02.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,10027,3139 BROADWAY,BROADWAY,LA SALLE STREET,TIEMANN PLACE,LA SALLE STREET,TIEMANN PLACE,ADDRESS,NEW YORK,BROADWAY,Closed,2023-10-04T08:39:26.000,09 MANHATTAN,1019930073,MANHATTAN,995419,235786,PHONE,Unspecified,MANHATTAN,40.81384679464595,-73.95965063190523,"{'latitude': '40.81384679464595', 'longitude': '-73.95965063190523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation cleaned the location.,,,,,,
58977167,2023-09-30T21:51:47.000,2023-09-30T22:17:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11428,90-27 208 STREET,208 STREET,90 AVENUE,93 AVENUE,90 AVENUE,93 AVENUE,ADDRESS,QUEENS VILLAGE,208 STREET,Closed,2023-09-30T22:17:26.000,13 QUEENS,4105580023,QUEENS,1052071,201169,PHONE,Unspecified,QUEENS,40.7185791974851,-73.75533831684635,"{'latitude': '40.7185791974851', 'longitude': '-73.75533831684635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58968812,2023-09-30T21:51:42.000,2023-09-30T22:13:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,113 AVENUE D,AVENUE D,EAST    8 STREET,EAST    9 STREET,EAST    8 STREET,EAST    9 STREET,ADDRESS,NEW YORK,AVENUE D,Closed,2023-09-30T22:13:21.000,03 MANHATTAN,1003780039,MANHATTAN,990893,202944,ONLINE,Unspecified,MANHATTAN,40.72370861449053,-73.97603381603511,"{'latitude': '40.72370861449053', 'longitude': '-73.97603381603511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58968705,2023-09-30T21:51:31.000,2023-09-30T22:53:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,55-15 99 STREET,99 STREET,55 AVENUE,57 AVENUE,55 AVENUE,57 AVENUE,ADDRESS,CORONA,99 STREET,Closed,2023-09-30T22:53:57.000,04 QUEENS,4019090001,QUEENS,1022936,208554,ONLINE,Unspecified,QUEENS,40.73902457281419,-73.86039902147743,"{'latitude': '40.73902457281419', 'longitude': '-73.86039902147743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58974820,2023-09-30T21:51:08.000,2023-09-30T22:41:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11416,94-39 97 STREET,97 STREET,ATLANTIC AVENUE,95 AVENUE,ATLANTIC AVENUE,95 AVENUE,ADDRESS,OZONE PARK,97 STREET,Closed,2023-09-30T22:41:26.000,09 QUEENS,4090430065,QUEENS,1027086,190025,ONLINE,Unspecified,QUEENS,40.68814784160747,-73.8455414011467,"{'latitude': '40.68814784160747', 'longitude': '-73.8455414011467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department reviewed your complaint and provided additional information below.,,,,,,
58975750,2023-09-30T21:51:00.000,2023-09-30T22:28:44.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11235,95 NEPTUNE AVENUE,NEPTUNE AVENUE,BRIGHTON   10 STREET,GRAY COURT,BRIGHTON   10 STREET,GRAY COURT,ADDRESS,BROOKLYN,NEPTUNE AVENUE,Closed,2023-09-30T22:28:48.000,13 BROOKLYN,3088120122,BROOKLYN,996024,151484,MOBILE,Unspecified,BROOKLYN,40.582456847212676,-73.95761236631117,"{'latitude': '40.582456847212676', 'longitude': '-73.95761236631117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58974638,2023-09-30T21:51:00.000,2023-09-30T22:23:33.000,NYPD,New York City Police Department,Panhandling,N/A,Store/Commercial,11226,2000 CHURCH AVENUE,CHURCH AVENUE,OCEAN AVENUE,EAST   21 STREET,OCEAN AVENUE,EAST   21 STREET,ADDRESS,BROOKLYN,CHURCH AVENUE,Closed,2023-09-30T22:23:37.000,14 BROOKLYN,3051010001,BROOKLYN,995113,176125,MOBILE,Unspecified,BROOKLYN,40.65009244133456,-73.96085241634793,"{'latitude': '40.65009244133456', 'longitude': '-73.96085241634793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,
58970110,2023-09-30T21:50:59.000,2023-09-30T22:52:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1122 ANDERSON AVENUE,ANDERSON AVENUE,WEST  166 STREET,WEST  167 STREET,WEST  166 STREET,WEST  167 STREET,ADDRESS,BRONX,ANDERSON AVENUE,Closed,2023-09-30T22:52:40.000,04 BRONX,2025050045,BRONX,1005000,243529,ONLINE,Unspecified,BRONX,40.83508181454018,-73.92501417424235,"{'latitude': '40.83508181454018', 'longitude': '-73.92501417424235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58973688,2023-09-30T21:50:43.000,2023-09-30T22:11:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11212,NEWPORT STREET,NEWPORT STREET,NEWPORT STREET,STRAUSS STREET,NEWPORT STREET,STRAUSS STREET,INTERSECTION,,,Closed,2023-09-30T22:11:35.000,16 BROOKLYN,,BROOKLYN,1008184,179250,ONLINE,Unspecified,BROOKLYN,40.65864419955954,-73.91373667495783,"{'latitude': '40.65864419955954', 'longitude': '-73.91373667495783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58968744,2023-09-30T21:50:38.000,2023-09-30T22:03:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11222,186 HURON STREET,HURON STREET,MANHATTAN AVENUE,MCGUINNESS BOULEVARD,MANHATTAN AVENUE,MCGUINNESS BOULEVARD,ADDRESS,BROOKLYN,HURON STREET,Closed,2023-09-30T22:03:10.000,01 BROOKLYN,3025337504,BROOKLYN,997051,206372,ONLINE,Unspecified,BROOKLYN,40.73311086896551,-73.95381086553847,"{'latitude': '40.73311086896551', 'longitude': '-73.95381086553847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
58970134,2023-09-30T21:50:36.000,2023-09-30T22:15:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,577 ISHAM STREET,ISHAM STREET,BROADWAY,COOPER STREET,BROADWAY,COOPER STREET,ADDRESS,NEW YORK,ISHAM STREET,Closed,2023-09-30T22:15:10.000,12 MANHATTAN,1022430001,MANHATTAN,1006423,255616,ONLINE,Unspecified,MANHATTAN,40.868253571269136,-73.91983180031762,"{'latitude': '40.868253571269136', 'longitude': '-73.91983180031762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58968739,2023-09-30T21:50:36.000,2023-09-30T22:18:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11428,90-28 208 STREET,208 STREET,90 AVENUE,93 AVENUE,90 AVENUE,93 AVENUE,ADDRESS,QUEENS VILLAGE,208 STREET,Closed,2023-09-30T22:18:17.000,13 QUEENS,4105570061,QUEENS,1052066,201166,ONLINE,Unspecified,QUEENS,40.71857100156776,-73.7553563842877,"{'latitude': '40.71857100156776', 'longitude': '-73.7553563842877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58973680,2023-09-30T21:50:33.000,2023-09-30T22:35:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11201,77 PLYMOUTH STREET,PLYMOUTH STREET,MAIN STREET,WASHINGTON STREET,MAIN STREET,WASHINGTON STREET,ADDRESS,BROOKLYN,PLYMOUTH STREET,Closed,2023-09-30T22:35:06.000,02 BROOKLYN,3000160001,BROOKLYN,986968,195725,ONLINE,Unspecified,BROOKLYN,40.70389625898066,-73.99019709050121,"{'latitude': '40.70389625898066', 'longitude': '-73.99019709050121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
