unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction
58822577,2023-09-15T22:47:51.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11232,874 42 STREET,42 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,42 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T23:02:23.000,12 BROOKLYN,3009250037,BROOKLYN,984927,174153,MOBILE,Unspecified,BROOKLYN,40.64468636458384,-73.9975604560498,"{'latitude': '40.64468636458384', 'longitude': '-73.9975604560498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:02:20.000,,,,,,,
58819853,2023-09-15T22:47:47.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11249,96 WYTHE AVENUE,WYTHE AVENUE,NORTH   11 STREET,NORTH   10 STREET,NORTH   11 STREET,NORTH   10 STREET,ADDRESS,BROOKLYN,WYTHE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:33:14.000,01 BROOKLYN,3022950021,BROOKLYN,995800,202137,MOBILE,Unspecified,BROOKLYN,40.72148854900699,-73.95833204713233,"{'latitude': '40.72148854900699', 'longitude': '-73.95833204713233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:33:10.000,,,,,,,
58819833,2023-09-15T22:47:34.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11106,33-02 34 AVENUE,34 AVENUE,33 STREET,34 STREET,33 STREET,34 STREET,ADDRESS,ASTORIA,34 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:03:12.000,01 QUEENS,4006100025,QUEENS,1004882,215756,ONLINE,Unspecified,QUEENS,40.75885278615065,-73.92552592881476,"{'latitude': '40.75885278615065', 'longitude': '-73.92552592881476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:03:06.000,,,,,,,
58822545,2023-09-15T22:47:31.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10030,2276 7 AVENUE,7 AVENUE,WEST  133 STREET,WEST  134 STREET,WEST  133 STREET,WEST  134 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:05:57.000,10 MANHATTAN,1019390035,MANHATTAN,999667,236025,PHONE,Unspecified,MANHATTAN,40.81449639074438,-73.94430367090669,"{'latitude': '40.81449639074438', 'longitude': '-73.94430367090669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:05:50.000,,,,,,,
58819740,2023-09-15T22:47:27.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10019,828 SEVENTH AVENUE,SEVENTH AVENUE,WEST   53 STREET,WEST   54 STREET,WEST   53 STREET,WEST   54 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T23:03:08.000,05 MANHATTAN,1010257501,MANHATTAN,989305,217323,MOBILE,Unspecified,MANHATTAN,40.76317642659525,-73.98175209258584,"{'latitude': '40.76317642659525', 'longitude': '-73.98175209258584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:03:05.000,,,,,,,
58822569,2023-09-15T22:47:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,480 CONVENT AVENUE,CONVENT AVENUE,WEST  151 STREET,WEST  152 STREET,WEST  151 STREET,WEST  152 STREET,ADDRESS,NEW YORK,CONVENT AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:56:17.000,09 MANHATTAN,1020660019,MANHATTAN,1000044,241108,PHONE,Unspecified,MANHATTAN,40.82844712033458,-73.94292973597275,"{'latitude': '40.82844712033458', 'longitude': '-73.94292973597275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:56:14.000,,,,,,,
58821597,2023-09-15T22:47:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  160 STREET,ST NICHOLAS AVENUE,WEST  160 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T23:00:02.000,12 MANHATTAN,,MANHATTAN,1000840,243311,ONLINE,Unspecified,MANHATTAN,40.834492261994505,-73.94004801103432,"{'latitude': '40.834492261994505', 'longitude': '-73.94004801103432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:59:58.000,,,,,,,
58824171,2023-09-15T22:47:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,90 GEORGE STREET,GEORGE STREET,CENTRAL AVENUE,WILSON AVENUE,CENTRAL AVENUE,WILSON AVENUE,ADDRESS,BROOKLYN,GEORGE STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T23:14:57.000,04 BROOKLYN,3031570022,BROOKLYN,1003541,195202,MOBILE,Unspecified,BROOKLYN,40.702440136576705,-73.9304253803985,"{'latitude': '40.702440136576705', 'longitude': '-73.9304253803985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:14:54.000,,,,,,,
58820736,2023-09-15T22:46:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11377,34-13 58 STREET,58 STREET,34 AVENUE,37 AVENUE,34 AVENUE,37 AVENUE,ADDRESS,WOODSIDE,58 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T23:00:37.000,02 QUEENS,,QUEENS,1010937,213112,ONLINE,Unspecified,QUEENS,40.75157948015168,-73.90368007472013,"{'latitude': '40.75157948015168', 'longitude': '-73.90368007472013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:00:32.000,,,,,,,
58823982,2023-09-15T22:46:55.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11365,61-00 FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,HORACE HARDING EXPRESSWAY,73 AVENUE,HORACE HARDING EXPRESSWAY,73 AVENUE,ADDRESS,FRESH MEADOWS,FRANCIS LEWIS BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T00:17:24.000,08 QUEENS,4071280002,QUEENS,1046476,209932,MOBILE,Unspecified,QUEENS,40.7426725307322,-73.77544093564363,"{'latitude': '40.7426725307322', 'longitude': '-73.77544093564363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:17:21.000,,,,,,,
58825835,2023-09-15T22:46:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2600 DECATUR AVENUE,DECATUR AVENUE,EAST  193 STREET,EAST  194 STREET,EAST  193 STREET,EAST  194 STREET,ADDRESS,BRONX,DECATUR AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T22:49:51.000,07 BRONX,2032760004,BRONX,1014518,253721,ONLINE,Unspecified,BRONX,40.863028329547674,-73.89057228592851,"{'latitude': '40.863028329547674', 'longitude': '-73.89057228592851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:49:48.000,,,,,,,
58819958,2023-09-15T22:46:40.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,CEDAR STREET,CEDAR STREET,CEDAR STREET,MYRTLE AVENUE,CEDAR STREET,MYRTLE AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:26:58.000,04 BROOKLYN,,BROOKLYN,1004753,193585,ONLINE,Unspecified,BROOKLYN,40.69799912591298,-73.92605912478892,"{'latitude': '40.69799912591298', 'longitude': '-73.92605912478892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:26:55.000,,,,,,,
58825025,2023-09-15T22:46:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11369,26-51 93 STREET,93 STREET,ASTORIA BOULEVARD,30 AVENUE,ASTORIA BOULEVARD,30 AVENUE,ADDRESS,EAST ELMHURST,93 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T23:01:43.000,03 QUEENS,4013670072,QUEENS,1018558,217017,MOBILE,Unspecified,QUEENS,40.76227141362615,-73.87615412364507,"{'latitude': '40.76227141362615', 'longitude': '-73.87615412364507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:01:40.000,,,,,,,
58821371,2023-09-15T22:46:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10019,415 WEST   59 STREET,WEST   59 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   59 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T22:52:06.000,07 MANHATTAN,1011310016,MANHATTAN,988228,219663,MOBILE,Unspecified,MANHATTAN,40.769599670912015,-73.98563854070757,"{'latitude': '40.769599670912015', 'longitude': '-73.98563854070757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:52:01.000,,,,,,,
58821859,2023-09-15T22:46:04.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10002,109 MADISON STREET,MADISON STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,03 MANHATTAN,1002770018,MANHATTAN,985621,198770,ONLINE,Unspecified,MANHATTAN,40.71225437491401,-73.99505464526985,"{'latitude': '40.71225437491401', 'longitude': '-73.99505464526985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-07T17:44:03.000,,,,,,,
58825976,2023-09-15T22:46:04.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10462,1266 OLMSTEAD AVENUE,OLMSTEAD AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,09 BRONX,2038140001,BRONX,1024519,242868,PHONE,Unspecified,BRONX,40.833200131651935,-73.85448097169017,"{'latitude': '40.833200131651935', 'longitude': '-73.85448097169017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T19:59:16.000,,,,,,,
58823507,2023-09-15T22:46:04.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10462,1266 OLMSTEAD AVENUE,OLMSTEAD AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,09 BRONX,2038140001,BRONX,1024519,242868,PHONE,Unspecified,BRONX,40.833200131651935,-73.85448097169017,"{'latitude': '40.833200131651935', 'longitude': '-73.85448097169017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T19:59:15.000,,,,,,,
58826058,2023-09-15T22:46:04.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10002,109 MADISON STREET,MADISON STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,03 MANHATTAN,1002770018,MANHATTAN,985621,198770,ONLINE,Unspecified,MANHATTAN,40.71225437491401,-73.99505464526985,"{'latitude': '40.71225437491401', 'longitude': '-73.99505464526985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-07T17:44:04.000,,,,,,,
58820081,2023-09-15T22:46:04.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10462,1266 OLMSTEAD AVENUE,OLMSTEAD AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,09 BRONX,2038140001,BRONX,1024519,242868,PHONE,Unspecified,BRONX,40.833200131651935,-73.85448097169017,"{'latitude': '40.833200131651935', 'longitude': '-73.85448097169017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T21:00:11.000,,,,,,,
58823471,2023-09-15T22:46:04.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10462,1266 OLMSTEAD AVENUE,OLMSTEAD AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,09 BRONX,2038140001,BRONX,1024519,242868,PHONE,Unspecified,BRONX,40.833200131651935,-73.85448097169017,"{'latitude': '40.833200131651935', 'longitude': '-73.85448097169017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T19:59:14.000,,,,,,,
58826038,2023-09-15T22:46:04.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10462,1266 OLMSTEAD AVENUE,OLMSTEAD AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,09 BRONX,2038140001,BRONX,1024519,242868,PHONE,Unspecified,BRONX,40.833200131651935,-73.85448097169017,"{'latitude': '40.833200131651935', 'longitude': '-73.85448097169017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T19:59:14.000,,,,,,,
58823600,2023-09-15T22:46:04.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10462,1266 OLMSTEAD AVENUE,OLMSTEAD AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,09 BRONX,2038140001,BRONX,1024519,242868,PHONE,Unspecified,BRONX,40.833200131651935,-73.85448097169017,"{'latitude': '40.833200131651935', 'longitude': '-73.85448097169017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T19:59:15.000,,,,,,,
58820905,2023-09-15T22:46:04.000,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,10462,1266 OLMSTEAD AVENUE,OLMSTEAD AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,09 BRONX,2038140001,BRONX,1024519,242868,PHONE,Unspecified,BRONX,40.833200131651935,-73.85448097169017,"{'latitude': '40.833200131651935', 'longitude': '-73.85448097169017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T19:59:15.000,,,,,,,
58823479,2023-09-15T22:46:04.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10462,1266 OLMSTEAD AVENUE,OLMSTEAD AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,09 BRONX,2038140001,BRONX,1024519,242868,PHONE,Unspecified,BRONX,40.833200131651935,-73.85448097169017,"{'latitude': '40.833200131651935', 'longitude': '-73.85448097169017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T21:00:11.000,,,,,,,
58822709,2023-09-15T22:46:04.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10462,1266 OLMSTEAD AVENUE,OLMSTEAD AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,09 BRONX,2038140001,BRONX,1024519,242868,PHONE,Unspecified,BRONX,40.833200131651935,-73.85448097169017,"{'latitude': '40.833200131651935', 'longitude': '-73.85448097169017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T19:59:15.000,,,,,,,
58823296,2023-09-15T22:46:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11435,145-03 109 AVENUE,109 AVENUE,INWOOD STREET,LIVERPOOL STREET,INWOOD STREET,LIVERPOOL STREET,ADDRESS,JAMAICA,109 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T23:01:27.000,12 QUEENS,4119390140,QUEENS,1039240,190493,ONLINE,Unspecified,QUEENS,40.689365222867806,-73.80171266512987,"{'latitude': '40.689365222867806', 'longitude': '-73.80171266512987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:01:24.000,,,,,,,
58821237,2023-09-15T22:45:59.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,10454,264 EAST  134 STREET,EAST  134 STREET,3 AVENUE,LINCOLN AVENUE,3 AVENUE,LINCOLN AVENUE,ADDRESS,BRONX,EAST  134 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T05:26:40.000,01 BRONX,2023170013,BRONX,1003849,233818,ONLINE,Unspecified,BRONX,40.80843050339266,-73.92920199032244,"{'latitude': '40.80843050339266', 'longitude': '-73.92920199032244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T05:26:35.000,,,,,,,
58824261,2023-09-15T22:45:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10002,STANTON STREET,STANTON STREET,STANTON STREET,SUFFOLK STREET,STANTON STREET,SUFFOLK STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:03:38.000,03 MANHATTAN,,MANHATTAN,988319,201771,ONLINE,Unspecified,MANHATTAN,40.72049057146639,-73.98532083499472,"{'latitude': '40.72049057146639', 'longitude': '-73.98532083499472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:03:36.000,,,,,,,
58824798,2023-09-15T22:45:48.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11385,2022 STANHOPE STREET,STANHOPE STREET,FAIRVIEW AVENUE,GRANDVIEW AVENUE,FAIRVIEW AVENUE,GRANDVIEW AVENUE,ADDRESS,RIDGEWOOD,STANHOPE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:06:29.000,05 QUEENS,4033790026,QUEENS,1008981,198044,MOBILE,Unspecified,QUEENS,40.71022722044041,-73.91079513532873,"{'latitude': '40.71022722044041', 'longitude': '-73.91079513532873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:06:26.000,,,,,,,
58825058,2023-09-15T22:45:42.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11223,1601 WEST    2 STREET,WEST    2 STREET,AVENUE P,QUENTIN ROAD,AVENUE P,QUENTIN ROAD,ADDRESS,BROOKLYN,WEST    2 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:13:57.000,11 BROOKLYN,3066300001,BROOKLYN,990956,160851,ONLINE,Unspecified,BROOKLYN,40.608172657306866,-73.97584839845902,"{'latitude': '40.608172657306866', 'longitude': '-73.97584839845902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:13:52.000,,,,,,,
58825055,2023-09-15T22:45:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11361,36-24 214 PLACE,214 PLACE,36 AVENUE,38 AVENUE,36 AVENUE,38 AVENUE,ADDRESS,BAYSIDE,214 PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:09:12.000,11 QUEENS,4061770017,QUEENS,1047766,219235,MOBILE,Unspecified,QUEENS,40.768197639850214,-73.770697766988,"{'latitude': '40.768197639850214', 'longitude': '-73.770697766988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:09:09.000,,,,,,,
58819977,2023-09-15T22:45:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11206,349 VERNON AVENUE,VERNON AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,ADDRESS,BROOKLYN,VERNON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T23:03:42.000,03 BROOKLYN,3015860067,BROOKLYN,1001762,192872,MOBILE,Unspecified,BROOKLYN,40.69604853155396,-73.93684755001826,"{'latitude': '40.69604853155396', 'longitude': '-73.93684755001826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:03:37.000,,,,,,,
58823394,2023-09-15T22:45:10.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,277 EAST    4 STREET,EAST    4 STREET,AVENUE B,AVENUE C,AVENUE B,AVENUE C,ADDRESS,NEW YORK,EAST    4 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:01:07.000,03 MANHATTAN,1003870048,MANHATTAN,989470,202582,ONLINE,Unspecified,MANHATTAN,40.72271596629517,-73.98116790360797,"{'latitude': '40.72271596629517', 'longitude': '-73.98116790360797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:01:02.000,,,,,,,
58825126,2023-09-15T22:45:10.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11229,1815 EAST   17 STREET,EAST   17 STREET,AVENUE R,MOORE PLACE,AVENUE R,MOORE PLACE,ADDRESS,BROOKLYN,EAST   17 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T22:57:07.000,15 BROOKLYN,3068210275,BROOKLYN,996536,159911,MOBILE,Unspecified,BROOKLYN,40.605586570194475,-73.95575378891145,"{'latitude': '40.605586570194475', 'longitude': '-73.95575378891145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:57:04.000,,,,,,,
58825104,2023-09-15T22:45:05.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,CARTER AVENUE,CARTER AVENUE,CARTER AVENUE,EAST  175 STREET,CARTER AVENUE,EAST  175 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:08:33.000,05 BRONX,,BRONX,1011163,247458,ONLINE,Unspecified,BRONX,40.84584913742036,-73.90272672986761,"{'latitude': '40.84584913742036', 'longitude': '-73.90272672986761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:08:29.000,,,,,,,
58824965,2023-09-15T22:44:52.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11379,61-72 78 STREET,78 STREET,ELIOT AVENUE,62 AVENUE,ELIOT AVENUE,62 AVENUE,ADDRESS,MIDDLE VILLAGE,78 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T23:13:07.000,05 QUEENS,4029350042,QUEENS,1017560,202701,MOBILE,Unspecified,QUEENS,40.722981418826876,-73.87982762043157,"{'latitude': '40.722981418826876', 'longitude': '-73.87982762043157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:13:02.000,,,,,,,
58823704,2023-09-15T22:44:51.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11204,1652 66 STREET,66 STREET,CAMERON COURT,WALLASTON COURT,CAMERON COURT,WALLASTON COURT,ADDRESS,BROOKLYN,66 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T03:47:33.000,11 BROOKLYN,3055590031,BROOKLYN,985869,165359,MOBILE,Unspecified,BROOKLYN,40.62054857559387,-73.99416810433256,"{'latitude': '40.62054857559387', 'longitude': '-73.99416810433256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T03:47:29.000,,,,,,,
58822002,2023-09-15T22:44:27.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11420,131-20 135 PLACE,135 PLACE,131 AVENUE,133 AVENUE,131 AVENUE,133 AVENUE,ADDRESS,SOUTH OZONE PARK,135 PLACE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T03:34:48.000,10 QUEENS,4117800133,QUEENS,1038992,183527,MOBILE,Unspecified,QUEENS,40.67024671827448,-73.80266350657234,"{'latitude': '40.67024671827448', 'longitude': '-73.80266350657234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T03:34:38.000,,,,,,,
58825051,2023-09-15T22:44:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11369,98-06 25 AVENUE,25 AVENUE,98 STREET,99 STREET,98 STREET,99 STREET,ADDRESS,EAST ELMHURST,25 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:00:18.000,03 QUEENS,4013720004,QUEENS,1019819,217880,ONLINE,Unspecified,QUEENS,40.76463514039725,-73.87159757425711,"{'latitude': '40.76463514039725', 'longitude': '-73.87159757425711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:00:15.000,,,,,,,
58825714,2023-09-15T22:44:10.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11415,84-24 KEW GARDENS ROAD,KEW GARDENS ROAD,84 AVENUE,84 ROAD,84 AVENUE,84 ROAD,ADDRESS,KEW GARDENS,KEW GARDENS ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:05:07.000,09 QUEENS,4033570029,QUEENS,1032319,197401,ONLINE,Unspecified,QUEENS,40.70836632917584,-73.82661958703783,"{'latitude': '40.70836632917584', 'longitude': '-73.82661958703783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:05:02.000,,,,,,,
