unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,vehicle_type,due_date,taxi_company_borough
58829753,2023-09-16T14:43:05.000,2023-09-25T11:54:12.000,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10468,2856 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,08 BRONX,2032500071,BRONX,1011734,257483,PHONE,Unspecified,BRONX,40.87336297316026,-73.90062182502744,"{'latitude': '40.87336297316026', 'longitude': '-73.90062182502744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58827148,2023-09-16T14:43:05.000,2023-09-25T11:54:12.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10468,2856 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,08 BRONX,2032500071,BRONX,1011734,257483,PHONE,Unspecified,BRONX,40.87336297316026,-73.90062182502744,"{'latitude': '40.87336297316026', 'longitude': '-73.90062182502744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58829745,2023-09-16T14:43:05.000,2023-09-25T11:54:12.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10468,2856 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,08 BRONX,2032500071,BRONX,1011734,257483,PHONE,Unspecified,BRONX,40.87336297316026,-73.90062182502744,"{'latitude': '40.87336297316026', 'longitude': '-73.90062182502744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58829744,2023-09-16T14:43:05.000,2023-09-25T11:54:12.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,RADIATOR,RESIDENTIAL BUILDING,10468,2856 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,08 BRONX,2032500071,BRONX,1011734,257483,PHONE,Unspecified,BRONX,40.87336297316026,-73.90062182502744,"{'latitude': '40.87336297316026', 'longitude': '-73.90062182502744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58833277,2023-09-16T14:43:00.000,2023-09-22T11:39:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11421,83-85 WOODHAVEN BOULEVARD,WOODHAVEN BOULEVARD,98 ST,PARK LA S,WOODHAVEN BOULEVARD,PARK LA SOUTH,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T11:39:00.000,09 QUEENS,4039070975,QUEENS,1025082,193451,UNKNOWN,Unspecified,QUEENS,40.697560878384216,-73.85274666955925,"{'latitude': '40.697560878384216', 'longitude': '-73.85274666955925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58829300,2023-09-16T14:42:54.000,2023-09-16T15:23:08.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,726 OCEAN AVENUE,OCEAN AVENUE,REGENT PLACE,BEVERLEY ROAD,REGENT PLACE,BEVERLEY ROAD,ADDRESS,BROOKLYN,OCEAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T15:23:11.000,14 BROOKLYN,3051230038,BROOKLYN,995329,174315,ONLINE,Unspecified,BROOKLYN,40.64512411588355,-73.96007697831942,"{'latitude': '40.64512411588355', 'longitude': '-73.96007697831942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58833162,2023-09-16T14:42:44.000,2023-09-16T15:10:59.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11358,25-67 FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,168 STREET,26 AVENUE,168 STREET,26 AVENUE,ADDRESS,FLUSHING,FRANCIS LEWIS BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T15:11:03.000,07 QUEENS,4057690001,QUEENS,1040714,221079,ONLINE,Unspecified,QUEENS,40.77330678039517,-73.79614094847226,"{'latitude': '40.77330678039517', 'longitude': '-73.79614094847226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58830588,2023-09-16T14:42:32.000,2023-09-16T15:12:32.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11361,47-20 BELL BOULEVARD,BELL BOULEVARD,47 AVENUE,48 AVENUE,47 AVENUE,48 AVENUE,ADDRESS,BAYSIDE,BELL BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T15:12:36.000,11 QUEENS,4073300023,QUEENS,1048654,214990,ONLINE,Unspecified,QUEENS,40.756539823188305,-73.76753263942949,"{'latitude': '40.756539823188305', 'longitude': '-73.76753263942949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58835148,2023-09-16T14:42:21.000,2023-10-22T09:12:42.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11226,60 CLARKSON AVENUE,CLARKSON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-22T00:00:00.000,14 BROOKLYN,3050640040,BROOKLYN,995949,177894,ONLINE,Unspecified,BROOKLYN,40.65494689537713,-73.95783660963446,"{'latitude': '40.65494689537713', 'longitude': '-73.95783660963446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58829011,2023-09-16T14:42:20.000,2023-09-16T15:00:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11365,72-04 160 STREET,160 STREET,72 AVENUE,73 AVENUE,72 AVENUE,73 AVENUE,ADDRESS,FRESH MEADOWS,160 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T15:00:20.000,08 QUEENS,4068210054,QUEENS,1037204,204546,MOBILE,Unspecified,QUEENS,40.72794970409676,-73.80894369037782,"{'latitude': '40.72794970409676', 'longitude': '-73.80894369037782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58831593,2023-09-16T14:42:10.000,2023-09-16T16:02:10.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11355,MAIN STREET,MAIN STREET,MAIN STREET,PECK AVENUE,MAIN STREET,PECK AVENUE,INTERSECTION,,,Closed,N/A,2023-09-16T16:02:14.000,07 QUEENS,,QUEENS,1032504,212332,ONLINE,Unspecified,QUEENS,40.74934718953207,-73.82584524088693,"{'latitude': '40.74934718953207', 'longitude': '-73.82584524088693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58835085,2023-09-16T14:42:00.000,2023-09-17T02:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,LED Lense,,11423,,,,,JAMAICA AVENUE,191 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-17T02:15:00.000,12 QUEENS,,QUEENS,1048378,198943,UNKNOWN,Unspecified,QUEENS,40.71249692178624,-73.76868181578858,"{'latitude': '40.71249692178624', 'longitude': '-73.76868181578858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58833396,2023-09-16T14:41:46.000,2023-09-16T15:03:49.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10039,700 LENOX AVENUE,LENOX AVENUE,WEST  145 STREET,WEST  146 STREET,WEST  145 STREET,WEST  146 STREET,ADDRESS,NEW YORK,LENOX AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T15:03:53.000,10 MANHATTAN,1017440001,MANHATTAN,1001924,238226,ONLINE,Unspecified,MANHATTAN,40.820533288941945,-73.93614411094367,"{'latitude': '40.820533288941945', 'longitude': '-73.93614411094367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58829797,2023-09-16T14:41:21.000,2023-10-12T06:57:45.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,11421,91-43 87 STREET,87 STREET,,,,,ADDRESS,WOODHAVEN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,09 QUEENS,4089810043,QUEENS,1024377,189757,ONLINE,Unspecified,QUEENS,40.68742494054375,-73.8553111259477,"{'latitude': '40.68742494054375', 'longitude': '-73.8553111259477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58835475,2023-09-16T14:41:18.000,2023-09-28T16:24:25.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,10466,901 EAST  228 STREET,EAST  228 STREET,BRONXWOOD AVENUE,PAULDING AVENUE,BRONXWOOD AVENUE,PAULDING AVENUE,ADDRESS,BRONX,EAST  228 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-09T07:31:15.000,12 BRONX,2048640035,BRONX,1024866,262821,ONLINE,Unspecified,BRONX,40.887963443345434,-73.85310611705087,"{'latitude': '40.887963443345434', 'longitude': '-73.85310611705087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58828776,2023-09-16T14:41:13.000,2023-09-16T18:53:25.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11414,21 BROADWAY,BROADWAY,BEND,BEND,BEND,BEND,ADDRESS,HOWARD BEACH,BROADWAY,Closed,The Police Department visited the location and no Encampment was found.,2023-09-16T18:53:30.000,10 QUEENS,4142340541,QUEENS,1031409,179046,ONLINE,Unspecified,QUEENS,40.65799103014886,-73.83003032466519,"{'latitude': '40.65799103014886', 'longitude': '-73.83003032466519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58826375,2023-09-16T14:41:00.000,2023-09-18T09:35:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11379,63-22 77 PLACE,77 PLACE,JUNIPER BLVD S,PENELOPE AVE,,,ADDRESS,MIDDLE VILLAGE,,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-18T09:35:00.000,05 QUEENS,4029870014,QUEENS,1018098,201322,ONLINE,Unspecified,QUEENS,40.71919435805517,-73.87789361698997,"{'latitude': '40.71919435805517', 'longitude': '-73.87789361698997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58832143,2023-09-16T14:40:56.000,2023-09-16T15:28:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10459,835 FOX STREET,FOX STREET,LONGWOOD AVENUE,INTERVALE AVENUE,LONGWOOD AVENUE,INTERVALE AVENUE,ADDRESS,BRONX,FOX STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T15:29:01.000,02 BRONX,2027090037,BRONX,1012957,237150,ONLINE,Unspecified,BRONX,40.81755100866496,-73.89628668522636,"{'latitude': '40.81755100866496', 'longitude': '-73.89628668522636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58830488,2023-09-16T14:40:48.000,2023-09-18T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Excavation Undermining Adjacent Building,,10463,306 WEST  232 STREET,WEST  232 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-18T00:00:00.000,08 BRONX,2057140159,BRONX,1009853,260645,UNKNOWN,Unspecified,BRONX,40.882047336594425,-73.90741115929264,"{'latitude': '40.882047336594425', 'longitude': '-73.90741115929264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58831661,2023-09-16T14:40:46.000,2023-09-18T12:14:06.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Tour Bus,Business,10465,2885 DILL PLACE,DILL PLACE,REVERE AVENUE,EAST TREMONT AVENUE,REVERE AVENUE,EAST TREMONT AVENUE,ADDRESS,BRONX,DILL PLACE,Closed,The Department of Consumer and Worker Protection (DCWP) determined this issue isn't within its jurisdiction.  You should contact the Department of Sanitation (DSNY). NYC311 can help you file a complaint or contact the agency for further assistance.,2023-09-18T12:14:09.000,10 BRONX,2055430106,BRONX,1033323,240498,ONLINE,Unspecified,BRONX,40.82665064305102,-73.82268360335073,"{'latitude': '40.82665064305102', 'longitude': '-73.82268360335073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58834005,2023-09-16T14:40:46.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Protection,Restaurant/Bar/Deli/Bakery,10305,147 MC CLEAN AVENUE,MC CLEAN AVENUE,HASTINGS STREET,JACKSON AVENUE,HASTINGS STREET,JACKSON AVENUE,ADDRESS,STATEN ISLAND,MC CLEAN AVENUE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T12:18:04.000,02 STATEN ISLAND,5031000006,STATEN ISLAND,965652,157110,ONLINE,Unspecified,STATEN ISLAND,40.597887397240456,-74.06697022571836,"{'latitude': '40.597887397240456', 'longitude': '-74.06697022571836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58828084,2023-09-16T14:40:15.000,2023-09-16T15:04:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11101,39-15 27 STREET,27 STREET,39 AVENUE,40 AVENUE,39 AVENUE,40 AVENUE,ADDRESS,LONG ISLAND CITY,27 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T15:04:33.000,01 QUEENS,4003970011,QUEENS,1001901,213993,ONLINE,Unspecified,QUEENS,40.75402025553959,-73.93629088682337,"{'latitude': '40.75402025553959', 'longitude': '-73.93629088682337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58826730,2023-09-16T14:39:50.000,2023-09-16T14:52:49.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10468,2305 UNIVERSITY AVENUE,UNIVERSITY AVENUE,WEST  183 STREET,WEST FORDHAM ROAD,WEST  183 STREET,WEST FORDHAM ROAD,ADDRESS,BRONX,UNIVERSITY AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T14:52:53.000,07 BRONX,2032180058,BRONX,1010086,252949,ONLINE,Unspecified,BRONX,40.8609235071515,-73.90659823100756,"{'latitude': '40.8609235071515', 'longitude': '-73.90659823100756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58831478,2023-09-16T14:39:49.000,2023-09-19T05:37:36.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11208,1074 LIBERTY AVENUE,LIBERTY AVENUE,HEMLOCK STREET,AUTUMN AVENUE,HEMLOCK STREET,AUTUMN AVENUE,ADDRESS,BROOKLYN,LIBERTY AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-19T05:37:41.000,05 BROOKLYN,3042000013,BROOKLYN,1020453,186444,MOBILE,Unspecified,BROOKLYN,40.67834844056,-73.86947795887622,"{'latitude': '40.67834844056', 'longitude': '-73.86947795887622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58835712,2023-09-16T14:39:33.000,2023-09-16T18:31:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11105,23-52 26 STREET,26 STREET,23 AVENUE,24 AVENUE,23 AVENUE,24 AVENUE,ADDRESS,ASTORIA,26 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T18:31:07.000,01 QUEENS,4008640059,QUEENS,1007173,221807,MOBILE,Unspecified,QUEENS,40.77545556230016,-73.91723561373972,"{'latitude': '40.77545556230016', 'longitude': '-73.91723561373972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58830106,2023-09-16T14:39:31.000,2023-09-19T07:13:35.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11210,1228 EAST   21 STREET,EAST   21 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST   21 STREET,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-19T07:13:41.000,14 BROOKLYN,3076200048,BROOKLYN,996784,166290,MOBILE,Unspecified,BROOKLYN,40.623095257820204,-73.9548488125302,"{'latitude': '40.623095257820204', 'longitude': '-73.9548488125302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58828227,2023-09-16T14:39:02.000,2023-09-16T15:00:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11217,179 HOYT STREET,HOYT STREET,WYCKOFF STREET,WARREN STREET,WYCKOFF STREET,WARREN STREET,ADDRESS,BROOKLYN,HOYT STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T15:00:23.000,06 BROOKLYN,,BROOKLYN,987295,188744,ONLINE,Unspecified,BROOKLYN,40.68473492511678,-73.98902086751349,"{'latitude': '40.68473492511678', 'longitude': '-73.98902086751349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58836509,2023-09-16T14:38:58.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11373,80-09 57 AVENUE,57 AVENUE,80 STREET,83 STREET,80 STREET,83 STREET,ADDRESS,ELMHURST,57 AVENUE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-11-16T16:56:32.000,04 QUEENS,4029070054,QUEENS,1016911,204894,ONLINE,Unspecified,QUEENS,40.72900308522364,-73.88215836947437,"{'latitude': '40.72900308522364', 'longitude': '-73.88215836947437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58832815,2023-09-16T14:38:47.000,2023-09-16T22:55:11.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10034,261 DYCKMAN STREET,DYCKMAN STREET,SEAMAN AVENUE,PAYSON AVENUE,SEAMAN AVENUE,PAYSON AVENUE,ADDRESS,NEW YORK,DYCKMAN STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T22:55:14.000,12 MANHATTAN,1022470001,MANHATTAN,1004022,255004,MOBILE,Unspecified,MANHATTAN,40.866579522650774,-73.9285146035255,"{'latitude': '40.866579522650774', 'longitude': '-73.9285146035255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58833020,2023-09-16T14:38:00.000,2023-09-16T18:10:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11205,231 CLERMONT AVENUE,CLERMONT AVENUE,WILLOUGHBY AVE,DE KALB AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-16T18:10:00.000,02 BROOKLYN,3020920015,BROOKLYN,992475,190883,ONLINE,Unspecified,BROOKLYN,40.69060269133897,-73.97034111227647,"{'latitude': '40.69060269133897', 'longitude': '-73.97034111227647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58829006,2023-09-16T14:37:59.000,2023-09-16T16:41:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,70-21 68 STREET,68 STREET,70 AVENUE,CENTRAL AVENUE,70 AVENUE,CENTRAL AVENUE,ADDRESS,RIDGEWOOD,68 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T16:41:40.000,05 QUEENS,4036560054,QUEENS,1015897,195998,ONLINE,Unspecified,QUEENS,40.70458940455419,-73.88585872341069,"{'latitude': '40.70458940455419', 'longitude': '-73.88585872341069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58834533,2023-09-16T14:37:50.000,2023-09-20T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Privately Owned Public Space/Non-Compliance,,11374,61-01 JUNCTION BOULEVARD,JUNCTION BOULEVARD,,,,,ADDRESS,REGO PARK,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-20T00:00:00.000,06 QUEENS,4020807501,QUEENS,1021888,206531,UNKNOWN,Unspecified,QUEENS,40.733476466235146,-73.86419211021719,"{'latitude': '40.733476466235146', 'longitude': '-73.86419211021719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58831853,2023-09-16T14:37:49.000,2023-10-13T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11204,2131 BAYRIDGE PARKWAY,BAYRIDGE PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-13T00:00:00.000,11 BROOKLYN,3062190065,BROOKLYN,987374,161163,UNKNOWN,Unspecified,BROOKLYN,40.609031020135724,-73.9887487962178,"{'latitude': '40.609031020135724', 'longitude': '-73.9887487962178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58831710,2023-09-16T14:37:48.000,2023-09-21T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,10301,93 ARNOLD STREET,ARNOLD STREET,,,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-21T00:00:00.000,01 STATEN ISLAND,5000840070,STATEN ISLAND,958882,171894,UNKNOWN,Unspecified,STATEN ISLAND,40.6384495921837,-74.0914041034795,"{'latitude': '40.6384495921837', 'longitude': '-74.0914041034795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58829327,2023-09-16T14:37:21.000,2023-09-16T15:47:18.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11204,7402 BAY PARKWAY,BAY PARKWAY,74 STREET,BAY RIDGE PARKWAY,74 STREET,BAY RIDGE PARKWAY,ADDRESS,BROOKLYN,BAY PARKWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T15:47:21.000,11 BROOKLYN,3062190029,BROOKLYN,987908,161033,ONLINE,Unspecified,BROOKLYN,40.60867399244361,-73.98682564552746,"{'latitude': '40.60867399244361', 'longitude': '-73.98682564552746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58830429,2023-09-16T14:37:19.000,2023-09-16T14:51:42.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11418,89-07 118 STREET,118 STREET,89 AVENUE,91 AVENUE,89 AVENUE,91 AVENUE,ADDRESS,RICHMOND HILL,118 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T14:51:45.000,09 QUEENS,4093450051,QUEENS,1031293,193207,MOBILE,Unspecified,QUEENS,40.69686031912774,-73.83034956156096,"{'latitude': '40.69686031912774', 'longitude': '-73.83034956156096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58835780,2023-09-16T14:37:19.000,2023-09-16T15:33:22.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T15:33:29.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58832680,2023-09-16T14:36:31.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,10016,208 EAST   28 STREET,EAST   28 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   28 STREET,In Progress,,,06 MANHATTAN,1009080047,MANHATTAN,989655,209538,ONLINE,Unspecified,MANHATTAN,40.74180836717385,-73.98049489472714,"{'latitude': '40.74180836717385', 'longitude': '-73.98049489472714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58830866,2023-09-16T14:36:27.000,2023-09-16T15:07:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11238,629 STERLING PLACE,STERLING PLACE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,ADDRESS,BROOKLYN,STERLING PLACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T15:07:33.000,08 BROOKLYN,3011680072,BROOKLYN,995748,184693,ONLINE,Unspecified,BROOKLYN,40.67360890465215,-73.95854942183118,"{'latitude': '40.67360890465215', 'longitude': '-73.95854942183118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
