unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58792590,2023-09-12T16:00:49.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Non Passenger,Street,10003,3O 4 AVENUE,4 AVENUE,ASTOR PLACE,WANAMAKER PLACE,ASTOR PLACE,WANAMAKER PLACE,ADDRESS,NEW YORK,4 AVENUE,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T11:15:45.000,03 MANHATTAN,,MANHATTAN,986835,205235,ONLINE,Unspecified,MANHATTAN,40.72999896835269,-73.99067312464118,"{'latitude': '40.72999896835269', 'longitude': '-73.99067312464118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"3O 4 AVENUE, MANHATTAN (NEW YORK), NY, 10003",,,,,,,
58790339,2023-09-12T16:00:20.000,2023-09-12T19:11:21.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11106,35-30 10 STREET,10 STREET,35 AVENUE,36 AVENUE,35 AVENUE,36 AVENUE,ADDRESS,ASTORIA,10 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T19:11:27.000,01 QUEENS,4003290038,QUEENS,1000838,217081,MOBILE,Unspecified,QUEENS,40.76249808236269,-73.94012003427918,"{'latitude': '40.76249808236269', 'longitude': '-73.94012003427918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58795345,2023-09-12T16:00:18.000,2023-09-13T07:07:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11355,137-25 MULBERRY AVENUE,MULBERRY AVENUE,COLDEN STREET,KISSENA BOULEVARD,COLDEN STREET,KISSENA BOULEVARD,ADDRESS,FLUSHING,MULBERRY AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T07:07:40.000,07 QUEENS,4051510039,QUEENS,1034545,211803,MOBILE,Unspecified,QUEENS,40.74788384773321,-73.81848299192438,"{'latitude': '40.74788384773321', 'longitude': '-73.81848299192438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58794029,2023-09-12T16:00:10.000,2023-09-18T08:31:52.000,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,11214,1961 CROPSEY AVENUE,CROPSEY AVENUE,BAY   23 STREET,20 AVENUE,BAY   23 STREET,20 AVENUE,ADDRESS,BROOKLYN,CROPSEY AVENUE,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-18T08:31:59.000,11 BROOKLYN,3064410010,BROOKLYN,983317,158058,ONLINE,Unspecified,BROOKLYN,40.600508929871125,-74.00335980577603,"{'latitude': '40.600508929871125', 'longitude': '-74.00335980577603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58799828,2023-09-12T15:59:49.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10019,121 WEST   52 STREET,WEST   52 STREET,AVENUE OF THE AMERICAS,6 1/2 AVENUE,AVENUE OF THE AMERICAS,6 1/2 AVENUE,ADDRESS,NEW YORK,WEST   52 STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-12T18:45:05.000,05 MANHATTAN,1010050029,MANHATTAN,989674,216727,MOBILE,Unspecified,MANHATTAN,40.7615403412725,-73.98042053042883,"{'latitude': '40.7615403412725', 'longitude': '-73.98042053042883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58792825,2023-09-12T15:59:44.000,2023-09-12T17:02:43.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10472,1201 STRATFORD AVENUE,STRATFORD AVENUE,WESTCHESTER AVENUE,EAST  172 STREET,WESTCHESTER AVENUE,EAST  172 STREET,ADDRESS,BRONX,STRATFORD AVENUE,Closed,N/A,2023-09-12T17:02:47.000,09 BRONX,2037760001,BRONX,1018676,241545,ONLINE,Unspecified,BRONX,40.829593589065304,-73.87560242600148,"{'latitude': '40.829593589065304', 'longitude': '-73.87560242600148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58795677,2023-09-12T15:59:32.000,2023-09-14T16:29:40.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,11211,16 JUDGE STREET,JUDGE STREET,POWERS STREET,DEVOE STREET,POWERS STREET,DEVOE STREET,ADDRESS,BROOKLYN,JUDGE STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-14T16:29:45.000,01 BROOKLYN,3029200005,BROOKLYN,1000778,199187,UNKNOWN,Unspecified,BROOKLYN,40.713383608740585,-73.94038058788803,"{'latitude': '40.713383608740585', 'longitude': '-73.94038058788803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58792147,2023-09-12T15:59:05.000,2023-09-20T14:28:56.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10009,510 EAST   13 STREET,EAST   13 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,03 MANHATTAN,1004060011,MANHATTAN,989787,205004,PHONE,Unspecified,MANHATTAN,40.729363574537665,-73.98002227590054,"{'latitude': '40.729363574537665', 'longitude': '-73.98002227590054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58794699,2023-09-12T15:59:00.000,2023-09-12T17:55:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10023,,,,,CENTRAL PARK WEST,WEST 65 STREET,INTERSECTION,MANHATTAN,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-12T17:55:00.000,07 MANHATTAN,,MANHATTAN,990013,220458,UNKNOWN,Unspecified,MANHATTAN,40.771780755176884,-73.9791936146363,"{'latitude': '40.771780755176884', 'longitude': '-73.9791936146363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58790054,2023-09-12T15:59:00.000,2023-09-15T12:35:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11362,63-25 252 STREET,252 STREET,63 AVE,CULLMAN AVE,,,ADDRESS,LITTLE NECK,,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-15T12:35:00.000,11 QUEENS,4083740056,QUEENS,1060118,214789,ONLINE,Unspecified,QUEENS,40.755897195818875,-73.72615564891773,"{'latitude': '40.755897195818875', 'longitude': '-73.72615564891773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58791537,2023-09-12T15:59:00.000,2023-09-12T18:15:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11364,56-06 231 STREET,231 STREET,56 AVE,57 AVE,,,ADDRESS,OAKLAND GARDENS,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-12T18:15:00.000,11 QUEENS,4075150010,QUEENS,1053530,214746,ONLINE,Unspecified,QUEENS,40.75583324655568,-73.74993523889593,"{'latitude': '40.75583324655568', 'longitude': '-73.74993523889593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58789402,2023-09-12T15:58:56.000,2023-09-21T02:02:24.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11249,109 NORTH    7 STREET,NORTH    7 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,01 BROOKLYN,3023180029,BROOKLYN,995485,201206,ONLINE,Unspecified,BROOKLYN,40.71893358427464,-73.9594699997005,"{'latitude': '40.71893358427464', 'longitude': '-73.9594699997005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58789222,2023-09-12T15:58:42.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11237,335 WOODBINE STREET,WOODBINE STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,04 BROOKLYN,3033620038,BROOKLYN,1008545,193217,ONLINE,Unspecified,BROOKLYN,40.69697945411926,-73.91238520337721,"{'latitude': '40.69697945411926', 'longitude': '-73.91238520337721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58796444,2023-09-12T15:58:40.000,2023-09-25T07:44:45.000,HPD,Department of Housing Preservation and Development,SAFETY,FIRE ESCAPE,RESIDENTIAL BUILDING,11373,40-37 77 STREET,77 STREET,,,,,ADDRESS,ELMHURST,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,04 QUEENS,4014880042,QUEENS,1015134,211256,PHONE,Unspecified,QUEENS,40.74647156902831,-73.88854061161955,"{'latitude': '40.74647156902831', 'longitude': '-73.88854061161955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58791290,2023-09-12T15:58:21.000,2023-09-14T15:17:24.000,DSNY,Department of Sanitation,Litter Basket Complaint,Overflowing,Street,11209,3 AVENUE,3 AVENUE,3 AVENUE,75 STREET,3 AVENUE,75 STREET,INTERSECTION,,,Closed,The Department of Sanitation cleaned the location.,2023-09-14T10:52:04.000,10 BROOKLYN,,BROOKLYN,976536,169337,PHONE,Unspecified,BROOKLYN,40.631464139750044,-74.02779160103339,"{'latitude': '40.631464139750044', 'longitude': '-74.02779160103339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58789770,2023-09-12T15:58:14.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,10026,217 WEST  110 STREET,WEST  110 STREET,CENTRAL PARK EN POWELL BLVD,FREDERICK DOUGLASS CIRCLE,CENTRAL PARK EN POWELL BLVD,FREDERICK DOUGLASS CIRCLE,ADDRESS,NEW YORK,WEST  110 STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-13T00:21:56.000,10 MANHATTAN,1018260018,MANHATTAN,996409,230660,PHONE,Unspecified,MANHATTAN,40.799776034317716,-73.95608342140838,"{'latitude': '40.799776034317716', 'longitude': '-73.95608342140838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58790361,2023-09-12T15:58:14.000,2023-09-12T16:40:05.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11432,176-03 CROYDON ROAD,CROYDON ROAD,MAYFIELD ROAD,CHARLECOTE RIDGE,MAYFIELD ROAD,CHARLECOTE RIDGE,ADDRESS,JAMAICA,CROYDON ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T16:40:10.000,08 QUEENS,4098920010,QUEENS,1042606,200575,ONLINE,Unspecified,QUEENS,40.717016312069596,-73.78948795255208,"{'latitude': '40.717016312069596', 'longitude': '-73.78948795255208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58790331,2023-09-12T15:58:13.000,2023-09-12T23:38:09.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10465,854 QUINCY AVENUE,QUINCY AVENUE,PHILIP AVENUE,LAFAYETTE AVENUE,PHILIP AVENUE,LAFAYETTE AVENUE,ADDRESS,BRONX,QUINCY AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T23:38:14.000,10 BRONX,2055450070,BRONX,1032115,240836,PHONE,Unspecified,BRONX,40.82758498379117,-73.82704606969004,"{'latitude': '40.82758498379117', 'longitude': '-73.82704606969004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58796321,2023-09-12T15:58:08.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10036,522 WEST   47 STREET,WEST   47 STREET,,,,,ADDRESS,NEW YORK,,Open,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 212 234 - 7485 (MANHATTAN).",2023-09-12T00:00:00.000,04 MANHATTAN,1010750043,MANHATTAN,985810,217370,PHONE,Unspecified,MANHATTAN,40.76330673701288,-73.99436858732443,"{'latitude': '40.76330673701288', 'longitude': '-73.99436858732443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58799567,2023-09-12T15:58:05.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11358,40-28 194 STREET,194 STREET,STATION ROAD,42 AVENUE,STATION ROAD,42 AVENUE,ADDRESS,FLUSHING,194 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-13T09:00:05.000,11 QUEENS,4053580015,QUEENS,1042969,216576,PHONE,Unspecified,QUEENS,40.76093255695701,-73.78803880989172,"{'latitude': '40.76093255695701', 'longitude': '-73.78803880989172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58799365,2023-09-12T15:58:04.000,2023-09-15T19:42:22.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11214,1487 SHORE PARKWAY,SHORE PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,11 BROOKLYN,3064890001,BROOKLYN,982980,157102,PHONE,Unspecified,BROOKLYN,40.59788486149158,-74.0045731893314,"{'latitude': '40.59788486149158', 'longitude': '-74.0045731893314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58789412,2023-09-12T15:57:59.000,2023-09-29T12:56:29.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10462,1564 UNIONPORT ROAD,UNIONPORT ROAD,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,09 BRONX,2039447501,BRONX,1022554,245117,PHONE,Unspecified,BRONX,40.839381719052916,-73.86156898505665,"{'latitude': '40.839381719052916', 'longitude': '-73.86156898505665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58799153,2023-09-12T15:57:59.000,2023-09-29T12:56:29.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10462,1564 UNIONPORT ROAD,UNIONPORT ROAD,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,09 BRONX,2039447501,BRONX,1022554,245117,PHONE,Unspecified,BRONX,40.839381719052916,-73.86156898505665,"{'latitude': '40.839381719052916', 'longitude': '-73.86156898505665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58789900,2023-09-12T15:57:29.000,2023-09-12T19:53:17.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11368,35-33 109 STREET,109 STREET,36 AVENUE,37 AVENUE,36 AVENUE,37 AVENUE,ADDRESS,CORONA,109 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T19:53:23.000,03 QUEENS,4017530086,QUEENS,1023365,214260,MOBILE,Unspecified,QUEENS,40.75468420279019,-73.85881776333159,"{'latitude': '40.75468420279019', 'longitude': '-73.85881776333159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58798133,2023-09-12T15:57:27.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10312,169 BATHGATE STREET,BATHGATE STREET,ARDEN AVENUE,HAROLD AVENUE,ARDEN AVENUE,HAROLD AVENUE,ADDRESS,STATEN ISLAND,BATHGATE STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-13T09:40:53.000,03 STATEN ISLAND,5054070029,STATEN ISLAND,939110,132291,PHONE,Unspecified,STATEN ISLAND,40.529668722408275,-74.16238047040707,"{'latitude': '40.529668722408275', 'longitude': '-74.16238047040707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58796820,2023-09-12T15:57:18.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11414,90-10 SOUTH CONDUIT AVENUE,SOUTH CONDUIT AVENUE,90 STREET,CROSS BAY BOULEVARD,90 STREET,CROSS BAY BOULEVARD,ADDRESS,HOWARD BEACH,SOUTH CONDUIT AVENUE,In Progress,,,10 QUEENS,4114220004,QUEENS,1027349,183059,ONLINE,Unspecified,QUEENS,40.6690265015627,-73.84463762373403,"{'latitude': '40.6690265015627', 'longitude': '-73.84463762373403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58788796,2023-09-12T15:56:36.000,2023-09-12T20:46:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,301 GOLD STREET,GOLD STREET,TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,ADDRESS,BROOKLYN,GOLD STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T20:46:11.000,02 BROOKLYN,3001340006,BROOKLYN,988901,192647,ONLINE,Unspecified,BROOKLYN,40.69544706314867,-73.98322753703334,"{'latitude': '40.69544706314867', 'longitude': '-73.98322753703334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58795624,2023-09-12T15:56:36.000,2023-09-12T19:55:33.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11368,35-08 109 STREET,109 STREET,35 AVENUE,36 AVENUE,35 AVENUE,36 AVENUE,ADDRESS,CORONA,109 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-12T19:55:38.000,03 QUEENS,4017510014,QUEENS,1023253,214527,MOBILE,Unspecified,QUEENS,40.75541754369218,-73.85922046822054,"{'latitude': '40.75541754369218', 'longitude': '-73.85922046822054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58799898,2023-09-12T15:56:31.000,2023-09-14T08:51:14.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11230,1510 ELM AVENUE,ELM AVENUE,EAST   15 STREET,AVENUE M,EAST   15 STREET,AVENUE M,ADDRESS,BROOKLYN,ELM AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-13T07:15:55.000,14 BROOKLYN,3067440088,BROOKLYN,995426,164404,ONLINE,Unspecified,BROOKLYN,40.61792039843358,-73.95974385300282,"{'latitude': '40.61792039843358', 'longitude': '-73.95974385300282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58796689,2023-09-12T15:56:31.000,2023-09-14T11:17:32.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,10462,1716 BARNES AVENUE,BARNES AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,ADDRESS,BRONX,BARNES AVENUE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-14T11:17:35.000,11 BRONX,2040440033,BRONX,1022381,247123,MOBILE,Unspecified,BRONX,40.84488834488267,-73.86218280165642,"{'latitude': '40.84488834488267', 'longitude': '-73.86218280165642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58798472,2023-09-12T15:56:25.000,2023-09-13T14:36:36.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11691,24-28 HEALY AVENUE,HEALY AVENUE,BAY   24 STREET,BAY   25 STREET,BAY   24 STREET,BAY   25 STREET,ADDRESS,FAR ROCKAWAY,HEALY AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T07:06:28.000,14 QUEENS,4157190081,QUEENS,1050144,159730,PHONE,Unspecified,QUEENS,40.60485329193158,-73.76269483530443,"{'latitude': '40.60485329193158', 'longitude': '-73.76269483530443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58789024,2023-09-12T15:56:00.000,2023-09-12T20:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Street Light Feed,,11226,,,,,CORTELYOU ROAD,ARGYLE ROAD,INTERSECTION,BROOKLYN,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-12T20:00:00.000,14 BROOKLYN,,BROOKLYN,993638,172605,UNKNOWN,Unspecified,BROOKLYN,40.6404324876185,-73.96617285207387,"{'latitude': '40.6404324876185', 'longitude': '-73.96617285207387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58794056,2023-09-12T15:55:54.000,,DOHMH,Department of Health and Mental Hygiene,Day Care,Day Care Facility,Other,10466,1701 NEREID AVENUE,NEREID AVENUE,BYRON AVENUE,BARNES AVENUE,BYRON AVENUE,BARNES AVENUE,ADDRESS,BRONX,NEREID AVENUE,In Progress,,,12 BRONX,2050720013,BRONX,1025052,266429,PHONE,Unspecified,BRONX,40.89786538703836,-73.85241143586684,"{'latitude': '40.89786538703836', 'longitude': '-73.85241143586684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58796991,2023-09-12T15:55:54.000,2023-09-13T14:26:11.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11428,89-24 MOLINE STREET,MOLINE STREET,89 AVENUE,BRADDOCK AVENUE,89 AVENUE,BRADDOCK AVENUE,ADDRESS,QUEENS VILLAGE,MOLINE STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-13T11:32:31.000,13 QUEENS,4079700017,QUEENS,1058165,204890,PHONE,Unspecified,QUEENS,40.7287435772074,-73.73331370660401,"{'latitude': '40.7287435772074', 'longitude': '-73.73331370660401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58796913,2023-09-12T15:55:38.000,2023-11-20T10:48:28.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,11101,25-21 43 AVENUE,43 AVENUE,CRESCENT STREET,27 STREET,CRESCENT STREET,27 STREET,ADDRESS,LONG ISLAND CITY,43 AVENUE,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-11-20T10:48:36.000,02 QUEENS,4004307501,QUEENS,1000341,212038,ONLINE,Unspecified,QUEENS,40.74865725256454,-73.94192619128458,"{'latitude': '40.74865725256454', 'longitude': '-73.94192619128458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"25-21 43 AVENUE, QUEENS (LONG ISLAND CITY), NY, 11101",,,,,,,
58792310,2023-09-12T15:55:27.000,2023-09-14T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11209,8701 RIDGE BOULEVARD,RIDGE BOULEVARD,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-14T00:00:00.000,10 BROOKLYN,3060480005,BROOKLYN,974791,166348,UNKNOWN,Unspecified,BROOKLYN,40.623258272469,-74.0340742075336,"{'latitude': '40.623258272469', 'longitude': '-74.0340742075336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58790292,2023-09-12T15:55:26.000,2023-09-13T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,11203,79 EAST   54 STREET,EAST   54 STREET,,,,,ADDRESS,BROOKLYN,,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-09-13T00:00:00.000,17 BROOKLYN,3046240046,BROOKLYN,1004487,178772,UNKNOWN,Unspecified,BROOKLYN,40.657341416133725,-73.92706289225724,"{'latitude': '40.657341416133725', 'longitude': '-73.92706289225724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58796600,2023-09-12T15:55:26.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10453,1738 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T00:00:00.000,05 BRONX,2028760112,BRONX,1007077,248609,UNKNOWN,Unspecified,BRONX,40.84901980016448,-73.91749107675265,"{'latitude': '40.84901980016448', 'longitude': '-73.91749107675265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
