unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_company_borough
58814122,2023-09-13T23:21:47.000,DOT,Department of Transportation,Street Condition,Pothole,,11222,FREEMAN STREET,FREEMAN STREET,BLOCKFACE,BROOKLYN,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-14T22:00:00.000,01 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,2023-09-14T22:00:00.000,MC GUINNESS BOULEVARD,PROVOST STREET,,,,,,,,
58805720,2023-09-13T23:21:31.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1465 TOWNSEND AVENUE,TOWNSEND AVENUE,ADDRESS,BRONX,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T00:06:29.000,04 BRONX,2028440021,BRONX,1007557,245808,MOBILE,Unspecified,BRONX,40.84133062706953,-73.91576583802922,"{'latitude': '40.84133062706953', 'longitude': '-73.91576583802922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:06:25.000,EAST  171 STREET,EAST  172 STREET,EAST  171 STREET,EAST  172 STREET,TOWNSEND AVENUE,,,,,
58806968,2023-09-13T23:21:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,1261 FLUSHING AVENUE,FLUSHING AVENUE,ADDRESS,BROOKLYN,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T00:03:37.000,01 BROOKLYN,3029960032,BROOKLYN,1005693,197498,MOBILE,Unspecified,BROOKLYN,40.708737159925484,-73.92265670321349,"{'latitude': '40.708737159925484', 'longitude': '-73.92265670321349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:03:34.000,INGRAHAM STREET,SCOTT AVENUE,INGRAHAM STREET,SCOTT AVENUE,FLUSHING AVENUE,,,,,
58800508,2023-09-13T23:21:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10002,384 MADISON STREET,MADISON STREET,ADDRESS,NEW YORK,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T23:51:47.000,03 MANHATTAN,1002600075,MANHATTAN,989545,199239,ONLINE,Unspecified,MANHATTAN,40.713540189910645,-73.98089995723278,"{'latitude': '40.713540189910645', 'longitude': '-73.98089995723278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T23:51:44.000,GOUVERNEUR STREET,JACKSON STREET,GOUVERNEUR STREET,JACKSON STREET,MADISON STREET,,,,,
58803115,2023-09-13T23:21:17.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11225,2111 BEEKMAN PLACE,BEEKMAN PLACE,ADDRESS,BROOKLYN,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T23:21:53.000,09 BROOKLYN,3050260075,BROOKLYN,994992,179735,MOBILE,Unspecified,BROOKLYN,40.66000124850346,-73.96128272045006,"{'latitude': '40.66000124850346', 'longitude': '-73.96128272045006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T23:21:50.000,DEAD END,FLATBUSH AVENUE,DEAD END,FLATBUSH AVENUE,BEEKMAN PLACE,,,,,
58808328,2023-09-13T23:21:15.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11226,2907 SNYDER AVENUE,SNYDER AVENUE,ADDRESS,BROOKLYN,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T00:08:01.000,17 BROOKLYN,3051080052,BROOKLYN,998005,175686,ONLINE,Unspecified,BROOKLYN,40.648883462065534,-73.9504312559546,"{'latitude': '40.648883462065534', 'longitude': '-73.9504312559546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:07:58.000,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,SNYDER AVENUE,,,,,
58804435,2023-09-13T23:21:12.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375,99-53 67 ROAD,67 ROAD,ADDRESS,FOREST HILLS,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T23:22:03.000,06 QUEENS,,QUEENS,1024714,203295,ONLINE,Unspecified,QUEENS,40.724581971792134,-73.8540146298963,"{'latitude': '40.724581971792134', 'longitude': '-73.8540146298963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T23:22:01.000,AUSTIN STREET,BOOTH STREET,AUSTIN STREET,BOOTH STREET,67 ROAD,,,,,
58806901,2023-09-13T23:20:55.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10029,102 EAST  116 STREET,EAST  116 STREET,ADDRESS,NEW YORK,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T23:59:22.000,11 MANHATTAN,1016430070,MANHATTAN,1000078,230425,ONLINE,Unspecified,MANHATTAN,40.799125213067,-73.94283207252434,"{'latitude': '40.799125213067', 'longitude': '-73.94283207252434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T23:59:19.000,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,EAST  116 STREET,,,,,
58805681,2023-09-13T23:20:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1723 STARR STREET,STARR STREET,ADDRESS,RIDGEWOOD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T23:32:17.000,05 QUEENS,4034160046,QUEENS,1006536,197452,MOBILE,Unspecified,QUEENS,40.70860881772824,-73.91961621921095,"{'latitude': '40.70860881772824', 'longitude': '-73.91961621921095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T23:32:14.000,CYPRESS AVENUE,SENECA AVENUE,CYPRESS AVENUE,SENECA AVENUE,STARR STREET,,,,,
58816408,2023-09-13T23:20:35.000,DOT,Department of Transportation,Street Condition,Pothole,,11206,STAGG STREET,STAGG STREET,BLOCKFACE,BROOKLYN,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-14T21:10:00.000,01 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,2023-09-14T21:10:00.000,BOGART STREET,WATERBURY STREET,,,,,,,,
58801828,2023-09-13T23:20:24.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10009,424 EAST   14 STREET,EAST   14 STREET,ADDRESS,NEW YORK,,Closed,,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-13T23:39:21.000,03 MANHATTAN,1004410019,MANHATTAN,989410,205553,ONLINE,Unspecified,MANHATTAN,40.730870673147855,-73.98138208638649,"{'latitude': '40.730870673147855', 'longitude': '-73.98138208638649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T23:39:14.000,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,EAST   14 STREET,,,,,
58801600,2023-09-13T23:20:15.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10470,4559 BRONX BOULEVARD,BRONX BOULEVARD,ADDRESS,BRONX,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T01:53:16.000,12 BRONX,2050740137,BRONX,1024187,268184,ONLINE,Unspecified,BRONX,40.90268624994938,-73.85552982927287,"{'latitude': '40.90268624994938', 'longitude': '-73.85552982927287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T01:53:12.000,EAST  239 STREET,EAST  240 STREET,EAST  239 STREET,EAST  240 STREET,BRONX BOULEVARD,,,,,
58802247,2023-09-13T23:20:01.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10036,457 WEST   47 STREET,WEST   47 STREET,ADDRESS,NEW YORK,,Closed,,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-13T23:20:01.000,04 MANHATTAN,1010570008,MANHATTAN,986500,216994,MOBILE,Unspecified,MANHATTAN,40.76227456513092,-73.99187789604316,"{'latitude': '40.76227456513092', 'longitude': '-73.99187789604316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T23:20:01.000,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,WEST   47 STREET,,,,,
58802665,2023-09-13T23:20:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11419,110-05 101 AVENUE,101 AVENUE,ADDRESS,SOUTH RICHMOND HILL,N/A,Closed,,"The Department of Environmental Protection (DEP) closed your Service Request because it didn't include your full name and address. DEP needs this information to respond to the complaint.  If the excessive barking continues, please file a new Service Request with your full name and address.",2023-09-18T09:55:00.000,09 QUEENS,4094120050,QUEENS,1030442,189922,PHONE,Unspecified,QUEENS,40.687848252129754,-73.83344102754343,"{'latitude': '40.687848252129754', 'longitude': '-73.83344102754343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T09:55:00.000,110 ST,111 ST,,,,,,,,
58805611,2023-09-13T23:19:45.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11237,53 SCOTT AVENUE,SCOTT AVENUE,ADDRESS,BROOKLYN,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T00:03:22.000,01 BROOKLYN,3029890032,BROOKLYN,1005715,197783,MOBILE,Unspecified,BROOKLYN,40.709519363753934,-73.92257644231763,"{'latitude': '40.709519363753934', 'longitude': '-73.92257644231763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:03:18.000,JOHNSON AVENUE,RANDOLPH STREET,JOHNSON AVENUE,RANDOLPH STREET,SCOTT AVENUE,,,,,
58814123,2023-09-13T23:19:26.000,DOT,Department of Transportation,Street Condition,Pothole,,11249,METROPOLITAN AVENUE,METROPOLITAN AVENUE,BLOCKFACE,BROOKLYN,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-14T19:35:00.000,01 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,2023-09-14T19:35:00.000,BEDFORD AVENUE,BERRY STREET,,,,,,,,
58800458,2023-09-13T23:19:21.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2760 SEDGWICK AVENUE,SEDGWICK AVENUE,ADDRESS,BRONX,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T01:55:36.000,08 BRONX,2032490185,BRONX,1011213,256651,MOBILE,Unspecified,BRONX,40.87108099666556,-73.90250903239357,"{'latitude': '40.87108099666556', 'longitude': '-73.90250903239357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T01:55:32.000,WEST  195 STREET,WEST  197 STREET,WEST  195 STREET,WEST  197 STREET,SEDGWICK AVENUE,,,,,
58808236,2023-09-13T23:19:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11233,142 RALPH AVENUE,RALPH AVENUE,ADDRESS,BROOKLYN,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T23:52:34.000,03 BROOKLYN,3016630054,BROOKLYN,1005561,188887,ONLINE,Unspecified,BROOKLYN,40.68510229594206,-73.92316006212015,"{'latitude': '40.68510229594206', 'longitude': '-73.92316006212015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T23:52:30.000,HANCOCK STREET,HALSEY STREET,HANCOCK STREET,HALSEY STREET,RALPH AVENUE,,,,,
58801750,2023-09-13T23:19:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11421,86-25 78 STREET,78 STREET,ADDRESS,WOODHAVEN,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T00:00:19.000,09 QUEENS,4088420111,QUEENS,1021853,191669,ONLINE,Unspecified,QUEENS,40.69268401720745,-73.86440141116567,"{'latitude': '40.69268401720745', 'longitude': '-73.86440141116567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:00:16.000,86 AVENUE,JAMAICA AVENUE,86 AVENUE,JAMAICA AVENUE,78 STREET,,,,,
58803006,2023-09-13T23:19:07.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11237,111 GARDNER AVENUE,GARDNER AVENUE,ADDRESS,BROOKLYN,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T00:03:06.000,01 BROOKLYN,3029770016,BROOKLYN,1005058,198286,MOBILE,Unspecified,BROOKLYN,40.71090154835734,-73.92494466425815,"{'latitude': '40.71090154835734', 'longitude': '-73.92494466425815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:03:03.000,DEAD END,MESEROLE STREET,DEAD END,MESEROLE STREET,GARDNER AVENUE,,,,,
58807451,2023-09-13T23:18:53.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11379,58-65 81 STREET,81 STREET,ADDRESS,MIDDLE VILLAGE,,Closed,,The Police Department issued a summons in response to the complaint.,2023-09-14T02:21:09.000,05 QUEENS,4029190044,QUEENS,1017597,204187,MOBILE,Unspecified,QUEENS,40.72705998486357,-73.8796867725344,"{'latitude': '40.72705998486357', 'longitude': '-73.8796867725344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T02:21:05.000,58 AVENUE,CALDWELL AVENUE,58 AVENUE,CALDWELL AVENUE,81 STREET,,,,,
58804385,2023-09-13T23:18:41.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11213,CROWN STREET,CROWN STREET,INTERSECTION,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T23:36:09.000,09 BROOKLYN,,BROOKLYN,1002498,181698,ONLINE,Unspecified,BROOKLYN,40.66537696044093,-73.93422361757219,"{'latitude': '40.66537696044093', 'longitude': '-73.93422361757219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T23:36:05.000,CROWN STREET,SCHENECTADY AVENUE,CROWN STREET,SCHENECTADY AVENUE,,,,,,
58810370,2023-09-13T23:18:36.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11203,3501 CHURCH AVENUE,CHURCH AVENUE,ADDRESS,BROOKLYN,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T12:55:27.000,17 BROOKLYN,3048720042,BROOKLYN,999615,176487,ONLINE,Unspecified,BROOKLYN,40.65107938573921,-73.94462749324566,"{'latitude': '40.65107938573921', 'longitude': '-73.94462749324566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T12:55:24.000,EAST   35 STREET,BROOKLYN AVENUE,EAST   35 STREET,BROOKLYN AVENUE,CHURCH AVENUE,,,,,
58808508,2023-09-13T23:18:21.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10025,660 WEST END AVENUE,WEST END AVENUE,ADDRESS,NEW YORK,,Closed,,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-19T00:00:00.000,07 MANHATTAN,1012400001,MANHATTAN,991190,228142,ONLINE,Unspecified,MANHATTAN,40.79287044850705,-73.97493630788182,"{'latitude': '40.79287044850705', 'longitude': '-73.97493630788182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T16:22:51.000,,,,,,,,,,
58805951,2023-09-13T23:18:21.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10012,131 THOMPSON STREET,THOMPSON STREET,ADDRESS,NEW YORK,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-13T00:00:00.000,02 MANHATTAN,1005177501,MANHATTAN,983895,203967,PHONE,Unspecified,MANHATTAN,40.72651898829376,-74.00128079993972,"{'latitude': '40.72651898829376', 'longitude': '-74.00128079993972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58805754,2023-09-13T23:18:17.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11691,21-03 CORNAGA AVENUE,CORNAGA AVENUE,ADDRESS,FAR ROCKAWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T23:50:46.000,14 QUEENS,4157510036,QUEENS,1052458,158779,ONLINE,Unspecified,QUEENS,40.602225492292895,-73.75437103483965,"{'latitude': '40.602225492292895', 'longitude': '-73.75437103483965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T23:50:42.000,BEACH   21 STREET,BEACH   22 STREET,BEACH   21 STREET,BEACH   22 STREET,CORNAGA AVENUE,,,,,
58817574,2023-09-13T23:18:14.000,DOT,Department of Transportation,Street Condition,Pothole,,11249,BROADWAY,BROADWAY,BLOCKFACE,BROOKLYN,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-14T19:05:00.000,01 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,2023-09-14T19:05:00.000,DUNHAM PLACE,WYTHE AVENUE,,,,,,,,
58807450,2023-09-13T23:18:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11230,1153 OCEAN PARKWAY,OCEAN PARKWAY,ADDRESS,BROOKLYN,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T02:09:34.000,12 BROOKLYN,3065320070,BROOKLYN,992652,165288,PHONE,Unspecified,BROOKLYN,40.62034985933987,-73.96973474832654,"{'latitude': '40.62034985933987', 'longitude': '-73.96973474832654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T02:09:29.000,AVENUE K,AVENUE L,AVENUE K,AVENUE L,OCEAN PARKWAY,,,,,
58800131,2023-09-13T23:18:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11375,110-01 62 DRIVE,62 DRIVE,ADDRESS,FOREST HILLS,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T00:54:53.000,06 QUEENS,4021590002,QUEENS,1026191,207600,PHONE,Unspecified,QUEENS,40.736391245788674,-73.84865910979126,"{'latitude': '40.736391245788674', 'longitude': '-73.84865910979126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:54:50.000,110 STREET,COLONIAL AVENUE,110 STREET,COLONIAL AVENUE,62 DRIVE,,,,,
58808793,2023-09-13T23:18:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11414,79-91 SOUTH CONDUIT AVENUE,SOUTH CONDUIT AVENUE,ADDRESS,HOWARD BEACH,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T04:12:50.000,10 QUEENS,,QUEENS,1024337,183777,ONLINE,Unspecified,QUEENS,40.67101139886785,-73.8554909282735,"{'latitude': '40.67101139886785', 'longitude': '-73.8554909282735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T04:12:45.000,79 STREET,LINDEN BOULEVARD,79 STREET,LINDEN BOULEVARD,SOUTH CONDUIT AVENUE,,,,,
58804422,2023-09-13T23:17:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11201,442 FULTON STREET,FULTON STREET,ADDRESS,BROOKLYN,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T23:45:14.000,02 BROOKLYN,3001560024,BROOKLYN,988257,190929,ONLINE,Unspecified,BROOKLYN,40.690731865536264,-73.98555095542704,"{'latitude': '40.690731865536264', 'longitude': '-73.98555095542704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T23:45:11.000,LAWRENCE STREET,BRIDGE STREET,LAWRENCE STREET,BRIDGE STREET,FULTON STREET,,,,,
58803583,2023-09-13T23:17:36.000,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,11204,1393 DAHILL ROAD,DAHILL ROAD,ADDRESS,BROOKLYN,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T02:10:25.000,12 BROOKLYN,3065820103,BROOKLYN,991191,162929,ONLINE,Unspecified,BROOKLYN,40.613876158798014,-73.9749999121268,"{'latitude': '40.613876158798014', 'longitude': '-73.9749999121268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T02:10:21.000,60 STREET,61 STREET,60 STREET,61 STREET,DAHILL ROAD,,,,,
58807984,2023-09-13T23:17:33.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11369,103-05 27 AVENUE,27 AVENUE,ADDRESS,EAST ELMHURST,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T00:19:12.000,03 QUEENS,4016530052,QUEENS,1021114,217706,MOBILE,Unspecified,QUEENS,40.7641522508119,-73.86692364616356,"{'latitude': '40.7641522508119', 'longitude': '-73.86692364616356', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:19:08.000,GILLMORE STREET,ERICSSON STREET,GILLMORE STREET,ERICSSON STREET,27 AVENUE,,,,,
58801768,2023-09-13T23:17:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,187 EAST BROADWAY,EAST BROADWAY,ADDRESS,NEW YORK,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T00:15:37.000,03 MANHATTAN,1002840017,MANHATTAN,987325,199465,ONLINE,Unspecified,MANHATTAN,40.714161556076455,-73.98890780382884,"{'latitude': '40.714161556076455', 'longitude': '-73.98890780382884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:15:33.000,CANAL STREET,JEFFERSON STREET,CANAL STREET,JEFFERSON STREET,EAST BROADWAY,,,,,
58800405,2023-09-13T23:17:29.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,307 MEEKER AVENUE,MEEKER AVENUE,ADDRESS,BROOKLYN,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T00:27:04.000,01 BROOKLYN,,BROOKLYN,998319,200613,ONLINE,Unspecified,BROOKLYN,40.717301888980394,-73.94924765233297,"{'latitude': '40.717301888980394', 'longitude': '-73.94924765233297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:27:01.000,,FROST STREET,,FROST STREET,MEEKER AVENUE,,,,,
58800060,2023-09-13T23:17:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11218,99 SEELEY STREET,SEELEY STREET,ADDRESS,BROOKLYN,N/A,Closed,,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-14T09:44:00.000,07 BROOKLYN,3052620001,BROOKLYN,990197,177442,ONLINE,Unspecified,BROOKLYN,40.65371198527559,-73.97856731054623,"{'latitude': '40.65371198527559', 'longitude': '-73.97856731054623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T09:44:00.000,19 ST,PROSPECT EXPY,,,,,,,,
58804273,2023-09-13T23:17:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11221,234 WOODBINE STREET,WOODBINE STREET,INTERSECTION,BROOKLYN,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T23:55:00.000,04 BROOKLYN,3033610007,BROOKLYN,1007874,192312,UNKNOWN,Unspecified,BROOKLYN,40.6944972570855,-73.91480819596644,"{'latitude': '40.6944972570855', 'longitude': '-73.91480819596644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T23:55:00.000,KNICKERBOCKER AVE,WILSON AVE,WOODBINE STREET,WILSON AVENUE,,,,,,
58806963,2023-09-13T23:16:50.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10029,215 EAST  102 STREET,EAST  102 STREET,ADDRESS,NEW YORK,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T00:12:08.000,11 MANHATTAN,1016520001,MANHATTAN,999271,226615,ONLINE,Unspecified,MANHATTAN,40.788669204060774,-73.9457553341029,"{'latitude': '40.788669204060774', 'longitude': '-73.9457553341029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:12:04.000,PEDESTRIAN PATH,2 AVENUE,PEDESTRIAN PATH,2 AVENUE,EAST  102 STREET,,,,,
58804316,2023-09-13T23:16:34.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11237,99 SCOTT AVENUE,SCOTT AVENUE,ADDRESS,BROOKLYN,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T23:17:42.000,01 BROOKLYN,3029780046,BROOKLYN,1005584,198169,MOBILE,Unspecified,BROOKLYN,40.71057915859956,-73.92304773172229,"{'latitude': '40.71057915859956', 'longitude': '-73.92304773172229', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T23:17:38.000,RANDOLPH STREET,SCOTT AVENUE FOOTBRIDGE,RANDOLPH STREET,SCOTT AVENUE FOOTBRIDGE,SCOTT AVENUE,,,,,
58808281,2023-09-13T23:16:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10458,161 EAST  206 STREET,EAST  206 STREET,ADDRESS,BRONX,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T00:25:28.000,07 BRONX,2033130084,BRONX,1015988,258433,ONLINE,Unspecified,BRONX,40.87595615707859,-73.88523549137301,"{'latitude': '40.87595615707859', 'longitude': '-73.88523549137301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:25:25.000,GRAND CONCOURSE,ST GEORGES CRESCENT,GRAND CONCOURSE,ST GEORGES CRESCENT,EAST  206 STREET,,,,,
