unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,facility_type,taxi_pick_up_location,road_ramp
58821358,2023-09-16T00:13:48.000,2023-09-16T02:05:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,223 45 STREET,45 STREET,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T02:05:10.000,07 BROOKLYN,BROOKLYN,980549,176635,MOBILE,Unspecified,BROOKLYN,40.65149816968766,-74.0133377755302,"{'latitude': '40.65149816968766', 'longitude': '-74.0133377755302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,45 STREET,3007360075,,,,,,
58824235,2023-09-16T00:13:47.000,2023-09-16T00:33:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10463,3625 GREYSTONE AVENUE,GREYSTONE AVENUE,WEST  236 STREET,WEST  238 STREET,WEST  236 STREET,WEST  238 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:33:28.000,08 BRONX,BRONX,1010312,262220,ONLINE,Unspecified,BRONX,40.88636887306702,-73.90574513749733,"{'latitude': '40.88636887306702', 'longitude': '-73.90574513749733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,GREYSTONE AVENUE,2057710052,,,,,,
58825767,2023-09-16T00:13:43.000,2023-09-16T00:31:42.000,NYPD,New York City Police Department,Illegal Fireworks,N/A,Park/Playground,10459,810 DAWSON STREET,DAWSON STREET,LONGWOOD AVENUE,REV JAMES A POLITE AVENUE,LONGWOOD AVENUE,REV JAMES A POLITE AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:31:44.000,02 BRONX,BRONX,1012188,237440,ONLINE,Unspecified,BRONX,40.81834944218458,-73.8990637364904,"{'latitude': '40.81834944218458', 'longitude': '-73.8990637364904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,DAWSON STREET,2027020001,,,,,,
58824991,2023-09-16T00:13:35.000,2023-09-16T00:30:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10011,233 WEST   15 STREET,WEST   15 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:30:18.000,04 MANHATTAN,MANHATTAN,984180,208771,ONLINE,Unspecified,MANHATTAN,40.73970479434452,-74.00025260208153,"{'latitude': '40.73970479434452', 'longitude': '-74.00025260208153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   15 STREET,1007650018,,,,,,
58825400,2023-09-16T00:13:31.000,2023-09-16T02:34:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11419,95-60 115 STREET,115 STREET,95 AVENUE,101 AVENUE,95 AVENUE,101 AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T02:34:16.000,09 QUEENS,QUEENS,1031298,191088,PHONE,Unspecified,QUEENS,40.69104413912843,-73.83034633023705,"{'latitude': '40.69104413912843', 'longitude': '-73.83034633023705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH RICHMOND HILL,115 STREET,4094160036,,,,,,
58823276,2023-09-16T00:13:27.000,2023-09-16T00:32:37.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,822 OCEAN AVENUE,OCEAN AVENUE,CORTELYOU ROAD,DORCHESTER ROAD,CORTELYOU ROAD,DORCHESTER ROAD,ADDRESS,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-16T00:32:40.000,14 BROOKLYN,BROOKLYN,995465,173370,PHONE,Unspecified,BROOKLYN,40.64253012335551,-73.95958847526477,"{'latitude': '40.64253012335551', 'longitude': '-73.95958847526477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,OCEAN AVENUE,3051620022,,,,,,
58821091,2023-09-16T00:13:26.000,2023-09-16T09:32:49.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10469,2900 ELY AVENUE,ELY AVENUE,ARNOW AVENUE,ADEE AVENUE,ARNOW AVENUE,ADEE AVENUE,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T09:32:55.000,12 BRONX,BRONX,1029656,256246,PHONE,Unspecified,BRONX,40.86989379194873,-73.83582696584307,"{'latitude': '40.86989379194873', 'longitude': '-73.83582696584307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,ELY AVENUE,2047960137,,,,,,
58821570,2023-09-16T00:13:23.000,2023-09-16T00:31:02.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11224,2832 WEST   23 STREET,WEST   23 STREET,NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:31:04.000,13 BROOKLYN,BROOKLYN,986923,149719,ONLINE,Unspecified,BROOKLYN,40.577619686746154,-73.99037761720334,"{'latitude': '40.577619686746154', 'longitude': '-73.99037761720334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,WEST   23 STREET,3070150015,,,,,,
58825803,2023-09-16T00:13:16.000,2023-09-16T00:59:30.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10002,296 DELANCEY STREET,DELANCEY STREET,CANNON STREET,LEWIS STREET,CANNON STREET,LEWIS STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:59:34.000,03 MANHATTAN,MANHATTAN,990025,200029,ONLINE,Unspecified,MANHATTAN,40.71570825081971,-73.97916783095597,"{'latitude': '40.71570825081971', 'longitude': '-73.97916783095597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,DELANCEY STREET,1003230001,,,,,,
58822559,2023-09-16T00:13:05.000,2023-09-16T00:43:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10475,3475 BIVONA STREET,BIVONA STREET,REEDS MILL LANE,BOSTON ROAD,REEDS MILL LANE,BOSTON ROAD,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:43:49.000,12 BRONX,BRONX,1030380,260920,MOBILE,Unspecified,BRONX,40.88271870172737,-73.83317704412153,"{'latitude': '40.88271870172737', 'longitude': '-73.83317704412153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,BIVONA STREET,2052630040,,,,,,
58819689,2023-09-16T00:12:53.000,2023-09-16T02:01:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11220,201 45 STREET,45 STREET,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T02:01:45.000,07 BROOKLYN,BROOKLYN,980454,176710,MOBILE,Unspecified,BROOKLYN,40.6517039881521,-74.01368018160382,"{'latitude': '40.6517039881521', 'longitude': '-74.01368018160382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,45 STREET,3007360001,,,,,,
58825028,2023-09-16T00:12:37.000,2023-09-16T00:38:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,358 EAST   35 STREET,EAST   35 STREET,TILDEN AVENUE,BEVERLEY ROAD,TILDEN AVENUE,BEVERLEY ROAD,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:38:18.000,17 BROOKLYN,BROOKLYN,999712,174776,ONLINE,Unspecified,BROOKLYN,40.64638289365611,-73.94428184607692,"{'latitude': '40.64638289365611', 'longitude': '-73.94428184607692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,EAST   35 STREET,3049190017,,,,,,
58823335,2023-09-16T00:12:36.000,2023-09-16T00:21:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,496 HENDRIX STREET,HENDRIX STREET,SUTTER AVENUE,BLAKE AVENUE,SUTTER AVENUE,BLAKE AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:21:34.000,05 BROOKLYN,BROOKLYN,1015155,183240,ONLINE,Unspecified,BROOKLYN,40.66957427011969,-73.88859341404066,"{'latitude': '40.66957427011969', 'longitude': '-73.88859341404066', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,HENDRIX STREET,3040420029,,,,,,
58821576,2023-09-16T00:12:20.000,2023-09-16T00:18:48.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11225,463 ROGERS AVENUE,ROGERS AVENUE,LINCOLN ROAD,MAPLE STREET,LINCOLN ROAD,MAPLE STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:18:53.000,09 BROOKLYN,BROOKLYN,997132,180115,ONLINE,Unspecified,BROOKLYN,40.66104140980887,-73.9535688159213,"{'latitude': '40.66104140980887', 'longitude': '-73.9535688159213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,ROGERS AVENUE,3050300006,,,,,,
58825925,2023-09-16T00:12:18.000,2023-09-16T01:37:41.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11419,104-64 128 STREET,128 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T01:37:45.000,10 QUEENS,QUEENS,1035040,190188,MOBILE,Unspecified,QUEENS,40.68855316839335,-73.81685961403421,"{'latitude': '40.68855316839335', 'longitude': '-73.81685961403421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH RICHMOND HILL,128 STREET,4095810038,,,,,,
58826171,2023-09-16T00:12:16.000,2023-09-16T22:49:35.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11420,130-66 VAN WYCK EXPRESSWAY,VAN WYCK EXPRESSWAY,130 AVENUE,133 AVENUE,130 AVENUE,133 AVENUE,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T22:49:38.000,10 QUEENS,QUEENS,1039252,183759,MOBILE,Unspecified,QUEENS,40.670881893264315,-73.8017243567307,"{'latitude': '40.670881893264315', 'longitude': '-73.8017243567307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH OZONE PARK,VAN WYCK EXPRESSWAY SR WEST,4117810299,,,,,,
58819760,2023-09-16T00:12:06.000,2023-09-16T00:29:57.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10474,900 FAILE STREET,FAILE STREET,SENECA AVENUE,GARRISON AVENUE,SENECA AVENUE,GARRISON AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:30:03.000,02 BRONX,BRONX,1015282,237970,MOBILE,Unspecified,BRONX,40.81979381463738,-73.88788308842109,"{'latitude': '40.81979381463738', 'longitude': '-73.88788308842109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,FAILE STREET,2027610077,,,,,,
58824192,2023-09-16T00:12:02.000,2023-09-16T01:20:53.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,255 HIMROD STREET,HIMROD STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T01:20:56.000,04 BROOKLYN,BROOKLYN,1006636,194574,ONLINE,Unspecified,BROOKLYN,40.70070913590525,-73.91926509507493,"{'latitude': '40.70070913590525', 'longitude': '-73.91926509507493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,HIMROD STREET,3032690041,,,,,,
58823391,2023-09-16T00:11:56.000,2023-09-16T00:16:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11206,119 GRAHAM AVENUE,GRAHAM AVENUE,MC KIBBIN STREET,BOERUM STREET,MC KIBBIN STREET,BOERUM STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:16:23.000,01 BROOKLYN,BROOKLYN,1000065,196416,ONLINE,Unspecified,BROOKLYN,40.705779175549466,-73.94295901273617,"{'latitude': '40.705779175549466', 'longitude': '-73.94295901273617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,GRAHAM AVENUE,3030790020,,,,,,
58823380,2023-09-16T00:11:50.000,2023-09-16T00:29:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10473,2313 HOMER AVENUE,HOMER AVENUE,HAVEMEYER AVENUE,ZEREGA AVENUE,HAVEMEYER AVENUE,ZEREGA AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:29:23.000,09 BRONX,BRONX,1027174,238927,MOBILE,Unspecified,BRONX,40.82237072389094,-73.84491190138539,"{'latitude': '40.82237072389094', 'longitude': '-73.84491190138539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,HOMER AVENUE,,,,,,,
58824771,2023-09-16T00:11:44.000,2023-09-16T00:58:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,239 45 STREET,45 STREET,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T00:58:09.000,07 BROOKLYN,BROOKLYN,980618,176580,MOBILE,Unspecified,BROOKLYN,40.65134723522271,-74.01308908163355,"{'latitude': '40.65134723522271', 'longitude': '-74.01308908163355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,45 STREET,3007360065,,,,,,
58821595,2023-09-16T00:11:43.000,2023-09-16T00:30:16.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,448 EAST   20 STREET,EAST   20 STREET,1 AVENUE,20 STREET LOOP,1 AVENUE,20 STREET LOOP,ADDRESS,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-16T00:30:23.000,06 MANHATTAN,MANHATTAN,990288,206754,ONLINE,Unspecified,MANHATTAN,40.734166567348666,-73.97821307691581,"{'latitude': '40.734166567348666', 'longitude': '-73.97821307691581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,EAST   20 STREET,1009720001,,,,,,
58825866,2023-09-16T00:11:41.000,2023-09-16T00:31:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11220,410 61 STREET,61 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:31:39.000,07 BROOKLYN,BROOKLYN,979123,172417,ONLINE,Unspecified,BROOKLYN,40.639919959355574,-74.01847363147562,"{'latitude': '40.639919959355574', 'longitude': '-74.01847363147562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,61 STREET,3057910010,,,,,,
58824271,2023-09-16T00:11:30.000,2023-09-16T00:35:00.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10036,389 WEST   45 STREET,WEST   45 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:35:04.000,04 MANHATTAN,MANHATTAN,986855,216201,MOBILE,Unspecified,MANHATTAN,40.7600978862952,-73.99059671582913,"{'latitude': '40.7600978862952', 'longitude': '-73.99059671582913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   45 STREET,,,,,,,
58819885,2023-09-16T00:11:22.000,2023-09-16T00:33:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,3625 GREYSTONE AVENUE,GREYSTONE AVENUE,WEST  236 STREET,WEST  238 STREET,WEST  236 STREET,WEST  238 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:33:09.000,08 BRONX,BRONX,1010312,262220,MOBILE,Unspecified,BRONX,40.88636887306702,-73.90574513749733,"{'latitude': '40.88636887306702', 'longitude': '-73.90574513749733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,GREYSTONE AVENUE,2057710052,,,,,,
58823074,2023-09-16T00:11:21.000,2023-09-16T00:45:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11101,48-21 5 STREET,5 STREET,48 AVENUE,49 AVENUE,48 AVENUE,49 AVENUE,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T00:45:09.000,02 QUEENS,QUEENS,996430,210452,ONLINE,Unspecified,QUEENS,40.74431033295512,-73.9560441975886,"{'latitude': '40.74431033295512', 'longitude': '-73.9560441975886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LONG ISLAND CITY,5 STREET,4000317501,,,,,,
58824921,2023-09-16T00:11:19.000,2023-09-16T00:48:47.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11368,45-18 104 STREET,104 STREET,45 AVENUE,46 AVENUE,45 AVENUE,46 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T00:48:50.000,04 QUEENS,QUEENS,1023000,211399,ONLINE,Unspecified,QUEENS,40.74683309768847,-73.860151683487,"{'latitude': '40.74683309768847', 'longitude': '-73.860151683487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORONA,104 STREET,4019800035,,,,,,
58824606,2023-09-16T00:11:01.000,2023-09-18T13:16:50.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11106,34-48 31 STREET,31 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-18T13:16:55.000,01 QUEENS,QUEENS,1004232,215778,MOBILE,Unspecified,QUEENS,40.75891466341391,-73.92787212767799,"{'latitude': '40.75891466341391', 'longitude': '-73.92787212767799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA,31 STREET,4006070046,,,,,,
58822371,2023-09-16T00:11:00.000,2023-09-16T14:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10314,,,,,BRADLEY AVENUE,GANNON AVENUE NORTH,INTERSECTION,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-16T14:15:00.000,01 STATEN ISLAND,STATEN ISLAND,947557,161016,UNKNOWN,Unspecified,STATEN ISLAND,40.60855211613721,-74.13215032468567,"{'latitude': '40.60855211613721', 'longitude': '-74.13215032468567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,,,,,,N/A,,
58823287,2023-09-16T00:11:00.000,2023-09-16T00:37:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11366,162-22 76 AVENUE,76 AVENUE,162 STREET,164 STREET,162 STREET,164 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:37:50.000,08 QUEENS,QUEENS,1037979,203691,MOBILE,Unspecified,QUEENS,40.725598269444426,-73.80615435107946,"{'latitude': '40.725598269444426', 'longitude': '-73.80615435107946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRESH MEADOWS,76 AVENUE,4068470015,,,,,,
58825638,2023-09-16T00:11:00.000,2023-09-16T01:36:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10472,1042 COLGATE AVENUE,COLGATE AVENUE,DEAD END,WATSON AVENUE,DEAD END,WATSON AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:36:30.000,09 BRONX,BRONX,1017139,239829,ONLINE,Unspecified,BRONX,40.82488952002287,-73.88116474579888,"{'latitude': '40.82488952002287', 'longitude': '-73.88116474579888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,COLGATE AVENUE,2037110021,,,,,,
58821642,2023-09-16T00:10:52.000,2023-09-16T00:55:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,86 WEST  188 STREET,WEST  188 STREET,AQUEDUCT AVENUE WEST,UNIVERSITY AVENUE,AQUEDUCT AVENUE WEST,UNIVERSITY AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:55:35.000,07 BRONX,BRONX,1010965,254149,MOBILE,Unspecified,BRONX,40.864214526604016,-73.90341570775817,"{'latitude': '40.864214526604016', 'longitude': '-73.90341570775817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,WEST  188 STREET,,,,,,,
58822448,2023-09-16T00:10:49.000,2023-09-16T00:37:52.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10040,4580 BROADWAY,BROADWAY,BENNETT AVENUE,WEST  196 STREET,BENNETT AVENUE,WEST  196 STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T00:37:58.000,12 MANHATTAN,MANHATTAN,1003335,252644,MOBILE,Unspecified,MANHATTAN,40.86010355018393,-73.93100516216545,"{'latitude': '40.86010355018393', 'longitude': '-73.93100516216545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,BROADWAY,1021720004,,,,,,
58824152,2023-09-16T00:10:43.000,2023-09-16T00:38:20.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10034,583 WEST  215 STREET,WEST  215 STREET,SEAMAN AVENUE,INDIAN ROAD,SEAMAN AVENUE,INDIAN ROAD,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:38:23.000,12 MANHATTAN,MANHATTAN,1006657,256927,ONLINE,Unspecified,MANHATTAN,40.871851273179466,-73.91898137162245,"{'latitude': '40.871851273179466', 'longitude': '-73.91898137162245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  215 STREET,1022500050,,,,,,
58820234,2023-09-16T00:10:41.000,2023-09-16T00:17:25.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11238,CLASSON AVENUE,CLASSON AVENUE,CLASSON AVENUE,PUTNAM AVENUE,CLASSON AVENUE,PUTNAM AVENUE,INTERSECTION,Closed,Your complaint has been received by the Police Department and additional information will be available later.,2023-09-16T00:23:43.000,02 BROOKLYN,BROOKLYN,995666,188121,ONLINE,Unspecified,BROOKLYN,40.683018094206076,-73.95883922697111,"{'latitude': '40.683018094206076', 'longitude': '-73.95883922697111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822920,2023-09-16T00:10:39.000,,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Mobile Food Vendor,Business,10036,BROADWAY,BROADWAY,BROADWAY,WEST   42 STREET,BROADWAY,WEST   42 STREET,INTERSECTION,In Progress,"The Department of Consumer and Worker Protection (DCWP) Enforcement Division is reviewing your NYC311 Service Request.   If the Enforcement Division needs to conduct an inspection, it may take 35 days to complete.  Please wait 35 days from the date of this update before calling DCWP for status.  You can get status by calling DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-09-18T15:43:28.000,05 MANHATTAN,MANHATTAN,988017,214638,PHONE,Unspecified,MANHATTAN,40.75580743192962,-73.98640311324542,"{'latitude': '40.75580743192962', 'longitude': '-73.98640311324542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824976,2023-09-16T00:10:38.000,2023-09-16T00:51:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,DELANCEY STREET,DELANCEY STREET,DELANCEY STREET,ORCHARD STREET,DELANCEY STREET,ORCHARD STREET,INTERSECTION,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T00:52:04.000,03 MANHATTAN,MANHATTAN,987086,201237,ONLINE,Unspecified,MANHATTAN,40.7190253512577,-73.98976918244128,"{'latitude': '40.7190253512577', 'longitude': '-73.98976918244128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58820870,2023-09-16T00:10:34.000,2023-09-16T00:19:57.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Residential Building/House,11377,72-10 41 AVENUE,41 AVENUE,72 STREET,73 STREET,72 STREET,73 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:20:03.000,04 QUEENS,QUEENS,1013908,210718,ONLINE,Unspecified,QUEENS,40.74499909172425,-73.89296757512533,"{'latitude': '40.74499909172425', 'longitude': '-73.89296757512533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WOODSIDE,41 AVENUE,4013120010,,,,,,
58822528,2023-09-16T00:10:22.000,2023-09-16T00:40:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10002,421 EAST HOUSTON STREET,EAST HOUSTON STREET,EAST    2 STREET,AVENUE D,EAST    2 STREET,AVENUE D,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:40:19.000,03 MANHATTAN,MANHATTAN,990085,201588,ONLINE,Unspecified,MANHATTAN,40.71998729202775,-73.978950041427,"{'latitude': '40.71998729202775', 'longitude': '-73.978950041427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,EAST HOUSTON STREET,1003350001,,,,,,
