unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_company_borough,vehicle_type
58887145,2023-09-21T15:08:50.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11419,121-20 LIBERTY AVENUE,LIBERTY AVENUE,,,,,ADDRESS,SOUTH RICHMOND HILL,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-22T00:00:00.000,10 QUEENS,4095750010,QUEENS,1033602,189638,MOBILE,Unspecified,QUEENS,40.6870516828661,-73.82204881986134,"{'latitude': '40.6870516828661', 'longitude': '-73.82204881986134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T13:45:26.000,,,,,,,,,
58881498,2023-09-21T15:08:49.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11420,132-44 114 STREET,114 STREET,,,,,ADDRESS,SOUTH OZONE PARK,,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-10-30T00:00:00.000,10 QUEENS,4117190056,QUEENS,1032647,185000,UNKNOWN,Unspecified,QUEENS,40.67432672458323,-73.8255256153609,"{'latitude': '40.67432672458323', 'longitude': '-73.8255256153609', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-30T00:00:00.000,,,,,,,,,
58881522,2023-09-21T15:08:48.000,DOB,Department of Buildings,General Construction/Plumbing,Fence - None/Inadequate,,11236,8706 AVENUE B,AVENUE B,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-22T00:00:00.000,17 BROOKLYN,3079120032,BROOKLYN,1006902,175439,UNKNOWN,Unspecified,BROOKLYN,40.648187212990656,-73.91837007811607,"{'latitude': '40.648187212990656', 'longitude': '-73.91837007811607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T00:00:00.000,,,,,,,,,
58885492,2023-09-21T15:08:35.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10473,2065 LACOMBE AVENUE,LACOMBE AVENUE,SCREVIN AVENUE,OLMSTEAD AVENUE,SCREVIN AVENUE,OLMSTEAD AVENUE,ADDRESS,BRONX,LACOMBE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T20:56:01.000,09 BRONX,2035310111,BRONX,1025381,236748,MOBILE,Unspecified,BRONX,40.81639852221145,-73.85140350696955,"{'latitude': '40.81639852221145', 'longitude': '-73.85140350696955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T20:55:57.000,,,,,,,,,
58882063,2023-09-21T15:08:27.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T15:16:21.000,08 QUEENS,4068540028,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T15:16:16.000,,,,,,,,,
58886117,2023-09-21T15:08:20.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,10024,100 WEST   83 STREET,WEST   83 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   83 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-21T15:08:20.000,07 MANHATTAN,1012130035,MANHATTAN,991442,225169,MOBILE,Unspecified,MANHATTAN,40.78471015980614,-73.97402939747475,"{'latitude': '40.78471015980614', 'longitude': '-73.97402939747475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T08:53:45.000,,,,,,,,,
58885189,2023-09-21T15:08:19.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Sidewalk,10458,311 EAST  188 STREET,EAST  188 STREET,TIEBOUT AVENUE,ELM PLACE,TIEBOUT AVENUE,ELM PLACE,ADDRESS,BRONX,EAST  188 STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-23T21:30:30.000,05 BRONX,2030230098,BRONX,1013273,252862,ONLINE,Unspecified,BRONX,40.86067481626392,-73.89507704214209,"{'latitude': '40.86067481626392', 'longitude': '-73.89507704214209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T21:30:25.000,,,,,,,,,
58884172,2023-09-21T15:08:14.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11102,31-18 28 ROAD,28 ROAD,31 STREET,33 STREET,31 STREET,33 STREET,ADDRESS,ASTORIA,28 ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T17:40:46.000,01 QUEENS,,QUEENS,1006419,219030,PHONE,Unspecified,QUEENS,40.76783534859152,-73.91996711927122,"{'latitude': '40.76783534859152', 'longitude': '-73.91996711927122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T17:40:42.000,,,,,,,,,
58890454,2023-09-21T15:08:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11101,10-19 47 ROAD,47 ROAD,VERNON BLVD,11 ST,,,ADDRESS,LONG ISLAND CITY,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T10:00:00.000,02 QUEENS,4000460008,QUEENS,997342,210589,PHONE,Unspecified,QUEENS,40.744685060503656,-73.95275265962857,"{'latitude': '40.744685060503656', 'longitude': '-73.95275265962857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T10:00:00.000,N/A,,,,,,,,
58885384,2023-09-21T15:08:00.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11223,1633 EAST    8 STREET,EAST    8 STREET,AVENUE P,QUENTIN ROAD,AVENUE P,QUENTIN ROAD,ADDRESS,BROOKLYN,EAST    8 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T23:52:28.000,15 BROOKLYN,3066400013,BROOKLYN,993952,161103,PHONE,Unspecified,BROOKLYN,40.60886157184276,-73.96505796907076,"{'latitude': '40.60886157184276', 'longitude': '-73.96505796907076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T23:52:25.000,,,,,,,,,
58884782,2023-09-21T15:07:55.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11223,2218 EAST    8 STREET,EAST    8 STREET,AVENUE V,GRAVESEND NECK ROAD,AVENUE V,GRAVESEND NECK ROAD,ADDRESS,BROOKLYN,EAST    8 STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-13T11:50:46.000,15 BROOKLYN,3071590015,BROOKLYN,994653,156213,PHONE,Unspecified,BROOKLYN,40.59543872152742,-73.96254082897505,"{'latitude': '40.59543872152742', 'longitude': '-73.96254082897505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58885614,2023-09-21T15:07:50.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11104,45-54 41 STREET,41 STREET,QUEENS BOULEVARD,47 AVENUE,QUEENS BOULEVARD,47 AVENUE,ADDRESS,SUNNYSIDE,41 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T16:02:27.000,02 QUEENS,4001930055,QUEENS,1005426,209816,ONLINE,Unspecified,QUEENS,40.74254770664578,-73.92358099134702,"{'latitude': '40.74254770664578', 'longitude': '-73.92358099134702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T16:02:23.000,,,,,,,,,
58886216,2023-09-21T15:07:37.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11204,20 AVENUE,20 AVENUE,20 AVENUE,58 STREET,20 AVENUE,58 STREET,INTERSECTION,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-25T07:41:22.000,12 BROOKLYN,,BROOKLYN,989331,165351,PHONE,Unspecified,BROOKLYN,40.62052530821833,-73.98169743560794,"{'latitude': '40.62052530821833', 'longitude': '-73.98169743560794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T07:41:17.000,,,,,,,,,
58886455,2023-09-21T15:07:25.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,10452,1376 OGDEN AVENUE,OGDEN AVENUE,WEST  170 STREET,WEST  171 STREET,WEST  170 STREET,WEST  171 STREET,ADDRESS,BRONX,OGDEN AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T04:02:07.000,04 BRONX,2025220049,BRONX,1005169,246085,ONLINE,Unspecified,BRONX,40.8420968907572,-73.9243954743948,"{'latitude': '40.8420968907572', 'longitude': '-73.9243954743948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T04:02:03.000,,,,,,,,,
58886210,2023-09-21T15:07:18.000,DOT,Department of Transportation,Sidewalk Condition,Pedestrian Ramp Defective,Sidewalk,11201,DOCK STREET,DOCK STREET,DOCK STREET,FRONT STREET,DOCK STREET,FRONT STREET,INTERSECTION,,,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-26T13:12:00.000,02 BROOKLYN,,BROOKLYN,986328,195257,PHONE,Unspecified,BROOKLYN,40.70261188232208,-73.99250549909435,"{'latitude': '40.70261188232208', 'longitude': '-73.99250549909435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T13:11:56.000,,,,,,,,,
58891575,2023-09-21T15:07:14.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,10039,237 WEST  148 STREET,WEST  148 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  148 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-22T07:22:11.000,10 MANHATTAN,1020347501,MANHATTAN,1001169,239516,ONLINE,Unspecified,MANHATTAN,40.824075451393924,-73.93886866078897,"{'latitude': '40.824075451393924', 'longitude': '-73.93886866078897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T13:54:49.000,,,,,,,,,
58882936,2023-09-21T15:06:59.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11223,2356 WEST   11 STREET,WEST   11 STREET,AVENUE W,AVENUE X,AVENUE W,AVENUE X,ADDRESS,BROOKLYN,WEST   11 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T15:16:43.000,13 BROOKLYN,3071620131,BROOKLYN,989486,154413,PHONE,Unspecified,BROOKLYN,40.59050264166237,-73.98114758078653,"{'latitude': '40.59050264166237', 'longitude': '-73.98114758078653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T15:16:46.000,,,,,,,,,
58895529,2023-09-21T15:06:49.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10461,3066 ROBERTS AVENUE,ROBERTS AVENUE,JARVIS AVENUE,MAHAN AVENUE,JARVIS AVENUE,MAHAN AVENUE,ADDRESS,BRONX,ROBERTS AVENUE,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-29T17:49:37.000,10 BRONX,2041720003,BRONX,1031533,247566,PHONE,Unspecified,BRONX,40.84605998397736,-73.82910160210382,"{'latitude': '40.84605998397736', 'longitude': '-73.82910160210382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T17:49:34.000,,,,,,,,,
58889984,2023-09-21T15:06:44.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11109,45-40 CENTER BOULEVARD,CENTER BOULEVARD,BEND,46 AVENUE,BEND,46 AVENUE,ADDRESS,LONG ISLAND CITY,CENTER BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T16:38:13.000,02 QUEENS,4000210010,QUEENS,996217,211933,MOBILE,Unspecified,QUEENS,40.748375596698416,-73.95681024747321,"{'latitude': '40.748375596698416', 'longitude': '-73.95681024747321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T16:38:09.000,,,,,,,,,
58886049,2023-09-21T15:06:35.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11235,3111 OCEAN PARKWAY,OCEAN PARKWAY,BRIGHTON BEACH AVENUE,SEA BREEZE AVENUE,BRIGHTON BEACH AVENUE,SEA BREEZE AVENUE,ADDRESS,BROOKLYN,OCEAN PARKWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T15:28:17.000,13 BROOKLYN,3086797501,BROOKLYN,992920,148905,MOBILE,Unspecified,BROOKLYN,40.57538158035702,-73.96879039842658,"{'latitude': '40.57538158035702', 'longitude': '-73.96879039842658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T15:28:11.000,,,,,,,,,
58882939,2023-09-21T15:06:25.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11203,292 EAST   51 STREET,EAST   51 STREET,LENOX ROAD,LINDEN BOULEVARD,LENOX ROAD,LINDEN BOULEVARD,ADDRESS,BROOKLYN,EAST   51 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T16:25:48.000,17 BROOKLYN,3046560016,BROOKLYN,1003756,177825,MOBILE,Unspecified,BROOKLYN,40.65474374982982,-73.9297002611653,"{'latitude': '40.65474374982982', 'longitude': '-73.9297002611653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T16:25:45.000,,,,,,,,,
58885911,2023-09-21T15:06:25.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11203,854 EAST NEW YORK AVENUE,EAST NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-24T00:00:00.000,09 BROOKLYN,3045880001,BROOKLYN,1002498,180679,PHONE,Unspecified,BROOKLYN,40.66258003196661,-73.93422637554649,"{'latitude': '40.66258003196661', 'longitude': '-73.93422637554649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-24T17:30:03.000,,,,,,,,,
58887375,2023-09-21T15:06:16.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted Less Than 2 Years Ago,Street,10306,66 HULL AVENUE,HULL AVENUE,RICHMOND ROAD,NORTH RAILROAD AVENUE,RICHMOND ROAD,NORTH RAILROAD AVENUE,ADDRESS,STATEN ISLAND,HULL AVENUE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-11-06T15:36:53.000,02 STATEN ISLAND,5035540078,STATEN ISLAND,955252,152196,PHONE,Unspecified,STATEN ISLAND,40.58437153494209,-74.10439885207788,"{'latitude': '40.58437153494209', 'longitude': '-74.10439885207788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-06T15:36:47.000,,,,,,,,,
58884826,2023-09-21T15:06:15.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11358,45-85 160 STREET,160 STREET,45 AVENUE,46 AVENUE,45 AVENUE,46 AVENUE,ADDRESS,FLUSHING,160 STREET,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-21T15:06:15.000,07 QUEENS,4054390003,QUEENS,1037821,214247,PHONE,Unspecified,QUEENS,40.75457275413867,-73.80664032176635,"{'latitude': '40.75457275413867', 'longitude': '-73.80664032176635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T15:06:15.000,,,,,,,,,
58891044,2023-09-21T15:06:07.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11230,1348 OCEAN AVENUE,OCEAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-21T00:00:00.000,14 BROOKLYN,3067030067,BROOKLYN,996172,168490,ONLINE,Unspecified,BROOKLYN,40.62913463995372,-73.9570495319861,"{'latitude': '40.62913463995372', 'longitude': '-73.9570495319861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T19:36:33.000,,,,,,,,,
58888393,2023-09-21T15:06:03.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10029,107 EAST  105 STREET,EAST  105 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST  105 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T17:13:39.000,11 MANHATTAN,1016330001,MANHATTAN,998604,227890,PHONE,Unspecified,MANHATTAN,40.79216984408911,-73.94816131603118,"{'latitude': '40.79216984408911', 'longitude': '-73.94816131603118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T17:13:33.000,,,,,,,,,
58884260,2023-09-21T15:06:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10473,,,,,THIERIOT AVENUE,PATTERSON AVENUE,INTERSECTION,BRONX,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-22T09:21:00.000,09 BRONX,,BRONX,1022986,235523,UNKNOWN,Unspecified,BRONX,40.81304707050153,-73.8600631255296,"{'latitude': '40.81304707050153', 'longitude': '-73.8600631255296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T09:21:00.000,,,,,,,,,
58884225,2023-09-21T15:06:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Lamp,,11367,,,,,UNION TURNPIKE,147 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T00:15:00.000,08 QUEENS,,QUEENS,1035494,201000,UNKNOWN,Unspecified,QUEENS,40.71822688567068,-73.81514029543717,"{'latitude': '40.71822688567068', 'longitude': '-73.81514029543717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T00:15:00.000,N/A,,,,,,,,
58885527,2023-09-21T15:05:54.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11225,525 LEFFERTS AVENUE,LEFFERTS AVENUE,LAMONT COURT,KINGSTON AVENUE,LAMONT COURT,KINGSTON AVENUE,ADDRESS,BROOKLYN,LEFFERTS AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T16:44:48.000,09 BROOKLYN,3013257501,BROOKLYN,999828,180754,MOBILE,Unspecified,BROOKLYN,40.66279099051944,-73.94385002542529,"{'latitude': '40.66279099051944', 'longitude': '-73.94385002542529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T16:44:44.000,,,,,,,,,
58888633,2023-09-21T15:05:51.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T15:20:36.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T15:20:33.000,,,,,,,,,
58881962,2023-09-21T15:05:49.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10029,158 EAST  100 STREET,EAST  100 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,11 MANHATTAN,1016277501,MANHATTAN,998472,226459,ONLINE,Unspecified,MANHATTAN,40.788242347878956,-73.94864105670956,"{'latitude': '40.788242347878956', 'longitude': '-73.94864105670956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-03T17:39:56.000,,,,,,,,,
58891146,2023-09-21T15:05:49.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10029,158 EAST  100 STREET,EAST  100 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,11 MANHATTAN,1016277501,MANHATTAN,998472,226459,ONLINE,Unspecified,MANHATTAN,40.788242347878956,-73.94864105670956,"{'latitude': '40.788242347878956', 'longitude': '-73.94864105670956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-03T17:39:56.000,,,,,,,,,
58891188,2023-09-21T15:05:37.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T15:17:32.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T15:17:29.000,,,,,,,,,
58885984,2023-09-21T15:05:27.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T15:23:52.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T15:23:48.000,,,,,,,,,
58889110,2023-09-21T15:05:27.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Inappropriate Behavior,Street,10031,511 WEST  144 STREET,WEST  144 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  144 STREET,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-22T06:36:25.000,09 MANHATTAN,1020760026,MANHATTAN,998447,239787,PHONE,Unspecified,MANHATTAN,40.824824063757966,-73.94870315232308,"{'latitude': '40.824824063757966', 'longitude': '-73.94870315232308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T06:36:25.000,,,,,,,,,
58891189,2023-09-21T15:05:14.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T15:24:22.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T15:24:16.000,,,,,,,,,
58889379,2023-09-21T15:05:09.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11693,206 BEACH   79 STREET,BEACH   79 STREET,ROCKAWAY BEACH BOULEVARD,AQUATIC DRIVE,ROCKAWAY BEACH BOULEVARD,AQUATIC DRIVE,ADDRESS,FAR ROCKAWAY,BEACH   79 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T15:21:11.000,14 QUEENS,4161110034,QUEENS,1038364,153717,MOBILE,Unspecified,QUEENS,40.588428624738576,-73.80516635553313,"{'latitude': '40.588428624738576', 'longitude': '-73.80516635553313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T15:21:07.000,,,,,,,,,
