unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location
58834682,2023-09-16T23:01:46.000,2023-09-16T23:03:22.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11419,101-33 132 STREET,132 STREET,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,SOUTH RICHMOND HILL,132 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:03:25.000,09 QUEENS,4095000062,QUEENS,1035575,191477,ONLINE,Unspecified,QUEENS,40.692088082362936,-73.81492067742141,"{'latitude': '40.692088082362936', 'longitude': '-73.81492067742141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58833434,2023-09-16T23:01:44.000,2023-09-16T23:02:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,101-33 132 STREET,132 STREET,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,SOUTH RICHMOND HILL,132 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:02:33.000,09 QUEENS,4095000062,QUEENS,1035575,191477,MOBILE,Unspecified,QUEENS,40.692088082362936,-73.81492067742141,"{'latitude': '40.692088082362936', 'longitude': '-73.81492067742141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58827243,2023-09-16T23:01:39.000,2023-09-16T23:07:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10026,1902 7 AVENUE,7 AVENUE,WEST  115 STREET,ST NICHOLAS AVENUE,WEST  115 STREET,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T23:07:43.000,10 MANHATTAN,1018310029,MANHATTAN,997275,231707,ONLINE,Unspecified,MANHATTAN,40.802648528357416,-73.95295352214427,"{'latitude': '40.802648528357416', 'longitude': '-73.95295352214427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58834751,2023-09-16T23:01:34.000,2023-09-16T23:24:42.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11436,116-49 147 STREET,147 STREET,116 AVENUE,FOCH BOULEVARD,116 AVENUE,FOCH BOULEVARD,ADDRESS,JAMAICA,147 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:24:46.000,12 QUEENS,4120070235,QUEENS,1041341,187510,ONLINE,Unspecified,QUEENS,40.68116428915968,-73.79416201431766,"{'latitude': '40.68116428915968', 'longitude': '-73.79416201431766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58829316,2023-09-16T23:01:32.000,2023-09-16T23:14:16.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10472,1240 MORRISON AVENUE,MORRISON AVENUE,WESTCHESTER AVENUE,EAST  172 STREET,WESTCHESTER AVENUE,EAST  172 STREET,ADDRESS,BRONX,MORRISON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T23:14:21.000,09 BRONX,2037780010,BRONX,1018877,241935,MOBILE,Unspecified,BRONX,40.83066324047387,-73.87487410501063,"{'latitude': '40.83066324047387', 'longitude': '-73.87487410501063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58832256,2023-09-16T23:01:26.000,2023-09-16T23:10:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,76 LINCOLN AVENUE,LINCOLN AVENUE,JAMAICA AVENUE,ETNA STREET,JAMAICA AVENUE,ETNA STREET,ADDRESS,BROOKLYN,LINCOLN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:10:09.000,05 BROOKLYN,3041080078,BROOKLYN,1020158,190203,ONLINE,Unspecified,BROOKLYN,40.68866722887818,-73.87052148390987,"{'latitude': '40.68866722887818', 'longitude': '-73.87052148390987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58833483,2023-09-16T23:01:22.000,2023-09-16T23:04:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,1039 RUTLAND ROAD,RUTLAND ROAD,EAST   95 STREET,EAST   96 STREET,EAST   95 STREET,EAST   96 STREET,ADDRESS,BROOKLYN,RUTLAND ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:04:43.000,17 BROOKLYN,3045980055,BROOKLYN,1004997,180994,ONLINE,Unspecified,BROOKLYN,40.66343913397999,-73.92521794174155,"{'latitude': '40.66343913397999', 'longitude': '-73.92521794174155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58834521,2023-09-16T23:01:21.000,2023-09-17T00:33:35.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10463,640 WEST  239 STREET,WEST  239 STREET,BLACKSTONE AVENUE,INDEPENDENCE AVENUE,BLACKSTONE AVENUE,INDEPENDENCE AVENUE,ADDRESS,BRONX,WEST  239 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T00:33:41.000,08 BRONX,2059070362,BRONX,1008420,263437,MOBILE,Unspecified,BRONX,40.88971453829328,-73.91258327751245,"{'latitude': '40.88971453829328', 'longitude': '-73.91258327751245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58832259,2023-09-16T23:01:21.000,2023-09-16T23:16:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11692,532 BEACH   64 STREET,BEACH   64 STREET,THURSBY AVENUE,ALMEDA AVENUE,THURSBY AVENUE,ALMEDA AVENUE,ADDRESS,ARVERNE,BEACH   64 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:17:01.000,14 QUEENS,4160300015,QUEENS,1041587,156442,ONLINE,Unspecified,QUEENS,40.59588792020013,-73.79353908862726,"{'latitude': '40.59588792020013', 'longitude': '-73.79353908862726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828356,2023-09-16T23:01:17.000,2023-09-17T00:40:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11419,104-64 128 STREET,128 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,128 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T00:40:56.000,10 QUEENS,4095810038,QUEENS,1035040,190188,MOBILE,Unspecified,QUEENS,40.68855316839335,-73.81685961403421,"{'latitude': '40.68855316839335', 'longitude': '-73.81685961403421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58836498,2023-09-16T23:01:13.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Commercial Building,11207,2822 FULTON STREET,FULTON STREET,HENDRIX STREET,SCHENCK AVENUE,HENDRIX STREET,SCHENCK AVENUE,ADDRESS,BROOKLYN,FULTON STREET,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T11:58:12.000,05 BROOKLYN,3039480116,BROOKLYN,1014647,186386,PHONE,Unspecified,BROOKLYN,40.6782110850133,-73.89041046655232,"{'latitude': '40.6782110850133', 'longitude': '-73.89041046655232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58833689,2023-09-16T23:01:08.000,2023-09-16T23:28:33.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,962 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  158 STREET,WEST  159 STREET,WEST  158 STREET,WEST  159 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:28:36.000,12 MANHATTAN,1021080016,MANHATTAN,1000707,242898,ONLINE,Unspecified,MANHATTAN,40.83335894516632,-73.94052965189728,"{'latitude': '40.83335894516632', 'longitude': '-73.94052965189728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58826716,2023-09-16T23:01:04.000,2023-09-16T23:59:23.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11214,7608 BAY PARKWAY,BAY PARKWAY,76 STREET,AVENUE P,76 STREET,AVENUE P,ADDRESS,BROOKLYN,BAY PARKWAY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T23:59:27.000,11 BROOKLYN,3062417502,BROOKLYN,987531,160556,MOBILE,Unspecified,BROOKLYN,40.60736487275759,-73.98818364970174,"{'latitude': '40.60736487275759', 'longitude': '-73.98818364970174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830902,2023-09-16T23:01:03.000,2023-09-16T23:25:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10451,EAST  163 STREET,EAST  163 STREET,EAST  163 STREET,MELROSE AVENUE,EAST  163 STREET,MELROSE AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:26:01.000,03 BRONX,,BRONX,1008282,240025,ONLINE,Unspecified,BRONX,40.82545602251382,-73.91316632508766,"{'latitude': '40.82545602251382', 'longitude': '-73.91316632508766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58829539,2023-09-16T23:00:57.000,2023-09-16T23:22:31.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10463,3114 BAILEY AVENUE,BAILEY AVENUE,WEST  231 STREET,SUMMIT PLACE,WEST  231 STREET,SUMMIT PLACE,ADDRESS,BRONX,BAILEY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:22:35.000,08 BRONX,2032610031,BRONX,1011327,259315,PHONE,Unspecified,BRONX,40.87839250277802,-73.90208607260666,"{'latitude': '40.87839250277802', 'longitude': '-73.90208607260666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828151,2023-09-16T23:00:56.000,2023-09-16T23:56:24.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472,1063 WARD AVENUE,WARD AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,ADDRESS,BRONX,WARD AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:56:27.000,09 BRONX,2037150039,BRONX,1018422,240011,PHONE,Unspecified,BRONX,40.82538418735059,-73.87652806123705,"{'latitude': '40.82538418735059', 'longitude': '-73.87652806123705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830583,2023-09-16T23:00:48.000,2023-09-16T23:41:23.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10033,839 WEST  181 STREET,WEST  181 STREET,PINEHURST AVENUE,CABRINI BOULEVARD,PINEHURST AVENUE,CABRINI BOULEVARD,ADDRESS,NEW YORK,WEST  181 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:41:27.000,12 MANHATTAN,1021790106,MANHATTAN,1000876,249447,ONLINE,Unspecified,MANHATTAN,40.85133371541126,-73.9399027036168,"{'latitude': '40.85133371541126', 'longitude': '-73.9399027036168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58834820,2023-09-16T23:00:38.000,2023-09-17T00:00:42.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11378,53-47 67 STREET,67 STREET,DEAD END,53 DRIVE,DEAD END,53 DRIVE,ADDRESS,MASPETH,67 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:00:45.000,05 QUEENS,4024040033,QUEENS,1012556,205223,MOBILE,Unspecified,QUEENS,40.72992111763707,-73.8978699091725,"{'latitude': '40.72992111763707', 'longitude': '-73.8978699091725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830724,2023-09-16T23:00:35.000,2023-09-16T23:02:48.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:02:51.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58833334,2023-09-16T23:00:25.000,2023-09-16T23:22:30.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10002,245 ELDRIDGE STREET,ELDRIDGE STREET,STANTON STREET,EAST HOUSTON STREET,STANTON STREET,EAST HOUSTON STREET,ADDRESS,NEW YORK,ELDRIDGE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:22:35.000,03 MANHATTAN,1004220057,MANHATTAN,987124,202590,ONLINE,Unspecified,MANHATTAN,40.72273899761529,-73.98963152041297,"{'latitude': '40.72273899761529', 'longitude': '-73.98963152041297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58833620,2023-09-16T23:00:22.000,2023-09-16T23:21:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10014,57 MORTON STREET,MORTON STREET,BEDFORD STREET,HUDSON STREET,BEDFORD STREET,HUDSON STREET,ADDRESS,NEW YORK,MORTON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:21:16.000,02 MANHATTAN,1005840046,MANHATTAN,982622,205551,ONLINE,Unspecified,MANHATTAN,40.7308665389116,-74.00587402350327,"{'latitude': '40.7308665389116', 'longitude': '-74.00587402350327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58834830,2023-09-16T23:00:16.000,2023-09-16T23:14:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,1910 UNIVERSITY AVENUE,UNIVERSITY AVENUE,MORTON PLACE,WEST BURNSIDE AVENUE,MORTON PLACE,WEST BURNSIDE AVENUE,ADDRESS,BRONX,UNIVERSITY AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-16T23:14:31.000,05 BRONX,2028680098,BRONX,1008371,250069,MOBILE,Unspecified,BRONX,40.85302362533024,-73.91280862251332,"{'latitude': '40.85302362533024', 'longitude': '-73.91280862251332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58835799,2023-09-16T23:00:16.000,2023-09-16T23:29:42.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10468,2786 PARKVIEW TERRACE,PARKVIEW TERRACE,EAST  196 STREET,MORRIS AVENUE,EAST  196 STREET,MORRIS AVENUE,ADDRESS,BRONX,PARKVIEW TERRACE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T23:29:46.000,07 BRONX,2033180020,BRONX,1013259,256255,PHONE,Unspecified,BRONX,40.869987611529126,-73.89511296707015,"{'latitude': '40.869987611529126', 'longitude': '-73.89511296707015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58829631,2023-09-16T23:00:06.000,2023-09-16T23:18:05.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,561 WEST  141 STREET,WEST  141 STREET,HAMILTON PLACE,BROADWAY,HAMILTON PLACE,BROADWAY,ADDRESS,NEW YORK,WEST  141 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T23:18:10.000,09 MANHATTAN,1020730001,MANHATTAN,997700,239309,MOBILE,Unspecified,MANHATTAN,40.82351325869593,-73.95140318332777,"{'latitude': '40.82351325869593', 'longitude': '-73.95140318332777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58833480,2023-09-16T23:00:05.000,2023-09-16T23:24:00.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,3155 BROADWAY,BROADWAY,LA SALLE STREET,TIEMANN PLACE,LA SALLE STREET,TIEMANN PLACE,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:24:05.000,09 MANHATTAN,1019930086,MANHATTAN,995559,236037,ONLINE,Unspecified,MANHATTAN,40.81453554135292,-73.95914444206745,"{'latitude': '40.81453554135292', 'longitude': '-73.95914444206745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58833323,2023-09-16T23:00:04.000,2023-09-16T23:16:56.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11104,39-46 SKILLMAN AVENUE,SKILLMAN AVENUE,39 PLACE,40 STREET,39 PLACE,40 STREET,ADDRESS,SUNNYSIDE,SKILLMAN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T23:17:00.000,02 QUEENS,4001860026,QUEENS,1005251,211539,ONLINE,Unspecified,QUEENS,40.7472773258651,-73.92420714328257,"{'latitude': '40.7472773258651', 'longitude': '-73.92420714328257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58832041,2023-09-16T23:00:04.000,2023-09-16T23:20:03.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11419,101-38 132 STREET,132 STREET,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,SOUTH RICHMOND HILL,132 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T23:20:06.000,09 QUEENS,4094990020,QUEENS,1035578,191453,ONLINE,Unspecified,QUEENS,40.69202219065328,-73.81491004223899,"{'latitude': '40.69202219065328', 'longitude': '-73.81491004223899', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830901,2023-09-16T22:59:54.000,2023-09-16T23:21:41.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10455,370 EAST  153 STREET,EAST  153 STREET,COURTLANDT AVENUE,MELROSE AVENUE,COURTLANDT AVENUE,MELROSE AVENUE,ADDRESS,BRONX,EAST  153 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T23:21:46.000,01 BRONX,2023990010,BRONX,1007003,237751,ONLINE,Unspecified,BRONX,40.81921792607878,-73.91779538246868,"{'latitude': '40.81921792607878', 'longitude': '-73.91779538246868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58831809,2023-09-16T22:59:53.000,2023-09-16T23:11:22.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11205,125 NORTH PORTLAND AVENUE,NORTH PORTLAND AVENUE,AUBURN PLACE,NORTH OXFORD WALK,AUBURN PLACE,NORTH OXFORD WALK,ADDRESS,BROOKLYN,NORTH PORTLAND AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T23:11:26.000,02 BROOKLYN,3020410001,BROOKLYN,990897,192249,PHONE,Unspecified,BROOKLYN,40.69435337139692,-73.97602994339809,"{'latitude': '40.69435337139692', 'longitude': '-73.97602994339809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58832450,2023-09-16T22:59:53.000,2023-09-17T00:06:11.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11368,96-21 57 AVENUE,57 AVENUE,96 STREET,97 STREET,96 STREET,97 STREET,ADDRESS,CORONA,57 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T00:06:15.000,04 QUEENS,4019040047,QUEENS,1021786,207821,ONLINE,Unspecified,QUEENS,40.737017627346916,-73.86455295543492,"{'latitude': '40.737017627346916', 'longitude': '-73.86455295543492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58832408,2023-09-16T22:59:51.000,2023-09-16T23:20:33.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10024,75 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST   79 STREET,WEST   80 STREET,WEST   79 STREET,WEST   80 STREET,ADDRESS,NEW YORK,RIVERSIDE DRIVE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T23:20:36.000,07 MANHATTAN,1012440029,MANHATTAN,989179,225415,ONLINE,Unspecified,MANHATTAN,40.7853869159977,-73.98220100111536,"{'latitude': '40.7853869159977', 'longitude': '-73.98220100111536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58826773,2023-09-16T22:59:49.000,2023-09-16T23:02:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,101-33 132 STREET,132 STREET,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,SOUTH RICHMOND HILL,132 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:02:29.000,09 QUEENS,4095000062,QUEENS,1035575,191477,MOBILE,Unspecified,QUEENS,40.692088082362936,-73.81492067742141,"{'latitude': '40.692088082362936', 'longitude': '-73.81492067742141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830954,2023-09-16T22:59:48.000,2023-09-16T23:18:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,561 WEST  141 STREET,WEST  141 STREET,HAMILTON PLACE,BROADWAY,HAMILTON PLACE,BROADWAY,ADDRESS,NEW YORK,WEST  141 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T23:18:05.000,09 MANHATTAN,1020730001,MANHATTAN,997700,239309,MOBILE,Unspecified,MANHATTAN,40.82351325869593,-73.95140318332777,"{'latitude': '40.82351325869593', 'longitude': '-73.95140318332777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58833993,2023-09-16T22:59:44.000,2023-09-16T22:59:44.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11206,248 STAGG STREET,STAGG STREET,BUSHWICK AVENUE,WATERBURY STREET,BUSHWICK AVENUE,WATERBURY STREET,ADDRESS,BROOKLYN,STAGG STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-16T22:59:44.000,01 BROOKLYN,3030370016,BROOKLYN,1001128,197922,MOBILE,Unspecified,BROOKLYN,40.709910824673145,-73.93912124780817,"{'latitude': '40.709910824673145', 'longitude': '-73.93912124780817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830355,2023-09-16T22:59:41.000,2023-09-16T23:03:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10037,29 WEST  138 STREET,WEST  138 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,WEST  138 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:03:16.000,10 MANHATTAN,1017360027,MANHATTAN,1001505,236314,MOBILE,Unspecified,MANHATTAN,40.815286215929646,-73.93766286693861,"{'latitude': '40.815286215929646', 'longitude': '-73.93766286693861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58833038,2023-09-16T22:59:36.000,2023-09-17T00:38:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10474,899 FAILE STREET,FAILE STREET,SENECA AVENUE,GARRISON AVENUE,SENECA AVENUE,GARRISON AVENUE,ADDRESS,BRONX,FAILE STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T00:38:51.000,02 BRONX,2027610035,BRONX,1015278,237962,MOBILE,Unspecified,BRONX,40.81977187096115,-73.88789757717491,"{'latitude': '40.81977187096115', 'longitude': '-73.88789757717491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58831230,2023-09-16T22:59:28.000,2023-09-17T07:20:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10472,1046 OLMSTEAD AVENUE,OLMSTEAD AVENUE,CHATTERTON AVENUE,BLACKROCK AVENUE,CHATTERTON AVENUE,BLACKROCK AVENUE,ADDRESS,BRONX,OLMSTEAD AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T07:20:06.000,09 BRONX,2038070008,BRONX,1024837,241089,ONLINE,Unspecified,BRONX,40.82831583811931,-73.8533425886948,"{'latitude': '40.82831583811931', 'longitude': '-73.8533425886948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830958,2023-09-16T22:59:15.000,2023-09-16T23:21:25.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,JEROME PARK,JEROME PARK,WEST  205 STREET,WEST MOSHOLU PARKWAY SOUTH,WEST  205 STREET,WEST MOSHOLU PARKWAY SOUTH,UNRECOGNIZED,BRONX,JEROME PARK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T23:21:30.000,08 BRONX,2032460001,BRONX,1014175,259547,ONLINE,Unspecified,BRONX,40.87902007337708,-73.89178631054439,"{'latitude': '40.87902007337708', 'longitude': '-73.89178631054439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828334,2023-09-16T22:59:13.000,2023-09-16T23:27:51.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11101,49-19 VERNON BOULEVARD,VERNON BOULEVARD,49 AVENUE,50 AVENUE,49 AVENUE,50 AVENUE,ADDRESS,LONG ISLAND CITY,VERNON BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:27:55.000,02 QUEENS,4000420001,QUEENS,997017,210056,ONLINE,Unspecified,QUEENS,40.743222584101574,-73.95392655423186,"{'latitude': '40.743222584101574', 'longitude': '-73.95392655423186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
