unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,taxi_pick_up_location,vehicle_type,bridge_highway_direction
58858018,2023-09-19T20:21:06.000,2023-09-19T20:46:23.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10031,604 WEST  151 STREET,WEST  151 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  151 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T20:46:26.000,09 MANHATTAN,1020970034,MANHATTAN,998617,241812,MOBILE,Unspecified,MANHATTAN,40.83038183497885,-73.94808456914677,"{'latitude': '40.83038183497885', 'longitude': '-73.94808456914677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858672,2023-09-19T20:21:00.000,2023-09-21T11:49:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10314,211 HILLMAN AVENUE,HILLMAN AVENUE,MERRILL AVENUE,JARDINE AVENUE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-21T11:49:00.000,02 STATEN ISLAND,5015970113,STATEN ISLAND,938765,161796,PHONE,Unspecified,STATEN ISLAND,40.61065228448498,-74.16382001583247,"{'latitude': '40.61065228448498', 'longitude': '-74.16382001583247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858413,2023-09-19T20:20:46.000,2023-09-26T06:29:28.000,DOT,Department of Transportation,Highway Sign - Damaged,Other/Unknown,Highway,,,,,,,,,,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-26T06:29:34.000,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,Jackie Robinson/Interboro Pkwy,Roadway,Cypress Ave Vermont Place (Exit 2) - Bushwick Ave (Exit 1),,,Westbound
58865811,2023-09-19T20:20:44.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11218,100 CATON AVENUE,CATON AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,12 BROOKLYN,3053240001,BROOKLYN,989768,175109,PHONE,Unspecified,BROOKLYN,40.647308685037515,-73.98011531358515,"{'latitude': '40.647308685037515', 'longitude': '-73.98011531358515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58860052,2023-09-19T20:20:44.000,2023-10-09T11:03:18.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10031,2 ST NICHOLAS PLACE,ST NICHOLAS PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-09T00:00:00.000,09 MANHATTAN,1020530111,MANHATTAN,1000075,240461,PHONE,Unspecified,MANHATTAN,40.82667123486151,-73.94281924625871,"{'latitude': '40.82667123486151', 'longitude': '-73.94281924625871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865948,2023-09-19T20:20:33.000,2023-09-23T18:31:52.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11691,29-18 MARTIN COURT,MARTIN COURT,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,14 QUEENS,4157380104,QUEENS,1049073,159051,ONLINE,Unspecified,QUEENS,40.60299748085235,-73.76655834366564,"{'latitude': '40.60299748085235', 'longitude': '-73.76655834366564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58868783,2023-09-19T20:20:00.000,2023-09-21T18:03:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10013,59 FRANKLIN STREET,FRANKLIN STREET,BENSON PL,CORTLANDT ALLY,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-21T18:03:00.000,01 MANHATTAN,1001710005,MANHATTAN,983465,200534,ONLINE,Unspecified,MANHATTAN,40.717096204838214,-74.00283179101201,"{'latitude': '40.717096204838214', 'longitude': '-74.00283179101201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58861489,2023-09-19T20:19:58.000,2023-09-19T20:51:51.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11367,64-01 155 STREET,155 STREET,64 AVENUE,65 AVENUE,64 AVENUE,65 AVENUE,ADDRESS,FLUSHING,155 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T20:51:56.000,08 QUEENS,4067460026,QUEENS,1035996,208116,PHONE,Unspecified,QUEENS,40.73775560393907,-73.81327464536338,"{'latitude': '40.73775560393907', 'longitude': '-73.81327464536338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857500,2023-09-19T20:19:53.000,2023-09-19T20:32:10.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11211,DIVISION AVENUE,DIVISION AVENUE,DIVISION AVENUE,DRIGGS AVENUE,DIVISION AVENUE,DRIGGS AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T20:32:13.000,01 BROOKLYN,,BROOKLYN,994579,197107,PHONE,Unspecified,BROOKLYN,40.7076839118359,-73.96274466211541,"{'latitude': '40.7076839118359', 'longitude': '-73.96274466211541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857795,2023-09-19T20:19:38.000,2023-09-19T20:20:19.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11232,849 42 STREET,42 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,42 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T20:20:22.000,12 BROOKLYN,3009230056,BROOKLYN,984818,174248,ONLINE,Unspecified,BROOKLYN,40.6449471267718,-73.99795322543724,"{'latitude': '40.6449471267718', 'longitude': '-73.99795322543724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857628,2023-09-19T20:19:35.000,2023-09-19T20:57:40.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11236,611 EAST   95 STREET,EAST   95 STREET,AVENUE A,AVENUE B,AVENUE A,AVENUE B,ADDRESS,BROOKLYN,EAST   95 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T20:57:46.000,17 BROOKLYN,3047550036,BROOKLYN,1008109,177217,MOBILE,Unspecified,BROOKLYN,40.653064264758356,-73.91401418362257,"{'latitude': '40.653064264758356', 'longitude': '-73.91401418362257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856718,2023-09-19T20:19:33.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Park,11233,455 RALPH AVENUE,RALPH AVENUE,ST MARKS AVENUE,PROSPECT PLACE,ST MARKS AVENUE,PROSPECT PLACE,ADDRESS,BROOKLYN,RALPH AVENUE,In Progress,,2023-11-17T13:25:15.000,16 BROOKLYN,3014570013,BROOKLYN,1005850,184678,PHONE,Unspecified,BROOKLYN,40.67354884861354,-73.92213152141817,"{'latitude': '40.67354884861354', 'longitude': '-73.92213152141817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58876203,2023-09-19T20:19:20.000,2023-09-22T00:00:00.000,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,10305,1055 HYLAN BOULEVARD,HYLAN BOULEVARD,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-22T00:00:00.000,02 STATEN ISLAND,5032300001,STATEN ISLAND,962670,157316,UNKNOWN,Unspecified,STATEN ISLAND,40.59844606608355,-74.07770887256657,"{'latitude': '40.59844606608355', 'longitude': '-74.07770887256657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58859712,2023-09-19T20:19:09.000,2023-09-19T20:28:43.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10027,5 WEST  123 STREET,WEST  123 STREET,MOUNT MORRIS PARK WEST,LENOX AVENUE,MOUNT MORRIS PARK WEST,LENOX AVENUE,ADDRESS,NEW YORK,WEST  123 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T20:28:46.000,10 MANHATTAN,1017210050,MANHATTAN,999461,232888,ONLINE,Unspecified,MANHATTAN,40.805886555178425,-73.94505498651843,"{'latitude': '40.805886555178425', 'longitude': '-73.94505498651843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857064,2023-09-19T20:19:00.000,2023-09-19T22:02:22.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11220,5401 8 AVENUE,8 AVENUE,54 STREET,55 STREET,54 STREET,55 STREET,ADDRESS,BROOKLYN,8 AVENUE,Closed,N/A,2023-09-19T22:02:27.000,12 BROOKLYN,3056720010,BROOKLYN,982551,172004,ONLINE,Unspecified,BROOKLYN,40.63878768362115,-74.00612174119276,"{'latitude': '40.63878768362115', 'longitude': '-74.00612174119276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58879343,2023-09-19T20:18:56.000,2023-09-19T20:18:56.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10031,2 SAINT NICHOLAS PLACE,SAINT NICHOLAS PLACE,,,,,ADDRESS,NEW YORK,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-19T00:00:00.000,09 MANHATTAN,1020530111,MANHATTAN,1000075,240461,UNKNOWN,Unspecified,MANHATTAN,40.82667123486151,-73.94281924625871,"{'latitude': '40.82667123486151', 'longitude': '-73.94281924625871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862763,2023-09-19T20:18:13.000,2023-09-20T04:15:39.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10469,925 DUNCAN STREET,DUNCAN STREET,RADCLIFF AVENUE,COLDEN AVENUE,RADCLIFF AVENUE,COLDEN AVENUE,ADDRESS,BRONX,DUNCAN STREET,Closed,The Department of Sanitation removed the items.,2023-09-20T04:15:44.000,12 BRONX,2046340009,BRONX,1022922,257405,PHONE,Unspecified,BRONX,40.87310695922286,-73.86016814171077,"{'latitude': '40.87310695922286', 'longitude': '-73.86016814171077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856079,2023-09-19T20:18:11.000,2023-09-19T20:45:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11435,88-02 139 STREET,139 STREET,88 AVENUE,88 ROAD,88 AVENUE,88 ROAD,ADDRESS,JAMAICA,139 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T20:45:51.000,12 QUEENS,4096200020,QUEENS,1035851,195662,MOBILE,Unspecified,QUEENS,40.7035733017971,-73.81389335468357,"{'latitude': '40.7035733017971', 'longitude': '-73.81389335468357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857678,2023-09-19T20:18:00.000,2023-09-19T21:10:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Sgnl Mult Lamps,,11223,,,,,CONEY ISLAND AVENUE,QUENTIN ROAD,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T21:10:00.000,15 BROOKLYN,,BROOKLYN,994811,160732,UNKNOWN,Unspecified,BROOKLYN,40.60784227081624,-73.9619648365069,"{'latitude': '40.60784227081624', 'longitude': '-73.9619648365069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58864420,2023-09-19T20:17:46.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Bare Hands in Contact w/ Food,Restaurant/Bar/Deli/Bakery,10314,180 WEST SERVICE ROAD,WEST SERVICE ROAD,W SHORE EXPWY SB EN VICTORY BLVD,WILD AVENUE,W SHORE EXPWY SB EN VICTORY BLVD,WILD AVENUE,ADDRESS,STATEN ISLAND,WEST SERVICE ROAD,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-20T07:55:20.000,02 STATEN ISLAND,5026540001,STATEN ISLAND,930461,153572,PHONE,Unspecified,STATEN ISLAND,40.58803260780057,-74.19366235450107,"{'latitude': '40.58803260780057', 'longitude': '-74.19366235450107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867135,2023-09-19T20:17:41.000,2023-09-19T20:48:00.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11691,327 BEACH   19 STREET,BEACH   19 STREET,PLAINVIEW AVENUE,BROOKHAVEN AVENUE,PLAINVIEW AVENUE,BROOKHAVEN AVENUE,ADDRESS,FAR ROCKAWAY,BEACH   19 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T20:48:03.000,14 QUEENS,4156360001,QUEENS,1052909,157445,PHONE,Unspecified,QUEENS,40.59856046467798,-73.75276047233785,"{'latitude': '40.59856046467798', 'longitude': '-73.75276047233785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863862,2023-09-19T20:17:27.000,2023-10-07T17:07:10.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11372,37-46 72 STREET,72 STREET,,,,,ADDRESS,JACKSON HEIGHTS,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,03 QUEENS,4012827501,QUEENS,1013683,211638,PHONE,Unspecified,QUEENS,40.74752501080781,-73.89377554811362,"{'latitude': '40.74752501080781', 'longitude': '-73.89377554811362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858148,2023-09-19T20:17:27.000,2023-09-22T23:58:20.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10461,1951 EDISON AVENUE,EDISON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,10 BRONX,2042330046,BRONX,1030710,249295,PHONE,Unspecified,BRONX,40.85080993862205,-73.83206424307274,"{'latitude': '40.85080993862205', 'longitude': '-73.83206424307274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861150,2023-09-19T20:17:10.000,2023-09-19T20:58:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,60-17 59 ROAD,59 ROAD,60 STREET,60 LANE,60 STREET,60 LANE,ADDRESS,MASPETH,59 ROAD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T20:58:24.000,05 QUEENS,4027280088,QUEENS,1010402,200944,MOBILE,Unspecified,QUEENS,40.718182937426654,-73.90565831800562,"{'latitude': '40.718182937426654', 'longitude': '-73.90565831800562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58859120,2023-09-19T20:17:00.000,2023-09-20T18:26:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10005,15 BROAD STREET,BROAD STREET,NASSAU ST,EXCHANGE PL,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-20T18:26:00.000,01 MANHATTAN,1000267501,MANHATTAN,981194,196685,ONLINE,Unspecified,MANHATTAN,40.70653112258488,-74.0110223971889,"{'latitude': '40.70653112258488', 'longitude': '-74.0110223971889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58858646,2023-09-19T20:16:57.000,2023-09-28T09:03:25.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11378,66 STREET,66 STREET,56 AVENUE,BORDEN AVENUE,56 AVENUE,BORDEN AVENUE,BLOCKFACE,,,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-28T09:03:28.000,Unspecified QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,,,,,,
58867529,2023-09-19T20:16:57.000,2023-09-19T20:32:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11224,3201 NEPTUNE AVENUE,NEPTUNE AVENUE,WEST   32 STREET,WEST   33 STREET,WEST   32 STREET,WEST   33 STREET,ADDRESS,BROOKLYN,NEPTUNE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T20:33:03.000,13 BROOKLYN,3069640002,BROOKLYN,984475,149626,ONLINE,Unspecified,BROOKLYN,40.57736482016159,-73.99919003821046,"{'latitude': '40.57736482016159', 'longitude': '-73.99919003821046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865763,2023-09-19T20:16:47.000,2023-09-19T22:35:04.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11201,365 BRIDGE STREET,BRIDGE STREET,METROTECH ROADWAY,WILLOUGHBY STREET,METROTECH ROADWAY,WILLOUGHBY STREET,ADDRESS,BROOKLYN,BRIDGE STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T22:35:08.000,02 BROOKLYN,3020587501,BROOKLYN,988339,191555,MOBILE,Unspecified,BROOKLYN,40.69245005356364,-73.98525488750055,"{'latitude': '40.69245005356364', 'longitude': '-73.98525488750055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869218,2023-09-19T20:16:34.000,2023-09-19T21:01:28.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11421,80-40 87 AVENUE,87 AVENUE,80 STREET,85 STREET,80 STREET,85 STREET,ADDRESS,WOODHAVEN,87 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T21:01:31.000,09 QUEENS,4089180012,QUEENS,1022886,191261,MOBILE,Unspecified,QUEENS,40.69155970350215,-73.86067869974856,"{'latitude': '40.69155970350215', 'longitude': '-73.86067869974856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869403,2023-09-19T20:16:18.000,2023-09-19T22:01:30.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10029,327 EAST  108 STREET,EAST  108 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST  108 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T22:01:34.000,11 MANHATTAN,1016800017,MANHATTAN,1000813,227596,ONLINE,Unspecified,MANHATTAN,40.79135902936415,-73.94018436098989,"{'latitude': '40.79135902936415', 'longitude': '-73.94018436098989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861559,2023-09-19T20:16:00.000,2023-09-27T08:44:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10304,61 STANWICH STREET,STANWICH STREET,GATEWAY DR,PAMELA LA,STANWICH STREET,GATEWAY DRIVE,INTERSECTION,STATEN ISLAND,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-27T08:44:00.000,02 STATEN ISLAND,5031737502,STATEN ISLAND,959437,158463,UNKNOWN,Unspecified,STATEN ISLAND,40.60158588514468,-74.08935500522232,"{'latitude': '40.60158588514468', 'longitude': '-74.08935500522232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858068,2023-09-19T20:15:58.000,2023-09-22T00:11:33.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10452,975 WALTON AVENUE,WALTON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,04 BRONX,2024760022,BRONX,1005614,241459,PHONE,Unspecified,BRONX,40.829398797965425,-73.92280191014713,"{'latitude': '40.829398797965425', 'longitude': '-73.92280191014713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866300,2023-09-19T20:15:47.000,2023-09-22T08:51:39.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10466,3913 PROVOST AVENUE,PROVOST AVENUE,EAST 233 STREET,BX-WESTCHESTER CNTY BOUNDARY,EAST  233 STREET,BX-WESTCHESTER CNTY BOUNDARY,ADDRESS,BRONX,PROVOST AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-19T20:15:47.000,12 BRONX,2049730005,BRONX,1031859,263348,ONLINE,Unspecified,BRONX,40.889374932615176,-73.82781119284603,"{'latitude': '40.889374932615176', 'longitude': '-73.82781119284603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861145,2023-09-19T20:15:32.000,2023-09-19T22:07:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11234,1528 EAST   32 STREET,EAST   32 STREET,EAST   31 STREET,AVENUE P,EAST   31 STREET,AVENUE P,ADDRESS,BROOKLYN,EAST   32 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T22:07:53.000,18 BROOKLYN,3076930058,BROOKLYN,1000186,163485,MOBILE,Unspecified,BROOKLYN,40.615390651522546,-73.94260042322618,"{'latitude': '40.615390651522546', 'longitude': '-73.94260042322618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856487,2023-09-19T20:15:24.000,2023-09-20T03:27:55.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11354,135-11 40 ROAD,40 ROAD,PRINCE STREET,MAIN STREET,PRINCE STREET,MAIN STREET,ADDRESS,FLUSHING,40 ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T03:27:58.000,07 QUEENS,4050367501,QUEENS,1031309,215799,MOBILE,Unspecified,QUEENS,40.75886964646665,-73.83013387081643,"{'latitude': '40.75886964646665', 'longitude': '-73.83013387081643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58868170,2023-09-19T20:15:22.000,2023-09-19T20:15:22.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Vacant Lot,11238,1010 DOWNING STREET,DOWNING STREET,DOWNING STREET,FULTON STREET,DOWNING STREET,FULTON STREET,INTERSECTION,BROOKLYN,,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-19T20:15:22.000,02 BROOKLYN,,BROOKLYN,995179,187809,PHONE,Unspecified,BROOKLYN,40.6821623400272,-73.96059562768629,"{'latitude': '40.6821623400272', 'longitude': '-73.96059562768629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866143,2023-09-19T20:15:00.000,2023-09-19T21:45:48.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11213,740 EMPIRE BOULEVARD,EMPIRE BOULEVARD,ALBANY AVENUE,TROY AVENUE,ALBANY AVENUE,TROY AVENUE,ADDRESS,BROOKLYN,EMPIRE BOULEVARD,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-19T21:45:52.000,09 BROOKLYN,3014260040,BROOKLYN,1001488,181117,MOBILE,Unspecified,BROOKLYN,40.66378426870688,-73.93786572797629,"{'latitude': '40.66378426870688', 'longitude': '-73.93786572797629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865958,2023-09-19T20:14:47.000,2023-09-29T02:02:42.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11220,6701 5 AVENUE,5 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,10 BROOKLYN,3058560021,BROOKLYN,978650,170797,ONLINE,Unspecified,BROOKLYN,40.63547311867257,-74.02017660282871,"{'latitude': '40.63547311867257', 'longitude': '-74.02017660282871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869902,2023-09-19T20:14:38.000,2023-09-29T16:11:46.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10452,121 CLARKE PLACE EAST,CLARKE PLACE EAST,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,04 BRONX,2028400088,BRONX,1007316,244400,PHONE,Unspecified,BRONX,40.83746671114419,-73.91664168147256,"{'latitude': '40.83746671114419', 'longitude': '-73.91664168147256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856214,2023-09-19T20:14:31.000,2023-09-20T20:19:34.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11212,535 EAST   98 STREET,EAST   98 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",2023-09-20T00:00:00.000,16 BROOKLYN,3036200005,BROOKLYN,1008423,178284,ONLINE,Unspecified,BROOKLYN,40.65599209357402,-73.91287873046097,"{'latitude': '40.65599209357402', 'longitude': '-73.91287873046097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
