unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,road_ramp,taxi_company_borough
58935247,2023-09-26T17:27:33.000,2023-09-26T22:02:16.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11413,130-49 224 STREET,224 STREET,130 AVENUE,131 AVENUE,130 AVENUE,131 AVENUE,ADDRESS,SPRINGFIELD GARDENS,224 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T22:02:19.000,13 QUEENS,4129020012,QUEENS,1055493,187976,PHONE,Unspecified,QUEENS,40.68234075825143,-73.74313321107029,"{'latitude': '40.68234075825143', 'longitude': '-73.74313321107029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58934986,2023-09-26T17:27:18.000,2023-10-17T20:55:18.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11226,530 PARKSIDE AVENUE,PARKSIDE AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-17T00:00:00.000,09 BROOKLYN,3050560014,BROOKLYN,996619,178251,PHONE,Unspecified,BROOKLYN,40.6559258716174,-73.9554212641334,"{'latitude': '40.6559258716174', 'longitude': '-73.9554212641334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58928874,2023-09-26T17:27:13.000,2023-10-25T05:22:33.000,DOT,Department of Transportation,Broken Parking Meter,Coin or Card Did Not Register,Street,11432,153 STREET,153 STREET,89 AVENUE,JAMAICA AVENUE,89 AVENUE,JAMAICA AVENUE,BLOCKFACE,,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-25T05:22:37.000,Unspecified QUEENS,,QUEENS,1038969,195562,PHONE,Unspecified,QUEENS,40.70328009419245,-73.80264867563042,"{'latitude': '40.70328009419245', 'longitude': '-73.80264867563042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58928753,2023-09-26T17:27:12.000,2023-10-13T20:41:53.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10034,579 WEST  204 STREET,WEST  204 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-10-13T00:00:00.000,12 MANHATTAN,1022220045,MANHATTAN,1005961,254260,PHONE,Unspecified,MANHATTAN,40.864532913149546,-73.92150658940508,"{'latitude': '40.864532913149546', 'longitude': '-73.92150658940508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930513,2023-09-26T17:27:09.000,2023-09-26T19:01:36.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10467,2545 WHITE PLAINS ROAD,WHITE PLAINS ROAD,MACE AVENUE,ALLERTON AVENUE,MACE AVENUE,ALLERTON AVENUE,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,N/A,2023-09-26T19:01:40.000,11 BRONX,,BRONX,1020923,254044,ONLINE,Unspecified,BRONX,40.863890581381426,-73.86741459366804,"{'latitude': '40.863890581381426', 'longitude': '-73.86741459366804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929855,2023-09-26T17:27:02.000,2023-10-02T11:02:16.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10452,163 WEST  161 STREET,WEST  161 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,04 BRONX,2025240102,BRONX,1003306,241941,ONLINE,Unspecified,BRONX,40.83072703065269,-73.93114041714138,"{'latitude': '40.83072703065269', 'longitude': '-73.93114041714138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58928598,2023-09-26T17:27:02.000,2023-09-29T09:37:54.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10452,163 WEST  161 STREET,WEST  161 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,04 BRONX,2025240102,BRONX,1003306,241941,ONLINE,Unspecified,BRONX,40.83072703065269,-73.93114041714138,"{'latitude': '40.83072703065269', 'longitude': '-73.93114041714138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58925735,2023-09-26T17:26:46.000,2023-09-26T17:39:31.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10019,2 COLUMBUS CIRCLE,COLUMBUS CIRCLE,BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,ADDRESS,NEW YORK,COLUMBUS CIRCLE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T17:39:35.000,05 MANHATTAN,1010300001,MANHATTAN,989248,218971,MOBILE,Unspecified,MANHATTAN,40.767699792898384,-73.9819566299384,"{'latitude': '40.767699792898384', 'longitude': '-73.9819566299384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929731,2023-09-26T17:26:46.000,2023-09-26T17:57:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10026,62 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  113 STREET,WEST  114 STREET,WEST  113 STREET,WEST  114 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T17:57:22.000,10 MANHATTAN,,MANHATTAN,997397,231092,ONLINE,Unspecified,MANHATTAN,40.80096034133185,-73.95251406076567,"{'latitude': '40.80096034133185', 'longitude': '-73.95251406076567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58934130,2023-09-26T17:26:28.000,2023-09-27T04:40:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11417,106-55 96 STREET,96 STREET,ROCKAWAY BOULEVARD,108 AVENUE,ROCKAWAY BOULEVARD,108 AVENUE,ADDRESS,OZONE PARK,96 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T04:40:59.000,10 QUEENS,4091670110,QUEENS,1027825,187101,MOBILE,Unspecified,QUEENS,40.68011853428225,-73.84289562053462,"{'latitude': '40.68011853428225', 'longitude': '-73.84289562053462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58928470,2023-09-26T17:26:21.000,2023-09-26T17:43:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11203,626 EAST NEW YORK AVENUE,EAST NEW YORK AVENUE,KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,ADDRESS,BROOKLYN,EAST NEW YORK AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T17:43:50.000,09 BROOKLYN,3047940018,BROOKLYN,1000379,180505,ONLINE,Unspecified,BROOKLYN,40.66210655412959,-73.94186457491172,"{'latitude': '40.66210655412959', 'longitude': '-73.94186457491172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933113,2023-09-26T17:26:19.000,2023-09-28T13:43:24.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Sidewalk,11208,711 EUCLID AVENUE,EUCLID AVENUE,DUMONT AVENUE,LINDEN BOULEVARD,DUMONT AVENUE,LINDEN BOULEVARD,ADDRESS,BROOKLYN,EUCLID AVENUE,Closed,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,2023-09-28T13:43:27.000,05 BROOKLYN,3044610050,BROOKLYN,1020187,183201,ONLINE,Unspecified,BROOKLYN,40.66944822809982,-73.87045425355291,"{'latitude': '40.66944822809982', 'longitude': '-73.87045425355291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930220,2023-09-26T17:26:17.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11211,312 SOUTH THIRD STREET,SOUTH THIRD STREET,RODNEY STREET,KEAP STREET,RODNEY STREET,KEAP STREET,ADDRESS,BROOKLYN,SOUTH    3 STREET,In Progress,,,01 BROOKLYN,3024360012,BROOKLYN,996776,197840,MOBILE,Unspecified,BROOKLYN,40.70969298558573,-73.95481901112109,"{'latitude': '40.70969298558573', 'longitude': '-73.95481901112109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58928859,2023-09-26T17:26:14.000,2023-09-27T00:42:42.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10465,COLLIS PLACE,COLLIS PLACE,COLLIS PLACE,SWINTON AVENUE,COLLIS PLACE,SWINTON AVENUE,INTERSECTION,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-27T00:42:48.000,10 BRONX,,BRONX,1034386,236154,PHONE,Unspecified,BRONX,40.81472164471806,-73.81887511135292,"{'latitude': '40.81472164471806', 'longitude': '-73.81887511135292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935603,2023-09-26T17:25:57.000,2023-09-26T18:41:26.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11368,35-08 109 STREET,109 STREET,35 AVENUE,36 AVENUE,35 AVENUE,36 AVENUE,ADDRESS,CORONA,109 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T18:41:28.000,03 QUEENS,4017510014,QUEENS,1023253,214527,MOBILE,Unspecified,QUEENS,40.75541754369218,-73.85922046822054,"{'latitude': '40.75541754369218', 'longitude': '-73.85922046822054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933338,2023-09-26T17:25:31.000,2023-09-26T18:09:34.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11354,40-52 MAIN STREET,MAIN STREET,41 AVENUE,41 AVENUE,41 AVENUE,41 AVENUE,ADDRESS,FLUSHING,MAIN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T18:09:39.000,07 QUEENS,4050370063,QUEENS,1031457,215646,ONLINE,Unspecified,QUEENS,40.75844891241976,-73.82960071950586,"{'latitude': '40.75844891241976', 'longitude': '-73.82960071950586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927900,2023-09-26T17:24:59.000,2023-09-26T20:00:28.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,10034,245 DYCKMAN STREET,DYCKMAN STREET,SEAMAN AVENUE,PAYSON AVENUE,SEAMAN AVENUE,PAYSON AVENUE,ADDRESS,NEW YORK,DYCKMAN STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T20:00:32.000,12 MANHATTAN,1022470056,MANHATTAN,1004102,254919,ONLINE,Unspecified,MANHATTAN,40.8663460440045,-73.9282256165504,"{'latitude': '40.8663460440045', 'longitude': '-73.9282256165504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58934290,2023-09-26T17:24:40.000,2023-09-27T11:39:54.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11216,1227 PACIFIC STREET,PACIFIC STREET,BEDFORD AVENUE,NOSTRAND AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,PACIFIC STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-27T11:39:59.000,08 BROOKLYN,3012000016,BROOKLYN,997550,186222,ONLINE,Unspecified,BROOKLYN,40.67780314057835,-73.95205015061913,"{'latitude': '40.67780314057835', 'longitude': '-73.95205015061913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927870,2023-09-26T17:24:23.000,2023-09-28T08:11:09.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11105,21-72 43 STREET,43 STREET,21 AVENUE,DITMARS BOULEVARD,21 AVENUE,DITMARS BOULEVARD,ADDRESS,ASTORIA,43 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-28T08:15:24.000,01 QUEENS,4007850062,QUEENS,1011072,220534,PHONE,Unspecified,QUEENS,40.77195054159503,-73.90316321369757,"{'latitude': '40.77195054159503', 'longitude': '-73.90316321369757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931282,2023-09-26T17:24:11.000,2023-10-06T16:29:51.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10034,579 WEST  204 STREET,WEST  204 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,12 MANHATTAN,1022220045,MANHATTAN,1005961,254260,ONLINE,Unspecified,MANHATTAN,40.864532913149546,-73.92150658940508,"{'latitude': '40.864532913149546', 'longitude': '-73.92150658940508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58928748,2023-09-26T17:24:11.000,2023-10-06T16:29:51.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10034,579 WEST  204 STREET,WEST  204 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,12 MANHATTAN,1022220045,MANHATTAN,1005961,254260,ONLINE,Unspecified,MANHATTAN,40.864532913149546,-73.92150658940508,"{'latitude': '40.864532913149546', 'longitude': '-73.92150658940508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931534,2023-09-26T17:24:11.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11211,310 SOUTH    3 STREET,SOUTH    3 STREET,RODNEY STREET,KEAP STREET,RODNEY STREET,KEAP STREET,ADDRESS,BROOKLYN,SOUTH    3 STREET,In Progress,,,01 BROOKLYN,3024360010,BROOKLYN,996758,197848,MOBILE,Unspecified,BROOKLYN,40.70971496915004,-73.9548839218265,"{'latitude': '40.70971496915004', 'longitude': '-73.9548839218265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933897,2023-09-26T17:24:11.000,2023-10-06T16:29:51.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10034,579 WEST  204 STREET,WEST  204 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,12 MANHATTAN,1022220045,MANHATTAN,1005961,254260,ONLINE,Unspecified,MANHATTAN,40.864532913149546,-73.92150658940508,"{'latitude': '40.864532913149546', 'longitude': '-73.92150658940508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58932065,2023-09-26T17:24:05.000,2023-09-26T17:56:45.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11358,40-17 165 STREET,165 STREET,STATION ROAD,NORTHERN BOULEVARD,STATION ROAD,NORTHERN BOULEVARD,ADDRESS,FLUSHING,165 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T17:56:49.000,07 QUEENS,4053400019,QUEENS,1039366,216633,MOBILE,Unspecified,QUEENS,40.76111220215641,-73.80104424279982,"{'latitude': '40.76111220215641', 'longitude': '-73.80104424279982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58932387,2023-09-26T17:24:04.000,2023-10-03T15:12:34.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,RESIDENTIAL BUILDING,10460,622 MEAD STREET,MEAD STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,11 BRONX,2040260010,BRONX,1021117,246203,PHONE,Unspecified,BRONX,40.84236858504089,-73.86675633834774,"{'latitude': '40.84236858504089', 'longitude': '-73.86675633834774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931654,2023-09-26T17:24:00.000,2023-10-04T13:52:22.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,10032,RIVERSIDE DRIVE,RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST  165 STREET,RIVERSIDE DRIVE,WEST  165 STREET,INTERSECTION,,,Closed,The Department of Transportation inspected the condition you reported. It has been entered into the maintenance system. It will be repaired within 30 days.,2023-10-04T13:52:27.000,12 MANHATTAN,,MANHATTAN,999557,245700,PHONE,Unspecified,MANHATTAN,40.841051689545516,-73.9446789892306,"{'latitude': '40.841051689545516', 'longitude': '-73.9446789892306', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935009,2023-09-26T17:23:28.000,2023-09-27T21:18:28.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10451,750 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,04 BRONX,2024580026,BRONX,1005104,239088,PHONE,Unspecified,BRONX,40.822892299365904,-73.92465214640484,"{'latitude': '40.822892299365904', 'longitude': '-73.92465214640484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58925833,2023-09-26T17:23:09.000,2023-09-26T20:45:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11432,82-05 165 STREET,165 STREET,GOETHALS AVENUE,82 ROAD,GOETHALS AVENUE,82 ROAD,ADDRESS,JAMAICA,165 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T20:45:08.000,08 QUEENS,4070400024,QUEENS,1039227,201425,ONLINE,Unspecified,QUEENS,40.719370995014934,-73.80167029154968,"{'latitude': '40.719370995014934', 'longitude': '-73.80167029154968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930877,2023-09-26T17:23:03.000,2023-09-26T17:43:55.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11416,102-02 95 AVENUE,95 AVENUE,102 STREET,103 STREET,102 STREET,103 STREET,ADDRESS,OZONE PARK,95 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T17:43:59.000,09 QUEENS,4093820004,QUEENS,1028061,190208,PHONE,Unspecified,QUEENS,40.6886453612575,-73.8420245511481,"{'latitude': '40.6886453612575', 'longitude': '-73.8420245511481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933559,2023-09-26T17:22:45.000,2023-09-26T17:55:18.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,3510 DECATUR AVENUE,DECATUR AVENUE,EAST GUN HILL ROAD,EAST  211 STREET,EAST GUN HILL ROAD,EAST  211 STREET,ADDRESS,BRONX,DECATUR AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T17:55:24.000,07 BRONX,2033560178,BRONX,1019537,259574,ONLINE,Unspecified,BRONX,40.87907437035295,-73.87239632556383,"{'latitude': '40.87907437035295', 'longitude': '-73.87239632556383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930446,2023-09-26T17:22:28.000,2023-10-07T11:31:14.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11211,375 SOUTH    1 STREET,SOUTH    1 STREET,BORINQUEN PLACE,HOOPER STREET,BORINQUEN PLACE,HOOPER STREET,ADDRESS,BROOKLYN,SOUTH    1 STREET,Closed,The Department of Sanitation cleaned the location.,2023-10-03T23:43:26.000,01 BROOKLYN,3023990023,BROOKLYN,997391,198162,ONLINE,Unspecified,BROOKLYN,40.71057590702431,-73.9526000924631,"{'latitude': '40.71057590702431', 'longitude': '-73.9526000924631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935353,2023-09-26T17:22:21.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11211,300 SOUTH    3 STREET,SOUTH    3 STREET,RODNEY STREET,KEAP STREET,RODNEY STREET,KEAP STREET,ADDRESS,BROOKLYN,SOUTH    3 STREET,In Progress,,,01 BROOKLYN,3024360006,BROOKLYN,996671,197890,MOBILE,Unspecified,BROOKLYN,40.70983037173546,-73.95519765135671,"{'latitude': '40.70983037173546', 'longitude': '-73.95519765135671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931261,2023-09-26T17:22:19.000,2023-10-11T09:00:07.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10468,2856 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,08 BRONX,2032500071,BRONX,1011734,257483,PHONE,Unspecified,BRONX,40.87336297316026,-73.90062182502744,"{'latitude': '40.87336297316026', 'longitude': '-73.90062182502744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58928430,2023-09-26T17:22:18.000,2023-09-26T20:39:04.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11365,65-44 162 STREET,162 STREET,65 AVENUE,160 STREET,65 AVENUE,160 STREET,ADDRESS,FRESH MEADOWS,162 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T20:39:07.000,08 QUEENS,4067910001,QUEENS,1037833,207394,ONLINE,Unspecified,QUEENS,40.735762958519224,-73.80665160569139,"{'latitude': '40.735762958519224', 'longitude': '-73.80665160569139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58934573,2023-09-26T17:22:03.000,2023-09-26T20:10:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11105,20-24 36 STREET,36 STREET,20 AVENUE,20 ROAD,20 AVENUE,20 ROAD,ADDRESS,ASTORIA,36 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T20:10:09.000,01 QUEENS,4008280058,QUEENS,1010684,222499,MOBILE,Unspecified,QUEENS,40.777345116782996,-73.90455629826714,"{'latitude': '40.777345116782996', 'longitude': '-73.90455629826714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58926686,2023-09-26T17:22:03.000,2023-09-27T09:45:57.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11203,590 EAST   37 STREET,EAST   37 STREET,CLARENDON ROAD,AVENUE D,CLARENDON ROAD,AVENUE D,ADDRESS,BROOKLYN,EAST   37 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T09:46:01.000,17 BROOKLYN,3049530023,BROOKLYN,1000366,173407,PHONE,Unspecified,BROOKLYN,40.6426241184289,-73.94192839280686,"{'latitude': '40.6426241184289', 'longitude': '-73.94192839280686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927007,2023-09-26T17:21:43.000,2023-09-26T17:54:57.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10002,EAST HOUSTON STREET,EAST HOUSTON STREET,EAST HOUSTON STREET,LUDLOW STREET,EAST HOUSTON STREET,LUDLOW STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T17:55:01.000,03 MANHATTAN,,MANHATTAN,987816,202492,PHONE,Unspecified,MANHATTAN,40.72246975943296,-73.98713505606007,"{'latitude': '40.72246975943296', 'longitude': '-73.98713505606007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58932119,2023-09-26T17:21:28.000,2023-09-26T17:26:42.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10314,2355 RICHMOND AVENUE,RICHMOND AVENUE,DRAPER PLACE,NOME AVENUE,DRAPER PLACE,NOME AVENUE,ADDRESS,STATEN ISLAND,RICHMOND AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T17:26:45.000,02 STATEN ISLAND,5023800040,STATEN ISLAND,938380,154695,ONLINE,Unspecified,STATEN ISLAND,40.59115953015867,-74.16515841895368,"{'latitude': '40.59115953015867', 'longitude': '-74.16515841895368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927237,2023-09-26T17:21:20.000,2023-09-26T19:50:25.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10460,932 EAST  173 STREET,EAST  173 STREET,SOUTHERN BOULEVARD,HOE AVENUE,SOUTHERN BOULEVARD,HOE AVENUE,ADDRESS,BRONX,EAST  173 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T19:50:28.000,03 BRONX,2029820027,BRONX,1015192,243694,MOBILE,Unspecified,BRONX,40.835504863783285,-73.88818185441696,"{'latitude': '40.835504863783285', 'longitude': '-73.88818185441696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935075,2023-09-26T17:21:19.000,2023-10-05T10:41:27.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10304,185 PARK HILL AVENUE,PARK HILL AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,01 STATEN ISLAND,5029220150,STATEN ISLAND,961374,163026,PHONE,Unspecified,STATEN ISLAND,40.61411559192989,-74.08239506383015,"{'latitude': '40.61411559192989', 'longitude': '-74.08239506383015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
