unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_pick_up_location
58901265,2023-09-22T07:08:56.000,2023-09-23T13:25:33.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11207,222 NEW JERSEY AVENUE,NEW JERSEY AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,ADDRESS,BROOKLYN,NEW JERSEY AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T11:03:32.000,05 BROOKLYN,3037040024,BROOKLYN,1013261,184912,PHONE,Unspecified,BROOKLYN,40.67416994117396,-73.89541371718065,"{'latitude': '40.67416994117396', 'longitude': '-73.89541371718065', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892148,2023-09-22T07:08:47.000,2023-09-22T07:15:22.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456,1385 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T07:15:26.000,03 BRONX,2029010001,BRONX,1010561,243449,PHONE,Unspecified,BRONX,40.8348474210791,-73.90491830085918,"{'latitude': '40.8348474210791', 'longitude': '-73.90491830085918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894703,2023-09-22T07:08:38.000,2023-09-22T13:08:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11235,2308 JEROME AVENUE,JEROME AVENUE,EAST   23 STREET,AVENUE Z,EAST   23 STREET,AVENUE Z,ADDRESS,BROOKLYN,JEROME AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T13:08:35.000,15 BROOKLYN,3074680003,BROOKLYN,998975,153721,MOBILE,Unspecified,BROOKLYN,40.58859255565794,-73.94698358526301,"{'latitude': '40.58859255565794', 'longitude': '-73.94698358526301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899666,2023-09-22T07:08:27.000,2023-09-26T10:27:33.000,DOT,Department of Transportation,Curb Condition,Defacement,Curb,11106,14-05 31 AVENUE,31 AVENUE,14 STREET,21 STREET,14 STREET,21 STREET,ADDRESS,ASTORIA,31 AVENUE,Closed,The Department of Transportation inspected the condition you reported and issued a notice to the responsible party to correct the condition.,2023-09-26T10:27:38.000,01 QUEENS,4005340023,QUEENS,1003189,219122,ONLINE,Unspecified,QUEENS,40.76809537450224,-73.93162756149833,"{'latitude': '40.76809537450224', 'longitude': '-73.93162756149833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891769,2023-09-22T07:08:00.000,2023-09-26T18:10:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10011,,,,,AVENUE OF THE AMERICAS,WEST 14 STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-26T18:10:00.000,02 MANHATTAN,,MANHATTAN,985126,207917,PHONE,Unspecified,MANHATTAN,40.73736073291079,-73.99683897658859,"{'latitude': '40.73736073291079', 'longitude': '-73.99683897658859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58900099,2023-09-22T07:08:00.000,2023-09-26T13:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11222,1024 MANHATTAN AVENUE,MANHATTAN AVENUE,GREEN ST,FREEMAN ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-26T13:30:00.000,01 BROOKLYN,3025130002,BROOKLYN,996759,206673,PHONE,Unspecified,BROOKLYN,40.733937457612505,-73.9548639130432,"{'latitude': '40.733937457612505', 'longitude': '-73.9548639130432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58898667,2023-09-22T07:08:00.000,2023-10-05T12:19:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11231,395 SACKETT STREET,SACKETT STREET,SMITH ST,HOYT ST,,,ADDRESS,BROOKLYN,,Closed,,2023-10-05T12:19:00.000,06 BROOKLYN,3004220055,BROOKLYN,986419,187666,ONLINE,Unspecified,BROOKLYN,40.68177631880975,-73.99217974324857,"{'latitude': '40.68177631880975', 'longitude': '-73.99217974324857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58891794,2023-09-22T07:08:00.000,2023-09-22T12:50:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,11236,1145 EAST   92 STREET,EAST   92 STREET,CONKLIN AVE,FLATLANDS AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and installed caps and chains.,2023-09-22T12:50:00.000,18 BROOKLYN,3081800017,BROOKLYN,1010582,173021,PHONE,Unspecified,BROOKLYN,40.641540150720196,-73.90511808718952,"{'latitude': '40.641540150720196', 'longitude': '-73.90511808718952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897530,2023-09-22T07:07:46.000,2023-09-22T09:27:15.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10462,768 VAN NEST AVENUE,VAN NEST AVENUE,HOLLAND AVENUE,WALLACE AVENUE,HOLLAND AVENUE,WALLACE AVENUE,ADDRESS,BRONX,VAN NEST AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T09:27:18.000,11 BRONX,2040390008,BRONX,1022109,246895,PHONE,Unspecified,BRONX,40.84426372289572,-73.86316717921036,"{'latitude': '40.84426372289572', 'longitude': '-73.86316717921036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899057,2023-09-22T07:07:39.000,2023-09-22T07:16:40.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,417 OCEAN AVENUE,OCEAN AVENUE,CROOKE AVENUE,CATON AVENUE,CROOKE AVENUE,CATON AVENUE,ADDRESS,BROOKLYN,OCEAN AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-22T07:16:42.000,14 BROOKLYN,3050620001,BROOKLYN,994935,177065,PHONE,Unspecified,BROOKLYN,40.65267275315633,-73.96149239538896,"{'latitude': '40.65267275315633', 'longitude': '-73.96149239538896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892922,2023-09-22T07:06:56.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10026,150 WEST  117 STREET,WEST  117 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  117 STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-22T11:50:21.000,10 MANHATTAN,1019010056,MANHATTAN,997788,232015,MOBILE,Unspecified,MANHATTAN,40.803493132591036,-73.95109993847764,"{'latitude': '40.803493132591036', 'longitude': '-73.95109993847764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891949,2023-09-22T07:06:46.000,2023-09-22T08:29:56.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11106,36-36 10 STREET,10 STREET,36 AVENUE,37 AVENUE,36 AVENUE,37 AVENUE,ADDRESS,ASTORIA,10 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T08:29:59.000,01 QUEENS,4003540001,QUEENS,1000555,216481,PHONE,Unspecified,QUEENS,40.76085176337134,-73.94114307293982,"{'latitude': '40.76085176337134', 'longitude': '-73.94114307293982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899177,2023-09-22T07:06:31.000,2023-09-22T07:22:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11377,47-56 45 STREET,45 STREET,47 AVENUE,48 AVENUE,47 AVENUE,48 AVENUE,ADDRESS,WOODSIDE,45 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T07:22:07.000,02 QUEENS,4001710061,QUEENS,1006352,208979,ONLINE,Unspecified,QUEENS,40.74024808519835,-73.92024203568081,"{'latitude': '40.74024808519835', 'longitude': '-73.92024203568081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893457,2023-09-22T07:06:22.000,2023-09-22T10:53:17.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11370,31-11 70 STREET,70 STREET,31 AVENUE,32 AVENUE,31 AVENUE,32 AVENUE,ADDRESS,EAST ELMHURST,70 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T10:53:21.000,03 QUEENS,4011410050,QUEENS,1012764,215273,ONLINE,Unspecified,QUEENS,40.75750516916731,-73.89707682552476,"{'latitude': '40.75750516916731', 'longitude': '-73.89707682552476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897419,2023-09-22T07:06:04.000,2023-09-22T08:51:00.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10461,1529 WILLIAMSBRIDGE ROAD,WILLIAMSBRIDGE ROAD,POPLAR STREET,POPLAR STREET,POPLAR STREET,POPLAR STREET,ADDRESS,BRONX,WILLIAMSBRIDGE ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T08:51:03.000,11 BRONX,2040700166,BRONX,1026613,247199,PHONE,Unspecified,BRONX,40.84507765325972,-73.84688659744714,"{'latitude': '40.84507765325972', 'longitude': '-73.84688659744714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894775,2023-09-22T07:05:54.000,2023-09-22T07:17:53.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10463,3300 NETHERLAND AVENUE,NETHERLAND AVENUE,WEST  232 STREET,WEST  235 STREET,WEST  232 STREET,WEST  235 STREET,ADDRESS,BRONX,NETHERLAND AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T07:17:56.000,08 BRONX,2057870154,BRONX,1008768,261568,PHONE,Unspecified,BRONX,40.88458376308551,-73.911331493528,"{'latitude': '40.88458376308551', 'longitude': '-73.911331493528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901615,2023-09-22T07:05:34.000,2023-09-22T07:35:18.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11217,127 THIRD AVENUE,THIRD AVENUE,ST MARKS PLACE,WARREN STREET,ST MARKS PLACE,WARREN STREET,ADDRESS,BROOKLYN,3 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T07:35:21.000,02 BROOKLYN,3003950001,BROOKLYN,989036,187853,MOBILE,Unspecified,BROOKLYN,40.68228856313056,-73.98274410488456,"{'latitude': '40.68228856313056', 'longitude': '-73.98274410488456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899403,2023-09-22T07:05:23.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11211,366 UNION AVENUE,UNION AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-22T00:00:00.000,01 BROOKLYN,3027790001,BROOKLYN,997787,198444,ONLINE,Unspecified,BROOKLYN,40.711349332895544,-73.95117114409372,"{'latitude': '40.711349332895544', 'longitude': '-73.95117114409372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897997,2023-09-22T07:05:21.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10305,1780 HYLAN BOULEVARD,HYLAN BOULEVARD,,,,,ADDRESS,STATEN ISLAND,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-22T00:00:00.000,02 STATEN ISLAND,5036500001,STATEN ISLAND,958408,152623,ONLINE,Unspecified,STATEN ISLAND,40.585553326756525,-74.09303823524162,"{'latitude': '40.585553326756525', 'longitude': '-74.09303823524162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898668,2023-09-22T07:05:00.000,2023-09-25T08:00:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11212,108 LIVONIA AVENUE,LIVONIA AVENUE,STRAUSS ST,HERZL ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-25T08:00:00.000,16 BROOKLYN,3035840132,BROOKLYN,1008084,180390,ONLINE,Unspecified,BROOKLYN,40.66177351662376,-73.91409306688556,"{'latitude': '40.66177351662376', 'longitude': '-73.91409306688556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58892565,2023-09-22T07:04:22.000,2023-09-22T11:32:25.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,10467,764 EAST  220 STREET,EAST  220 STREET,WHITE PLAINS ROAD,BARNES AVENUE,WHITE PLAINS ROAD,BARNES AVENUE,ADDRESS,BRONX,EAST  220 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T11:32:24.000,12 BRONX,2046670090,BRONX,1022774,261272,ONLINE,Unspecified,BRONX,40.88372131009105,-73.86068104710664,"{'latitude': '40.88372131009105', 'longitude': '-73.86068104710664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893474,2023-09-22T07:04:16.000,2023-09-22T12:26:57.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,10471,5280 INDEPENDENCE AVENUE,INDEPENDENCE AVENUE,BLACKSTONE AVENUE,UNNAMED STREET,BLACKSTONE AVENUE,UNNAMED STREET,ADDRESS,BRONX,INDEPENDENCE AVENUE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-22T12:27:01.000,08 BRONX,2059420297,BRONX,1009017,267922,MOBILE,Unspecified,BRONX,40.90202277231085,-73.91040749176081,"{'latitude': '40.90202277231085', 'longitude': '-73.91040749176081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897588,2023-09-22T07:04:00.000,2023-09-27T13:05:00.000,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,11237,,,,,ST NICHOLAS AVENUE,GROVE STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-27T13:05:00.000,04 BROOKLYN,,BROOKLYN,1008605,195018,UNKNOWN,Unspecified,BROOKLYN,40.7019226112158,-73.91216231341541,"{'latitude': '40.7019226112158', 'longitude': '-73.91216231341541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58895433,2023-09-22T07:03:52.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,10014,129 WASHINGTON PLACE,WASHINGTON PLACE,BARROW STREET,GROVE STREET,BARROW STREET,GROVE STREET,ADDRESS,NEW YORK,WASHINGTON PLACE,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-12T11:49:54.000,02 MANHATTAN,1005920082,MANHATTAN,983719,206336,ONLINE,Unspecified,MANHATTAN,40.733021305197404,-74.00191597502526,"{'latitude': '40.733021305197404', 'longitude': '-74.00191597502526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,"129 WASHINGTON PLACE, MANHATTAN (NEW YORK), NY, 10014"
58896229,2023-09-22T07:03:45.000,2023-09-22T09:12:43.000,DOT,Department of Transportation,Highway Sign - Damaged,Other/Unknown,Highway,,,,,,,,,,,Closed,"The condition has been inspected/investigated, see customer notes for more information.",2023-09-22T09:12:48.000,Unspecified BROOKLYN,,BROOKLYN,,,ONLINE,Unspecified,BROOKLYN,,,,,,Prospect Expwy,Eastbound/To Ocean Pkwy,Hamilton Pkwy (Exit 5),Ramp,
58899665,2023-09-22T07:03:40.000,2023-10-05T11:00:21.000,DOT,Department of Transportation,Curb Condition,Defacement,Curb,11372,37-24 76 STREET,76 STREET,37 AVENUE,37 ROAD,37 AVENUE,37 ROAD,ADDRESS,JACKSON HEIGHTS,76 STREET,Closed,The Department of Transportation inspected the condition you reported and issued a notice to the responsible party to correct the condition.,2023-10-05T11:00:23.000,03 QUEENS,4012860048,QUEENS,1014773,211957,ONLINE,Unspecified,QUEENS,40.7483968897385,-73.88984026641663,"{'latitude': '40.7483968897385', 'longitude': '-73.88984026641663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898824,2023-09-22T07:03:29.000,2023-09-22T09:25:43.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11228,939 83 STREET,83 STREET,7 AVENUE,10 AVENUE,7 AVENUE,10 AVENUE,ADDRESS,BROOKLYN,83 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T09:25:46.000,10 BROOKLYN,3060110040,BROOKLYN,978799,165276,MOBILE,Unspecified,BROOKLYN,40.62031922892529,-74.01963530222143,"{'latitude': '40.62031922892529', 'longitude': '-74.01963530222143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894791,2023-09-22T07:03:18.000,2023-09-22T07:21:03.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11370,22-15 70 STREET,70 STREET,DITMARS BOULEVARD,ASTORIA BOULEVARD NORTH,DITMARS BOULEVARD,ASTORIA BOULEVARD NORTH,ADDRESS,EAST ELMHURST,70 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T07:21:06.000,01 QUEENS,4010020001,QUEENS,1012238,219042,PHONE,Unspecified,QUEENS,40.76785177788896,-73.89895976347694,"{'latitude': '40.76785177788896', 'longitude': '-73.89895976347694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892044,2023-09-22T07:03:01.000,2023-09-22T08:25:06.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11206,TROUTMAN STREET,TROUTMAN STREET,TROUTMAN STREET,WILSON AVENUE,TROUTMAN STREET,WILSON AVENUE,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T08:25:05.000,04 BROOKLYN,,BROOKLYN,1004328,194956,ONLINE,Unspecified,BROOKLYN,40.701763173779916,-73.92758773316608,"{'latitude': '40.701763173779916', 'longitude': '-73.92758773316608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900138,2023-09-22T07:02:50.000,2023-09-22T08:28:03.000,DOT,Department of Transportation,Street Sign - Damaged,Street Cleaning - ASP,Street,11375,63-62 GRAND CENTRAL PARKWAY,GRAND CENTRAL PARKWAY,63 DRIVE,64 AVENUE,63 DRIVE,64 AVENUE,ADDRESS,FOREST HILLS,GRAND CENTRAL PARKWAY SR WEST,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction. It has been referred to the Department of Parks and Recreation.,2023-09-22T08:27:59.000,06 QUEENS,4021830037,QUEENS,1027104,207021,MOBILE,Unspecified,QUEENS,40.73479765947947,-73.8453683140117,"{'latitude': '40.73479765947947', 'longitude': '-73.8453683140117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892056,2023-09-22T07:02:25.000,2023-09-22T07:08:00.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11228,939 83 STREET,83 STREET,7 AVENUE,10 AVENUE,7 AVENUE,10 AVENUE,ADDRESS,BROOKLYN,83 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T07:08:06.000,10 BROOKLYN,3060110040,BROOKLYN,978799,165276,MOBILE,Unspecified,BROOKLYN,40.62031922892529,-74.01963530222143,"{'latitude': '40.62031922892529', 'longitude': '-74.01963530222143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891996,2023-09-22T07:02:14.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10305,1832 HYLAN BOULEVARD,HYLAN BOULEVARD,,,,,ADDRESS,STATEN ISLAND,,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:42:06.000,02 STATEN ISLAND,5036520008,STATEN ISLAND,958063,152251,UNKNOWN,Unspecified,STATEN ISLAND,40.58453124877369,-74.09427888675309,"{'latitude': '40.58453124877369', 'longitude': '-74.09427888675309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,2023-11-14T07:42:06.000,,,,,
58893118,2023-09-22T07:02:00.000,2023-09-22T07:17:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,10018,66 WEST   38 STREET,WEST   38 STREET,5 AVE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,2023-09-22T07:17:00.000,05 MANHATTAN,1008397502,MANHATTAN,988485,213174,PHONE,Unspecified,MANHATTAN,40.75178891181432,-73.98471480174354,"{'latitude': '40.75178891181432', 'longitude': '-73.98471480174354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901480,2023-09-22T07:02:00.000,2023-09-28T06:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11212,394 MOTHER GASTON BOULEVARD,MOTHER GASTON BOULEVARD,PITKIN AVE,BELMONT AVE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T06:45:00.000,16 BROOKLYN,3035250027,BROOKLYN,1010098,183211,ONLINE,Unspecified,BROOKLYN,40.66951088042684,-73.9068230233352,"{'latitude': '40.66951088042684', 'longitude': '-73.9068230233352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58901049,2023-09-22T07:01:40.000,2023-10-05T11:01:44.000,DOT,Department of Transportation,Curb Condition,Defacement,Curb,11372,37-30 76 STREET,76 STREET,37 AVENUE,37 ROAD,37 AVENUE,37 ROAD,ADDRESS,JACKSON HEIGHTS,76 STREET,Closed,The Department of Transportation inspected the condition you reported and issued a notice to the responsible party to correct the condition.,2023-10-05T11:01:48.000,03 QUEENS,4012860052,QUEENS,1014779,211916,ONLINE,Unspecified,QUEENS,40.74828433443356,-73.88981879812323,"{'latitude': '40.74828433443356', 'longitude': '-73.88981879812323', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902805,2023-09-22T07:01:37.000,2023-09-26T20:55:39.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,No Private Carter,Street,11236,1143 EAST   92 STREET,EAST   92 STREET,CONKLIN AVENUE,FLATLANDS AVENUE,CONKLIN AVENUE,FLATLANDS AVENUE,ADDRESS,BROOKLYN,EAST   92 STREET,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-26T20:55:44.000,18 BROOKLYN,3081800018,BROOKLYN,1010571,173033,PHONE,Unspecified,BROOKLYN,40.641573120823374,-73.90515767656638,"{'latitude': '40.641573120823374', 'longitude': '-73.90515767656638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893319,2023-09-22T07:01:19.000,2023-09-22T08:27:09.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11419,120-14 ATLANTIC AVENUE,ATLANTIC AVENUE,120 STREET,121 STREET,120 STREET,121 STREET,ADDRESS,SOUTH RICHMOND HILL,ATLANTIC AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T08:27:12.000,09 QUEENS,4094380006,QUEENS,1032303,192301,MOBILE,Unspecified,QUEENS,40.69436813769891,-73.82671368709654,"{'latitude': '40.69436813769891', 'longitude': '-73.82671368709654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901758,2023-09-22T07:00:59.000,2023-09-22T11:32:10.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10467,812 EAST  220 STREET,EAST  220 STREET,BARNES AVENUE,BRONXWOOD AVENUE,BARNES AVENUE,BRONXWOOD AVENUE,ADDRESS,BRONX,EAST  220 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T11:32:09.000,12 BRONX,2046780047,BRONX,1023218,261086,PHONE,Unspecified,BRONX,40.88320884948684,-73.85907644165323,"{'latitude': '40.88320884948684', 'longitude': '-73.85907644165323', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893053,2023-09-22T07:00:48.000,2023-09-26T11:07:49.000,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11434,161-14 BAISLEY BOULEVARD,BAISLEY BOULEVARD,161 STREET,LONG STREET,161 STREET,LONG STREET,ADDRESS,JAMAICA,BAISLEY BOULEVARD,Closed,The Department of Sanitation removed the items.,2023-09-26T05:36:45.000,12 QUEENS,4122690013,QUEENS,1044983,186101,PHONE,Unspecified,QUEENS,40.67727267628699,-73.78104376496228,"{'latitude': '40.67727267628699', 'longitude': '-73.78104376496228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
