unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,taxi_pick_up_location
58949622,2023-09-28T23:53:00.000,2023-09-29T10:32:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11231,27 COFFEY STREET,COFFEY STREET,DWIGHT ST,RICHARDS ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-29T10:32:00.000,06 BROOKLYN,3005990122,BROOKLYN,981084,184968,ONLINE,Unspecified,BROOKLYN,40.67437061857929,-74.01141363930913,"{'latitude': '40.67437061857929', 'longitude': '-74.01141363930913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,N/A,
58954920,2023-09-28T23:53:00.000,2023-09-29T02:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10455,,,,,BRUCKNER BOULEVARD,EAST 149 STREET,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T02:15:00.000,01 BRONX,,BRONX,1011094,234288,UNKNOWN,Unspecified,BRONX,40.80970147990081,-73.90302881549238,"{'latitude': '40.80970147990081', 'longitude': '-73.90302881549238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,N/A,
58948416,2023-09-28T23:53:00.000,2023-09-29T10:32:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10461,1240 EDISON AVENUE,EDISON AVENUE,BAISLEY AVE,PAINE ST,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-29T10:32:00.000,10 BRONX,2053360023,BRONX,1031480,244071,ONLINE,Unspecified,BRONX,40.836467530467296,-73.8293177771215,"{'latitude': '40.836467530467296', 'longitude': '-73.8293177771215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,N/A,
58947167,2023-09-28T23:53:00.000,2023-09-29T11:09:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10009,162 AVENUE B,AVENUE B,E 10 ST,E 11 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-29T11:09:00.000,03 MANHATTAN,1004040033,MANHATTAN,989856,204167,ONLINE,Unspecified,MANHATTAN,40.7270661703141,-73.97977401836124,"{'latitude': '40.7270661703141', 'longitude': '-73.97977401836124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,N/A,
58953767,2023-09-28T23:52:46.000,2023-09-29T00:04:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10462,725 BRADY AVENUE,BRADY AVENUE,CRUGER AVENUE,HOLLAND AVENUE,CRUGER AVENUE,HOLLAND AVENUE,ADDRESS,BRONX,BRADY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T00:04:28.000,11 BRONX,,BRONX,1021150,249857,ONLINE,Unspecified,BRONX,40.85239758899501,-73.86661696202331,"{'latitude': '40.85239758899501', 'longitude': '-73.86661696202331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58953503,2023-09-28T23:52:42.000,2023-09-28T23:58:17.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10036,11 AVENUE,11 AVENUE,11 AVENUE,WEST   42 STREET,11 AVENUE,WEST   42 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T23:58:20.000,04 MANHATTAN,,MANHATTAN,984718,216465,PHONE,Unspecified,MANHATTAN,40.76082286996447,-73.9983106392,"{'latitude': '40.76082286996447', 'longitude': '-73.9983106392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58948755,2023-09-28T23:52:00.000,2023-09-29T00:50:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10002,,,,,SOUTH STREET,PIKE SLIP,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T00:50:00.000,03 MANHATTAN,,MANHATTAN,986493,197878,UNKNOWN,Unspecified,MANHATTAN,40.709805868775554,-73.99190953813475,"{'latitude': '40.709805868775554', 'longitude': '-73.99190953813475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,N/A,
58951941,2023-09-28T23:51:54.000,2023-09-29T15:32:43.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Sidewalk,11201,60 CADMAN PLAZA WEST,CADMAN PLAZA WEST,BROOKLYN QUEENS EXPWY WB ET   28,HICKS STREET,BROOKLYN QUEENS EXPWY WB ET   28,HICKS STREET,ADDRESS,BROOKLYN,CADMAN PLAZA WEST,Closed,The location does not meet the criteria for Litter Basket placement.,2023-09-29T10:49:51.000,02 BROOKLYN,3002020018,BROOKLYN,986255,195085,ONLINE,Unspecified,BROOKLYN,40.70213979950112,-73.99276883161372,"{'latitude': '40.70213979950112', 'longitude': '-73.99276883161372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59442350,2023-09-28T23:51:51.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,11230,1925 GLENWOOD ROAD,GLENWOOD ROAD,EAST   19 STREET,OCEAN AVENUE,EAST   19 STREET,OCEAN AVENUE,ADDRESS,BROOKLYN,GLENWOOD ROAD,Closed,,2023-10-03T00:00:00.000,14 BROOKLYN,3052400001,BROOKLYN,995736,169831,PHONE,Unspecified,BROOKLYN,40.632815977168285,-73.95861799297309,"{'latitude': '40.632815977168285', 'longitude': '-73.95861799297309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59452301,2023-09-28T23:51:51.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Radiator,Apartment,11230,1925 GLENWOOD ROAD,GLENWOOD ROAD,EAST   19 STREET,OCEAN AVENUE,EAST   19 STREET,OCEAN AVENUE,ADDRESS,BROOKLYN,GLENWOOD ROAD,Closed,,2023-10-03T00:00:00.000,14 BROOKLYN,3052400001,BROOKLYN,995736,169831,PHONE,Unspecified,BROOKLYN,40.632815977168285,-73.95861799297309,"{'latitude': '40.632815977168285', 'longitude': '-73.95861799297309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59455508,2023-09-28T23:51:50.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11230,1925 GLENWOOD ROAD,GLENWOOD ROAD,EAST   19 STREET,OCEAN AVENUE,EAST   19 STREET,OCEAN AVENUE,ADDRESS,BROOKLYN,GLENWOOD ROAD,Closed,,2023-10-03T00:00:00.000,14 BROOKLYN,3052400001,BROOKLYN,995736,169831,PHONE,Unspecified,BROOKLYN,40.632815977168285,-73.95861799297309,"{'latitude': '40.632815977168285', 'longitude': '-73.95861799297309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59455458,2023-09-28T23:51:50.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11230,1925 GLENWOOD ROAD,GLENWOOD ROAD,EAST   19 STREET,OCEAN AVENUE,EAST   19 STREET,OCEAN AVENUE,ADDRESS,BROOKLYN,GLENWOOD ROAD,Closed,,2023-10-03T00:00:00.000,14 BROOKLYN,3052400001,BROOKLYN,995736,169831,PHONE,Unspecified,BROOKLYN,40.632815977168285,-73.95861799297309,"{'latitude': '40.632815977168285', 'longitude': '-73.95861799297309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59455353,2023-09-28T23:51:49.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11230,1925 GLENWOOD ROAD,GLENWOOD ROAD,EAST   19 STREET,OCEAN AVENUE,EAST   19 STREET,OCEAN AVENUE,ADDRESS,BROOKLYN,GLENWOOD ROAD,Closed,,2023-10-03T00:00:00.000,14 BROOKLYN,3052400001,BROOKLYN,995736,169831,PHONE,Unspecified,BROOKLYN,40.632815977168285,-73.95861799297309,"{'latitude': '40.632815977168285', 'longitude': '-73.95861799297309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59446151,2023-09-28T23:51:45.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11230,1925 GLENWOOD ROAD,GLENWOOD ROAD,EAST   19 STREET,OCEAN AVENUE,EAST   19 STREET,OCEAN AVENUE,ADDRESS,BROOKLYN,GLENWOOD ROAD,Closed,,2023-10-03T00:00:00.000,14 BROOKLYN,3052400001,BROOKLYN,995736,169831,PHONE,Unspecified,BROOKLYN,40.632815977168285,-73.95861799297309,"{'latitude': '40.632815977168285', 'longitude': '-73.95861799297309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58945986,2023-09-28T23:51:08.000,2023-09-29T00:50:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10462,1700 HOLLAND AVENUE,HOLLAND AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,ADDRESS,BRONX,HOLLAND AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T00:50:46.000,11 BRONX,,BRONX,1021915,246931,MOBILE,Unspecified,BRONX,40.84436336184987,-73.86386814513894,"{'latitude': '40.84436336184987', 'longitude': '-73.86386814513894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58946257,2023-09-28T23:51:06.000,2023-09-29T00:20:42.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10011,166 9 AVENUE,9 AVENUE,WEST   20 STREET,WEST   21 STREET,WEST   20 STREET,WEST   21 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T00:20:50.000,04 MANHATTAN,1007440001,MANHATTAN,983528,210599,ONLINE,Unspecified,MANHATTAN,40.74472216946469,-74.00260560625573,"{'latitude': '40.74472216946469', 'longitude': '-74.00260560625573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58951820,2023-09-28T23:51:03.000,2023-10-05T08:37:48.000,DOT,Department of Transportation,Street Sign - Damaged,Stop,Street,10462,2268 WATERBURY AVENUE,WATERBURY AVENUE,WESTCHESTER AVENUE,HAVEMEYER AVENUE,WESTCHESTER AVENUE,HAVEMEYER AVENUE,ADDRESS,BRONX,WATERBURY AVENUE,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-05T08:37:53.000,09 BRONX,,BRONX,1026103,243340,MOBILE,Unspecified,BRONX,40.83448826921523,-73.84875397863632,"{'latitude': '40.83448826921523', 'longitude': '-73.84875397863632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58950189,2023-09-28T23:50:52.000,2023-10-21T12:01:49.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10460,1932 BRYANT AVENUE,BRYANT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-21T00:00:00.000,06 BRONX,2030057501,BRONX,1016835,245328,PHONE,Unspecified,BRONX,40.83998380642961,-73.88223645239954,"{'latitude': '40.83998380642961', 'longitude': '-73.88223645239954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58947836,2023-09-28T23:50:52.000,2023-10-02T10:05:57.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10460,1932 BRYANT AVENUE,BRYANT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,06 BRONX,2030057501,BRONX,1016835,245328,PHONE,Unspecified,BRONX,40.83998380642961,-73.88223645239954,"{'latitude': '40.83998380642961', 'longitude': '-73.88223645239954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58949018,2023-09-28T23:50:51.000,2023-10-02T10:05:56.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10460,1932 BRYANT AVENUE,BRYANT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,06 BRONX,2030057501,BRONX,1016835,245328,PHONE,Unspecified,BRONX,40.83998380642961,-73.88223645239954,"{'latitude': '40.83998380642961', 'longitude': '-73.88223645239954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58946526,2023-09-28T23:50:51.000,2023-10-02T10:05:56.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10460,1932 BRYANT AVENUE,BRYANT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,06 BRONX,2030057501,BRONX,1016835,245328,PHONE,Unspecified,BRONX,40.83998380642961,-73.88223645239954,"{'latitude': '40.83998380642961', 'longitude': '-73.88223645239954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58952667,2023-09-28T23:50:51.000,2023-10-02T10:05:56.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10460,1932 BRYANT AVENUE,BRYANT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,06 BRONX,2030057501,BRONX,1016835,245328,PHONE,Unspecified,BRONX,40.83998380642961,-73.88223645239954,"{'latitude': '40.83998380642961', 'longitude': '-73.88223645239954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58951144,2023-09-28T23:50:28.000,2023-09-29T00:27:15.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11433,108-13 FERN PLACE,FERN PLACE,REX ROAD,108 DRIVE,REX ROAD,108 DRIVE,ADDRESS,JAMAICA,FERN PLACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T00:27:20.000,12 QUEENS,,QUEENS,1045126,194662,ONLINE,Unspecified,QUEENS,40.70076959730504,-73.78045086306751,"{'latitude': '40.70076959730504', 'longitude': '-73.78045086306751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59453491,2023-09-28T23:50:15.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Window Frame,Apartment,10460,1932 BRYANT AVENUE,BRYANT AVENUE,BOSTON ROAD,EAST TREMONT AVENUE,BOSTON ROAD,EAST TREMONT AVENUE,ADDRESS,BRONX,BRYANT AVENUE,Closed,,2023-10-02T00:00:00.000,06 BRONX,2030057501,BRONX,1016835,245328,PHONE,Unspecified,BRONX,40.83998380642961,-73.88223645239954,"{'latitude': '40.83998380642961', 'longitude': '-73.88223645239954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59452234,2023-09-28T23:50:14.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Bathtub/Shower,Apartment,10460,1932 BRYANT AVENUE,BRYANT AVENUE,BOSTON ROAD,EAST TREMONT AVENUE,BOSTON ROAD,EAST TREMONT AVENUE,ADDRESS,BRONX,BRYANT AVENUE,Closed,,2023-10-02T00:00:00.000,06 BRONX,2030057501,BRONX,1016835,245328,PHONE,Unspecified,BRONX,40.83998380642961,-73.88223645239954,"{'latitude': '40.83998380642961', 'longitude': '-73.88223645239954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59438443,2023-09-28T23:50:14.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Basin/Sink,Apartment,10460,1932 BRYANT AVENUE,BRYANT AVENUE,BOSTON ROAD,EAST TREMONT AVENUE,BOSTON ROAD,EAST TREMONT AVENUE,ADDRESS,BRONX,BRYANT AVENUE,Closed,,2023-10-02T00:00:00.000,06 BRONX,2030057501,BRONX,1016835,245328,PHONE,Unspecified,BRONX,40.83998380642961,-73.88223645239954,"{'latitude': '40.83998380642961', 'longitude': '-73.88223645239954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59455679,2023-09-28T23:50:10.000,2023-10-21T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Bathtub/Shower,Apartment,10460,1932 BRYANT AVENUE,BRYANT AVENUE,BOSTON ROAD,EAST TREMONT AVENUE,BOSTON ROAD,EAST TREMONT AVENUE,ADDRESS,BRONX,BRYANT AVENUE,Closed,,2023-10-21T00:00:00.000,06 BRONX,2030057501,BRONX,1016835,245328,PHONE,Unspecified,BRONX,40.83998380642961,-73.88223645239954,"{'latitude': '40.83998380642961', 'longitude': '-73.88223645239954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59452308,2023-09-28T23:50:06.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Toilet,Apartment,10460,1932 BRYANT AVENUE,BRYANT AVENUE,BOSTON ROAD,EAST TREMONT AVENUE,BOSTON ROAD,EAST TREMONT AVENUE,ADDRESS,BRONX,BRYANT AVENUE,Closed,,2023-10-02T00:00:00.000,06 BRONX,2030057501,BRONX,1016835,245328,PHONE,Unspecified,BRONX,40.83998380642961,-73.88223645239954,"{'latitude': '40.83998380642961', 'longitude': '-73.88223645239954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58954414,2023-09-28T23:50:04.000,2023-09-29T15:32:33.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Sidewalk,11201,2 HENRY STREET,HENRY STREET,OLD FULTON STREET,POPLAR STREET,OLD FULTON STREET,POPLAR STREET,ADDRESS,BROOKLYN,HENRY STREET,Closed,The location does not meet the criteria for Litter Basket placement.,2023-09-29T10:58:47.000,02 BROOKLYN,3002077502,BROOKLYN,986656,194648,ONLINE,Unspecified,BROOKLYN,40.700940236914036,-73.9913227540682,"{'latitude': '40.700940236914036', 'longitude': '-73.9913227540682', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59442117,2023-09-28T23:50:00.000,2023-09-29T08:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,10467,810 EAST  215 STREET,EAST  215 STREET,BARNES AVENUE,BRONXWOOD AVENUE,BARNES AVENUE,BRONXWOOD AVENUE,ADDRESS,BRONX,EAST  215 STREET,Closed,,2023-09-29T08:00:00.000,12 BRONX,,BRONX,1022730,259774,PHONE,Unspecified,BRONX,40.87960996373096,-73.86084877502054,"{'latitude': '40.87960996373096', 'longitude': '-73.86084877502054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58953688,2023-09-28T23:49:50.000,2023-09-29T00:28:05.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456,972 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  163 STREET,EAST  164 STREET,EAST  163 STREET,EAST  164 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T00:28:10.000,03 BRONX,,BRONX,1009129,240037,ONLINE,Unspecified,BRONX,40.82548661396319,-73.91010585815943,"{'latitude': '40.82548661396319', 'longitude': '-73.91010585815943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58949197,2023-09-28T23:49:47.000,2023-09-29T02:48:09.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207,434 GEORGIA AVENUE,GEORGIA AVENUE,DUMONT AVENUE,LIVONIA AVENUE,DUMONT AVENUE,LIVONIA AVENUE,ADDRESS,BROOKLYN,GEORGIA AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T02:48:13.000,05 BROOKLYN,,BROOKLYN,1013033,181830,PHONE,Unspecified,BROOKLYN,40.66571129007487,-73.89624882893544,"{'latitude': '40.66571129007487', 'longitude': '-73.89624882893544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58953502,2023-09-28T23:49:42.000,2023-09-29T00:01:11.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10036,11 AVENUE,11 AVENUE,11 AVENUE,WEST   42 STREET,11 AVENUE,WEST   42 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T00:01:15.000,04 MANHATTAN,,MANHATTAN,984718,216465,ONLINE,Unspecified,MANHATTAN,40.76082286996447,-73.9983106392,"{'latitude': '40.76082286996447', 'longitude': '-73.9983106392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58950708,2023-09-28T23:48:56.000,2023-09-29T15:32:48.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Sidewalk,11201,CADMAN PLAZA WEST,CADMAN PLAZA WEST,CADMAN PLAZA WEST,MIDDAGH STREET,CADMAN PLAZA WEST,MIDDAGH STREET,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-29T10:56:53.000,02 BROOKLYN,,BROOKLYN,986737,194250,ONLINE,Unspecified,BROOKLYN,40.6998477975823,-73.99103077430861,"{'latitude': '40.6998477975823', 'longitude': '-73.99103077430861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58952431,2023-09-28T23:48:34.000,2023-09-29T00:01:05.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11237,1329 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,WYCKOFF AVENUE,ST NICHOLAS AVENUE,WYCKOFF AVENUE,ST NICHOLAS AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T00:01:09.000,04 BROOKLYN,,BROOKLYN,1006136,196510,ONLINE,Unspecified,BROOKLYN,40.706024249798475,-73.92106204757528,"{'latitude': '40.706024249798475', 'longitude': '-73.92106204757528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58952497,2023-09-28T23:48:23.000,2023-09-29T01:57:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10029,1345 FIFTH AVENUE,FIFTH AVENUE,EAST  112 STREET,EAST  115 STREET,EAST  112 STREET,EAST  115 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T01:57:29.000,11 MANHATTAN,1016180001,MANHATTAN,998600,230125,MOBILE,Unspecified,MANHATTAN,40.798304318848,-73.94817098606411,"{'latitude': '40.798304318848', 'longitude': '-73.94817098606411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58948792,2023-09-28T23:48:15.000,2023-09-28T23:57:50.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10003,78 EAST    4 STREET,EAST    4 STREET,BOWERY,2 AVENUE,BOWERY,2 AVENUE,ADDRESS,NEW YORK,EAST    4 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T23:57:54.000,03 MANHATTAN,1004590029,MANHATTAN,987021,203932,MOBILE,Unspecified,MANHATTAN,40.72642249491312,-73.9900025591503,"{'latitude': '40.72642249491312', 'longitude': '-73.9900025591503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58948080,2023-09-28T23:47:54.000,2023-11-13T09:29:35.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11414,2 COLEMAN SQUARE,COLEMAN SQUARE,103 STREET,159 ROAD,103 STREET,159 ROAD,ADDRESS,HOWARD BEACH,COLEMAN SQUARE,Closed,"The condition was inspected and it was in compliance with Department of Transportation standards, not hazardous, or a valid permit exists.",2023-11-13T09:29:33.000,10 QUEENS,4141820011,QUEENS,1031260,179925,MOBILE,Unspecified,QUEENS,40.66040447955454,-73.83056121863561,"{'latitude': '40.66040447955454', 'longitude': '-73.83056121863561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58948996,2023-09-28T23:47:54.000,2023-10-03T20:36:08.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10456,274 BONNER PLACE,BONNER PLACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,04 BRONX,2024230007,BRONX,1007216,240853,PHONE,Unspecified,BRONX,40.82773148160583,-73.91701521524841,"{'latitude': '40.82773148160583', 'longitude': '-73.91701521524841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58953670,2023-09-28T23:47:48.000,2023-09-29T00:00:16.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11237,1329 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,WYCKOFF AVENUE,ST NICHOLAS AVENUE,WYCKOFF AVENUE,ST NICHOLAS AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T00:00:19.000,04 BROOKLYN,3032000035,BROOKLYN,1006136,196510,ONLINE,Unspecified,BROOKLYN,40.706024249798475,-73.92106204757528,"{'latitude': '40.706024249798475', 'longitude': '-73.92106204757528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
