unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,resolution_description,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,facility_type,bridge_highway_direction,due_date,road_ramp
58975413,2023-09-30T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11421,91-05 95 STREET,95 STREET,91 AVENUE,92 AVENUE,,,ADDRESS,WOODHAVEN,,Closed,2023-09-30T12:00:00.000,09 QUEENS,4089920197,QUEENS,1026201,190707,PHONE,Unspecified,QUEENS,40.690024011017044,-73.84872829237163,"{'latitude': '40.690024011017044', 'longitude': '-73.84872829237163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,,,,DSNY Garage,,,
58970566,2023-09-30T12:00:00.000,2023-10-03T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11101,53-38 35 STREET,35 STREET,VAN DAM STREET,REVIEW AVENUE,,,ADDRESS,LONG ISLAND CITY,,Closed,2023-10-03T12:00:00.000,02 QUEENS,4002970040,QUEENS,1001530,207171,PHONE,Unspecified,QUEENS,40.735296310249645,-73.9376474922218,"{'latitude': '40.735296310249645', 'longitude': '-73.9376474922218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,,,,,,,
58974191,2023-09-30T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10069,101 WEST END AVENUE,WEST END AVENUE,WEST END AVENUE,FREEDOM PLACE SOUTH,,,ADDRESS,NEW YORK,,Closed,2023-09-30T12:00:00.000,07 MANHATTAN,1011710062,MANHATTAN,987398,221654,PHONE,Unspecified,MANHATTAN,40.77506478010212,-73.98863409148143,"{'latitude': '40.77506478010212', 'longitude': '-73.98863409148143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,,,,,,,
58977821,2023-09-30T12:00:00.000,2023-10-04T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11436,115-25 147 STREET,147 STREET,115 AVENUE,116 AVENUE,,,ADDRESS,JAMAICA,,Closed,2023-10-04T12:00:00.000,12 QUEENS,4119920204,QUEENS,1041058,188264,PHONE,Unspecified,QUEENS,40.68323566268818,-73.7951759926582,"{'latitude': '40.68323566268818', 'longitude': '-73.7951759926582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,,,,,,,
58975419,2023-09-30T12:00:00.000,2023-10-03T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11210,755 EAST   21 STREET,EAST   21 STREET,FARRAGUT ROAD,GLENWOOD ROAD,,,ADDRESS,BROOKLYN,,Closed,2023-10-03T12:00:00.000,14 BROOKLYN,3052420040,BROOKLYN,996167,170591,PHONE,Unspecified,BROOKLYN,40.63490144629197,-73.95706383506462,"{'latitude': '40.63490144629197', 'longitude': '-73.95706383506462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,,,,DSNY Garage,,,
58971780,2023-09-30T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11204,2453 64 STREET,64 STREET,24 AVENUE,DAHILL ROAD,,,ADDRESS,BROOKLYN,,Closed,2023-10-02T12:00:00.000,11 BROOKLYN,3065610030,BROOKLYN,991099,161938,PHONE,Unspecified,BROOKLYN,40.61115613969712,-73.97533228278256,"{'latitude': '40.61115613969712', 'longitude': '-73.97533228278256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,,,,,,,
58974198,2023-09-30T12:00:00.000,2023-10-03T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11210,814 EAST   21 STREET,EAST   21 STREET,FARRAGUT ROAD,GLENWOOD ROAD,,,ADDRESS,BROOKLYN,,Closed,2023-10-03T12:00:00.000,14 BROOKLYN,3052410073,BROOKLYN,996213,170213,PHONE,Unspecified,BROOKLYN,40.633863854683,-73.9568987702375,"{'latitude': '40.633863854683', 'longitude': '-73.9568987702375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,,,,DSNY Garage,,,
58974196,2023-09-30T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10451,1000 GRAND CONCOURSE,GRAND CONCOURSE,EAST 164 STREET,EAST 165 STREET,,,ADDRESS,BRONX,,Closed,2023-10-02T12:00:00.000,04 BRONX,2024610090,BRONX,1006092,241602,PHONE,Unspecified,BRONX,40.829790122707635,-73.92107420870009,"{'latitude': '40.829790122707635', 'longitude': '-73.92107420870009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,,,,,,,
58974192,2023-09-30T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11218,585 EAST FOURTH STREET,EAST FOURTH STREET,CORTELYOU ROAD,DITMAS AVENUE,,,ADDRESS,BROOKLYN,,Closed,2023-10-02T12:00:00.000,12 BROOKLYN,3053880081,BROOKLYN,991090,171582,PHONE,Unspecified,BROOKLYN,40.63762690563364,-73.97535492530827,"{'latitude': '40.63762690563364', 'longitude': '-73.97535492530827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,,,,DSNY Garage,,,
58971779,2023-09-30T12:00:00.000,2023-10-03T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11210,735 EAST   22 STREET,EAST   22 STREET,FARRAGUT ROAD,GLENWOOD ROAD,,,ADDRESS,BROOKLYN,,Closed,2023-10-03T12:00:00.000,14 BROOKLYN,3052430025,BROOKLYN,996459,170389,PHONE,Unspecified,BROOKLYN,40.63434660161214,-73.95601214396875,"{'latitude': '40.63434660161214', 'longitude': '-73.95601214396875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,,,,DSNY Garage,,,
58976615,2023-09-30T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11416,101-22 94 STREET,94 STREET,101 AVENUE,103 AVENUE,,,ADDRESS,OZONE PARK,,Closed,2023-10-02T12:00:00.000,09 QUEENS,4091000017,QUEENS,1026785,188413,PHONE,Unspecified,QUEENS,40.68372472888075,-73.84663692508056,"{'latitude': '40.68372472888075', 'longitude': '-73.84663692508056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,,,,DSNY Garage,,,
58976609,2023-09-30T12:00:00.000,2023-10-03T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11208,194 SHEPHERD AVENUE,SHEPHERD AVENUE,FULTON STREET,ATLANTIC AVENUE,,,ADDRESS,BROOKLYN,,Closed,2023-10-03T12:00:00.000,05 BROOKLYN,3039570037,BROOKLYN,1017031,187031,PHONE,Unspecified,BROOKLYN,40.67997295492225,-73.88181236437563,"{'latitude': '40.67997295492225', 'longitude': '-73.88181236437563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The vehicle you reported has been removed by the Department of Sanitation.,,,,DSNY Garage,,,
58971784,2023-09-30T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10467,631 MAGENTA STREET,MAGENTA STREET,BRONX BOULEVARD,BARKER AVENUE,,,ADDRESS,BRONX,,Closed,2023-10-02T12:00:00.000,12 BRONX,2046260006,BRONX,1020248,258216,PHONE,Unspecified,BRONX,40.875344212953316,-73.86983253204856,"{'latitude': '40.875344212953316', 'longitude': '-73.86983253204856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,,,,,,,
58971777,2023-09-30T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11233,194 SARATOGA AVENUE,SARATOGA AVENUE,MAC DOUGAL STREET,HULL STREET,,,ADDRESS,BROOKLYN,,Closed,2023-10-02T12:00:00.000,03 BROOKLYN,3015310030,BROOKLYN,1007402,186858,PHONE,Unspecified,BROOKLYN,40.67952853118116,-73.91652904155434,"{'latitude': '40.67952853118116', 'longitude': '-73.91652904155434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,,,,DSNY Garage,,,
58972989,2023-09-30T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10032,21 JUMEL PLACE,JUMEL PLACE,WEST 167 STREET,WEST 168 STREET,,,ADDRESS,NEW YORK,,Closed,2023-09-30T12:00:00.000,12 MANHATTAN,1021120058,MANHATTAN,1001915,245065,PHONE,Unspecified,MANHATTAN,40.83930439778632,-73.93615861958399,"{'latitude': '40.83930439778632', 'longitude': '-73.93615861958399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation (DSNY) closed your Service Request. DSNY determined the vehicle isn't eligible for removal. DSNY doesn't have jurisdiction over vehicles showing signs of active ownership. They also can't remove vehicles that would cause DSNY to damage property to remove them.,,,,,,,
58969327,2023-09-30T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10470,4240 VAN CORTLANDT PARK EAST,VAN CORTLANDT PARK EAST,EAST 233 STREET,EAST 235 STREET,,,ADDRESS,BRONX,,Closed,2023-10-02T12:00:00.000,12 BRONX,2033630035,BRONX,1018330,265873,PHONE,Unspecified,BRONX,40.89636787060828,-73.87672897830919,"{'latitude': '40.89636787060828', 'longitude': '-73.87672897830919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,,,,,,,
58969325,2023-09-30T12:00:00.000,2023-10-03T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10461,1444 WILLIAMSBRIDGE ROAD,WILLIAMSBRIDGE ROAD,HALPERIN AVENUE,ST RAYMOND AVENUE,,,ADDRESS,BRONX,,Closed,2023-10-03T12:00:00.000,10 BRONX,2040750007,BRONX,1027130,246519,PHONE,Unspecified,BRONX,40.84320876002159,-73.84502234655913,"{'latitude': '40.84320876002159', 'longitude': '-73.84502234655913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,,,,,,,
58969326,2023-09-30T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11416,97-13 106 STREET,106 STREET,97 AVENUE,101 AVENUE,,,ADDRESS,OZONE PARK,,Closed,2023-10-02T12:00:00.000,09 QUEENS,4094080052,QUEENS,1029186,190040,PHONE,Unspecified,QUEENS,40.68817860038132,-73.8379691110029,"{'latitude': '40.68817860038132', 'longitude': '-73.8379691110029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,,,,DSNY Garage,,,
58969328,2023-09-30T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10461,2415 POPLAR STREET,POPLAR STREET,BRONXDALE AVENUE,PAULDING AVENUE,,,ADDRESS,BRONX,,Closed,2023-10-02T12:00:00.000,11 BRONX,2040620021,BRONX,1024727,246382,PHONE,Unspecified,BRONX,40.84284407752332,-73.85370812189967,"{'latitude': '40.84284407752332', 'longitude': '-73.85370812189967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,,,,DSNY Garage,,,
58976604,2023-09-30T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11234,1190 EAST   56 STREET,EAST   56 STREET,AVENUE J,AVENUE K,,,ADDRESS,BROOKLYN,,Closed,2023-10-02T12:00:00.000,18 BROOKLYN,3078030075,BROOKLYN,1005928,167628,PHONE,Unspecified,BROOKLYN,40.62675013032104,-73.92190512779372,"{'latitude': '40.62675013032104', 'longitude': '-73.92190512779372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,,,,,,,
58970565,2023-09-30T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10467,3328 HULL AVENUE,HULL AVENUE,EAST 209 STREET,EAST GUN HILL ROAD,,,ADDRESS,BRONX,,Closed,2023-10-02T12:00:00.000,07 BRONX,2033520018,BRONX,1019136,259071,PHONE,Unspecified,BRONX,40.877695386767336,-73.87384902588278,"{'latitude': '40.877695386767336', 'longitude': '-73.87384902588278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,,,,,,,
58971782,2023-09-30T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11235,2468 EAST   24 STREET,EAST   24 STREET,AVENUE X,AVENUE Y,,,ADDRESS,BROOKLYN,,Closed,2023-10-02T12:00:00.000,15 BROOKLYN,,BROOKLYN,999222,154898,PHONE,Unspecified,BROOKLYN,40.591822770842725,-73.94609166994744,"{'latitude': '40.591822770842725', 'longitude': '-73.94609166994744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,,,,,,,
58971781,2023-09-30T12:00:00.000,2023-10-04T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11412,109-29 201 STREET,201 STREET,109 AVENUE,HOLLIS AVENUE,,,ADDRESS,SAINT ALBANS,,Closed,2023-10-04T12:00:00.000,12 QUEENS,4109010040,QUEENS,1051653,196874,PHONE,Unspecified,QUEENS,40.70679368560228,-73.75688922912175,"{'latitude': '40.70679368560228', 'longitude': '-73.75688922912175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,,,,,,,
58972993,2023-09-30T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11368,41-03 108 STREET,108 STREET,41 AVENUE,42 AVENUE,,,ADDRESS,CORONA,,Closed,2023-09-30T12:00:00.000,04 QUEENS,4019970074,QUEENS,1023501,212522,PHONE,Unspecified,QUEENS,40.74991323646227,-73.8583370288549,"{'latitude': '40.74991323646227', 'longitude': '-73.8583370288549', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,,,,,,,
58971786,2023-09-30T12:00:00.000,2023-10-03T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10458,2721 BRIGGS AVENUE,BRIGGS AVENUE,EAST 194 STREET,EAST 196 STREET,,,ADDRESS,BRONX,,Closed,2023-10-03T12:00:00.000,07 BRONX,2033000047,BRONX,1014254,255002,PHONE,Unspecified,BRONX,40.86654518491081,-73.89152098733263,"{'latitude': '40.86654518491081', 'longitude': '-73.89152098733263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The vehicle you reported has been removed by the Department of Sanitation.,,,,,,,
58975875,2023-09-30T12:00:00.000,2023-10-06T12:53:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11365,KISSENA CORRIDOR PARK EAST,KISSENA CORRIDOR PARK EAST,PECK AVE,UNDER HILL AVE,188 STREET,PECK AVENUE,INTERSECTION,QUEENS,,Closed,2023-10-06T12:53:00.000,11 QUEENS,4056610002,QUEENS,1042880,210572,UNKNOWN,Unspecified,QUEENS,40.74445373706415,-73.78841242689148,"{'latitude': '40.74445373706415', 'longitude': '-73.78841242689148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,,,,,,
58973439,2023-09-30T12:00:00.000,2023-10-04T13:56:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11361,223 STREET,223 STREET,37 AVENUE,38 AVENUE,223 STREET,38 AVENUE,INTERSECTION,QUEENS,,Closed,2023-10-04T13:56:00.000,11 QUEENS,,QUEENS,1050346,219251,UNKNOWN,Unspecified,QUEENS,40.76822264209847,-73.76138347002832,"{'latitude': '40.76822264209847', 'longitude': '-73.76138347002832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",,,,,,,
58977823,2023-09-30T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,118 AVENUE,118 AVENUE,INTERSECTION,,,Closed,2023-10-02T12:00:00.000,13 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,,,,,,,
58970567,2023-09-30T12:00:00.000,2023-10-01T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,DYCKMAN STREET,DYCKMAN STREET,INTERSECTION,,,Closed,2023-10-01T12:00:00.000,12 MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,,,,,,,
58972997,2023-09-30T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,CROMWELL AVENUE,CROMWELL AVENUE,INTERSECTION,,,Closed,2023-10-02T12:00:00.000,04 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,,,,,,,
58972991,2023-09-30T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10305,67 RAILROAD AVENUE,RAILROAD AVENUE,CEDAR AVENUE,JACKSON AVENUE,,,ADDRESS,STATEN ISLAND,,Closed,2023-09-30T12:00:00.000,02 STATEN ISLAND,5031190032,STATEN ISLAND,966103,156542,PHONE,Unspecified,STATEN ISLAND,40.596329287257795,-74.06534467800523,"{'latitude': '40.596329287257795', 'longitude': '-74.06534467800523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,,,,,,,
58977824,2023-09-30T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11236,1465 EAST   99 STREET,EAST   99 STREET,AVENUE N,SEAVIEW AVENUE,,,ADDRESS,BROOKLYN,,Closed,2023-10-02T12:00:00.000,18 BROOKLYN,3083020017,BROOKLYN,1015142,170795,PHONE,Unspecified,BROOKLYN,40.63541553014718,-73.8886972787675,"{'latitude': '40.63541553014718', 'longitude': '-73.8886972787675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,,,,,,,
58972992,2023-09-30T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10466,3828 HARPER AVENUE,HARPER AVENUE,GARRETT PLACE,DEAD END,,,ADDRESS,BRONX,,Closed,2023-09-30T12:00:00.000,12 BRONX,,BRONX,1030373,263099,PHONE,Unspecified,BRONX,40.88869939945838,-73.83318735252712,"{'latitude': '40.88869939945838', 'longitude': '-73.83318735252712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,,,,,,,
58969323,2023-09-30T12:00:00.000,2023-10-03T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11210,1338 ROGERS AVENUE,ROGERS AVENUE,FOSTER AVENUE,FARRAGUT ROAD,,,ADDRESS,BROOKLYN,,Closed,2023-10-03T12:00:00.000,14 BROOKLYN,3052280008,BROOKLYN,997839,171422,PHONE,Unspecified,BROOKLYN,40.637179956792785,-73.95103805703052,"{'latitude': '40.637179956792785', 'longitude': '-73.95103805703052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,,,,DSNY Garage,,,
58977818,2023-09-30T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11414,82-12 151 AVENUE,151 AVENUE,82 STREET,83 STREET,,,ADDRESS,HOWARD BEACH,,Closed,2023-09-30T12:00:00.000,10 QUEENS,4114290001,QUEENS,1025201,182541,PHONE,Unspecified,QUEENS,40.66761490523396,-73.85238382096125,"{'latitude': '40.66761490523396', 'longitude': '-73.85238382096125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,,,,,,,
58977820,2023-09-30T12:00:00.000,2023-10-04T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11104,39-35 50 AVENUE,50 AVENUE,39 PLACE,40 STREET,,,ADDRESS,SUNNYSIDE,,Closed,2023-10-04T12:00:00.000,02 QUEENS,4002050006,QUEENS,1004721,208234,PHONE,Unspecified,QUEENS,40.738207171445836,-73.92612997721511,"{'latitude': '40.738207171445836', 'longitude': '-73.92612997721511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,,,,,,,
58972990,2023-09-30T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11234,1338 EAST   54 STREET,EAST   54 STREET,AVENUE K,AVENUE L,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T12:00:00.000,18 BROOKLYN,3078330058,BROOKLYN,1005446,167020,PHONE,Unspecified,BROOKLYN,40.62508246491784,-73.92364343842372,"{'latitude': '40.62508246491784', 'longitude': '-73.92364343842372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,,,,,,,
58976603,2023-09-30T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11434,145-03 167 STREET,167 STREET,145 AVENUE,145 ROAD,,,ADDRESS,JAMAICA,,Closed,2023-10-02T12:00:00.000,13 QUEENS,4132850059,QUEENS,1046712,181159,PHONE,Unspecified,QUEENS,40.663696005227095,-73.77485614854842,"{'latitude': '40.663696005227095', 'longitude': '-73.77485614854842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,,,,,,,
58970562,2023-09-30T12:00:00.000,2023-10-04T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11235,1130 BRIGHTON BEACH AVENUE,BRIGHTON BEACH AVENUE,BRIGHTON 14 STREET,BRIGHTON 14 STREET,,,ADDRESS,BROOKLYN,,Closed,2023-10-04T12:00:00.000,13 BROOKLYN,3087210350,BROOKLYN,996491,149749,PHONE,Unspecified,BROOKLYN,40.57769398279726,-73.95593425979496,"{'latitude': '40.57769398279726', 'longitude': '-73.95593425979496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The vehicle you reported has been removed by the Department of Sanitation.,,,,DSNY Garage,,,
58974201,2023-09-30T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11375,91-16 69 AVENUE,69 AVENUE,MANSE STREET,LOUBET STREET,,,ADDRESS,FOREST HILLS,,Closed,2023-10-02T12:00:00.000,06 QUEENS,,QUEENS,1024685,199352,PHONE,Unspecified,QUEENS,40.71375953300862,-73.85414294210567,"{'latitude': '40.71375953300862', 'longitude': '-73.85414294210567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,,,,,,,
58976614,2023-09-30T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10462,978 SACKET AVENUE,SACKET AVENUE,RADCLIFF AVENUE,COLDEN AVENUE,,,ADDRESS,BRONX,,Closed,2023-10-02T12:00:00.000,11 BRONX,2040620052,BRONX,1024728,246701,PHONE,Unspecified,BRONX,40.84371963335118,-73.85370258218684,"{'latitude': '40.84371963335118', 'longitude': '-73.85370258218684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,,,,DSNY Garage,,,
