unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_company_borough
58799800,2023-09-12T12:49:14.000,2023-09-12T14:46:12.000,NYPD,New York City Police Department,Encampment,N/A,11412,118-53 FARMERS BOULEVARD,FARMERS BOULEVARD,ADDRESS,SAINT ALBANS,Closed,The Police Department visited the location and no Encampment was found.,2023-09-12T14:46:18.000,12 QUEENS,4126030052,QUEENS,1050250,190318,ONLINE,Unspecified,QUEENS,40.688809635270715,-73.76201382105114,"{'latitude': '40.688809635270715', 'longitude': '-73.76201382105114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,118 ROAD,119 AVENUE,118 ROAD,119 AVENUE,FARMERS BOULEVARD,,,,,,,
58791667,2023-09-12T12:49:12.000,2023-09-12T13:55:36.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,11217,528 STATE STREET,STATE STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T13:55:41.000,02 BROOKLYN,3001800011,BROOKLYN,989932,189081,MOBILE,Unspecified,BROOKLYN,40.68565861307519,-73.97951254668803,"{'latitude': '40.68565861307519', 'longitude': '-73.97951254668803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,3 AVENUE,FLATBUSH AVENUE,3 AVENUE,FLATBUSH AVENUE,STATE STREET,,,,,,,
58796640,2023-09-12T12:49:00.000,2023-09-12T13:01:33.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11418,100-05 88 AVENUE,88 AVENUE,ADDRESS,RICHMOND HILL,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-12T13:01:36.000,09 QUEENS,4092870030,QUEENS,1027010,191946,MOBILE,Unspecified,QUEENS,40.69342090321854,-73.84580324923328,"{'latitude': '40.69342090321854', 'longitude': '-73.84580324923328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,DEAD END,102 STREET,DEAD END,102 STREET,88 AVENUE,,,,,,,
58791025,2023-09-12T12:48:56.000,2023-09-19T10:12:21.000,DOT,Department of Transportation,Curb Condition,Broken Curb,11217,422 STATE STREET,STATE STREET,ADDRESS,BROOKLYN,Closed,"The Department of Transportation will inspect the condition to determine if the location can be added to a curb contract (3-5 years). The property owner will be notified if there are sidewalk defects. Property owners are responsible for repairing and installing sidewalks adjoining their property, according to Section 19-152 of the NYC Administrative Code. Community Boards and elected officials may contribute funding for curb, affecting timeframe for construction.",2023-09-19T10:12:26.000,02 BROOKLYN,3001780025,BROOKLYN,988890,189612,ONLINE,Unspecified,BROOKLYN,40.687116694054076,-73.98326929571321,"{'latitude': '40.687116694054076', 'longitude': '-73.98326929571321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,BOND STREET,NEVINS STREET,BOND STREET,NEVINS STREET,STATE STREET,,,,,,,
58790140,2023-09-12T12:48:43.000,2023-09-12T13:04:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11205,31 KOSCIUSZKO STREET,KOSCIUSZKO STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T13:05:02.000,03 BROOKLYN,3017780031,BROOKLYN,997065,190795,ONLINE,Unspecified,BROOKLYN,40.690355695788206,-73.95379000016959,"{'latitude': '40.690355695788206', 'longitude': '-73.95379000016959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,SPENCER COURT,NOSTRAND AVENUE,SPENCER COURT,NOSTRAND AVENUE,KOSCIUSZKO STREET,,,,,,,
58788907,2023-09-12T12:48:39.000,2023-09-12T13:15:15.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,10467,3585 DEKALB AVENUE,DEKALB AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T13:15:18.000,07 BRONX,2033290058,BRONX,1017774,261540,PHONE,Unspecified,BRONX,40.88447729560736,-73.87876177942825,"{'latitude': '40.88447729560736', 'longitude': '-73.87876177942825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST  212 STREET,EAST  213 STREET,EAST  212 STREET,EAST  213 STREET,DEKALB AVENUE,,,,,,,
58792813,2023-09-12T12:48:20.000,2023-09-18T12:59:54.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,10035,340 EAST  117 STREET,EAST  117 STREET,ADDRESS,NEW YORK,Unspecified,The Department of Sanitation cleaned the location.,2023-09-02T12:06:16.000,11 MANHATTAN,1016880030,MANHATTAN,1001956,229707,PHONE,Unspecified,MANHATTAN,40.79715093548635,-73.93605096523024,"{'latitude': '40.79715093548635', 'longitude': '-73.93605096523024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,EAST  117 STREET,,,,,,,
58792832,2023-09-12T12:48:17.000,2023-09-13T12:56:44.000,DSNY,Department of Sanitation,Dirty Condition,Trash,10467,2505 BARKER AVENUE,BARKER AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T12:56:50.000,11 BRONX,2044270004,BRONX,1020379,253938,PHONE,Unspecified,BRONX,40.86360188695827,-73.86938190775766,"{'latitude': '40.86360188695827', 'longitude': '-73.86938190775766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Yard,MACE AVENUE,ALLERTON AVENUE,MACE AVENUE,ALLERTON AVENUE,BARKER AVENUE,,,,,,,
58798970,2023-09-12T12:48:16.000,2023-09-12T13:31:44.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,10466,4018 SETON AVENUE,SETON AVENUE,ADDRESS,BRONX,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-12T13:31:48.000,12 BRONX,2049880005,BRONX,1029143,264331,PHONE,Unspecified,BRONX,40.892087187705044,-73.83762761305056,"{'latitude': '40.892087187705044', 'longitude': '-73.83762761305056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,STRANG AVENUE,EDENWALD AVENUE,STRANG AVENUE,EDENWALD AVENUE,SETON AVENUE,,,,,,,
58791601,2023-09-12T12:48:14.000,2023-09-12T13:08:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11221,819 JEFFERSON AVENUE,JEFFERSON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T13:09:03.000,03 BROOKLYN,3016530084,BROOKLYN,1004939,189259,MOBILE,Unspecified,BROOKLYN,40.68612482623418,-73.92540163103777,"{'latitude': '40.68612482623418', 'longitude': '-73.92540163103777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,PATCHEN AVENUE,RALPH AVENUE,PATCHEN AVENUE,RALPH AVENUE,JEFFERSON AVENUE,,,,,,,
58794939,2023-09-12T12:48:09.000,2023-09-15T17:15:19.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,11203,5455 KINGS HIGHWAY,KINGS HIGHWAY,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,17 BROOKLYN,3047750041,BROOKLYN,1004964,173340,PHONE,Unspecified,BROOKLYN,40.64243065772701,-73.92536039704378,"{'latitude': '40.64243065772701', 'longitude': '-73.92536039704378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58796385,2023-09-12T12:48:09.000,2023-09-15T17:10:34.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,11203,5455 KINGS HIGHWAY,KINGS HIGHWAY,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,17 BROOKLYN,3047750041,BROOKLYN,1004964,173340,PHONE,Unspecified,BROOKLYN,40.64243065772701,-73.92536039704378,"{'latitude': '40.64243065772701', 'longitude': '-73.92536039704378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58794892,2023-09-12T12:48:09.000,2023-09-18T15:24:15.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,11203,5455 KINGS HIGHWAY,KINGS HIGHWAY,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,17 BROOKLYN,3047750041,BROOKLYN,1004964,173340,PHONE,Unspecified,BROOKLYN,40.64243065772701,-73.92536039704378,"{'latitude': '40.64243065772701', 'longitude': '-73.92536039704378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58796468,2023-09-12T12:48:09.000,2023-09-18T15:24:15.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,11203,5455 KINGS HIGHWAY,KINGS HIGHWAY,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,17 BROOKLYN,3047750041,BROOKLYN,1004964,173340,PHONE,Unspecified,BROOKLYN,40.64243065772701,-73.92536039704378,"{'latitude': '40.64243065772701', 'longitude': '-73.92536039704378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58790766,2023-09-12T12:48:09.000,2023-09-15T17:15:19.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11203,5455 KINGS HIGHWAY,KINGS HIGHWAY,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,17 BROOKLYN,3047750041,BROOKLYN,1004964,173340,PHONE,Unspecified,BROOKLYN,40.64243065772701,-73.92536039704378,"{'latitude': '40.64243065772701', 'longitude': '-73.92536039704378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58792107,2023-09-12T12:48:09.000,2023-09-15T17:15:20.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,11203,5455 KINGS HIGHWAY,KINGS HIGHWAY,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-15T00:00:00.000,17 BROOKLYN,3047750041,BROOKLYN,1004964,173340,PHONE,Unspecified,BROOKLYN,40.64243065772701,-73.92536039704378,"{'latitude': '40.64243065772701', 'longitude': '-73.92536039704378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58794903,2023-09-12T12:48:03.000,2023-09-19T20:47:05.000,HPD,Department of Housing Preservation and Development,GENERAL,JANITOR/SUPER,10462,2166 BRONX PARK EAST,BRONX PARK EAST,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,11 BRONX,2043170015,BRONX,1020296,250872,PHONE,Unspecified,BRONX,40.85518698659195,-73.86969846771929,"{'latitude': '40.85518698659195', 'longitude': '-73.86969846771929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58794700,2023-09-12T12:48:00.000,2023-09-12T14:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,10029,,,INTERSECTION,MANHATTAN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-12T14:20:00.000,11 MANHATTAN,,MANHATTAN,998355,226527,UNKNOWN,Unspecified,MANHATTAN,40.78842917713003,-73.94906342798072,"{'latitude': '40.78842917713003', 'longitude': '-73.94906342798072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,LEXINGTON AVENUE,EAST 100 STREET,,,N/A,,,,,
58789717,2023-09-12T12:48:00.000,2023-09-14T12:14:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,10308,17 RUSSELL STREET,RUSSELL STREET,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the E-waste.,2023-09-14T12:14:00.000,03 STATEN ISLAND,5052750047,STATEN ISLAND,943121,136547,PHONE,Unspecified,STATEN ISLAND,40.541370131442285,-74.14797773867944,"{'latitude': '40.541370131442285', 'longitude': '-74.14797773867944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,WIMAN AVENUE,LILLIAN PLACE,,,,,,,,,,
58790703,2023-09-12T12:47:58.000,2023-09-17T15:24:08.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,10466,4128 CARPENTER AVENUE,CARPENTER AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-17T00:00:00.000,12 BRONX,2048330045,BRONX,1022605,264454,PHONE,Unspecified,BRONX,40.892455623998,-73.86127399691148,"{'latitude': '40.892455623998', 'longitude': '-73.86127399691148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58798404,2023-09-12T12:47:58.000,2023-09-12T18:17:17.000,NYPD,New York City Police Department,Encampment,N/A,11237,450 HARMAN STREET,HARMAN STREET,ADDRESS,BROOKLYN,Closed,The Police Department visited the location and no Encampment was found.,2023-09-12T18:17:21.000,04 BROOKLYN,3032910018,BROOKLYN,1007658,195490,PHONE,Unspecified,BROOKLYN,40.703220695646905,-73.91557607975425,"{'latitude': '40.703220695646905', 'longitude': '-73.91557607975425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,WYCKOFF AVENUE,ST NICHOLAS AVENUE,WYCKOFF AVENUE,ST NICHOLAS AVENUE,HARMAN STREET,,,,,,,
58797921,2023-09-12T12:47:52.000,2023-09-19T20:47:04.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10462,2166 BRONX PARK EAST,BRONX PARK EAST,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,11 BRONX,2043170015,BRONX,1020296,250872,PHONE,Unspecified,BRONX,40.85518698659195,-73.86969846771929,"{'latitude': '40.85518698659195', 'longitude': '-73.86969846771929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58796519,2023-09-12T12:47:52.000,2023-09-19T20:47:05.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10462,2166 BRONX PARK EAST,BRONX PARK EAST,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,11 BRONX,2043170015,BRONX,1020296,250872,PHONE,Unspecified,BRONX,40.85518698659195,-73.86969846771929,"{'latitude': '40.85518698659195', 'longitude': '-73.86969846771929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58790730,2023-09-12T12:47:52.000,2023-09-19T20:47:05.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10462,2166 BRONX PARK EAST,BRONX PARK EAST,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,11 BRONX,2043170015,BRONX,1020296,250872,PHONE,Unspecified,BRONX,40.85518698659195,-73.86969846771929,"{'latitude': '40.85518698659195', 'longitude': '-73.86969846771929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58793851,2023-09-12T12:47:50.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,11360,17 AVENUE,17 AVENUE,INTERSECTION,,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-13T09:00:05.000,07 QUEENS,,QUEENS,1046355,225673,ONLINE,Unspecified,QUEENS,40.785878222157805,-73.77573216015175,"{'latitude': '40.785878222157805', 'longitude': '-73.77573216015175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,17 AVENUE,WATERS EDGE DRIVE,17 AVENUE,WATERS EDGE DRIVE,,,,,,,,
58792112,2023-09-12T12:47:50.000,2023-09-13T10:00:34.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,11435,138-28 90 AVENUE,90 AVENUE,ADDRESS,JAMAICA,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-13T00:00:00.000,12 QUEENS,4099780001,QUEENS,1036037,194814,PHONE,Unspecified,QUEENS,40.7012446593587,-73.8132290412344,"{'latitude': '40.7012446593587', 'longitude': '-73.8132290412344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58795064,2023-09-12T12:47:50.000,2023-09-13T10:00:34.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11435,138-28 90 AVENUE,90 AVENUE,ADDRESS,JAMAICA,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-13T00:00:00.000,12 QUEENS,4099780001,QUEENS,1036037,194814,PHONE,Unspecified,QUEENS,40.7012446593587,-73.8132290412344,"{'latitude': '40.7012446593587', 'longitude': '-73.8132290412344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58792151,2023-09-12T12:47:50.000,2023-09-13T10:00:34.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,11435,138-28 90 AVENUE,90 AVENUE,ADDRESS,JAMAICA,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-13T00:00:00.000,12 QUEENS,4099780001,QUEENS,1036037,194814,PHONE,Unspecified,QUEENS,40.7012446593587,-73.8132290412344,"{'latitude': '40.7012446593587', 'longitude': '-73.8132290412344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58796078,2023-09-12T12:47:43.000,2023-09-12T14:59:47.000,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,10022,520 PARK AVENUE,PARK AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T14:59:53.000,08 MANHATTAN,1013757504,MANHATTAN,992549,217603,ONLINE,Unspecified,MANHATTAN,40.76394250438831,-73.97004132000774,"{'latitude': '40.76394250438831', 'longitude': '-73.97004132000774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,PARK AVENUE,,,,,,,
58796023,2023-09-12T12:47:24.000,2023-09-12T13:13:04.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11230,1392 EAST   12 STREET,EAST   12 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T13:13:08.000,14 BROOKLYN,3067400049,BROOKLYN,994678,163579,MOBILE,Unspecified,BROOKLYN,40.61565685657654,-73.96243943592305,"{'latitude': '40.61565685657654', 'longitude': '-73.96243943592305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ELM AVENUE,AVENUE N,ELM AVENUE,AVENUE N,EAST   12 STREET,,,,,,,
58794256,2023-09-12T12:47:20.000,2023-09-16T06:27:17.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,10033,523 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation cleaned the location.,2023-09-14T11:20:40.000,12 MANHATTAN,,MANHATTAN,1001506,249982,ONLINE,Unspecified,MANHATTAN,40.85280092242473,-73.93762409307509,"{'latitude': '40.85280092242473', 'longitude': '-73.93762409307509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,WEST  183 STREET,WEST  185 STREET,WEST  183 STREET,WEST  185 STREET,FORT WASHINGTON AVENUE,,,,,,,
58797655,2023-09-12T12:47:13.000,2023-09-12T13:20:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10472,1338 MANOR AVENUE,MANOR AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T13:20:26.000,09 BRONX,2038660029,BRONX,1018230,242601,ONLINE,Unspecified,BRONX,40.83249373032266,-73.87720868588839,"{'latitude': '40.83249373032266', 'longitude': '-73.87720868588839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,EAST  172 STREET,EAST  173 STREET,EAST  172 STREET,EAST  173 STREET,MANOR AVENUE,,,,,,,
58788824,2023-09-12T12:47:13.000,2023-09-12T14:04:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11222,974 MANHATTAN AVENUE,MANHATTAN AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T14:04:31.000,01 BROOKLYN,3025330001,BROOKLYN,996826,206140,MOBILE,Unspecified,BROOKLYN,40.73247440882212,-73.95462315398345,"{'latitude': '40.73247440882212', 'longitude': '-73.95462315398345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,INDIA STREET,HURON STREET,INDIA STREET,HURON STREET,MANHATTAN AVENUE,,,,,,,
58792294,2023-09-12T12:47:09.000,2023-09-12T13:19:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,10025,207 WEST  106 STREET,WEST  106 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T13:19:20.000,07 MANHATTAN,1018780025,MANHATTAN,993572,230998,MOBILE,Unspecified,MANHATTAN,40.80070720036568,-73.96632979148279,"{'latitude': '40.80070720036568', 'longitude': '-73.96632979148279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,DUKE ELLINGTON BOULEVARD,,,,,,,
58799715,2023-09-12T12:47:05.000,2023-09-20T06:25:59.000,DOT,Department of Transportation,Street Sign - Dangling,"No Parking, Standing, Stopping",11201,90 FURMAN STREET,FURMAN STREET,ADDRESS,BROOKLYN,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-20T06:26:03.000,02 BROOKLYN,3001997501,BROOKLYN,985389,194629,PHONE,Unspecified,BROOKLYN,40.700888340143905,-73.99589219642144,"{'latitude': '40.700888340143905', 'longitude': '-73.99589219642144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,DOUGHTY STREET,SQUIBB PARK BRIDGE,DOUGHTY STREET,SQUIBB PARK BRIDGE,FURMAN STREET,,,,,,,
58794380,2023-09-12T12:47:00.000,2023-09-12T13:11:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11434,120-44 171 STREET,171 STREET,ADDRESS,JAMAICA,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-12T13:11:00.000,12 QUEENS,4123870140,QUEENS,1047031,187935,PHONE,Unspecified,QUEENS,40.682292285904644,-73.77364320719522,"{'latitude': '40.682292285904644', 'longitude': '-73.77364320719522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,120 AVE,BAISLEY BLVD,,,,,,,,,,
58792713,2023-09-12T12:46:58.000,2023-10-14T13:01:52.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,10003,241 EAST   10 STREET,EAST   10 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T14:32:14.000,03 MANHATTAN,1004520037,MANHATTAN,988445,204857,MOBILE,Unspecified,MANHATTAN,40.728960833715206,-73.9848643587161,"{'latitude': '40.728960833715206', 'longitude': '-73.9848643587161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,EAST   10 STREET,,,,,,,
58798354,2023-09-12T12:46:57.000,2023-09-12T12:46:57.000,DOHMH,Department of Health and Mental Hygiene,Standing Water,Container - Over 5 Gallons,11356,112-23 15 AVENUE,15 AVENUE,ADDRESS,COLLEGE POINT,Closed,An inspection of the property was conducted and the owner was issued a summons. Follow-up inspections will be scheduled.,2023-09-12T12:46:57.000,07 QUEENS,4040640029,QUEENS,1024496,224902,ONLINE,Unspecified,QUEENS,40.78388860902421,-73.85467179688735,"{'latitude': '40.78388860902421', 'longitude': '-73.85467179688735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1-2 Family Mixed Use Building,112 STREET,114 STREET,112 STREET,114 STREET,15 AVENUE,,,,,,,
