unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,vehicle_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment
59453117,2023-09-29T12:16:28.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11226,25 TENNIS COURT,TENNIS COURT,EAST   19 STREET,OCEAN AVENUE,EAST   19 STREET,OCEAN AVENUE,ADDRESS,BROOKLYN,TENNIS COURT,Closed,,2023-10-01T00:00:00.000,14 BROOKLYN,,BROOKLYN,994862,175559,ONLINE,Unspecified,BROOKLYN,40.648539198578376,-73.96175784905559,"{'latitude': '40.648539198578376', 'longitude': '-73.96175784905559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59449620,2023-09-29T12:16:25.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11221,26 LAWTON STREET,LAWTON STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,LAWTON STREET,Closed,,2023-10-12T00:00:00.000,04 BROOKLYN,3032290010,BROOKLYN,1003537,192637,ONLINE,Unspecified,BROOKLYN,40.69539982091312,-73.93044715200271,"{'latitude': '40.69539982091312', 'longitude': '-73.93044715200271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59450492,2023-09-29T12:16:24.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,11208,327 MILFORD STREET,MILFORD STREET,SUTTER AVENUE,BLAKE AVENUE,SUTTER AVENUE,BLAKE AVENUE,ADDRESS,BROOKLYN,MILFORD STREET,Closed,,2023-10-02T00:00:00.000,05 BROOKLYN,3042620009,BROOKLYN,1018587,183800,PHONE,Unspecified,BROOKLYN,40.6710986976664,-73.87621887666245,"{'latitude': '40.6710986976664', 'longitude': '-73.87621887666245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58961144,2023-09-29T12:16:19.000,2023-09-29T17:22:17.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11385,79-77 77 ROAD,77 ROAD,79 PLACE,80 STREET,79 PLACE,80 STREET,ADDRESS,RIDGEWOOD,77 ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T17:22:19.000,05 QUEENS,4038170037,QUEENS,1020440,196495,ONLINE,Unspecified,QUEENS,40.70593613675599,-73.86947083099919,"{'latitude': '40.70593613675599', 'longitude': '-73.86947083099919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58960146,2023-09-29T12:16:18.000,2023-10-17T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10462,1960 EAST TREMONT AVENUE,EAST TREMONT AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-10-17T00:00:00.000,09 BRONX,2039447501,BRONX,1022699,245920,UNKNOWN,Unspecified,BRONX,40.84158508718187,-73.86104035092012,"{'latitude': '40.84158508718187', 'longitude': '-73.86104035092012', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59438860,2023-09-29T12:16:14.000,2023-09-30T18:10:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11224,3828 LYME AVENUE,LYME AVENUE,SEA GATE AVENUE,HIGHLAND AVENUE,SEA GATE AVENUE,HIGHLAND AVENUE,ADDRESS,BROOKLYN,LYME AVENUE,Closed,,2023-09-30T18:10:00.000,13 BROOKLYN,,BROOKLYN,982444,149575,ONLINE,Unspecified,BROOKLYN,40.57722465409702,-74.00650127965984,"{'latitude': '40.57722465409702', 'longitude': '-74.00650127965984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58956446,2023-09-29T12:16:14.000,2023-09-29T14:26:38.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10457,214 EAST  178 STREET,EAST  178 STREET,GRAND CONCOURSE,ANTHONY AVENUE,GRAND CONCOURSE,ANTHONY AVENUE,ADDRESS,BRONX,EAST  178 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T14:26:43.000,05 BRONX,2028100013,BRONX,1010697,249107,ONLINE,Unspecified,BRONX,40.85037656132802,-73.90440451599426,"{'latitude': '40.85037656132802', 'longitude': '-73.90440451599426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58961514,2023-09-29T12:16:12.000,2023-10-01T10:15:50.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10016,145 EAST   35 STREET,EAST   35 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,06 MANHATTAN,1008910030,MANHATTAN,990102,211402,ONLINE,Unspecified,MANHATTAN,40.746924296320714,-73.97888017732043,"{'latitude': '40.746924296320714', 'longitude': '-73.97888017732043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58958255,2023-09-29T12:16:12.000,2023-10-01T10:15:50.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10016,145 EAST   35 STREET,EAST   35 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,06 MANHATTAN,1008910030,MANHATTAN,990102,211402,ONLINE,Unspecified,MANHATTAN,40.746924296320714,-73.97888017732043,"{'latitude': '40.746924296320714', 'longitude': '-73.97888017732043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58961319,2023-09-29T12:16:09.000,2023-10-06T11:38:14.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WINDOW/FRAME,RESIDENTIAL BUILDING,10466,636 EAST  230 STREET,EAST  230 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,12 BRONX,2048320079,BRONX,1022760,264298,ONLINE,Unspecified,BRONX,40.89202677885755,-73.86071427632156,"{'latitude': '40.89202677885755', 'longitude': '-73.86071427632156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58960875,2023-09-29T12:16:09.000,2023-10-31T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11413,138-25 231 STREET,231 STREET,,,,,ADDRESS,SPRINGFIELD GARDENS,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-31T00:00:00.000,13 QUEENS,4131800023,QUEENS,1055799,183455,UNKNOWN,Unspecified,QUEENS,40.66992921840606,-73.7420779289065,"{'latitude': '40.66992921840606', 'longitude': '-73.7420779289065', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58963021,2023-09-29T12:16:08.000,2023-10-03T08:33:48.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10302,86 CLINTON PLACE,CLINTON PLACE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,01 STATEN ISLAND,5010940036,STATEN ISLAND,945869,169751,ONLINE,Unspecified,STATEN ISLAND,40.632520690930434,-74.13827933001697,"{'latitude': '40.632520690930434', 'longitude': '-74.13827933001697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58967793,2023-09-29T12:16:08.000,2023-10-04T10:32:52.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10453,2128 JEROME AVENUE,JEROME AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-04T00:00:00.000,05 BRONX,2031790031,BRONX,1010232,250866,PHONE,Unspecified,BRONX,40.85520587133494,-73.90607848934312,"{'latitude': '40.85520587133494', 'longitude': '-73.90607848934312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59461196,2023-09-29T12:16:06.000,2023-10-26T00:00:00.000,DOB,Department of Buildings,Water Drainage,Drain/Pipe Clogged,Street,10473,938 CASTLE HILL AVENUE,CASTLE HILL AVENUE,QUIMBY AVENUE,BRUCKNER BOULEVARD,QUIMBY AVENUE,BRUCKNER BOULEVARD,ADDRESS,BRONX,CASTLE HILL AVENUE,Closed,,2023-10-26T00:00:00.000,09 BRONX,2036940005,BRONX,1025834,240404,PHONE,Unspecified,BRONX,40.82643107355757,-73.84974427307556,"{'latitude': '40.82643107355757', 'longitude': '-73.84974427307556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59452708,2023-09-29T12:16:06.000,2023-10-01T13:50:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11433,164-16 109 DRIVE,109 DRIVE,DEAD END,167 STREET,DEAD END,167 STREET,ADDRESS,JAMAICA,109 DRIVE,Closed,,2023-10-01T13:50:00.000,12 QUEENS,,QUEENS,1043354,192455,PHONE,Unspecified,QUEENS,40.69472392697107,-73.78686091777877,"{'latitude': '40.69472392697107', 'longitude': '-73.78686091777877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59449584,2023-09-29T12:16:05.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11236,1396 EAST   92 STREET,EAST   92 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST   92 STREET,Closed,,2023-10-12T00:00:00.000,18 BROOKLYN,3082370067,BROOKLYN,1012150,171283,PHONE,Unspecified,BROOKLYN,40.63676491489478,-73.89947531522857,"{'latitude': '40.63676491489478', 'longitude': '-73.89947531522857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58966593,2023-09-29T12:16:03.000,2023-09-30T00:00:00.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,10024,108 WEST   83 STREET,WEST   83 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-30T00:00:00.000,07 MANHATTAN,1012130039,MANHATTAN,991397,225194,UNKNOWN,Unspecified,MANHATTAN,40.78477881464474,-73.97419186768576,"{'latitude': '40.78477881464474', 'longitude': '-73.97419186768576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58958552,2023-09-29T12:16:01.000,2023-10-12T06:57:47.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11373,89-52 QUEENS BOULEVARD,QUEENS BOULEVARD,,,,,ADDRESS,ELMHURST,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,04 QUEENS,4028577501,QUEENS,1019480,206794,ONLINE,Unspecified,QUEENS,40.73420825491526,-73.87287942332695,"{'latitude': '40.73420825491526', 'longitude': '-73.87287942332695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58965621,2023-09-29T12:16:00.000,2023-09-29T12:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,E 144TH ST,BEACH ST,INTERSECTION,,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T12:20:00.000,Unspecified MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,N/A,,,,
59436164,2023-09-29T12:15:53.000,2023-09-29T17:45:00.000,DEP,Department of Environmental Protection,Water Maintenance,Leak,N/A,11422,240-58 EDGEWOOD AVENUE,EDGEWOOD AVENUE,146 AVENUE,147 AVENUE,146 AVENUE,147 AVENUE,ADDRESS,ROSEDALE,EDGEWOOD AVENUE,Closed,,2023-09-29T17:45:00.000,13 QUEENS,,QUEENS,1055458,179014,PHONE,Unspecified,QUEENS,40.65774245866302,-73.74335407315778,"{'latitude': '40.65774245866302', 'longitude': '-73.74335407315778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59460006,2023-09-29T12:15:50.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10016,145 EAST   35 STREET,EAST   35 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   35 STREET,Closed,,2023-10-01T00:00:00.000,06 MANHATTAN,1008910030,MANHATTAN,990102,211402,ONLINE,Unspecified,MANHATTAN,40.746924296320714,-73.97888017732043,"{'latitude': '40.746924296320714', 'longitude': '-73.97888017732043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59458990,2023-09-29T12:15:50.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,10016,145 EAST   35 STREET,EAST   35 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   35 STREET,Closed,,2023-10-01T00:00:00.000,06 MANHATTAN,1008910030,MANHATTAN,990102,211402,ONLINE,Unspecified,MANHATTAN,40.746924296320714,-73.97888017732043,"{'latitude': '40.746924296320714', 'longitude': '-73.97888017732043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58964193,2023-09-29T12:15:44.000,2023-11-09T05:03:11.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11213,971 ST MARKS AVENUE,ST MARKS AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-09T00:00:00.000,08 BROOKLYN,3012230052,BROOKLYN,1001126,185065,PHONE,Unspecified,BROOKLYN,40.67462134218107,-73.93916067086707,"{'latitude': '40.67462134218107', 'longitude': '-73.93916067086707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59453071,2023-09-29T12:15:43.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11373,90-02 QUEENS BOULEVARD,QUEENS BOULEVARD,57 AVENUE,90 STREET,57 AVENUE,90 STREET,ADDRESS,ELMHURST,QUEENS BOULEVARD,Closed,,2023-10-12T00:00:00.000,04 QUEENS,4028577501,QUEENS,1019614,206743,ONLINE,Unspecified,QUEENS,40.73406773785918,-73.87239617924077,"{'latitude': '40.73406773785918', 'longitude': '-73.87239617924077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58967594,2023-09-29T12:15:42.000,2023-10-04T09:49:20.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11106,34-17 9 STREET,9 STREET,,,,,ADDRESS,ASTORIA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,01 QUEENS,4003240020,QUEENS,1000952,217896,ONLINE,Unspecified,QUEENS,40.76473483212982,-73.93970648806132,"{'latitude': '40.76473483212982', 'longitude': '-73.93970648806132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58964093,2023-09-29T12:15:42.000,2023-09-29T12:36:51.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11209,345 86 STREET,86 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,86 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T12:36:56.000,10 BROOKLYN,,BROOKLYN,976006,166304,ONLINE,Unspecified,BROOKLYN,40.6231387156027,-74.02969735300032,"{'latitude': '40.6231387156027', 'longitude': '-74.02969735300032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58959928,2023-09-29T12:15:42.000,2023-10-04T09:49:20.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11106,34-17 9 STREET,9 STREET,,,,,ADDRESS,ASTORIA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,01 QUEENS,4003240020,QUEENS,1000952,217896,ONLINE,Unspecified,QUEENS,40.76473483212982,-73.93970648806132,"{'latitude': '40.76473483212982', 'longitude': '-73.93970648806132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58959790,2023-09-29T12:15:39.000,2023-10-03T12:17:46.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10457,709 FAIRMOUNT PLACE,FAIRMOUNT PLACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,06 BRONX,2029500030,BRONX,1014223,246851,PHONE,Unspecified,BRONX,40.84417324510356,-73.89166951222118,"{'latitude': '40.84417324510356', 'longitude': '-73.89166951222118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58959757,2023-09-29T12:15:39.000,2023-10-03T12:17:46.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,RADIATOR,RESIDENTIAL BUILDING,10457,709 FAIRMOUNT PLACE,FAIRMOUNT PLACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,06 BRONX,2029500030,BRONX,1014223,246851,PHONE,Unspecified,BRONX,40.84417324510356,-73.89166951222118,"{'latitude': '40.84417324510356', 'longitude': '-73.89166951222118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58959626,2023-09-29T12:15:39.000,2023-10-13T12:56:28.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11220,271 67 STREET,67 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-13T00:00:00.000,10 BROOKLYN,3058410037,BROOKLYN,977110,171738,ONLINE,Unspecified,BROOKLYN,40.63805485557546,-74.02572616403522,"{'latitude': '40.63805485557546', 'longitude': '-74.02572616403522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58965847,2023-09-29T12:15:39.000,2023-10-03T12:17:46.000,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,10457,709 FAIRMOUNT PLACE,FAIRMOUNT PLACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,06 BRONX,2029500030,BRONX,1014223,246851,PHONE,Unspecified,BRONX,40.84417324510356,-73.89166951222118,"{'latitude': '40.84417324510356', 'longitude': '-73.89166951222118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58961220,2023-09-29T12:15:39.000,2023-10-03T12:17:46.000,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,10457,709 FAIRMOUNT PLACE,FAIRMOUNT PLACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,06 BRONX,2029500030,BRONX,1014223,246851,PHONE,Unspecified,BRONX,40.84417324510356,-73.89166951222118,"{'latitude': '40.84417324510356', 'longitude': '-73.89166951222118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58965867,2023-09-29T12:15:39.000,2023-10-03T12:17:46.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10457,709 FAIRMOUNT PLACE,FAIRMOUNT PLACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,06 BRONX,2029500030,BRONX,1014223,246851,PHONE,Unspecified,BRONX,40.84417324510356,-73.89166951222118,"{'latitude': '40.84417324510356', 'longitude': '-73.89166951222118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58961266,2023-09-29T12:15:39.000,2023-10-03T12:17:46.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10457,709 FAIRMOUNT PLACE,FAIRMOUNT PLACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,06 BRONX,2029500030,BRONX,1014223,246851,PHONE,Unspecified,BRONX,40.84417324510356,-73.89166951222118,"{'latitude': '40.84417324510356', 'longitude': '-73.89166951222118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58959767,2023-09-29T12:15:39.000,2023-10-03T12:17:46.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10457,709 FAIRMOUNT PLACE,FAIRMOUNT PLACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,06 BRONX,2029500030,BRONX,1014223,246851,PHONE,Unspecified,BRONX,40.84417324510356,-73.89166951222118,"{'latitude': '40.84417324510356', 'longitude': '-73.89166951222118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58959678,2023-09-29T12:15:39.000,2023-10-03T12:17:46.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10457,709 FAIRMOUNT PLACE,FAIRMOUNT PLACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,06 BRONX,2029500030,BRONX,1014223,246851,PHONE,Unspecified,BRONX,40.84417324510356,-73.89166951222118,"{'latitude': '40.84417324510356', 'longitude': '-73.89166951222118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58958341,2023-09-29T12:15:39.000,2023-10-03T12:17:45.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10457,709 FAIRMOUNT PLACE,FAIRMOUNT PLACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,06 BRONX,2029500030,BRONX,1014223,246851,PHONE,Unspecified,BRONX,40.84417324510356,-73.89166951222118,"{'latitude': '40.84417324510356', 'longitude': '-73.89166951222118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58962861,2023-09-29T12:15:39.000,2023-10-08T15:11:42.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11220,271 67 STREET,67 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,10 BROOKLYN,3058410037,BROOKLYN,977110,171738,ONLINE,Unspecified,BROOKLYN,40.63805485557546,-74.02572616403522,"{'latitude': '40.63805485557546', 'longitude': '-74.02572616403522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59444964,2023-09-29T12:15:38.000,2023-10-06T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,Apartment,11226,251 EAST   29 STREET,EAST   29 STREET,CORTELYOU ROAD,CLARENDON ROAD,CORTELYOU ROAD,CLARENDON ROAD,ADDRESS,BROOKLYN,EAST   29 STREET,Closed,,2023-10-06T00:00:00.000,17 BROOKLYN,3051730045,BROOKLYN,998184,173850,PHONE,Unspecified,BROOKLYN,40.64384375960936,-73.94978998819022,"{'latitude': '40.64384375960936', 'longitude': '-73.94978998819022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58961202,2023-09-29T12:15:37.000,2023-10-12T06:57:47.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11413,134-18 229 STREET,229 STREET,,,,,ADDRESS,SPRINGFIELD GARDENS,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,13 QUEENS,4131550043,QUEENS,1055923,185641,PHONE,Unspecified,QUEENS,40.67592826866371,-73.74160768776984,"{'latitude': '40.67592826866371', 'longitude': '-73.74160768776984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59444938,2023-09-29T12:15:37.000,2023-10-06T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11226,251 EAST   29 STREET,EAST   29 STREET,CORTELYOU ROAD,CLARENDON ROAD,CORTELYOU ROAD,CLARENDON ROAD,ADDRESS,BROOKLYN,EAST   29 STREET,Closed,,2023-10-06T00:00:00.000,17 BROOKLYN,3051730045,BROOKLYN,998184,173850,PHONE,Unspecified,BROOKLYN,40.64384375960936,-73.94978998819022,"{'latitude': '40.64384375960936', 'longitude': '-73.94978998819022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59435673,2023-09-29T12:15:36.000,2023-10-06T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,11226,251 EAST   29 STREET,EAST   29 STREET,CORTELYOU ROAD,CLARENDON ROAD,CORTELYOU ROAD,CLARENDON ROAD,ADDRESS,BROOKLYN,EAST   29 STREET,Closed,,2023-10-06T00:00:00.000,17 BROOKLYN,3051730045,BROOKLYN,998184,173850,PHONE,Unspecified,BROOKLYN,40.64384375960936,-73.94978998819022,"{'latitude': '40.64384375960936', 'longitude': '-73.94978998819022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
