unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58827119,2023-09-16T21:38:20.000,2023-09-16T22:04:51.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10027,200 WEST  131 STREET,WEST  131 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  131 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:04:54.000,10 MANHATTAN,1019330050,MANHATTAN,999270,235411,MOBILE,Unspecified,MANHATTAN,40.81281181632886,-73.94573926927536,"{'latitude': '40.81281181632886', 'longitude': '-73.94573926927536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832777,2023-09-16T21:38:02.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10017,665 3 AVENUE,3 AVENUE,EAST   42 STREET,EAST   43 STREET,EAST   42 STREET,EAST   43 STREET,ADDRESS,NEW YORK,3 AVENUE,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-24T12:26:40.000,06 MANHATTAN,1013160001,MANHATTAN,991375,212876,ONLINE,Unspecified,MANHATTAN,40.750969120784944,-73.974284368746,"{'latitude': '40.750969120784944', 'longitude': '-73.974284368746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","665 3 AVENUE, MANHATTAN (NEW YORK), NY, 10017",,,,,,
58830847,2023-09-16T21:37:57.000,2023-09-16T21:53:24.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,290 UNION AVENUE,UNION AVENUE,STAGG STREET,HEWES STREET,STAGG STREET,HEWES STREET,ADDRESS,BROOKLYN,UNION AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:53:27.000,01 BROOKLYN,3030220003,BROOKLYN,997890,197605,ONLINE,Unspecified,BROOKLYN,40.70904631916916,-73.9508013160741,"{'latitude': '40.70904631916916', 'longitude': '-73.9508013160741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832129,2023-09-16T21:37:55.000,2023-09-16T22:04:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:04:14.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828999,2023-09-16T21:37:54.000,2023-09-16T22:00:16.000,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,11105,23-59 21 AVENUE,21 AVENUE,23 STREET,24 STREET,23 STREET,24 STREET,ADDRESS,ASTORIA,21 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T22:00:22.000,01 QUEENS,,QUEENS,1008291,223940,ONLINE,Unspecified,QUEENS,40.781307111648516,-73.91319140173847,"{'latitude': '40.781307111648516', 'longitude': '-73.91319140173847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58826936,2023-09-16T21:37:46.000,2023-09-16T22:03:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10467,3405 KOSSUTH AVENUE,KOSSUTH AVENUE,EAST  210 STREET,BEND,EAST  210 STREET,BEND,ADDRESS,BRONX,KOSSUTH AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T22:03:17.000,07 BRONX,2033270060,BRONX,1016961,260022,ONLINE,Unspecified,BRONX,40.8803139136269,-73.88170937152766,"{'latitude': '40.8803139136269', 'longitude': '-73.88170937152766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58826756,2023-09-16T21:37:45.000,2023-09-16T21:58:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,405 SUYDAM STREET,SUYDAM STREET,WYCKOFF AVENUE,ST NICHOLAS AVENUE,WYCKOFF AVENUE,ST NICHOLAS AVENUE,ADDRESS,BROOKLYN,SUYDAM STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T21:58:22.000,04 BROOKLYN,3032110040,BROOKLYN,1006367,196383,ONLINE,Unspecified,BROOKLYN,40.70567509050397,-73.92022929935375,"{'latitude': '40.70567509050397', 'longitude': '-73.92022929935375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58830755,2023-09-16T21:37:32.000,2023-09-16T22:11:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,512 VERMONT STREET,VERMONT STREET,BLAKE AVENUE,DUMONT AVENUE,BLAKE AVENUE,DUMONT AVENUE,ADDRESS,BROOKLYN,VERMONT STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T22:11:54.000,05 BROOKLYN,3037900050,BROOKLYN,1014041,182262,ONLINE,Unspecified,BROOKLYN,40.666893698825746,-73.89261348781727,"{'latitude': '40.666893698825746', 'longitude': '-73.89261348781727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834792,2023-09-16T21:37:23.000,2023-09-16T22:04:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11214,8807 21 AVENUE,21 AVENUE,BATH AVENUE,CROPSEY AVENUE,BATH AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,21 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:04:47.000,11 BROOKLYN,3064450013,BROOKLYN,984164,157565,ONLINE,Unspecified,BROOKLYN,40.59915579343713,-74.00030968643193,"{'latitude': '40.59915579343713', 'longitude': '-74.00030968643193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834621,2023-09-16T21:37:20.000,2023-09-16T21:56:10.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11102,26-23 18 STREET,18 STREET,26 AVENUE,26 ROAD,26 AVENUE,26 ROAD,ADDRESS,ASTORIA,18 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:56:14.000,01 QUEENS,4008860125,QUEENS,1004426,221126,ONLINE,Unspecified,QUEENS,40.77359309349455,-73.92715580425228,"{'latitude': '40.77359309349455', 'longitude': '-73.92715580425228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828232,2023-09-16T21:37:18.000,2023-09-16T22:48:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,131-04 109 AVENUE,109 AVENUE,131 STREET,132 STREET,131 STREET,132 STREET,ADDRESS,SOUTH OZONE PARK,109 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:48:38.000,10 QUEENS,4116110003,QUEENS,1036310,189022,ONLINE,Unspecified,QUEENS,40.6853453938969,-73.81228922631496,"{'latitude': '40.6853453938969', 'longitude': '-73.81228922631496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58835067,2023-09-16T21:37:14.000,2023-09-16T21:48:37.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10458,2645 BRIGGS AVENUE,BRIGGS AVENUE,EAST  194 STREET,EAST  196 STREET,EAST  194 STREET,EAST  196 STREET,ADDRESS,BRONX,BRIGGS AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T21:48:42.000,07 BRONX,2033000001,BRONX,1013985,254569,MOBILE,Unspecified,BRONX,40.86535764249122,-73.892495473103,"{'latitude': '40.86535764249122', 'longitude': '-73.892495473103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58830639,2023-09-16T21:37:07.000,2023-09-16T21:52:25.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10032,75 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST  161 STREET,WEST  162 STREET,WEST  161 STREET,WEST  162 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T21:52:28.000,12 MANHATTAN,1021360140,MANHATTAN,999706,244405,ONLINE,Unspecified,MANHATTAN,40.83749703232736,-73.94414347302468,"{'latitude': '40.83749703232736', 'longitude': '-73.94414347302468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829643,2023-09-16T21:37:07.000,2023-09-16T22:12:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1420 CLAY AVENUE,CLAY AVENUE,EAST  170 STREET,EAST  171 STREET,EAST  170 STREET,EAST  171 STREET,ADDRESS,BRONX,CLAY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:12:24.000,04 BRONX,2028870088,BRONX,1009792,244407,ONLINE,Unspecified,BRONX,40.83747910996361,-73.90769363386275,"{'latitude': '40.83747910996361', 'longitude': '-73.90769363386275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833991,2023-09-16T21:37:02.000,2023-09-16T21:37:02.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10463,2861 EXTERIOR STREET,EXTERIOR STREET,WEST 225 STREET,BROADWAY,WEST  225 STREET,BROADWAY,ADDRESS,BRONX,EXTERIOR STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-16T21:37:02.000,08 BRONX,2032650001,BRONX,1010200,258179,MOBILE,Unspecified,BRONX,40.87527792119058,-73.90616584731168,"{'latitude': '40.87527792119058', 'longitude': '-73.90616584731168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832233,2023-09-16T21:36:49.000,2023-09-16T21:51:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11249,57 METROPOLITAN AVENUE,METROPOLITAN AVENUE,KENT AVENUE,WYTHE AVENUE,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,METROPOLITAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:51:38.000,01 BROOKLYN,3023577505,BROOKLYN,994121,200625,ONLINE,Unspecified,BROOKLYN,40.71734050603572,-73.96439144929596,"{'latitude': '40.71734050603572', 'longitude': '-73.96439144929596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828094,2023-09-16T21:36:33.000,2023-09-16T21:56:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10471,226 WEST  242 STREET,WEST  242 STREET,IRT-1-BROADWAY/7 AVENUE LINE,MANHATTAN COLLEGE PARKWAY,IRT-1-BROADWAY/7 AVENUE LINE,MANHATTAN COLLEGE PARKWAY,ADDRESS,BRONX,WEST  242 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:56:13.000,08 BRONX,2057760614,BRONX,1012075,263395,MOBILE,Unspecified,BRONX,40.889588493525686,-73.89936426054798,"{'latitude': '40.889588493525686', 'longitude': '-73.89936426054798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829380,2023-09-16T21:36:31.000,2023-09-16T22:04:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:04:14.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58830053,2023-09-16T21:36:25.000,2023-09-16T22:05:13.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10027,273 WEST  122 STREET,WEST  122 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  122 STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-16T22:05:17.000,10 MANHATTAN,1019280005,MANHATTAN,997634,233604,MOBILE,Unspecified,MANHATTAN,40.80785473371258,-73.95165302772789,"{'latitude': '40.80785473371258', 'longitude': '-73.95165302772789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832363,2023-09-16T21:35:43.000,2023-09-16T21:41:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11218,207 PROSPECT PARK SOUTHWEST,PROSPECT PARK SOUTHWEST,GREENWOOD AVENUE,EAST DRIVE,GREENWOOD AVENUE,EAST DRIVE,ADDRESS,BROOKLYN,PROSPECT PARK SOUTHWEST,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T21:41:32.000,07 BROOKLYN,3052877501,BROOKLYN,991857,176912,MOBILE,Unspecified,BROOKLYN,40.65225598050258,-73.97258535201576,"{'latitude': '40.65225598050258', 'longitude': '-73.97258535201576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829923,2023-09-16T21:35:29.000,2023-09-17T06:58:51.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11102,28-27 30 STREET,30 STREET,NEWTOWN AVENUE,30 AVENUE,NEWTOWN AVENUE,30 AVENUE,ADDRESS,ASTORIA,30 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T06:58:56.000,01 QUEENS,4005950010,QUEENS,1005975,219104,ONLINE,Unspecified,QUEENS,40.76803956158422,-73.92156977510624,"{'latitude': '40.76803956158422', 'longitude': '-73.92156977510624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836188,2023-09-16T21:35:27.000,2023-09-16T22:07:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10312,136 NORTH PINE TERRACE,NORTH PINE TERRACE,ANNADALE ROAD,SOUTH RAILROAD STREET,ANNADALE ROAD,SOUTH RAILROAD STREET,ADDRESS,STATEN ISLAND,NORTH PINE TERRACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:07:42.000,03 STATEN ISLAND,5062490249,STATEN ISLAND,934379,135710,ONLINE,Unspecified,STATEN ISLAND,40.53902788589036,-74.17942427020765,"{'latitude': '40.53902788589036', 'longitude': '-74.17942427020765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828289,2023-09-16T21:35:26.000,2023-09-16T22:16:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10036,9 AVENUE,9 AVENUE,9 AVENUE,WEST   42 STREET,9 AVENUE,WEST   42 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:16:48.000,04 MANHATTAN,,MANHATTAN,986291,215593,ONLINE,Unspecified,MANHATTAN,40.75842923013922,-73.99263277459292,"{'latitude': '40.75842923013922', 'longitude': '-73.99263277459292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58827575,2023-09-16T21:35:21.000,2023-09-16T22:05:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11369,31-45 95 STREET,95 STREET,JACKSON MILL ROAD,32 AVENUE,JACKSON MILL ROAD,32 AVENUE,ADDRESS,EAST ELMHURST,95 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T22:05:59.000,03 QUEENS,4014070047,QUEENS,1019286,215915,MOBILE,Unspecified,QUEENS,40.75924385454772,-73.87353191790739,"{'latitude': '40.75924385454772', 'longitude': '-73.87353191790739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836367,2023-09-16T21:35:16.000,2023-09-19T13:25:00.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11207,591 WYONA STREET,WYONA STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,05 BROOKLYN,3038260006,BROOKLYN,1014508,181243,PHONE,Unspecified,BROOKLYN,40.66409518852537,-73.89093468532845,"{'latitude': '40.66409518852537', 'longitude': '-73.89093468532845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58830221,2023-09-16T21:35:16.000,2023-09-16T23:02:04.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11217,727 FULTON STREET,FULTON STREET,SOUTH ELLIOTT PLACE,SOUTH PORTLAND AVENUE,SOUTH ELLIOTT PLACE,SOUTH PORTLAND AVENUE,ADDRESS,BROOKLYN,FULTON STREET,Closed,N/A,2023-09-16T23:02:08.000,02 BROOKLYN,3021160012,BROOKLYN,991085,189459,PHONE,Unspecified,BROOKLYN,40.686695321244954,-73.97535481853814,"{'latitude': '40.686695321244954', 'longitude': '-73.97535481853814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828478,2023-09-16T21:35:16.000,2023-09-19T13:25:00.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11207,591 WYONA STREET,WYONA STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,05 BROOKLYN,3038260006,BROOKLYN,1014508,181243,PHONE,Unspecified,BROOKLYN,40.66409518852537,-73.89093468532845,"{'latitude': '40.66409518852537', 'longitude': '-73.89093468532845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832778,2023-09-16T21:35:11.000,2023-11-01T11:21:19.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10036,1211 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,WEST   47 STREET,WEST   48 STREET,WEST   47 STREET,WEST   48 STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-11-01T11:21:22.000,05 MANHATTAN,1010000029,MANHATTAN,989365,215580,ONLINE,Unspecified,MANHATTAN,40.758392304474256,-73.98153682640786,"{'latitude': '40.758392304474256', 'longitude': '-73.98153682640786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","1211 AVENUE OF THE AMERICAS, MANHATTAN (NEW YORK), NY, 10036",,,,,,
58835414,2023-09-16T21:35:06.000,2023-09-16T22:53:19.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,11101,41-20 29 STREET,29 STREET,41 AVENUE,QUEENS PLAZA NORTH,41 AVENUE,QUEENS PLAZA NORTH,ADDRESS,LONG ISLAND CITY,29 STREET,Closed,"Due to technical issues or other circumstances, the Department of Homeless Services has determined that this request should now be administratively closed.",2023-09-16T22:53:19.000,01 QUEENS,4004170030,QUEENS,1001676,212777,PHONE,Unspecified,QUEENS,40.7506830906427,-73.93710614761942,"{'latitude': '40.7506830906427', 'longitude': '-73.93710614761942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828464,2023-09-16T21:35:06.000,2023-09-18T13:00:46.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11362,240-15 OAK PARK DRIVE,OAK PARK DRIVE,,,,,ADDRESS,LITTLE NECK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,11 QUEENS,4083107501,QUEENS,1058126,211108,PHONE,Unspecified,QUEENS,40.745810695731194,-73.73338613568049,"{'latitude': '40.745810695731194', 'longitude': '-73.73338613568049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829471,2023-09-16T21:35:06.000,2023-09-16T22:04:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:04:07.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833680,2023-09-16T21:35:01.000,2023-09-16T22:01:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11412,112 ROAD,112 ROAD,112 ROAD,FARMERS BOULEVARD,112 ROAD,FARMERS BOULEVARD,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:01:57.000,12 QUEENS,,QUEENS,1049825,194383,ONLINE,Unspecified,QUEENS,40.699970236738224,-73.7635067276373,"{'latitude': '40.699970236738224', 'longitude': '-73.7635067276373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829522,2023-09-16T21:34:48.000,2023-09-16T21:48:53.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10002,55 MARKET STREET,MARKET STREET,MADISON STREET,MONROE STREET,MADISON STREET,MONROE STREET,ADDRESS,NEW YORK,MARKET STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:48:57.000,03 MANHATTAN,1002760021,MANHATTAN,985833,198568,ONLINE,Unspecified,MANHATTAN,40.71169989759002,-73.99428998437791,"{'latitude': '40.71169989759002', 'longitude': '-73.99428998437791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833810,2023-09-16T21:34:46.000,2023-09-16T22:17:31.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10036,350 WEST   43 STREET,WEST   43 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   43 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:17:34.000,04 MANHATTAN,1010330109,MANHATTAN,986814,215622,ONLINE,Unspecified,MANHATTAN,40.75850869152492,-73.99074493459523,"{'latitude': '40.75850869152492', 'longitude': '-73.99074493459523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829339,2023-09-16T21:34:46.000,2023-09-16T22:30:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,1961 EDENWALD AVENUE,EDENWALD AVENUE,EDSON AVENUE,BAYCHESTER AVENUE,EDSON AVENUE,BAYCHESTER AVENUE,ADDRESS,BRONX,EDENWALD AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:30:49.000,12 BRONX,2050160049,BRONX,1027326,264585,ONLINE,Unspecified,BRONX,40.8927933932262,-73.84419782749265,"{'latitude': '40.8927933932262', 'longitude': '-73.84419782749265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58835011,2023-09-16T21:34:41.000,2023-09-16T22:41:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,2715 WEBB AVENUE,WEBB AVENUE,EAMES PLACE,WEST  195 STREET,EAMES PLACE,WEST  195 STREET,ADDRESS,BRONX,WEBB AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:41:48.000,08 BRONX,2032480173,BRONX,1011346,256129,ONLINE,Unspecified,BRONX,40.86964785989598,-73.90203025141037,"{'latitude': '40.86964785989598', 'longitude': '-73.90203025141037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58831789,2023-09-16T21:34:40.000,2023-09-16T23:15:30.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10462,2020 BOGART AVENUE,BOGART AVENUE,NEILL AVENUE,BRADY AVENUE,NEILL AVENUE,BRADY AVENUE,ADDRESS,BRONX,BOGART AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T23:15:35.000,11 BRONX,,BRONX,1022673,249665,ONLINE,Unspecified,BRONX,40.85186411020405,-73.86111285826371,"{'latitude': '40.85186411020405', 'longitude': '-73.86111285826371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834497,2023-09-16T21:34:37.000,2023-09-16T21:55:07.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10036,1211 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,WEST   47 STREET,WEST   48 STREET,WEST   47 STREET,WEST   48 STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T21:55:12.000,05 MANHATTAN,1010000029,MANHATTAN,989365,215580,ONLINE,Unspecified,MANHATTAN,40.758392304474256,-73.98153682640786,"{'latitude': '40.758392304474256', 'longitude': '-73.98153682640786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
