unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp
58834605,2023-09-17T00:09:37.000,2023-09-17T00:40:03.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10474,311 CASANOVA STREET,CASANOVA STREET,VIELE AVENUE,EAST BAY AVENUE,VIELE AVENUE,EAST BAY AVENUE,ADDRESS,BRONX,CASANOVA STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T00:40:08.000,02 BRONX,2027740152,BRONX,1015176,233195,MOBILE,Unspecified,BRONX,40.80668815378855,-73.8882880612486,"{'latitude': '40.80668815378855', 'longitude': '-73.8882880612486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58829364,2023-09-17T00:09:29.000,2023-09-17T00:27:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11412,193-16 118 AVENUE,118 AVENUE,193 STREET,194 STREET,193 STREET,194 STREET,ADDRESS,SAINT ALBANS,118 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:27:46.000,12 QUEENS,4126140006,QUEENS,1051440,191291,ONLINE,Unspecified,QUEENS,40.691471332149455,-73.75771317563522,"{'latitude': '40.691471332149455', 'longitude': '-73.75771317563522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58832015,2023-09-17T00:09:24.000,2023-09-17T00:33:52.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10002,JOHN V LINDSAY PARK,JOHN V LINDSAY PARK,FDR DRIVE EXIT    4 SOUTHBOUND,E HOUSTON STREET PEDESTRIAN OVPS,FDR DRIVE EXIT    4 SOUTHBOUND,E HOUSTON STREET PEDESTRIAN OVPS,ADDRESS,NEW YORK,JOHN V LINDSAY PARK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T00:33:56.000,03 MANHATTAN,1003160200,MANHATTAN,990855,199338,ONLINE,John V. Lindsay East River Park,MANHATTAN,40.713811040292896,-73.97617444840935,"{'latitude': '40.713811040292896', 'longitude': '-73.97617444840935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58833120,2023-09-17T00:09:22.000,2023-09-17T00:42:26.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10019,460 WEST   50 STREET,WEST   50 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   50 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T00:42:32.000,04 MANHATTAN,1010590061,MANHATTAN,986855,217685,PHONE,Unspecified,MANHATTAN,40.764171084644815,-73.99059614075813,"{'latitude': '40.764171084644815', 'longitude': '-73.99059614075813', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58830731,2023-09-17T00:09:22.000,2023-09-17T00:26:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11412,118-31 198 STREET,198 STREET,118 AVENUE,119 AVENUE,118 AVENUE,119 AVENUE,ADDRESS,SAINT ALBANS,198 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:26:31.000,12 QUEENS,4126230052,QUEENS,1052621,191590,ONLINE,Unspecified,QUEENS,40.69228297016716,-73.75345148283927,"{'latitude': '40.69228297016716', 'longitude': '-73.75345148283927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58826967,2023-09-17T00:09:20.000,2023-09-17T00:34:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11226,15 RALEIGH PLACE,RALEIGH PLACE,MARTENSE STREET,CHURCH AVENUE,MARTENSE STREET,CHURCH AVENUE,ADDRESS,BROOKLYN,RALEIGH PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:35:01.000,17 BROOKLYN,3048690060,BROOKLYN,998767,176566,ONLINE,Unspecified,BROOKLYN,40.65129765424002,-73.94768335147207,"{'latitude': '40.65129765424002', 'longitude': '-73.94768335147207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58835027,2023-09-17T00:09:20.000,2023-09-17T00:19:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11691,BEACH   19 STREET,BEACH   19 STREET,BEACH   19 STREET,SEAGIRT BOULEVARD,BEACH   19 STREET,SEAGIRT BOULEVARD,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:19:52.000,14 QUEENS,,QUEENS,1052790,156197,ONLINE,Unspecified,QUEENS,40.59513589119951,-73.75320164793118,"{'latitude': '40.59513589119951', 'longitude': '-73.75320164793118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58828669,2023-09-17T00:09:18.000,2023-09-17T02:11:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10304,42 MADIGAN PLACE,MADIGAN PLACE,WILSON TERRACE,SPRING STREET,WILSON TERRACE,SPRING STREET,ADDRESS,STATEN ISLAND,MADIGAN PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T02:11:54.000,02 STATEN ISLAND,5008350028,STATEN ISLAND,957905,159374,ONLINE,Unspecified,STATEN ISLAND,40.60408197156435,-74.09487549569049,"{'latitude': '40.60408197156435', 'longitude': '-74.09487549569049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58828199,2023-09-17T00:09:15.000,2023-09-17T00:17:32.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:17:37.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58829444,2023-09-17T00:09:04.000,2023-09-17T01:30:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11205,105 GRAND AVENUE,GRAND AVENUE,PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,GRAND AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-17T01:30:16.000,02 BROOKLYN,3018930002,BROOKLYN,994193,192170,MOBILE,Unspecified,BROOKLYN,40.69413344540047,-73.96414420184784,"{'latitude': '40.69413344540047', 'longitude': '-73.96414420184784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58833650,2023-09-17T00:08:57.000,2023-09-17T01:07:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11106,14-01 36 AVENUE,36 AVENUE,14 STREET,21 STREET,14 STREET,21 STREET,ADDRESS,ASTORIA,36 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:07:42.000,01 QUEENS,4003320002,QUEENS,1001572,216246,PHONE,Unspecified,QUEENS,40.760204814768336,-73.93747256682728,"{'latitude': '40.760204814768336', 'longitude': '-73.93747256682728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58829291,2023-09-17T00:08:55.000,2023-09-17T00:39:41.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11220,834 62 STREET,62 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,62 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:39:46.000,10 BROOKLYN,3057280020,BROOKLYN,981506,170198,ONLINE,Unspecified,BROOKLYN,40.63383033611589,-74.00988629194552,"{'latitude': '40.63383033611589', 'longitude': '-74.00988629194552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58832461,2023-09-17T00:08:50.000,2023-09-17T00:39:22.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11233,880 MACON STREET,MACON STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,ADDRESS,BROOKLYN,MACON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:39:28.000,16 BROOKLYN,3014980030,BROOKLYN,1007598,188837,ONLINE,Unspecified,BROOKLYN,40.68495991854449,-73.91581553727492,"{'latitude': '40.68495991854449', 'longitude': '-73.91581553727492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58831394,2023-09-17T00:08:49.000,2023-09-17T09:11:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11420,128 STREET,128 STREET,128 STREET,150 AVENUE,128 STREET,150 AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T09:11:38.000,10 QUEENS,,QUEENS,1036169,181702,PHONE,Unspecified,QUEENS,40.66525451673706,-73.81285401099343,"{'latitude': '40.66525451673706', 'longitude': '-73.81285401099343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58826662,2023-09-17T00:08:42.000,2023-09-17T00:13:29.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11385,63-59 FOREST AVENUE,FOREST AVENUE,MENAHAN STREET,GROVE STREET,MENAHAN STREET,GROVE STREET,ADDRESS,RIDGEWOOD,FOREST AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T00:13:32.000,05 QUEENS,4034950001,QUEENS,1010713,197813,PHONE,Unspecified,QUEENS,40.70958816991298,-73.90454871369546,"{'latitude': '40.70958816991298', 'longitude': '-73.90454871369546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58828263,2023-09-17T00:08:25.000,2023-09-17T00:13:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11375,94-11 71 AVENUE,71 AVENUE,MANSE STREET,LOUBET STREET,MANSE STREET,LOUBET STREET,ADDRESS,FOREST HILLS,71 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:13:16.000,06 QUEENS,4032230037,QUEENS,1025876,198770,ONLINE,Unspecified,QUEENS,40.71215656069787,-73.84985037592416,"{'latitude': '40.71215656069787', 'longitude': '-73.84985037592416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58829075,2023-09-17T00:08:19.000,2023-09-17T00:29:32.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11203,535 TROY AVENUE,TROY AVENUE,MIDWOOD STREET,RUTLAND ROAD,MIDWOOD STREET,RUTLAND ROAD,ADDRESS,BROOKLYN,TROY AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T00:29:37.000,09 BROOKLYN,3048080031,BROOKLYN,1001694,179922,MOBILE,Unspecified,BROOKLYN,40.66050385511162,-73.93712629406639,"{'latitude': '40.66050385511162', 'longitude': '-73.93712629406639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58832122,2023-09-17T00:08:12.000,2023-09-17T00:55:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11366,158-26 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:55:21.000,08 QUEENS,4068290017,QUEENS,1037046,202513,ONLINE,Unspecified,QUEENS,40.72237057035298,-73.80952969654005,"{'latitude': '40.72237057035298', 'longitude': '-73.80952969654005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58832221,2023-09-17T00:08:09.000,2023-09-17T00:52:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,421 EAST  102 STREET,EAST  102 STREET,1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,ADDRESS,NEW YORK,EAST  102 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:52:06.000,11 MANHATTAN,1016960001,MANHATTAN,1000552,225910,ONLINE,Unspecified,MANHATTAN,40.786731898141376,-73.94113102837235,"{'latitude': '40.786731898141376', 'longitude': '-73.94113102837235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58828684,2023-09-17T00:08:03.000,2023-09-17T04:17:07.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11416,97 STREET,97 STREET,97 STREET,103 AVENUE,97 STREET,103 AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T04:17:12.000,09 QUEENS,,QUEENS,1027730,188069,PHONE,Unspecified,QUEENS,40.68277593716588,-73.84323188491166,"{'latitude': '40.68277593716588', 'longitude': '-73.84323188491166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58833358,2023-09-17T00:07:59.000,2023-09-17T00:11:36.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11225,510 FLATBUSH AVENUE,FLATBUSH AVENUE,EMPIRE BOULEVARD,LEFFERTS AVENUE,EMPIRE BOULEVARD,LEFFERTS AVENUE,ADDRESS,BROOKLYN,FLATBUSH AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:11:40.000,09 BROOKLYN,3050240053,BROOKLYN,994920,180403,MOBILE,Unspecified,BROOKLYN,40.66183484805751,-73.96154117220703,"{'latitude': '40.66183484805751', 'longitude': '-73.96154117220703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58826743,2023-09-17T00:07:51.000,2023-09-17T00:31:15.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10027,20 WEST  129 STREET,WEST  129 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,WEST  129 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-17T00:31:21.000,10 MANHATTAN,1017260049,MANHATTAN,1000389,234204,ONLINE,Unspecified,MANHATTAN,40.809496964201664,-73.94169971190213,"{'latitude': '40.809496964201664', 'longitude': '-73.94169971190213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58828200,2023-09-17T00:07:50.000,2023-09-17T00:17:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:17:36.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58830898,2023-09-17T00:07:42.000,2023-09-17T00:23:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11436,144-01 123 AVENUE,123 AVENUE,144 STREET,145 STREET,144 STREET,145 STREET,ADDRESS,JAMAICA,123 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:23:52.000,12 QUEENS,4120410042,QUEENS,1041120,185210,ONLINE,Unspecified,QUEENS,40.674852749183515,-73.79497822152354,"{'latitude': '40.674852749183515', 'longitude': '-73.79497822152354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58827750,2023-09-17T00:07:34.000,2023-09-17T00:34:56.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11357,166-31 9 AVENUE,9 AVENUE,166 STREET,TOTTEN STREET,166 STREET,TOTTEN STREET,ADDRESS,WHITESTONE,9 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T00:35:01.000,07 QUEENS,4046030048,QUEENS,1040718,228198,ONLINE,Unspecified,QUEENS,40.79284646456215,-73.79606666919048,"{'latitude': '40.79284646456215', 'longitude': '-73.79606666919048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58829253,2023-09-17T00:07:27.000,2023-09-17T00:16:05.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013,233 WEST STREET,WEST STREET,NORTH MOORE STREET,HUBERT STREET,NORTH MOORE STREET,HUBERT STREET,ADDRESS,NEW YORK,WEST STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T00:16:11.000,01 MANHATTAN,1001840008,MANHATTAN,980894,201827,ONLINE,Unspecified,MANHATTAN,40.720644577178945,-74.01210700209393,"{'latitude': '40.720644577178945', 'longitude': '-74.01210700209393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58833451,2023-09-17T00:07:24.000,2023-09-17T00:58:07.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10016,685 1 AVENUE,1 AVENUE,EAST   39 STREET,EAST   40 STREET,EAST   39 STREET,EAST   40 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T00:58:11.000,06 MANHATTAN,1009457502,MANHATTAN,992238,211437,ONLINE,Unspecified,MANHATTAN,40.747018691029226,-73.97117132877398,"{'latitude': '40.747018691029226', 'longitude': '-73.97117132877398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58836153,2023-09-17T00:07:12.000,2023-09-17T00:22:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11373,41-42 GLEANE STREET,GLEANE STREET,BRITTON AVENUE,ELMHURST AVENUE,BRITTON AVENUE,ELMHURST AVENUE,ADDRESS,ELMHURST,GLEANE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:22:36.000,04 QUEENS,4015140027,QUEENS,1017919,211031,ONLINE,Unspecified,QUEENS,40.74584383606703,-73.87849077261384,"{'latitude': '40.74584383606703', 'longitude': '-73.87849077261384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58828400,2023-09-17T00:07:09.000,2023-09-17T00:24:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10025,710 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   94 STREET,WEST   95 STREET,WEST   94 STREET,WEST   95 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:24:37.000,07 MANHATTAN,1012420033,MANHATTAN,992247,228204,ONLINE,Unspecified,MANHATTAN,40.79303972844535,-73.97111889676971,"{'latitude': '40.79303972844535', 'longitude': '-73.97111889676971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58831025,2023-09-17T00:07:07.000,2023-09-17T00:26:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,150 CONVENT AVENUE,CONVENT AVENUE,WEST  133 STREET,WEST  135 STREET,WEST  133 STREET,WEST  135 STREET,ADDRESS,NEW YORK,CONVENT AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:26:52.000,09 MANHATTAN,1019710018,MANHATTAN,997807,237420,ONLINE,Unspecified,MANHATTAN,40.81832832428766,-73.95102039306123,"{'latitude': '40.81832832428766', 'longitude': '-73.95102039306123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58829284,2023-09-17T00:06:51.000,2023-09-17T00:42:07.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11368,FLUSHING MEADOWS CORONA PARK,FLUSHING MEADOWS CORONA PARK,52 AVENUE,53 AVENUE,52 AVENUE,53 AVENUE,UNRECOGNIZED,CORONA,FLUSHING MEADOWS CORONA PARK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:42:11.000,81 QUEENS,4020180001,QUEENS,1027989,209784,ONLINE,Flushing Meadows Corona Park,QUEENS,40.742377064999275,-73.84215697754966,"{'latitude': '40.742377064999275', 'longitude': '-73.84215697754966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58827042,2023-09-17T00:06:50.000,2023-09-17T00:40:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11419,104-64 128 STREET,128 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,128 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T00:40:54.000,10 QUEENS,4095810038,QUEENS,1035040,190188,MOBILE,Unspecified,QUEENS,40.68855316839335,-73.81685961403421,"{'latitude': '40.68855316839335', 'longitude': '-73.81685961403421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58830997,2023-09-17T00:06:44.000,2023-09-17T01:31:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,786 CAULDWELL AVENUE,CAULDWELL AVENUE,EAST  156 STREET,EAST  158 STREET,EAST  156 STREET,EAST  158 STREET,ADDRESS,BRONX,CAULDWELL AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:31:14.000,01 BRONX,2026290046,BRONX,1009619,237933,MOBILE,Unspecified,BRONX,40.81971033902248,-73.90834331965644,"{'latitude': '40.81971033902248', 'longitude': '-73.90834331965644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58836561,2023-09-17T00:06:40.000,2023-09-17T02:30:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11377,48-10 43 STREET,43 STREET,48 AVENUE,50 AVENUE,48 AVENUE,50 AVENUE,ADDRESS,WOODSIDE,43 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T02:30:23.000,02 QUEENS,4001780025,QUEENS,1005778,208654,ONLINE,Unspecified,QUEENS,40.739357457128406,-73.92231442892657,"{'latitude': '40.739357457128406', 'longitude': '-73.92231442892657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58827969,2023-09-17T00:06:39.000,2023-09-17T00:15:25.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11236,634 REMSEN AVENUE,REMSEN AVENUE,CHURCH AVENUE,AVENUE A,CHURCH AVENUE,AVENUE A,ADDRESS,BROOKLYN,REMSEN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:15:31.000,17 BROOKLYN,3047100069,BROOKLYN,1006836,176669,ONLINE,Unspecified,BROOKLYN,40.65156346310822,-73.91860380028821,"{'latitude': '40.65156346310822', 'longitude': '-73.91860380028821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58829585,2023-09-17T00:06:30.000,2023-09-17T00:26:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,560 WEST  144 STREET,WEST  144 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  144 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:26:41.000,09 MANHATTAN,1020750056,MANHATTAN,998173,239932,MOBILE,Unspecified,MANHATTAN,40.82522248363238,-73.94969287279021,"{'latitude': '40.82522248363238', 'longitude': '-73.94969287279021', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58832209,2023-09-17T00:06:26.000,2023-09-17T00:17:24.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:17:30.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58831363,2023-09-17T00:06:26.000,2023-09-17T10:25:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,117-07 109 AVENUE,109 AVENUE,117 STREET,118 STREET,117 STREET,118 STREET,ADDRESS,SOUTH OZONE PARK,109 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T10:25:35.000,10 QUEENS,4095970043,QUEENS,1033135,187728,ONLINE,Unspecified,QUEENS,40.68181177114958,-73.82374655971547,"{'latitude': '40.68181177114958', 'longitude': '-73.82374655971547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58836555,2023-09-17T00:06:23.000,2023-09-17T11:11:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,53-56 65 PLACE,65 PLACE,53 AVENUE,53 DRIVE,53 AVENUE,53 DRIVE,ADDRESS,MASPETH,65 PLACE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T11:11:33.000,05 QUEENS,4023740187,QUEENS,1011904,205166,MOBILE,Unspecified,QUEENS,40.72976672912934,-73.9002226044247,"{'latitude': '40.72976672912934', 'longitude': '-73.9002226044247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
