unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58895416,2023-09-22T12:03:41.000,2023-09-22T12:03:41.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10469,2930 GRACE AVENUE,GRACE AVENUE,ARNOW AVENUE,ADEE AVENUE,ARNOW AVENUE,ADEE AVENUE,ADDRESS,BRONX,GRACE AVENUE,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-22T12:03:41.000,12 BRONX,2047970058,BRONX,1029830,256475,PHONE,Unspecified,BRONX,40.8705214290536,-73.8351962832845,"{'latitude': '40.8705214290536', 'longitude': '-73.8351962832845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901748,2023-09-22T12:03:39.000,2023-09-22T12:51:59.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11217,138 ST JOHNS PLACE,ST JOHNS PLACE,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,ST JOHNS PLACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T12:52:02.000,06 BROOKLYN,3009480013,BROOKLYN,991087,185900,PHONE,Unspecified,BROOKLYN,40.6769266744314,-73.9753512180659,"{'latitude': '40.6769266744314', 'longitude': '-73.9753512180659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896100,2023-09-22T12:03:23.000,2023-09-25T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10012,264 LAFAYETTE STREET,LAFAYETTE STREET,,,,,ADDRESS,NEW YORK,,Closed,The cleaning crew was not able to access the graffiti.,2023-09-26T06:31:53.000,02 MANHATTAN,1004960018,MANHATTAN,985199,202897,UNKNOWN,Unspecified,MANHATTAN,40.72358205426075,-73.9965762659773,"{'latitude': '40.72358205426075', 'longitude': '-73.9965762659773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,2023-10-22T12:03:23.000,,,,
58898455,2023-09-22T12:03:17.000,2023-09-23T11:51:00.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,11691,785 CAFFREY AVENUE,CAFFREY AVENUE,READS LANE,BEACH    9 STREET,READS LANE,BEACH    9 STREET,ADDRESS,FAR ROCKAWAY,CAFFREY AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-23T06:37:42.000,14 QUEENS,4155790007,QUEENS,1055554,158816,ONLINE,Unspecified,QUEENS,40.602302679874136,-73.74322146799685,"{'latitude': '40.602302679874136', 'longitude': '-73.74322146799685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897137,2023-09-22T12:03:17.000,2023-09-22T21:18:57.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Street,11218,341 EAST    3 STREET,EAST    3 STREET,CHURCH AVENUE,BEVERLEY ROAD,CHURCH AVENUE,BEVERLEY ROAD,ADDRESS,BROOKLYN,EAST    3 STREET,Closed,The Department of Sanitation periodically conducted surveillance at the location and during those times no violations were observed.,2023-09-22T21:19:02.000,12 BROOKLYN,3053360069,BROOKLYN,990520,173702,ONLINE,Unspecified,BROOKLYN,40.64344627315342,-73.97740671128884,"{'latitude': '40.64344627315342', 'longitude': '-73.97740671128884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902088,2023-09-22T12:03:05.000,2023-09-22T12:12:41.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Store/Commercial,10065,165 EAST   66 STREET,EAST   66 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   66 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T12:12:38.000,08 MANHATTAN,1014017501,MANHATTAN,994169,218451,PHONE,Unspecified,MANHATTAN,40.76626837595722,-73.96419200784233,"{'latitude': '40.76626837595722', 'longitude': '-73.96419200784233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901736,2023-09-22T12:03:01.000,2023-09-22T21:01:10.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10451,2550 PARK AVENUE,PARK AVENUE,EAST  138 STREET,EAST  140 STREET,EAST  138 STREET,EAST  140 STREET,ADDRESS,BRONX,PARK AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T21:01:15.000,01 BRONX,2023400008,BRONX,1003896,235385,MOBILE,Unspecified,BRONX,40.812731377422416,-73.92902762477571,"{'latitude': '40.812731377422416', 'longitude': '-73.92902762477571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902326,2023-09-22T12:02:58.000,2023-09-22T13:09:25.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11366,73-26 177 STREET,177 STREET,73 AVENUE,75 AVENUE,73 AVENUE,75 AVENUE,ADDRESS,FRESH MEADOWS,177 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T13:09:29.000,08 QUEENS,,QUEENS,1041752,205305,ONLINE,Unspecified,QUEENS,40.73000457200988,-73.79252822731374,"{'latitude': '40.73000457200988', 'longitude': '-73.79252822731374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893453,2023-09-22T12:02:43.000,2023-09-22T13:34:45.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11377,68-09 50 AVENUE,50 AVENUE,68 STREET,69 STREET,68 STREET,69 STREET,ADDRESS,WOODSIDE,50 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T13:34:48.000,02 QUEENS,4024280001,QUEENS,1012889,207784,MOBILE,Unspecified,QUEENS,40.736949356054005,-73.89665752107877,"{'latitude': '40.736949356054005', 'longitude': '-73.89665752107877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892949,2023-09-22T12:02:35.000,2023-09-27T11:35:20.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11354,133-03 37 AVENUE,37 AVENUE,COLLEGE POINT BOULEVARD,PRINCE STREET,COLLEGE POINT BOULEVARD,PRINCE STREET,ADDRESS,FLUSHING,37 AVENUE,Closed,The Department of Sanitation removed the items.,2023-09-23T09:28:29.000,07 QUEENS,4049700001,QUEENS,1030077,216336,ONLINE,Unspecified,QUEENS,40.76035004280905,-73.83457727816825,"{'latitude': '40.76035004280905', 'longitude': '-73.83457727816825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894581,2023-09-22T12:02:33.000,2023-10-03T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10013,12 GREENE STREET,GREENE STREET,,,,,ADDRESS,NEW YORK,,Closed,The City has removed the graffiti from this property.,2023-10-04T06:59:07.000,02 MANHATTAN,1002300014,MANHATTAN,983452,201889,UNKNOWN,Unspecified,MANHATTAN,40.72081535280015,-74.0028788475561,"{'latitude': '40.72081535280015', 'longitude': '-74.0028788475561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,2023-10-22T12:02:33.000,,,,
58894622,2023-09-22T12:02:28.000,2023-09-22T13:14:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11219,4123 14 AVENUE,14 AVENUE,41 STREET,42 STREET,41 STREET,42 STREET,ADDRESS,BROOKLYN,14 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T13:14:47.000,12 BROOKLYN,3053440001,BROOKLYN,988232,171637,MOBILE,Unspecified,BROOKLYN,40.63777961484809,-73.98565249837026,"{'latitude': '40.63777961484809', 'longitude': '-73.98565249837026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891813,2023-09-22T12:02:21.000,2023-09-22T12:12:09.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,10019,6 AVENUE,6 AVENUE,6 AVENUE,WEST   57 STREET,6 AVENUE,WEST   57 STREET,INTERSECTION,,,Closed,See notes for information.,2023-09-22T12:12:13.000,05 MANHATTAN,,MANHATTAN,990567,217741,UNKNOWN,Unspecified,MANHATTAN,40.76432291713917,-73.97719604038008,"{'latitude': '40.76432291713917', 'longitude': '-73.97719604038008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"6 AVENUE AND WEST   57 STREET, MANHATTAN, NY, 10019",,,,,
58896084,2023-09-22T12:02:18.000,2023-09-22T13:13:56.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10467,3190 HULL AVENUE,HULL AVENUE,EAST  205 STREET,EAST  207 STREET,EAST  205 STREET,EAST  207 STREET,ADDRESS,BRONX,HULL AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T13:14:00.000,07 BRONX,2033500003,BRONX,1018438,257791,PHONE,Unspecified,BRONX,40.8741849165759,-73.87637958652661,"{'latitude': '40.8741849165759', 'longitude': '-73.87637958652661', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902244,2023-09-22T12:02:18.000,2023-10-05T06:59:16.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11374,62-60 99 STREET,99 STREET,,,,,ADDRESS,REGO PARK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,06 QUEENS,4020860040,QUEENS,1023726,206531,PHONE,Unspecified,QUEENS,40.733468453882224,-73.85756012999359,"{'latitude': '40.733468453882224', 'longitude': '-73.85756012999359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894053,2023-09-22T12:02:13.000,2023-10-21T11:54:49.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11204,1904 53 STREET,53 STREET,19 AVENUE,20 AVENUE,19 AVENUE,20 AVENUE,ADDRESS,BROOKLYN,53 STREET,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-10-21T11:54:54.000,12 BROOKLYN,3054810007,BROOKLYN,989635,166766,PHONE,Unspecified,BROOKLYN,40.624409008006914,-73.9806012508726,"{'latitude': '40.624409008006914', 'longitude': '-73.9806012508726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894243,2023-09-22T12:02:01.000,2023-09-22T15:03:58.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11201,11 HOYT STREET,HOYT STREET,FULTON STREET,LIVINGSTON STREET,FULTON STREET,LIVINGSTON STREET,ADDRESS,BROOKLYN,HOYT STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T15:04:02.000,02 BROOKLYN,3001577501,BROOKLYN,988319,190741,MOBILE,Unspecified,BROOKLYN,40.690215820562806,-73.98532750003707,"{'latitude': '40.690215820562806', 'longitude': '-73.98532750003707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894234,2023-09-22T12:02:00.000,2023-09-25T11:08:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10310,685 HENDERSON AVENUE,HENDERSON AVENUE,NORTH BURGHER AVENUE,CAMPBELL AVENUE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-25T11:08:00.000,01 STATEN ISLAND,5001730030,STATEN ISLAND,952249,171470,PHONE,Unspecified,STATEN ISLAND,40.63726432265716,-74.11530160340853,"{'latitude': '40.63726432265716', 'longitude': '-74.11530160340853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896607,2023-09-22T12:01:55.000,,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10065,126 EAST   61 STREET,EAST   61 STREET,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-22T00:00:00.000,08 MANHATTAN,1013950062,MANHATTAN,993140,217528,PHONE,Unspecified,MANHATTAN,40.76373607420633,-73.96790795994372,"{'latitude': '40.76373607420633', 'longitude': '-73.96790795994372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893869,2023-09-22T12:01:55.000,2023-10-16T08:44:57.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10003,219 EAST    5 STREET,EAST    5 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,03 MANHATTAN,1004610047,MANHATTAN,986864,204308,ONLINE,Unspecified,MANHATTAN,40.72745457115446,-73.9905688505557,"{'latitude': '40.72745457115446', 'longitude': '-73.9905688505557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902238,2023-09-22T12:01:55.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,10065,126 EAST   61 STREET,EAST   61 STREET,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-22T00:00:00.000,08 MANHATTAN,1013950062,MANHATTAN,993140,217528,PHONE,Unspecified,MANHATTAN,40.76373607420633,-73.96790795994372,"{'latitude': '40.76373607420633', 'longitude': '-73.96790795994372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898395,2023-09-22T12:01:54.000,2023-09-27T08:00:51.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-26T07:26:57.000,Unspecified MANHATTAN,,MANHATTAN,989422,215678,MOBILE,Unspecified,MANHATTAN,40.75866125624938,-73.98133100304791,"{'latitude': '40.75866125624938', 'longitude': '-73.98133100304791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,B,B D F M Downtown & Brooklyn,Platform,
58902361,2023-09-22T12:01:51.000,2023-09-23T15:01:37.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10306,1055 FATHER CAPODANNO BOULEVARD,FATHER CAPODANNO BOULEVARD,MAPLETON AVENUE,PEGGY LANE,MAPLETON AVENUE,PEGGY LANE,ADDRESS,STATEN ISLAND,FATHER CAPODANNO BOULEVARD,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-23T15:01:44.000,02 STATEN ISLAND,5038730047,STATEN ISLAND,959503,147708,PHONE,Unspecified,STATEN ISLAND,40.572065752193446,-74.08907794546853,"{'latitude': '40.572065752193446', 'longitude': '-74.08907794546853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891866,2023-09-22T12:01:46.000,2023-09-22T13:14:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11219,4123 14 AVENUE,14 AVENUE,41 STREET,42 STREET,41 STREET,42 STREET,ADDRESS,BROOKLYN,14 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T13:14:32.000,12 BROOKLYN,3053440001,BROOKLYN,988232,171637,MOBILE,Unspecified,BROOKLYN,40.63777961484809,-73.98565249837026,"{'latitude': '40.63777961484809', 'longitude': '-73.98565249837026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895298,2023-09-22T12:01:45.000,2023-09-22T16:42:10.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11237,297 STOCKHOLM STREET,STOCKHOLM STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,STOCKHOLM STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T16:42:15.000,04 BROOKLYN,3032480054,BROOKLYN,1006561,195344,ONLINE,Unspecified,BROOKLYN,40.70282279401936,-73.91953303078432,"{'latitude': '40.70282279401936', 'longitude': '-73.91953303078432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901354,2023-09-22T12:01:43.000,2023-09-22T13:01:48.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11206,BEDFORD AVENUE,BEDFORD AVENUE,BEDFORD AVENUE,WALLABOUT STREET,BEDFORD AVENUE,WALLABOUT STREET,INTERSECTION,,,Closed,N/A,2023-09-22T13:01:52.000,01 BROOKLYN,,BROOKLYN,996127,194202,PHONE,Unspecified,BROOKLYN,40.69970842793005,-73.95716635508654,"{'latitude': '40.69970842793005', 'longitude': '-73.95716635508654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902382,2023-09-22T12:01:29.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10001,245 SEVENTH AVENUE,SEVENTH AVENUE,WEST   24 STREET,WEST   25 STREET,WEST   24 STREET,WEST   25 STREET,ADDRESS,NEW YORK,7 AVENUE,In Progress,,,04 MANHATTAN,1008007501,MANHATTAN,985604,210628,MOBILE,Unspecified,MANHATTAN,40.74480169302478,-73.99511358021783,"{'latitude': '40.74480169302478', 'longitude': '-73.99511358021783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894278,2023-09-22T12:01:28.000,2023-09-22T12:07:35.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11209,7214 RIDGE BOULEVARD,RIDGE BOULEVARD,72 STREET,73 STREET,72 STREET,73 STREET,ADDRESS,BROOKLYN,RIDGE BOULEVARD,Closed,The Department of Homeless Services did not have enough information to act on your request.,2023-09-22T12:07:35.000,10 BROOKLYN,3059060018,BROOKLYN,976003,170256,MOBILE,Unspecified,BROOKLYN,40.633986119712226,-74.02971298884577,"{'latitude': '40.633986119712226', 'longitude': '-74.02971298884577', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892762,2023-09-22T12:01:13.000,2023-11-02T15:55:39.000,DOT,Department of Transportation,Highway Condition,Litter,Highway,,,,,,,,,,,Closed,"Upon inspection, the reported condition was not found, therefore no action was taken.",2023-11-02T15:55:44.000,Unspecified MANHATTAN,,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,,,,Henry Hudson Pkwy/Rt 9A,North/Bronx Bound,G Washington Br Cross Bronx Expwy W 178 St (Exit 14) - Riverside Dr (Exit 15),Roadway
58893543,2023-09-22T12:01:08.000,2023-09-22T12:46:43.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11203,955 ALBANY AVENUE,ALBANY AVENUE,CHURCH AVENUE,SNYDER AVENUE,CHURCH AVENUE,SNYDER AVENUE,ADDRESS,BROOKLYN,ALBANY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T12:46:47.000,17 BROOKLYN,3048950052,BROOKLYN,1001193,176239,PHONE,Unspecified,BROOKLYN,40.650395801303766,-73.93894130927765,"{'latitude': '40.650395801303766', 'longitude': '-73.93894130927765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900331,2023-09-22T12:01:08.000,2023-09-22T12:13:30.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11230,1402 AVENUE I,AVENUE I,EAST   14 STREET,EAST   15 STREET,EAST   14 STREET,EAST   15 STREET,ADDRESS,BROOKLYN,AVENUE I,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T12:13:33.000,14 BROOKLYN,3067070001,BROOKLYN,994626,167885,PHONE,Unspecified,BROOKLYN,40.62747598822922,-73.96262011606072,"{'latitude': '40.62747598822922', 'longitude': '-73.96262011606072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901548,2023-09-22T12:01:06.000,2023-09-22T13:14:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11219,4123 14 AVENUE,14 AVENUE,41 STREET,42 STREET,41 STREET,42 STREET,ADDRESS,BROOKLYN,14 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T13:14:14.000,12 BROOKLYN,3053440001,BROOKLYN,988232,171637,MOBILE,Unspecified,BROOKLYN,40.63777961484809,-73.98565249837026,"{'latitude': '40.63777961484809', 'longitude': '-73.98565249837026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895381,2023-09-22T12:01:06.000,2023-09-27T15:44:23.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11236,9111 FOSTER AVENUE,FOSTER AVENUE,REMSEN AVENUE,EAST   92 STREET,REMSEN AVENUE,EAST   92 STREET,ADDRESS,BROOKLYN,FOSTER AVENUE,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-27T15:44:27.000,18 BROOKLYN,3081240011,BROOKLYN,1009098,174378,MOBILE,Unspecified,BROOKLYN,40.645269109587126,-73.9104603721609,"{'latitude': '40.645269109587126', 'longitude': '-73.9104603721609', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898914,2023-09-22T12:01:00.000,2023-09-22T12:41:26.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11226,1305 DORCHESTER ROAD,DORCHESTER ROAD,ARGYLE ROAD,RUGBY ROAD,ARGYLE ROAD,RUGBY ROAD,ADDRESS,BROOKLYN,DORCHESTER ROAD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T12:41:30.000,14 BROOKLYN,3051560043,BROOKLYN,993767,171897,PHONE,Unspecified,BROOKLYN,40.63848904152271,-73.96570903376545,"{'latitude': '40.63848904152271', 'longitude': '-73.96570903376545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898211,2023-09-22T12:00:57.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11215,872 UNION STREET,UNION STREET,8 AVENUE,GRAND ARMY PLAZA OVAL,8 AVENUE,GRAND ARMY PLAZA OVAL,ADDRESS,BROOKLYN,UNION STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-28T09:31:30.000,06 BROOKLYN,3010660009,BROOKLYN,991769,184635,UNKNOWN,Unspecified,BROOKLYN,40.67345398145435,-73.9728938800983,"{'latitude': '40.67345398145435', 'longitude': '-73.9728938800983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901636,2023-09-22T12:00:25.000,2023-09-22T13:05:05.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11367,64-48 138 STREET,138 STREET,64 AVENUE,64 ROAD,64 AVENUE,64 ROAD,ADDRESS,FLUSHING,138 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T13:05:03.000,07 QUEENS,4065000029,QUEENS,1031794,208268,ONLINE,Unspecified,QUEENS,40.73819639238305,-73.82843644061413,"{'latitude': '40.73819639238305', 'longitude': '-73.82843644061413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900148,2023-09-22T12:00:19.000,2023-09-22T12:00:19.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Advertising Sign/Billboard/Posters/Flexible Fabric - Illegal,,10030,2300 7 AVENUE,7 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings reviewed this complaint and referred it to the Department of Transportation for further action.,2023-09-22T00:00:00.000,10 MANHATTAN,1019410029,MANHATTAN,999852,236358,UNKNOWN,Unspecified,MANHATTAN,40.81541005763735,-73.94363455549805,"{'latitude': '40.81541005763735', 'longitude': '-73.94363455549805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58896770,2023-09-22T12:00:16.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11385,70-45 67 STREET,67 STREET,70 AVENUE,CENTRAL AVENUE,70 AVENUE,CENTRAL AVENUE,ADDRESS,RIDGEWOOD,67 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-25T09:07:13.000,05 QUEENS,4036520035,QUEENS,1015447,195760,PHONE,Unspecified,QUEENS,40.7039377490454,-73.88748283979854,"{'latitude': '40.7039377490454', 'longitude': '-73.88748283979854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901269,2023-09-22T12:00:09.000,2023-09-23T11:43:37.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11423,193-02 99 AVENUE,99 AVENUE,193 STREET,194 STREET,193 STREET,194 STREET,ADDRESS,HOLLIS,99 AVENUE,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-23T11:43:36.000,12 QUEENS,4108400013,QUEENS,1049124,198064,MOBILE,Unspecified,QUEENS,40.710078845806954,-73.76599937764013,"{'latitude': '40.710078845806954', 'longitude': '-73.76599937764013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
