unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,facility_type,due_date,bbl,landmark,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_pick_up_location,taxi_company_borough
59436820,2023-09-29T06:15:33.000,,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,10456,540 EAST  169 STREET,EAST  169 STREET,3 AVENUE,FULTON AVENUE,3 AVENUE,FULTON AVENUE,ADDRESS,In Progress,,,03 BRONX,BRONX,1010710,242600,MOBILE,Unspecified,BRONX,40.83251671698595,-73.90438319967464,"{'latitude': '40.83251671698595', 'longitude': '-73.90438319967464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,EAST  169 STREET,,,,,,
59447055,2023-09-29T06:15:25.000,,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,10033,370 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST  176 STREET,WEST  177 STREET,WEST  176 STREET,WEST  177 STREET,ADDRESS,In Progress,,,12 MANHATTAN,MANHATTAN,1000949,248059,PHONE,Unspecified,MANHATTAN,40.84752392884855,-73.9396422906956,"{'latitude': '40.84752392884855', 'longitude': '-73.9396422906956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,,,FORT WASHINGTON AVENUE,,,,,,
58968127,2023-09-29T06:15:10.000,2023-10-04T08:01:09.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-03T21:04:47.000,Unspecified BROOKLYN,BROOKLYN,987954,191485,MOBILE,Unspecified,BROOKLYN,40.692258089240866,-73.98664325277377,"{'latitude': '40.692258089240866', 'longitude': '-73.98664325277377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,A,A C F to Euclid - Lefferts - Rockaways - Coney Island,Platform,,,
58960172,2023-09-29T06:15:04.000,2023-09-29T10:02:23.000,NYPD,New York City Police Department,Graffiti,Police Report Not Requested,Street/Sidewalk,11357,148-21 WILLETS POINT BOULEVARD,WILLETS POINT BOULEVARD,148 STREET,25 AVENUE,148 STREET,25 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T10:00:12.000,07 QUEENS,QUEENS,1034552,222228,ONLINE,Unspecified,QUEENS,40.77649769000959,-73.81837972017053,"{'latitude': '40.77649769000959', 'longitude': '-73.81837972017053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WHITESTONE,,,,WILLETS POINT BOULEVARD,,,,,,
58963959,2023-09-29T06:14:15.000,2023-09-29T06:49:42.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11417,95-35 150 ROAD,150 ROAD,95 STREET,CENTREVILLE STREET,95 STREET,CENTREVILLE STREET,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T06:49:40.000,10 QUEENS,QUEENS,1028669,183108,PHONE,Unspecified,QUEENS,40.66915447106477,-73.83987900283428,"{'latitude': '40.66915447106477', 'longitude': '-73.83987900283428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OZONE PARK,,,,150 ROAD,,,,,,
58964900,2023-09-29T06:14:14.000,2023-09-29T06:54:12.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11217,414 BALTIC STREET,BALTIC STREET,HOYT STREET,BOND STREET,HOYT STREET,BOND STREET,ADDRESS,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-29T06:54:09.000,06 BROOKLYN,BROOKLYN,987296,188380,ONLINE,Unspecified,BROOKLYN,40.683735827854086,-73.98901742643632,"{'latitude': '40.683735827854086', 'longitude': '-73.98901742643632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,BALTIC STREET,,,,,,
58959347,2023-09-29T06:13:59.000,2023-10-19T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11101,41-01 36 AVENUE,36 AVENUE,,,,,ADDRESS,Closed,The City has removed the graffiti from this property.,2023-10-20T06:45:45.000,01 QUEENS,QUEENS,1005726,213691,UNKNOWN,Unspecified,QUEENS,40.7531828795404,-73.92248599097711,"{'latitude': '40.7531828795404', 'longitude': '-73.92248599097711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LONG ISLAND CITY,N/A,2023-10-29T06:13:59.000,4006700047,,,,,,,
58966589,2023-09-29T06:13:32.000,2023-10-11T00:00:00.000,DOB,Department of Buildings,AHV Inspection Unit,After Hours Work - With An AHV Permit,,11222,87 COMMERCIAL STREET,COMMERCIAL STREET,,,,,ADDRESS,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-11T00:00:00.000,01 BROOKLYN,BROOKLYN,996351,207970,UNKNOWN,Unspecified,BROOKLYN,40.73749796971302,-73.95633376179963,"{'latitude': '40.73749796971302', 'longitude': '-73.95633376179963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3024720410,,,,,,,
59009926,2023-09-29T06:12:19.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-02T04:48:49.000,Unspecified MANHATTAN,MANHATTAN,990522,213248,ONLINE,Unspecified,MANHATTAN,40.75199081284663,-73.9773626789589,"{'latitude': '40.75199081284663', 'longitude': '-73.9773626789589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,4,4 5 6 Uptown & The Bronx,Platform,,,
58956337,2023-09-29T06:12:00.000,2023-09-29T09:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10472,,,,,ST LAWRENCE AVENUE,WESTCHESTER AVENUE,INTERSECTION,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T09:40:00.000,09 BRONX,BRONX,1020984,242288,UNKNOWN,Unspecified,BRONX,40.831623610991926,-73.86725846399716,"{'latitude': '40.831623610991926', 'longitude': '-73.86725846399716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,N/A,,,,,,,,,
58958059,2023-09-29T06:11:03.000,2023-09-29T06:16:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,496 WEST  133 STREET,WEST  133 STREET,CONVENT AVENUE,AMSTERDAM AVENUE,CONVENT AVENUE,AMSTERDAM AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T06:16:00.000,09 MANHATTAN,MANHATTAN,997252,237127,ONLINE,Unspecified,MANHATTAN,40.81752495605756,-73.9530261002417,"{'latitude': '40.81752495605756', 'longitude': '-73.9530261002417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,,1019700160,WEST  133 STREET,,,,,,
58966714,2023-09-29T06:11:00.000,2023-09-29T06:55:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11208,229 AMBER STREET,AMBER STREET,DUMONT AVE,LINDEN BLVD,,,ADDRESS,Closed,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-29T06:55:00.000,05 BROOKLYN,BROOKLYN,1023521,183803,PHONE,Unspecified,BROOKLYN,40.6710864202402,-73.85843235873553,"{'latitude': '40.6710864202402', 'longitude': '-73.85843235873553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,,,,,,,
58963808,2023-09-29T06:10:59.000,2023-09-29T18:20:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10461,1755 MAHAN AVENUE,MAHAN AVENUE,ROBERTS AVENUE,BUHRE AVENUE,ROBERTS AVENUE,BUHRE AVENUE,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T18:20:08.000,10 BRONX,BRONX,1031511,247974,MOBILE,Unspecified,BRONX,40.847179939565606,-73.82917824239586,"{'latitude': '40.847179939565606', 'longitude': '-73.82917824239586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2041760007,MAHAN AVENUE,,,,,,
59456073,2023-09-29T06:10:38.000,2023-09-29T06:55:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11208,229 AMBER STREET,AMBER STREET,DUMONT AVENUE,LINDEN BOULEVARD,DUMONT AVENUE,LINDEN BOULEVARD,ADDRESS,Closed,,2023-09-29T06:55:00.000,05 BROOKLYN,BROOKLYN,1023521,183803,PHONE,Unspecified,BROOKLYN,40.6710864202402,-73.85843235873553,"{'latitude': '40.6710864202402', 'longitude': '-73.85843235873553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,AMBER STREET,,,,,,
58959539,2023-09-29T06:10:35.000,2023-09-29T06:31:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11213,1625 DEAN STREET,DEAN STREET,TROY AVENUE,SCHENECTADY AVENUE,TROY AVENUE,SCHENECTADY AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T06:31:41.000,08 BROOKLYN,BROOKLYN,1002536,185577,ONLINE,Unspecified,BROOKLYN,40.67602386623132,-73.9340761208798,"{'latitude': '40.67602386623132', 'longitude': '-73.9340761208798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,DEAN STREET,,,,,,
58961786,2023-09-29T06:10:27.000,2023-09-29T10:07:17.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11356,6-23 COLLEGE PLACE,COLLEGE PLACE,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T10:07:20.000,07 QUEENS,QUEENS,1026399,227674,MOBILE,Unspecified,QUEENS,40.791488124854055,-73.84778268850486,"{'latitude': '40.791488124854055', 'longitude': '-73.84778268850486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COLLEGE POINT,,,4039410001,COLLEGE PLACE,,,,,,
58958189,2023-09-29T06:10:26.000,2023-09-30T19:37:38.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11206,417 LORIMER STREET,LORIMER STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-30T00:00:00.000,01 BROOKLYN,BROOKLYN,998497,197731,ONLINE,Unspecified,BROOKLYN,40.70939120268948,-73.94861163637752,"{'latitude': '40.70939120268948', 'longitude': '-73.94861163637752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3030220025,,,,,,,
58960168,2023-09-29T06:10:13.000,2023-09-29T08:18:51.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11228,12 BAY    8 STREET,BAY    8 STREET,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T08:18:55.000,11 BROOKLYN,BROOKLYN,981286,162047,PHONE,Unspecified,BROOKLYN,40.61145747348791,-74.01067534575574,"{'latitude': '40.61145747348791', 'longitude': '-74.01067534575574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,BAY    8 STREET,,,,,,
59460667,2023-09-29T06:09:28.000,2023-09-30T00:00:00.000,HPD,Department of Housing Preservation and Development,General,Bell/Buzzer/Intercom,Public Area,11206,417 LORIMER STREET,LORIMER STREET,STAGG STREET,TEN EYCK STREET,STAGG STREET,TEN EYCK STREET,ADDRESS,Closed,,2023-09-30T00:00:00.000,01 BROOKLYN,BROOKLYN,998497,197731,ONLINE,Unspecified,BROOKLYN,40.70939120268948,-73.94861163637752,"{'latitude': '40.70939120268948', 'longitude': '-73.94861163637752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,LORIMER STREET,,,,,,
58967039,2023-09-29T06:09:19.000,2023-09-29T18:19:15.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10461,3060 BUHRE AVENUE,BUHRE AVENUE,JARVIS AVENUE,MAHAN AVENUE,JARVIS AVENUE,MAHAN AVENUE,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T18:19:18.000,10 BRONX,BRONX,1031174,248164,MOBILE,Unspecified,BRONX,40.84770322993003,-73.83039497388074,"{'latitude': '40.84770322993003', 'longitude': '-73.83039497388074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,BUHRE AVENUE,,,,,,
58964927,2023-09-29T06:09:09.000,2023-09-29T06:37:13.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10460,1475 BEACH AVENUE,BEACH AVENUE,MERRILL STREET,ARCHER STREET,MERRILL STREET,ARCHER STREET,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T06:37:17.000,09 BRONX,BRONX,1020990,244330,MOBILE,Unspecified,BRONX,40.83722828039022,-73.8672255979665,"{'latitude': '40.83722828039022', 'longitude': '-73.8672255979665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2039160031,BEACH AVENUE,,,,,,
58957763,2023-09-29T06:08:32.000,2023-09-29T06:37:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10460,1475 BEACH AVENUE,BEACH AVENUE,MERRILL STREET,ARCHER STREET,MERRILL STREET,ARCHER STREET,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T06:37:38.000,09 BRONX,BRONX,1020990,244330,MOBILE,Unspecified,BRONX,40.83722828039022,-73.8672255979665,"{'latitude': '40.83722828039022', 'longitude': '-73.8672255979665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,BEACH AVENUE,,,,,,
58956042,2023-09-29T06:08:00.000,,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11208,226 AMBER STREET,AMBER STREET,DUMONT AVE,LINDEN BLVD,,,ADDRESS,Open,,,05 BROOKLYN,BROOKLYN,1023514,183810,PHONE,Unspecified,BROOKLYN,40.67110566469665,-73.85845755214845,"{'latitude': '40.67110566469665', 'longitude': '-73.85845755214845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3044730018,,,,,,,
58960517,2023-09-29T06:08:00.000,2023-09-29T06:55:00.000,DEP,Department of Environmental Protection,Sewer,Manhole Overflow (Use Comments) (SA1),,11208,226 AMBER STREET,AMBER STREET,DUMONT AVE,LINDEN BLVD,,,ADDRESS,Closed,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-29T06:55:00.000,05 BROOKLYN,BROOKLYN,1023514,183810,PHONE,Unspecified,BROOKLYN,40.67110566469665,-73.85845755214845,"{'latitude': '40.67110566469665', 'longitude': '-73.85845755214845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3044730018,,,,,,,
58962488,2023-09-29T06:06:00.000,2023-09-29T08:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11220,,,,,3 AVENUE,49 STREET,INTERSECTION,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T08:20:00.000,07 BROOKLYN,BROOKLYN,980365,175448,UNKNOWN,Unspecified,BROOKLYN,40.64824003357681,-74.01400019658469,"{'latitude': '40.64824003357681', 'longitude': '-74.01400019658469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,N/A,,,,,,,,,
58960149,2023-09-29T06:05:58.000,2023-09-29T06:37:29.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11234,922 EAST   59 STREET,EAST   59 STREET,FLATLANDS AVENUE,AVENUE J,FLATLANDS AVENUE,AVENUE J,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T06:37:32.000,18 BROOKLYN,BROOKLYN,1006605,169031,MOBILE,Unspecified,BROOKLYN,40.63059938560094,-73.91946159347309,"{'latitude': '40.63059938560094', 'longitude': '-73.91946159347309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3077840050,EAST   59 STREET,,,,,,
59445655,2023-09-29T06:04:53.000,,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11208,226 AMBER STREET,AMBER STREET,DUMONT AVENUE,LINDEN BOULEVARD,DUMONT AVENUE,LINDEN BOULEVARD,ADDRESS,In Progress,,,05 BROOKLYN,BROOKLYN,1023514,183810,PHONE,Unspecified,BROOKLYN,40.67110566469665,-73.85845755214845,"{'latitude': '40.67110566469665', 'longitude': '-73.85845755214845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3044730018,AMBER STREET,,,,,,
58959952,2023-09-29T06:04:31.000,2023-10-08T19:55:04.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10462,1701 UNIONPORT ROAD,UNIONPORT ROAD,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,11 BRONX,BRONX,1021195,246606,PHONE,Unspecified,BRONX,40.84347437488015,-73.8664722131914,"{'latitude': '40.84347437488015', 'longitude': '-73.8664722131914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2040300031,,,,,,,
58962977,2023-09-29T06:04:20.000,2023-10-14T13:05:56.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11691,711 SEAGIRT AVENUE,SEAGIRT AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-14T00:00:00.000,14 QUEENS,QUEENS,1055848,156519,PHONE,Unspecified,QUEENS,40.59599553669944,-73.74218707271653,"{'latitude': '40.59599553669944', 'longitude': '-73.74218707271653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FAR ROCKAWAY,,,4156100001,,,,,,,
58959273,2023-09-29T06:04:06.000,2023-09-29T06:37:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10459,829 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,LONGWOOD AVENUE,INTERVALE AVENUE,LONGWOOD AVENUE,INTERVALE AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T06:37:37.000,02 BRONX,BRONX,1013187,236975,ONLINE,Unspecified,BRONX,40.81706993270981,-73.8954564912385,"{'latitude': '40.81706993270981', 'longitude': '-73.8954564912385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,SOUTHERN BOULEVARD,,,,,,
58960269,2023-09-29T06:03:49.000,2023-09-29T06:20:17.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,177 SANDS STREET,SANDS STREET,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T06:20:22.000,02 BROOKLYN,BROOKLYN,988793,194233,ONLINE,Unspecified,BROOKLYN,40.699800319891985,-73.98361593748928,"{'latitude': '40.699800319891985', 'longitude': '-73.98361593748928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,SANDS STREET,,,,,,
58965694,2023-09-29T06:02:19.000,2023-09-29T06:03:27.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,177 SANDS STREET,SANDS STREET,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T06:03:30.000,02 BROOKLYN,BROOKLYN,988793,194233,ONLINE,Unspecified,BROOKLYN,40.699800319891985,-73.98361593748928,"{'latitude': '40.699800319891985', 'longitude': '-73.98361593748928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3000680001,SANDS STREET,,,,,,
58965466,2023-09-29T06:02:07.000,2023-09-29T17:24:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11379,71-23 66 ROAD,66 ROAD,71 STREET,PLEASANTVIEW STREET,71 STREET,PLEASANTVIEW STREET,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T17:24:14.000,05 QUEENS,QUEENS,1016508,199434,ONLINE,Unspecified,QUEENS,40.71401819561725,-73.88363856950517,"{'latitude': '40.71401819561725', 'longitude': '-73.88363856950517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MIDDLE VILLAGE,,,,66 ROAD,,,,,,
58962033,2023-09-29T06:02:00.000,2023-09-29T09:20:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11369,,,,,DITMARS BOULEVARD,25 AVENUE,INTERSECTION,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-29T09:20:00.000,03 QUEENS,QUEENS,1021569,218722,ONLINE,Unspecified,QUEENS,40.76693899588118,-73.86527549099698,"{'latitude': '40.76693899588118', 'longitude': '-73.86527549099698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",QUEENS,,,,,,,,,,
59439241,2023-09-29T06:01:58.000,2023-10-14T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11691,711A SEAGIRT AVENUE,SEAGIRT AVENUE,BEACH    6 STREET,BEACH    8 STREET,BEACH    6 STREET,BEACH    8 STREET,ADDRESS,Closed,,2023-10-14T00:00:00.000,14 QUEENS,QUEENS,1055848,156519,PHONE,Unspecified,QUEENS,40.59599553669944,-73.74218707271653,"{'latitude': '40.59599553669944', 'longitude': '-73.74218707271653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FAR ROCKAWAY,,,4156100001,SEAGIRT AVENUE,,,,,,
58966062,2023-09-29T06:01:40.000,2023-11-08T21:02:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10468,2497 GRAND AVENUE,GRAND AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-08T00:00:00.000,07 BRONX,BRONX,1011332,254209,PHONE,Unspecified,BRONX,40.86437809005707,-73.90208862996202,"{'latitude': '40.86437809005707', 'longitude': '-73.90208862996202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2032130080,,,,,,,
58961128,2023-09-29T06:01:36.000,2023-09-29T07:00:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11362,OVERBROOK STREET,OVERBROOK STREET,OVERBROOK STREET,VAN ZANDT AVENUE,OVERBROOK STREET,VAN ZANDT AVENUE,INTERSECTION,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T07:00:40.000,11 QUEENS,QUEENS,1056778,217036,ONLINE,Unspecified,QUEENS,40.76209263643869,-73.738187012026,"{'latitude': '40.76209263643869', 'longitude': '-73.738187012026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58963089,2023-09-29T06:01:28.000,2023-10-18T20:45:05.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10453,1978 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-10-18T00:00:00.000,05 BRONX,BRONX,1008682,250583,PHONE,Unspecified,BRONX,40.854433546491066,-73.91168256285728,"{'latitude': '40.854433546491066', 'longitude': '-73.91168256285728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2028680127,,,,,,,
59449598,2023-09-29T06:01:27.000,2023-10-08T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10460,645 VAN NEST AVENUE,VAN NEST AVENUE,FILLMORE STREET,UNIONPORT ROAD,FILLMORE STREET,UNIONPORT ROAD,ADDRESS,Closed,,2023-10-08T00:00:00.000,11 BRONX,BRONX,1021086,246505,PHONE,Unspecified,BRONX,40.84319761513232,-73.86686671862522,"{'latitude': '40.84319761513232', 'longitude': '-73.86686671862522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,VAN NEST AVENUE,,,,,,
59456088,2023-09-29T06:01:00.000,2023-09-29T09:20:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11369,25 AVENUE,25 AVENUE,25 AVENUE,DITMARS BOULEVARD,25 AVENUE,DITMARS BOULEVARD,INTERSECTION,Closed,,2023-09-29T09:20:00.000,03 QUEENS,QUEENS,1021569,218722,ONLINE,Unspecified,QUEENS,40.76693899588118,-73.86527549099698,"{'latitude': '40.76693899588118', 'longitude': '-73.86527549099698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58956307,2023-09-29T05:59:47.000,2023-09-29T06:35:21.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10474,815 HUNTS POINT AVENUE,HUNTS POINT AVENUE,LAFAYETTE AVENUE,GILBERT PLACE,LAFAYETTE AVENUE,GILBERT PLACE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T06:35:18.000,02 BRONX,BRONX,1015171,236998,MOBILE,Unspecified,BRONX,40.817126339414905,-73.88828860340863,"{'latitude': '40.817126339414905', 'longitude': '-73.88828860340863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,HUNTS POINT AVENUE,,,,,,
