unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location
58976209,2023-09-30T13:46:47.000,2023-10-05T21:16:43.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10452,1201 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,04 BRONX,2025100074,BRONX,1005465,244169,PHONE,Unspecified,BRONX,40.83683732395953,-73.92333174557986,"{'latitude': '40.83683732395953', 'longitude': '-73.92333174557986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58973830,2023-09-30T13:46:47.000,2023-10-05T21:16:44.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10452,1201 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,04 BRONX,2025100074,BRONX,1005465,244169,PHONE,Unspecified,BRONX,40.83683732395953,-73.92333174557986,"{'latitude': '40.83683732395953', 'longitude': '-73.92333174557986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58968888,2023-09-30T13:46:47.000,2023-10-05T21:16:44.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10452,1201 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,04 BRONX,2025100074,BRONX,1005465,244169,PHONE,Unspecified,BRONX,40.83683732395953,-73.92333174557986,"{'latitude': '40.83683732395953', 'longitude': '-73.92333174557986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58975165,2023-09-30T13:46:47.000,2023-10-05T21:16:43.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10452,1201 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,04 BRONX,2025100074,BRONX,1005465,244169,PHONE,Unspecified,BRONX,40.83683732395953,-73.92333174557986,"{'latitude': '40.83683732395953', 'longitude': '-73.92333174557986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58973043,2023-09-30T13:46:44.000,2023-10-03T11:37:51.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11235,2931 AVENUE X,AVENUE X,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-03T11:37:55.000,15 BROOKLYN,3074051001,BROOKLYN,1000756,155627,MOBILE,Unspecified,BROOKLYN,40.59382100511276,-73.94056655519897,"{'latitude': '40.59382100511276', 'longitude': '-73.94056655519897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NOSTRAND AVENUE,HARING STREET,NOSTRAND AVENUE,HARING STREET,AVENUE X,,,,,,
58971530,2023-09-30T13:46:39.000,2023-10-12T06:57:47.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11417,133-15 85 STREET,85 STREET,ADDRESS,OZONE PARK,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,10 QUEENS,4113650042,QUEENS,1025531,184777,PHONE,Unspecified,QUEENS,40.6737506836321,-73.85118057799835,"{'latitude': '40.6737506836321', 'longitude': '-73.85118057799835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58977523,2023-09-30T13:46:39.000,2023-10-18T09:20:02.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11435,85-35 148 STREET,148 STREET,ADDRESS,JAMAICA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-18T00:00:00.000,08 QUEENS,4097290025,QUEENS,1036869,198000,PHONE,Unspecified,QUEENS,40.70998454981404,-73.81020352807516,"{'latitude': '40.70998454981404', 'longitude': '-73.81020352807516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58976040,2023-09-30T13:46:36.000,2023-09-30T18:08:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,135 STREET,135 STREET,BLOCKFACE,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T18:08:23.000,Unspecified QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,105 AVENUE,107 AVENUE,105 AVENUE,107 AVENUE,,,,,,,
58976416,2023-09-30T13:46:26.000,2023-09-30T13:55:54.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T13:55:56.000,08 QUEENS,4068540028,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",159 STREET,160 STREET,159 STREET,160 STREET,UNION TURNPIKE,,,,,,
58970591,2023-09-30T13:46:23.000,2023-10-02T11:58:06.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10013,144 BAXTER STREET,BAXTER STREET,ADDRESS,NEW YORK,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-10-02T11:58:09.000,02 MANHATTAN,1002350020,MANHATTAN,984677,201194,MOBILE,Unspecified,MANHATTAN,40.718907770864014,-73.99845960811673,"{'latitude': '40.718907770864014', 'longitude': '-73.99845960811673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HESTER STREET,CENTRE MARKET PLACE,HESTER STREET,CENTRE MARKET PLACE,BAXTER STREET,,,,,,
58974223,2023-09-30T13:46:23.000,2023-09-30T14:14:59.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10013,144 BAXTER STREET,BAXTER STREET,ADDRESS,NEW YORK,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-30T14:15:02.000,02 MANHATTAN,1002350020,MANHATTAN,984677,201194,MOBILE,Unspecified,MANHATTAN,40.718907770864014,-73.99845960811673,"{'latitude': '40.718907770864014', 'longitude': '-73.99845960811673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HESTER STREET,CENTRE MARKET PLACE,HESTER STREET,CENTRE MARKET PLACE,BAXTER STREET,,,,,,
59439809,2023-09-30T13:45:56.000,2023-10-16T00:00:00.000,HPD,Department of Housing Preservation and Development,Flooring/Stairs,Floor,Apartment,11207,604 VAN SICLEN AVENUE,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-16T00:00:00.000,05 BROOKLYN,3040870041,BROOKLYN,1015232,181519,PHONE,Unspecified,BROOKLYN,40.66485024288178,-73.88832375334968,"{'latitude': '40.66485024288178', 'longitude': '-73.88832375334968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LIVONIA AVENUE,NEW LOTS AVENUE,LIVONIA AVENUE,NEW LOTS AVENUE,VAN SICLEN AVENUE,,,,,,
59439555,2023-09-30T13:45:53.000,2023-10-16T00:00:00.000,HPD,Department of Housing Preservation and Development,Appliance,Electric/Gas Range,Apartment,11207,604 VAN SICLEN AVENUE,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-16T00:00:00.000,05 BROOKLYN,3040870041,BROOKLYN,1015232,181519,PHONE,Unspecified,BROOKLYN,40.66485024288178,-73.88832375334968,"{'latitude': '40.66485024288178', 'longitude': '-73.88832375334968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LIVONIA AVENUE,NEW LOTS AVENUE,LIVONIA AVENUE,NEW LOTS AVENUE,VAN SICLEN AVENUE,,,,,,
59439225,2023-09-30T13:45:34.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11417,133-15 85 STREET,85 STREET,ADDRESS,OZONE PARK,Closed,,2023-10-12T00:00:00.000,10 QUEENS,4113650042,QUEENS,1025531,184777,PHONE,Unspecified,QUEENS,40.6737506836321,-73.85118057799835,"{'latitude': '40.6737506836321', 'longitude': '-73.85118057799835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",133 AVENUE,DUMONT AVENUE,133 AVENUE,DUMONT AVENUE,85 STREET,,,,,,
58975335,2023-09-30T13:45:33.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Source/Protection,Mobile Food Vendor,11235,2931 AVENUE X,AVENUE X,ADDRESS,BROOKLYN,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-10-02T10:14:24.000,15 BROOKLYN,3074051001,BROOKLYN,1000756,155627,MOBILE,Unspecified,BROOKLYN,40.59382100511276,-73.94056655519897,"{'latitude': '40.59382100511276', 'longitude': '-73.94056655519897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NOSTRAND AVENUE,HARING STREET,NOSTRAND AVENUE,HARING STREET,AVENUE X,,,,,,
58976476,2023-09-30T13:45:33.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11385,63-57 60 PLACE,60 PLACE,ADDRESS,RIDGEWOOD,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-02T09:07:43.000,05 QUEENS,4035230001,QUEENS,1011282,198009,ONLINE,Unspecified,QUEENS,40.710124422996536,-73.90249556167642,"{'latitude': '40.710124422996536', 'longitude': '-73.90249556167642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MENAHAN STREET,GROVE STREET,MENAHAN STREET,GROVE STREET,60 PLACE,,,,,,
59442349,2023-09-30T13:45:27.000,2023-10-18T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,11435,85-35 148 STREET,148 STREET,ADDRESS,JAMAICA,Closed,,2023-10-18T00:00:00.000,08 QUEENS,4097290025,QUEENS,1036869,198000,PHONE,Unspecified,QUEENS,40.70998454981404,-73.81020352807516,"{'latitude': '40.70998454981404', 'longitude': '-73.81020352807516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",85 ROAD,85 DRIVE,85 ROAD,85 DRIVE,148 STREET,,,,,,
58976417,2023-09-30T13:45:10.000,2023-09-30T13:56:21.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T13:56:26.000,08 QUEENS,4068540028,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",159 STREET,160 STREET,159 STREET,160 STREET,UNION TURNPIKE,,,,,,
58976411,2023-09-30T13:44:52.000,,DOT,Department of Transportation,Street Condition,Pothole,,11235,,,INTERSECTION,BROOKLYN,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,2023-09-30T13:44:52.000,13 BROOKLYN,,BROOKLYN,992992,149241,UNKNOWN,Unspecified,BROOKLYN,40.5763037636128,-73.96853078385236,"{'latitude': '40.5763037636128', 'longitude': '-73.96853078385236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,BRIGHTON BEACH AVENUE,OCEAN PARKWAY,,N/A,,,,,
58976655,2023-09-30T13:44:44.000,2023-10-02T08:08:27.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10458,539 EAST FORDHAM ROAD,EAST FORDHAM ROAD,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-02T08:08:32.000,06 BRONX,2032730301,BRONX,1015504,252404,MOBILE,Unspecified,BRONX,40.859410128565564,-73.8870137514469,"{'latitude': '40.859410128565564', 'longitude': '-73.8870137514469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BATHGATE AVENUE,LORILLARD PLACE,BATHGATE AVENUE,LORILLARD PLACE,EAST FORDHAM ROAD,,,,,,
59448578,2023-09-30T13:44:41.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,10452,1201 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,ADDRESS,BRONX,Closed,,2023-10-05T00:00:00.000,04 BRONX,2025100074,BRONX,1005465,244169,PHONE,Unspecified,BRONX,40.83683732395953,-73.92333174557986,"{'latitude': '40.83683732395953', 'longitude': '-73.92333174557986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  167 STREET,ANDERSON AVENUE,WEST  167 STREET,ANDERSON AVENUE,SHAKESPEARE AVENUE,,,,,,
59436268,2023-09-30T13:44:40.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Door,Apartment,10452,1201 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,ADDRESS,BRONX,Closed,,2023-10-05T00:00:00.000,04 BRONX,2025100074,BRONX,1005465,244169,PHONE,Unspecified,BRONX,40.83683732395953,-73.92333174557986,"{'latitude': '40.83683732395953', 'longitude': '-73.92333174557986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  167 STREET,ANDERSON AVENUE,WEST  167 STREET,ANDERSON AVENUE,SHAKESPEARE AVENUE,,,,,,
59452992,2023-09-30T13:44:40.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10452,1201 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,ADDRESS,BRONX,Closed,,2023-10-05T00:00:00.000,04 BRONX,2025100074,BRONX,1005465,244169,PHONE,Unspecified,BRONX,40.83683732395953,-73.92333174557986,"{'latitude': '40.83683732395953', 'longitude': '-73.92333174557986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  167 STREET,ANDERSON AVENUE,WEST  167 STREET,ANDERSON AVENUE,SHAKESPEARE AVENUE,,,,,,
59453560,2023-09-30T13:44:36.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Door Frame,Apartment,10452,1201 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,ADDRESS,BRONX,Closed,,2023-10-05T00:00:00.000,04 BRONX,2025100074,BRONX,1005465,244169,PHONE,Unspecified,BRONX,40.83683732395953,-73.92333174557986,"{'latitude': '40.83683732395953', 'longitude': '-73.92333174557986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  167 STREET,ANDERSON AVENUE,WEST  167 STREET,ANDERSON AVENUE,SHAKESPEARE AVENUE,,,,,,
58977393,2023-09-30T13:43:55.000,2023-10-06T16:14:23.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10034,241 SHERMAN AVENUE,SHERMAN AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,12 MANHATTAN,1022230005,MANHATTAN,1006543,254798,PHONE,Unspecified,MANHATTAN,40.86600810878767,-73.9194006525354,"{'latitude': '40.86600810878767', 'longitude': '-73.9194006525354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58971475,2023-09-30T13:43:55.000,2023-10-06T16:14:23.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10034,241 SHERMAN AVENUE,SHERMAN AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,12 MANHATTAN,1022230005,MANHATTAN,1006543,254798,PHONE,Unspecified,MANHATTAN,40.86600810878767,-73.9194006525354,"{'latitude': '40.86600810878767', 'longitude': '-73.9194006525354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58975046,2023-09-30T13:43:55.000,2023-10-01T19:51:39.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10034,241 SHERMAN AVENUE,SHERMAN AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,12 MANHATTAN,1022230005,MANHATTAN,1006543,254798,PHONE,Unspecified,MANHATTAN,40.86600810878767,-73.9194006525354,"{'latitude': '40.86600810878767', 'longitude': '-73.9194006525354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58970156,2023-09-30T13:43:53.000,2023-09-30T14:38:44.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11378,60-61 55 STREET,55 STREET,ADDRESS,MASPETH,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T14:38:47.000,05 QUEENS,4026410014,QUEENS,1009078,199728,MOBILE,Unspecified,QUEENS,40.71484912531553,-73.91043904562774,"{'latitude': '40.71484912531553', 'longitude': '-73.91043904562774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NURGE AVENUE,ARNOLD AVENUE,NURGE AVENUE,ARNOLD AVENUE,55 STREET,,,,,,
58968933,2023-09-30T13:43:51.000,2023-09-30T18:31:16.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11218,555 EAST    5 STREET,EAST    5 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-30T00:00:00.000,12 BROOKLYN,3053740057,BROOKLYN,991283,172063,ONLINE,Unspecified,BROOKLYN,40.63894699672811,-73.9746590293325,"{'latitude': '40.63894699672811', 'longitude': '-73.9746590293325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58977400,2023-09-30T13:43:40.000,2023-11-16T11:01:31.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11238,750 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-16T00:00:00.000,08 BROOKLYN,3011660053,BROOKLYN,994432,185314,ONLINE,Unspecified,BROOKLYN,40.67531502123216,-73.96329269609444,"{'latitude': '40.67531502123216', 'longitude': '-73.96329269609444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58976205,2023-09-30T13:43:40.000,2023-11-20T12:17:43.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11238,750 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-20T00:00:00.000,08 BROOKLYN,3011660053,BROOKLYN,994432,185314,ONLINE,Unspecified,BROOKLYN,40.67531502123216,-73.96329269609444,"{'latitude': '40.67531502123216', 'longitude': '-73.96329269609444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58970287,2023-09-30T13:43:40.000,2023-11-16T11:01:31.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11238,750 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-16T00:00:00.000,08 BROOKLYN,3011660053,BROOKLYN,994432,185314,ONLINE,Unspecified,BROOKLYN,40.67531502123216,-73.96329269609444,"{'latitude': '40.67531502123216', 'longitude': '-73.96329269609444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58970334,2023-09-30T13:43:40.000,2023-11-16T11:01:31.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11238,750 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-16T00:00:00.000,08 BROOKLYN,3011660053,BROOKLYN,994432,185314,ONLINE,Unspecified,BROOKLYN,40.67531502123216,-73.96329269609444,"{'latitude': '40.67531502123216', 'longitude': '-73.96329269609444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58973964,2023-09-30T13:43:40.000,2023-11-16T11:01:31.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11238,750 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-16T00:00:00.000,08 BROOKLYN,3011660053,BROOKLYN,994432,185314,ONLINE,Unspecified,BROOKLYN,40.67531502123216,-73.96329269609444,"{'latitude': '40.67531502123216', 'longitude': '-73.96329269609444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58976305,2023-09-30T13:43:39.000,2023-10-20T17:22:42.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11207,604 VAN SICLEN AVENUE,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-20T00:00:00.000,05 BROOKLYN,3040870041,BROOKLYN,1015232,181519,PHONE,Unspecified,BROOKLYN,40.66485024288178,-73.88832375334968,"{'latitude': '40.66485024288178', 'longitude': '-73.88832375334968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58972619,2023-09-30T13:43:39.000,2023-10-20T17:22:42.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,11207,604 VAN SICLEN AVENUE,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-20T00:00:00.000,05 BROOKLYN,3040870041,BROOKLYN,1015232,181519,PHONE,Unspecified,BROOKLYN,40.66485024288178,-73.88832375334968,"{'latitude': '40.66485024288178', 'longitude': '-73.88832375334968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58977517,2023-09-30T13:43:39.000,2023-10-20T17:22:41.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11207,604 VAN SICLEN AVENUE,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-20T00:00:00.000,05 BROOKLYN,3040870041,BROOKLYN,1015232,181519,PHONE,Unspecified,BROOKLYN,40.66485024288178,-73.88832375334968,"{'latitude': '40.66485024288178', 'longitude': '-73.88832375334968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58973751,2023-09-30T13:43:39.000,2023-10-20T17:22:42.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11207,604 VAN SICLEN AVENUE,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-20T00:00:00.000,05 BROOKLYN,3040870041,BROOKLYN,1015232,181519,PHONE,Unspecified,BROOKLYN,40.66485024288178,-73.88832375334968,"{'latitude': '40.66485024288178', 'longitude': '-73.88832375334968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58972663,2023-09-30T13:43:39.000,2023-10-20T17:22:42.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11207,604 VAN SICLEN AVENUE,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-20T00:00:00.000,05 BROOKLYN,3040870041,BROOKLYN,1015232,181519,PHONE,Unspecified,BROOKLYN,40.66485024288178,-73.88832375334968,"{'latitude': '40.66485024288178', 'longitude': '-73.88832375334968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58969068,2023-09-30T13:43:39.000,2023-10-20T17:22:43.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11207,604 VAN SICLEN AVENUE,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-20T00:00:00.000,05 BROOKLYN,3040870041,BROOKLYN,1015232,181519,PHONE,Unspecified,BROOKLYN,40.66485024288178,-73.88832375334968,"{'latitude': '40.66485024288178', 'longitude': '-73.88832375334968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
