unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,due_date,bridge_highway_direction,road_ramp
58931619,2023-09-26T22:12:07.000,2023-09-27T16:16:03.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,10020,1270 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,Closed,See notes for information.,2023-09-27T16:16:09.000,05 MANHATTAN,1012660001,MANHATTAN,989743,216250,ONLINE,Unspecified,MANHATTAN,40.76023105613076,-73.98017184508144,"{'latitude': '40.76023105613076', 'longitude': '-73.98017184508144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,"1270 AVENUE OF THE AMERICAS, MANHATTAN (NEW YORK), NY, 10020",,,
58925716,2023-09-26T22:12:06.000,2023-09-27T01:18:38.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11230,950 EAST FIFTH STREET,EAST FIFTH STREET,FOSTER AVENUE,WALSH COURT,FOSTER AVENUE,WALSH COURT,ADDRESS,BROOKLYN,EAST    5 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T01:18:50.000,14 BROOKLYN,3065010036,BROOKLYN,991827,168261,MOBILE,Unspecified,BROOKLYN,40.628510865238425,-73.97270318346541,"{'latitude': '40.628510865238425', 'longitude': '-73.97270318346541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927893,2023-09-26T22:11:58.000,2023-09-29T11:17:07.000,DOT,Department of Transportation,Bus Stop Shelter Complaint,Damaged or Leaking Roof,Bus Stop Shelter,10128,3 AVENUE,3 AVENUE,EAST   91 STREET,EAST   92 STREET,EAST   91 STREET,EAST   92 STREET,BLOCKFACE,,,Closed,The contractor has reported that the requested work has been completed.,2023-09-27T05:51:51.000,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,
58932018,2023-09-26T22:11:41.000,2023-09-27T01:18:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,948 EAST    3 STREET,EAST    3 STREET,FOSTER AVENUE,WALSH COURT,FOSTER AVENUE,WALSH COURT,ADDRESS,BROOKLYN,EAST    3 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T01:18:31.000,14 BROOKLYN,3064990042,BROOKLYN,991301,168115,MOBILE,Unspecified,BROOKLYN,40.62811056028253,-73.97459829767176,"{'latitude': '40.62811056028253', 'longitude': '-73.97459829767176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926412,2023-09-26T22:11:35.000,2023-09-26T22:11:35.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Commercial Building,11203,489 CLARKSON AVENUE,CLARKSON AVENUE,EAST 37 STREET,EAST 38 STREET,EAST   37 STREET,EAST   38 STREET,ADDRESS,BROOKLYN,CLARKSON AVENUE,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-26T22:11:35.000,09 BROOKLYN,3048290001,BROOKLYN,1000022,178224,MOBILE,Unspecified,BROOKLYN,40.65584635522631,-73.94315668178167,"{'latitude': '40.65584635522631', 'longitude': '-73.94315668178167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932393,2023-09-26T22:11:19.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10040,96 WADSWORTH TERRACE,WADSWORTH TERRACE,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,12 MANHATTAN,1021700356,MANHATTAN,1003658,251630,PHONE,Unspecified,MANHATTAN,40.857319721163144,-73.92984041030621,"{'latitude': '40.857319721163144', 'longitude': '-73.92984041030621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927343,2023-09-26T22:11:18.000,2023-09-28T08:19:47.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11208,458 RUBY STREET,RUBY STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,05 BROOKLYN,3044710109,BROOKLYN,1022994,183770,ONLINE,Unspecified,BROOKLYN,40.67099816476791,-73.86033232228087,"{'latitude': '40.67099816476791', 'longitude': '-73.86033232228087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928872,2023-09-26T22:11:09.000,2023-09-27T03:35:06.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11412,205-28 111 AVENUE,111 AVENUE,205 STREET,FRANCIS LEWIS BOULEVARD,205 STREET,FRANCIS LEWIS BOULEVARD,ADDRESS,SAINT ALBANS,111 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T03:35:11.000,12 QUEENS,4109630193,QUEENS,1053234,196387,PHONE,Unspecified,QUEENS,40.7054448061762,-73.75119185955128,"{'latitude': '40.7054448061762', 'longitude': '-73.75119185955128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932327,2023-09-26T22:11:00.000,2023-09-26T22:48:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10027,35 WEST  126 STREET,WEST  126 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,WEST  126 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T22:48:13.000,10 MANHATTAN,1017240021,MANHATTAN,1000029,233519,MOBILE,Unspecified,MANHATTAN,40.80761747951076,-73.94300178038755,"{'latitude': '40.80761747951076', 'longitude': '-73.94300178038755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929318,2023-09-26T22:11:00.000,2023-09-27T18:20:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10002,475 FRANKLIN D ROOSEVELT DRIVE,FRANKLIN D ROOSEVELT DRIVE,FDR DRIVE EXIT 4 SB,PEDESTRIAN OVPS,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-27T18:20:00.000,03 MANHATTAN,1003210001,MANHATTAN,990529,199304,ONLINE,Unspecified,MANHATTAN,40.713717955776616,-73.9773504270496,"{'latitude': '40.713717955776616', 'longitude': '-73.9773504270496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58925596,2023-09-26T22:11:00.000,2023-09-27T21:56:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10005,82 BEAVER STREET,BEAVER STREET,HANOVER ST,PEARL ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-27T21:56:00.000,01 MANHATTAN,1000287501,MANHATTAN,981865,196258,ONLINE,Unspecified,MANHATTAN,40.705359314572945,-74.00860207956921,"{'latitude': '40.705359314572945', 'longitude': '-74.00860207956921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58928712,2023-09-26T22:10:58.000,2023-10-04T19:22:52.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11238,186 PROSPECT PLACE,PROSPECT PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,08 BROOKLYN,3011580023,BROOKLYN,992417,186296,PHONE,Unspecified,BROOKLYN,40.67801247776195,-73.9705558167707,"{'latitude': '40.67801247776195', 'longitude': '-73.9705558167707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935103,2023-09-26T22:10:58.000,2023-10-04T20:17:15.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11238,186 PROSPECT PLACE,PROSPECT PLACE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 827 - 1955 (BROOKLYN).",2023-10-04T00:00:00.000,08 BROOKLYN,3011580023,BROOKLYN,992417,186296,PHONE,Unspecified,BROOKLYN,40.67801247776195,-73.9705558167707,"{'latitude': '40.67801247776195', 'longitude': '-73.9705558167707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926037,2023-09-26T22:10:58.000,2023-10-04T20:17:16.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11238,186 PROSPECT PLACE,PROSPECT PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,08 BROOKLYN,3011580023,BROOKLYN,992417,186296,PHONE,Unspecified,BROOKLYN,40.67801247776195,-73.9705558167707,"{'latitude': '40.67801247776195', 'longitude': '-73.9705558167707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931213,2023-09-26T22:10:58.000,2023-10-04T20:17:17.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11238,186 PROSPECT PLACE,PROSPECT PLACE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 827 - 1955 (BROOKLYN).",2023-10-04T00:00:00.000,08 BROOKLYN,3011580023,BROOKLYN,992417,186296,PHONE,Unspecified,BROOKLYN,40.67801247776195,-73.9705558167707,"{'latitude': '40.67801247776195', 'longitude': '-73.9705558167707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933702,2023-09-26T22:10:58.000,2023-10-04T20:17:17.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11238,186 PROSPECT PLACE,PROSPECT PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,08 BROOKLYN,3011580023,BROOKLYN,992417,186296,PHONE,Unspecified,BROOKLYN,40.67801247776195,-73.9705558167707,"{'latitude': '40.67801247776195', 'longitude': '-73.9705558167707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927307,2023-09-26T22:10:58.000,2023-10-04T19:22:52.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11238,186 PROSPECT PLACE,PROSPECT PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,08 BROOKLYN,3011580023,BROOKLYN,992417,186296,PHONE,Unspecified,BROOKLYN,40.67801247776195,-73.9705558167707,"{'latitude': '40.67801247776195', 'longitude': '-73.9705558167707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933683,2023-09-26T22:10:57.000,2023-10-11T11:41:46.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10463,3900 GREYSTONE AVENUE,GREYSTONE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,08 BRONX,2057800940,BRONX,1010662,263344,ONLINE,Unspecified,BRONX,40.88945285706443,-73.90447490856299,"{'latitude': '40.88945285706443', 'longitude': '-73.90447490856299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926259,2023-09-26T22:10:57.000,2023-10-11T11:41:47.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10463,3900 GREYSTONE AVENUE,GREYSTONE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,08 BRONX,2057800940,BRONX,1010662,263344,ONLINE,Unspecified,BRONX,40.88945285706443,-73.90447490856299,"{'latitude': '40.88945285706443', 'longitude': '-73.90447490856299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929905,2023-09-26T22:10:57.000,2023-10-11T11:41:47.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,DOOR/FRAME,RESIDENTIAL BUILDING,10463,3900 GREYSTONE AVENUE,GREYSTONE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,08 BRONX,2057800940,BRONX,1010662,263344,ONLINE,Unspecified,BRONX,40.88945285706443,-73.90447490856299,"{'latitude': '40.88945285706443', 'longitude': '-73.90447490856299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928152,2023-09-26T22:10:55.000,2023-09-26T22:52:14.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10035,1901 MADISON AVENUE,MADISON AVENUE,EAST  122 STREET,EAST  123 STREET,EAST  122 STREET,EAST  123 STREET,ADDRESS,NEW YORK,MADISON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T22:52:17.000,11 MANHATTAN,1017480001,MANHATTAN,1000333,232231,PHONE,Unspecified,MANHATTAN,40.80408172712311,-73.94190673210916,"{'latitude': '40.80408172712311', 'longitude': '-73.94190673210916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934450,2023-09-26T22:10:52.000,2023-09-27T20:32:51.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11378,62-15 53 AVENUE,53 AVENUE,62 STREET,64 STREET,62 STREET,64 STREET,ADDRESS,MASPETH,53 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T20:32:55.000,05 QUEENS,4023760101,QUEENS,1011589,205809,MOBILE,Unspecified,QUEENS,40.731532584776836,-73.90135653100675,"{'latitude': '40.731532584776836', 'longitude': '-73.90135653100675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928524,2023-09-26T22:10:49.000,2023-10-16T07:59:48.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11103,32-76 45 STREET,45 STREET,,,,,ADDRESS,ASTORIA,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,01 QUEENS,4007070075,QUEENS,1007432,214535,PHONE,Unspecified,QUEENS,40.75549513596603,-73.9163255647344,"{'latitude': '40.75549513596603', 'longitude': '-73.9163255647344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929438,2023-09-26T22:10:49.000,2023-09-26T22:24:31.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11204,1766 59 STREET,59 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,59 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T22:24:36.000,12 BROOKLYN,3055110034,BROOKLYN,987717,166294,MOBILE,Unspecified,BROOKLYN,40.62311442500842,-73.9875108340905,"{'latitude': '40.62311442500842', 'longitude': '-73.9875108340905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933656,2023-09-26T22:10:31.000,2023-09-26T23:05:47.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10453,1770 ANDREWS AVENUE SOUTH,ANDREWS AVENUE SOUTH,WEST  176 STREET,WEST TREMONT AVENUE,WEST  176 STREET,WEST TREMONT AVENUE,ADDRESS,BRONX,ANDREWS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T23:05:51.000,05 BRONX,2028780195,BRONX,1007264,249205,MOBILE,Unspecified,BRONX,40.850655157705816,-73.91681311386506,"{'latitude': '40.850655157705816', 'longitude': '-73.91681311386506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928444,2023-09-26T22:10:27.000,2023-09-27T00:19:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10304,29 WARREN STREET,WARREN STREET,GORDON STREET,FULTON STREET,GORDON STREET,FULTON STREET,ADDRESS,STATEN ISLAND,WARREN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T00:20:02.000,01 STATEN ISLAND,5005450100,STATEN ISLAND,961310,165967,ONLINE,Unspecified,STATEN ISLAND,40.622187857193964,-74.08263557262258,"{'latitude': '40.622187857193964', 'longitude': '-74.08263557262258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58925690,2023-09-26T22:10:08.000,2023-09-26T22:39:52.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11229,AVENUE P,AVENUE P,AVENUE P,EAST   27 STREET,AVENUE P,EAST   27 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T22:39:56.000,15 BROOKLYN,,BROOKLYN,998984,162134,PHONE,Unspecified,BROOKLYN,40.61168451632112,-73.9469328311236,"{'latitude': '40.61168451632112', 'longitude': '-73.9469328311236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58925896,2023-09-26T22:10:04.000,2023-09-26T22:28:35.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10455,564 JACKSON AVENUE,JACKSON AVENUE,EAST  149 STREET,PONTIAC PLACE,EAST  149 STREET,PONTIAC PLACE,ADDRESS,BRONX,JACKSON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T22:28:42.000,01 BRONX,2026420001,BRONX,1009471,235753,MOBILE,Unspecified,BRONX,40.81372727745244,-73.90888622681445,"{'latitude': '40.81372727745244', 'longitude': '-73.90888622681445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929702,2023-09-26T22:09:59.000,2023-09-26T22:26:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467,3288 RESERVOIR OVAL EAST,RESERVOIR OVAL EAST,BEND,HOLT PLACE,BEND,HOLT PLACE,ADDRESS,BRONX,RESERVOIR OVAL EAST,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T22:26:26.000,07 BRONX,2033430060,BRONX,1018287,258560,ONLINE,Unspecified,BRONX,40.87629616608888,-73.87692167990068,"{'latitude': '40.87629616608888', 'longitude': '-73.87692167990068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929399,2023-09-26T22:09:57.000,2023-09-27T01:18:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,402 FOSTER AVENUE,FOSTER AVENUE,SETON PLACE,EAST    5 STREET,SETON PLACE,EAST    5 STREET,ADDRESS,BROOKLYN,FOSTER AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T01:18:10.000,14 BROOKLYN,3065010018,BROOKLYN,991607,168459,MOBILE,Unspecified,BROOKLYN,40.62905451893308,-73.97349553715873,"{'latitude': '40.62905451893308', 'longitude': '-73.97349553715873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927219,2023-09-26T22:09:47.000,2023-09-26T22:46:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10021,1449 SECOND AVENUE,SECOND AVENUE,EAST   75 STREET,EAST   76 STREET,EAST   75 STREET,EAST   76 STREET,ADDRESS,NEW YORK,2 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T22:46:12.000,08 MANHATTAN,1014307501,MANHATTAN,996233,220194,MOBILE,Unspecified,MANHATTAN,40.77104990077798,-73.95673777764652,"{'latitude': '40.77104990077798', 'longitude': '-73.95673777764652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929439,2023-09-26T22:09:47.000,2023-09-27T01:00:10.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11213,732 CROWN STREET,CROWN STREET,SCHENECTADY AVENUE,UTICA AVENUE,SCHENECTADY AVENUE,UTICA AVENUE,ADDRESS,BROOKLYN,CROWN STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T01:00:15.000,09 BROOKLYN,,BROOKLYN,1002767,181677,MOBILE,Unspecified,BROOKLYN,40.66531876161234,-73.93325404350543,"{'latitude': '40.66531876161234', 'longitude': '-73.93325404350543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58925802,2023-09-26T22:09:41.000,2023-09-26T22:32:27.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11102,18-06 ASTORIA PARK SOUTH,ASTORIA PARK SOUTH,18 STREET,21 STREET,18 STREET,21 STREET,ADDRESS,ASTORIA,ASTORIA PARK SOUTH,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T22:32:31.000,01 QUEENS,4008880022,QUEENS,1004804,221855,PHONE,Unspecified,QUEENS,40.77559313573415,-73.92578882955881,"{'latitude': '40.77559313573415', 'longitude': '-73.92578882955881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927234,2023-09-26T22:09:41.000,2023-09-26T22:34:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10467,3440 GATES PLACE,GATES PLACE,WEST MOSHOLU PARKWAY NORTH,WEST GUN HILL ROAD,WEST MOSHOLU PARKWAY NORTH,WEST GUN HILL ROAD,ADDRESS,BRONX,GATES PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T22:34:41.000,07 BRONX,2033240051,BRONX,1016432,260962,MOBILE,Unspecified,BRONX,40.882895863489935,-73.88361784074065,"{'latitude': '40.882895863489935', 'longitude': '-73.88361784074065', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931607,2023-09-26T22:09:30.000,2023-09-27T06:17:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,53-82 62 STREET,62 STREET,53 DRIVE,61 STREET,53 DRIVE,61 STREET,ADDRESS,MASPETH,62 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T06:17:58.000,05 QUEENS,,QUEENS,1010992,205111,MOBILE,Unspecified,QUEENS,40.729618571934225,-73.90351337446019,"{'latitude': '40.729618571934225', 'longitude': '-73.90351337446019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927127,2023-09-26T22:09:29.000,2023-09-26T22:35:36.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11232,886 5 AVENUE,5 AVENUE,38 STREET,39 STREET,38 STREET,39 STREET,ADDRESS,BROOKLYN,5 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T22:35:41.000,07 BROOKLYN,3007050043,BROOKLYN,983211,176613,MOBILE,Unspecified,BROOKLYN,40.65143849689767,-74.0037443762042,"{'latitude': '40.65143849689767', 'longitude': '-74.0037443762042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932986,2023-09-26T22:09:29.000,2023-09-27T00:41:21.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11356,14-21 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,14 ROAD,15 AVENUE,14 ROAD,15 AVENUE,ADDRESS,COLLEGE POINT,COLLEGE POINT BOULEVARD,Closed,The Department of Sanitation cleaned the location.,2023-09-27T00:41:24.000,07 QUEENS,4040850059,QUEENS,1026960,225225,MOBILE,Unspecified,QUEENS,40.784763592966144,-73.84577226351178,"{'latitude': '40.784763592966144', 'longitude': '-73.84577226351178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931646,2023-09-26T22:09:18.000,2023-09-27T03:05:51.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Collapsed,Sidewalk,10032,1909 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  154 STREET,WEST  155 STREET,WEST  154 STREET,WEST  155 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction. It has been referred to the Department of Parks and Recreation.,2023-09-27T03:05:53.000,09 MANHATTAN,1020680046,MANHATTAN,999980,242150,ONLINE,Unspecified,MANHATTAN,40.8313072254753,-73.94315855121066,"{'latitude': '40.8313072254753', 'longitude': '-73.94315855121066', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933369,2023-09-26T22:09:17.000,2023-09-26T22:33:15.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10001,270 11 AVENUE,11 AVENUE,WEST   27 STREET,WEST   28 STREET,WEST   27 STREET,WEST   28 STREET,ADDRESS,NEW YORK,11 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T22:33:21.000,04 MANHATTAN,1006990001,MANHATTAN,982877,213136,MOBILE,Unspecified,MANHATTAN,40.75168551899265,-74.00495550048122,"{'latitude': '40.75168551899265', 'longitude': '-74.00495550048122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
