unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_pick_up_location,vehicle_type,taxi_company_borough,road_ramp
58914199,2023-09-24T07:07:55.000,2023-09-24T07:56:58.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10009,140 EAST    7 STREET,EAST    7 STREET,AVENUE A,AVENUE B,AVENUE A,AVENUE B,ADDRESS,NEW YORK,EAST    7 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-24T07:57:01.000,03 MANHATTAN,1004020011,MANHATTAN,988981,203702,ONLINE,Unspecified,MANHATTAN,40.72579036971927,-73.98293127238699,"{'latitude': '40.72579036971927', 'longitude': '-73.98293127238699', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912541,2023-09-24T07:07:46.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,,11040,270-03 HILLSIDE AVENUE,HILLSIDE AVENUE,,,,,ADDRESS,NEW HYDE PARK,,Open,,2023-09-24T07:07:46.000,13 QUEENS,4087810101,QUEENS,1067281,208697,UNKNOWN,Unspecified,QUEENS,40.73911192095033,-73.70037631858673,"{'latitude': '40.73911192095033', 'longitude': '-73.70037631858673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58911375,2023-09-24T07:07:28.000,2023-09-24T07:07:28.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10024,208 WEST   79 STREET,WEST   79 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST   79 STREET,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-24T07:07:28.000,07 MANHATTAN,1011700038,MANHATTAN,990122,224667,MOBILE,Unspecified,MANHATTAN,40.783333279058375,-73.97879640937819,"{'latitude': '40.783333279058375', 'longitude': '-73.97879640937819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913078,2023-09-24T07:07:02.000,2023-09-24T08:31:51.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11205,2 PARK AVENUE,PARK AVENUE,NAVY STREET,MONUMENT WALK,NAVY STREET,MONUMENT WALK,ADDRESS,BROOKLYN,PARK AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T08:31:57.000,02 BROOKLYN,,BROOKLYN,989818,192917,MOBILE,Unspecified,BROOKLYN,40.69618762099756,-73.97992042327036,"{'latitude': '40.69618762099756', 'longitude': '-73.97992042327036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910807,2023-09-24T07:06:58.000,2023-09-24T08:36:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11228,931 72 STREET,72 STREET,FORT HAMILTON PARKWAY,10 AVENUE,FORT HAMILTON PARKWAY,10 AVENUE,ADDRESS,BROOKLYN,72 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T08:36:27.000,10 BROOKLYN,3059020056,BROOKLYN,980493,167639,MOBILE,Unspecified,BROOKLYN,40.626806049825795,-74.01353458081962,"{'latitude': '40.626806049825795', 'longitude': '-74.01353458081962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913258,2023-09-24T07:06:42.000,2023-09-24T09:32:34.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,10465,277 LOGAN AVENUE,LOGAN AVENUE,LAWTON AVENUE,MILES AVENUE,LAWTON AVENUE,MILES AVENUE,ADDRESS,BRONX,LOGAN AVENUE,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-24T09:32:39.000,10 BRONX,2054480015,BRONX,1035244,237622,ONLINE,Unspecified,BRONX,40.81874597305693,-73.81576429426414,"{'latitude': '40.81874597305693', 'longitude': '-73.81576429426414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916568,2023-09-24T07:06:39.000,2023-09-24T11:36:15.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,10465,3234 RANDALL AVENUE,RANDALL AVENUE,WILCOX AVENUE,CLARENCE AVENUE,WILCOX AVENUE,CLARENCE AVENUE,ADDRESS,BRONX,RANDALL AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T11:36:18.000,10 BRONX,2054850043,BRONX,1035344,241457,ONLINE,Unspecified,BRONX,40.829271358641094,-73.81537380368754,"{'latitude': '40.829271358641094', 'longitude': '-73.81537380368754', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910620,2023-09-24T07:06:25.000,2023-09-24T08:09:37.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11222,100 MESEROLE AVENUE,MESEROLE AVENUE,LORIMER STREET,MANHATTAN AVENUE,LORIMER STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,MESEROLE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T08:09:47.000,01 BROOKLYN,3026190001,BROOKLYN,997282,204143,MOBILE,Unspecified,BROOKLYN,40.72699247279165,-73.95298167828521,"{'latitude': '40.72699247279165', 'longitude': '-73.95298167828521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909989,2023-09-24T07:06:22.000,2023-09-24T09:03:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11229,2154 HOMECREST AVENUE,HOMECREST AVENUE,AVENUE U,AVENUE V,AVENUE U,AVENUE V,ADDRESS,BROOKLYN,HOMECREST AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T09:03:03.000,15 BROOKLYN,3073440028,BROOKLYN,995642,156924,MOBILE,Unspecified,BROOKLYN,40.597389056903516,-73.95897843472822,"{'latitude': '40.597389056903516', 'longitude': '-73.95897843472822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911617,2023-09-24T07:06:12.000,2023-09-24T08:36:19.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T08:36:27.000,12 BRONX,2048330028,BRONX,1022911,264242,PHONE,Unspecified,BRONX,40.89187241649303,-73.86016845296459,"{'latitude': '40.89187241649303', 'longitude': '-73.86016845296459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911792,2023-09-24T07:06:00.000,2023-09-19T11:05:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,FDR DR,FDR DR,13 ST E,,,,BLOCKFACE,,,Pending,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T11:05:00.000,Unspecified MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,,,
58914261,2023-09-24T07:05:46.000,2023-09-24T10:23:47.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,69-19 FRESH POND ROAD,FRESH POND ROAD,69 AVENUE,70 AVENUE,69 AVENUE,70 AVENUE,ADDRESS,RIDGEWOOD,FRESH POND ROAD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T10:23:50.000,05 QUEENS,4036290002,QUEENS,1013267,195424,MOBILE,Unspecified,QUEENS,40.70302292590976,-73.89534681178067,"{'latitude': '40.70302292590976', 'longitude': '-73.89534681178067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912149,2023-09-24T07:04:59.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11385,77-20 65 STREET,65 STREET,COOPER AVENUE,78 AVENUE,COOPER AVENUE,78 AVENUE,ADDRESS,RIDGEWOOD,65 STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-24T12:27:14.000,05 QUEENS,4037210017,QUEENS,1014969,193712,PHONE,Unspecified,QUEENS,40.69831814524563,-73.8892161659177,"{'latitude': '40.69831814524563', 'longitude': '-73.8892161659177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914220,2023-09-24T07:04:45.000,2023-09-24T07:59:19.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10314,635 TRAVIS AVENUE,TRAVIS AVENUE,FERNDALE AVENUE,GADSEN PLACE,FERNDALE AVENUE,GADSEN PLACE,ADDRESS,STATEN ISLAND,TRAVIS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T07:59:22.000,02 STATEN ISLAND,5023630081,STATEN ISLAND,939651,155025,ONLINE,Unspecified,STATEN ISLAND,40.59207179895907,-74.16058427551826,"{'latitude': '40.59207179895907', 'longitude': '-74.16058427551826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915393,2023-09-24T07:03:38.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11211,366 UNION AVENUE,UNION AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-24T00:00:00.000,01 BROOKLYN,3027790001,BROOKLYN,997787,198444,ONLINE,Unspecified,BROOKLYN,40.711349332895544,-73.95117114409372,"{'latitude': '40.711349332895544', 'longitude': '-73.95117114409372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911629,2023-09-24T07:03:28.000,2023-09-24T10:00:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,78-49 64 STREET,64 STREET,78 AVENUE,80 AVENUE,78 AVENUE,80 AVENUE,ADDRESS,RIDGEWOOD,64 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T10:00:04.000,05 QUEENS,4037190043,QUEENS,1014314,193187,MOBILE,Unspecified,QUEENS,40.696879393041776,-73.89158067397562,"{'latitude': '40.696879393041776', 'longitude': '-73.89158067397562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912287,2023-09-24T07:02:28.000,2023-09-26T08:03:45.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11378,55-56 61 STREET,61 STREET,55 DRIVE,56 AVENUE,55 DRIVE,56 AVENUE,ADDRESS,MASPETH,61 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-26T08:03:50.000,05 QUEENS,4027020121,QUEENS,1010786,203568,MOBILE,Unspecified,QUEENS,40.725384035848705,-73.90426271790766,"{'latitude': '40.725384035848705', 'longitude': '-73.90426271790766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914313,2023-09-24T07:02:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,FDR DR,FDR DR,11 ST E,,,,BLOCKFACE,,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-26T12:14:00.000,Unspecified MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,,,
58916374,2023-09-24T07:01:50.000,2023-09-27T09:35:12.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10024,212 WEST   79 STREET,WEST   79 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST   79 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-24T07:01:50.000,07 MANHATTAN,1011700040,MANHATTAN,990090,224685,MOBILE,Unspecified,MANHATTAN,40.78338270547271,-73.9789119446289,"{'latitude': '40.78338270547271', 'longitude': '-73.9789119446289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911004,2023-09-24T07:01:00.000,2023-09-24T08:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11377,,,,,NORTHERN BOULEVARD,69 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T08:00:00.000,03 QUEENS,,QUEENS,1012648,214098,UNKNOWN,Unspecified,QUEENS,40.754280468930574,-73.89750049760583,"{'latitude': '40.754280468930574', 'longitude': '-73.89750049760583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58916222,2023-09-24T07:00:48.000,2023-10-06T13:42:53.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10467,2206 HOLLAND AVENUE,HOLLAND AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,11 BRONX,2043450005,BRONX,1021423,251975,PHONE,Unspecified,BRONX,40.85820971492959,-73.86561840106879,"{'latitude': '40.85820971492959', 'longitude': '-73.86561840106879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911889,2023-09-24T07:00:11.000,2023-09-24T07:56:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,1641 MADISON AVENUE,MADISON AVENUE,EAST  109 STREET,EAST  110 STREET,EAST  109 STREET,EAST  110 STREET,ADDRESS,NEW YORK,MADISON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T07:56:36.000,11 MANHATTAN,1016150023,MANHATTAN,998685,229227,ONLINE,Unspecified,MANHATTAN,40.79583941489781,-73.94786591532588,"{'latitude': '40.79583941489781', 'longitude': '-73.94786591532588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910190,2023-09-24T07:00:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,FDR DR,FDR DR,11 ST E,,,,BLOCKFACE,,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-26T12:13:00.000,Unspecified MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,,,
58910072,2023-09-24T06:59:55.000,2023-09-24T10:14:20.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10470,4291 KATONAH AVENUE,KATONAH AVENUE,EAST  236 STREET,EAST  237 STREET,EAST  236 STREET,EAST  237 STREET,ADDRESS,BRONX,KATONAH AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T10:14:24.000,12 BRONX,,BRONX,1020922,266608,MOBILE,Unspecified,BRONX,40.898374816346426,-73.86734942370168,"{'latitude': '40.898374816346426', 'longitude': '-73.86734942370168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909983,2023-09-24T06:59:04.000,2023-09-24T08:42:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,811 AVENUE H,AVENUE H,EAST    8 STREET,EAST    9 STREET,EAST    8 STREET,EAST    9 STREET,ADDRESS,BROOKLYN,AVENUE H,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T08:42:12.000,14 BROOKLYN,3064960039,BROOKLYN,992931,168535,ONLINE,Unspecified,BROOKLYN,40.62926192437833,-73.9687255731493,"{'latitude': '40.62926192437833', 'longitude': '-73.9687255731493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912599,2023-09-24T06:58:52.000,2023-09-24T08:14:33.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11229,2331 BRAGG STREET,BRAGG STREET,AVENUE W,AVENUE X,AVENUE W,AVENUE X,ADDRESS,BROOKLYN,BRAGG STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T08:14:42.000,15 BROOKLYN,3074100141,BROOKLYN,1002238,156384,PHONE,Unspecified,BROOKLYN,40.595895933357866,-73.93522827808543,"{'latitude': '40.595895933357866', 'longitude': '-73.93522827808543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912641,2023-09-24T06:58:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,FDR DR,FDR DR,12 ST E,,,,BLOCKFACE,,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-26T12:20:00.000,Unspecified MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,,,
58911846,2023-09-24T06:56:19.000,2023-09-24T07:05:26.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11692,57-15 SHORE FRONT PARKWAY,SHORE FRONT PARKWAY,BEACH   56 PLACE,BEACH   59 STREET,BEACH   56 PLACE,BEACH   59 STREET,ADDRESS,ARVERNE,SHORE FRONT PARKWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T07:05:30.000,14 QUEENS,4159260001,QUEENS,1043179,155065,ONLINE,Unspecified,QUEENS,40.59209790098616,-73.78781859628411,"{'latitude': '40.59209790098616', 'longitude': '-73.78781859628411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913922,2023-09-24T06:56:00.000,2023-10-04T10:55:23.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10024,210 WEST   79 STREET,WEST   79 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST   79 STREET,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-04T10:55:30.000,07 MANHATTAN,1011700039,MANHATTAN,990106,224676,MOBILE,Unspecified,MANHATTAN,40.78335799228007,-73.97885417698211,"{'latitude': '40.78335799228007', 'longitude': '-73.97885417698211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909970,2023-09-24T06:56:00.000,2023-09-24T08:45:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10306,62 HUNTER AVENUE,HUNTER AVENUE,JUNIPER PL,N RAILROAD AVE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-24T08:45:00.000,02 STATEN ISLAND,,STATEN ISLAND,954767,151597,ONLINE,Unspecified,STATEN ISLAND,40.58272580010604,-74.10614233852637,"{'latitude': '40.58272580010604', 'longitude': '-74.10614233852637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914354,2023-09-24T06:55:21.000,2023-09-24T08:43:54.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11435,137-05 83 AVENUE,83 AVENUE,MANTON STREET,139 STREET,MANTON STREET,139 STREET,ADDRESS,JAMAICA,83 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T08:43:58.000,08 QUEENS,4096660080,QUEENS,1034063,199006,ONLINE,Unspecified,QUEENS,40.71276201735081,-73.82031728377838,"{'latitude': '40.71276201735081', 'longitude': '-73.82031728377838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910867,2023-09-24T06:54:44.000,2023-09-24T07:08:35.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10306,36 8 STREET,8 STREET,NEW DORP LANE,ROSE AVENUE,NEW DORP LANE,ROSE AVENUE,ADDRESS,STATEN ISLAND,8 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T07:08:41.000,02 STATEN ISLAND,5042100022,STATEN ISLAND,951966,148001,ONLINE,Unspecified,STATEN ISLAND,40.57284573833404,-74.11620908880012,"{'latitude': '40.57284573833404', 'longitude': '-74.11620908880012', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911586,2023-09-24T06:53:51.000,2023-09-24T07:18:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10472,1440 BRONX RIVER AVENUE,BRONX RIVER AVENUE,EAST  174 STREET,CROSS BRONX EXPRESSWAY,EAST  174 STREET,CROSS BRONX EXPRESSWAY,ADDRESS,BRONX,BRONX RIVER AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T07:18:51.000,09 BRONX,2038860002,BRONX,1018017,243713,PHONE,Unspecified,BRONX,40.83554666365087,-73.87797279135413,"{'latitude': '40.83554666365087', 'longitude': '-73.87797279135413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915556,2023-09-24T06:53:47.000,2023-09-24T07:15:35.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11220,574 51 STREET,51 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,51 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T07:15:41.000,07 BROOKLYN,3008000037,BROOKLYN,981638,173771,MOBILE,Unspecified,BROOKLYN,40.64363749754137,-74.00941209548625,"{'latitude': '40.64363749754137', 'longitude': '-74.00941209548625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915069,2023-09-24T06:53:25.000,2023-09-24T08:03:22.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,2134 EAST    5 STREET,EAST    5 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST    5 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T08:03:28.000,15 BROOKLYN,3071070021,BROOKLYN,993411,157323,PHONE,Unspecified,BROOKLYN,40.59848681808385,-73.96701152272811,"{'latitude': '40.59848681808385', 'longitude': '-73.96701152272811', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911009,2023-09-24T06:53:00.000,2023-09-24T08:25:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10023,,,,,COLUMBUS AVENUE,WEST 66 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T08:25:00.000,07 MANHATTAN,,MANHATTAN,989354,221121,UNKNOWN,Unspecified,MANHATTAN,40.773600921845265,-73.98157232460876,"{'latitude': '40.773600921845265', 'longitude': '-73.98157232460876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58913492,2023-09-24T06:52:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,FDR DR,FDR DR,11 ST E,,,,BLOCKFACE,,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-26T12:13:00.000,Unspecified MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,,,
58916221,2023-09-24T06:51:36.000,2023-10-10T08:44:43.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11691,45-19 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,,,,,ADDRESS,FAR ROCKAWAY,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,14 QUEENS,4158537502,QUEENS,1046308,155618,PHONE,Unspecified,QUEENS,40.59359441442539,-73.7765471998799,"{'latitude': '40.59359441442539', 'longitude': '-73.7765471998799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913795,2023-09-24T06:51:36.000,2023-10-10T08:44:43.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11691,45-19 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,,,,,ADDRESS,FAR ROCKAWAY,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,14 QUEENS,4158537502,QUEENS,1046308,155618,PHONE,Unspecified,QUEENS,40.59359441442539,-73.7765471998799,"{'latitude': '40.59359441442539', 'longitude': '-73.7765471998799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912815,2023-09-24T06:50:42.000,2023-09-24T07:58:15.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11372,37-71 79 STREET,79 STREET,37 AVENUE,ROOSEVELT AVENUE,37 AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,79 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T07:58:21.000,03 QUEENS,4012900047,QUEENS,1015554,212210,ONLINE,Unspecified,QUEENS,40.74908858017093,-73.887020405856,"{'latitude': '40.74908858017093', 'longitude': '-73.887020405856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914235,2023-09-24T06:50:33.000,2023-09-24T08:28:09.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11435,109-61 LIVERPOOL STREET,LIVERPOOL STREET,GLASSBORO AVENUE,110 AVENUE,GLASSBORO AVENUE,110 AVENUE,ADDRESS,JAMAICA,LIVERPOOL STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T08:28:17.000,12 QUEENS,4119500419,QUEENS,1040078,190484,PHONE,Unspecified,QUEENS,40.68933527373093,-73.79869102292629,"{'latitude': '40.68933527373093', 'longitude': '-73.79869102292629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
