unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,intersection_street_1,intersection_street_2,location_type,landmark,facility_type,taxi_pick_up_location,due_date,vehicle_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp
59455876,2023-09-29T15:52:18.000,2023-09-30T00:50:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11217,113 STERLING PLACE,STERLING PLACE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-30T00:50:00.000,06 BROOKLYN,3009420061,BROOKLYN,991255,186111,ONLINE,Unspecified,BROOKLYN,40.67750569040156,-73.97474532446066,"{'latitude': '40.67750569040156', 'longitude': '-73.97474532446066', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6 AVENUE,7 AVENUE,Sewer,STERLING PLACE,,,,,,,,
59456292,2023-09-29T15:52:16.000,2023-10-10T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,10456,1057 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST  165 STREET,EAST  166 STREET,ADDRESS,BRONX,Closed,,2023-10-10T00:00:00.000,04 BRONX,,BRONX,1006720,241896,ONLINE,Unspecified,BRONX,40.83059549272944,-73.91880395517619,"{'latitude': '40.83059549272944', 'longitude': '-73.91880395517619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  165 STREET,EAST  166 STREET,Apartment,SHERIDAN AVENUE,,,,,,,,
59448665,2023-09-29T15:52:15.000,2023-10-10T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Door/Frame,10456,1057 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST  165 STREET,EAST  166 STREET,ADDRESS,BRONX,Closed,,2023-10-10T00:00:00.000,04 BRONX,,BRONX,1006720,241896,ONLINE,Unspecified,BRONX,40.83059549272944,-73.91880395517619,"{'latitude': '40.83059549272944', 'longitude': '-73.91880395517619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  165 STREET,EAST  166 STREET,Apartment,SHERIDAN AVENUE,,,,,,,,
58964838,2023-09-29T15:52:11.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,11105,24-14 DITMARS BOULEVARD,DITMARS BOULEVARD,24 STREET,CRESCENT STREET,ADDRESS,ASTORIA,In Progress,,,01 QUEENS,4008670034,QUEENS,1007801,223147,PHONE,Unspecified,QUEENS,40.77913185673314,-73.91496349994428,"{'latitude': '40.77913185673314', 'longitude': '-73.91496349994428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24 STREET,CRESCENT STREET,Street,DITMARS BOULEVARD,,,,,,,,
58958001,2023-09-29T15:52:07.000,2023-09-29T17:19:25.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10459,889 DAWSON STREET,DAWSON STREET,ROGERS PLACE,INTERVALE AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-29T17:19:29.000,02 BRONX,2026970001,BRONX,1012586,237958,ONLINE,Unspecified,BRONX,40.81976993768235,-73.89762362972276,"{'latitude': '40.81976993768235', 'longitude': '-73.89762362972276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROGERS PLACE,INTERVALE AVENUE,Residential Building/House,DAWSON STREET,,,,,,,,
59447273,2023-09-29T15:52:03.000,2023-10-17T00:00:00.000,DOB,Department of Buildings,Water Drainage,Drain/Pipe Clogged,10466,4092 SETON AVENUE,SETON AVENUE,STRANG AVENUE,EDENWALD AVENUE,ADDRESS,BRONX,Closed,,2023-10-17T00:00:00.000,12 BRONX,,BRONX,1028989,264860,PHONE,Unspecified,BRONX,40.893539904642964,-73.83818107609416,"{'latitude': '40.893539904642964', 'longitude': '-73.83818107609416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STRANG AVENUE,EDENWALD AVENUE,Street,SETON AVENUE,,,,,,,,
58966533,2023-09-29T15:51:52.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,10019,1693 BROADWAY,BROADWAY,WEST 53 STREET,WEST 54 STREET,ADDRESS,NEW YORK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-29T17:45:04.000,05 MANHATTAN,1010250019,MANHATTAN,989037,217468,ONLINE,Unspecified,MANHATTAN,40.76357456339982,-73.98271943523328,"{'latitude': '40.76357456339982', 'longitude': '-73.98271943523328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   53 STREET,WEST   54 STREET,Street/Sidewalk,BROADWAY,,,,,,,,
59446641,2023-09-29T15:51:49.000,2023-10-13T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Window Frame,11385,482 SENECA AVENUE,SENECA AVENUE,HARMAN STREET,GREENE AVENUE,ADDRESS,RIDGEWOOD,Closed,,2023-10-13T00:00:00.000,05 QUEENS,4034330035,QUEENS,1008473,196402,ONLINE,Unspecified,QUEENS,40.705721726372246,-73.91263340024233,"{'latitude': '40.705721726372246', 'longitude': '-73.91263340024233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HARMAN STREET,GREENE AVENUE,Apartment,SENECA AVENUE,,,,,,,,
59449624,2023-09-29T15:51:48.000,2023-10-13T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,11385,482 SENECA AVENUE,SENECA AVENUE,HARMAN STREET,GREENE AVENUE,ADDRESS,RIDGEWOOD,Closed,,2023-10-13T00:00:00.000,05 QUEENS,4034330035,QUEENS,1008473,196402,ONLINE,Unspecified,QUEENS,40.705721726372246,-73.91263340024233,"{'latitude': '40.705721726372246', 'longitude': '-73.91263340024233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HARMAN STREET,GREENE AVENUE,Apartment,SENECA AVENUE,,,,,,,,
59445708,2023-09-29T15:51:44.000,2023-10-01T11:15:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,11235,105 BRIGHTON   11 STREET,BRIGHTON   11 STREET,OCEAN VIEW AVENUE,BRIGHTON BEACH AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-01T11:15:00.000,13 BROOKLYN,3087090095,BROOKLYN,995990,150554,ONLINE,Unspecified,BROOKLYN,40.57990422647543,-73.95773638523328,"{'latitude': '40.57990422647543', 'longitude': '-73.95773638523328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OCEAN VIEW AVENUE,BRIGHTON BEACH AVENUE,Sewer,BRIGHTON   11 STREET,,,,,,,,
58963796,2023-09-29T15:51:39.000,2023-10-10T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,10302,1660 CASTLETON AVENUE,CASTLETON AVENUE,,,ADDRESS,STATEN ISLAND,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-10T00:00:00.000,01 STATEN ISLAND,5010960026,STATEN ISLAND,945647,171066,UNKNOWN,Unspecified,STATEN ISLAND,40.63612911747158,-74.13908667428733,"{'latitude': '40.63612911747158', 'longitude': '-74.13908667428733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,N/A,,,,,,,
58963366,2023-09-29T15:51:38.000,2023-09-30T15:22:18.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,11103,24-12 STEINWAY STREET,STEINWAY STREET,ASTORIA BOULEVARD SOUTH,25 AVENUE,ADDRESS,ASTORIA,Closed,The location does not meet the criteria for Litter Basket placement.,2023-09-30T06:16:57.000,01 QUEENS,,QUEENS,1008882,219351,ONLINE,Unspecified,QUEENS,40.76870989016172,-73.91107420859576,"{'latitude': '40.76870989016172', 'longitude': '-73.91107420859576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA BOULEVARD SOUTH,25 AVENUE,Sidewalk,STEINWAY STREET,,,,,,,,
59456134,2023-09-29T15:51:12.000,2023-09-29T16:19:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,10457,CROTONA AVENUE,CROTONA AVENUE,CROTONA AVENUE,CROTONA PARK NO,INTERSECTION,,Closed,,2023-09-29T16:19:00.000,03 BRONX,,BRONX,1013551,246128,PHONE,Unspecified,BRONX,40.842191078563765,-73.89410145772594,"{'latitude': '40.842191078563765', 'longitude': '-73.89410145772594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CROTONA AVENUE,CROTONA PARK NO,Street,,,,,,,,,
58965472,2023-09-29T15:51:09.000,2023-09-29T16:27:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11231,33 BOWNE STREET,BOWNE STREET,RICHARDS STREET,VAN BRUNT STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T16:28:01.000,06 BROOKLYN,3005080023,BROOKLYN,982556,187487,ONLINE,Unspecified,BROOKLYN,40.6812851081486,-74.00610761519106,"{'latitude': '40.6812851081486', 'longitude': '-74.00610761519106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RICHARDS STREET,VAN BRUNT STREET,Street/Sidewalk,BOWNE STREET,,,,,,,,
58958012,2023-09-29T15:50:58.000,2023-09-29T16:19:29.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11224,2832 WEST   23 STREET,WEST   23 STREET,NEPTUNE AVENUE,MERMAID AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T16:19:33.000,13 BROOKLYN,,BROOKLYN,986923,149719,ONLINE,Unspecified,BROOKLYN,40.577619686746154,-73.99037761720334,"{'latitude': '40.577619686746154', 'longitude': '-73.99037761720334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEPTUNE AVENUE,MERMAID AVENUE,Residential Building/House,WEST   23 STREET,,,,,,,,
58963377,2023-09-29T15:50:56.000,2023-09-30T06:28:58.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,11236,1128 EAST   89 STREET,EAST   89 STREET,AVENUE K,STILLWELLS PLACE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T06:29:06.000,18 BROOKLYN,,BROOKLYN,1011307,170976,ONLINE,Unspecified,BROOKLYN,40.63592488100513,-73.90251390243925,"{'latitude': '40.63592488100513', 'longitude': '-73.90251390243925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE K,STILLWELLS PLACE,Sidewalk,EAST   89 STREET,,,,,,,,
59449779,2023-09-29T15:50:51.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,11223,2265 WEST    7 STREET,WEST    7 STREET,AVENUE V,86 STREET,ADDRESS,BROOKLYN,Closed,,2023-10-03T00:00:00.000,15 BROOKLYN,3071447501,BROOKLYN,990420,155207,PHONE,Unspecified,BROOKLYN,40.59268141153055,-73.9777839529833,"{'latitude': '40.59268141153055', 'longitude': '-73.9777839529833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE V,86 STREET,Public Area,WEST    7 STREET,,,,,,,,
58957395,2023-09-29T15:50:48.000,2023-11-01T04:02:22.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Other Store (Non-Food),10022,127 EAST   56 STREET,EAST   56 STREET,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-11-01T04:02:33.000,05 MANHATTAN,,MANHATTAN,992522,216341,PHONE,Unspecified,MANHATTAN,40.76047866446945,-73.9701403406161,"{'latitude': '40.76047866446945', 'longitude': '-73.9701403406161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK AVENUE,LEXINGTON AVENUE,Business,EAST   56 STREET,,,,,,,,
58960133,2023-09-29T15:50:47.000,2023-09-29T16:09:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,11215,180 9 STREET,9 STREET,2 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T16:09:51.000,06 BROOKLYN,,BROOKLYN,986567,184014,ONLINE,Unspecified,BROOKLYN,40.67175236567418,-73.99164738973691,"{'latitude': '40.67175236567418', 'longitude': '-73.99164738973691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2 AVENUE,3 AVENUE,Street/Sidewalk,9 STREET,,,,,,,,
59449419,2023-09-29T15:50:46.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,11385,1818 CENTRE STREET,CENTRE STREET,SENECA AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,Closed,,2023-10-02T00:00:00.000,05 QUEENS,4035740018,QUEENS,1011423,194259,PHONE,Unspecified,QUEENS,40.69983113042633,-73.90200210728017,"{'latitude': '40.69983113042633', 'longitude': '-73.90200210728017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SENECA AVENUE,MYRTLE AVENUE,Apartment,CENTRE STREET,,,,,,,,
58966573,2023-09-29T15:50:31.000,2023-09-30T15:31:47.000,DSNY,Department of Sanitation,Missed Collection,Trash,11375,67-107 CLYDE STREET,CLYDE STREET,YELLOWSTONE BOULEVARD,68 AVENUE,ADDRESS,FOREST HILLS,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-30T04:19:20.000,06 QUEENS,4031910044,QUEENS,1024976,202021,ONLINE,Unspecified,QUEENS,40.721083952587534,-73.85307710145464,"{'latitude': '40.721083952587534', 'longitude': '-73.85307710145464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",YELLOWSTONE BOULEVARD,68 AVENUE,Street,CLYDE STREET,,,,,,,,
59459525,2023-09-29T15:50:27.000,2023-09-29T16:23:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,10465,3300 AMPERE AVENUE,AMPERE AVENUE,BAY VIEW AVENUE,OUTLOOK AVENUE,ADDRESS,BRONX,Closed,,2023-09-29T16:23:00.000,10 BRONX,2054170100,BRONX,1034802,247589,ONLINE,Unspecified,BRONX,40.8461050021273,-73.81728607657797,"{'latitude': '40.8461050021273', 'longitude': '-73.81728607657797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BAY VIEW AVENUE,OUTLOOK AVENUE,Sewer,AMPERE AVENUE,,,,,,,,
58965874,2023-09-29T15:50:26.000,2023-10-03T09:14:21.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,11214,8633 21 AVENUE,21 AVENUE,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,11 BROOKLYN,3063780019,BROOKLYN,985140,158803,PHONE,Unspecified,BROOKLYN,40.602553808029896,-73.99679494241799,"{'latitude': '40.602553808029896', 'longitude': '-73.99679494241799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,,
58966298,2023-09-29T15:50:26.000,2023-10-03T09:14:21.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,11214,8633 21 AVENUE,21 AVENUE,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,11 BROOKLYN,3063780019,BROOKLYN,985140,158803,PHONE,Unspecified,BROOKLYN,40.602553808029896,-73.99679494241799,"{'latitude': '40.602553808029896', 'longitude': '-73.99679494241799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,,
58963098,2023-09-29T15:50:26.000,2023-10-03T09:14:21.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11214,8633 21 AVENUE,21 AVENUE,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,11 BROOKLYN,3063780019,BROOKLYN,985140,158803,PHONE,Unspecified,BROOKLYN,40.602553808029896,-73.99679494241799,"{'latitude': '40.602553808029896', 'longitude': '-73.99679494241799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,,
58965913,2023-09-29T15:50:26.000,2023-10-03T09:14:21.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,11214,8633 21 AVENUE,21 AVENUE,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,11 BROOKLYN,3063780019,BROOKLYN,985140,158803,PHONE,Unspecified,BROOKLYN,40.602553808029896,-73.99679494241799,"{'latitude': '40.602553808029896', 'longitude': '-73.99679494241799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,,
59446131,2023-09-29T15:50:18.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,10456,1321A COLLEGE AVENUE,COLLEGE AVENUE,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,Closed,,2023-10-02T00:00:00.000,04 BRONX,2027850066,BRONX,1008762,243911,ONLINE,Unspecified,BRONX,40.83612065328952,-73.91141776626073,"{'latitude': '40.83612065328952', 'longitude': '-73.91141776626073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  169 STREET,EAST  170 STREET,Apartment,COLLEGE AVENUE,,,,,,,,
59440013,2023-09-29T15:50:17.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Apartment Only,10456,1321A COLLEGE AVENUE,COLLEGE AVENUE,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,Closed,,2023-10-01T00:00:00.000,04 BRONX,2027850066,BRONX,1008762,243911,ONLINE,Unspecified,BRONX,40.83612065328952,-73.91141776626073,"{'latitude': '40.83612065328952', 'longitude': '-73.91141776626073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  169 STREET,EAST  170 STREET,Apartment,COLLEGE AVENUE,,,,,,,,
58967872,2023-09-29T15:50:05.000,2023-10-16T17:16:38.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,10024,125 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,07 MANHATTAN,1012460001,MANHATTAN,989523,226738,PHONE,Unspecified,MANHATTAN,40.789017998398954,-73.98095775209778,"{'latitude': '40.789017998398954', 'longitude': '-73.98095775209778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,,
58968000,2023-09-29T15:50:02.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,11238,126 GATES AVENUE,GATES AVENUE,CAMBRIDGE PLACE,GRAND AVENUE,ADDRESS,BROOKLYN,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-18T12:53:42.000,02 BROOKLYN,,BROOKLYN,994616,188778,PHONE,Unspecified,BROOKLYN,40.68482270110931,-73.96262402616746,"{'latitude': '40.68482270110931', 'longitude': '-73.96262402616746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CAMBRIDGE PLACE,GRAND AVENUE,Street,GATES AVENUE,,,,,,,,
58966650,2023-09-29T15:50:00.000,2023-09-29T20:00:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),10463,3023 CORLEAR AVENUE,CORLEAR AVENUE,W 230 ST,W 231 ST,ADDRESS,BRONX,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-29T20:00:00.000,08 BRONX,2057110043,BRONX,1009523,259688,ONLINE,Unspecified,BRONX,40.8794216217828,-73.90860815733893,"{'latitude': '40.8794216217828', 'longitude': '-73.90860815733893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58963500,2023-09-29T15:50:00.000,2023-10-03T13:45:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),10460,826 EAST  178 STREET,EAST  178 STREET,MAPES AVE,MARMION AVE,ADDRESS,BRONX,Closed,"The Department of Environmental Protection inspected your complaint and determined that the catch basin is now functioning properly.  If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-10-03T13:45:00.000,06 BRONX,2031070136,BRONX,1015603,246920,PHONE,Unspecified,BRONX,40.84435783768599,-73.88668150369175,"{'latitude': '40.84435783768599', 'longitude': '-73.88668150369175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58963723,2023-09-29T15:50:00.000,2023-09-30T17:00:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11377,50-37 NEWTOWN ROAD,NEWTOWN ROAD,50 ST,NORTHERN BLVD,ADDRESS,WOODSIDE,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T17:00:00.000,01 QUEENS,4007360002,QUEENS,1008895,213891,ONLINE,Unspecified,QUEENS,40.75372356377427,-73.91104729292951,"{'latitude': '40.75372356377427', 'longitude': '-73.91104729292951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58955974,2023-09-29T15:50:00.000,2023-09-30T03:00:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11203,17 EAST   51 STREET,EAST   51 STREET,REMSEN AVE,RUTLAND RD,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T03:00:00.000,17 BROOKLYN,3045920044,BROOKLYN,1003559,180352,PHONE,Unspecified,BROOKLYN,40.66168023925058,-73.93040301415571,"{'latitude': '40.66168023925058', 'longitude': '-73.93040301415571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58966958,2023-09-29T15:50:00.000,2023-10-01T09:30:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),11209,440 72 STREET,72 STREET,4 AVE,5 AVE,ADDRESS,BROOKLYN,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-10-01T09:30:00.000,10 BROOKLYN,3059090022,BROOKLYN,977824,169656,PHONE,Unspecified,BROOKLYN,40.6323407551985,-74.02315156510149,"{'latitude': '40.6323407551985', 'longitude': '-74.02315156510149', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58966907,2023-09-29T15:50:00.000,2023-09-29T22:55:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11215,113 GARFIELD PLACE,GARFIELD PLACE,5 AVE,6 AVE,ADDRESS,BROOKLYN,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-29T22:55:00.000,06 BROOKLYN,3009620059,BROOKLYN,989647,184839,ONLINE,Unspecified,BROOKLYN,40.67401546358597,-73.98054356170009,"{'latitude': '40.67401546358597', 'longitude': '-73.98054356170009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58957576,2023-09-29T15:50:00.000,2023-09-30T13:10:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11367,147-18 78 AVENUE,78 AVENUE,147 ST,150 ST,ADDRESS,FLUSHING,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T13:10:00.000,08 QUEENS,4066890009,QUEENS,1035252,201903,PHONE,Unspecified,QUEENS,40.720706796307425,-73.8160064513317,"{'latitude': '40.720706796307425', 'longitude': '-73.8160064513317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58959968,2023-09-29T15:49:57.000,2023-10-03T16:11:22.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,10027,310 WEST  127 STREET,WEST  127 STREET,,,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,10 MANHATTAN,1019530036,MANHATTAN,997924,234978,PHONE,Unspecified,MANHATTAN,40.81162553797893,-73.95060266317802,"{'latitude': '40.81162553797893', 'longitude': '-73.95060266317802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,,
58964364,2023-09-29T15:49:57.000,2023-10-03T16:11:23.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,10027,310 WEST  127 STREET,WEST  127 STREET,,,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,10 MANHATTAN,1019530036,MANHATTAN,997924,234978,PHONE,Unspecified,MANHATTAN,40.81162553797893,-73.95060266317802,"{'latitude': '40.81162553797893', 'longitude': '-73.95060266317802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,,
58956791,2023-09-29T15:49:57.000,2023-10-03T16:11:22.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,10027,310 WEST  127 STREET,WEST  127 STREET,,,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,10 MANHATTAN,1019530036,MANHATTAN,997924,234978,PHONE,Unspecified,MANHATTAN,40.81162553797893,-73.95060266317802,"{'latitude': '40.81162553797893', 'longitude': '-73.95060266317802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,,
