unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,due_date,taxi_pick_up_location,bridge_highway_direction
58783418,2023-09-11T23:24:34.000,2023-09-12T00:03:16.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,150 MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T00:03:18.000,03 BROOKLYN,3016360024,BROOKLYN,1003623,190063,ONLINE,Unspecified,BROOKLYN,40.688334599490894,-73.93014442097454,"{'latitude': '40.688334599490894', 'longitude': '-73.93014442097454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GATES AVENUE,MONROE STREET,GATES AVENUE,MONROE STREET,MALCOLM X BOULEVARD,,,,,,
58784856,2023-09-11T23:24:32.000,2023-09-12T00:01:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11235,1524 SHORE BOULEVARD,SHORE BOULEVARD,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T00:01:31.000,15 BROOKLYN,3087560003,BROOKLYN,1000956,150890,PHONE,Unspecified,BROOKLYN,40.58081851248671,-73.93985812249849,"{'latitude': '40.58081851248671', 'longitude': '-73.93985812249849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MACKENZIE STREET,NORFOLK STREET,MACKENZIE STREET,NORFOLK STREET,SHORE BOULEVARD,,,,,,
58787902,2023-09-11T23:24:29.000,2023-09-18T11:26:43.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10019,1691 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,05 MANHATTAN,1010250019,MANHATTAN,989029,217449,ONLINE,Unspecified,MANHATTAN,40.76352241762585,-73.98274832789612,"{'latitude': '40.76352241762585', 'longitude': '-73.98274832789612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58778019,2023-09-11T23:24:29.000,2023-09-18T11:26:43.000,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,10019,1691 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,05 MANHATTAN,1010250019,MANHATTAN,989029,217449,ONLINE,Unspecified,MANHATTAN,40.76352241762585,-73.98274832789612,"{'latitude': '40.76352241762585', 'longitude': '-73.98274832789612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58785024,2023-09-11T23:24:29.000,2023-09-18T11:26:43.000,HPD,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,10019,1691 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,05 MANHATTAN,1010250019,MANHATTAN,989029,217449,ONLINE,Unspecified,MANHATTAN,40.76352241762585,-73.98274832789612,"{'latitude': '40.76352241762585', 'longitude': '-73.98274832789612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58784817,2023-09-11T23:24:13.000,2023-09-11T23:56:56.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10036,420 WEST   42 STREET,WEST   42 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-11T23:57:01.000,04 MANHATTAN,1010517501,MANHATTAN,986041,215728,ONLINE,Unspecified,MANHATTAN,40.75879982478892,-73.9935351425218,"{'latitude': '40.75879982478892', 'longitude': '-73.9935351425218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9 AVENUE,DYER AVENUE,9 AVENUE,DYER AVENUE,WEST   42 STREET,,,,,,
58779447,2023-09-11T23:24:08.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11238,575 GRAND AVENUE,GRAND AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-11T00:00:00.000,08 BROOKLYN,3011480005,BROOKLYN,994712,186288,PHONE,Unspecified,BROOKLYN,40.67798810469399,-73.96228175142863,"{'latitude': '40.67798810469399', 'longitude': '-73.96228175142863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58787431,2023-09-11T23:24:01.000,2023-09-12T00:01:02.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11694,117-12 OCEAN PROMENADE,OCEAN PROMENADE,ADDRESS,FAR ROCKAWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T00:01:06.000,14 QUEENS,4162270037,QUEENS,1029496,149686,ONLINE,Unspecified,QUEENS,40.577414050576955,-73.83712186996279,"{'latitude': '40.577414050576955', 'longitude': '-73.83712186996279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEACH  117 STREET,BEACH  118 STREET,BEACH  117 STREET,BEACH  118 STREET,OCEAN PROMENADE,,,,,,
58778620,2023-09-11T23:23:52.000,2023-09-11T23:56:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10451,304 EAST  156 STREET,EAST  156 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-11T23:57:01.000,01 BRONX,2024130001,BRONX,1006604,238672,PHONE,Unspecified,BRONX,40.82174682885639,-73.9192338660681,"{'latitude': '40.82174682885639', 'longitude': '-73.9192338660681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MORRIS AVENUE,COURTLANDT AVENUE,MORRIS AVENUE,COURTLANDT AVENUE,EAST  156 STREET,,,,,,
58796604,2023-09-11T23:23:48.000,2023-11-06T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10030,2400 ADAM CLAYTON POWELL BOULEVARD,ADAM CLAYTON POWELL BOULEVARD,ADDRESS,NEW YORK,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-11-06T00:00:00.000,10 MANHATTAN,1020260029,MANHATTAN,1000482,237497,UNKNOWN,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58781168,2023-09-11T23:23:20.000,2023-09-12T02:32:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,8892 18 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T02:32:29.000,11 BROOKLYN,3064630076,BROOKLYN,981862,158444,ONLINE,Unspecified,BROOKLYN,40.60156814892734,-74.00859951070511,"{'latitude': '40.60156814892734', 'longitude': '-74.00859951070511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CROPSEY AVENUE,SHORE PARKWAY,CROPSEY AVENUE,SHORE PARKWAY,18 AVENUE,,,,,,
58778891,2023-09-11T23:23:00.000,2023-09-12T00:10:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11234,2754 EAST   64 STREET,EAST   64 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T00:10:14.000,18 BROOKLYN,3085950056,BROOKLYN,1008279,160195,MOBILE,Unspecified,BROOKLYN,40.606342030444736,-73.91346212235483,"{'latitude': '40.606342030444736', 'longitude': '-73.91346212235483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",56 DRIVE,NATIONAL DRIVE,56 DRIVE,NATIONAL DRIVE,EAST   64 STREET,,,,,,
58787231,2023-09-11T23:23:00.000,2023-09-12T01:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11355,,,INTERSECTION,QUEENS,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-12T01:30:00.000,07 QUEENS,,QUEENS,1035557,217080,ONLINE,Unspecified,QUEENS,40.76236202437476,-73.81479038008845,"{'latitude': '40.76236202437476', 'longitude': '-73.81479038008845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,41 AVENUE,149 PLACE,,N/A,,,,,
58787241,2023-09-11T23:23:00.000,2023-09-14T00:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11216,,,INTERSECTION,BROOKLYN,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-14T00:15:00.000,08 BROOKLYN,,BROOKLYN,998074,184626,ONLINE,Unspecified,BROOKLYN,40.673421678118615,-73.95016427260771,"{'latitude': '40.673421678118615', 'longitude': '-73.95016427260771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,NOSTRAND AVENUE,PARK PLACE,,N/A,,,,,
58782938,2023-09-11T23:23:00.000,2023-09-19T19:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10452,,,INTERSECTION,BRONX,Closed,The Department of Environmental Protection (DEP) observed a violation of the NYC Air or Noise Code during the inspection. DEP issued a summons.,2023-09-19T19:30:00.000,04 BRONX,,BRONX,1005172,243311,ONLINE,Unspecified,BRONX,40.834483061903256,-73.92439328526171,"{'latitude': '40.834483061903256', 'longitude': '-73.92439328526171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,JEROME AVENUE,WEST 166 STREET,,N/A,,,,,
58783448,2023-09-11T23:22:43.000,2023-09-11T23:50:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10023,124 WEST   73 STREET,WEST   73 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-11T23:50:33.000,07 MANHATTAN,1011440042,MANHATTAN,990007,222896,ONLINE,Unspecified,MANHATTAN,40.77847242897069,-73.97921318795608,"{'latitude': '40.77847242897069', 'longitude': '-73.97921318795608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,WEST   73 STREET,,,,,,
58780392,2023-09-11T23:22:29.000,2023-09-12T00:29:52.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11203,685 RUTLAND ROAD,RUTLAND ROAD,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T00:29:57.000,09 BROOKLYN,3048050053,BROOKLYN,1001466,179808,PHONE,Unspecified,BROOKLYN,40.6601913965567,-73.93794836913351,"{'latitude': '40.6601913965567', 'longitude': '-73.93794836913351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALBANY AVENUE,TROY AVENUE,ALBANY AVENUE,TROY AVENUE,RUTLAND ROAD,,,,,,
58777607,2023-09-11T23:21:40.000,2023-09-12T01:21:06.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11369,90-01 23 AVENUE,23 AVENUE,ADDRESS,EAST ELMHURST,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T01:21:13.000,03 QUEENS,4010680048,QUEENS,1017532,219016,ONLINE,Unspecified,QUEENS,40.76776206896886,-73.87984790156366,"{'latitude': '40.76776206896886', 'longitude': '-73.87984790156366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",90 STREET,91 STREET,90 STREET,91 STREET,23 AVENUE,,,,,,
58785596,2023-09-11T23:21:22.000,2023-09-12T02:17:57.000,NYPD,New York City Police Department,Encampment,N/A,Park/Playground,10455,481 JACKSON AVENUE,JACKSON AVENUE,ADDRESS,BRONX,Closed,The Police Department visited the location and no Encampment was found.,2023-09-12T02:18:01.000,01 BRONX,2025570048,BRONX,1009239,234920,PHONE,Unspecified,BRONX,40.81144158503347,-73.90972745420787,"{'latitude': '40.81144158503347', 'longitude': '-73.90972745420787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  145 STREET,EAST  147 STREET,EAST  145 STREET,EAST  147 STREET,JACKSON AVENUE,,,,,,
58778538,2023-09-11T23:21:07.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10001,8 AVENUE,8 AVENUE,INTERSECTION,MANHATTAN,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-12T00:52:49.000,04 MANHATTAN,,MANHATTAN,985927,213077,PHONE,Unspecified,MANHATTAN,40.7515235264882,-73.99394730218468,"{'latitude': '40.7515235264882', 'longitude': '-73.99394730218468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,WEST   33 STREET,8 AVENUE,WEST 33 STREET,,,,,,,
58784812,2023-09-11T23:20:45.000,2023-09-12T00:22:57.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11223,1921 STILLWELL AVENUE,STILLWELL AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T00:23:03.000,11 BROOKLYN,3070750079,BROOKLYN,988188,157772,PHONE,Unspecified,BROOKLYN,40.599723092021506,-73.98581912167346,"{'latitude': '40.599723092021506', 'longitude': '-73.98581912167346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",83 STREET,25 AVENUE,83 STREET,25 AVENUE,STILLWELL AVENUE,,,,,,
58787670,2023-09-11T23:20:36.000,2023-09-11T23:41:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10026,1350 5 AVENUE,5 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-11T23:41:38.000,10 MANHATTAN,1015960001,MANHATTAN,998623,230180,ONLINE,Unspecified,MANHATTAN,40.79845524146068,-73.94808779746673,"{'latitude': '40.79845524146068', 'longitude': '-73.94808779746673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  112 STREET,EAST  115 STREET,EAST  112 STREET,EAST  115 STREET,5 AVENUE,,,,,,
58779213,2023-09-11T23:20:35.000,2023-09-11T23:30:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10456,1124 CARROLL PLACE,CARROLL PLACE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-11T23:30:56.000,04 BRONX,2024560070,BRONX,1006771,242465,MOBILE,Unspecified,BRONX,40.83215710377952,-73.91861775497439,"{'latitude': '40.83215710377952', 'longitude': '-73.91861775497439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  166 STREET,MCCLELLAN STREET,EAST  166 STREET,MCCLELLAN STREET,CARROLL PLACE,,,,,,
58783315,2023-09-11T23:20:00.000,2023-09-13T00:30:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,10003,97 3 AVENUE,3 AVENUE,ADDRESS,NEW YORK,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-13T00:30:00.000,03 MANHATTAN,1004680004,MANHATTAN,987606,206075,UNKNOWN,Unspecified,MANHATTAN,40.732304303568064,-73.98789087944057,"{'latitude': '40.732304303568064', 'longitude': '-73.98789087944057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12 ST E,13 ST E,,,,,,,,,
58779174,2023-09-11T23:19:47.000,2023-09-12T00:51:30.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11372,85-05 35 AVENUE,35 AVENUE,ADDRESS,JACKSON HEIGHTS,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-12T00:51:34.000,03 QUEENS,4014460033,QUEENS,1017019,213311,ONLINE,Unspecified,QUEENS,40.7521052367948,-73.88172770017415,"{'latitude': '40.7521052367948', 'longitude': '-73.88172770017415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",85 STREET,86 STREET,85 STREET,86 STREET,35 AVENUE,,,,,,
58787414,2023-09-11T23:19:46.000,2023-09-12T01:11:14.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11375,112-45 69 AVENUE,69 AVENUE,ADDRESS,FOREST HILLS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T01:11:23.000,06 QUEENS,4022410043,QUEENS,1028407,203967,PHONE,Unspecified,QUEENS,40.72640878181602,-73.84068670257415,"{'latitude': '40.72640878181602', 'longitude': '-73.84068670257415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",112 STREET,GRAND CENTRAL PARKWAY,112 STREET,GRAND CENTRAL PARKWAY,69 AVENUE,,,,,,
58778377,2023-09-11T23:19:09.000,2023-09-12T02:10:26.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10468,2829 SEDGWICK AVENUE,SEDGWICK AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T02:10:31.000,08 BRONX,2032530099,BRONX,1011365,257383,MOBILE,Unspecified,BRONX,40.87308964533921,-73.90195647932322,"{'latitude': '40.87308964533921', 'longitude': '-73.90195647932322', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  197 STREET,WEST  229 STREET,WEST  197 STREET,WEST  229 STREET,SEDGWICK AVENUE,,,,,,
58783446,2023-09-11T23:18:46.000,2023-09-11T23:49:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10023,125 WEST   73 STREET,WEST   73 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-11T23:49:48.000,07 MANHATTAN,1011450017,MANHATTAN,990010,222902,MOBILE,Unspecified,MANHATTAN,40.77848889543251,-73.97920235070654,"{'latitude': '40.77848889543251', 'longitude': '-73.97920235070654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,WEST   73 STREET,,,,,,
58785409,2023-09-11T23:18:15.000,2023-09-12T02:10:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10468,2823 SEDGWICK AVENUE,SEDGWICK AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T02:10:46.000,08 BRONX,2032530117,BRONX,1011353,257339,MOBILE,Unspecified,BRONX,40.872968915782586,-73.90200004736613,"{'latitude': '40.872968915782586', 'longitude': '-73.90200004736613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  197 STREET,WEST  229 STREET,WEST  197 STREET,WEST  229 STREET,SEDGWICK AVENUE,,,,,,
58784847,2023-09-11T23:18:12.000,2023-09-12T00:52:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11358,35-31 167 STREET,167 STREET,ADDRESS,FLUSHING,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T00:52:37.000,07 QUEENS,4052910026,QUEENS,1040006,217781,ONLINE,Unspecified,QUEENS,40.76425914543294,-73.79872448003881,"{'latitude': '40.76425914543294', 'longitude': '-73.79872448003881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",35 AVENUE,CROCHERON AVENUE,35 AVENUE,CROCHERON AVENUE,167 STREET,,,,,,
58780457,2023-09-11T23:18:00.000,2023-10-02T09:52:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11435,143-12 111 AVENUE,111 AVENUE,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-02T09:52:00.000,12 QUEENS,4119590345,QUEENS,1039359,189362,UNKNOWN,Unspecified,QUEENS,40.686260155192166,-73.8012928180565,"{'latitude': '40.686260155192166', 'longitude': '-73.8012928180565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",143 ST,144 ST,111 AVENUE,143 STREET,,,,,,,
58794578,2023-09-11T23:17:47.000,2023-11-14T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Wall/Retaining Wall - Bulging/Cracked,,11209,130 73 STREET,73 STREET,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-14T00:00:00.000,10 BROOKLYN,3059160008,BROOKLYN,975307,170265,UNKNOWN,Unspecified,BROOKLYN,40.63401014745822,-74.03222060819911,"{'latitude': '40.63401014745822', 'longitude': '-74.03222060819911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58798882,2023-09-11T23:17:46.000,2023-11-01T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11435,139-43 87 AVENUE,87 AVENUE,ADDRESS,JAMAICA,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-01T00:00:00.000,08 QUEENS,4097080064,QUEENS,1035688,196865,UNKNOWN,Unspecified,QUEENS,40.70687619508176,-73.8144720471408,"{'latitude': '40.70687619508176', 'longitude': '-73.8144720471408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58779706,2023-09-11T23:17:37.000,2023-09-12T02:30:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11372,37-60 93 STREET,93 STREET,ADDRESS,JACKSON HEIGHTS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T02:30:39.000,03 QUEENS,4014800034,QUEENS,1019201,212373,MOBILE,Unspecified,QUEENS,40.74952231092345,-73.8738571500711,"{'latitude': '40.74952231092345', 'longitude': '-73.8738571500711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELMHURST AVENUE,ROOSEVELT AVENUE,ELMHURST AVENUE,ROOSEVELT AVENUE,93 STREET,,,,,,
58781851,2023-09-11T23:17:26.000,2023-09-12T00:03:43.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373,92-40 LAMONT AVENUE,LAMONT AVENUE,ADDRESS,ELMHURST,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T00:03:51.000,04 QUEENS,4015750009,QUEENS,1019393,210839,PHONE,Unspecified,QUEENS,40.74531110987124,-73.87317221316479,"{'latitude': '40.74531110987124', 'longitude': '-73.87317221316479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELBERTSON STREET,DENMAN STREET,ELBERTSON STREET,DENMAN STREET,LAMONT AVENUE,,,,,,
58782790,2023-09-11T23:17:24.000,2023-09-12T00:20:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11209,44 GATLING PLACE,GATLING PLACE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T00:20:47.000,10 BROOKLYN,3060690027,BROOKLYN,977393,164731,MOBILE,Unspecified,BROOKLYN,40.618822340754505,-74.02469936683954,"{'latitude': '40.618822340754505', 'longitude': '-74.02469936683954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",88 STREET,90 STREET,88 STREET,90 STREET,GATLING PLACE,,,,,,
58780320,2023-09-11T23:17:17.000,2023-09-12T00:24:27.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10470,4367 WEBSTER AVENUE,WEBSTER AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T00:24:32.000,12 BRONX,2033980064,BRONX,1022481,267425,ONLINE,Unspecified,BRONX,40.900610599232316,-73.86170552617834,"{'latitude': '40.900610599232316', 'longitude': '-73.86170552617834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  236 STREET,EAST  240 STREET,EAST  236 STREET,EAST  240 STREET,WEBSTER AVENUE,,,,,,
58778372,2023-09-11T23:16:25.000,2023-09-12T02:35:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11218,3525 12 AVENUE,12 AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T02:35:19.000,12 BROOKLYN,3053060017,BROOKLYN,988373,173961,PHONE,Unspecified,BROOKLYN,40.644158432123284,-73.98514304258349,"{'latitude': '40.644158432123284', 'longitude': '-73.98514304258349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CHESTER AVENUE,36 STREET,CHESTER AVENUE,36 STREET,12 AVENUE,,,,,,
58780525,2023-09-11T23:16:14.000,2023-09-11T23:46:55.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10026,2 WEST  111 STREET,WEST  111 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-11T23:47:01.000,10 MANHATTAN,1015940040,MANHATTAN,998298,229895,ONLINE,Unspecified,MANHATTAN,40.797673516837776,-73.94926222392627,"{'latitude': '40.797673516837776', 'longitude': '-73.94926222392627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,WEST  111 STREET,,,,,,
