unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date
58894816,2023-09-22T15:25:55.000,2023-09-22T16:01:10.000,NYPD,New York City Police Department,Drinking,In Public,Residential Building/House,11223,1717 EAST    8 STREET,EAST    8 STREET,QUENTIN ROAD,KINGS HIGHWAY,QUENTIN ROAD,KINGS HIGHWAY,ADDRESS,BROOKLYN,EAST    8 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T16:01:13.000,15 BROOKLYN,3066650025,BROOKLYN,994045,160459,PHONE,Unspecified,BROOKLYN,40.607093821562174,-73.96472396097552,"{'latitude': '40.607093821562174', 'longitude': '-73.96472396097552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894757,2023-09-22T15:25:29.000,2023-10-10T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,11204,1601 65 STREET,65 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The City has removed the graffiti from this property.,2023-10-11T06:21:06.000,11 BROOKLYN,3055450001,BROOKLYN,985764,165807,UNKNOWN,Unspecified,BROOKLYN,40.62177826074877,-73.99454623057,"{'latitude': '40.62177826074877', 'longitude': '-73.99454623057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,2023-10-22T15:25:29.000
58895739,2023-09-22T15:25:26.000,2023-09-22T16:19:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11238,21 GREENE AVENUE,GREENE AVENUE,FULTON STREET,CUMBERLAND STREET,FULTON STREET,CUMBERLAND STREET,ADDRESS,BROOKLYN,GREENE AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T16:19:32.000,02 BROOKLYN,3021190001,BROOKLYN,991882,189188,MOBILE,Unspecified,BROOKLYN,40.685950836970164,-73.97248135690778,"{'latitude': '40.685950836970164', 'longitude': '-73.97248135690778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900284,2023-09-22T15:25:25.000,2023-09-27T00:00:00.000,DOB,Department of Buildings,Special Natural Area District (SNAD),Illegal Tree Removal/Topo. Change in SNAD,,10305,500 SEAVIEW AVENUE,SEAVIEW AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-27T00:00:00.000,02 STATEN ISLAND,5034720014,STATEN ISLAND,960462,151787,UNKNOWN,Unspecified,STATEN ISLAND,40.58326442386352,-74.08564033838705,"{'latitude': '40.58326442386352', 'longitude': '-74.08564033838705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898239,2023-09-22T15:25:23.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11420,129-34 135 STREET,135 STREET,SUTTER AVENUE,131 AVENUE,SUTTER AVENUE,131 AVENUE,ADDRESS,SOUTH OZONE PARK,135 STREET,In Progress,,,10 QUEENS,4117730132,QUEENS,1038731,184165,ONLINE,Unspecified,QUEENS,40.67199949106254,-73.80359921172929,"{'latitude': '40.67199949106254', 'longitude': '-73.80359921172929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895112,2023-09-22T15:25:09.000,2023-11-22T16:31:17.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10034,608 WEST  204 STREET,WEST  204 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-22T00:00:00.000,12 MANHATTAN,1022250023,MANHATTAN,1005792,254594,PHONE,Unspecified,MANHATTAN,40.86545005557234,-73.92211651385749,"{'latitude': '40.86545005557234', 'longitude': '-73.92211651385749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896668,2023-09-22T15:25:09.000,2023-11-22T16:31:17.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CABINET,RESIDENTIAL BUILDING,10034,608 WEST  204 STREET,WEST  204 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-22T00:00:00.000,12 MANHATTAN,1022250023,MANHATTAN,1005792,254594,PHONE,Unspecified,MANHATTAN,40.86545005557234,-73.92211651385749,"{'latitude': '40.86545005557234', 'longitude': '-73.92211651385749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902264,2023-09-22T15:25:09.000,2023-11-22T16:31:17.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10034,608 WEST  204 STREET,WEST  204 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-22T00:00:00.000,12 MANHATTAN,1022250023,MANHATTAN,1005792,254594,PHONE,Unspecified,MANHATTAN,40.86545005557234,-73.92211651385749,"{'latitude': '40.86545005557234', 'longitude': '-73.92211651385749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898347,2023-09-22T15:24:58.000,,DOHMH,Department of Health and Mental Hygiene,Day Care,Day Care Facility,Other,10030,695 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  141 STREET,WEST  145 STREET,WEST  141 STREET,WEST  145 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,In Progress,,,09 MANHATTAN,1020500131,MANHATTAN,999474,239328,PHONE,Unspecified,MANHATTAN,40.823562528881716,-73.94499342041004,"{'latitude': '40.823562528881716', 'longitude': '-73.94499342041004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898175,2023-09-22T15:24:57.000,2023-10-10T11:14:18.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11356,12-25 116 STREET,116 STREET,UNNAMED STREET,14 AVENUE,UNNAMED STREET,14 AVENUE,ADDRESS,COLLEGE POINT,116 STREET,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-10-10T11:14:24.000,07 QUEENS,4040370016,QUEENS,1025413,225959,PHONE,Unspecified,QUEENS,40.78678556461769,-73.85135404165763,"{'latitude': '40.78678556461769', 'longitude': '-73.85135404165763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897658,2023-09-22T15:24:55.000,2023-09-22T15:27:34.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456,1385 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T15:27:39.000,03 BRONX,2029010001,BRONX,1010561,243449,ONLINE,Unspecified,BRONX,40.8348474210791,-73.90491830085918,"{'latitude': '40.8348474210791', 'longitude': '-73.90491830085918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902056,2023-09-22T15:24:32.000,2023-09-22T16:02:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10023,160 WEST   65 STREET,WEST   65 STREET,BROADWAY,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   65 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T16:02:57.000,07 MANHATTAN,1011340025,MANHATTAN,988587,221238,ONLINE,Unspecified,MANHATTAN,40.77392246579044,-73.98434145495598,"{'latitude': '40.77392246579044', 'longitude': '-73.98434145495598', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894294,2023-09-22T15:24:11.000,2023-09-24T08:43:20.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10003,280 MERCER STREET,MERCER STREET,WEST    4 STREET,WASHINGTON PLACE,WEST    4 STREET,WASHINGTON PLACE,ADDRESS,NEW YORK,MERCER STREET,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-24T08:43:27.000,02 MANHATTAN,,MANHATTAN,985742,204985,MOBILE,Unspecified,MANHATTAN,40.729313031369365,-73.9946168066626,"{'latitude': '40.729313031369365', 'longitude': '-73.9946168066626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895600,2023-09-22T15:24:11.000,2023-09-22T16:06:17.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10003,280 MERCER STREET,MERCER STREET,WEST    4 STREET,WASHINGTON PLACE,WEST    4 STREET,WASHINGTON PLACE,ADDRESS,NEW YORK,MERCER STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-22T16:06:22.000,02 MANHATTAN,,MANHATTAN,985742,204985,MOBILE,Unspecified,MANHATTAN,40.729313031369365,-73.9946168066626,"{'latitude': '40.729313031369365', 'longitude': '-73.9946168066626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896738,2023-09-22T15:24:09.000,2023-09-23T04:17:37.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11235,FORD STREET,FORD STREET,FORD STREET,VOORHIES AVENUE,FORD STREET,VOORHIES AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T04:17:44.000,15 BROOKLYN,,BROOKLYN,1002129,153406,PHONE,Unspecified,BROOKLYN,40.5877221430657,-73.93562864842278,"{'latitude': '40.5877221430657', 'longitude': '-73.93562864842278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894846,2023-09-22T15:24:00.000,2023-10-04T07:51:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11236,,,,,EAST 95 STREET,SEAVIEW AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-04T07:51:00.000,18 BROOKLYN,,BROOKLYN,1014401,169812,UNKNOWN,Unspecified,BROOKLYN,40.632719959181095,-73.8913714633407,"{'latitude': '40.632719959181095', 'longitude': '-73.8913714633407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897083,2023-09-22T15:23:59.000,2023-09-25T11:40:29.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11219,972 46 STREET,46 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,BROOKLYN,46 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-23T12:24:11.000,12 BROOKLYN,3056190037,BROOKLYN,984883,172860,ONLINE,Unspecified,BROOKLYN,40.641137360740174,-73.99771912970816,"{'latitude': '40.641137360740174', 'longitude': '-73.99771912970816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894292,2023-09-22T15:23:39.000,2023-09-22T17:03:05.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11220,150 55 STREET,55 STREET,1 AVENUE,2 AVENUE,1 AVENUE,2 AVENUE,ADDRESS,BROOKLYN,55 STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-22T17:03:08.000,07 BROOKLYN,3008280001,BROOKLYN,978442,174975,ONLINE,Unspecified,BROOKLYN,40.64694069858286,-74.02092961613677,"{'latitude': '40.64694069858286', 'longitude': '-74.02092961613677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899968,2023-09-22T15:23:38.000,2023-09-22T23:58:59.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,10457,1848 MONROE AVENUE,MONROE AVENUE,EAST  176 STREET,MOUNT HOPE PLACE,EAST  176 STREET,MOUNT HOPE PLACE,ADDRESS,BRONX,MONROE AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-22T23:59:04.000,05 BRONX,2028020003,BRONX,1010199,248197,ONLINE,Unspecified,BRONX,40.84788035925061,-73.90620811027735,"{'latitude': '40.84788035925061', 'longitude': '-73.90620811027735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897429,2023-09-22T15:23:33.000,2023-09-22T16:25:45.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11233,2308 DEAN STREET,DEAN STREET,THOMAS S BOYLAND STREET,ROCKAWAY AVENUE,THOMAS S BOYLAND STREET,ROCKAWAY AVENUE,ADDRESS,BROOKLYN,DEAN STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T16:25:50.000,16 BROOKLYN,3014480134,BROOKLYN,1008822,185125,MOBILE,Unspecified,BROOKLYN,40.67476801212036,-73.91141577283038,"{'latitude': '40.67476801212036', 'longitude': '-73.91141577283038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895670,2023-09-22T15:23:21.000,2023-09-27T12:29:49.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11101,26-01 51 AVENUE,51 AVENUE,LIRR PENN CENTRAL LINE,27 STREET,LIRR PENN CENTRAL LINE,27 STREET,ADDRESS,LONG ISLAND CITY,51 AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-27T12:29:55.000,02 QUEENS,,QUEENS,999832,208887,ONLINE,Unspecified,QUEENS,40.740009458988915,-73.94377051567285,"{'latitude': '40.740009458988915', 'longitude': '-73.94377051567285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891936,2023-09-22T15:23:14.000,2023-09-22T15:25:46.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11249,475 KENT AVENUE,KENT AVENUE,SOUTH   11 STREET,DIVISION AVENUE,SOUTH   11 STREET,DIVISION AVENUE,ADDRESS,BROOKLYN,KENT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T15:25:49.000,01 BROOKLYN,3021590001,BROOKLYN,993012,197058,MOBILE,Unspecified,BROOKLYN,40.70755110891667,-73.96839668724408,"{'latitude': '40.70755110891667', 'longitude': '-73.96839668724408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893186,2023-09-22T15:23:00.000,2023-09-22T21:20:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11238,608 VANDERBILT AVENUE,VANDERBILT AVENUE,ST MARKS AVE,PROSPECT PL,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-22T21:20:00.000,08 BROOKLYN,3011510049,BROOKLYN,992931,186341,PHONE,Unspecified,BROOKLYN,40.67813550343565,-73.96870265375722,"{'latitude': '40.67813550343565', 'longitude': '-73.96870265375722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893127,2023-09-22T15:23:00.000,2023-11-09T07:05:00.000,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,10032,75 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,W 161 ST,W 162 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection sent a report to the complainant.,2023-11-09T07:05:00.000,12 MANHATTAN,1021360140,MANHATTAN,999706,244405,PHONE,Unspecified,MANHATTAN,40.83749703232736,-73.94414347302468,"{'latitude': '40.83749703232736', 'longitude': '-73.94414347302468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58898564,2023-09-22T15:22:53.000,2023-09-23T14:35:29.000,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11375,108-30 65 AVENUE,65 AVENUE,108 STREET,110 STREET,108 STREET,110 STREET,ADDRESS,FOREST HILLS,65 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T23:34:48.000,06 QUEENS,4021720020,QUEENS,1026397,205963,PHONE,Unspecified,QUEENS,40.731897111291055,-73.84792603091154,"{'latitude': '40.731897111291055', 'longitude': '-73.84792603091154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896444,2023-09-22T15:22:42.000,2023-09-22T15:42:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10012,19 EAST HOUSTON STREET,EAST HOUSTON STREET,BROADWAY,CROSBY STREET,BROADWAY,CROSBY STREET,ADDRESS,NEW YORK,EAST HOUSTON STREET,Closed,,2023-09-22T15:42:07.000,02 MANHATTAN,1005110019,MANHATTAN,985362,203499,ONLINE,Unspecified,MANHATTAN,40.725234379276955,-73.9959881068188,"{'latitude': '40.725234379276955', 'longitude': '-73.9959881068188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898116,2023-09-22T15:22:32.000,2023-09-22T21:50:23.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11374,62-66 BOOTH STREET,BOOTH STREET,62 AVENUE,63 AVENUE,62 AVENUE,63 AVENUE,ADDRESS,REGO PARK,BOOTH STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:50:26.000,06 QUEENS,4030910067,QUEENS,1021097,205280,MOBILE,Unspecified,QUEENS,40.730046112663906,-73.86705309447987,"{'latitude': '40.730046112663906', 'longitude': '-73.86705309447987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898904,2023-09-22T15:22:30.000,2023-09-22T19:55:40.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11435,82-11 138 STREET,138 STREET,82 AVENUE,HOOVER AVENUE,82 AVENUE,HOOVER AVENUE,ADDRESS,JAMAICA,138 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T19:55:44.000,08 QUEENS,4096710231,QUEENS,1033906,199610,PHONE,Unspecified,QUEENS,40.714420732351186,-73.82087914888758,"{'latitude': '40.714420732351186', 'longitude': '-73.82087914888758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899334,2023-09-22T15:22:16.000,2023-10-02T20:33:39.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10462,1975 BIRCHALL AVENUE,BIRCHALL AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,11 BRONX,2042530080,BRONX,1020630,248535,PHONE,Unspecified,BRONX,40.84877125253277,-73.86850378519968,"{'latitude': '40.84877125253277', 'longitude': '-73.86850378519968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892759,2023-09-22T15:22:16.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10458,317 EAST KINGSBRIDGE ROAD,EAST KINGSBRIDGE ROAD,EAST FORDHAM ROAD,ELM PLACE,EAST FORDHAM ROAD,ELM PLACE,ADDRESS,BRONX,EAST KINGSBRIDGE ROAD,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-25T13:49:29.000,07 BRONX,2032930005,BRONX,1013574,253479,PHONE,Unspecified,BRONX,40.86236729935264,-73.89398617877242,"{'latitude': '40.86236729935264', 'longitude': '-73.89398617877242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896680,2023-09-22T15:22:16.000,2023-10-02T20:33:39.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10462,1975 BIRCHALL AVENUE,BIRCHALL AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,11 BRONX,2042530080,BRONX,1020630,248535,PHONE,Unspecified,BRONX,40.84877125253277,-73.86850378519968,"{'latitude': '40.84877125253277', 'longitude': '-73.86850378519968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897150,2023-09-22T15:22:15.000,2023-09-22T17:01:55.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,10312,758 ARTHUR KILL ROAD,ARTHUR KILL ROAD,RIDGEWOOD AVENUE,GETZ AVENUE,RIDGEWOOD AVENUE,GETZ AVENUE,ADDRESS,STATEN ISLAND,ARTHUR KILL ROAD,Closed,N/A,2023-09-22T17:01:58.000,03 STATEN ISLAND,5055330127,STATEN ISLAND,938095,143459,PHONE,Unspecified,STATEN ISLAND,40.560317492659706,-74.16610786516634,"{'latitude': '40.560317492659706', 'longitude': '-74.16610786516634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899851,2023-09-22T15:22:09.000,2023-10-25T00:01:44.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Tow Truck Company,Business,11413,123-19 197 STREET,197 STREET,WILLIAMSON AVENUE,130 AVENUE,WILLIAMSON AVENUE,130 AVENUE,ADDRESS,SPRINGFIELD GARDENS,197 STREET,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-25T00:01:46.000,12 QUEENS,4127330093,QUEENS,1053421,189283,PHONE,Unspecified,QUEENS,40.68594459476358,-73.75059035329073,"{'latitude': '40.68594459476358', 'longitude': '-73.75059035329073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902117,2023-09-22T15:22:06.000,2023-10-04T09:30:35.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11230,1430 OCEAN AVENUE,OCEAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,14 BROOKLYN,3067120068,BROOKLYN,996274,167781,ONLINE,Unspecified,BROOKLYN,40.62718844659327,-73.95668332760539,"{'latitude': '40.62718844659327', 'longitude': '-73.95668332760539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900788,2023-09-22T15:22:06.000,2023-10-04T09:30:35.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WINDOW/FRAME,RESIDENTIAL BUILDING,11230,1430 OCEAN AVENUE,OCEAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,14 BROOKLYN,3067120068,BROOKLYN,996274,167781,ONLINE,Unspecified,BROOKLYN,40.62718844659327,-73.95668332760539,"{'latitude': '40.62718844659327', 'longitude': '-73.95668332760539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895124,2023-09-22T15:22:06.000,2023-10-04T09:30:34.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11230,1430 OCEAN AVENUE,OCEAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,14 BROOKLYN,3067120068,BROOKLYN,996274,167781,ONLINE,Unspecified,BROOKLYN,40.62718844659327,-73.95668332760539,"{'latitude': '40.62718844659327', 'longitude': '-73.95668332760539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902097,2023-09-22T15:22:06.000,2023-10-04T09:30:34.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11230,1430 OCEAN AVENUE,OCEAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,14 BROOKLYN,3067120068,BROOKLYN,996274,167781,ONLINE,Unspecified,BROOKLYN,40.62718844659327,-73.95668332760539,"{'latitude': '40.62718844659327', 'longitude': '-73.95668332760539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900825,2023-09-22T15:22:03.000,2023-09-26T19:38:35.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11433,157-03 110 AVENUE,110 AVENUE,,,,,ADDRESS,JAMAICA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,12 QUEENS,4121480045,QUEENS,1041632,191326,PHONE,Unspecified,QUEENS,40.691636424565715,-73.79308033662463,"{'latitude': '40.691636424565715', 'longitude': '-73.79308033662463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896600,2023-09-22T15:22:03.000,2023-09-26T19:38:35.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11433,157-03 110 AVENUE,110 AVENUE,,,,,ADDRESS,JAMAICA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,12 QUEENS,4121480045,QUEENS,1041632,191326,PHONE,Unspecified,QUEENS,40.691636424565715,-73.79308033662463,"{'latitude': '40.691636424565715', 'longitude': '-73.79308033662463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
