unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_segment,facility_type,bridge_highway_direction,taxi_pick_up_location,road_ramp,due_date,vehicle_type
58873669,2023-09-20T08:10:29.000,2023-09-20T08:33:52.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10028,1000 5 AVENUE,5 AVENUE,EAST   81 STREET,EAST   82 STREET,EAST   81 STREET,EAST   82 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-20T08:33:57.000,64 MANHATTAN,1011110001,MANHATTAN,994623,222956,MOBILE,Central Park,MANHATTAN,40.77863290127972,-73.96254609596876,"{'latitude': '40.77863290127972', 'longitude': '-73.96254609596876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875818,2023-09-20T08:10:14.000,2023-09-22T06:30:00.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11417,107-04 86 STREET,86 STREET,107 AVENUE,108 AVENUE,107 AVENUE,108 AVENUE,ADDRESS,OZONE PARK,86 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-21T03:38:07.000,10 QUEENS,4091440016,QUEENS,1025442,186192,ONLINE,Unspecified,QUEENS,40.67763494873754,-73.85149277729954,"{'latitude': '40.67763494873754', 'longitude': '-73.85149277729954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873613,2023-09-20T08:10:12.000,2023-09-20T13:17:24.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,1692 GROVE STREET,GROVE STREET,GROVE STREET,CYPRESS AVENUE,GROVE STREET,CYPRESS AVENUE,ADDRESS,RIDGEWOOD,GROVE STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T13:17:27.000,05 QUEENS,4034430032,QUEENS,1008837,195313,ONLINE,Unspecified,QUEENS,40.70273167505068,-73.91132451581744,"{'latitude': '40.70273167505068', 'longitude': '-73.91132451581744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880125,2023-09-20T08:10:08.000,2023-09-20T09:18:23.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11214,1601 80 STREET,80 STREET,16 AVENUE,17 AVENUE,16 AVENUE,17 AVENUE,ADDRESS,BROOKLYN,80 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T09:18:28.000,11 BROOKLYN,3062710001,BROOKLYN,983305,162704,ONLINE,Unspecified,BROOKLYN,40.6132612484812,-74.00340366879479,"{'latitude': '40.6132612484812', 'longitude': '-74.00340366879479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878750,2023-09-20T08:10:04.000,2023-09-20T09:53:24.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11215,548 20 STREET,20 STREET,PROSPECT PARK WEST,10 AVENUE,PROSPECT PARK WEST,10 AVENUE,ADDRESS,BROOKLYN,20 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T09:53:27.000,07 BROOKLYN,,BROOKLYN,989207,178072,MOBILE,Unspecified,BROOKLYN,40.655441807080585,-73.9821347576777,"{'latitude': '40.655441807080585', 'longitude': '-73.9821347576777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873129,2023-09-20T08:09:57.000,2023-09-21T10:29:36.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11225,299 WINTHROP STREET,WINTHROP STREET,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,WINTHROP STREET,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-21T10:07:11.000,09 BROOKLYN,3048190001,BROOKLYN,998174,178691,MOBILE,Unspecified,BROOKLYN,40.65713126638048,-73.94981602870027,"{'latitude': '40.65713126638048', 'longitude': '-73.94981602870027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874840,2023-09-20T08:09:44.000,2023-09-20T08:44:59.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10459,750 JENNINGS STREET,JENNINGS STREET,UNION AVENUE,PROSPECT AVENUE,UNION AVENUE,PROSPECT AVENUE,ADDRESS,BRONX,JENNINGS STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T08:45:02.000,03 BRONX,2029690001,BRONX,1012456,242348,MOBILE,Unspecified,BRONX,40.83181964631455,-73.89807485686529,"{'latitude': '40.83181964631455', 'longitude': '-73.89807485686529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877547,2023-09-20T08:09:32.000,2023-09-20T17:08:00.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10454,446 EAST  134 STREET,EAST  134 STREET,WILLIS AVENUE,BROWN PLACE,WILLIS AVENUE,BROWN PLACE,ADDRESS,BRONX,EAST  134 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T17:08:04.000,01 BRONX,2022780031,BRONX,1005516,232896,ONLINE,Unspecified,BRONX,40.80589601376893,-73.92318316377074,"{'latitude': '40.80589601376893', 'longitude': '-73.92318316377074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877134,2023-09-20T08:09:27.000,2023-09-23T11:54:52.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10312,204 KINGHORN STREET,KINGHORN STREET,HAROLD AVENUE,BENNETT PLACE,HAROLD AVENUE,BENNETT PLACE,ADDRESS,STATEN ISLAND,KINGHORN STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-22T12:29:26.000,03 STATEN ISLAND,5063560038,STATEN ISLAND,938522,132535,ONLINE,Unspecified,STATEN ISLAND,40.53033544458947,-74.16449730462861,"{'latitude': '40.53033544458947', 'longitude': '-74.16449730462861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877046,2023-09-20T08:09:23.000,2023-09-20T09:33:44.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,11201,66 COURT STREET,COURT STREET,JORALEMON STREET,LIVINGSTON STREET,JORALEMON STREET,LIVINGSTON STREET,ADDRESS,BROOKLYN,COURT STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-20T09:33:48.000,02 BROOKLYN,3002650001,BROOKLYN,986665,191367,ONLINE,Unspecified,BROOKLYN,40.6919346520938,-73.99129147192048,"{'latitude': '40.6919346520938', 'longitude': '-73.99129147192048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873309,2023-09-20T08:09:20.000,2023-09-20T10:21:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10463,3 ARMAND PLACE,ARMAND PLACE,DEAD END,PEROT STREET,DEAD END,PEROT STREET,ADDRESS,BRONX,ARMAND PLACE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T10:21:29.000,08 BRONX,2032530204,BRONX,1011682,258642,MOBILE,Unspecified,BRONX,40.87654423086191,-73.9008051037336,"{'latitude': '40.87654423086191', 'longitude': '-73.9008051037336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874772,2023-09-20T08:09:13.000,2023-09-20T09:40:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,52-20 SECOND STREET,SECOND STREET,BORDEN AVENUE,LIRR PENN CENTRAL LINE,BORDEN AVENUE,LIRR PENN CENTRAL LINE,ADDRESS,LONG ISLAND CITY,2 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T09:40:13.000,02 QUEENS,4000060003,QUEENS,995600,209493,MOBILE,Unspecified,QUEENS,40.74167922180147,-73.95904116152417,"{'latitude': '40.74167922180147', 'longitude': '-73.95904116152417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874842,2023-09-20T08:09:06.000,2023-09-20T09:26:52.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10468,2685 CRESTON AVENUE,CRESTON AVENUE,EAST KINGSBRIDGE ROAD,EAST  196 STREET,EAST KINGSBRIDGE ROAD,EAST  196 STREET,ADDRESS,BRONX,CRESTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T09:26:56.000,07 BRONX,2033160050,BRONX,1013335,255330,ONLINE,Unspecified,BRONX,40.867448520345796,-73.89484219121624,"{'latitude': '40.867448520345796', 'longitude': '-73.89484219121624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880086,2023-09-20T08:09:02.000,2023-09-20T08:29:33.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11220,657 54 STREET,54 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,54 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T08:29:36.000,07 BROOKLYN,3008170050,BROOKLYN,981690,172741,MOBILE,Unspecified,BROOKLYN,40.640810383899606,-74.00922432755914,"{'latitude': '40.640810383899606', 'longitude': '-74.00922432755914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879738,2023-09-20T08:08:45.000,2023-09-21T12:57:04.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,11215,425 6 STREET,6 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,6 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-21T09:20:45.000,06 BROOKLYN,3009890071,BROOKLYN,989372,183166,ONLINE,Unspecified,BROOKLYN,40.66942361690091,-73.98153622084453,"{'latitude': '40.66942361690091', 'longitude': '-73.98153622084453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879813,2023-09-20T08:08:18.000,2023-09-20T10:02:41.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10007,189 BROADWAY,BROADWAY,CORTLANDT STREET,JOHN STREET,CORTLANDT STREET,JOHN STREET,ADDRESS,NEW YORK,BROADWAY,Closed,N/A,2023-09-20T10:02:43.000,01 MANHATTAN,1000630013,MANHATTAN,981583,198042,ONLINE,Unspecified,MANHATTAN,40.710255892218875,-74.00961988741942,"{'latitude': '40.710255892218875', 'longitude': '-74.00961988741942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878685,2023-09-20T08:08:15.000,2023-09-20T12:39:35.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11375,104-21 68 DRIVE,68 DRIVE,QUEENS BOULEVARD,YELLOWSTONE BOULEVARD,QUEENS BOULEVARD,YELLOWSTONE BOULEVARD,ADDRESS,FOREST HILLS,68 DRIVE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T12:39:40.000,06 QUEENS,4021380043,QUEENS,1026106,203336,MOBILE,Unspecified,QUEENS,40.72468802975892,-73.84899234941446,"{'latitude': '40.72468802975892', 'longitude': '-73.84899234941446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873120,2023-09-20T08:08:05.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-21T10:56:49.000,Unspecified BROOKLYN,,BROOKLYN,975677,163929,ONLINE,Unspecified,BROOKLYN,40.616619523068934,-74.03087949333364,"{'latitude': '40.616619523068934', 'longitude': '-74.03087949333364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",R,Other,,,,,,
58875611,2023-09-20T08:08:02.000,2023-09-25T13:03:56.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Car Service Company Complaint,Street,11221,33 HOWARD AVENUE,HOWARD AVENUE,MADISON STREET,PUTNAM AVENUE,MADISON STREET,PUTNAM AVENUE,ADDRESS,BROOKLYN,HOWARD AVENUE,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-09-25T13:03:58.000,03 BROOKLYN,3014840047,BROOKLYN,1006178,189821,PHONE,Unspecified,BROOKLYN,40.6876644039976,-73.9209323395129,"{'latitude': '40.6876644039976', 'longitude': '-73.9209323395129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,"33 HOWARD AVENUE, BROOKLYN, NY, 11221",,,Car Service
58874093,2023-09-20T08:08:02.000,2023-10-20T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11101,45-30 23 STREET,23 STREET,,,,,ADDRESS,LONG ISLAND CITY,,Closed,The Department of Buildings reviewed this complaint and determined that no further action was necessary.,2023-10-20T00:00:00.000,02 QUEENS,4000760025,QUEENS,999334,211126,UNKNOWN,Unspecified,QUEENS,40.746155817304896,-73.94556258578667,"{'latitude': '40.746155817304896', 'longitude': '-73.94556258578667', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875989,2023-09-20T08:08:00.000,2023-09-22T05:26:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10016,368 3 AVENUE,3 AVENUE,E 26 ST,E 27 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection will keep the location under observation for idling commercial vehicles.Â Summonses will be issued when warranted.,2023-09-22T05:26:00.000,06 MANHATTAN,1008827504,MANHATTAN,989383,209293,ONLINE,Unspecified,MANHATTAN,40.741136065246884,-73.98147665217182,"{'latitude': '40.741136065246884', 'longitude': '-73.98147665217182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N/A,,,,,
58876157,2023-09-20T08:07:57.000,2023-09-20T09:22:40.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11223,1930 OCEAN PARKWAY,OCEAN PARKWAY,AVENUE S,AVENUE T,AVENUE S,AVENUE T,ADDRESS,BROOKLYN,OCEAN PARKWAY,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T09:22:43.000,15 BROOKLYN,3071080149,BROOKLYN,993633,158456,PHONE,Unspecified,BROOKLYN,40.60159644101107,-73.96621053391584,"{'latitude': '40.60159644101107', 'longitude': '-73.96621053391584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879746,2023-09-20T08:07:56.000,2023-09-22T12:36:00.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10304,1090 RICHMOND ROAD,RICHMOND ROAD,COLUMBUS AVENUE,TARGEE STREET,COLUMBUS AVENUE,TARGEE STREET,ADDRESS,STATEN ISLAND,RICHMOND ROAD,Closed,The Department of Sanitation collected the requested items.,2023-09-21T12:13:03.000,02 STATEN ISLAND,5031810010,STATEN ISLAND,958643,157978,ONLINE,Unspecified,STATEN ISLAND,40.60025240060521,-74.09221246712038,"{'latitude': '40.60025240060521', 'longitude': '-74.09221246712038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874191,2023-09-20T08:07:56.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11368,55-06 99 STREET,99 STREET,55 AVENUE,57 AVENUE,55 AVENUE,57 AVENUE,ADDRESS,CORONA,99 STREET,In Progress,,,04 QUEENS,4019070025,QUEENS,1022930,208553,MOBILE,Unspecified,QUEENS,40.739021854309044,-73.86042067858587,"{'latitude': '40.739021854309044', 'longitude': '-73.86042067858587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874742,2023-09-20T08:07:21.000,2023-09-20T10:38:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11205,63 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,CLERMONT AVENUE,VANDERBILT AVENUE,CLERMONT AVENUE,VANDERBILT AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T10:38:14.000,02 BROOKLYN,3020750001,BROOKLYN,992460,191248,MOBILE,Unspecified,BROOKLYN,40.691604546050264,-73.9703947566034,"{'latitude': '40.691604546050264', 'longitude': '-73.9703947566034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881070,2023-09-20T08:07:10.000,2023-09-21T09:30:07.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11235,2601 EAST   17 STREET,EAST   17 STREET,AVENUE Z,JEROME AVENUE,AVENUE Z,JEROME AVENUE,ADDRESS,BROOKLYN,EAST   17 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-21T09:30:11.000,15 BROOKLYN,3074627502,BROOKLYN,997464,153531,MOBILE,Unspecified,BROOKLYN,40.58807342498471,-73.95242421391652,"{'latitude': '40.58807342498471', 'longitude': '-73.95242421391652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877909,2023-09-20T08:05:49.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10306,3155 AMBOY ROAD,AMBOY ROAD,,,,,ADDRESS,STATEN ISLAND,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,03 STATEN ISLAND,5044720001,STATEN ISLAND,947608,144926,ONLINE,Unspecified,STATEN ISLAND,40.564388531268165,-74.13187940544317,"{'latitude': '40.564388531268165', 'longitude': '-74.13187940544317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874123,2023-09-20T08:05:47.000,2023-09-20T10:20:11.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11420,126-02 116 AVENUE,116 AVENUE,126 STREET,127 STREET,126 STREET,127 STREET,ADDRESS,SOUTH OZONE PARK,116 AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-20T10:20:14.000,10 QUEENS,4116830001,QUEENS,1036271,185996,MOBILE,Unspecified,QUEENS,40.67703995974023,-73.81245320669575,"{'latitude': '40.67703995974023', 'longitude': '-73.81245320669575', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880029,2023-09-20T08:05:46.000,2023-09-20T08:41:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10303,927 GOETHALS ROAD NORTH,GOETHALS ROAD NORTH,FARRAGUT AVENUE,SOUTH AVENUE,FARRAGUT AVENUE,SOUTH AVENUE,ADDRESS,STATEN ISLAND,GOETHALS ROAD NORTH,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T08:41:07.000,01 STATEN ISLAND,5016517501,STATEN ISLAND,938138,165408,MOBILE,Unspecified,STATEN ISLAND,40.62056321856854,-74.1661028986843,"{'latitude': '40.62056321856854', 'longitude': '-74.1661028986843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870802,2023-09-20T08:05:37.000,2023-09-20T10:19:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10463,30 VAN CORLEAR PLACE,VAN CORLEAR PLACE,FORT CHARLES PLACE,WEST  227 STREET,FORT CHARLES PLACE,WEST  227 STREET,ADDRESS,BRONX,VAN CORLEAR PLACE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T10:19:14.000,08 BRONX,1022150392,BRONX,1008848,258589,MOBILE,Unspecified,BRONX,40.87640711561318,-73.91105311590864,"{'latitude': '40.87640711561318', 'longitude': '-73.91105311590864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880567,2023-09-20T08:05:35.000,2023-09-22T19:57:18.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11213,1545 ST JOHN PLACE,ST JOHN PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,08 BROOKLYN,3013800054,BROOKLYN,1004614,183512,PHONE,Unspecified,BROOKLYN,40.670351370538974,-73.92659084927746,"{'latitude': '40.670351370538974', 'longitude': '-73.92659084927746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874019,2023-09-20T08:05:35.000,2023-09-22T19:57:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11213,1545 ST JOHN PLACE,ST JOHN PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,08 BROOKLYN,3013800054,BROOKLYN,1004614,183512,PHONE,Unspecified,BROOKLYN,40.670351370538974,-73.92659084927746,"{'latitude': '40.670351370538974', 'longitude': '-73.92659084927746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876633,2023-09-20T08:05:35.000,2023-09-22T19:57:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11213,1545 ST JOHN PLACE,ST JOHN PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,08 BROOKLYN,3013800054,BROOKLYN,1004614,183512,PHONE,Unspecified,BROOKLYN,40.670351370538974,-73.92659084927746,"{'latitude': '40.670351370538974', 'longitude': '-73.92659084927746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873536,2023-09-20T08:05:28.000,2023-09-20T08:19:32.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11230,AVENUE N,AVENUE N,AVENUE N,OCEAN PARKWAY,AVENUE N,OCEAN PARKWAY,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T08:19:39.000,12 BROOKLYN,,BROOKLYN,992952,163201,ONLINE,Unspecified,BROOKLYN,40.614621188080676,-73.96865679377396,"{'latitude': '40.614621188080676', 'longitude': '-73.96865679377396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879834,2023-09-20T08:05:17.000,2023-09-20T13:13:36.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10007,FULTON STREET,FULTON STREET,CHURCH STREET,FULTON STREET,CHURCH STREET,FULTON STREET,INTERSECTION,,,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T13:13:35.000,01 MANHATTAN,,MANHATTAN,981349,198508,MOBILE,Unspecified,MANHATTAN,40.71153487787932,-74.01046412781942,"{'latitude': '40.71153487787932', 'longitude': '-74.01046412781942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881017,2023-09-20T08:05:08.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11104,42-02 QUEENS BOULEVARD,QUEENS BOULEVARD,42 STREET,43 STREET,42 STREET,43 STREET,ADDRESS,SUNNYSIDE,QUEENS BOULEVARD,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-20T11:36:23.000,02 QUEENS,4001690022,QUEENS,1005792,210187,MOBILE,Unspecified,QUEENS,40.74356512468247,-73.92225899927988,"{'latitude': '40.74356512468247', 'longitude': '-73.92225899927988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879952,2023-09-20T08:05:00.000,2023-09-27T15:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11226,50 KENMORE PLACE,KENMORE PLACE,WOODRUFF AVE,CATON AVE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T15:00:00.000,14 BROOKLYN,3050620051,BROOKLYN,995190,177296,ONLINE,Unspecified,BROOKLYN,40.65330648637028,-73.96057302790511,"{'latitude': '40.65330648637028', 'longitude': '-73.96057302790511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N/A,,,,,
58873493,2023-09-20T08:05:00.000,2023-09-20T08:39:19.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11428,211 STREET,211 STREET,211 STREET,JAMAICA AVENUE,211 STREET,JAMAICA AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T08:39:22.000,13 QUEENS,,QUEENS,1053733,199922,PHONE,Unspecified,QUEENS,40.71514359811922,-73.74935561892977,"{'latitude': '40.71514359811922', 'longitude': '-73.74935561892977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873318,2023-09-20T08:05:00.000,2023-09-29T14:00:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Other Animals (NR6)",,11230,1360 OCEAN AVENUE,OCEAN AVENUE,LIRR BAY RIDGE LINE,AVENUE I,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-29T14:00:00.000,14 BROOKLYN,3067030067,BROOKLYN,996182,168416,ONLINE,Unspecified,BROOKLYN,40.628931512112075,-73.95701363658975,"{'latitude': '40.628931512112075', 'longitude': '-73.95701363658975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N/A,,,,,
