unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_company_borough,road_ramp
58831357,2023-09-17T01:45:34.000,2023-09-17T02:16:28.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11368,51-02 97 STREET,97 STREET,51 AVENUE,CHRISTIE AVENUE,51 AVENUE,CHRISTIE AVENUE,ADDRESS,CORONA,97 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T02:16:32.000,04 QUEENS,4018880054,QUEENS,1021486,209271,MOBILE,Unspecified,QUEENS,40.74099878113499,-73.86562746466261,"{'latitude': '40.74099878113499', 'longitude': '-73.86562746466261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836627,2023-09-17T01:45:15.000,2023-09-17T03:17:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10472,BOYNTON AVENUE,BOYNTON AVENUE,BOYNTON AVENUE,WATSON AVENUE,BOYNTON AVENUE,WATSON AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:17:06.000,09 BRONX,,BRONX,1018110,240290,ONLINE,Unspecified,BRONX,40.82615116376492,-73.87765398540142,"{'latitude': '40.82615116376492', 'longitude': '-73.87765398540142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58835000,2023-09-17T01:44:46.000,2023-09-17T01:59:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10460,589 VAN NEST AVENUE,VAN NEST AVENUE,TAYLOR AVENUE,GARFIELD STREET,TAYLOR AVENUE,GARFIELD STREET,ADDRESS,BRONX,VAN NEST AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:59:27.000,11 BRONX,2040210030,BRONX,1020686,246179,PHONE,Unspecified,BRONX,40.84230450101796,-73.86831417431195,"{'latitude': '40.84230450101796', 'longitude': '-73.86831417431195', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829957,2023-09-17T01:44:43.000,2023-09-17T02:13:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10459,829 FOX STREET,FOX STREET,LONGWOOD AVENUE,INTERVALE AVENUE,LONGWOOD AVENUE,INTERVALE AVENUE,ADDRESS,BRONX,FOX STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T02:13:35.000,02 BRONX,,BRONX,1012930,237115,ONLINE,Unspecified,BRONX,40.817455031260714,-73.89638438093264,"{'latitude': '40.817455031260714', 'longitude': '-73.89638438093264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58831396,2023-09-17T01:44:39.000,2023-09-17T02:20:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10001,225 WEST   25 STREET,WEST   25 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST   25 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T02:20:23.000,04 MANHATTAN,1007750022,MANHATTAN,985464,210983,ONLINE,Unspecified,MANHATTAN,40.74577609943244,-73.99561875895272,"{'latitude': '40.74577609943244', 'longitude': '-73.99561875895272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829928,2023-09-17T01:44:20.000,2023-09-17T04:37:02.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11419,104-90 128 STREET,128 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,128 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T04:37:07.000,10 QUEENS,4095810047,QUEENS,1035043,190180,ONLINE,Unspecified,QUEENS,40.68853119306285,-73.81684885687271,"{'latitude': '40.68853119306285', 'longitude': '-73.81684885687271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829916,2023-09-17T01:44:18.000,2023-09-17T10:58:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,78-36 75 STREET,75 STREET,78 AVENUE,MYRTLE AVENUE,78 AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,75 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T10:58:12.000,05 QUEENS,4038240018,QUEENS,1019187,195672,MOBILE,Unspecified,QUEENS,40.7036822338463,-73.87399438299964,"{'latitude': '40.7036822338463', 'longitude': '-73.87399438299964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834072,2023-09-17T01:44:07.000,2023-09-17T02:15:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11378,54 AVENUE,54 AVENUE,54 AVENUE,MAURICE AVENUE,54 AVENUE,MAURICE AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T02:15:48.000,02 QUEENS,,QUEENS,1010380,204710,ONLINE,Unspecified,QUEENS,40.728519754603866,-73.90572305998118,"{'latitude': '40.728519754603866', 'longitude': '-73.90572305998118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58827408,2023-09-17T01:44:03.000,2023-09-17T03:41:04.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11372,37 AVENUE,37 AVENUE,37 AVENUE,86 STREET,37 AVENUE,86 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:41:12.000,03 QUEENS,,QUEENS,1017334,212595,ONLINE,Unspecified,QUEENS,40.750138826626284,-73.88059430289672,"{'latitude': '40.750138826626284', 'longitude': '-73.88059430289672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58830185,2023-09-17T01:43:49.000,2023-09-17T02:00:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10023,345 WEST   70 STREET,WEST   70 STREET,FREEDOM PLACE,RIVERSIDE BOULEVARD,FREEDOM PLACE,RIVERSIDE BOULEVARD,ADDRESS,NEW YORK,WEST   70 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T02:00:07.000,07 MANHATTAN,1011820012,MANHATTAN,987822,223152,MOBILE,Unspecified,MANHATTAN,40.77917623445162,-73.98710243581912,"{'latitude': '40.77917623445162', 'longitude': '-73.98710243581912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829985,2023-09-17T01:43:43.000,2023-09-18T05:39:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11419,107-30 126 STREET,126 STREET,107 AVENUE,109 AVENUE,107 AVENUE,109 AVENUE,ADDRESS,SOUTH RICHMOND HILL,126 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T05:40:00.000,10 QUEENS,4096050021,QUEENS,1034945,189129,PHONE,Unspecified,QUEENS,40.68564700709255,-73.81721013566359,"{'latitude': '40.68564700709255', 'longitude': '-73.81721013566359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833466,2023-09-17T01:43:40.000,2023-09-17T02:05:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,410 EAST   96 STREET,EAST   96 STREET,LENOX ROAD,WILLMOHR STREET,LENOX ROAD,WILLMOHR STREET,ADDRESS,BROOKLYN,EAST   96 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T02:05:30.000,17 BROOKLYN,3046700068,BROOKLYN,1007074,178919,PHONE,Unspecified,BROOKLYN,40.65773860841135,-73.91773847353144,"{'latitude': '40.65773860841135', 'longitude': '-73.91773847353144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58826654,2023-09-17T01:43:39.000,2023-09-17T02:08:15.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11385,63-59 FOREST AVENUE,FOREST AVENUE,MENAHAN STREET,GROVE STREET,MENAHAN STREET,GROVE STREET,ADDRESS,RIDGEWOOD,FOREST AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T02:08:18.000,05 QUEENS,4034950001,QUEENS,1010713,197813,ONLINE,Unspecified,QUEENS,40.70958816991298,-73.90454871369546,"{'latitude': '40.70958816991298', 'longitude': '-73.90454871369546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836489,2023-09-17T01:43:26.000,2023-09-17T09:25:55.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11369,27-25 MCINTOSH STREET,MCINTOSH STREET,27 AVENUE,29 AVENUE,27 AVENUE,29 AVENUE,ADDRESS,EAST ELMHURST,MCINTOSH STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T09:25:59.000,03 QUEENS,4016600065,QUEENS,1020746,217288,MOBILE,Unspecified,QUEENS,40.763006476662646,-73.86825436678316,"{'latitude': '40.763006476662646', 'longitude': '-73.86825436678316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836326,2023-09-17T01:43:15.000,2023-09-17T01:47:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10033,HAVEN AVENUE,HAVEN AVENUE,HAVEN AVENUE,WEST  173 STREET,HAVEN AVENUE,WEST  173 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T01:47:23.000,12 MANHATTAN,,MANHATTAN,1000128,247593,ONLINE,Unspecified,MANHATTAN,40.84624641081894,-73.94261085719263,"{'latitude': '40.84624641081894', 'longitude': '-73.94261085719263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834034,2023-09-17T01:43:11.000,2023-09-17T02:34:35.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,11693,155 BEACH   95 STREET,BEACH   95 STREET,SHORE FRONT PARKWAY,ROCKAWAY BEACH BOULEVARD,SHORE FRONT PARKWAY,ROCKAWAY BEACH BOULEVARD,ADDRESS,FAR ROCKAWAY,BEACH   95 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T02:34:39.000,14 QUEENS,4161680072,QUEENS,1035176,152338,PHONE,Unspecified,QUEENS,40.58466244193748,-73.81665488229976,"{'latitude': '40.58466244193748', 'longitude': '-73.81665488229976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58830080,2023-09-17T01:43:08.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10005,28 LIBERTY STREET,LIBERTY STREET,WILLIAM STREET,NASSAU STREET,WILLIAM STREET,NASSAU STREET,ADDRESS,NEW YORK,LIBERTY STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-17T10:44:10.000,01 MANHATTAN,1000440001,MANHATTAN,981819,197262,MOBILE,Unspecified,MANHATTAN,40.70811504503357,-74.00876835217178,"{'latitude': '40.70811504503357', 'longitude': '-74.00876835217178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58831361,2023-09-17T01:42:33.000,2023-09-18T05:39:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,105-21 132 STREET,132 STREET,VAN SICLEN STREET,131 STREET,VAN SICLEN STREET,131 STREET,ADDRESS,SOUTH RICHMOND HILL,132 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T05:39:35.000,10 QUEENS,4095920073,QUEENS,1036003,190210,PHONE,Unspecified,QUEENS,40.68860797462472,-73.81338703584152,"{'latitude': '40.68860797462472', 'longitude': '-73.81338703584152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58827039,2023-09-17T01:42:17.000,2023-09-17T01:58:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10451,3209 3 AVENUE,3 AVENUE,EAST  161 STREET,EAST  162 STREET,EAST  161 STREET,EAST  162 STREET,ADDRESS,BRONX,3 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T01:58:52.000,03 BRONX,2023660037,BRONX,1009397,239258,MOBILE,Unspecified,BRONX,40.823347722363465,-73.90914042637715,"{'latitude': '40.823347722363465', 'longitude': '-73.90914042637715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836026,2023-09-17T01:42:14.000,2023-09-17T02:05:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10454,620 EAST  137 STREET,EAST  137 STREET,ST ANNS AVENUE,CYPRESS AVENUE,ST ANNS AVENUE,CYPRESS AVENUE,ADDRESS,BRONX,EAST  137 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T02:05:34.000,01 BRONX,2025480001,BRONX,1007468,232695,PHONE,Unspecified,BRONX,40.805339410429355,-73.91613286781295,"{'latitude': '40.805339410429355', 'longitude': '-73.91613286781295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58831399,2023-09-17T01:42:12.000,2023-09-17T02:16:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11368,51-02 97 STREET,97 STREET,51 AVENUE,CHRISTIE AVENUE,51 AVENUE,CHRISTIE AVENUE,ADDRESS,CORONA,97 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T02:16:52.000,04 QUEENS,4018880054,QUEENS,1021486,209271,MOBILE,Unspecified,QUEENS,40.74099878113499,-73.86562746466261,"{'latitude': '40.74099878113499', 'longitude': '-73.86562746466261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58835275,2023-09-17T01:42:11.000,2023-09-17T03:36:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,669 53 STREET,53 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,53 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T03:36:07.000,07 BROOKLYN,3008090046,BROOKLYN,981903,172903,MOBILE,Unspecified,BROOKLYN,40.64125509817546,-74.00845689103987,"{'latitude': '40.64125509817546', 'longitude': '-74.00845689103987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832676,2023-09-17T01:42:11.000,2023-09-17T02:16:45.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11412,203-04 HOLLIS AVENUE,HOLLIS AVENUE,203 STREET,204 STREET,203 STREET,204 STREET,ADDRESS,SAINT ALBANS,HOLLIS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T02:16:48.000,12 QUEENS,4109430201,QUEENS,1052335,196807,ONLINE,Unspecified,QUEENS,40.70660456565278,-73.7544300653074,"{'latitude': '40.70660456565278', 'longitude': '-73.7544300653074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832290,2023-09-17T01:42:06.000,2023-09-17T01:58:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10460,BOSTON ROAD,BOSTON ROAD,BOSTON ROAD,EAST  173 STREET,BOSTON ROAD,EAST  173 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T01:58:23.000,03 BRONX,,BRONX,1014727,243920,ONLINE,Unspecified,BRONX,40.836126784883014,-73.88986124193542,"{'latitude': '40.836126784883014', 'longitude': '-73.88986124193542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58827091,2023-09-17T01:41:54.000,2023-09-17T02:03:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10459,1071 FAILE STREET,FAILE STREET,EAST  165 STREET,WESTCHESTER AVENUE,EAST  165 STREET,WESTCHESTER AVENUE,ADDRESS,BRONX,FAILE STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T02:04:02.000,02 BRONX,2027500013,BRONX,1014784,239966,MOBILE,Unspecified,BRONX,40.8252740006982,-73.88967325051021,"{'latitude': '40.8252740006982', 'longitude': '-73.88967325051021', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58827374,2023-09-17T01:41:40.000,2023-09-17T02:17:57.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11368,45-27 97 STREET,97 STREET,45 AVENUE,DEAD END,45 AVENUE,DEAD END,ADDRESS,CORONA,97 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T02:18:03.000,04 QUEENS,,QUEENS,1021157,210625,MOBILE,Unspecified,QUEENS,40.744716548077086,-73.86680728669414,"{'latitude': '40.744716548077086', 'longitude': '-73.86680728669414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58831348,2023-09-17T01:41:39.000,2023-09-17T02:38:31.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,484 UNION AVENUE,UNION AVENUE,CONSELYEA STREET,MEEKER AVENUE,CONSELYEA STREET,MEEKER AVENUE,ADDRESS,BROOKLYN,UNION AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T02:38:34.000,01 BROOKLYN,3027510005,BROOKLYN,997625,199756,ONLINE,Unspecified,BROOKLYN,40.71495070597848,-73.95175288214118,"{'latitude': '40.71495070597848', 'longitude': '-73.95175288214118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58835054,2023-09-17T01:41:29.000,2023-09-17T01:43:50.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11105,43-05 20 AVENUE,20 AVENUE,43 STREET,45 STREET,43 STREET,45 STREET,ADDRESS,ASTORIA,20 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T01:43:53.000,01 QUEENS,4007880001,QUEENS,1012103,221607,MOBILE,Unspecified,QUEENS,40.77489245533994,-73.89943649955615,"{'latitude': '40.77489245533994', 'longitude': '-73.89943649955615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829472,2023-09-17T01:41:15.000,2023-09-17T02:01:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10469,933 EAST  213 STREET,EAST  213 STREET,BRONXWOOD AVENUE,PAULDING AVENUE,BRONXWOOD AVENUE,PAULDING AVENUE,ADDRESS,BRONX,EAST  213 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T02:01:28.000,12 BRONX,2046840021,BRONX,1023428,258982,ONLINE,Unspecified,BRONX,40.87743310105272,-73.85832930649958,"{'latitude': '40.87743310105272', 'longitude': '-73.85832930649958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829993,2023-09-17T01:41:11.000,2023-09-17T02:16:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10467,2504 OLINVILLE AVENUE,OLINVILLE AVENUE,MACE AVENUE,ALLERTON AVENUE,MACE AVENUE,ALLERTON AVENUE,ADDRESS,BRONX,OLINVILLE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T02:16:38.000,11 BRONX,2044290006,BRONX,1020647,253933,ONLINE,Unspecified,BRONX,40.86358706258088,-73.86841302915062,"{'latitude': '40.86358706258088', 'longitude': '-73.86841302915062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829026,2023-09-17T01:41:10.000,2023-09-17T02:07:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11238,594 FRANKLIN AVENUE,FRANKLIN AVENUE,PACIFIC STREET,DEAN STREET,PACIFIC STREET,DEAN STREET,ADDRESS,BROOKLYN,FRANKLIN AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T02:07:12.000,08 BROOKLYN,3011340055,BROOKLYN,996638,186288,MOBILE,Unspecified,BROOKLYN,40.67798561889808,-73.95533801838164,"{'latitude': '40.67798561889808', 'longitude': '-73.95533801838164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58831235,2023-09-17T01:40:56.000,2023-09-17T02:40:01.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11436,117-42 140 STREET,140 STREET,FOCH BOULEVARD,120 AVENUE,FOCH BOULEVARD,120 AVENUE,ADDRESS,JAMAICA,140 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T02:40:04.000,12 QUEENS,4120110030,QUEENS,1039344,186293,ONLINE,Unspecified,QUEENS,40.677836563389675,-73.80137199566666,"{'latitude': '40.677836563389675', 'longitude': '-73.80137199566666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828692,2023-09-17T01:40:42.000,2023-09-17T04:08:15.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11207,26 COVERT STREET,COVERT STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,COVERT STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T04:08:22.000,04 BROOKLYN,3034200019,BROOKLYN,1008361,189045,PHONE,Unspecified,BROOKLYN,40.685528785166696,-73.9130636920721,"{'latitude': '40.685528785166696', 'longitude': '-73.9130636920721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836605,2023-09-17T01:40:38.000,2023-09-17T02:50:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11372,35-27 91 STREET,91 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,JACKSON HEIGHTS,91 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T02:50:48.000,03 QUEENS,4014650059,QUEENS,1018538,213394,ONLINE,Unspecified,QUEENS,40.75232729080381,-73.87624479687165,"{'latitude': '40.75232729080381', 'longitude': '-73.87624479687165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58830883,2023-09-17T01:40:18.000,2023-09-17T02:08:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11218,438 OCEAN PARKWAY,OCEAN PARKWAY,CORTELYOU ROAD,DITMAS AVENUE,CORTELYOU ROAD,DITMAS AVENUE,ADDRESS,BROOKLYN,OCEAN PARKWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T02:08:28.000,12 BROOKLYN,3053890019,BROOKLYN,991728,171638,ONLINE,Unspecified,BROOKLYN,40.63778009801647,-73.97305609764538,"{'latitude': '40.63778009801647', 'longitude': '-73.97305609764538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833597,2023-09-17T01:40:12.000,2023-09-17T01:59:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,420 EAST   13 STREET,EAST   13 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST   13 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-17T01:59:54.000,03 MANHATTAN,1004400019,MANHATTAN,989121,205372,ONLINE,Unspecified,MANHATTAN,40.730374036347584,-73.98242496487343,"{'latitude': '40.730374036347584', 'longitude': '-73.98242496487343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832368,2023-09-17T01:40:07.000,2023-09-17T01:50:15.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11228,1306 70 STREET,70 STREET,13 AVENUE,14 AVENUE,13 AVENUE,14 AVENUE,ADDRESS,BROOKLYN,70 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:50:19.000,10 BROOKLYN,3061670010,BROOKLYN,983123,166209,PHONE,Unspecified,BROOKLYN,40.622881724477836,-74.00405977527126,"{'latitude': '40.622881724477836', 'longitude': '-74.00405977527126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58831360,2023-09-17T01:39:50.000,2023-09-17T04:37:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,104-70 128 STREET,128 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,128 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T04:37:33.000,10 QUEENS,4095810040,QUEENS,1035041,190187,ONLINE,Unspecified,QUEENS,40.68855041789049,-73.81685601574812,"{'latitude': '40.68855041789049', 'longitude': '-73.81685601574812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828321,2023-09-17T01:39:44.000,2023-09-17T02:06:44.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11436,144-05 123 AVENUE,123 AVENUE,144 STREET,145 STREET,144 STREET,145 STREET,ADDRESS,JAMAICA,123 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T02:06:48.000,12 QUEENS,4120410039,QUEENS,1041127,185212,ONLINE,Unspecified,QUEENS,40.674858193746466,-73.79495296906998,"{'latitude': '40.674858193746466', 'longitude': '-73.79495296906998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
