unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,vehicle_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58888597,2023-09-21T13:14:01.000,2023-09-28T14:24:29.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10024,120 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,07 MANHATTAN,1012460007,MANHATTAN,989541,226564,ONLINE,Unspecified,MANHATTAN,40.78854040432226,-73.98089288622867,"{'latitude': '40.78854040432226', 'longitude': '-73.98089288622867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58891059,2023-09-21T13:14:01.000,2023-09-28T14:24:30.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10024,120 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-28T00:00:00.000,07 MANHATTAN,1012460007,MANHATTAN,989541,226564,ONLINE,Unspecified,MANHATTAN,40.78854040432226,-73.98089288622867,"{'latitude': '40.78854040432226', 'longitude': '-73.98089288622867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884536,2023-09-21T13:14:01.000,2023-09-28T14:24:30.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10024,120 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,07 MANHATTAN,1012460007,MANHATTAN,989541,226564,ONLINE,Unspecified,MANHATTAN,40.78854040432226,-73.98089288622867,"{'latitude': '40.78854040432226', 'longitude': '-73.98089288622867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887248,2023-09-21T13:14:00.000,2023-09-26T14:53:44.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10457,2189 ARTHUR AVENUE,ARTHUR AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-26T00:00:00.000,06 BRONX,2030630058,BRONX,1014680,249727,PHONE,Unspecified,BRONX,40.852065447475084,-73.89000474049394,"{'latitude': '40.852065447475084', 'longitude': '-73.89000474049394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887895,2023-09-21T13:14:00.000,2023-09-26T11:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11420,109-49 131 STREET,131 STREET,BEND,111 AVE,,,ADDRESS,SOUTH OZONE PARK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-26T11:00:00.000,10 QUEENS,4116110052,QUEENS,1036394,188625,ONLINE,Unspecified,QUEENS,40.68425522762428,-73.81198942394266,"{'latitude': '40.68425522762428', 'longitude': '-73.81198942394266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58883950,2023-09-21T13:14:00.000,2023-09-21T13:20:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,11377,59-15 47 AVENUE,47 AVENUE,59 ST,59 PL,,,ADDRESS,WOODSIDE,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-21T13:20:00.000,02 QUEENS,4023140001,QUEENS,1010342,208994,MOBILE,Unspecified,QUEENS,40.74027838491047,-73.90584354969721,"{'latitude': '40.74027838491047', 'longitude': '-73.90584354969721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885917,2023-09-21T13:14:00.000,2023-09-26T14:53:44.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10457,2189 ARTHUR AVENUE,ARTHUR AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-26T00:00:00.000,06 BRONX,2030630058,BRONX,1014680,249727,PHONE,Unspecified,BRONX,40.852065447475084,-73.89000474049394,"{'latitude': '40.852065447475084', 'longitude': '-73.89000474049394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888203,2023-09-21T13:14:00.000,2023-09-21T15:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Head,,11203,,,,,GLENWOOD ROAD,EAST 46 STREET,INTERSECTION,BROOKLYN,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T15:30:00.000,17 BROOKLYN,,BROOKLYN,1002985,170612,UNKNOWN,Unspecified,BROOKLYN,40.63494729011493,-73.93249898044225,"{'latitude': '40.63494729011493', 'longitude': '-73.93249898044225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58883969,2023-09-21T13:13:58.000,2023-09-21T16:05:52.000,DOT,Department of Transportation,Street Condition,Unsafe Worksite,Street,10469,1416 EAST GUNHILL ROAD,EAST GUNHILL ROAD,KNAPP STREET,FENTON AVENUE,KNAPP STREET,FENTON AVENUE,ADDRESS,BRONX,EAST GUN HILL ROAD,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-21T16:05:57.000,11 BRONX,2045660042,BRONX,1027218,256145,PHONE,Unspecified,BRONX,40.86962878274375,-73.84464259377906,"{'latitude': '40.86962878274375', 'longitude': '-73.84464259377906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887776,2023-09-21T13:13:53.000,2023-09-22T10:18:40.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Gutter,11434,120-02 SMITH STREET,SMITH STREET,120 AVENUE,BEND,120 AVENUE,BEND,ADDRESS,JAMAICA,SMITH STREET,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-22T10:18:44.000,12 QUEENS,4123810090,QUEENS,1045563,187632,UNKNOWN,Unspecified,QUEENS,40.68147091275545,-73.77893881300403,"{'latitude': '40.68147091275545', 'longitude': '-73.77893881300403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886071,2023-09-21T13:13:17.000,2023-09-21T14:13:08.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11229,2051 EAST   12 STREET,EAST   12 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   12 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T14:13:11.000,15 BROOKLYN,3073160060,BROOKLYN,995286,157708,ONLINE,Unspecified,BROOKLYN,40.59954142859343,-73.96025907768033,"{'latitude': '40.59954142859343', 'longitude': '-73.96025907768033', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888041,2023-09-21T13:13:00.000,2023-09-21T13:37:13.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10021,1329 1 AVENUE,1 AVENUE,EAST   71 STREET,EAST   72 STREET,EAST   71 STREET,EAST   72 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T13:37:11.000,08 MANHATTAN,1014460023,MANHATTAN,996348,218853,ONLINE,Unspecified,MANHATTAN,40.76736904831099,-73.95632500711278,"{'latitude': '40.76736904831099', 'longitude': '-73.95632500711278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885536,2023-09-21T13:12:44.000,2023-09-21T13:36:39.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10022,245 EAST   54 STREET,EAST   54 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   54 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T13:36:44.000,06 MANHATTAN,1013280021,MANHATTAN,993145,215400,PHONE,Unspecified,MANHATTAN,40.757895255677305,-73.9678927260891,"{'latitude': '40.757895255677305', 'longitude': '-73.9678927260891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890583,2023-09-21T13:12:43.000,2023-09-21T13:23:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,38-20 50 AVENUE,50 AVENUE,GREENPOINT AVENUE,39 STREET,GREENPOINT AVENUE,39 STREET,ADDRESS,LONG ISLAND CITY,50 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T13:23:44.000,02 QUEENS,4002127501,QUEENS,1004327,208294,MOBILE,Unspecified,QUEENS,40.738372759710344,-73.92755155456184,"{'latitude': '40.738372759710344', 'longitude': '-73.92755155456184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882510,2023-09-21T13:12:39.000,2023-09-21T13:38:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10019,2 COLUMBUS CIRCLE,COLUMBUS CIRCLE,BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,ADDRESS,NEW YORK,COLUMBUS CIRCLE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T13:38:29.000,05 MANHATTAN,1010300001,MANHATTAN,989248,218971,MOBILE,Unspecified,MANHATTAN,40.767699792898384,-73.9819566299384,"{'latitude': '40.767699792898384', 'longitude': '-73.9819566299384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883717,2023-09-21T13:12:24.000,2023-09-22T14:59:26.000,DSNY,Department of Sanitation,Abandoned Bike,Chained to Public Property,Street,11368,39-06 108 STREET,108 STREET,39 AVENUE,ROOSEVELT AVENUE,39 AVENUE,ROOSEVELT AVENUE,ADDRESS,CORONA,108 STREET,Closed,The Department of Sanitation removed the items.,2023-09-22T12:53:55.000,03 QUEENS,4017767501,QUEENS,1023286,213052,ONLINE,Unspecified,QUEENS,40.75136890245101,-73.85910991939181,"{'latitude': '40.75136890245101', 'longitude': '-73.85910991939181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886722,2023-09-21T13:12:23.000,2023-09-21T13:26:16.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11236,10513 GLENWOOD ROAD,GLENWOOD ROAD,EAST  105 STREET,EAST  108 STREET,EAST  105 STREET,EAST  108 STREET,ADDRESS,BROOKLYN,GLENWOOD ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T13:26:14.000,18 BROOKLYN,3081740001,BROOKLYN,1013083,175815,MOBILE,Unspecified,BROOKLYN,40.64920128402082,-73.89609431740125,"{'latitude': '40.64920128402082', 'longitude': '-73.89609431740125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885037,2023-09-21T13:12:21.000,2023-09-23T10:38:13.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11233,558 HALSEY STREET,HALSEY STREET,LEWIS AVENUE,STUYVESANT AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,ADDRESS,BROOKLYN,HALSEY STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-23T10:38:16.000,03 BROOKLYN,3016650044,BROOKLYN,1002925,188401,MOBILE,Unspecified,BROOKLYN,40.68377429147199,-73.93266588993293,"{'latitude': '40.68377429147199', 'longitude': '-73.93266588993293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881700,2023-09-21T13:11:54.000,2023-09-21T13:23:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003,21 1 AVENUE,1 AVENUE,EAST    1 STREET,EAST    2 STREET,EAST    1 STREET,EAST    2 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T13:23:15.000,03 MANHATTAN,1004430035,MANHATTAN,987505,202877,PHONE,Unspecified,MANHATTAN,40.723526611157,-73.98825685458036,"{'latitude': '40.723526611157', 'longitude': '-73.98825685458036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889015,2023-09-21T13:11:48.000,2023-09-22T05:10:26.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11232,421 39 STREET,39 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,39 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T05:10:33.000,07 BROOKLYN,3007050068,BROOKLYN,982736,176894,MOBILE,Unspecified,BROOKLYN,40.652209712260365,-74.0054562570807,"{'latitude': '40.652209712260365', 'longitude': '-74.0054562570807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884676,2023-09-21T13:11:14.000,2023-09-21T13:14:01.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T13:13:59.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889113,2023-09-21T13:11:03.000,2023-09-22T16:37:02.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11691,173 BEACH   24 STREET,BEACH   24 STREET,DEAD END,SEAGIRT AVENUE,DEAD END,SEAGIRT AVENUE,ADDRESS,FAR ROCKAWAY,BEACH   24 STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-22T16:37:05.000,14 QUEENS,4158150035,QUEENS,1051499,155914,PHONE,Unspecified,QUEENS,40.594369005710845,-73.75785306468647,"{'latitude': '40.594369005710845', 'longitude': '-73.75785306468647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882036,2023-09-21T13:11:02.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11237,299 WYCKOFF AVENUE,WYCKOFF AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,04 BROOKLYN,3033290001,BROOKLYN,1008463,194473,PHONE,Unspecified,BROOKLYN,40.70042710422315,-73.91267640354845,"{'latitude': '40.70042710422315', 'longitude': '-73.91267640354845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884723,2023-09-21T13:11:02.000,2023-11-09T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10459,1177 REV JAMES POLITE AVENUE,REV JAMES POLITE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-09T00:00:00.000,02 BRONX,2026930049,BRONX,1012561,240680,UNKNOWN,Unspecified,BRONX,40.82724113099471,-73.89770246841906,"{'latitude': '40.82724113099471', 'longitude': '-73.89770246841906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887079,2023-09-21T13:10:59.000,2023-10-08T10:32:07.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11212,94 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,17 BROOKLYN,3046150011,BROOKLYN,1005529,181184,PHONE,Unspecified,BROOKLYN,40.6639593791275,-73.923299761958,"{'latitude': '40.6639593791275', 'longitude': '-73.923299761958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883211,2023-09-21T13:10:53.000,2023-09-26T07:50:28.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10023,244 WEST   74 STREET,WEST   74 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,07 MANHATTAN,1011650056,MANHATTAN,989048,223730,MOBILE,Unspecified,MANHATTAN,40.78076211105434,-73.98267525560783,"{'latitude': '40.78076211105434', 'longitude': '-73.98267525560783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888451,2023-09-21T13:10:51.000,2023-11-06T07:58:42.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10468,2377 CRESTON AVENUE,CRESTON AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-06T00:00:00.000,05 BRONX,2031730064,BRONX,1012000,252588,PHONE,Unspecified,BRONX,40.85992686247838,-73.89968027854793,"{'latitude': '40.85992686247838', 'longitude': '-73.89968027854793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885841,2023-09-21T13:10:51.000,2023-11-06T07:58:42.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10468,2377 CRESTON AVENUE,CRESTON AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-06T00:00:00.000,05 BRONX,2031730064,BRONX,1012000,252588,PHONE,Unspecified,BRONX,40.85992686247838,-73.89968027854793,"{'latitude': '40.85992686247838', 'longitude': '-73.89968027854793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888435,2023-09-21T13:10:51.000,2023-11-06T07:58:42.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10468,2377 CRESTON AVENUE,CRESTON AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-06T00:00:00.000,05 BRONX,2031730064,BRONX,1012000,252588,PHONE,Unspecified,BRONX,40.85992686247838,-73.89968027854793,"{'latitude': '40.85992686247838', 'longitude': '-73.89968027854793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881816,2023-09-21T13:10:51.000,2023-11-06T07:58:42.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10468,2377 CRESTON AVENUE,CRESTON AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-06T00:00:00.000,05 BRONX,2031730064,BRONX,1012000,252588,PHONE,Unspecified,BRONX,40.85992686247838,-73.89968027854793,"{'latitude': '40.85992686247838', 'longitude': '-73.89968027854793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883289,2023-09-21T13:10:39.000,2023-10-03T10:09:35.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10467,3120 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,07 BRONX,2033410034,BRONX,1017625,257813,ONLINE,Unspecified,BRONX,40.87424841138814,-73.87931920044483,"{'latitude': '40.87424841138814', 'longitude': '-73.87931920044483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883252,2023-09-21T13:10:39.000,2023-10-03T10:09:38.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WINDOW/FRAME,RESIDENTIAL BUILDING,10467,3120 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,,,,,ADDRESS,BRONX,,Closed,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-10-03T00:00:00.000,07 BRONX,2033410034,BRONX,1017625,257813,ONLINE,Unspecified,BRONX,40.87424841138814,-73.87931920044483,"{'latitude': '40.87424841138814', 'longitude': '-73.87931920044483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887269,2023-09-21T13:10:39.000,2023-10-03T10:09:37.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10467,3120 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,,,,,ADDRESS,BRONX,,Closed,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-10-03T00:00:00.000,07 BRONX,2033410034,BRONX,1017625,257813,ONLINE,Unspecified,BRONX,40.87424841138814,-73.87931920044483,"{'latitude': '40.87424841138814', 'longitude': '-73.87931920044483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888501,2023-09-21T13:10:39.000,2023-10-03T10:09:37.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,RADIATOR,RESIDENTIAL BUILDING,10467,3120 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,,,,,ADDRESS,BRONX,,Closed,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-10-03T00:00:00.000,07 BRONX,2033410034,BRONX,1017625,257813,ONLINE,Unspecified,BRONX,40.87424841138814,-73.87931920044483,"{'latitude': '40.87424841138814', 'longitude': '-73.87931920044483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885889,2023-09-21T13:10:31.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10003,19 1 AVENUE,1 AVENUE,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,03 MANHATTAN,1004430036,MANHATTAN,987495,202858,PHONE,Unspecified,MANHATTAN,40.72347446443277,-73.98829294099265,"{'latitude': '40.72347446443277', 'longitude': '-73.98829294099265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882801,2023-09-21T13:10:25.000,2023-09-21T13:59:56.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10032,BROADWAY,BROADWAY,BROADWAY,WEST  157 STREET,BROADWAY,WEST  157 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T14:00:00.000,12 MANHATTAN,,MANHATTAN,999503,243153,PHONE,Unspecified,MANHATTAN,40.83406100800248,-73.94487994277772,"{'latitude': '40.83406100800248', 'longitude': '-73.94487994277772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886222,2023-09-21T13:09:50.000,2023-10-11T08:59:05.000,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,11230,1494 OCEAN AVENUE,OCEAN AVENUE,AVENUE J,AVENUE K,AVENUE J,AVENUE K,ADDRESS,BROOKLYN,OCEAN AVENUE,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-11T08:59:08.000,14 BROOKLYN,3067217501,BROOKLYN,996371,167119,ONLINE,Unspecified,BROOKLYN,40.62537126363504,-73.95633507224319,"{'latitude': '40.62537126363504', 'longitude': '-73.95633507224319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886813,2023-09-21T13:09:40.000,2023-09-21T13:58:04.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11217,47 4 AVENUE,4 AVENUE,DEAN STREET,BERGEN STREET,DEAN STREET,BERGEN STREET,ADDRESS,BROOKLYN,4 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T13:57:37.000,06 BROOKLYN,3009300003,BROOKLYN,989994,188096,PHONE,Unspecified,BROOKLYN,40.68295497295707,-73.97928983444399,"{'latitude': '40.68295497295707', 'longitude': '-73.97928983444399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887506,2023-09-21T13:09:27.000,2023-09-27T10:44:41.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11385,920 SENECA AVENUE,SENECA AVENUE,HANCOCK STREET,WEIRFIELD STREET,HANCOCK STREET,WEIRFIELD STREET,ADDRESS,RIDGEWOOD,SENECA AVENUE,Closed,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-27T10:44:46.000,05 QUEENS,4035610027,QUEENS,1011043,194403,PHONE,Unspecified,QUEENS,40.7002275352274,-73.90337198187197,"{'latitude': '40.7002275352274', 'longitude': '-73.90337198187197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
