unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,resolution_description,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date
58961241,2023-09-29T13:52:05.000,2023-09-29T20:15:19.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11355,43-73 UNION STREET,UNION STREET,,,,,ADDRESS,FLUSHING,,Closed,2023-09-29T00:00:00.000,07 QUEENS,4051937501,QUEENS,1033763,214138,ONLINE,Unspecified,QUEENS,40.754297232347504,-73.82128806600177,"{'latitude': '40.754297232347504', 'longitude': '-73.82128806600177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,,,,,,
58959537,2023-09-29T13:52:04.000,2023-09-29T16:38:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,2750 JOHNSON AVENUE,JOHNSON AVENUE,IRWIN AVENUE,WEST  230 STREET,IRWIN AVENUE,WEST  230 STREET,ADDRESS,BRONX,JOHNSON AVENUE,Closed,2023-09-29T16:38:13.000,08 BRONX,2057260673,BRONX,1008526,259877,ONLINE,Unspecified,BRONX,40.879943166536385,-73.9122128063462,"{'latitude': '40.879943166536385', 'longitude': '-73.9122128063462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,,
59435421,2023-09-29T13:52:02.000,2023-09-29T13:53:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11234,2081 EAST   60 STREET,EAST   60 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   60 STREET,Closed,2023-09-29T13:53:00.000,18 BROOKLYN,3084030001,BROOKLYN,1007604,163318,PHONE,Unspecified,BROOKLYN,40.614915824241486,-73.91588226086712,"{'latitude': '40.614915824241486', 'longitude': '-73.91588226086712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58963267,2023-09-29T13:52:02.000,2023-10-16T14:58:46.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Passenger,Street,10121,PENN STATION,PENN STATION,WEST   32 STREET,WEST   33 STREET,WEST   32 STREET,WEST   33 STREET,UNRECOGNIZED,NEW YORK,PENNSYLVANIA STATION,Closed,2023-10-16T14:58:49.000,05 MANHATTAN,1007810002,MANHATTAN,986437,212546,PHONE,Unspecified,MANHATTAN,40.75006595421169,-73.9921067617765,"{'latitude': '40.75006595421169', 'longitude': '-73.9921067617765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",,"PENNSYLVANIA STATION, MANHATTAN (NEW YORK) ,NY, 10121",,,,,
58964444,2023-09-29T13:51:56.000,2023-10-08T17:22:10.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10303,85 HOLLAND AVENUE,HOLLAND AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,2023-10-08T00:00:00.000,01 STATEN ISLAND,5012720011,STATEN ISLAND,936727,171961,PHONE,Unspecified,STATEN ISLAND,40.63854233071241,-74.17123167867383,"{'latitude': '40.63854233071241', 'longitude': '-74.17123167867383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58962986,2023-09-29T13:51:56.000,2023-10-08T17:22:10.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10303,85 HOLLAND AVENUE,HOLLAND AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,2023-10-08T00:00:00.000,01 STATEN ISLAND,5012720011,STATEN ISLAND,936727,171961,PHONE,Unspecified,STATEN ISLAND,40.63854233071241,-74.17123167867383,"{'latitude': '40.63854233071241', 'longitude': '-74.17123167867383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58957394,2023-09-29T13:51:56.000,2023-11-01T04:03:07.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Garage or Parking Lot,Business,10474,941 GARRISON AVENUE,GARRISON AVENUE,BARRETTO STREET,MANIDA STREET,BARRETTO STREET,MANIDA STREET,ADDRESS,BRONX,GARRISON AVENUE,Closed,2023-11-01T04:03:11.000,02 BRONX,2027340046,BRONX,1014444,237399,PHONE,Unspecified,BRONX,40.81822948572786,-73.89091330230664,"{'latitude': '40.81822948572786', 'longitude': '-73.89091330230664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,,,,,,,
59436589,2023-09-29T13:51:55.000,,HPD,Department of Housing Preservation and Development,General,Bell/Buzzer/Intercom,Apartment,11226,229 EAST   18 STREET,EAST   18 STREET,ALBEMARLE ROAD,BEVERLEY ROAD,ALBEMARLE ROAD,BEVERLEY ROAD,ADDRESS,BROOKLYN,EAST   18 STREET,In Progress,,14 BROOKLYN,,BROOKLYN,994699,174513,ONLINE,Unspecified,BROOKLYN,40.64566834882091,-73.96234686753827,"{'latitude': '40.64566834882091', 'longitude': '-73.96234686753827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58964837,2023-09-29T13:51:53.000,2023-11-01T08:36:36.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11417,89-61 GOLD ROAD,GOLD ROAD,133 AVENUE,SITKA STREET,133 AVENUE,SITKA STREET,ADDRESS,OZONE PARK,GOLD ROAD,Closed,2023-11-01T08:36:43.000,10 QUEENS,4113710154,QUEENS,1026906,185171,ONLINE,Unspecified,QUEENS,40.674825604797164,-73.8462211723091,"{'latitude': '40.674825604797164', 'longitude': '-73.8462211723091', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NYC Parks inspected and determined that the site is ineligible for the Trees and Sidewalks Program because of one or more of the following reasons:  - The property adjacent to the sidewalk is not in Tax Class 1 - The property adjacent to the sidewalk is not owner-occupied - The property adjacent to the sidewalk contains a place of business  You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.,,,,,,,
59457395,2023-09-29T13:51:51.000,2023-09-29T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,11355,43-73 UNION STREET,UNION STREET,CHERRY AVENUE,45 AVENUE,CHERRY AVENUE,45 AVENUE,ADDRESS,FLUSHING,UNION STREET,Closed,2023-09-29T00:00:00.000,07 QUEENS,4051937501,QUEENS,1033763,214138,ONLINE,Unspecified,QUEENS,40.754297232347504,-73.82128806600177,"{'latitude': '40.754297232347504', 'longitude': '-73.82128806600177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59436381,2023-09-29T13:51:49.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Door,Apartment,11419,117-19 101 AVENUE,101 AVENUE,117 STREET,118 STREET,117 STREET,118 STREET,ADDRESS,SOUTH RICHMOND HILL,101 AVENUE,Closed,2023-10-03T00:00:00.000,09 QUEENS,4094530021,QUEENS,1032100,190545,PHONE,Unspecified,QUEENS,40.68954943236323,-73.82745820661438,"{'latitude': '40.68954943236323', 'longitude': '-73.82745820661438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59460554,2023-09-29T13:51:46.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Electric,Power Outage,Apartment,11419,117-19 101 AVENUE,101 AVENUE,117 STREET,118 STREET,117 STREET,118 STREET,ADDRESS,SOUTH RICHMOND HILL,101 AVENUE,Closed,2023-10-03T00:00:00.000,09 QUEENS,4094530021,QUEENS,1032100,190545,PHONE,Unspecified,QUEENS,40.68954943236323,-73.82745820661438,"{'latitude': '40.68954943236323', 'longitude': '-73.82745820661438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58958287,2023-09-29T13:51:40.000,2023-10-02T19:23:51.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11203,306 EAST   51 STREET,EAST   51 STREET,,,,,ADDRESS,BROOKLYN,,Closed,2023-10-02T00:00:00.000,17 BROOKLYN,3046560022,BROOKLYN,1003764,177727,PHONE,Unspecified,BROOKLYN,40.65447474370825,-73.92967171269461,"{'latitude': '40.65447474370825', 'longitude': '-73.92967171269461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58958180,2023-09-29T13:51:40.000,2023-10-02T19:23:51.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11203,306 EAST   51 STREET,EAST   51 STREET,,,,,ADDRESS,BROOKLYN,,Closed,2023-10-02T00:00:00.000,17 BROOKLYN,3046560022,BROOKLYN,1003764,177727,PHONE,Unspecified,BROOKLYN,40.65447474370825,-73.92967171269461,"{'latitude': '40.65447474370825', 'longitude': '-73.92967171269461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58967635,2023-09-29T13:51:40.000,2023-10-02T19:23:51.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11203,306 EAST   51 STREET,EAST   51 STREET,,,,,ADDRESS,BROOKLYN,,Closed,2023-10-02T00:00:00.000,17 BROOKLYN,3046560022,BROOKLYN,1003764,177727,PHONE,Unspecified,BROOKLYN,40.65447474370825,-73.92967171269461,"{'latitude': '40.65447474370825', 'longitude': '-73.92967171269461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58964831,2023-09-29T13:51:40.000,2023-09-29T13:51:40.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10452,1224 WALTON AVENUE,WALTON AVENUE,EAST 167 STREET,EAST 168 STREET,EAST  167 STREET,EAST  168 STREET,ADDRESS,BRONX,WALTON AVENUE,Closed,2023-09-29T13:51:40.000,04 BRONX,2024650010,BRONX,1006654,243726,ONLINE,Unspecified,BRONX,40.83561848133536,-73.91903633610696,"{'latitude': '40.83561848133536', 'longitude': '-73.91903633610696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",,,,,,,
59459618,2023-09-29T13:51:40.000,2023-10-01T08:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11357,154-40 21 AVENUE,21 AVENUE,154 STREET,157 STREET,154 STREET,157 STREET,ADDRESS,WHITESTONE,21 AVENUE,Closed,2023-10-01T08:30:00.000,07 QUEENS,4047380030,QUEENS,1037280,223291,PHONE,Unspecified,QUEENS,40.77939939227451,-73.80852165092556,"{'latitude': '40.77939939227451', 'longitude': '-73.80852165092556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58958384,2023-09-29T13:51:40.000,2023-10-02T19:23:51.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11203,306 EAST   51 STREET,EAST   51 STREET,,,,,ADDRESS,BROOKLYN,,Closed,2023-10-02T00:00:00.000,17 BROOKLYN,3046560022,BROOKLYN,1003764,177727,PHONE,Unspecified,BROOKLYN,40.65447474370825,-73.92967171269461,"{'latitude': '40.65447474370825', 'longitude': '-73.92967171269461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58964693,2023-09-29T13:51:40.000,2023-10-02T19:23:50.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11203,306 EAST   51 STREET,EAST   51 STREET,,,,,ADDRESS,BROOKLYN,,Closed,2023-10-02T00:00:00.000,17 BROOKLYN,3046560022,BROOKLYN,1003764,177727,PHONE,Unspecified,BROOKLYN,40.65447474370825,-73.92967171269461,"{'latitude': '40.65447474370825', 'longitude': '-73.92967171269461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58967783,2023-09-29T13:51:28.000,2023-10-05T17:50:43.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10032,46 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,2023-10-05T00:00:00.000,12 MANHATTAN,1021370058,MANHATTAN,999643,244172,ONLINE,Unspecified,MANHATTAN,40.83685762502109,-73.94437168375892,"{'latitude': '40.83685762502109', 'longitude': '-73.94437168375892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,,,,,,,
58965815,2023-09-29T13:51:26.000,2023-10-06T10:46:51.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10456,756 ST ANNS AVENUE,ST ANNS AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-06T00:00:00.000,01 BRONX,2026187501,BRONX,1009059,237994,PHONE,Unspecified,BRONX,40.81987935726384,-73.91036633923646,"{'latitude': '40.81987935726384', 'longitude': '-73.91036633923646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58965985,2023-09-29T13:51:26.000,2023-10-06T10:46:51.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10456,756 ST ANNS AVENUE,ST ANNS AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-06T00:00:00.000,01 BRONX,2026187501,BRONX,1009059,237994,PHONE,Unspecified,BRONX,40.81987935726384,-73.91036633923646,"{'latitude': '40.81987935726384', 'longitude': '-73.91036633923646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58956738,2023-09-29T13:51:26.000,2023-10-06T10:46:51.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10456,756 ST ANNS AVENUE,ST ANNS AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-06T00:00:00.000,01 BRONX,2026187501,BRONX,1009059,237994,PHONE,Unspecified,BRONX,40.81987935726384,-73.91036633923646,"{'latitude': '40.81987935726384', 'longitude': '-73.91036633923646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58956897,2023-09-29T13:51:26.000,2023-10-06T10:46:50.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10456,756 ST ANNS AVENUE,ST ANNS AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-06T00:00:00.000,01 BRONX,2026187501,BRONX,1009059,237994,PHONE,Unspecified,BRONX,40.81987935726384,-73.91036633923646,"{'latitude': '40.81987935726384', 'longitude': '-73.91036633923646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
59453673,2023-09-29T13:51:24.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Flooring/Stairs,Floor,Apartment,11203,306 EAST   51 STREET,EAST   51 STREET,LENOX ROAD,LINDEN BOULEVARD,LENOX ROAD,LINDEN BOULEVARD,ADDRESS,BROOKLYN,EAST   51 STREET,Closed,2023-10-02T00:00:00.000,17 BROOKLYN,3046560022,BROOKLYN,1003764,177727,PHONE,Unspecified,BROOKLYN,40.65447474370825,-73.92967171269461,"{'latitude': '40.65447474370825', 'longitude': '-73.92967171269461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59436130,2023-09-29T13:51:21.000,2023-10-07T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11208,790 ELDERT LANE,ELDERT LANE,DUMONT AVENUE,LINDEN BOULEVARD,DUMONT AVENUE,LINDEN BOULEVARD,ADDRESS,BROOKLYN,ELDERT LANE,Closed,2023-10-07T00:00:00.000,05 BROOKLYN,3042719001,BROOKLYN,1022225,183607,PHONE,Unspecified,BROOKLYN,40.67055409879978,-73.8631053928292,"{'latitude': '40.67055409879978', 'longitude': '-73.8631053928292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59438183,2023-09-29T13:51:21.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,Apartment,11203,306 EAST   51 STREET,EAST   51 STREET,LENOX ROAD,LINDEN BOULEVARD,LENOX ROAD,LINDEN BOULEVARD,ADDRESS,BROOKLYN,EAST   51 STREET,Closed,2023-10-02T00:00:00.000,17 BROOKLYN,3046560022,BROOKLYN,1003764,177727,PHONE,Unspecified,BROOKLYN,40.65447474370825,-73.92967171269461,"{'latitude': '40.65447474370825', 'longitude': '-73.92967171269461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58967396,2023-09-29T13:51:17.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10034,2 SEAMAN AVENUE,SEAMAN AVENUE,,,,,ADDRESS,NEW YORK,,Open,2023-09-29T00:00:00.000,12 MANHATTAN,1022470056,MANHATTAN,1004197,254915,PHONE,Unspecified,MANHATTAN,40.8663348510651,-73.92788215861218,"{'latitude': '40.8663348510651', 'longitude': '-73.92788215861218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,,,,,,
59439445,2023-09-29T13:51:17.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11203,306 EAST   51 STREET,EAST   51 STREET,LENOX ROAD,LINDEN BOULEVARD,LENOX ROAD,LINDEN BOULEVARD,ADDRESS,BROOKLYN,EAST   51 STREET,Closed,2023-10-02T00:00:00.000,17 BROOKLYN,3046560022,BROOKLYN,1003764,177727,PHONE,Unspecified,BROOKLYN,40.65447474370825,-73.92967171269461,"{'latitude': '40.65447474370825', 'longitude': '-73.92967171269461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58967773,2023-09-29T13:51:12.000,2023-10-10T19:19:10.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11234,6910 AVENUE U,AVENUE U,,,,,ADDRESS,BROOKLYN,,Closed,2023-10-10T00:00:00.000,18 BROOKLYN,3084290036,BROOKLYN,1009582,164801,PHONE,Unspecified,BROOKLYN,40.618980915279145,-73.90875223099572,"{'latitude': '40.618980915279145', 'longitude': '-73.90875223099572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58960338,2023-09-29T13:50:59.000,2023-10-07T11:28:29.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11216,362 TOMPKINS AVENUE,TOMPKINS AVENUE,MADISON STREET,PUTNAM AVENUE,MADISON STREET,PUTNAM AVENUE,ADDRESS,BROOKLYN,TOMPKINS AVENUE,Closed,2023-09-30T14:05:42.000,03 BROOKLYN,3018240043,BROOKLYN,999707,188871,PHONE,Unspecified,BROOKLYN,40.685070538434985,-73.94426754812193,"{'latitude': '40.685070538434985', 'longitude': '-73.94426754812193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation cleaned the location.,,,,,,,
58967051,2023-09-29T13:50:56.000,2023-09-29T14:06:49.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10021,14 EAST   76 STREET,EAST   76 STREET,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,EAST   76 STREET,Closed,2023-09-29T14:06:47.000,08 MANHATTAN,1013900063,MANHATTAN,994161,221501,MOBILE,Unspecified,MANHATTAN,40.77463983954633,-73.9642163903062,"{'latitude': '40.77463983954633', 'longitude': '-73.9642163903062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,,
59450155,2023-09-29T13:50:55.000,2023-10-06T00:00:00.000,HPD,Department of Housing Preservation and Development,Electric,Power Outage,Building-Wide,11233,666 HANCOCK STREET,HANCOCK STREET,MALCOLM X BOULEVARD,PATCHEN AVENUE,MALCOLM X BOULEVARD,PATCHEN AVENUE,ADDRESS,BROOKLYN,HANCOCK STREET,Closed,2023-10-06T00:00:00.000,03 BROOKLYN,3016620012,BROOKLYN,1004080,188850,PHONE,Unspecified,BROOKLYN,40.68500418133528,-73.92850013138882,"{'latitude': '40.68500418133528', 'longitude': '-73.92850013138882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58966145,2023-09-29T13:50:51.000,2023-10-04T19:02:46.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10452,975 WALTON AVENUE,WALTON AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-04T00:00:00.000,04 BRONX,2024760022,BRONX,1005614,241459,PHONE,Unspecified,BRONX,40.829398797965425,-73.92280191014713,"{'latitude': '40.829398797965425', 'longitude': '-73.92280191014713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development was unable to access the rooms where the following conditions were reported. No violations were issued. The complaint has been closed.,,,,,,,
59439500,2023-09-29T13:50:48.000,2023-09-29T17:15:00.000,DEP,Department of Environmental Protection,Water Maintenance,Leak,N/A,10307,664 YETMAN AVENUE,YETMAN AVENUE,BILLOP AVENUE,DEAD END,BILLOP AVENUE,DEAD END,ADDRESS,STATEN ISLAND,YETMAN AVENUE,Closed,2023-09-29T17:15:00.000,03 STATEN ISLAND,,STATEN ISLAND,917543,121395,PHONE,Unspecified,STATEN ISLAND,40.49962535587029,-74.23985500121687,"{'latitude': '40.49962535587029', 'longitude': '-74.23985500121687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58963217,2023-09-29T13:50:45.000,2023-09-30T08:57:31.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Trunk Split,Street,11368,37-02 98 STREET,98 STREET,37 AVENUE,38 AVENUE,37 AVENUE,38 AVENUE,ADDRESS,CORONA,98 STREET,Closed,2023-09-30T08:48:46.000,03 QUEENS,4017600007,QUEENS,1020571,213176,ONLINE,Unspecified,QUEENS,40.75172081956098,-73.8689083063042,"{'latitude': '40.75172081956098', 'longitude': '-73.8689083063042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NYC Parks visited the site and inspected the condition. No work is necessary at this time.,,,,,,,
59449038,2023-09-29T13:50:37.000,2023-09-29T16:35:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11208,795 FOUNTAIN AVENUE,FOUNTAIN AVENUE,OLD MILL ROAD,FLATLANDS AVENUE,OLD MILL ROAD,FLATLANDS AVENUE,ADDRESS,BROOKLYN,FOUNTAIN AVENUE,Closed,2023-09-29T16:35:00.000,05 BROOKLYN,3045650067,BROOKLYN,1020991,180116,PHONE,Unspecified,BROOKLYN,40.66097729732736,-73.86757280976697,"{'latitude': '40.66097729732736', 'longitude': '-73.86757280976697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59435477,2023-09-29T13:50:37.000,2023-10-01T11:50:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11365,71-33 166 STREET,166 STREET,71 AVENUE,72 AVENUE,71 AVENUE,72 AVENUE,ADDRESS,FRESH MEADOWS,166 STREET,Closed,2023-10-01T11:50:00.000,08 QUEENS,,QUEENS,1038771,205145,PHONE,Unspecified,QUEENS,40.729584289034406,-73.80328517079926,"{'latitude': '40.729584289034406', 'longitude': '-73.80328517079926', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59445673,2023-09-29T13:50:36.000,2023-09-30T08:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11224,LYME AVENUE,LYME AVENUE,LYME AVENUE,SEAGATE AVENUE,LYME AVENUE,SEAGATE AVENUE,INTERSECTION,,,Closed,2023-09-30T08:00:00.000,13 BROOKLYN,,BROOKLYN,982669,149611,PHONE,Unspecified,BROOKLYN,40.57732350999485,-74.00569132799167,"{'latitude': '40.57732350999485', 'longitude': '-74.00569132799167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59453367,2023-09-29T13:50:30.000,2023-09-30T01:23:00.000,DEP,Department of Environmental Protection,Water Maintenance,Water in Basement,N/A,11413,121-05 MILBURN STREET,MILBURN STREET,121 AVENUE,122 AVENUE,121 AVENUE,122 AVENUE,ADDRESS,SPRINGFIELD GARDENS,MILBURN STREET,Closed,2023-09-30T01:23:00.000,12 QUEENS,,QUEENS,1050867,188953,PHONE,Unspecified,QUEENS,40.68505841463139,-73.75980251834858,"{'latitude': '40.68505841463139', 'longitude': '-73.75980251834858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
