unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_segment,facility_type,bridge_highway_direction,road_ramp,due_date,taxi_pick_up_location
58856073,2023-09-19T14:05:40.000,2023-09-19T14:34:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11103,41-14 BROADWAY,BROADWAY,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T14:34:25.000,01 QUEENS,4006770039,QUEENS,1007038,215584,MOBILE,Unspecified,QUEENS,40.758375396348534,-73.91774413455852,"{'latitude': '40.758375396348534', 'longitude': '-73.91774413455852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41 STREET,42 STREET,41 STREET,42 STREET,BROADWAY,,,,,,,
58856767,2023-09-19T14:05:34.000,2023-09-21T16:25:59.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10024,151 WEST   86 STREET,WEST   86 STREET,ADDRESS,NEW YORK,Closed,This request required re-assignment to a new DOT unit.,2023-09-21T16:26:08.000,07 MANHATTAN,1012170011,MANHATTAN,991460,226095,ONLINE,Unspecified,MANHATTAN,40.787251767757766,-73.97396340486416,"{'latitude': '40.787251767757766', 'longitude': '-73.97396340486416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,WEST   86 STREET,,,,,,,
58861041,2023-09-19T14:05:00.000,2023-09-20T09:55:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11421,86-13 91 AVENUE,91 AVENUE,ADDRESS,WOODHAVEN,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-20T09:55:00.000,09 QUEENS,4089680031,QUEENS,1024087,189987,PHONE,Unspecified,QUEENS,40.68805754694449,-73.85635543843172,"{'latitude': '40.68805754694449', 'longitude': '-73.85635543843172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",86 ST,87 ST,,,,,,,,,,
58857693,2023-09-19T14:05:00.000,2023-09-23T00:30:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10016,166 EAST   35 STREET,EAST   35 STREET,ADDRESS,NEW YORK,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-23T00:30:00.000,06 MANHATTAN,1008900049,MANHATTAN,990224,211328,UNKNOWN,Unspecified,MANHATTAN,40.74672110332963,-73.9784399460149,"{'latitude': '40.74672110332963', 'longitude': '-73.9784399460149', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3 AVE,LEXINGTON AVE,,,,,,,,,,
58868775,2023-09-19T14:05:00.000,2023-09-28T08:14:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11694,180 BEACH  117 STREET,BEACH  117 STREET,ADDRESS,FAR ROCKAWAY,Closed,,2023-09-28T08:14:00.000,14 QUEENS,4162260074,QUEENS,1029314,150248,ONLINE,Unspecified,QUEENS,40.57895755424285,-73.83777329170152,"{'latitude': '40.57895755424285', 'longitude': '-73.83777329170152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OCEAN PROM,ROCKAWAY BEACH BLVD,,,,,,N/A,,,,
58858229,2023-09-19T14:05:00.000,2023-09-19T14:25:00.000,DEP,Department of Environmental Protection,Water System,LOW WATER PRESSURE - WLWP,,11385,88-64 81 ROAD,81 ROAD,ADDRESS,RIDGEWOOD,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2023-09-19T14:25:00.000,05 QUEENS,4038630109,QUEENS,1023690,195829,PHONE,Unspecified,QUEENS,40.70409423665511,-73.85775273438115,"{'latitude': '40.70409423665511', 'longitude': '-73.85775273438115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",88 ST,WOODHAVEN BLVD,,,,,,,,,,
58856992,2023-09-19T14:04:59.000,2023-09-22T12:34:02.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10306,48 NEW DORP PLAZA,NEW DORP PLAZA,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the requested items.,2023-09-21T12:41:08.000,02 STATEN ISLAND,5042090029,STATEN ISLAND,951803,148281,ONLINE,Unspecified,STATEN ISLAND,40.573613687811324,-74.11679716475419,"{'latitude': '40.573613687811324', 'longitude': '-74.11679716475419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW DORP LANE,ROSE AVENUE,NEW DORP LANE,ROSE AVENUE,NEW DORP PLAZA,,,,,,,
58858414,2023-09-19T14:04:52.000,2023-09-20T11:46:18.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Street/Curbside,11434,115 AVENUE,115 AVENUE,INTERSECTION,,Closed,"NYC Parks couldnât respond to your complaint because they didn't have enough information about the condition or location.  If the problem still exists and you would like to pursue this complaint, please submit a new Service Request with a more detailed description of the condition and/or location.",2023-09-20T11:46:24.000,12 QUEENS,,QUEENS,1046747,191114,PHONE,Unspecified,QUEENS,40.691019893640885,-73.77463767616923,"{'latitude': '40.691019893640885', 'longitude': '-73.77463767616923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",115 AVENUE,175 STREET,115 AVENUE,175 STREET,,,,,,,,
58869543,2023-09-19T14:04:52.000,2023-09-19T14:59:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,570 WEST  204 STREET,WEST  204 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T14:59:57.000,12 MANHATTAN,1022210022,MANHATTAN,1005949,254270,ONLINE,Unspecified,MANHATTAN,40.86456038961465,-73.92154994150562,"{'latitude': '40.86456038961465', 'longitude': '-73.92154994150562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",POST AVENUE,SHERMAN AVENUE,POST AVENUE,SHERMAN AVENUE,WEST  204 STREET,,,,,,,
58858433,2023-09-19T14:04:51.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10024,170 WEST   83 STREET,WEST   83 STREET,ADDRESS,NEW YORK,In Progress,,,07 MANHATTAN,1012130061,MANHATTAN,991049,225387,UNKNOWN,Unspecified,MANHATTAN,40.78530882272634,-73.97544831563603,"{'latitude': '40.78530882272634', 'longitude': '-73.97544831563603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,WEST   83 STREET,,,,,,,
58862779,2023-09-19T14:04:20.000,2023-10-10T09:46:12.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10035,EAST  126 STREET,EAST  126 STREET,INTERSECTION,,Closed,The Department of Sanitation cleaned the location.,2023-09-20T11:26:46.000,11 MANHATTAN,,MANHATTAN,1000817,233079,UNKNOWN,Unspecified,MANHATTAN,40.80640835881916,-73.94015638777078,"{'latitude': '40.80640835881916', 'longitude': '-73.94015638777078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  126 STREET,MADISON AVENUE,EAST  126 STREET,MADISON AVENUE,,,,,,,,
58862049,2023-09-19T14:03:44.000,2023-09-21T15:36:16.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11212,344 CHESTER STREET,CHESTER STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-21T00:00:00.000,16 BROOKLYN,3035740001,BROOKLYN,1009198,180923,PHONE,Unspecified,BROOKLYN,40.66323341427075,-73.91007581160015,"{'latitude': '40.66323341427075', 'longitude': '-73.91007581160015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58860073,2023-09-19T14:03:44.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11212,344 CHESTER STREET,CHESTER STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,16 BROOKLYN,3035740001,BROOKLYN,1009198,180923,PHONE,Unspecified,BROOKLYN,40.66323341427075,-73.91007581160015,"{'latitude': '40.66323341427075', 'longitude': '-73.91007581160015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58860049,2023-09-19T14:03:44.000,2023-09-21T15:36:16.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11212,344 CHESTER STREET,CHESTER STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-21T00:00:00.000,16 BROOKLYN,3035740001,BROOKLYN,1009198,180923,PHONE,Unspecified,BROOKLYN,40.66323341427075,-73.91007581160015,"{'latitude': '40.66323341427075', 'longitude': '-73.91007581160015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58863876,2023-09-19T14:03:40.000,2023-09-22T13:07:07.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11226,120 EAST   19 STREET,EAST   19 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-22T00:00:00.000,14 BROOKLYN,3051220012,BROOKLYN,994919,174794,ONLINE,Unspecified,BROOKLYN,40.64643937078732,-73.96155364982612,"{'latitude': '40.64643937078732', 'longitude': '-73.96155364982612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58860286,2023-09-19T14:03:38.000,2023-09-19T14:27:30.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11434,131-19 178 PLACE,178 PLACE,ADDRESS,JAMAICA,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-19T14:25:58.000,12 QUEENS,4125420056,QUEENS,1049988,186618,PHONE,Unspecified,QUEENS,40.678655966129135,-73.76299464687104,"{'latitude': '40.678655966129135', 'longitude': '-73.76299464687104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",131 AVENUE,132 AVENUE,131 AVENUE,132 AVENUE,178 PLACE,,,,,,,
58856477,2023-09-19T14:03:36.000,2023-09-20T10:42:31.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11357,163-68 15 DRIVE,15 DRIVE,ADDRESS,WHITESTONE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T10:42:34.000,07 QUEENS,4047650038,QUEENS,1039826,225383,PHONE,Unspecified,QUEENS,40.78512571994933,-73.79931139379066,"{'latitude': '40.78512571994933', 'longitude': '-73.79931139379066', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",163 STREET,166 STREET,163 STREET,166 STREET,15 DRIVE,,,,,,,
58858186,2023-09-19T14:03:34.000,2023-10-05T09:02:36.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10032,834 RIVERSIDE DRIVE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,12 MANHATTAN,1021360018,MANHATTAN,999243,243797,PHONE,Unspecified,MANHATTAN,40.835829046904706,-73.94581807002287,"{'latitude': '40.835829046904706', 'longitude': '-73.94581807002287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58865875,2023-09-19T14:03:26.000,2023-09-25T07:19:57.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10459,741 JENNINGS STREET,JENNINGS STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,03 BRONX,2029620064,BRONX,1012303,242334,MOBILE,Unspecified,BRONX,40.83178170766655,-73.89862779539902,"{'latitude': '40.83178170766655', 'longitude': '-73.89862779539902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58861403,2023-09-19T14:03:24.000,2023-09-20T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,11216,868 STERLING PLACE,STERLING PLACE,ADDRESS,BROOKLYN,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-20T00:00:00.000,08 BROOKLYN,3012480013,BROOKLYN,998242,184285,UNKNOWN,Unspecified,BROOKLYN,40.67248544587681,-73.94955933808762,"{'latitude': '40.67248544587681', 'longitude': '-73.94955933808762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,N/A,,,,
58869178,2023-09-19T14:03:21.000,2023-09-19T17:31:11.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11429,104-02 219 STREET,219 STREET,ADDRESS,QUEENS VILLAGE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T17:31:14.000,13 QUEENS,4111630047,QUEENS,1057519,198627,PHONE,Unspecified,QUEENS,40.711558604096425,-73.73571264548188,"{'latitude': '40.711558604096425', 'longitude': '-73.73571264548188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",104 AVENUE,107 AVENUE,104 AVENUE,107 AVENUE,219 STREET,,,,,,,
58860434,2023-09-19T14:02:54.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10305,139 ROBIN ROAD,ROBIN ROAD,ADDRESS,STATEN ISLAND,In Progress,,2023-11-27T07:42:27.000,02 STATEN ISLAND,5031160112,STATEN ISLAND,965792,155466,PHONE,Unspecified,STATEN ISLAND,40.59337524241609,-74.06646160317219,"{'latitude': '40.59337524241609', 'longitude': '-74.06646160317219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AUSTIN AVENUE,MILLS AVENUE,AUSTIN AVENUE,MILLS AVENUE,ROBIN ROAD,,,,,,,
58858447,2023-09-19T14:02:50.000,2023-10-16T12:43:09.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11230,1869 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-16T12:43:17.000,14 BROOKLYN,3067580082,BROOKLYN,994613,162111,PHONE,Unspecified,BROOKLYN,40.6116275761551,-73.96267581206723,"{'latitude': '40.6116275761551', 'longitude': '-73.96267581206723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE O,AVENUE P,AVENUE O,AVENUE P,CONEY ISLAND AVENUE,,,,,,,
58866426,2023-09-19T14:02:42.000,2023-09-28T17:05:19.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11208,3 CYPRESS COURT,CYPRESS COURT,ADDRESS,BROOKLYN,Closed,The Department of Transportation has approved the sidewalk re-inspection request. The property owner will be notified by mail within 120 days with the date of re-inspection.,2023-09-28T17:05:22.000,05 BROOKLYN,3041060106,BROOKLYN,1019399,189828,PHONE,Unspecified,BROOKLYN,40.687640987816955,-73.87326026930168,"{'latitude': '40.687640987816955', 'longitude': '-73.87326026930168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CRESCENT STREET,DEAD END,CRESCENT STREET,DEAD END,CYPRESS COURT,,,,,,,
58858412,2023-09-19T14:02:31.000,2023-09-22T15:29:03.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11217,186 LINCOLN PLACE,LINCOLN PLACE,ADDRESS,BROOKLYN,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-22T15:29:06.000,06 BROOKLYN,3010610014,BROOKLYN,991494,185361,ONLINE,Unspecified,BROOKLYN,40.67544691735273,-73.97388447932352,"{'latitude': '40.67544691735273', 'longitude': '-73.97388447932352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,LINCOLN PLACE,,,,,,,
58869409,2023-09-19T14:02:16.000,2023-09-19T14:24:22.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10039,2749 8 AVENUE,8 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T14:24:26.000,10 MANHATTAN,1020450031,MANHATTAN,1000509,239402,ONLINE,Unspecified,MANHATTAN,40.82376379334697,-73.94125363302257,"{'latitude': '40.82376379334697', 'longitude': '-73.94125363302257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  146 STREET,WEST  147 STREET,WEST  146 STREET,WEST  147 STREET,8 AVENUE,,,,,,,
58856368,2023-09-19T14:02:00.000,2023-09-19T14:25:00.000,DEP,Department of Environmental Protection,Water System,LOW WATER PRESSURE - WLWP,,11385,87-18 UNION TURNPIKE,UNION TURNPIKE,ADDRESS,RIDGEWOOD,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2023-09-19T14:25:00.000,05 QUEENS,4038480020,QUEENS,1022923,196004,PHONE,Unspecified,QUEENS,40.7045779552874,-73.86051804443973,"{'latitude': '40.7045779552874', 'longitude': '-73.86051804443973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",87 ST,88 ST,,,,,,,,,,
58863022,2023-09-19T14:02:00.000,2023-09-20T11:50:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10307,218 FINLAY STREET,FINLAY STREET,ADDRESS,STATEN ISLAND,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-20T11:50:00.000,03 STATEN ISLAND,5079250026,STATEN ISLAND,915153,122379,ONLINE,Unspecified,STATEN ISLAND,40.50230796340729,-74.24845859399551,"{'latitude': '40.50230796340729', 'longitude': '-74.24845859399551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HYLAN BLVD,CLERMONT AVE,,,,,,,,,,
58865205,2023-09-19T14:01:56.000,2023-09-19T16:30:58.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11230,950 EAST FIFTH STREET,EAST FIFTH STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T16:31:02.000,14 BROOKLYN,3065010036,BROOKLYN,991827,168261,MOBILE,Unspecified,BROOKLYN,40.628510865238425,-73.97270318346541,"{'latitude': '40.628510865238425', 'longitude': '-73.97270318346541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FOSTER AVENUE,WALSH COURT,FOSTER AVENUE,WALSH COURT,EAST    5 STREET,,,,,,,
58860985,2023-09-19T14:01:31.000,2023-09-20T10:22:27.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Immigration Services Provider,Business,11223,1780 WEST    3 STREET,WEST    3 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Consumer and Worker Protection (DCWP) closed your NYC311 Service Request.   DCWP couldn't take action on your complaint because it didn't include important details, such as your contact information or the business's name or location.  If you would like to pursue this complaint, you can file a new NYC311 Service Request. Please provide more information about the complaint so DCWP can help you.",2023-09-20T10:22:32.000,11 BROOKLYN,3066530034,BROOKLYN,990897,159411,PHONE,Unspecified,BROOKLYN,40.60422019610889,-73.97606230366148,"{'latitude': '40.60422019610889', 'longitude': '-73.97606230366148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KINGS HIGHWAY,HIGHLAWN AVENUE,KINGS HIGHWAY,HIGHLAWN AVENUE,WEST    3 STREET,,,,,,,
58857165,2023-09-19T14:01:14.000,2023-09-19T19:03:22.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11101,37-24 34 STREET,34 STREET,ADDRESS,LONG ISLAND CITY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T19:03:26.000,01 QUEENS,4003750029,QUEENS,1003897,213744,ONLINE,Unspecified,QUEENS,40.75333260416638,-73.92908730090119,"{'latitude': '40.75333260416638', 'longitude': '-73.92908730090119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37 AVENUE,38 AVENUE,37 AVENUE,38 AVENUE,34 STREET,,,,,,,
58869282,2023-09-19T14:01:00.000,2023-09-20T08:10:00.000,DOT,Department of Transportation,Traffic Signal Condition,Post,,11422,,,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-20T08:10:00.000,13 QUEENS,,QUEENS,1056600,181891,UNKNOWN,Unspecified,QUEENS,40.6656298961221,-73.73920726120583,"{'latitude': '40.6656298961221', 'longitude': '-73.73920726120583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,BROOKVILLE BOULEVARD,SUNRISE HIGHWAY,,,,N/A,,,,
58856874,2023-09-19T14:00:42.000,2023-10-01T08:55:44.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10019,756 9 AVENUE,9 AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",2023-10-01T08:55:47.000,04 MANHATTAN,1010410061,MANHATTAN,987401,217592,PHONE,Unspecified,MANHATTAN,40.76391564589152,-73.98862516435561,"{'latitude': '40.76391564589152', 'longitude': '-73.98862516435561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,9 AVENUE,,,,,,,
58870423,2023-09-19T14:00:42.000,2023-09-19T14:44:34.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10019,756 9 AVENUE,9 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-19T14:44:29.000,04 MANHATTAN,1010410061,MANHATTAN,987401,217592,PHONE,Unspecified,MANHATTAN,40.76391564589152,-73.98862516435561,"{'latitude': '40.76391564589152', 'longitude': '-73.98862516435561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,9 AVENUE,,,,,,,
58858199,2023-09-19T14:00:21.000,2023-10-04T20:16:02.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10453,1710 ANDREWS AVENUE SOUTH,ANDREWS AVENUE SOUTH,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,05 BRONX,2028780170,BRONX,1006981,248944,PHONE,Unspecified,BRONX,40.849939523389224,-73.91783693587539,"{'latitude': '40.849939523389224', 'longitude': '-73.91783693587539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58865810,2023-09-19T14:00:21.000,2023-10-04T20:16:02.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10453,1710 ANDREWS AVENUE SOUTH,ANDREWS AVENUE SOUTH,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,05 BRONX,2028780170,BRONX,1006981,248944,PHONE,Unspecified,BRONX,40.849939523389224,-73.91783693587539,"{'latitude': '40.849939523389224', 'longitude': '-73.91783693587539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58855506,2023-09-19T14:00:18.000,2023-09-20T01:59:23.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10463,21 ADRIAN AVENUE,ADRIAN AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T01:59:27.000,08 BRONX,1022150304,BRONX,1008602,258554,ONLINE,Unspecified,BRONX,40.87631173363657,-73.91194278369295,"{'latitude': '40.87631173363657', 'longitude': '-73.91194278369295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TERRACE VIEW AVENUE,WEST  227 STREET,TERRACE VIEW AVENUE,WEST  227 STREET,ADRIAN AVENUE,,,,,,,
58903028,2023-09-19T14:00:18.000,2023-10-11T10:29:40.000,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,11205,358 PARK AVENUE,PARK AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-11T10:29:45.000,02 BROOKLYN,3018950029,BROOKLYN,994654,192886,PHONE,Unspecified,BROOKLYN,40.696098169193384,-73.96248066800175,"{'latitude': '40.696098169193384', 'longitude': '-73.96248066800175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EMERSON PLACE,CLASSON AVENUE,EMERSON PLACE,CLASSON AVENUE,PARK AVENUE,,,,,,,
58866453,2023-09-19T14:00:00.000,2023-09-21T11:49:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10305,57 FINGERBOARD ROAD,FINGERBOARD ROAD,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the E-waste.,2023-09-21T11:49:00.000,01 STATEN ISLAND,5028640085,STATEN ISLAND,966403,160878,PHONE,Unspecified,STATEN ISLAND,40.60823133196899,-74.0642758790262,"{'latitude': '40.60823133196899', 'longitude': '-74.0642758790262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BANG TERRACE,SUMMER STREET,,,,,,,,,,
