unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,vehicle_type,due_date
58949349,2023-09-28T16:17:31.000,2023-10-04T10:56:05.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11355,147-32 41 AVENUE,41 AVENUE,147 STREET,149 STREET,147 STREET,149 STREET,ADDRESS,FLUSHING,41 AVENUE,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-04T10:56:11.000,07 QUEENS,QUEENS,1034752,216788,PHONE,Unspecified,QUEENS,40.7615651961835,-73.81769847957088,"{'latitude': '40.7615651961835', 'longitude': '-73.81769847957088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4050520052,,,,,,,,
58952028,2023-09-28T16:17:05.000,2023-10-03T12:34:02.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11225,3 HAWTHORNE STREET,HAWTHORNE STREET,FLATBUSH AVENUE,BEDFORD AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,HAWTHORNE STREET,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-30T10:16:16.000,09 BROOKLYN,BROOKLYN,995447,178742,MOBILE,Unspecified,BROOKLYN,40.65727511839061,-73.95964441773495,"{'latitude': '40.65727511839061', 'longitude': '-73.95964441773495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58945930,2023-09-28T16:17:00.000,2023-09-28T17:40:00.000,DEP,Department of Environmental Protection,Sewer,Manhole Cover Missing (Emergency) (SA3),,11205,229 PARK AVENUE,PARK AVENUE,VANDERBILT AVE,CLINTON AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and resolved the issue with the sewer manhole cover.,2023-09-28T17:40:00.000,02 BROOKLYN,BROOKLYN,992649,192886,ONLINE,Unspecified,BROOKLYN,40.69610029920267,-73.96971118068387,"{'latitude': '40.69610029920267', 'longitude': '-73.96971118068387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3018720053,,,,,,,,
58949715,2023-09-28T16:16:58.000,2023-09-28T21:28:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,61-45 55 STREET,55 STREET,ANDREWS AVENUE,METROPOLITAN AVENUE,ANDREWS AVENUE,METROPOLITAN AVENUE,ADDRESS,MASPETH,55 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T21:28:24.000,05 QUEENS,QUEENS,1009643,199301,ONLINE,Unspecified,QUEENS,40.71367550931896,-73.90840255803914,"{'latitude': '40.71367550931896', 'longitude': '-73.90840255803914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4026450022,,,,,,,,
58949770,2023-09-28T16:16:35.000,2023-09-28T17:09:27.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11215,138 PROSPECT PARK WEST,PROSPECT PARK WEST,8 STREET,9 STREET,8 STREET,9 STREET,ADDRESS,BROOKLYN,PROSPECT PARK WEST,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T17:09:31.000,06 BROOKLYN,BROOKLYN,990718,181485,MOBILE,Unspecified,BROOKLYN,40.66480876511851,-73.97668577473902,"{'latitude': '40.66480876511851', 'longitude': '-73.97668577473902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58949728,2023-09-28T16:16:34.000,2023-09-28T17:27:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,50-30 NORTHERN BOULEVARD,NORTHERN BOULEVARD,50 STREET,NEWTOWN ROAD,50 STREET,NEWTOWN ROAD,ADDRESS,LONG ISLAND CITY,NORTHERN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T17:27:51.000,01 QUEENS,QUEENS,1008671,213693,MOBILE,Unspecified,QUEENS,40.75318072577847,-73.91185650840266,"{'latitude': '40.75318072577847', 'longitude': '-73.91185650840266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58951467,2023-09-28T16:16:24.000,2023-10-06T12:05:39.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11210,2063 NOSTRAND AVENUE,NOSTRAND AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,17 BROOKLYN,BROOKLYN,998715,170677,PHONE,Unspecified,BROOKLYN,40.63513370349536,-73.94788337676148,"{'latitude': '40.63513370349536', 'longitude': '-73.94788337676148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3050050020,,,,,,,,
58947723,2023-09-28T16:16:23.000,2023-10-06T12:05:38.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11210,2063 NOSTRAND AVENUE,NOSTRAND AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,17 BROOKLYN,BROOKLYN,998715,170677,PHONE,Unspecified,BROOKLYN,40.63513370349536,-73.94788337676148,"{'latitude': '40.63513370349536', 'longitude': '-73.94788337676148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3050050020,,,,,,,,
58949056,2023-09-28T16:16:23.000,2023-10-06T12:05:39.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11210,2063 NOSTRAND AVENUE,NOSTRAND AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,17 BROOKLYN,BROOKLYN,998715,170677,PHONE,Unspecified,BROOKLYN,40.63513370349536,-73.94788337676148,"{'latitude': '40.63513370349536', 'longitude': '-73.94788337676148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3050050020,,,,,,,,
58951400,2023-09-28T16:16:23.000,2023-10-06T12:05:38.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11210,2063 NOSTRAND AVENUE,NOSTRAND AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,17 BROOKLYN,BROOKLYN,998715,170677,PHONE,Unspecified,BROOKLYN,40.63513370349536,-73.94788337676148,"{'latitude': '40.63513370349536', 'longitude': '-73.94788337676148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3050050020,,,,,,,,
58950264,2023-09-28T16:16:23.000,2023-10-06T12:05:38.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11210,2063 NOSTRAND AVENUE,NOSTRAND AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,17 BROOKLYN,BROOKLYN,998715,170677,PHONE,Unspecified,BROOKLYN,40.63513370349536,-73.94788337676148,"{'latitude': '40.63513370349536', 'longitude': '-73.94788337676148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3050050020,,,,,,,,
58949827,2023-09-28T16:16:23.000,2023-10-06T12:05:38.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11210,2063 NOSTRAND AVENUE,NOSTRAND AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,17 BROOKLYN,BROOKLYN,998715,170677,PHONE,Unspecified,BROOKLYN,40.63513370349536,-73.94788337676148,"{'latitude': '40.63513370349536', 'longitude': '-73.94788337676148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3050050020,,,,,,,,
58951362,2023-09-28T16:16:23.000,2023-10-06T12:05:38.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11210,2063 NOSTRAND AVENUE,NOSTRAND AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,17 BROOKLYN,BROOKLYN,998715,170677,PHONE,Unspecified,BROOKLYN,40.63513370349536,-73.94788337676148,"{'latitude': '40.63513370349536', 'longitude': '-73.94788337676148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3050050020,,,,,,,,
58951550,2023-09-28T16:15:58.000,2023-10-01T18:18:59.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11226,550 OCEAN AVENUE,OCEAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,14 BROOKLYN,BROOKLYN,995103,175871,PHONE,Unspecified,BROOKLYN,40.64939527878987,-73.96088886258141,"{'latitude': '40.64939527878987', 'longitude': '-73.96088886258141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3050990123,,,,,,,,
58950127,2023-09-28T16:15:58.000,2023-10-01T18:18:59.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11226,550 OCEAN AVENUE,OCEAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,14 BROOKLYN,BROOKLYN,995103,175871,PHONE,Unspecified,BROOKLYN,40.64939527878987,-73.96088886258141,"{'latitude': '40.64939527878987', 'longitude': '-73.96088886258141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3050990123,,,,,,,,
58950159,2023-09-28T16:15:58.000,2023-10-01T18:18:59.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11226,550 OCEAN AVENUE,OCEAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,14 BROOKLYN,BROOKLYN,995103,175871,PHONE,Unspecified,BROOKLYN,40.64939527878987,-73.96088886258141,"{'latitude': '40.64939527878987', 'longitude': '-73.96088886258141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3050990123,,,,,,,,
58954217,2023-09-28T16:15:32.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,,10035,1666 PARK AVENUE,PARK AVENUE,EAST  117 STREET,EAST  118 STREET,EAST  117 STREET,EAST  118 STREET,ADDRESS,NEW YORK,PARK AVENUE,In Progress,,,11 MANHATTAN,MANHATTAN,1000162,230843,MOBILE,Unspecified,MANHATTAN,40.800272357872245,-73.94252768897869,"{'latitude': '40.800272357872245', 'longitude': '-73.94252768897869', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"1666 PARK AVENUE, MANHATTAN (NEW YORK), NY, 10035",,,,,,,
58952006,2023-09-28T16:14:41.000,2023-10-25T14:03:05.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Street Not Swept,Street,10468,2710 MORRIS AVENUE,MORRIS AVENUE,EAST KINGSBRIDGE ROAD,EAST  196 STREET,EAST KINGSBRIDGE ROAD,EAST  196 STREET,ADDRESS,BRONX,MORRIS AVENUE,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-10-02T12:52:52.000,07 BRONX,BRONX,1013124,255501,PHONE,Unspecified,BRONX,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58946747,2023-09-28T16:14:29.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11223,1971 WEST    8 STREET,WEST    8 STREET,AVENUE S,AVENUE T,AVENUE S,AVENUE T,ADDRESS,BROOKLYN,WEST    8 STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-11-19T15:25:39.000,11 BROOKLYN,BROOKLYN,989804,157643,PHONE,Unspecified,BROOKLYN,40.59936814775438,-73.97999995432328,"{'latitude': '40.59936814775438', 'longitude': '-73.97999995432328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3070810059,,,,,,,,
58950640,2023-09-28T16:14:29.000,2023-09-28T16:28:51.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-28T16:28:54.000,Unspecified MANHATTAN,MANHATTAN,989243,222888,MOBILE,Unspecified,MANHATTAN,40.77845093567623,-73.9819717702287,"{'latitude': '40.77845093567623', 'longitude': '-73.9819717702287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,1,,,Stairway,,
58946775,2023-09-28T16:14:07.000,2023-09-28T16:14:07.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,School/Pre-School,11213,1009 EASTERN PARKWAY,EASTERN PARKWAY,TROY AVENUE,SCHENECTADY AVENUE,TROY AVENUE,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,EASTERN PARKWAY,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-28T16:14:07.000,08 BROOKLYN,BROOKLYN,1002278,183025,PHONE,Unspecified,BROOKLYN,40.66901972978425,-73.93501307632528,"{'latitude': '40.66901972978425', 'longitude': '-73.93501307632528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3013890057,,,,,,,,
58953316,2023-09-28T16:14:00.000,2023-09-29T09:30:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Search (SC2),,10312,84 ROLLING HILL GREEN,ROLLING HILL GREEN,BEND,TULIP CIR,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection (DEP) investigated this request and completed a search of the catch basin.,2023-09-29T09:30:00.000,03 STATEN ISLAND,STATEN ISLAND,930998,140054,PHONE,Unspecified,STATEN ISLAND,40.55093166308044,-74.19162247340965,"{'latitude': '40.55093166308044', 'longitude': '-74.19162247340965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5060177501,,,,,,,,
58949496,2023-09-28T16:13:37.000,2023-09-30T05:09:42.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10023,AMSTERDAM AVENUE,AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   65 STREET,AMSTERDAM AVENUE,WEST   65 STREET,INTERSECTION,,,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-30T05:09:51.000,07 MANHATTAN,MANHATTAN,988438,221323,ONLINE,Unspecified,MANHATTAN,40.774155840363974,-73.98487935982509,"{'latitude': '40.774155840363974', 'longitude': '-73.98487935982509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58948580,2023-09-28T16:13:37.000,2023-09-28T16:40:42.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10009,180 AVENUE D,AVENUE D,PEDESTRIAN PATH,EAST   12 STREET,PEDESTRIAN PATH,EAST   12 STREET,ADDRESS,NEW YORK,AVENUE D,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T16:40:47.000,03 MANHATTAN,MANHATTAN,991366,203784,MOBILE,Unspecified,MANHATTAN,40.72601384269101,-73.97432646925229,"{'latitude': '40.72601384269101', 'longitude': '-73.97432646925229', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58955200,2023-09-28T16:13:35.000,2023-10-06T13:44:56.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10458,2300 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,05 BRONX,BRONX,1011958,251743,PHONE,Unspecified,BRONX,40.85760772449226,-73.89983560670379,"{'latitude': '40.85760772449226', 'longitude': '-73.89983560670379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2031590001,,,,,,,,
58948947,2023-09-28T16:13:35.000,2023-10-06T13:44:56.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10458,2300 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,05 BRONX,BRONX,1011958,251743,PHONE,Unspecified,BRONX,40.85760772449226,-73.89983560670379,"{'latitude': '40.85760772449226', 'longitude': '-73.89983560670379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2031590001,,,,,,,,
58955231,2023-09-28T16:13:35.000,2023-10-06T13:44:57.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10458,2300 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,05 BRONX,BRONX,1011958,251743,PHONE,Unspecified,BRONX,40.85760772449226,-73.89983560670379,"{'latitude': '40.85760772449226', 'longitude': '-73.89983560670379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2031590001,,,,,,,,
58954085,2023-09-28T16:13:18.000,2023-09-28T19:43:51.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11366,74-30 175 STREET,175 STREET,74 AVENUE,75 AVENUE,74 AVENUE,75 AVENUE,ADDRESS,FRESH MEADOWS,175 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-28T19:43:55.000,08 QUEENS,QUEENS,1041088,204789,PHONE,Unspecified,QUEENS,40.728592573633286,-73.79492834165895,"{'latitude': '40.728592573633286', 'longitude': '-73.79492834165895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4069820001,,,,,,,,
58951731,2023-09-28T16:13:11.000,2023-09-28T16:13:11.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10455,839 EAST  156 STREET,EAST  156 STREET,UNION AVENUE,PROSPECT AVENUE,UNION AVENUE,PROSPECT AVENUE,ADDRESS,BRONX,EAST  156 STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-28T16:13:11.000,01 BRONX,BRONX,1011106,237115,PHONE,Unspecified,BRONX,40.81746076480247,-73.90297415531721,"{'latitude': '40.81746076480247', 'longitude': '-73.90297415531721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2026760085,,,,,,,,
58947910,2023-09-28T16:12:50.000,2023-09-28T19:40:48.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,1132 ESSEX STREET,ESSEX STREET,VANDALIA AVENUE,SCHROEDERS AVENUE,VANDALIA AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,ESSEX STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T19:40:52.000,05 BROOKLYN,BROOKLYN,1019860,178375,ONLINE,Unspecified,BROOKLYN,40.6562032609717,-73.87165851044746,"{'latitude': '40.6562032609717', 'longitude': '-73.87165851044746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3044520701,,,,,,,,
58950359,2023-09-28T16:12:41.000,2023-09-28T16:47:54.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11417,96-45 PITKIN AVENUE,PITKIN AVENUE,96 PLACE,97 STREET,96 PLACE,97 STREET,ADDRESS,OZONE PARK,PITKIN AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-28T16:48:00.000,10 QUEENS,QUEENS,1028904,184420,PHONE,Unspecified,QUEENS,40.67275442919487,-73.83902318866373,"{'latitude': '40.67275442919487', 'longitude': '-73.83902318866373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58946509,2023-09-28T16:12:34.000,2023-10-02T15:54:44.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10029,168 EAST  105 STREET,EAST  105 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,11 MANHATTAN,MANHATTAN,999192,227556,PHONE,Unspecified,MANHATTAN,40.79125212962297,-73.94603852985273,"{'latitude': '40.79125212962297', 'longitude': '-73.94603852985273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1016320044,,,,,,,,
58946495,2023-09-28T16:12:34.000,2023-10-02T15:54:43.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10029,168 EAST  105 STREET,EAST  105 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,11 MANHATTAN,MANHATTAN,999192,227556,PHONE,Unspecified,MANHATTAN,40.79125212962297,-73.94603852985273,"{'latitude': '40.79125212962297', 'longitude': '-73.94603852985273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1016320044,,,,,,,,
58952595,2023-09-28T16:12:34.000,2023-10-02T15:54:44.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10029,168 EAST  105 STREET,EAST  105 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,11 MANHATTAN,MANHATTAN,999192,227556,PHONE,Unspecified,MANHATTAN,40.79125212962297,-73.94603852985273,"{'latitude': '40.79125212962297', 'longitude': '-73.94603852985273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1016320044,,,,,,,,
58953817,2023-09-28T16:12:33.000,2023-10-23T08:34:17.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11413,230-20 LANSING AVENUE,LANSING AVENUE,,,,,ADDRESS,SPRINGFIELD GARDENS,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-23T00:00:00.000,13 QUEENS,QUEENS,1054393,181648,PHONE,Unspecified,QUEENS,40.66498067767781,-73.74716509453866,"{'latitude': '40.66498067767781', 'longitude': '-73.74716509453866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4135130053,,,,,,,,
58949865,2023-09-28T16:11:58.000,2023-09-28T18:19:58.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11414,92-08 164 AVENUE,164 AVENUE,92 STREET,CROSS BAY BOULEVARD,92 STREET,CROSS BAY BOULEVARD,ADDRESS,HOWARD BEACH,164 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T18:20:03.000,10 QUEENS,QUEENS,1029034,176382,PHONE,Unspecified,QUEENS,40.65069127492538,-73.83860793005431,"{'latitude': '40.65069127492538', 'longitude': '-73.83860793005431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58949537,2023-09-28T16:11:57.000,2023-09-29T06:11:13.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11358,192-14 35 AVENUE,35 AVENUE,192 STREET,194 STREET,192 STREET,194 STREET,ADDRESS,FLUSHING,35 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-29T06:11:15.000,11 QUEENS,QUEENS,1042532,217817,ONLINE,Unspecified,QUEENS,40.76434166428616,-73.78960550712172,"{'latitude': '40.76434166428616', 'longitude': '-73.78960550712172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58947911,2023-09-28T16:11:49.000,2023-09-28T19:02:00.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,541 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ELTON STREET,ESSEX STREET,ELTON STREET,ESSEX STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T19:02:04.000,05 BROOKLYN,BROOKLYN,1019673,177998,ONLINE,Unspecified,BROOKLYN,40.655169229629884,-73.87233445375232,"{'latitude': '40.655169229629884', 'longitude': '-73.87233445375232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58947414,2023-09-28T16:11:44.000,2023-09-28T18:26:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11230,915 SETON PLACE,SETON PLACE,PARKVILLE AVENUE,FOSTER AVENUE,PARKVILLE AVENUE,FOSTER AVENUE,ADDRESS,BROOKLYN,SETON PLACE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T18:26:08.000,14 BROOKLYN,BROOKLYN,991394,168477,PHONE,Unspecified,BROOKLYN,40.6291040994716,-73.97426287575917,"{'latitude': '40.6291040994716', 'longitude': '-73.97426287575917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3054270002,,,,,,,,
58947928,2023-09-28T16:11:37.000,2023-10-02T08:44:32.000,DOT,Department of Transportation,Highway Condition,Cave-in,Highway,,,,,,,,,,,Closed,"Upon inspection, the reported condition was not found, therefore no action was taken.",2023-10-02T08:44:37.000,Unspecified QUEENS,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,BQE/Gowanus Expwy,East/Bronx Bound,Ramp,Grand Central Pkwy La Guardia Airport (Exit 42),,
