unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,taxi_pick_up_location,landmark,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_company_borough,road_ramp
58912864,2023-09-24T22:49:01.000,2023-10-16T07:59:46.000,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,11222,1020 MANHATTAN AVENUE,MANHATTAN AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,01 BROOKLYN,3025130001,BROOKLYN,996763,206640,PHONE,Unspecified,BROOKLYN,40.73384687508728,-73.95484954126415,"{'latitude': '40.73384687508728', 'longitude': '-73.95484954126415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58914494,2023-09-24T22:49:01.000,2023-10-16T07:59:46.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11222,1020 MANHATTAN AVENUE,MANHATTAN AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,01 BROOKLYN,3025130001,BROOKLYN,996763,206640,PHONE,Unspecified,BROOKLYN,40.73384687508728,-73.95484954126415,"{'latitude': '40.73384687508728', 'longitude': '-73.95484954126415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58912092,2023-09-24T22:49:01.000,2023-09-27T13:31:50.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11222,1020 MANHATTAN AVENUE,MANHATTAN AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-27T00:00:00.000,01 BROOKLYN,3025130001,BROOKLYN,996763,206640,PHONE,Unspecified,BROOKLYN,40.73384687508728,-73.95484954126415,"{'latitude': '40.73384687508728', 'longitude': '-73.95484954126415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58912002,2023-09-24T22:49:01.000,2023-09-27T13:31:50.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11222,1020 MANHATTAN AVENUE,MANHATTAN AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-27T00:00:00.000,01 BROOKLYN,3025130001,BROOKLYN,996763,206640,PHONE,Unspecified,BROOKLYN,40.73384687508728,-73.95484954126415,"{'latitude': '40.73384687508728', 'longitude': '-73.95484954126415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58915554,2023-09-24T22:48:59.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Park,11211,257 BEDFORD AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,In Progress,,,01 BROOKLYN,3023660004,BROOKLYN,995202,199859,ONLINE,Unspecified,BROOKLYN,40.71523674754723,-73.96049310701684,"{'latitude': '40.71523674754723', 'longitude': '-73.96049310701684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",METROPOLITAN AVENUE,NORTH    1 STREET,METROPOLITAN AVENUE,NORTH    1 STREET,,BEDFORD AVENUE,,,,,,
58912435,2023-09-24T22:48:50.000,2023-09-24T23:21:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10305,40 MCLAUGHLIN STREET,MCLAUGHLIN STREET,ADDRESS,STATEN ISLAND,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T23:21:20.000,02 STATEN ISLAND,5034120026,STATEN ISLAND,963887,154441,MOBILE,Unspecified,STATEN ISLAND,40.5905576519652,-74.07331783241881,"{'latitude': '40.5905576519652', 'longitude': '-74.07331783241881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OLYMPIA BOULEVARD,AGNES PLACE,OLYMPIA BOULEVARD,AGNES PLACE,,MC LAUGHLIN STREET,,,,,,
58914782,2023-09-24T22:48:30.000,2023-09-26T13:08:58.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11369,88-19 31 AVENUE,31 AVENUE,ADDRESS,EAST ELMHURST,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T09:22:48.000,03 QUEENS,4013860035,QUEENS,1017518,216146,MOBILE,Unspecified,QUEENS,40.759884719086244,-73.87991264720944,"{'latitude': '40.759884719086244', 'longitude': '-73.87991264720944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",88 STREET,89 STREET,88 STREET,89 STREET,,31 AVENUE,,,,,,
58913142,2023-09-24T22:48:23.000,2023-09-25T14:25:07.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10026,241 WEST  116 STREET,WEST  116 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-25T14:25:09.000,10 MANHATTAN,1019220011,MANHATTAN,996935,232173,ONLINE,Unspecified,MANHATTAN,40.803928064932066,-73.95418072613347,"{'latitude': '40.803928064932066', 'longitude': '-73.95418072613347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,,WEST  116 STREET,,,,,,
58911807,2023-09-24T22:48:05.000,2023-09-24T23:03:50.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10307,399 ELLIS STREET,ELLIS STREET,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T23:03:55.000,03 STATEN ISLAND,5080030105,STATEN ISLAND,914616,126623,ONLINE,Unspecified,STATEN ISLAND,40.51395272880621,-74.25043315353761,"{'latitude': '40.51395272880621', 'longitude': '-74.25043315353761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TRACY AVENUE FOOTBRIDGE,MAIN STREET,TRACY AVENUE FOOTBRIDGE,MAIN STREET,,ELLIS STREET,,,,,,
58914911,2023-09-24T22:47:56.000,2023-09-24T23:09:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11368,108-23 41 AVENUE,41 AVENUE,ADDRESS,CORONA,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T23:09:28.000,04 QUEENS,4019960078,QUEENS,1023609,212614,MOBILE,Unspecified,QUEENS,40.75016527286253,-73.85794670225893,"{'latitude': '40.75016527286253', 'longitude': '-73.85794670225893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",108 STREET,111 STREET,108 STREET,111 STREET,,41 AVENUE,,,,,,
58915975,2023-09-24T22:47:56.000,2023-09-24T23:21:19.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10473,2018 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T23:21:23.000,09 BRONX,,BRONX,1024287,240296,PHONE,Unspecified,BRONX,40.826141792541215,-73.85533469194685,"{'latitude': '40.826141792541215', 'longitude': '-73.85533469194685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PUGSLEY AVENUE,OLMSTEAD AVENUE,PUGSLEY AVENUE,OLMSTEAD AVENUE,,BRUCKNER BOULEVARD,,,,,,
58915814,2023-09-24T22:47:44.000,2023-09-24T23:59:54.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11203,510 TROY AVENUE,TROY AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T23:59:59.000,09 BROOKLYN,,BROOKLYN,1001665,180190,ONLINE,Unspecified,BROOKLYN,40.66123951290553,-73.93723012704466,"{'latitude': '40.66123951290553', 'longitude': '-73.93723012704466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MAPLE STREET,MIDWOOD STREET,MAPLE STREET,MIDWOOD STREET,,TROY AVENUE,,,,,,
58914194,2023-09-24T22:47:04.000,2023-09-25T01:24:49.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11373,53-01 94 STREET,94 STREET,ADDRESS,ELMHURST,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T01:24:52.000,04 QUEENS,4018930046,QUEENS,1020644,208577,ONLINE,Unspecified,QUEENS,40.73909743076647,-73.86866971719114,"{'latitude': '40.73909743076647', 'longitude': '-73.86866971719114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53 AVENUE,54 AVENUE,53 AVENUE,54 AVENUE,,94 STREET,,,,,,
58912594,2023-09-24T22:46:54.000,2023-09-24T23:08:20.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11101,24-01 44 ROAD,44 ROAD,ADDRESS,LONG ISLAND CITY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T23:08:25.000,02 QUEENS,4004350001,QUEENS,999841,211873,PHONE,Unspecified,QUEENS,40.74820526488786,-73.94373111648757,"{'latitude': '40.74820526488786', 'longitude': '-73.94373111648757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24 STREET,CRESCENT STREET,24 STREET,CRESCENT STREET,,44 ROAD,,,,,,
58910866,2023-09-24T22:46:50.000,2023-09-24T22:55:42.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11208,33 HILL STREET,HILL STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T22:55:47.000,05 BROOKLYN,3041650043,BROOKLYN,1019794,186584,PHONE,Unspecified,BROOKLYN,40.678735379100424,-73.87185309821206,"{'latitude': '40.678735379100424', 'longitude': '-73.87185309821206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EUCLID AVENUE,CRESCENT STREET,EUCLID AVENUE,CRESCENT STREET,,HILL STREET,,,,,,
58910341,2023-09-24T22:46:47.000,2023-09-24T23:26:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11201,46 JOHN STREET,JOHN STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T23:26:38.000,02 BROOKLYN,3000200006,BROOKLYN,988056,195906,MOBILE,Unspecified,BROOKLYN,40.70439266033258,-73.98627293912753,"{'latitude': '40.70439266033258', 'longitude': '-73.98627293912753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAY STREET,BRIDGE STREET,JAY STREET,BRIDGE STREET,,JOHN STREET,,,,,,
58912190,2023-09-24T22:46:36.000,2023-09-24T22:46:36.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10036,358 WEST   48 STREET,WEST   48 STREET,ADDRESS,NEW YORK,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-24T22:46:36.000,04 MANHATTAN,1010380061,MANHATTAN,987348,216816,MOBILE,Unspecified,MANHATTAN,40.761785744421324,-73.98881684736747,"{'latitude': '40.761785744421324', 'longitude': '-73.98881684736747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,,WEST   48 STREET,,,,,,
58911409,2023-09-24T22:46:26.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,11226,55 LINDEN BOULEVARD,LINDEN BOULEVARD,ADDRESS,BROOKLYN,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-25T13:53:29.000,14 BROOKLYN,3050830071,BROOKLYN,996116,176915,ONLINE,Unspecified,BROOKLYN,40.65225953213826,-73.957236461429,"{'latitude': '40.65225953213826', 'longitude': '-73.957236461429', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLATBUSH AVENUE,CATON AVENUE,FLATBUSH AVENUE,CATON AVENUE,,LINDEN BOULEVARD,,,,,,
58910584,2023-09-24T22:46:20.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,,10009,207 AVENUE A,AVENUE A,ADDRESS,NEW YORK,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-12T11:11:26.000,03 MANHATTAN,1004400032,MANHATTAN,989521,205079,MOBILE,Unspecified,MANHATTAN,40.72956959371274,-73.98098195607757,"{'latitude': '40.72956959371274', 'longitude': '-73.98098195607757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   12 STREET,EAST   13 STREET,EAST   12 STREET,EAST   13 STREET,"207 AVENUE A, MANHATTAN (NEW YORK), NY, 10009",AVENUE A,,,,,,
58913315,2023-09-24T22:46:17.000,2023-09-24T23:03:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10027,381 WEST  127 STREET,WEST  127 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T23:03:48.000,09 MANHATTAN,1019540001,MANHATTAN,997351,235300,ONLINE,Unspecified,MANHATTAN,40.81251020651483,-73.9526719972816,"{'latitude': '40.81251020651483', 'longitude': '-73.9526719972816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST NICHOLAS TERRACE,CONVENT AVENUE,ST NICHOLAS TERRACE,CONVENT AVENUE,,WEST  127 STREET,,,,,,
58912910,2023-09-24T22:46:04.000,2023-09-27T23:57:23.000,HPD,Department of Housing Preservation and Development,SAFETY,FIRE ESCAPE,RESIDENTIAL BUILDING,10451,299 EAST  158 STREET,EAST  158 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,01 BRONX,2024180001,BRONX,1007053,239189,ONLINE,Unspecified,BRONX,40.82316469920969,-73.91760985037008,"{'latitude': '40.82316469920969', 'longitude': '-73.91760985037008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58913805,2023-09-24T22:46:01.000,2023-10-06T20:46:52.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10466,3928 MONTICELLO AVENUE,MONTICELLO AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,12 BRONX,2049600015,BRONX,1029144,263417,PHONE,Unspecified,BRONX,40.88957854580654,-73.83763012383879,"{'latitude': '40.88957854580654', 'longitude': '-73.83763012383879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58916138,2023-09-24T22:45:52.000,2023-09-24T23:14:04.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10002,158 LUDLOW STREET,LUDLOW STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T23:14:06.000,03 MANHATTAN,1004110050,MANHATTAN,987610,201957,MOBILE,Unspecified,MANHATTAN,40.721001394303194,-73.98787850273274,"{'latitude': '40.721001394303194', 'longitude': '-73.98787850273274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RIVINGTON STREET,STANTON STREET,RIVINGTON STREET,STANTON STREET,,LUDLOW STREET,,,,,,
58915506,2023-09-24T22:45:49.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11230,1172 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,In Progress,,,14 BROOKLYN,3065130012,BROOKLYN,993687,168471,PHONE,Unspecified,BROOKLYN,40.62908548477597,-73.96600207498317,"{'latitude': '40.62908548477597', 'longitude': '-73.96600207498317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE H,LIRR BAY RIDGE LINE,AVENUE H,LIRR BAY RIDGE LINE,,CONEY ISLAND AVENUE,,,,,,
58913519,2023-09-24T22:45:42.000,2023-09-24T22:59:11.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11233,333 PATCHEN AVENUE,PATCHEN AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T22:59:15.000,03 BROOKLYN,3016880001,BROOKLYN,1004943,186924,ONLINE,Unspecified,BROOKLYN,40.67971577607491,-73.92539437887451,"{'latitude': '40.67971577607491', 'longitude': '-73.92539437887451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MARION STREET,SUMPTER STREET,MARION STREET,SUMPTER STREET,,PATCHEN AVENUE,,,,,,
58914712,2023-09-24T22:45:41.000,2023-09-25T06:07:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,135-36 ALWICK ROAD,ALWICK ROAD,ADDRESS,SOUTH OZONE PARK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T06:07:24.000,10 QUEENS,4117600093,QUEENS,1039029,184563,ONLINE,Unspecified,QUEENS,40.67309007009279,-73.8025217084367,"{'latitude': '40.67309007009279', 'longitude': '-73.8025217084367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",135 PLACE,VAN WYCK EXPRESSWAY,135 PLACE,VAN WYCK EXPRESSWAY,,ALWICK ROAD,,,,,,
58911399,2023-09-24T22:45:39.000,2023-09-25T05:57:52.000,NYPD,New York City Police Department,Illegal Parking,Detached Trailer,Street/Sidewalk,10461,1400 SEABURY AVENUE,SEABURY AVENUE,ADDRESS,BRONX,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-25T05:57:58.000,10 BRONX,2038580031,BRONX,1027739,244714,PHONE,Unspecified,BRONX,40.838251590853474,-73.84283299743988,"{'latitude': '40.838251590853474', 'longitude': '-73.84283299743988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BUTLER PLACE,WESTCHESTER AVENUE,BUTLER PLACE,WESTCHESTER AVENUE,,SEABURY AVENUE,,,,,,
58915244,2023-09-24T22:45:32.000,2023-09-24T23:15:07.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11209,428 74 STREET,74 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T23:15:09.000,10 BROOKLYN,3059300014,BROOKLYN,977603,169203,ONLINE,Unspecified,BROOKLYN,40.631097203008125,-74.02394733673545,"{'latitude': '40.631097203008125', 'longitude': '-74.02394733673545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,,74 STREET,,,,,,
58910038,2023-09-24T22:45:01.000,2023-09-25T00:01:45.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11226,207 EAST   32 STREET,EAST   32 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T00:01:50.000,17 BROOKLYN,3049170043,BROOKLYN,998928,174562,MOBILE,Unspecified,BROOKLYN,40.64579684403417,-73.94710749744614,"{'latitude': '40.64579684403417', 'longitude': '-73.94710749744614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TILDEN AVENUE,BEVERLEY ROAD,TILDEN AVENUE,BEVERLEY ROAD,,EAST   32 STREET,,,,,,
58914109,2023-09-24T22:44:59.000,2023-09-25T01:24:35.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11373,53-20 94 STREET,94 STREET,ADDRESS,ELMHURST,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T01:24:38.000,04 QUEENS,4018690032,QUEENS,1020648,208540,ONLINE,Unspecified,QUEENS,40.73899585859754,-73.8686554831315,"{'latitude': '40.73899585859754', 'longitude': '-73.8686554831315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53 AVENUE,54 AVENUE,53 AVENUE,54 AVENUE,,94 STREET,,,,,,
58913334,2023-09-24T22:44:44.000,2023-09-24T22:55:31.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11203,510 TROY AVENUE,TROY AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T22:55:35.000,09 BROOKLYN,,BROOKLYN,1001665,180190,ONLINE,Unspecified,BROOKLYN,40.66123951290553,-73.93723012704466,"{'latitude': '40.66123951290553', 'longitude': '-73.93723012704466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MAPLE STREET,MIDWOOD STREET,MAPLE STREET,MIDWOOD STREET,,TROY AVENUE,,,,,,
58914661,2023-09-24T22:44:39.000,2023-09-26T11:22:34.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Dust from Construction,3+ Family Apartment Building,10002,605 WATER STREET,WATER STREET,ADDRESS,NEW YORK,Closed,,2023-09-26T11:22:34.000,03 MANHATTAN,1002440019,MANHATTAN,988561,198404,PHONE,Unspecified,MANHATTAN,40.71124884794379,-73.98444996153621,"{'latitude': '40.71124884794379', 'longitude': '-73.98444996153621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MONTGOMERY STREET,GOUVERNEUR SLIP WEST,MONTGOMERY STREET,GOUVERNEUR SLIP WEST,,WATER STREET,,,,,,
58913599,2023-09-24T22:44:27.000,2023-09-24T23:18:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11233,151 SOMERS STREET,SOMERS STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-24T23:18:23.000,16 BROOKLYN,3015407503,BROOKLYN,1010098,186764,ONLINE,Unspecified,BROOKLYN,40.67926306073604,-73.90680939764667,"{'latitude': '40.67926306073604', 'longitude': '-73.90680939764667', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MOTHER GASTON BOULEVARD,EASTERN PARKWAY,MOTHER GASTON BOULEVARD,EASTERN PARKWAY,,SOMERS STREET,,,,,,
58915999,2023-09-24T22:44:26.000,2023-09-24T22:58:48.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,530 PARKSIDE AVENUE,PARKSIDE AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T22:58:53.000,09 BROOKLYN,3050560014,BROOKLYN,996619,178251,ONLINE,Unspecified,BROOKLYN,40.6559258716174,-73.9554212641334,"{'latitude': '40.6559258716174', 'longitude': '-73.9554212641334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,,PARKSIDE AVENUE,,,,,,
58915973,2023-09-24T22:44:16.000,2023-09-24T22:53:23.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11420,135-01 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,ADDRESS,SOUTH OZONE PARK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T22:53:27.000,10 QUEENS,4118060029,QUEENS,1033919,183524,ONLINE,Unspecified,QUEENS,40.67026839863127,-73.8209508601674,"{'latitude': '40.67026839863127', 'longitude': '-73.8209508601674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",135 AVENUE,149 AVENUE,135 AVENUE,149 AVENUE,,LEFFERTS BOULEVARD,,,,,,
58915722,2023-09-24T22:44:00.000,2023-09-25T00:11:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10314,16 TRAVIS AVENUE,TRAVIS AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-25T00:11:00.000,02 STATEN ISLAND,5023900382,STATEN ISLAND,943144,152514,ONLINE,Unspecified,STATEN ISLAND,40.58519650284281,-74.14799204257295,"{'latitude': '40.58519650284281', 'longitude': '-74.14799204257295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FOREST HILL RD,BOGOTA ST,,,,,,,,,,
58916334,2023-09-24T22:43:39.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Passenger,Street,11433,164-26 LIBERTY AVENUE,LIBERTY AVENUE,ADDRESS,JAMAICA,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-21T14:53:22.000,12 QUEENS,4101600001,QUEENS,1041611,195047,ONLINE,Unspecified,QUEENS,40.701849811964514,-73.79312437374416,"{'latitude': '40.701849811964514', 'longitude': '-73.79312437374416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GUY R BREWER BOULEVARD,165 STREET,GUY R BREWER BOULEVARD,165 STREET,"164-26 LIBERTY AVENUE, QUEENS (JAMAICA), NY, 11433",LIBERTY AVENUE,,,,,QUEENS,
58914624,2023-09-24T22:43:35.000,2023-09-24T23:06:50.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,10473,740 BEACH AVENUE,BEACH AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T23:06:56.000,09 BRONX,2035980017,BRONX,1022009,238046,PHONE,Unspecified,BRONX,40.819976219579004,-73.86357841506774,"{'latitude': '40.819976219579004', 'longitude': '-73.86357841506774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SEWARD AVENUE,LAFAYETTE AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,,BEACH AVENUE,,,,,,
