unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_company_borough
58797022,2023-09-12T08:36:52.000,2023-09-12T09:26:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11221,124 STUYVESANT AVENUE,STUYVESANT AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T09:26:59.000,03 BROOKLYN,3016100049,BROOKLYN,1002538,191116,ONLINE,Unspecified,BROOKLYN,40.69122714976029,-73.93405387727469,"{'latitude': '40.69122714976029', 'longitude': '-73.93405387727469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LEWIS AVENUE,STUYVESANT AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,STUYVESANT AVENUE,,,,,,,,
58791803,2023-09-12T08:36:43.000,2023-09-12T15:36:00.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10456,987 GRANT AVENUE,GRANT AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T15:36:04.000,04 BRONX,2024470031,BRONX,1007025,241294,ONLINE,Unspecified,BRONX,40.828942394635405,-73.91770387252143,"{'latitude': '40.828942394635405', 'longitude': '-73.91770387252143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  164 STREET,EAST  165 STREET,EAST  164 STREET,EAST  165 STREET,GRANT AVENUE,,,,,,,,
58797498,2023-09-12T08:36:42.000,2023-09-12T10:11:42.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10305,103 FINGERBOAR ROAD,FINGERBOAR ROAD,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T10:11:47.000,01 STATEN ISLAND,5028660072,STATEN ISLAND,965961,160634,PHONE,Unspecified,STATEN ISLAND,40.60756070089485,-74.06586707839759,"{'latitude': '40.60756070089485', 'longitude': '-74.06586707839759', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EGBERT PLACE,WILTON COURT,EGBERT PLACE,WILTON COURT,FINGERBOARD ROAD,,,,,,,,
58797018,2023-09-12T08:36:39.000,2023-09-12T15:49:25.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11379,61-12 84 STREET,84 STREET,ADDRESS,MIDDLE VILLAGE,Closed,The Department of Sanitation collected the requested items.,2023-09-12T12:24:14.000,05 QUEENS,4029410007,QUEENS,1019070,204099,ONLINE,Unspecified,QUEENS,40.726812770870254,-73.87437277241175,"{'latitude': '40.726812770870254', 'longitude': '-73.87437277241175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELIOT AVENUE,61 ROAD,ELIOT AVENUE,61 ROAD,84 STREET,,,,,,,,
58791225,2023-09-12T08:36:29.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Park/Playground,10018,1060 6 AVENUE,6 AVENUE,ADDRESS,NEW YORK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-12T12:58:03.000,05 MANHATTAN,1012570002,MANHATTAN,988415,213850,PHONE,Bryant Park,MANHATTAN,40.75364439374199,-73.9849670309284,"{'latitude': '40.75364439374199', 'longitude': '-73.9849670309284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST 40 STREET,WEST 41 STREET,WEST   40 STREET,WEST   41 STREET,AVENUE OF THE AMERICAS,,,,,,,,
58798631,2023-09-12T08:36:27.000,2023-09-12T10:54:11.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11223,2337 MCDONALD AVENUE,MCDONALD AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T10:54:15.000,15 BROOKLYN,3071470020,BROOKLYN,991611,156072,ONLINE,Unspecified,BROOKLYN,40.595054753460545,-73.97349462961212,"{'latitude': '40.595054753460545', 'longitude': '-73.97349462961212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GRAVESEND NECK ROAD,VILLAGE ROAD SOUTH,GRAVESEND NECK ROAD,VILLAGE ROAD SOUTH,MCDONALD AVENUE,,,,,,,,
58798551,2023-09-12T08:36:26.000,2023-09-12T10:02:11.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11201,109 WASHINGTON STREET,WASHINGTON STREET,ADDRESS,BROOKLYN,Closed,N/A,2023-09-12T10:02:14.000,02 BROOKLYN,,BROOKLYN,987105,194661,PHONE,Unspecified,BROOKLYN,40.70097578540098,-73.98970342877732,"{'latitude': '40.70097578540098', 'longitude': '-73.98970342877732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN QUEENS EP EB ET   28 B,PROSPECT STREET,BROOKLYN QUEENS EP EB ET   28 B,PROSPECT STREET,WASHINGTON STREET,,,,,,,,
58791190,2023-09-12T08:36:23.000,2023-11-20T10:48:50.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10462,910 MORRIS PARK AVENUE,MORRIS PARK AVENUE,ADDRESS,BRONX,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-11-20T10:48:56.000,11 BRONX,2040940002,BRONX,1023236,247825,ONLINE,Unspecified,BRONX,40.84681139256596,-73.85908849165695,"{'latitude': '40.84681139256596', 'longitude': '-73.85908849165695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONXDALE AVENUE,FOWLER AVENUE,BRONXDALE AVENUE,FOWLER AVENUE,MORRIS PARK AVENUE,,,"910 MORRIS PARK AVENUE, BRONX, NY, 10462",,,,,
58792728,2023-09-12T08:36:13.000,2023-09-29T02:10:05.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,10458,367 EAST  187 STREET,EAST  187 STREET,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T11:07:28.000,05 BRONX,2030250031,BRONX,1013445,252368,ONLINE,Unspecified,BRONX,40.859318368650555,-73.8944573859726,"{'latitude': '40.859318368650555', 'longitude': '-73.8944573859726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MARION AVENUE,WEBSTER AVENUE,MARION AVENUE,WEBSTER AVENUE,EAST  187 STREET,,,,,,,,
58796739,2023-09-12T08:36:10.000,2023-09-12T14:57:30.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11211,379 UNION AVENUE,UNION AVENUE,ADDRESS,BROOKLYN,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-12T08:36:10.000,01 BROOKLYN,3023750024,BROOKLYN,997756,198646,PHONE,Unspecified,BROOKLYN,40.711903822145416,-73.95128255789648,"{'latitude': '40.711903822145416', 'longitude': '-73.95128255789648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOPE STREET,AINSLIE STREET,HOPE STREET,AINSLIE STREET,UNION AVENUE,,,,,,,,
58793878,2023-09-12T08:36:01.000,2023-10-19T10:31:22.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11207,680 CENTRAL AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-12T08:36:01.000,04 BROOKLYN,3034400037,BROOKLYN,1010108,189804,PHONE,Unspecified,BROOKLYN,40.68760713381994,-73.90676167834263,"{'latitude': '40.68760713381994', 'longitude': '-73.90676167834263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COOPER STREET,MOFFAT STREET,COOPER STREET,MOFFAT STREET,CENTRAL AVENUE,,,,,,,,
58793292,2023-09-12T08:36:00.000,2023-09-13T00:05:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10004,,,INTERSECTION,MANHATTAN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-13T00:05:00.000,01 MANHATTAN,,MANHATTAN,981060,195384,UNKNOWN,Unspecified,MANHATTAN,40.7029601365143,-74.01150509279131,"{'latitude': '40.7029601365143', 'longitude': '-74.01150509279131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,BROAD STREET,WATER STREET,,,,,,,,,
58792470,2023-09-12T08:35:59.000,2023-09-12T09:38:45.000,DOT,Department of Transportation,Public Toilet,Damaged Other,Sidewalk,10017,133 EAST   41 STREET,EAST   41 STREET,ADDRESS,NEW YORK,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction.,2023-09-12T09:38:49.000,06 MANHATTAN,1012967502,MANHATTAN,990837,212761,PHONE,Unspecified,MANHATTAN,40.75065389198592,-73.97622623702864,"{'latitude': '40.75065389198592', 'longitude': '-73.97622623702864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,EAST   41 STREET,,,,,,,,
58796716,2023-09-12T08:35:53.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11365,49-53 FRESH MEADOW LANE,FRESH MEADOW LANE,ADDRESS,FRESH MEADOWS,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-13T08:28:29.000,11 QUEENS,4055910019,QUEENS,1041199,211019,PHONE,Unspecified,QUEENS,40.74569162173319,-73.79447511628062,"{'latitude': '40.74569162173319', 'longitude': '-73.79447511628062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PECK AVENUE,50 AVENUE,PECK AVENUE,50 AVENUE,FRESH MEADOW LANE,,,,,,,,
58790823,2023-09-12T08:35:44.000,2023-09-12T09:56:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10462,910 MORRIS PARK AVENUE,MORRIS PARK AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T09:56:34.000,11 BRONX,2040940002,BRONX,1023236,247825,ONLINE,Unspecified,BRONX,40.84681139256596,-73.85908849165695,"{'latitude': '40.84681139256596', 'longitude': '-73.85908849165695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONXDALE AVENUE,FOWLER AVENUE,BRONXDALE AVENUE,FOWLER AVENUE,MORRIS PARK AVENUE,,,,,,,,
58795652,2023-09-12T08:35:35.000,2023-09-12T21:27:26.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Left in Front of Other Residence,Sidewalk,10454,423 EAST  136 STREET,EAST  136 STREET,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-12T21:27:30.000,01 BRONX,2022810067,BRONX,1005579,233461,PHONE,Unspecified,BRONX,40.80744663037968,-73.92295380084362,"{'latitude': '40.80744663037968', 'longitude': '-73.92295380084362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WILLIS AVENUE,BROWN PLACE,WILLIS AVENUE,BROWN PLACE,EAST  136 STREET,,,,,,,,
58788855,2023-09-12T08:35:25.000,2023-09-12T09:02:12.000,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,10025,601 WEST  115 STREET,WEST  115 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T09:02:16.000,09 MANHATTAN,1018960065,MANHATTAN,994058,233445,ONLINE,Unspecified,MANHATTAN,40.80742301620198,-73.96457082955617,"{'latitude': '40.80742301620198', 'longitude': '-73.96457082955617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,WEST  115 STREET,,,,,,,,
58790991,2023-09-12T08:35:10.000,2023-09-12T08:35:10.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Mixed Use Building,10032,544 WEST  162 STREET,WEST  162 STREET,ADDRESS,NEW YORK,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-12T08:35:10.000,12 MANHATTAN,1021200016,MANHATTAN,1000538,244065,PHONE,Unspecified,MANHATTAN,40.83656233572166,-73.94113753000349,"{'latitude': '40.83656233572166', 'longitude': '-73.94113753000349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST NICHOLAS AVENUE,BROADWAY,ST NICHOLAS AVENUE,BROADWAY,WEST  162 STREET,,,,,,,,
58795774,2023-09-12T08:35:00.000,2023-09-28T11:24:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11364,226-45 KINGSBURY AVENUE,KINGSBURY AVENUE,ADDRESS,OAKLAND GARDENS,Closed,"The Department of Environmental Protection (DEP) closed your Service Request because it didn't include enough dog owner location information to respond to the complaint.  If the excessive dog barking continues, please file a new Service Request. You must include an NYC address for the dog's owner so DEP can send them a letter.",2023-09-28T11:24:00.000,11 QUEENS,4078400002,QUEENS,1055253,208357,ONLINE,Unspecified,QUEENS,40.738283452988156,-73.74378359192546,"{'latitude': '40.738283452988156', 'longitude': '-73.74378359192546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",226 ST,CLOVERDALE BLVD,,,,N/A,,,,,,,
58791545,2023-09-12T08:35:00.000,2023-09-14T02:45:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,11229,1738 BURNETT STREET,BURNETT STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-14T02:45:00.000,15 BROOKLYN,3068160018,BROOKLYN,1000384,161581,PHONE,Unspecified,BROOKLYN,40.61016420681049,-73.94189180026832,"{'latitude': '40.61016420681049', 'longitude': '-73.94189180026832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",QUENTIN RD,AVENUE R,,,,,,,,,,,
58795964,2023-09-12T08:34:55.000,2023-09-12T10:56:33.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11423,183 STREET,183 STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T10:56:38.000,12 QUEENS,,QUEENS,1046406,196343,PHONE,Unspecified,QUEENS,40.70537463445276,-73.77581905099849,"{'latitude': '40.70537463445276', 'longitude': '-73.77581905099849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",183 STREET,LIBERTY AVENUE,183 STREET,LIBERTY AVENUE,,,,,,,,,
58791250,2023-09-12T08:34:51.000,2023-09-12T12:34:24.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11205,216 DEKALB AVENUE,DEKALB AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-12T12:34:30.000,02 BROOKLYN,3021040026,BROOKLYN,992374,190488,MOBILE,Unspecified,BROOKLYN,40.689518600619756,-73.97070578890204,"{'latitude': '40.689518600619756', 'longitude': '-73.97070578890204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADELPHI STREET,CLERMONT AVENUE,ADELPHI STREET,CLERMONT AVENUE,DEKALB AVENUE,,,,,,,,
58790371,2023-09-12T08:34:49.000,2023-09-12T11:58:27.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10471,5251 FIELDSTON ROAD,FIELDSTON ROAD,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T11:58:32.000,08 BRONX,2058373763,BRONX,1011491,267157,MOBILE,Unspecified,BRONX,40.899915802549685,-73.90146112814672,"{'latitude': '40.899915802549685', 'longitude': '-73.90146112814672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNNAMED STREET,WEST  253 STREET,UNNAMED STREET,WEST  253 STREET,FIELDSTON ROAD,,,,,,,,
58793807,2023-09-12T08:34:44.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11355,146-24 HOLLY AVENUE,HOLLY AVENUE,ADDRESS,FLUSHING,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-12T12:59:42.000,07 QUEENS,4052130011,QUEENS,1035592,213848,ONLINE,Unspecified,QUEENS,40.7534908267244,-73.81468871772746,"{'latitude': '40.7534908267244', 'longitude': '-73.81468871772746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BURLING STREET,PARSONS BOULEVARD,BURLING STREET,PARSONS BOULEVARD,HOLLY AVENUE,,,,,,,,
58797988,2023-09-12T08:34:42.000,2023-09-12T17:27:24.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10451,294 EAST  162 STREET,EAST  162 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-12T00:00:00.000,04 BRONX,2024217501,BRONX,1007227,240296,PHONE,Unspecified,BRONX,40.826202647485914,-73.91697737568293,"{'latitude': '40.826202647485914', 'longitude': '-73.91697737568293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58796310,2023-09-12T08:34:35.000,2023-09-12T09:51:25.000,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11216,HERBERT VON KING PARK,HERBERT VON KING PARK,UNRECOGNIZED,BROOKLYN,Closed,NYC Parks couldn't respond to your complaint because they had to devote resources to other critical services at the time. The agency will use your complaint for future planning.,2023-09-12T09:51:29.000,03 BROOKLYN,3017900001,BROOKLYN,999043,190542,PHONE,Unspecified,BROOKLYN,40.68965818409251,-73.94665802675449,"{'latitude': '40.68965818409251', 'longitude': '-73.94665802675449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LAFAYETTE AVENUE,VAN BUREN STREET,LAFAYETTE AVENUE,VAN BUREN STREET,HERBERT VON KING PARK,,,,,,,,
58789281,2023-09-12T08:34:29.000,2023-09-28T20:20:37.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10459,900 EAST  167 STREET,EAST  167 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,02 BRONX,2027160034,BRONX,1013211,240267,PHONE,Unspecified,BRONX,40.8261054571176,-73.89535557632362,"{'latitude': '40.8261054571176', 'longitude': '-73.89535557632362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58796413,2023-09-12T08:34:29.000,2023-09-28T06:49:05.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10459,900 EAST  167 STREET,EAST  167 STREET,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,02 BRONX,2027160034,BRONX,1013211,240267,PHONE,Unspecified,BRONX,40.8261054571176,-73.89535557632362,"{'latitude': '40.8261054571176', 'longitude': '-73.89535557632362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58790636,2023-09-12T08:34:29.000,2023-09-28T06:49:05.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10459,900 EAST  167 STREET,EAST  167 STREET,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,02 BRONX,2027160034,BRONX,1013211,240267,PHONE,Unspecified,BRONX,40.8261054571176,-73.89535557632362,"{'latitude': '40.8261054571176', 'longitude': '-73.89535557632362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58792235,2023-09-12T08:34:29.000,2023-09-28T20:20:37.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10459,900 EAST  167 STREET,EAST  167 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,02 BRONX,2027160034,BRONX,1013211,240267,PHONE,Unspecified,BRONX,40.8261054571176,-73.89535557632362,"{'latitude': '40.8261054571176', 'longitude': '-73.89535557632362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58789373,2023-09-12T08:34:29.000,2023-09-28T20:20:37.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10459,900 EAST  167 STREET,EAST  167 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,02 BRONX,2027160034,BRONX,1013211,240267,PHONE,Unspecified,BRONX,40.8261054571176,-73.89535557632362,"{'latitude': '40.8261054571176', 'longitude': '-73.89535557632362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58797829,2023-09-12T08:34:20.000,2023-09-13T16:25:36.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10459,934 BARRETTO STREET,BARRETTO STREET,ADDRESS,BRONX,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-13T00:00:00.000,02 BRONX,2027230025,BRONX,1013729,237909,ONLINE,Unspecified,BRONX,40.81963170612799,-73.89349425440999,"{'latitude': '40.81963170612799', 'longitude': '-73.89349425440999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58792259,2023-09-12T08:34:18.000,2023-09-18T13:44:24.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11102,30-42 30 STREET,30 STREET,ADDRESS,ASTORIA,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,01 QUEENS,4005920044,QUEENS,1005587,218480,PHONE,Unspecified,QUEENS,40.76632778899108,-73.92297248841302,"{'latitude': '40.76632778899108', 'longitude': '-73.92297248841302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58796337,2023-09-12T08:34:18.000,2023-09-15T19:16:36.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11102,30-42 30 STREET,30 STREET,ADDRESS,ASTORIA,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,01 QUEENS,4005920044,QUEENS,1005587,218480,PHONE,Unspecified,QUEENS,40.76632778899108,-73.92297248841302,"{'latitude': '40.76632778899108', 'longitude': '-73.92297248841302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58797851,2023-09-12T08:34:18.000,2023-09-15T19:16:36.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11102,30-42 30 STREET,30 STREET,ADDRESS,ASTORIA,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-15T00:00:00.000,01 QUEENS,4005920044,QUEENS,1005587,218480,PHONE,Unspecified,QUEENS,40.76632778899108,-73.92297248841302,"{'latitude': '40.76632778899108', 'longitude': '-73.92297248841302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58796920,2023-09-12T08:34:09.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10001,119 WEST   31 STREET,WEST   31 STREET,ADDRESS,NEW YORK,Closed,The individual was found and outreach assistance was offered.,2023-09-12T09:53:48.000,05 MANHATTAN,1008070028,MANHATTAN,987034,211880,ONLINE,Unspecified,MANHATTAN,40.74823778424113,-73.98995236753659,"{'latitude': '40.74823778424113', 'longitude': '-73.98995236753659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,WEST   31 STREET,,,,,,,,
58788891,2023-09-12T08:34:08.000,2023-09-12T09:10:41.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10075,530 EAST   78 STREET,EAST   78 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T09:10:46.000,08 MANHATTAN,1014880017,MANHATTAN,998261,219835,ONLINE,Unspecified,MANHATTAN,40.77006155778714,-73.9494168396209,"{'latitude': '40.77006155778714', 'longitude': '-73.9494168396209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CHEROKEE PLACE,EAST   78 STREET PEDESTRIAN OVPS,CHEROKEE PLACE,EAST   78 STREET PEDESTRIAN OVPS,EAST   78 STREET,,,,,,,,
