unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,due_date,taxi_company_borough,taxi_pick_up_location
58882668,2023-09-21T05:02:00.000,2023-09-22T07:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10009,508 EAST   11 STREET,EAST   11 STREET,AVENUE A,AVENUE B,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-22T07:30:00.000,03 MANHATTAN,1004040006,MANHATTAN,989429,204593,ONLINE,Unspecified,MANHATTAN,40.72823569676806,-73.9813142709326,"{'latitude': '40.72823569676806', 'longitude': '-73.9813142709326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58884064,2023-09-21T05:01:49.000,2023-09-21T06:09:43.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11385,58-02 METROPOLITAN AVENUE,METROPOLITAN AVENUE,FOREST AVENUE,60 STREET,FOREST AVENUE,60 STREET,ADDRESS,RIDGEWOOD,METROPOLITAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T06:09:50.000,05 QUEENS,4034920034,QUEENS,1010317,199016,MOBILE,Unspecified,QUEENS,40.71289129259772,-73.90597241557977,"{'latitude': '40.71289129259772', 'longitude': '-73.90597241557977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885564,2023-09-21T05:00:49.000,2023-09-21T05:00:49.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11209,635 78 STREET,78 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-21T00:00:00.000,10 BROOKLYN,3059630070,BROOKLYN,978612,167090,UNKNOWN,Unspecified,BROOKLYN,40.62529816268741,-74.02031041870053,"{'latitude': '40.62529816268741', 'longitude': '-74.02031041870053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886826,2023-09-21T05:00:12.000,2023-09-21T05:54:49.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11375,108-14 67 AVENUE,67 AVENUE,108 STREET,110 STREET,108 STREET,110 STREET,ADDRESS,FOREST HILLS,67 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T05:54:55.000,06 QUEENS,4021760011,QUEENS,1026584,204920,ONLINE,Unspecified,QUEENS,40.729033442913526,-73.84725786465239,"{'latitude': '40.729033442913526', 'longitude': '-73.84725786465239', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887634,2023-09-21T04:58:16.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-28T21:18:43.000,Unspecified BROOKLYN,,BROOKLYN,992281,185284,MOBILE,Unspecified,BROOKLYN,40.675234890719224,-73.9710473384197,"{'latitude': '40.675234890719224', 'longitude': '-73.9710473384197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2,Platform,2 3 platform,,,,
58886615,2023-09-21T04:57:56.000,2023-09-21T09:58:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,60-60 60 STREET,60 STREET,58 STREET,62 AVENUE,58 STREET,62 AVENUE,ADDRESS,MASPETH,60 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T09:58:46.000,05 QUEENS,4026470076,QUEENS,1010392,199517,MOBILE,Unspecified,QUEENS,40.714266196010875,-73.90569993405808,"{'latitude': '40.714266196010875', 'longitude': '-73.90569993405808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890251,2023-09-21T04:57:40.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-28T21:13:44.000,Unspecified BROOKLYN,,BROOKLYN,1002852,182980,MOBILE,Unspecified,BROOKLYN,40.66889502741585,-73.93294405917439,"{'latitude': '40.66889502741585', 'longitude': '-73.93294405917439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,3,Mezzanine,,,,,
58887981,2023-09-21T04:57:22.000,2023-09-21T06:21:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,184 BAY   26 STREET,BAY   26 STREET,BATH AVENUE,CROPSEY AVENUE,BATH AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,BAY   26 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T06:21:21.000,11 BROOKLYN,3064430042,BROOKLYN,984053,157861,MOBILE,Unspecified,BROOKLYN,40.59996825172298,-74.00070940662158,"{'latitude': '40.59996825172298', 'longitude': '-74.00070940662158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885032,2023-09-21T04:57:15.000,2023-10-04T08:00:41.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-03T22:59:14.000,Unspecified BRONX,,BRONX,1020871,251603,ONLINE,Unspecified,BRONX,40.857190994532935,-73.86761592824293,"{'latitude': '40.857190994532935', 'longitude': '-73.86761592824293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2,Stairway,,,,,
58890754,2023-09-21T04:57:00.000,2023-09-22T12:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11221,,,,,MARCUS GARVEY BOULEVARD,VAN BUREN STREET,INTERSECTION,BROOKLYN,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-22T12:30:00.000,03 BROOKLYN,,BROOKLYN,1001019,190844,UNKNOWN,Unspecified,BROOKLYN,40.69048358106835,-73.93953203285331,"{'latitude': '40.69048358106835', 'longitude': '-73.93953203285331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58886561,2023-09-21T04:56:00.000,2023-10-04T01:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10036,28 WEST   48 STREET,WEST   48 STREET,ROCKEFELLER PLZA,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-04T01:30:00.000,05 MANHATTAN,1012630054,MANHATTAN,989873,215418,ONLINE,Unspecified,MANHATTAN,40.757947347406116,-73.97970327825018,"{'latitude': '40.757947347406116', 'longitude': '-73.97970327825018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58884005,2023-09-21T04:54:08.000,2023-09-21T06:47:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10451,383 EAST  158 STREET,EAST  158 STREET,COURTLANDT AVENUE,MELROSE AVENUE,COURTLANDT AVENUE,MELROSE AVENUE,ADDRESS,BRONX,EAST  158 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T06:47:28.000,01 BRONX,2024050122,BRONX,1007656,238945,MOBILE,Unspecified,BRONX,40.82249341136255,-73.91543198685405,"{'latitude': '40.82249341136255', 'longitude': '-73.91543198685405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882161,2023-09-21T04:53:20.000,2023-11-08T13:56:58.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Passenger,Street,11221,458A PULASKI STREET,PULASKI STREET,STUYVESANT AVENUE,MALCOLM X BOULEVARD,STUYVESANT AVENUE,MALCOLM X BOULEVARD,ADDRESS,BROOKLYN,PULASKI STREET,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-11-08T13:57:03.000,03 BROOKLYN,3015990125,BROOKLYN,1002714,192191,ONLINE,Unspecified,BROOKLYN,40.69417741002113,-73.9334162789001,"{'latitude': '40.69417741002113', 'longitude': '-73.9334162789001', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,BROOKLYN,"458A PULASKI STREET, BROOKLYN, NY, 11221"
58888474,2023-09-21T04:52:43.000,2023-09-22T14:35:41.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10029,325 EAST  106 STREET,EAST  106 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-22T00:00:00.000,11 MANHATTAN,1016780001,MANHATTAN,1000549,227132,ONLINE,Unspecified,MANHATTAN,40.79008596534541,-73.94113889661489,"{'latitude': '40.79008596534541', 'longitude': '-73.94113889661489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883188,2023-09-21T04:52:40.000,2023-09-26T19:29:16.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10002,149 NORFOLK STREET,NORFOLK STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,03 MANHATTAN,1003540022,MANHATTAN,988024,201710,ONLINE,Unspecified,MANHATTAN,40.7203232719394,-73.98638509962416,"{'latitude': '40.7203232719394', 'longitude': '-73.98638509962416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888600,2023-09-21T04:52:40.000,2023-09-26T19:29:17.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10002,149 NORFOLK STREET,NORFOLK STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,03 MANHATTAN,1003540022,MANHATTAN,988024,201710,ONLINE,Unspecified,MANHATTAN,40.7203232719394,-73.98638509962416,"{'latitude': '40.7203232719394', 'longitude': '-73.98638509962416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58891170,2023-09-21T04:52:40.000,2023-09-23T11:50:23.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10002,149 NORFOLK STREET,NORFOLK STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-23T00:00:00.000,03 MANHATTAN,1003540022,MANHATTAN,988024,201710,ONLINE,Unspecified,MANHATTAN,40.7203232719394,-73.98638509962416,"{'latitude': '40.7203232719394', 'longitude': '-73.98638509962416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885777,2023-09-21T04:52:40.000,2023-09-27T17:04:01.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10002,149 NORFOLK STREET,NORFOLK STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,03 MANHATTAN,1003540022,MANHATTAN,988024,201710,ONLINE,Unspecified,MANHATTAN,40.7203232719394,-73.98638509962416,"{'latitude': '40.7203232719394', 'longitude': '-73.98638509962416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889930,2023-09-21T04:52:40.000,2023-09-26T19:29:17.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10002,149 NORFOLK STREET,NORFOLK STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,03 MANHATTAN,1003540022,MANHATTAN,988024,201710,ONLINE,Unspecified,MANHATTAN,40.7203232719394,-73.98638509962416,"{'latitude': '40.7203232719394', 'longitude': '-73.98638509962416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884369,2023-09-21T04:52:28.000,2023-09-21T05:30:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1450 CLAY AVENUE,CLAY AVENUE,EAST  170 STREET,EAST  171 STREET,EAST  170 STREET,EAST  171 STREET,ADDRESS,BRONX,CLAY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T05:30:51.000,04 BRONX,2028870100,BRONX,1009951,244590,ONLINE,Unspecified,BRONX,40.83798093029536,-73.9071183221272,"{'latitude': '40.83798093029536', 'longitude': '-73.9071183221272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885029,2023-09-21T04:52:12.000,2023-10-04T08:01:06.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-03T22:58:59.000,Unspecified BRONX,,BRONX,1020871,251603,MOBILE,Unspecified,BRONX,40.857190994532935,-73.86761592824293,"{'latitude': '40.857190994532935', 'longitude': '-73.86761592824293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2,Stairway,,,,,
58890573,2023-09-21T04:51:07.000,2023-09-21T06:22:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10463,2880 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE,WEST  229 STREET,WEST  230 STREET,WEST  229 STREET,WEST  230 STREET,ADDRESS,BRONX,KINGSBRIDGE TERRACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T06:22:57.000,08 BRONX,2032530341,BRONX,1011194,257864,PHONE,Unspecified,BRONX,40.87441036529776,-73.90257285318309,"{'latitude': '40.87441036529776', 'longitude': '-73.90257285318309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886315,2023-09-21T04:50:07.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-02T01:16:42.000,Unspecified MANHATTAN,,MANHATTAN,1000882,243865,MOBILE,Unspecified,MANHATTAN,40.836012752574476,-73.93989486020651,"{'latitude': '40.836012752574476', 'longitude': '-73.93989486020651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,C,Stairway,,,,,
58891247,2023-09-21T04:49:31.000,2023-09-21T05:10:24.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11223,2020 WEST   12 STREET,WEST   12 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,WEST   12 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T05:10:29.000,11 BROOKLYN,3070930015,BROOKLYN,988846,156955,PHONE,Unspecified,BROOKLYN,40.5974802754912,-73.9834501961214,"{'latitude': '40.5974802754912', 'longitude': '-73.9834501961214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888977,2023-09-21T04:49:05.000,2023-09-24T08:53:05.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10019,1633 BROADWAY,BROADWAY,WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",2023-09-24T08:53:08.000,05 MANHATTAN,1010220043,MANHATTAN,988693,216739,ONLINE,Unspecified,MANHATTAN,40.76157382560385,-73.98396172072285,"{'latitude': '40.76157382560385', 'longitude': '-73.98396172072285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887609,2023-09-21T04:49:05.000,2023-09-21T04:58:43.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10019,1633 BROADWAY,BROADWAY,WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-21T04:58:49.000,05 MANHATTAN,1010220043,MANHATTAN,988693,216739,ONLINE,Unspecified,MANHATTAN,40.76157382560385,-73.98396172072285,"{'latitude': '40.76157382560385', 'longitude': '-73.98396172072285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889118,2023-09-21T04:47:10.000,2023-09-21T06:01:25.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10001,404 WEST   33 STREET,WEST   33 STREET,9 AVENUE,LINCOLN TUNNEL EN W   33 ST,9 AVENUE,LINCOLN TUNNEL EN W   33 ST,ADDRESS,NEW YORK,WEST   33 STREET,Closed,N/A,2023-09-21T06:01:32.000,04 MANHATTAN,1007297504,MANHATTAN,985037,213567,ONLINE,Unspecified,MANHATTAN,40.75286857642774,-73.99715946967216,"{'latitude': '40.75286857642774', 'longitude': '-73.99715946967216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884262,2023-09-21T04:47:00.000,2023-09-29T23:50:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11237,,,,,KNICKERBOCKER AVENUE,STANHOPE STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T23:50:00.000,04 BROOKLYN,,BROOKLYN,1006188,194405,UNKNOWN,Unspecified,BROOKLYN,40.70024639259754,-73.92088135260646,"{'latitude': '40.70024639259754', 'longitude': '-73.92088135260646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885265,2023-09-21T04:47:00.000,2023-09-21T18:19:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10002,137 HESTER STREET,HESTER STREET,CHRYSTIE ST,BOWERY,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-21T18:19:00.000,03 MANHATTAN,1003040035,MANHATTAN,985748,200509,ONLINE,Unspecified,MANHATTAN,40.71702749383692,-73.99459615469455,"{'latitude': '40.71702749383692', 'longitude': '-73.99459615469455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58890346,2023-09-21T04:46:48.000,2023-09-21T14:10:31.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11433,104-16 TUCKERTON STREET,TUCKERTON STREET,LIBERTY AVENUE,GUINZBURG ROAD,LIBERTY AVENUE,GUINZBURG ROAD,ADDRESS,JAMAICA,TUCKERTON STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T14:10:35.000,12 QUEENS,4101100050,QUEENS,1039417,193748,ONLINE,Unspecified,QUEENS,40.69829831974355,-73.80104776904918,"{'latitude': '40.69829831974355', 'longitude': '-73.80104776904918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889119,2023-09-21T04:45:35.000,2023-09-21T06:01:24.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10001,393 9 AVENUE,9 AVENUE,NJ TRANSIT-PENN CENTRAL LINE,WEST   33 STREET,NJ TRANSIT-PENN CENTRAL LINE,WEST   33 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,N/A,2023-09-21T06:01:27.000,04 MANHATTAN,1007297504,MANHATTAN,985041,213341,ONLINE,Unspecified,MANHATTAN,40.752248263323835,-73.9971450590003,"{'latitude': '40.752248263323835', 'longitude': '-73.9971450590003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890257,2023-09-21T04:43:55.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-28T22:38:23.000,Unspecified MANHATTAN,,MANHATTAN,1001323,249292,PHONE,Unspecified,MANHATTAN,40.850907433425654,-73.93828734693483,"{'latitude': '40.850907433425654', 'longitude': '-73.93828734693483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,A,Entrance,,Fort Washington Av & W 181 St,,,
58885649,2023-09-21T04:42:36.000,2023-09-21T04:52:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10014,GAY STREET,GAY STREET,WAVERLY PLACE,CHRISTOPHER STREET,WAVERLY PLACE,CHRISTOPHER STREET,BLOCKFACE,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T04:52:53.000,Unspecified MANHATTAN,,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,,,,,,,,
58890532,2023-09-21T04:40:57.000,2023-09-21T10:51:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,70-24 65 PLACE,65 PLACE,70 AVENUE,CENTRAL AVENUE,70 AVENUE,CENTRAL AVENUE,ADDRESS,RIDGEWOOD,65 PLACE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T10:51:48.000,05 QUEENS,4036440017,QUEENS,1014685,195604,MOBILE,Unspecified,QUEENS,40.70351221974002,-73.89023182144616,"{'latitude': '40.70351221974002', 'longitude': '-73.89023182144616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58891033,2023-09-21T04:40:47.000,2023-09-24T23:17:02.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10029,1265 PARK AVENUE,PARK AVENUE,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-24T00:00:00.000,11 MANHATTAN,1016250071,MANHATTAN,997615,226246,PHONE,Unspecified,MANHATTAN,40.78765905760488,-73.95173630579889,"{'latitude': '40.78765905760488', 'longitude': '-73.95173630579889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890605,2023-09-21T04:40:38.000,2023-09-21T06:29:05.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11418,100-04 93 AVENUE,93 AVENUE,DEAD END,102 STREET,DEAD END,102 STREET,ADDRESS,RICHMOND HILL,93 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T06:29:11.000,09 QUEENS,4093060051,QUEENS,1027447,190769,PHONE,Unspecified,QUEENS,40.69018819279865,-73.84423493503749,"{'latitude': '40.69018819279865', 'longitude': '-73.84423493503749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884347,2023-09-21T04:38:29.000,2023-09-21T05:30:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1450 CLAY AVENUE,CLAY AVENUE,EAST  170 STREET,EAST  171 STREET,EAST  170 STREET,EAST  171 STREET,ADDRESS,BRONX,CLAY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T05:30:41.000,04 BRONX,2028870100,BRONX,1009951,244590,ONLINE,Unspecified,BRONX,40.83798093029536,-73.9071183221272,"{'latitude': '40.83798093029536', 'longitude': '-73.9071183221272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885959,2023-09-21T04:38:13.000,2023-09-21T17:10:53.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,ONLINE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886713,2023-09-21T04:37:57.000,2023-09-22T00:20:28.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10462,1720 METROPOLITAN AVENUE,METROPOLITAN AVENUE,PURDY STREET,CASTLE HILL AVENUE,PURDY STREET,CASTLE HILL AVENUE,ADDRESS,BRONX,METROPOLITAN AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T00:20:32.000,09 BRONX,2039580010,BRONX,1024736,245585,ONLINE,Unspecified,BRONX,40.840656507013165,-73.85368040569732,"{'latitude': '40.840656507013165', 'longitude': '-73.85368040569732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887237,2023-09-21T04:37:26.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11206,67 CENTRAL AVENUE,CENTRAL AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,04 BROOKLYN,3031640008,BROOKLYN,1003536,194712,ONLINE,Unspecified,BROOKLYN,40.70109521270424,-73.93044481655052,"{'latitude': '40.70109521270424', 'longitude': '-73.93044481655052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
