unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,status,resolution_description,resolution_action_updated_date,community_board,borough,open_data_channel_type,park_facility_name,park_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,incident_zip,incident_address,street_name,address_type,city,bbl,x_coordinate_state_plane,y_coordinate_state_plane,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,facility_type,vehicle_type,due_date,taxi_company_borough
58791996,2023-09-12T14:24:37.000,2023-09-12T14:38:26.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T14:38:29.000,12 MANHATTAN,MANHATTAN,MOBILE,Unspecified,MANHATTAN,,,,,10033,603 WEST  184 STREET,WEST  184 STREET,ADDRESS,NEW YORK,1021660026,1002876,249402,40.85120621118821,-73.93267351623494,"{'latitude': '40.85120621118821', 'longitude': '-73.93267351623494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,WEST  184 STREET,,,,,
58789553,2023-09-12T14:24:33.000,2023-09-21T15:45:19.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-12T14:24:33.000,08 BROOKLYN,BROOKLYN,MOBILE,Unspecified,BROOKLYN,,,,,11213,1443 ST JOHNS PLACE,ST JOHNS PLACE,ADDRESS,BROOKLYN,3013790073,1003541,183588,40.670562376574416,-73.9304586333866,"{'latitude': '40.670562376574416', 'longitude': '-73.9304586333866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UTICA AVENUE,ROCHESTER AVENUE,UTICA AVENUE,ROCHESTER AVENUE,ST JOHNS PLACE,,,,,
58796255,2023-09-12T14:24:23.000,2023-09-12T15:22:04.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T15:22:09.000,01 BRONX,BRONX,ONLINE,Unspecified,BRONX,,,,,10455,2910 3 AVENUE,3 AVENUE,ADDRESS,BRONX,2023620011,1007420,236923,40.81694421590884,-73.91629165719306,"{'latitude': '40.81694421590884', 'longitude': '-73.91629165719306', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  150 STREET,EAST  151 STREET,EAST  150 STREET,EAST  151 STREET,3 AVENUE,,,,,
58799821,2023-09-12T14:24:22.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-12T20:18:55.000,05 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10036,1516 BROADWAY,BROADWAY,ADDRESS,NEW YORK,1009970001,988200,215227,40.75742400688699,-73.98574223356721,"{'latitude': '40.75742400688699', 'longitude': '-73.98574223356721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST 44 STREET,7 AVENUE,WEST   44 STREET,7 AVENUE,BROADWAY,,,,,
58794244,2023-09-12T14:24:12.000,2023-09-13T10:17:07.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Other Store (Non-Food),Business,Closed,"The Department of Consumer and Worker Protection (DCWP) closed your NYC311 Service Request.   DCWP couldn't take action on your complaint because it didn't include important details, such as your contact information or the business's name or location.  If you would like to pursue this complaint, you can file a new NYC311 Service Request. Please provide more information about the complaint so DCWP can help you.",2023-09-13T10:17:12.000,05 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11385,72-47 66 PLACE,66 PLACE,ADDRESS,RIDGEWOOD,4037000056,1015616,194567,40.700662649074495,-73.8868788703916,"{'latitude': '40.700662649074495', 'longitude': '-73.8868788703916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MYRTLE AVENUE,COOPER AVENUE,MYRTLE AVENUE,COOPER AVENUE,66 PLACE,,,,,
58799530,2023-09-12T14:24:03.000,2023-10-13T15:17:20.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-13T15:17:31.000,15 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11235,234 DOVER STREET,DOVER STREET,ADDRESS,BROOKLYN,3087410016,998421,149259,40.57634615441975,-73.94898758171225,"{'latitude': '40.57634615441975', 'longitude': '-73.94898758171225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ORIENTAL BOULEVARD,DEAD END,ORIENTAL BOULEVARD,DEAD END,DOVER STREET,,,,,
58791717,2023-09-12T14:24:00.000,2023-09-12T14:53:03.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T14:53:08.000,03 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11221,644 GATES AVENUE,GATES AVENUE,ADDRESS,BROOKLYN,3018160031,1001063,189757,40.68749993314922,-73.93937608434774,"{'latitude': '40.68749993314922', 'longitude': '-73.93937608434774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",THROOP AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE,MARCUS GARVEY BOULEVARD,GATES AVENUE,,,,,
58796728,2023-09-12T14:24:00.000,2023-09-12T14:24:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-12T14:24:00.000,08 BROOKLYN,BROOKLYN,MOBILE,Unspecified,BROOKLYN,,,,,11213,1455 ST JOHNS PLACE,ST JOHNS PLACE,ADDRESS,BROOKLYN,3013790068,1003613,183583,40.670548495515405,-73.93019909789264,"{'latitude': '40.670548495515405', 'longitude': '-73.93019909789264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UTICA AVENUE,ROCHESTER AVENUE,UTICA AVENUE,ROCHESTER AVENUE,ST JOHNS PLACE,,,,,
58793426,2023-09-12T14:23:50.000,2023-09-12T14:37:48.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T14:37:53.000,12 MANHATTAN,MANHATTAN,MOBILE,Unspecified,MANHATTAN,,,,,10033,602 WEST  184 STREET,WEST  184 STREET,ADDRESS,NEW YORK,1021650063,1002877,249395,40.85118699615938,-73.93266992103403,"{'latitude': '40.85118699615938', 'longitude': '-73.93266992103403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,WEST  184 STREET,,,,,
58798155,2023-09-12T14:23:41.000,2023-09-14T10:36:06.000,DPR,Department of Parks and Recreation,Illegal Tree Damage,Roots Damaged,Street,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-09-14T10:36:09.000,11 BRONX,BRONX,MOBILE,Unspecified,BRONX,,,,,10469,3245 TENBROECK AVENUE,TENBROECK AVENUE,ADDRESS,BRONX,2046160048,1024990,257012,40.87201899342074,-73.85269298296618,"{'latitude': '40.87201899342074', 'longitude': '-73.85269298296618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BURKE AVENUE,EAST GUN HILL ROAD,BURKE AVENUE,EAST GUN HILL ROAD,TENBROECK AVENUE,,,,,
58791982,2023-09-12T14:23:29.000,2023-09-12T15:09:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T15:09:44.000,10 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10026,1316 5 AVENUE,5 AVENUE,ADDRESS,NEW YORK,1015940040,998410,229795,40.797398865316396,-73.94885791958401,"{'latitude': '40.797398865316396', 'longitude': '-73.94885791958401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRAWLEY CIRCLE,EAST  111 STREET,FRAWLEY CIRCLE,EAST  111 STREET,5 AVENUE,,,,,
58790997,2023-09-12T14:23:28.000,2023-09-21T15:45:20.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-12T14:23:28.000,08 BROOKLYN,BROOKLYN,MOBILE,Unspecified,BROOKLYN,,,,,11213,1445 ST JOHNS PLACE,ST JOHNS PLACE,ADDRESS,BROOKLYN,3013790073,1003553,183588,40.670562350418145,-73.93041537507712,"{'latitude': '40.670562350418145', 'longitude': '-73.93041537507712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UTICA AVENUE,ROCHESTER AVENUE,UTICA AVENUE,ROCHESTER AVENUE,ST JOHNS PLACE,,,,,
58796995,2023-09-12T14:23:02.000,2023-09-14T08:39:44.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T05:48:50.000,11 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11204,2350 63 STREET,63 STREET,ADDRESS,BROOKLYN,3065580024,990668,162601,40.61297626076017,-73.97688396474626,"{'latitude': '40.61297626076017', 'longitude': '-73.97688396474626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23 AVENUE,24 AVENUE,23 AVENUE,24 AVENUE,63 STREET,,,,,
58795771,2023-09-12T14:23:00.000,2023-09-13T10:52:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-13T10:52:00.000,03 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10009,28 AVENUE B,AVENUE B,ADDRESS,NEW YORK,1003980033,988908,202457,40.72237318530342,-73.98319550695787,"{'latitude': '40.72237318530342', 'longitude': '-73.98319550695787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",E 2 ST,E 3 ST,,,,,N/A,,,
58798192,2023-09-12T14:22:57.000,2023-09-21T15:45:20.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-12T14:22:57.000,08 BROOKLYN,BROOKLYN,MOBILE,Unspecified,BROOKLYN,,,,,11213,1441 ST JOHNS PLACE,ST JOHNS PLACE,ADDRESS,BROOKLYN,3013790073,1003529,183589,40.67056514748991,-73.9305018888361,"{'latitude': '40.67056514748991', 'longitude': '-73.9305018888361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UTICA AVENUE,ROCHESTER AVENUE,UTICA AVENUE,ROCHESTER AVENUE,ST JOHNS PLACE,,,,,
58790288,2023-09-12T14:22:55.000,2023-11-07T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,Closed,The City has removed the graffiti from this property.,2023-11-08T06:53:48.000,04 MANHATTAN,MANHATTAN,UNKNOWN,Unspecified,MANHATTAN,,,,,10011,260 WEST   23 STREET,WEST   23 STREET,ADDRESS,NEW YORK,1007720075,985000,210621,40.74478255162848,-73.99729334284906,"{'latitude': '40.74478255162848', 'longitude': '-73.99729334284906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,2023-12-02T13:57:36.000,
58800041,2023-09-12T14:22:43.000,2023-10-13T00:01:11.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Home Improvement Contractor,Business,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-13T00:01:22.000,12 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11432,90-14 172 STREET,172 STREET,ADDRESS,JAMAICA,4098060045,1042860,197679,40.709065826374314,-73.78859689470445,"{'latitude': '40.709065826374314', 'longitude': '-73.78859689470445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",90 AVENUE,91 AVENUE,90 AVENUE,91 AVENUE,172 STREET,,,,,
58792650,2023-09-12T14:22:42.000,2023-09-12T14:33:03.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-12T14:33:07.000,04 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10019,510 WEST   54 STREET,WEST   54 STREET,ADDRESS,NEW YORK,1010820025,986915,218844,40.767352221988745,-73.99037908562991,"{'latitude': '40.767352221988745', 'longitude': '-73.99037908562991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10 AVENUE,11 AVENUE,10 AVENUE,11 AVENUE,WEST   54 STREET,,,,,
58799818,2023-09-12T14:22:42.000,2023-09-21T23:09:43.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-21T23:09:49.000,04 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10019,510 WEST   54 STREET,WEST   54 STREET,ADDRESS,NEW YORK,1010820025,986915,218844,40.767352221988745,-73.99037908562991,"{'latitude': '40.767352221988745', 'longitude': '-73.99037908562991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10 AVENUE,11 AVENUE,10 AVENUE,11 AVENUE,WEST   54 STREET,,,,,
58789771,2023-09-12T14:22:41.000,2023-09-12T15:30:42.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,Closed,The Police Department visited the location and no Encampment was found.,2023-09-12T15:30:48.000,08 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10028,1241 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,1015130020,996307,222825,40.77827120418654,-73.95646589483952,"{'latitude': '40.77827120418654', 'longitude': '-73.95646589483952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   84 STREET,EAST   85 STREET,EAST   84 STREET,EAST   85 STREET,LEXINGTON AVENUE,,,,,
58793734,2023-09-12T14:22:32.000,2023-11-22T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-22T00:00:00.000,04 BRONX,BRONX,UNKNOWN,Unspecified,BRONX,,,,,10456,1306 FINDLAY AVENUE,FINDLAY AVENUE,ADDRESS,BRONX,2027820008,1008927,243630,40.83534893042961,-73.9108225183063,"{'latitude': '40.83534893042961', 'longitude': '-73.9108225183063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58791571,2023-09-12T14:22:32.000,2023-10-06T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-06T00:00:00.000,08 QUEENS,QUEENS,UNKNOWN,Unspecified,QUEENS,,,,,11435,142-09 84 DRIVE,84 DRIVE,ADDRESS,JAMAICA,4097150190,1035615,198377,40.71102669174125,-73.81472381002274,"{'latitude': '40.71102669174125', 'longitude': '-73.81472381002274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,
58794431,2023-09-12T14:22:32.000,2023-09-13T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-13T00:00:00.000,10 BROOKLYN,BROOKLYN,UNKNOWN,Unspecified,BROOKLYN,,,,,11209,130 72 STREET,72 STREET,ADDRESS,BROOKLYN,3059060001,975391,170512,40.634688194371535,-74.03191829007669,"{'latitude': '40.634688194371535', 'longitude': '-74.03191829007669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,
58794598,2023-09-12T14:22:31.000,2023-09-12T14:22:31.000,DOB,Department of Buildings,General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-12T00:00:00.000,02 MANHATTAN,MANHATTAN,UNKNOWN,Unspecified,MANHATTAN,,,,,10014,225 WEST    4 STREET,WEST    4 STREET,ADDRESS,NEW YORK,1006100009,983473,206593,40.733726688814365,-74.00280363155227,"{'latitude': '40.733726688814365', 'longitude': '-74.00280363155227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58797458,2023-09-12T14:22:31.000,2023-09-20T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,Closed,The Department of Buildings has made a second attempt to conduct an inspection of this premises and was denied access. No further attempts will be made.,2023-09-20T00:00:00.000,02 STATEN ISLAND,STATEN ISLAND,UNKNOWN,Unspecified,STATEN ISLAND,,,,,10314,234 WESTWOOD AVENUE,WESTWOOD AVENUE,ADDRESS,STATEN ISLAND,5007040026,951326,160288,40.60656871223173,-74.1185726898431,"{'latitude': '40.60656871223173', 'longitude': '-74.1185726898431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58793296,2023-09-12T14:22:28.000,2023-09-12T14:43:49.000,NYPD,New York City Police Department,Panhandling,N/A,Store/Commercial,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T14:43:54.000,01 QUEENS,QUEENS,MOBILE,Unspecified,QUEENS,,,,,11106,31-18 BROADWAY,BROADWAY,ADDRESS,ASTORIA,4006110040,1004980,216852,40.761860794759805,-73.9251688047581,"{'latitude': '40.761860794759805', 'longitude': '-73.9251688047581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31 STREET,32 STREET,31 STREET,32 STREET,BROADWAY,,,,,
58793185,2023-09-12T14:22:26.000,2023-09-12T14:48:35.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T14:48:43.000,04 QUEENS,QUEENS,ONLINE,Unspecified,QUEENS,,,,,11368,40-18 97 STREET,97 STREET,ADDRESS,CORONA,4016050007,1020755,212144,40.74888748557248,-73.86824980686025,"{'latitude': '40.74888748557248', 'longitude': '-73.86824980686025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROOSEVELT AVENUE,40 ROAD,ROOSEVELT AVENUE,40 ROAD,97 STREET,,,,,
58793997,2023-09-12T14:22:16.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,In Progress,,,10 QUEENS,QUEENS,ONLINE,Unspecified,QUEENS,,,,,11414,90-10 SOUTH CONDUIT AVENUE,SOUTH CONDUIT AVENUE,ADDRESS,HOWARD BEACH,4114220004,1027349,183059,40.6690265015627,-73.84463762373403,"{'latitude': '40.6690265015627', 'longitude': '-73.84463762373403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",90 STREET,CROSS BAY BOULEVARD,90 STREET,CROSS BAY BOULEVARD,SOUTH CONDUIT AVENUE,,,,,
58795510,2023-09-12T14:22:10.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-12T20:19:08.000,05 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10036,1500 BROADWAY,BROADWAY,ADDRESS,NEW YORK,1009960001,988136,215020,40.7568558730713,-73.98597336511823,"{'latitude': '40.7568558730713', 'longitude': '-73.98597336511823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST 43 STREET,WEST 44 STREET,WEST   43 STREET,WEST   44 STREET,BROADWAY,,,,,
58789891,2023-09-12T14:22:07.000,2023-09-12T14:38:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T14:38:48.000,07 MANHATTAN,MANHATTAN,MOBILE,Unspecified,MANHATTAN,,,,,10024,505 WEST END AVENUE,WEST END AVENUE,ADDRESS,NEW YORK,1012460029,990155,226287,40.7877797246415,-73.97867582348091,"{'latitude': '40.7877797246415', 'longitude': '-73.97867582348091', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   84 STREET,WEST   85 STREET,WEST   84 STREET,WEST   85 STREET,WEST END AVENUE,,,,,
58791127,2023-09-12T14:22:01.000,2023-09-19T16:49:08.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,Closed,The Department of Transportation has approved the sidewalk re-inspection request. The property owner will be notified by mail within 120 days with the date of re-inspection.,2023-09-19T16:49:12.000,03 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11233,148 DECATUR STREET,DECATUR STREET,ADDRESS,BROOKLYN,3016790004,1001728,187400,40.68102921956461,-73.93698435784147,"{'latitude': '40.68102921956461', 'longitude': '-73.93698435784147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MARCUS GARVEY BOULEVARD,LEWIS AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,DECATUR STREET,,,,,
58793280,2023-09-12T14:22:00.000,2023-09-12T15:25:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-12T15:25:00.000,10 QUEENS,QUEENS,UNKNOWN,Unspecified,QUEENS,,,,,11419,,,INTERSECTION,QUEENS,,1031779,189125,40.68565359516771,-73.82862571146144,"{'latitude': '40.68565359516771', 'longitude': '-73.82862571146144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,LIBERTY AVENUE,114 STREET,,,N/A,,,
58797840,2023-09-12T14:21:49.000,2023-09-13T17:18:48.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-13T00:00:00.000,07 BRONX,BRONX,PHONE,Unspecified,BRONX,,,,,10458,2735 MARION AVENUE,MARION AVENUE,ADDRESS,BRONX,2032880035,1015068,254879,40.866204783245244,-73.88857855130807,"{'latitude': '40.866204783245244', 'longitude': '-73.88857855130807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58794860,2023-09-12T14:21:42.000,2023-09-18T08:56:45.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-18T00:00:00.000,07 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10025,964 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,1018790031,993922,231227,40.80133536650071,-73.96506529386701,"{'latitude': '40.80133536650071', 'longitude': '-73.96506529386701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58793137,2023-09-12T14:21:37.000,2023-09-12T16:17:06.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T16:17:10.000,04 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11237,327 TROUTMAN STREET,TROUTMAN STREET,ADDRESS,BROOKLYN,3031750036,1005083,195974,40.70455559846375,-73.92486164160871,"{'latitude': '40.70455559846375', 'longitude': '-73.92486164160871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,TROUTMAN STREET,,,,,
58790425,2023-09-12T14:21:21.000,2023-09-12T14:29:11.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T14:29:17.000,12 MANHATTAN,MANHATTAN,MOBILE,Unspecified,MANHATTAN,,,,,10034,532 WEST  207 STREET,WEST  207 STREET,ADDRESS,NEW YORK,1022220017,1006443,254581,40.86541276186851,-73.91976291650712,"{'latitude': '40.86541276186851', 'longitude': '-73.91976291650712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",POST AVENUE,SHERMAN AVENUE,POST AVENUE,SHERMAN AVENUE,WEST  207 STREET,,,,,
58789704,2023-09-12T14:21:04.000,2023-09-14T11:50:49.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-14T11:50:54.000,03 QUEENS,QUEENS,ONLINE,Unspecified,QUEENS,,,,,11369,30-52 87 STREET,87 STREET,ADDRESS,EAST ELMHURST,4013840031,1017059,216431,40.7606686854944,-73.88156810455853,"{'latitude': '40.7606686854944', 'longitude': '-73.88156810455853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30 AVENUE,31 AVENUE,30 AVENUE,31 AVENUE,87 STREET,,,,,
