unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,status,resolution_description,resolution_action_updated_date,community_board,borough,open_data_channel_type,park_facility_name,park_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,x_coordinate_state_plane,y_coordinate_state_plane,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,due_date
58941098,2023-09-27T17:08:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-11-14T06:44:00.000,14 BROOKLYN,BROOKLYN,UNKNOWN,Unspecified,BROOKLYN,,,,,11230,601 EAST   18 STREET,EAST   18 STREET,FOSTER AVE,NEWKIRK AVE,EAST 18 STREET,FOSTER AVENUE,INTERSECTION,BROOKLYN,,995239,170758,40.6353610256351,-73.96040708542088,"{'latitude': '40.6353610256351', 'longitude': '-73.96040708542088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3052180039,,,,,
58936994,2023-09-27T17:08:00.000,2023-09-27T18:35:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-27T18:35:00.000,04 MANHATTAN,MANHATTAN,MOBILE,Unspecified,MANHATTAN,,,,,10019,505 WEST   54 STREET,WEST   54 STREET,10 AVE,11 AVE,,,ADDRESS,NEW YORK,,986946,218834,40.767324765182074,-73.99026717656675,"{'latitude': '40.767324765182074', 'longitude': '-73.99026717656675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1010830029,,,,,
58936207,2023-09-27T17:07:41.000,2023-10-23T08:34:09.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-23T00:00:00.000,09 BRONX,BRONX,PHONE,Unspecified,BRONX,,,,,10462,1381 VIRGINIA AVENUE,VIRGINIA AVENUE,,,,,ADDRESS,BRONX,,1022447,243568,40.83513063179024,-73.86196450488366,"{'latitude': '40.83513063179024', 'longitude': '-73.86196450488366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2039360021,,,,,
58940156,2023-09-27T17:07:41.000,2023-10-23T08:34:09.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-23T00:00:00.000,09 BRONX,BRONX,PHONE,Unspecified,BRONX,,,,,10462,1381 VIRGINIA AVENUE,VIRGINIA AVENUE,,,,,ADDRESS,BRONX,,1022447,243568,40.83513063179024,-73.86196450488366,"{'latitude': '40.83513063179024', 'longitude': '-73.86196450488366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2039360021,,,,,
58941340,2023-09-27T17:07:40.000,2023-10-03T12:11:01.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,06 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11231,151 CONOVER STREET,CONOVER STREET,,,,,ADDRESS,BROOKLYN,,980474,186512,40.67860831099112,-74.01361359465812,"{'latitude': '40.67860831099112', 'longitude': '-74.01361359465812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3005650001,,,,,
58940412,2023-09-27T17:07:38.000,2023-09-29T10:01:21.000,DOT,Department of Transportation,Bus Stop Shelter Complaint,Dirty/Graffiti,Bus Stop Shelter,Closed,The contractor has reported that the requested work has been completed.,2023-09-28T05:50:59.000,11 BRONX,BRONX,ONLINE,Unspecified,BRONX,,,,,10469,ALLERTON AVENUE,ALLERTON AVENUE,ALLERTON AVENUE,HERING AVENUE,ALLERTON AVENUE,HERING AVENUE,INTERSECTION,,,1024680,254602,40.86540571295786,-73.85382841465285,"{'latitude': '40.86540571295786', 'longitude': '-73.85382841465285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58940140,2023-09-27T17:07:37.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-27T00:00:00.000,12 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10032,1941 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,1000189,242532,40.832355330775925,-73.94240240775395,"{'latitude': '40.832355330775925', 'longitude': '-73.94240240775395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021070059,,,,,
58936280,2023-09-27T17:07:37.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-27T00:00:00.000,12 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10032,1941 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,1000189,242532,40.832355330775925,-73.94240240775395,"{'latitude': '40.832355330775925', 'longitude': '-73.94240240775395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021070059,,,,,
58954638,2023-09-27T17:07:35.000,2023-09-28T14:08:28.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-28T14:08:33.000,14 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11230,1540 EAST   17 STREET,EAST   17 STREET,AVENUE O,AVENUE P,AVENUE O,AVENUE P,ADDRESS,BROOKLYN,EAST   17 STREET,996181,162346,40.61227063014066,-73.95702796677806,"{'latitude': '40.61227063014066', 'longitude': '-73.95702796677806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3067630019,,,,,
58948325,2023-09-27T17:07:27.000,2023-09-28T03:09:27.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-28T03:09:34.000,04 QUEENS,QUEENS,ONLINE,Unspecified,QUEENS,,,,,11373,51-16 90 STREET,90 STREET,51 AVENUE,52 AVENUE,51 AVENUE,52 AVENUE,ADDRESS,ELMHURST,90 STREET,1019155,208650,40.7393037994443,-73.87404249100965,"{'latitude': '40.7393037994443', 'longitude': '-73.87404249100965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58952853,2023-09-27T17:07:22.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-12T11:07:39.000,05 QUEENS,QUEENS,MOBILE,Unspecified,QUEENS,,,,,11385,1616 STEPHEN STREET,STEPHEN STREET,WYCKOFF AVENUE,CYPRESS AVENUE,WYCKOFF AVENUE,CYPRESS AVENUE,ADDRESS,RIDGEWOOD,STEPHEN STREET,1011035,192887,40.69606649523551,-73.90340686244916,"{'latitude': '40.69606649523551', 'longitude': '-73.90340686244916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58999750,2023-09-27T17:07:17.000,2023-09-27T17:09:22.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T17:09:25.000,10 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11220,209 67 STREET,67 STREET,RIDGE BOULEVARD,3 AVENUE,RIDGE BOULEVARD,3 AVENUE,ADDRESS,BROOKLYN,67 STREET,976738,171933,40.63858978122606,-74.02706673581544,"{'latitude': '40.63858978122606', 'longitude': '-74.02706673581544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3058410067,,,,,
58948233,2023-09-27T17:07:16.000,2023-10-12T09:39:45.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T03:44:16.000,12 BRONX,BRONX,MOBILE,Unspecified,BRONX,,,,,10467,3756 OLINVILLE AVENUE,OLINVILLE AVENUE,EAST  216 STREET,EAST  219 STREET,EAST  216 STREET,EAST  219 STREET,ADDRESS,BRONX,OLINVILLE AVENUE,1021421,261104,40.883266005619596,-73.86557498749885,"{'latitude': '40.883266005619596', 'longitude': '-73.86557498749885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2046500030,,,,,
58941523,2023-09-27T17:06:58.000,2023-09-27T17:35:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T17:35:54.000,07 MANHATTAN,MANHATTAN,MOBILE,Unspecified,MANHATTAN,,,,,10023,WEST   72 STREET,WEST   72 STREET,CENTRAL PARK WEST,WEST   72 STREET,CENTRAL PARK WEST,WEST   72 STREET,INTERSECTION,,,990910,222076,40.776221110771935,-73.97595353687147,"{'latitude': '40.776221110771935', 'longitude': '-73.97595353687147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58938285,2023-09-27T17:06:33.000,2023-09-27T17:32:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T17:33:03.000,13 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11235,2727 BRIGHTON    6 STREET,BRIGHTON    6 STREET,SHORE PARKWAY,BANNER AVENUE,SHORE PARKWAY,BANNER AVENUE,ADDRESS,BROOKLYN,BRIGHTON    6 STREET,994452,152010,40.583902561351344,-73.96327093631244,"{'latitude': '40.583902561351344', 'longitude': '-73.96327093631244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3072420139,,,,,
58941598,2023-09-27T17:06:21.000,2023-09-28T04:10:05.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T04:10:09.000,08 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11432,80-60 161 STREET,161 STREET,UNION TURNPIKE,GOETHALS AVENUE,UNION TURNPIKE,GOETHALS AVENUE,ADDRESS,JAMAICA,161 STREET,1038003,201548,40.719716121368066,-73.80608487871487,"{'latitude': '40.719716121368066', 'longitude': '-73.80608487871487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58945739,2023-09-27T17:06:16.000,2023-09-28T20:34:44.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-28T20:34:51.000,14 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11230,1333 EAST   18 STREET,EAST   18 STREET,AVENUE M,AVENUE N,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,EAST   18 STREET,996170,164344,40.61775474119031,-73.95706405836958,"{'latitude': '40.61775474119031', 'longitude': '-73.95706405836958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3067470085,,,,,
58939217,2023-09-27T17:06:00.000,2023-09-29T12:01:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,Closed,The Department of Sanitation collected the E-waste.,2023-09-29T12:01:00.000,03 STATEN ISLAND,STATEN ISLAND,PHONE,Unspecified,STATEN ISLAND,,,,,10312,20 BENSON STREET,BENSON STREET,KENILWORTH AVENUE,WOODROW ROAD,,,ADDRESS,STATEN ISLAND,,933548,145073,40.56472276894213,-74.18248418153425,"{'latitude': '40.56472276894213', 'longitude': '-74.18248418153425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5057260047,,,,,
58937085,2023-09-27T17:05:54.000,2023-09-27T17:36:24.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T17:36:29.000,12 MANHATTAN,MANHATTAN,MOBILE,Unspecified,MANHATTAN,,,,,10034,250 SHERMAN AVENUE,SHERMAN AVENUE,WEST  207 STREET,ISHAM STREET,WEST  207 STREET,ISHAM STREET,ADDRESS,NEW YORK,SHERMAN AVENUE,1006616,254840,40.86612320132696,-73.91913658426407,"{'latitude': '40.86612320132696', 'longitude': '-73.91913658426407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1022270021,,,,,
58943747,2023-09-27T17:05:37.000,2023-09-28T01:49:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T01:49:31.000,08 QUEENS,QUEENS,MOBILE,Unspecified,QUEENS,,,,,11435,84-18 150 STREET,150 STREET,84 AVENUE,84 ROAD,84 AVENUE,84 ROAD,ADDRESS,JAMAICA,150 STREET,1036934,199117,40.71305005519861,-73.80996033331796,"{'latitude': '40.71305005519861', 'longitude': '-73.80996033331796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4097410145,,,,,
58936242,2023-09-27T17:05:17.000,2023-09-29T08:45:34.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,12 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10033,809 WEST  177 STREET,WEST  177 STREET,,,,,ADDRESS,NEW YORK,,1000768,248232,40.8479991031889,-73.94029607984919,"{'latitude': '40.8479991031889', 'longitude': '-73.94029607984919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021770014,,,,,
58942703,2023-09-27T17:05:13.000,2023-10-02T11:51:22.000,HPD,Department of Housing Preservation and Development,SAFETY,FIRE ESCAPE,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,17 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11212,536 EAST   96 STREET,EAST   96 STREET,,,,,ADDRESS,BROOKLYN,,1007885,177962,40.6551097267842,-73.91481884928848,"{'latitude': '40.6551097267842', 'longitude': '-73.91481884928848', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3047160059,,,,,
58945376,2023-09-27T17:05:11.000,2023-09-27T20:37:27.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T20:37:30.000,07 BROOKLYN,BROOKLYN,MOBILE,Unspecified,BROOKLYN,,,,,11232,4015 FIRST AVENUE,FIRST AVENUE,40 STREET,41 STREET,40 STREET,41 STREET,ADDRESS,BROOKLYN,1 AVENUE,980527,178241,40.65590627988475,-74.01341794634783,"{'latitude': '40.65590627988475', 'longitude': '-74.01341794634783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58943852,2023-09-27T17:05:04.000,2023-10-05T21:15:52.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,07 BRONX,BRONX,ONLINE,Unspecified,BRONX,,,,,10468,2710 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,1013124,255501,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2033160020,,,,,
58942602,2023-09-27T17:05:04.000,2023-10-05T21:15:52.000,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,07 BRONX,BRONX,ONLINE,Unspecified,BRONX,,,,,10468,2710 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,1013124,255501,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2033160020,,,,,
58937558,2023-09-27T17:05:04.000,2023-10-05T21:15:52.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,07 BRONX,BRONX,ONLINE,Unspecified,BRONX,,,,,10468,2710 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,1013124,255501,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2033160020,,,,,
58945228,2023-09-27T17:05:04.000,2023-10-05T21:15:52.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,07 BRONX,BRONX,ONLINE,Unspecified,BRONX,,,,,10468,2710 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,1013124,255501,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2033160020,,,,,
58940217,2023-09-27T17:05:04.000,2023-10-05T21:15:52.000,HPD,Department of Housing Preservation and Development,GENERAL,SIGNAGE MISSING,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,07 BRONX,BRONX,ONLINE,Unspecified,BRONX,,,,,10468,2710 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,1013124,255501,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2033160020,,,,,
58936648,2023-09-27T17:04:41.000,2023-10-05T14:43:29.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,Closed,This request required re-assignment to a new DOT unit.,2023-10-05T14:43:39.000,06 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11215,285 15 STREET,15 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,15 STREET,988014,181257,40.664184518118766,-73.98643260328613,"{'latitude': '40.664184518118766', 'longitude': '-73.98643260328613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58944918,2023-09-27T17:04:40.000,2023-09-27T17:50:40.000,NYPD,New York City Police Department,Panhandling,N/A,Residential Building/House,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T17:50:46.000,12 QUEENS,QUEENS,MOBILE,Unspecified,QUEENS,,,,,11435,88-17 146 STREET,146 STREET,88 AVENUE,89 AVENUE,88 AVENUE,89 AVENUE,ADDRESS,JAMAICA,146 STREET,1036920,195941,40.70433279102337,-73.81003567772616,"{'latitude': '40.70433279102337', 'longitude': '-73.81003567772616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58940230,2023-09-27T17:04:20.000,2023-10-26T15:24:07.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-26T00:00:00.000,07 BRONX,BRONX,PHONE,Unspecified,BRONX,,,,,10467,144 EAST  208 STREET,EAST  208 STREET,,,,,ADDRESS,BRONX,,1017385,259157,40.87793817740967,-73.88018036891816,"{'latitude': '40.87793817740967', 'longitude': '-73.88018036891816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2033360024,,,,,
58941439,2023-09-27T17:04:17.000,2023-10-14T05:03:20.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-14T00:00:00.000,14 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11691,409 BEACH   45 STREET,BEACH   45 STREET,,,,,ADDRESS,FAR ROCKAWAY,,1046291,156477,40.59595230791424,-73.77660052357467,"{'latitude': '40.59595230791424', 'longitude': '-73.77660052357467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4159680106,,,,,
58943742,2023-09-27T17:04:14.000,2023-09-27T17:34:21.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-27T17:34:26.000,04 BRONX,BRONX,ONLINE,Unspecified,BRONX,,,,,10456,1327 CLAY AVENUE,CLAY AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,CLAY AVENUE,1009456,243647,40.83539409650319,-73.90891076117953,"{'latitude': '40.83539409650319', 'longitude': '-73.90891076117953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58940691,2023-09-27T17:04:14.000,2023-09-28T09:54:15.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T09:54:21.000,12 QUEENS,QUEENS,ONLINE,Unspecified,QUEENS,,,,,11423,90-12 202 STREET,202 STREET,90 AVENUE,93 AVENUE,90 AVENUE,93 AVENUE,ADDRESS,HOLLIS,202 STREET,1050901,200504,40.71676283104882,-73.7595656106372,"{'latitude': '40.71676283104882', 'longitude': '-73.7595656106372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4104830041,,,,,
58941558,2023-09-27T17:04:10.000,2023-10-02T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-10-02T00:00:00.000,05 BRONX,BRONX,UNKNOWN,Unspecified,BRONX,,,,,10453,1738 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,1007077,248609,40.84901980016448,-73.91749107675265,"{'latitude': '40.84901980016448', 'longitude': '-73.91749107675265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2028760112,,,,,
58936427,2023-09-27T17:04:10.000,2023-11-08T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-08T00:00:00.000,01 BRONX,BRONX,UNKNOWN,Unspecified,BRONX,,,,,10451,303 EAST  158 STREET,EAST  158 STREET,,,,,ADDRESS,BRONX,,1007136,239155,40.82307116422554,-73.9173100769179,"{'latitude': '40.82307116422554', 'longitude': '-73.9173100769179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2024180033,,,,,
58936339,2023-09-27T17:04:03.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-27T00:00:00.000,03 MANHATTAN,MANHATTAN,PHONE,Unspecified,MANHATTAN,,,,,10002,35 MARKET STREET,MARKET STREET,,,,,ADDRESS,NEW YORK,,985801,198873,40.71253705566579,-73.9944053408339,"{'latitude': '40.71253705566579', 'longitude': '-73.9944053408339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1002770021,,,,,
58938913,2023-09-27T17:03:59.000,2023-10-13T05:03:22.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-13T00:00:00.000,14 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11691,409 BEACH   45 STREET,BEACH   45 STREET,,,,,ADDRESS,FAR ROCKAWAY,,1046291,156477,40.59595230791424,-73.77660052357467,"{'latitude': '40.59595230791424', 'longitude': '-73.77660052357467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4159680106,,,,,
58939401,2023-09-27T17:03:59.000,2023-09-27T19:01:32.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,Closed,N/A,2023-09-27T19:01:34.000,07 BRONX,BRONX,ONLINE,Unspecified,BRONX,,,,,10468,13 EAST KINGSBRIDGE ROAD,EAST KINGSBRIDGE ROAD,JEROME AVENUE,MORRIS AVENUE,JEROME AVENUE,MORRIS AVENUE,ADDRESS,BRONX,EAST KINGSBRIDGE ROAD,1012734,255286,40.86732971360767,-73.89701531220457,"{'latitude': '40.86732971360767', 'longitude': '-73.89701531220457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58938390,2023-09-27T17:03:50.000,2023-09-27T18:38:41.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T18:38:47.000,04 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10001,321 WEST   29 STREET,WEST   29 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   29 STREET,985198,212306,40.749407434377055,-73.99657854784635,"{'latitude': '40.749407434377055', 'longitude': '-73.99657854784635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
