unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,due_date
58976599,2023-09-30T17:45:26.000,2023-09-30T17:50:46.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11209,7826 COLONIAL ROAD,COLONIAL ROAD,NARROWS AVENUE,COLONIAL ROAD,NARROWS AVENUE,COLONIAL ROAD,ADDRESS,BROOKLYN,COLONIAL ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T17:50:51.000,10 BROOKLYN,3059660044,BROOKLYN,974667,168820,ONLINE,Unspecified,BROOKLYN,40.63004325934831,-74.03452440302506,"{'latitude': '40.63004325934831', 'longitude': '-74.03452440302506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58975888,2023-09-30T17:44:33.000,2023-09-30T18:12:45.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10001,518 WEST   27 STREET,WEST   27 STREET,HIGH LINE,11 AVENUE,HIGH LINE,11 AVENUE,ADDRESS,NEW YORK,WEST   27 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T18:12:49.000,04 MANHATTAN,1006980047,MANHATTAN,983299,212763,ONLINE,Unspecified,MANHATTAN,40.75066178373737,-74.00343234416158,"{'latitude': '40.75066178373737', 'longitude': '-74.00343234416158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58974900,2023-09-30T17:44:27.000,2023-09-30T18:00:18.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11210,1690 FLATBUSH AVENUE,FLATBUSH AVENUE,AVENUE I,EAST   34 STREET,AVENUE I,EAST   34 STREET,ADDRESS,BROOKLYN,FLATBUSH AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T18:00:20.000,18 BROOKLYN,3075970045,BROOKLYN,999853,168497,ONLINE,Unspecified,BROOKLYN,40.629148134731906,-73.94378826479877,"{'latitude': '40.629148134731906', 'longitude': '-73.94378826479877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58973682,2023-09-30T17:44:20.000,2023-09-30T18:22:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11249,120 SOUTH    2 STREET,SOUTH    2 STREET,BERRY STREET,BEDFORD AVENUE,BERRY STREET,BEDFORD AVENUE,ADDRESS,BROOKLYN,SOUTH    2 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T18:22:23.000,01 BROOKLYN,3024177501,BROOKLYN,994534,199248,ONLINE,Unspecified,BROOKLYN,40.713560500323354,-73.96290370085248,"{'latitude': '40.713560500323354', 'longitude': '-73.96290370085248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58977325,2023-09-30T17:44:16.000,2023-09-30T18:16:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10002,271 HENRY STREET,HENRY STREET,MONTGOMERY STREET,GOUVERNEUR STREET,MONTGOMERY STREET,GOUVERNEUR STREET,ADDRESS,NEW YORK,HENRY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T18:17:01.000,03 MANHATTAN,1002880001,MANHATTAN,988582,199360,ONLINE,Unspecified,MANHATTAN,40.71387282996353,-73.9843735981157,"{'latitude': '40.71387282996353', 'longitude': '-73.9843735981157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58976718,2023-09-30T17:44:11.000,2023-10-02T15:39:24.000,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11234,AVENUE M,AVENUE M,AVENUE M,EAST   51 STREET,AVENUE M,EAST   51 STREET,INTERSECTION,,,Closed,The Department of Sanitation removed the items.,2023-10-02T06:21:12.000,18 BROOKLYN,,BROOKLYN,1004757,165685,PHONE,Unspecified,BROOKLYN,40.62141979205968,-73.92612954938043,"{'latitude': '40.62141979205968', 'longitude': '-73.92612954938043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58968277,2023-09-30T17:44:00.000,2023-10-01T18:00:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11367,,,,,62 AVENUE,138 STREET,INTERSECTION,QUEENS,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-10-01T18:00:00.000,07 QUEENS,,QUEENS,1031914,209409,PHONE,Unspecified,QUEENS,40.741327502096986,-73.82799533440571,"{'latitude': '40.741327502096986', 'longitude': '-73.82799533440571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
59448841,2023-09-30T17:43:55.000,,HPD,Department of Housing Preservation and Development,Plumbing,Water Supply,Apartment,11214,27 BAY   40 STREET,BAY   40 STREET,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,BAY   40 STREET,In Progress,,,11 BROOKLYN,3068680031,BROOKLYN,987866,156766,PHONE,Unspecified,BROOKLYN,40.59696196267534,-73.98697919361385,"{'latitude': '40.59696196267534', 'longitude': '-73.98697919361385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58969311,2023-09-30T17:43:48.000,,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,3+ Family Apartment Building,11367,147-39 73 AVENUE,73 AVENUE,147 STREET,150 STREET,147 STREET,150 STREET,ADDRESS,FLUSHING,73 AVENUE,In Progress,,,08 QUEENS,4066810001,QUEENS,1034587,203605,PHONE,Unspecified,QUEENS,40.72538217324806,-73.8183927522291,"{'latitude': '40.72538217324806', 'longitude': '-73.8183927522291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58969887,2023-09-30T17:43:39.000,2023-09-30T18:11:39.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10466,1151 EAST  229 STREET,EAST  229 STREET,229 DRIVE SOUTH,229 DRIVE SOUTH,229 DRIVE SOUTH,229 DRIVE SOUTH,ADDRESS,BRONX,EAST  229 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T18:11:44.000,12 BRONX,2049050001,BRONX,1027075,262182,ONLINE,Unspecified,BRONX,40.88619914814115,-73.84512103807826,"{'latitude': '40.88619914814115', 'longitude': '-73.84512103807826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58973954,2023-09-30T17:43:23.000,2023-10-10T10:13:04.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11205,232 TAAFFE PLACE,TAAFFE PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,03 BROOKLYN,3019240036,BROOKLYN,995430,191278,ONLINE,Unspecified,BROOKLYN,40.69168363566094,-73.95968489413325,"{'latitude': '40.69168363566094', 'longitude': '-73.95968489413325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58977464,2023-09-30T17:43:14.000,2023-10-01T13:50:12.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10009,635 EAST   14 STREET,EAST   14 STREET,,,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-10-01T00:00:00.000,06 MANHATTAN,1009720001,MANHATTAN,990820,204767,ONLINE,Unspecified,MANHATTAN,40.72871236049346,-73.97629540091255,"{'latitude': '40.72871236049346', 'longitude': '-73.97629540091255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58968931,2023-09-30T17:43:12.000,2023-10-03T08:56:18.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11216,300 TOMPKINS AVENUE,TOMPKINS AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water. Heat was not required at the time of the inspection. No violations were issued. If the condition still exists, please file a new complaint.",2023-10-03T00:00:00.000,03 BROOKLYN,3018040042,BROOKLYN,999559,189842,PHONE,Unspecified,BROOKLYN,40.68773596780275,-73.94479897714128,"{'latitude': '40.68773596780275', 'longitude': '-73.94479897714128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58969069,2023-09-30T17:43:12.000,2023-10-03T08:56:18.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11216,300 TOMPKINS AVENUE,TOMPKINS AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,03 BROOKLYN,3018040042,BROOKLYN,999559,189842,PHONE,Unspecified,BROOKLYN,40.68773596780275,-73.94479897714128,"{'latitude': '40.68773596780275', 'longitude': '-73.94479897714128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58976360,2023-09-30T17:43:07.000,2023-10-05T07:54:27.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10467,740 EAST  222 STREET,EAST  222 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,12 BRONX,2046690071,BRONX,1022873,261834,ONLINE,Unspecified,BRONX,40.88526338959853,-73.86031978130868,"{'latitude': '40.88526338959853', 'longitude': '-73.86031978130868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58975172,2023-09-30T17:43:07.000,2023-10-05T07:54:27.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10467,740 EAST  222 STREET,EAST  222 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,12 BRONX,2046690071,BRONX,1022873,261834,ONLINE,Unspecified,BRONX,40.88526338959853,-73.86031978130868,"{'latitude': '40.88526338959853', 'longitude': '-73.86031978130868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58973897,2023-09-30T17:43:07.000,2023-10-05T07:54:27.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10467,740 EAST  222 STREET,EAST  222 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,12 BRONX,2046690071,BRONX,1022873,261834,ONLINE,Unspecified,BRONX,40.88526338959853,-73.86031978130868,"{'latitude': '40.88526338959853', 'longitude': '-73.86031978130868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
59436761,2023-09-30T17:42:58.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,10009,645 EAST   14 STREET,EAST   14 STREET,AVENUE B,AVENUE C,AVENUE B,AVENUE C,ADDRESS,NEW YORK,EAST   14 STREET,Closed,,2023-10-01T00:00:00.000,06 MANHATTAN,1009720001,MANHATTAN,990939,204708,ONLINE,Unspecified,MANHATTAN,40.72855033071283,-73.97586610687453,"{'latitude': '40.72855033071283', 'longitude': '-73.97586610687453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58969860,2023-09-30T17:42:28.000,2023-09-30T18:45:52.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10453,2240 JEROME AVENUE,JEROME AVENUE,EAST  182 STREET,BUCHANAN PLACE,EAST  182 STREET,BUCHANAN PLACE,ADDRESS,BRONX,JEROME AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T18:45:56.000,05 BRONX,2031860044,BRONX,1010711,251740,MOBILE,Unspecified,BRONX,40.85760331599933,-73.90434351867661,"{'latitude': '40.85760331599933', 'longitude': '-73.90434351867661', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
59453123,2023-09-30T17:42:27.000,2023-10-10T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11205,262 TAAFFE PLACE,TAAFFE PLACE,WILLOUGHBY AVENUE,DEKALB AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,ADDRESS,BROOKLYN,TAAFFE PLACE,Closed,,2023-10-10T00:00:00.000,03 BROOKLYN,3019240036,BROOKLYN,995470,191012,ONLINE,Unspecified,BROOKLYN,40.690953476470945,-73.95954109708934,"{'latitude': '40.690953476470945', 'longitude': '-73.95954109708934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58973612,2023-09-30T17:42:20.000,2023-09-30T18:09:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,133-14 107 AVENUE,107 AVENUE,133 STREET,134 STREET,133 STREET,134 STREET,ADDRESS,SOUTH RICHMOND HILL,107 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T18:09:31.000,10 QUEENS,4096130007,QUEENS,1036536,189889,ONLINE,Unspecified,QUEENS,40.68772377268266,-73.81146762096841,"{'latitude': '40.68772377268266', 'longitude': '-73.81146762096841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58973594,2023-09-30T17:42:18.000,2023-09-30T18:05:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,522 WEST  157 STREET,WEST  157 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  157 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T18:06:01.000,12 MANHATTAN,1021150021,MANHATTAN,1000007,242871,ONLINE,Unspecified,MANHATTAN,40.833286114600114,-73.94305929128691,"{'latitude': '40.833286114600114', 'longitude': '-73.94305929128691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58973314,2023-09-30T17:42:05.000,2023-09-30T20:41:15.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10466,4028 BARNES AVENUE,BARNES AVENUE,EAST  227 STREET,EAST  228 STREET,EAST  227 STREET,EAST  228 STREET,ADDRESS,BRONX,BARNES AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T20:41:18.000,12 BRONX,2048520034,BRONX,1023880,263025,MOBILE,Unspecified,BRONX,40.88852784149342,-73.85667092094862,"{'latitude': '40.88852784149342', 'longitude': '-73.85667092094862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
59442401,2023-09-30T17:41:57.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,10467,740 EAST  222 STREET,EAST  222 STREET,WHITE PLAINS ROAD,BARNES AVENUE,WHITE PLAINS ROAD,BARNES AVENUE,ADDRESS,BRONX,EAST  222 STREET,Closed,,2023-10-05T00:00:00.000,12 BRONX,2046690071,BRONX,1022873,261834,ONLINE,Unspecified,BRONX,40.88526338959853,-73.86031978130868,"{'latitude': '40.88526338959853', 'longitude': '-73.86031978130868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58969503,2023-09-30T17:41:54.000,2023-09-30T18:06:40.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11365,174-03 HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,174 STREET,175 STREET,174 STREET,175 STREET,ADDRESS,FRESH MEADOWS,HORACE HARDING EXPRESSWAY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T18:06:43.000,11 QUEENS,4068880011,QUEENS,1040958,208513,MOBILE,Unspecified,QUEENS,40.73881484396218,-73.79536599233779,"{'latitude': '40.73881484396218', 'longitude': '-73.79536599233779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
59456395,2023-09-30T17:41:54.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11216,300 TOMPKINS AVENUE,TOMPKINS AVENUE,LEXINGTON AVENUE,QUINCY STREET,LEXINGTON AVENUE,QUINCY STREET,ADDRESS,BROOKLYN,TOMPKINS AVENUE,Closed,,2023-10-03T00:00:00.000,03 BROOKLYN,3018040042,BROOKLYN,999559,189842,PHONE,Unspecified,BROOKLYN,40.68773596780275,-73.94479897714128,"{'latitude': '40.68773596780275', 'longitude': '-73.94479897714128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
59456460,2023-09-30T17:41:53.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10467,740 EAST  222 STREET,EAST  222 STREET,WHITE PLAINS ROAD,BARNES AVENUE,WHITE PLAINS ROAD,BARNES AVENUE,ADDRESS,BRONX,EAST  222 STREET,Closed,,2023-10-05T00:00:00.000,12 BRONX,2046690071,BRONX,1022873,261834,ONLINE,Unspecified,BRONX,40.88526338959853,-73.86031978130868,"{'latitude': '40.88526338959853', 'longitude': '-73.86031978130868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
59446892,2023-09-30T17:41:48.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Apartment Only,Apartment,11216,300 TOMPKINS AVENUE,TOMPKINS AVENUE,LEXINGTON AVENUE,QUINCY STREET,LEXINGTON AVENUE,QUINCY STREET,ADDRESS,BROOKLYN,TOMPKINS AVENUE,Closed,,2023-10-03T00:00:00.000,03 BROOKLYN,3018040042,BROOKLYN,999559,189842,PHONE,Unspecified,BROOKLYN,40.68773596780275,-73.94479897714128,"{'latitude': '40.68773596780275', 'longitude': '-73.94479897714128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58976935,2023-09-30T17:41:17.000,2023-09-30T18:05:12.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11423,188-34 87 DRIVE,87 DRIVE,188 STREET,DEAD END,188 STREET,DEAD END,ADDRESS,HOLLIS,87 DRIVE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T18:05:18.000,08 QUEENS,4104990083,QUEENS,1047055,200193,ONLINE,Unspecified,QUEENS,40.7159373521641,-73.77344236876581,"{'latitude': '40.7159373521641', 'longitude': '-73.77344236876581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58969585,2023-09-30T17:41:00.000,2023-09-30T19:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,11220,,,,,3 AVENUE,55 STREET,INTERSECTION,BROOKLYN,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-30T19:45:00.000,07 BROOKLYN,,BROOKLYN,979402,174218,UNKNOWN,Unspecified,BROOKLYN,40.64486347456397,-74.0174696315225,"{'latitude': '40.64486347456397', 'longitude': '-74.0174696315225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58969404,2023-09-30T17:40:59.000,2023-10-02T13:39:09.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,11208,1423 STANLEY AVENUE,STANLEY AVENUE,AMBER STREET,SAPPHIRE STREET,AMBER STREET,SAPPHIRE STREET,ADDRESS,BROOKLYN,STANLEY AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-10-02T12:33:22.000,05 BROOKLYN,3045190129,BROOKLYN,1023969,182317,ONLINE,Unspecified,BROOKLYN,40.66700568870879,-73.85682612636505,"{'latitude': '40.66700568870879', 'longitude': '-73.85682612636505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58976216,2023-09-30T17:40:57.000,2023-10-02T10:30:11.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11224,2980 WEST   28 STREET,WEST   28 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,985931,148251,PHONE,Unspecified,BROOKLYN,40.57359055854324,-73.99394902740013,"{'latitude': '40.57359055854324', 'longitude': '-73.99394902740013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58973518,2023-09-30T17:40:54.000,2023-09-30T19:21:14.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10462,2000 EAST TREMONT AVENUE,EAST TREMONT AVENUE,DOGWOOD DRIVE,ELM DRIVE,DOGWOOD DRIVE,ELM DRIVE,ADDRESS,BRONX,EAST TREMONT AVENUE,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-30T19:21:17.000,09 BRONX,2039430209,BRONX,1023045,245972,ONLINE,Unspecified,BRONX,40.84172629853626,-73.85978956357098,"{'latitude': '40.84172629853626', 'longitude': '-73.85978956357098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58975842,2023-09-30T17:40:50.000,2023-09-30T18:33:09.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11239,598 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ESSEX STREET,BERRIMAN STREET,ESSEX STREET,BERRIMAN STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T18:33:14.000,05 BROOKLYN,3045860945,BROOKLYN,1020207,178299,ONLINE,Unspecified,BROOKLYN,40.65599325559804,-73.87040829977123,"{'latitude': '40.65599325559804', 'longitude': '-73.87040829977123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58972513,2023-09-30T17:40:26.000,2023-09-30T17:48:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,3134 PAUL AVENUE,PAUL AVENUE,BEDFORD PARK BOULEVARD WEST,WEST  205 STREET,BEDFORD PARK BOULEVARD WEST,WEST  205 STREET,ADDRESS,BRONX,PAUL AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T17:48:38.000,07 BRONX,,BRONX,1014347,258100,ONLINE,Unspecified,BRONX,40.87504792381564,-73.89117083194658,"{'latitude': '40.87504792381564', 'longitude': '-73.89117083194658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58974721,2023-09-30T17:40:20.000,2023-09-30T18:14:59.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11375,65-35 YELLOWSTONE BOULEVARD,YELLOWSTONE BOULEVARD,65 ROAD,66 AVENUE,65 ROAD,66 AVENUE,ADDRESS,FOREST HILLS,YELLOWSTONE BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T18:15:02.000,06 QUEENS,4021520106,QUEENS,1025629,205319,ONLINE,Unspecified,QUEENS,40.73013311785442,-73.85070106826441,"{'latitude': '40.73013311785442', 'longitude': '-73.85070106826441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58976629,2023-09-30T17:40:19.000,2023-09-30T18:03:53.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10003,99 UNIVERSITY PLACE,UNIVERSITY PLACE,EAST   11 STREET,EAST   12 STREET,EAST   11 STREET,EAST   12 STREET,ADDRESS,NEW YORK,UNIVERSITY PLACE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-30T18:03:58.000,02 MANHATTAN,1005630019,MANHATTAN,986228,206629,MOBILE,Unspecified,MANHATTAN,40.73382531291093,-73.99286281670067,"{'latitude': '40.73382531291093', 'longitude': '-73.99286281670067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58970580,2023-09-30T17:40:15.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,11103,36-08 28 AVENUE,28 AVENUE,36 STREET,37 STREET,36 STREET,37 STREET,ADDRESS,ASTORIA,28 AVENUE,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-30T20:34:29.000,01 QUEENS,4006300019,QUEENS,1007535,218552,PHONE,Unspecified,QUEENS,40.76652049403775,-73.9159398771582,"{'latitude': '40.76652049403775', 'longitude': '-73.9159398771582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58975053,2023-09-30T17:40:11.000,2023-10-03T08:56:17.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11206,685 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-03T00:00:00.000,03 BROOKLYN,3017610056,BROOKLYN,1000420,192396,PHONE,Unspecified,BROOKLYN,40.69474457612249,-73.94168826338726,"{'latitude': '40.69474457612249', 'longitude': '-73.94168826338726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58971327,2023-09-30T17:40:03.000,2023-09-30T18:20:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11436,148 STREET,148 STREET,148 STREET,SUTTER AVENUE,148 STREET,SUTTER AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T18:20:43.000,12 QUEENS,,QUEENS,1042418,184016,ONLINE,Unspecified,QUEENS,40.67156706295852,-73.79030912938636,"{'latitude': '40.67156706295852', 'longitude': '-73.79030912938636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
