unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
59442603,2023-09-29T09:29:37.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,10310,92 ELM STREET,ELM STREET,RICHMOND TERRACE,HENDERSON AVENUE,ADDRESS,STATEN ISLAND,Closed,,2023-10-05T00:00:00.000,01 STATEN ISLAND,5001580082,STATEN ISLAND,952537,172276,PHONE,Unspecified,STATEN ISLAND,40.63947765447853,-74.1142677108476,"{'latitude': '40.63947765447853', 'longitude': '-74.1142677108476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,RICHMOND TERRACE,HENDERSON AVENUE,ELM STREET,,,,,,
59445605,2023-09-29T09:29:35.000,2023-09-29T15:55:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11215,253 GARFIELD PLACE,GARFIELD PLACE,FISKE PLACE,8 AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-29T15:55:00.000,06 BROOKLYN,,BROOKLYN,991100,183916,ONLINE,Unspecified,BROOKLYN,40.67148103073229,-73.97530636676333,"{'latitude': '40.67148103073229', 'longitude': '-73.97530636676333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,FISKE PLACE,8 AVENUE,GARFIELD PLACE,,,,,,
58963368,2023-09-29T09:29:31.000,2023-10-04T06:47:58.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,11354,30-29 150 PLACE,150 PLACE,BAYSIDE AVENUE,32 AVENUE,ADDRESS,FLUSHING,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-10-04T06:47:58.000,07 QUEENS,4048250003,QUEENS,1035539,220342,PHONE,Unspecified,QUEENS,40.77131545371932,-73.8148304654564,"{'latitude': '40.77131545371932', 'longitude': '-73.8148304654564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,BAYSIDE AVENUE,32 AVENUE,150 PLACE,,,,,,
59460820,2023-09-29T09:29:24.000,2023-09-30T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Apartment Only,10021,244 EAST   71 STREET,EAST   71 STREET,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,Closed,,2023-09-30T00:00:00.000,08 MANHATTAN,,MANHATTAN,995392,219264,ONLINE,Unspecified,MANHATTAN,40.76849839312223,-73.95977558111615,"{'latitude': '40.76849839312223', 'longitude': '-73.95977558111615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,3 AVENUE,2 AVENUE,EAST   71 STREET,,,,,,
59449036,2023-09-29T09:29:21.000,2023-09-29T11:10:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11422,149-48 256 STREET,256 STREET,149 ROAD,CRAFT AVENUE,ADDRESS,ROSEDALE,Closed,,2023-09-29T11:10:00.000,13 QUEENS,4136760062,QUEENS,1058322,176705,PHONE,Unspecified,QUEENS,40.65138129291957,-73.73305714573354,"{'latitude': '40.65138129291957', 'longitude': '-73.73305714573354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,149 ROAD,CRAFT AVENUE,256 STREET,,,,,,
58961899,2023-09-29T09:29:19.000,2023-10-02T15:12:46.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,11223,2245 OCEAN PARKWAY,OCEAN PARKWAY,AVENUE V,GRAVESEND NECK ROAD,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-10-02T11:59:29.000,15 BROOKLYN,3071580033,BROOKLYN,993997,156011,ONLINE,Unspecified,BROOKLYN,40.59488501794882,-73.96490324800543,"{'latitude': '40.59488501794882', 'longitude': '-73.96490324800543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,AVENUE V,GRAVESEND NECK ROAD,OCEAN PARKWAY,,,,,,
59456183,2023-09-29T09:29:19.000,2023-09-29T15:25:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11102,21 STREET,21 STREET,21 STREET,30 ROAD,INTERSECTION,,Closed,,2023-09-29T15:25:00.000,01 QUEENS,,QUEENS,1004063,219474,PHONE,Unspecified,QUEENS,40.769059607112844,-73.9284712629824,"{'latitude': '40.769059607112844', 'longitude': '-73.9284712629824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,21 STREET,30 ROAD,,,,,,,
59452430,2023-09-29T09:29:18.000,2023-09-29T13:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11209,238 79 STREET,79 STREET,RIDGE BOULEVARD,3 AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-29T13:00:00.000,10 BROOKLYN,3059780025,BROOKLYN,975776,168412,PHONE,Unspecified,BROOKLYN,40.62892451575999,-74.03052852816845,"{'latitude': '40.62892451575999', 'longitude': '-74.03052852816845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,RIDGE BOULEVARD,3 AVENUE,79 STREET,,,,,,
58955993,2023-09-29T09:29:00.000,2023-09-30T14:55:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11377,50-70 45 STREET,45 STREET,50 AVE,LAUREL HILL BLVD,ADDRESS,WOODSIDE,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T14:55:00.000,02 QUEENS,4022940080,QUEENS,1006126,207485,PHONE,Unspecified,QUEENS,40.73614798888664,-73.9210624441847,"{'latitude': '40.73614798888664', 'longitude': '-73.9210624441847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58955808,2023-09-29T09:29:00.000,2023-09-29T11:45:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),11238,35 UNDERHILL AVENUE,UNDERHILL AVENUE,PACIFIC ST,DEAN ST,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2023-09-29T11:45:00.000,08 BROOKLYN,3011317501,BROOKLYN,993975,186989,PHONE,Unspecified,BROOKLYN,40.67991303115644,-73.96493781746659,"{'latitude': '40.67991303115644', 'longitude': '-73.96493781746659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58959091,2023-09-29T09:29:00.000,2023-09-29T13:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11234,847 EAST   57 STREET,EAST   57 STREET,AVENUE H,AVENUE I,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T13:30:00.000,18 BROOKLYN,3077610024,BROOKLYN,1006047,169545,PHONE,Unspecified,BROOKLYN,40.63201159694704,-73.92147024007718,"{'latitude': '40.63201159694704', 'longitude': '-73.92147024007718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58959090,2023-09-29T09:29:00.000,2023-09-29T19:20:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11226,1176 ROGERS AVENUE,ROGERS AVENUE,CLARENDON RD,AVENUE D,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T19:20:00.000,17 BROOKLYN,3051920036,BROOKLYN,997714,172961,PHONE,Unspecified,BROOKLYN,40.641404372950454,-73.95148536798905,"{'latitude': '40.641404372950454', 'longitude': '-73.95148536798905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58966888,2023-09-29T09:29:00.000,2023-09-29T17:30:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10473,601 STICKBALL BOULEVARD,STICKBALL BOULEVARD,RANDALL AVE,SEWARD AVE,ADDRESS,BRONX,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T17:30:00.000,09 BRONX,2035640001,BRONX,1024024,237412,ONLINE,Unspecified,BRONX,40.818227227370315,-73.85630208017004,"{'latitude': '40.818227227370315', 'longitude': '-73.85630208017004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58963652,2023-09-29T09:29:00.000,2023-09-29T12:05:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11229,2350 OCEAN AVENUE,OCEAN AVENUE,AVENUE R,AVENUE S,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed and attributed to grease. Work was performed to relieve the blockage.,2023-09-29T12:05:00.000,15 BROOKLYN,3068250037,BROOKLYN,997465,159547,PHONE,Unspecified,BROOKLYN,40.604586127916505,-73.95240884570849,"{'latitude': '40.604586127916505', 'longitude': '-73.95240884570849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58966918,2023-09-29T09:29:00.000,2023-09-30T12:05:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10314,479 WILLOW ROAD EAST,WILLOW ROAD EAST,BEND,NINA AVE,ADDRESS,STATEN ISLAND,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-30T12:05:00.000,01 STATEN ISLAND,5015257502,STATEN ISLAND,942074,162560,PHONE,Unspecified,STATEN ISLAND,40.612765671910715,-74.15190702783201,"{'latitude': '40.612765671910715', 'longitude': '-74.15190702783201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58956082,2023-09-29T09:29:00.000,2023-09-29T22:15:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10305,29 SEASIDE LANE,SEASIDE LANE,ROBIN RD,FATHER CAPODANNO BLVD,ADDRESS,STATEN ISLAND,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2023-09-29T22:15:00.000,02 STATEN ISLAND,5031240470,STATEN ISLAND,966557,155990,ONLINE,Unspecified,STATEN ISLAND,40.59481507680506,-74.06370844575221,"{'latitude': '40.59481507680506', 'longitude': '-74.06370844575221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58959179,2023-09-29T09:29:00.000,2023-09-30T16:40:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11223,2029 STILLWELL AVENUE,STILLWELL AVENUE,85 ST,86 ST,ADDRESS,BROOKLYN,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T16:40:00.000,11 BROOKLYN,3070920049,BROOKLYN,988314,156903,PHONE,Unspecified,BROOKLYN,40.59733780590919,-73.98536591397603,"{'latitude': '40.59733780590919', 'longitude': '-73.98536591397603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58966840,2023-09-29T09:29:00.000,2023-09-29T10:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11224,2781 WEST   15 STREET,WEST   15 STREET,HART PL,NEPTUNE AVE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T10:30:00.000,13 BROOKLYN,3069970011,BROOKLYN,988909,150571,PHONE,Unspecified,BROOKLYN,40.57995743751489,-73.98322774006485,"{'latitude': '40.57995743751489', 'longitude': '-73.98322774006485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58962206,2023-09-29T09:29:00.000,2023-09-29T09:29:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11211,435 GRAHAM AVENUE,GRAHAM AVENUE,FROST ST,RICHARDSON ST,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-29T09:29:00.000,01 BROOKLYN,3027340027,BROOKLYN,999500,200914,ONLINE,Unspecified,BROOKLYN,40.718126104632574,-73.94498664576122,"{'latitude': '40.718126104632574', 'longitude': '-73.94498664576122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58960699,2023-09-29T09:29:00.000,2023-09-29T17:20:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11206,241 LEE AVENUE,LEE AVENUE,MIDDLETON ST,LORIMER ST,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2023-09-29T17:20:00.000,01 BROOKLYN,3022407511,BROOKLYN,996907,194578,PHONE,Unspecified,BROOKLYN,40.70073937864955,-73.9543526285728,"{'latitude': '40.70073937864955', 'longitude': '-73.9543526285728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58960612,2023-09-29T09:29:00.000,2023-09-29T15:55:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11215,259 GARFIELD PLACE,GARFIELD PLACE,FISKE PL,8 AVE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T15:55:00.000,06 BROOKLYN,3010710034,BROOKLYN,991151,183883,ONLINE,Unspecified,BROOKLYN,40.67139041351819,-73.97512255015015,"{'latitude': '40.67139041351819', 'longitude': '-73.97512255015015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58963651,2023-09-29T09:29:00.000,2023-09-29T11:00:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11223,620 AVENUE W,AVENUE W,OCEAN PKWY,E 7 ST,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T11:00:00.000,15 BROOKLYN,3071830008,BROOKLYN,994241,155465,ONLINE,Unspecified,BROOKLYN,40.593386086161594,-73.96402546645993,"{'latitude': '40.593386086161594', 'longitude': '-73.96402546645993', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58963733,2023-09-29T09:29:00.000,2023-09-30T11:00:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10002,525 EAST HOUSTON STREET,EAST HOUSTON STREET,BARUCH PL,MANGIN ST,ADDRESS,NEW YORK,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-30T11:00:00.000,03 MANHATTAN,1003250025,MANHATTAN,990933,201239,ONLINE,Unspecified,MANHATTAN,40.71902877110436,-73.9758911995906,"{'latitude': '40.71902877110436', 'longitude': '-73.9758911995906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58963541,2023-09-29T09:29:00.000,,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),11207,936 JEROME STREET,JEROME STREET,COZINE AVE,FLATLANDS AVE,ADDRESS,BROOKLYN,Open,,,05 BROOKLYN,3044220006,BROOKLYN,1017823,178813,PHONE,Unspecified,BROOKLYN,40.65741343122509,-73.87899784269074,"{'latitude': '40.65741343122509', 'longitude': '-73.87899784269074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58957698,2023-09-29T09:29:00.000,2023-09-29T12:00:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11369,24-14 88 STREET,88 STREET,24 AVE,ASTORIA BLVD,ADDRESS,EAST ELMHURST,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-29T12:00:00.000,03 QUEENS,4010990008,QUEENS,1017103,217996,PHONE,Unspecified,QUEENS,40.764964040279935,-73.88140162774609,"{'latitude': '40.764964040279935', 'longitude': '-73.88140162774609', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58960510,2023-09-29T09:29:00.000,2023-09-30T11:45:00.000,DEP,Department of Environmental Protection,Sewer,Culvert Blocked/Needs Cleaning (SE),11203,5532 AVENUE D,AVENUE D,KINGS HWY,E 55 ST,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2023-09-30T11:45:00.000,17 BROOKLYN,3079300001,BROOKLYN,1005164,173338,ONLINE,Unspecified,BROOKLYN,40.64242469814673,-73.92463973542192,"{'latitude': '40.64242469814673', 'longitude': '-73.92463973542192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58960611,2023-09-29T09:29:00.000,2023-09-29T11:40:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),10013,17 THOMPSON STREET,THOMPSON STREET,BEND,GRAND ST,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T11:40:00.000,02 MANHATTAN,1002270055,MANHATTAN,982976,202527,PHONE,Unspecified,MANHATTAN,40.7225664529733,-74.00459617563315,"{'latitude': '40.7225664529733', 'longitude': '-74.00459617563315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58957473,2023-09-29T09:29:00.000,2023-09-30T10:00:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),11691,17-25 WILLOW COURT,WILLOW COURT,GATEWAY BLVD,DEAD END,ADDRESS,FAR ROCKAWAY,Closed,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2023-09-30T10:00:00.000,14 QUEENS,4156280110,QUEENS,1053192,157850,PHONE,Unspecified,QUEENS,40.59966990630879,-73.75173726780959,"{'latitude': '40.59966990630879', 'longitude': '-73.75173726780959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58962126,2023-09-29T09:29:00.000,2023-09-29T11:05:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11223,1729 WEST   12 STREET,WEST   12 STREET,QUENTIN RD,HIGHLAWN AVE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T11:05:00.000,11 BROOKLYN,3066450079,BROOKLYN,988484,159496,PHONE,Unspecified,BROOKLYN,40.604454985183196,-73.9847521345008,"{'latitude': '40.604454985183196', 'longitude': '-73.9847521345008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58955992,2023-09-29T09:29:00.000,2023-09-29T10:55:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11215,318A 15 STREET,15 STREET,6 AVE,7 AVE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T10:55:00.000,07 BROOKLYN,3010490027,BROOKLYN,988176,181147,PHONE,Unspecified,BROOKLYN,40.66388252214093,-73.98584873582281,"{'latitude': '40.66388252214093', 'longitude': '-73.98584873582281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
59449185,2023-09-29T09:28:51.000,2023-09-29T22:15:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,10305,29 SEASIDE LANE,SEASIDE LANE,ROBIN ROAD,FATHER CAPODANNO BOULEVARD,ADDRESS,STATEN ISLAND,Closed,,2023-09-29T22:15:00.000,02 STATEN ISLAND,5031240470,STATEN ISLAND,966557,155990,ONLINE,Unspecified,STATEN ISLAND,40.59481507680506,-74.06370844575221,"{'latitude': '40.59481507680506', 'longitude': '-74.06370844575221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,ROBIN ROAD,FATHER CAPODANNO BOULEVARD,SEASIDE LANE,,,,,,
59443783,2023-09-29T09:28:49.000,2023-10-19T00:00:00.000,DOB,Department of Buildings,Water Drainage,Drain/Pipe Clogged,10475,3406 ROPES AVENUE,ROPES AVENUE,PELHAM BAY PARK WEST,HOLLERS AVENUE,ADDRESS,BRONX,Closed,,2023-10-19T00:00:00.000,12 BRONX,,BRONX,1034815,262653,ONLINE,Unspecified,BRONX,40.88745093728999,-73.81712542242609,"{'latitude': '40.88745093728999', 'longitude': '-73.81712542242609', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,PELHAM BAY PARK WEST,HOLLERS AVENUE,ROPES AVENUE,,,,,,
59438854,2023-09-29T09:28:49.000,2023-09-30T12:05:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,10314,479 WILLOW ROAD EAST,WILLOW ROAD EAST,CASWELL AVENUE,NINA AVENUE,ADDRESS,STATEN ISLAND,Closed,,2023-09-30T12:05:00.000,01 STATEN ISLAND,,STATEN ISLAND,942074,162560,PHONE,Unspecified,STATEN ISLAND,40.612765671910715,-74.15190702783201,"{'latitude': '40.612765671910715', 'longitude': '-74.15190702783201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,CASWELL AVENUE,NINA AVENUE,WILLOW ROAD EAST,,,,,,
59445610,2023-09-29T09:28:47.000,2023-09-29T11:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11223,620 AVENUE W,AVENUE W,OCEAN PARKWAY,EAST    7 STREET,ADDRESS,BROOKLYN,Closed,,2023-09-29T11:00:00.000,15 BROOKLYN,3071830008,BROOKLYN,994241,155465,ONLINE,Unspecified,BROOKLYN,40.593386086161594,-73.96402546645993,"{'latitude': '40.593386086161594', 'longitude': '-73.96402546645993', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,OCEAN PARKWAY,EAST    7 STREET,AVENUE W,,,,,,
59004049,2023-09-29T09:28:46.000,2023-09-29T11:51:25.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,11207,162 MOFFAT STREET,MOFFAT STREET,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,Unspecified,The Department of Sanitation removed the items.,2023-09-29T09:28:53.000,04 BROOKLYN,3034460030,BROOKLYN,1010078,189604,MOBILE,Unspecified,BROOKLYN,40.68705826758076,-73.90687061843389,"{'latitude': '40.68705826758076', 'longitude': '-73.90687061843389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,EVERGREEN AVENUE,CENTRAL AVENUE,MOFFAT STREET,,,,,,
59007244,2023-09-29T09:28:42.000,2023-09-29T10:12:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11222,87 GREENPOINT AVENUE,GREENPOINT AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T10:12:53.000,01 BROOKLYN,3025580076,BROOKLYN,996295,205234,MOBILE,Unspecified,BROOKLYN,40.729988400219206,-73.95654073490253,"{'latitude': '40.729988400219206', 'longitude': '-73.95654073490253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,FRANKLIN STREET,MANHATTAN AVENUE,GREENPOINT AVENUE,,,,,,
58961153,2023-09-29T09:28:39.000,2023-10-16T07:59:42.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,10459,852 EAST  163 STREET,EAST  163 STREET,,,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,02 BRONX,2026900073,BRONX,1011918,238759,PHONE,Unspecified,BRONX,40.82197057265886,-73.90003377133343,"{'latitude': '40.82197057265886', 'longitude': '-73.90003377133343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58966110,2023-09-29T09:28:39.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,10459,852 EAST  163 STREET,EAST  163 STREET,,,ADDRESS,BRONX,Open,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 579-6777 (BRONX).",2023-09-29T00:00:00.000,02 BRONX,2026900073,BRONX,1011918,238759,PHONE,Unspecified,BRONX,40.82197057265886,-73.90003377133343,"{'latitude': '40.82197057265886', 'longitude': '-73.90003377133343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58958316,2023-09-29T09:28:39.000,2023-10-16T07:59:42.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,10459,852 EAST  163 STREET,EAST  163 STREET,,,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,02 BRONX,2026900073,BRONX,1011918,238759,PHONE,Unspecified,BRONX,40.82197057265886,-73.90003377133343,"{'latitude': '40.82197057265886', 'longitude': '-73.90003377133343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58956992,2023-09-29T09:28:39.000,2023-10-16T07:59:42.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,10459,852 EAST  163 STREET,EAST  163 STREET,,,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,02 BRONX,2026900073,BRONX,1011918,238759,PHONE,Unspecified,BRONX,40.82197057265886,-73.90003377133343,"{'latitude': '40.82197057265886', 'longitude': '-73.90003377133343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
