unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction,due_date,taxi_company_borough,taxi_pick_up_location
58821504,2023-09-15T05:48:00.000,2023-09-15T07:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11368,,,,,34 AVENUE,102 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-15T07:40:00.000,03 QUEENS,,QUEENS,1021309,214629,UNKNOWN,Unspecified,QUEENS,40.755705868959424,-73.86623667327757,"{'latitude': '40.755705868959424', 'longitude': '-73.86623667327757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58859537,2023-09-15T05:47:19.000,2023-09-15T09:20:48.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T09:20:51.000,0 Unspecified,,Unspecified,986086,159269,ONLINE,Unspecified,Unspecified,40.60383273770488,-73.99338809163272,"{'latitude': '40.60383273770488', 'longitude': '-73.99338809163272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863599,2023-09-15T05:47:00.000,2023-09-15T07:19:13.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T07:19:17.000,0 Unspecified,,Unspecified,987792,161082,ONLINE,Unspecified,Unspecified,40.60880853452346,-73.9872433959615,"{'latitude': '40.60880853452346', 'longitude': '-73.9872433959615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58825567,2023-09-15T05:47:00.000,2023-09-18T11:14:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11225,,,,,ROGERS AVENUE,UNION STREET,INTERSECTION,BROOKLYN,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-18T11:14:00.000,09 BROOKLYN,,BROOKLYN,997190,183056,ONLINE,Unspecified,BROOKLYN,40.66911371652872,-73.9533541191521,"{'latitude': '40.66911371652872', 'longitude': '-73.9533541191521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58859566,2023-09-15T05:46:14.000,2023-09-15T12:14:00.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T12:14:03.000,0 Unspecified,,Unspecified,,247503,PHONE,Unspecified,Unspecified,,,,,,,,,,,
58855891,2023-09-15T05:42:22.000,2023-09-15T06:22:58.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T06:23:03.000,0 Unspecified,,Unspecified,,156998,MOBILE,Unspecified,Unspecified,,,,,,,,,,,
58857783,2023-09-15T05:41:28.000,2023-09-15T06:22:55.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T06:22:58.000,0 Unspecified,,Unspecified,,156998,MOBILE,Unspecified,Unspecified,,,,,,,,,,,
58869237,2023-09-15T05:41:25.000,2023-09-15T13:45:47.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T13:45:50.000,0 Unspecified,,Unspecified,,252048,PHONE,Unspecified,Unspecified,,,,,,,,,,,
58859476,2023-09-15T05:40:34.000,2023-09-15T06:22:03.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T06:22:06.000,0 Unspecified,,Unspecified,997595,239454,MOBILE,Unspecified,Unspecified,40.823911401770864,-73.95178227522095,"{'latitude': '40.823911401770864', 'longitude': '-73.95178227522095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58821745,2023-09-15T05:40:00.000,2023-09-28T14:20:35.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,RESIDENTIAL BUILDING,10028,509 EAST   81 STREET,EAST   81 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,08 MANHATTAN,1015780006,MANHATTAN,998400,220716,PHONE,Unspecified,MANHATTAN,40.772479451134046,-73.94891316055735,"{'latitude': '40.772479451134046', 'longitude': '-73.94891316055735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863803,2023-09-15T05:39:33.000,2023-09-15T05:56:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T05:56:26.000,0 Unspecified,,Unspecified,998622,,MOBILE,Unspecified,Unspecified,,,,,,,,,,,
58867356,2023-09-15T05:38:28.000,2023-09-15T06:07:23.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T06:07:26.000,0 Unspecified,,Unspecified,982454,198509,MOBILE,Unspecified,Unspecified,40.71153791594857,-74.00647830899439,"{'latitude': '40.71153791594857', 'longitude': '-74.00647830899439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58855436,2023-09-15T05:37:41.000,2023-09-15T09:52:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T09:52:42.000,0 Unspecified,,Unspecified,1031590,205120,ONLINE,Unspecified,Unspecified,40.72955701777276,-73.82919472722084,"{'latitude': '40.72955701777276', 'longitude': '-73.82919472722084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857521,2023-09-15T05:36:58.000,2023-09-15T05:41:12.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T05:41:20.000,0 Unspecified,,Unspecified,997595,239454,MOBILE,Unspecified,Unspecified,40.823911401770864,-73.95178227522095,"{'latitude': '40.823911401770864', 'longitude': '-73.95178227522095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866948,2023-09-15T05:36:56.000,2023-09-15T06:51:56.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T06:52:01.000,0 Unspecified,,Unspecified,986485,173112,MOBILE,Unspecified,Unspecified,40.64182878731105,-73.99194660674195,"{'latitude': '40.64182878731105', 'longitude': '-73.99194660674195', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859598,2023-09-15T05:36:42.000,2023-09-15T06:20:15.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T06:20:21.000,0 Unspecified,,Unspecified,,227004,PHONE,Unspecified,Unspecified,,,,,,,,,,,
58861857,2023-09-15T05:36:09.000,2023-09-15T06:20:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T06:20:08.000,0 Unspecified,,Unspecified,987612,199321,ONLINE,Unspecified,Unspecified,40.71376620604354,-73.98787260411261,"{'latitude': '40.71376620604354', 'longitude': '-73.98787260411261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861157,2023-09-15T05:35:34.000,2023-09-15T05:57:48.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T05:57:52.000,0 Unspecified,,Unspecified,980677,159731,MOBILE,Unspecified,Unspecified,40.60510030341675,-74.01286753659565,"{'latitude': '40.60510030341675', 'longitude': '-74.01286753659565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58820452,2023-09-15T05:35:00.000,2023-09-18T09:08:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10451,300 EAST  143 STREET,EAST  143 STREET,MORRIS AVE,ALEXANDER AVE,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-18T09:08:00.000,01 BRONX,2023250001,BRONX,1005298,236089,ONLINE,Unspecified,BRONX,40.81466043118502,-73.92396060890404,"{'latitude': '40.81466043118502', 'longitude': '-73.92396060890404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58821491,2023-09-15T05:34:44.000,2023-09-15T05:34:44.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11217,10 PROSPECT PLACE,PROSPECT PLACE,,,,,ADDRESS,BROOKLYN,,Assigned,The Department of Buildings reviewed this complaint and assigned it to the Special Operations Team for further action.,2023-09-15T00:00:00.000,06 BROOKLYN,3009380012,BROOKLYN,990562,187048,UNKNOWN,Unspecified,BROOKLYN,40.68007806445232,-73.97724287502147,"{'latitude': '40.68007806445232', 'longitude': '-73.97724287502147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58863114,2023-09-15T05:34:11.000,2023-09-15T09:27:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T09:27:29.000,0 Unspecified,,Unspecified,,204530,MOBILE,Unspecified,Unspecified,,,,,,,,,,,
58861103,2023-09-15T05:33:00.000,2023-09-15T05:54:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T05:54:12.000,0 Unspecified,,Unspecified,976948,172006,MOBILE,Unspecified,Unspecified,40.638790326235096,-74.02631015691317,"{'latitude': '40.638790326235096', 'longitude': '-74.02631015691317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867262,2023-09-15T05:32:58.000,2023-09-15T06:22:44.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T06:22:48.000,0 Unspecified,,Unspecified,1039756,185735,MOBILE,Unspecified,Unspecified,40.67630240959395,-73.79989123075016,"{'latitude': '40.67630240959395', 'longitude': '-73.79989123075016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867364,2023-09-15T05:32:40.000,2023-09-15T05:56:27.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T05:56:32.000,0 Unspecified,,Unspecified,1011357,240718,PHONE,Unspecified,Unspecified,40.827349207238214,-73.90205278371974,"{'latitude': '40.827349207238214', 'longitude': '-73.90205278371974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859790,2023-09-15T05:32:26.000,2023-09-15T06:25:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T06:25:41.000,0 Unspecified,,Unspecified,1011859,263201,ONLINE,Unspecified,Unspecified,40.88905670348957,-73.90014627513274,"{'latitude': '40.88905670348957', 'longitude': '-73.90014627513274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869225,2023-09-15T05:31:38.000,2023-09-15T06:00:04.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T06:00:07.000,0 Unspecified,,Unspecified,,192025,PHONE,Unspecified,Unspecified,,,,,,,,,,,
58868884,2023-09-15T05:29:57.000,2023-09-15T06:52:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T06:52:52.000,0 Unspecified,,Unspecified,986293,173232,MOBILE,Unspecified,Unspecified,40.64215820792156,-73.9926384055258,"{'latitude': '40.64215820792156', 'longitude': '-73.9926384055258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865617,2023-09-15T05:29:06.000,2023-09-15T06:16:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T06:16:31.000,0 Unspecified,,Unspecified,1005112,235573,ONLINE,Unspecified,Unspecified,40.813244596983424,-73.9246341682633,"{'latitude': '40.813244596983424', 'longitude': '-73.9246341682633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58823209,2023-09-15T05:29:00.000,2023-09-15T06:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10467,,,,,WEBSTER AVENUE,GUN HILL ROAD,INTERSECTION,BRONX,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-15T06:45:00.000,07 BRONX,,BRONX,1019758,259418,UNKNOWN,Unspecified,BRONX,40.87864531280041,-73.87159798076605,"{'latitude': '40.87864531280041', 'longitude': '-73.87159798076605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58856492,2023-09-15T05:26:43.000,2023-09-22T11:07:33.000,DOT,Department of Transportation,Bus Stop Shelter Complaint,Broken Glass,Bus Stop Shelter,11358,45 AVENUE,45 AVENUE,45 AVENUE,AUBURNDALE LANE,45 AVENUE,AUBURNDALE LANE,INTERSECTION,,,Closed,The contractor has reported that the requested work has been completed.,2023-09-22T11:07:38.000,07 QUEENS,,QUEENS,1041115,214639,PHONE,Unspecified,QUEENS,40.75562812065739,-73.79474765374017,"{'latitude': '40.75562812065739', 'longitude': '-73.79474765374017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866991,2023-09-15T05:25:05.000,2023-09-15T06:09:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T06:09:26.000,0 Unspecified,,Unspecified,986595,173169,MOBILE,Unspecified,Unspecified,40.64198521163573,-73.99155022305823,"{'latitude': '40.64198521163573', 'longitude': '-73.99155022305823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58821797,2023-09-15T05:25:05.000,2023-09-18T09:40:18.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10027,419 WEST  129 STREET,WEST  129 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-18T00:00:00.000,09 MANHATTAN,1019690029,MANHATTAN,997435,235848,PHONE,Unspecified,MANHATTAN,40.81401418848614,-73.95236746675238,"{'latitude': '40.81401418848614', 'longitude': '-73.95236746675238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58824075,2023-09-15T05:25:00.000,2023-10-28T07:23:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10304,77 TOWNSEND AVENUE,TOWNSEND AVENUE,BAY ST,TOMPKINS AVE,TOWNSEND AVENUE,TOMPKINS AVENUE,INTERSECTION,STATEN ISLAND,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-28T07:23:00.000,01 STATEN ISLAND,5028390149,STATEN ISLAND,963272,164619,UNKNOWN,Unspecified,STATEN ISLAND,40.61849274231064,-74.07556377664557,"{'latitude': '40.61849274231064', 'longitude': '-74.07556377664557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58825765,2023-09-15T05:25:00.000,2023-09-19T00:00:00.000,DOT,Department of Transportation,Street Light Condition,Traffic Signal Light,,10011,,,,,9 AVENUE,WEST 19 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T00:00:00.000,04 MANHATTAN,,MANHATTAN,983386,210348,UNKNOWN,Unspecified,MANHATTAN,40.744033224511604,-74.00311803396842,"{'latitude': '40.744033224511604', 'longitude': '-74.00311803396842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58824109,2023-09-15T05:25:00.000,2023-09-19T00:00:00.000,DOT,Department of Transportation,Street Light Condition,Traffic Signal Light,,10017,,,,,PARK AVENUE,EAST 49 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T00:00:00.000,05 MANHATTAN,,MANHATTAN,991332,214912,UNKNOWN,Unspecified,MANHATTAN,40.75655745833477,-73.9744374204345,"{'latitude': '40.75655745833477', 'longitude': '-73.9744374204345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58819819,2023-09-15T05:25:00.000,2023-09-19T00:00:00.000,DOT,Department of Transportation,Street Light Condition,Traffic Signal Light,,10025,,,,,CENTRAL PARK WEST,WEST 94 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T00:00:00.000,07 MANHATTAN,,MANHATTAN,993768,227230,UNKNOWN,Unspecified,MANHATTAN,40.790364853794436,-73.96562719792148,"{'latitude': '40.790364853794436', 'longitude': '-73.96562719792148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58820665,2023-09-15T05:25:00.000,2023-09-19T00:00:00.000,DOT,Department of Transportation,Street Light Condition,Traffic Signal Light,,10009,,,,,AVENUE D,EAST 12 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T00:00:00.000,03 MANHATTAN,,MANHATTAN,991382,203819,UNKNOWN,Unspecified,MANHATTAN,40.72610989629158,-73.97426870640514,"{'latitude': '40.72610989629158', 'longitude': '-73.97426870640514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58821507,2023-09-15T05:25:00.000,2023-09-19T00:00:00.000,DOT,Department of Transportation,Street Light Condition,Traffic Signal Light,,10035,,,,,3 AVENUE,EAST 120 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T00:00:00.000,11 MANHATTAN,,MANHATTAN,1001375,230930,UNKNOWN,Unspecified,MANHATTAN,40.80050888140272,-73.93814625222925,"{'latitude': '40.80050888140272', 'longitude': '-73.93814625222925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857074,2023-09-15T05:23:08.000,2023-09-15T07:01:34.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,,,,,,,,,,,Closed,N/A,2023-09-15T07:01:34.000,0 Unspecified,,Unspecified,986329,209727,ONLINE,Unspecified,Unspecified,40.74232853238338,-73.99249742272457,"{'latitude': '40.74232853238338', 'longitude': '-73.99249742272457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864338,2023-09-15T05:22:29.000,2023-09-18T11:01:34.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11211,750 DRIGGS AVENUE,DRIGGS AVENUE,SOUTH 2 STREET,SOUTH 3 STREET,SOUTH    2 STREET,SOUTH    3 STREET,ADDRESS,BROOKLYN,DRIGGS AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-15T05:22:29.000,01 BROOKLYN,3024180029,BROOKLYN,995127,198828,MOBILE,Unspecified,BROOKLYN,40.71240699137173,-73.96076531850393,"{'latitude': '40.71240699137173', 'longitude': '-73.96076531850393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862273,2023-09-15T05:21:16.000,2023-09-22T11:06:35.000,DOT,Department of Transportation,Bus Stop Shelter Complaint,Broken Glass,Bus Stop Shelter,11358,46 AVENUE,46 AVENUE,46 AVENUE,AUBURNDALE LANE,46 AVENUE,AUBURNDALE LANE,INTERSECTION,,,Closed,The contractor has reported that the requested work has been completed.,2023-09-22T11:06:43.000,07 QUEENS,,QUEENS,1041164,213887,ONLINE,Unspecified,QUEENS,40.75356376217573,-73.79457715579518,"{'latitude': '40.75356376217573', 'longitude': '-73.79457715579518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857867,2023-09-15T05:20:52.000,2023-09-15T05:28:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T05:28:11.000,0 Unspecified,,Unspecified,1010718,244260,ONLINE,Unspecified,Unspecified,40.83707291103169,-73.90434774037317,"{'latitude': '40.83707291103169', 'longitude': '-73.90434774037317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58821496,2023-09-15T05:19:38.000,2023-09-16T00:00:00.000,DOB,Department of Buildings,Plumbing,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,,11233,318 MAC DONOUGH STREET,MAC DONOUGH STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-16T00:00:00.000,03 BROOKLYN,3016750011,BROOKLYN,1002591,187804,UNKNOWN,Unspecified,BROOKLYN,40.68213636131733,-73.93387177643615,"{'latitude': '40.68213636131733', 'longitude': '-73.93387177643615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869633,2023-09-15T05:19:15.000,2023-09-15T06:51:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T06:51:38.000,0 Unspecified,,Unspecified,,196698,MOBILE,Unspecified,Unspecified,,,,,,,,,,,
58859554,2023-09-15T05:18:18.000,2023-09-15T12:36:31.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T12:36:34.000,0 Unspecified,,Unspecified,983715,159187,MOBILE,Unspecified,Unspecified,40.60360783844407,-74.00192666615342,"{'latitude': '40.60360783844407', 'longitude': '-74.00192666615342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857900,2023-09-15T05:17:42.000,2023-09-15T07:53:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,,,,,,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T07:53:18.000,0 Unspecified,,Unspecified,,263013,ONLINE,Unspecified,Unspecified,,,,,,,,,,,
58859564,2023-09-15T05:17:34.000,2023-09-15T05:43:47.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T05:43:50.000,0 Unspecified,,Unspecified,,210687,PHONE,Unspecified,Unspecified,,,,,,,,,,,
58861165,2023-09-15T05:17:23.000,2023-09-15T06:02:33.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T06:02:36.000,0 Unspecified,,Unspecified,,165429,PHONE,Unspecified,Unspecified,,,,,,,,,,,
58865398,2023-09-15T05:17:01.000,2023-09-15T07:19:31.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,,,,,,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T07:19:34.000,0 Unspecified,,Unspecified,,180483,ONLINE,Unspecified,Unspecified,,,,,,,,,,,
58863106,2023-09-15T05:15:17.000,2023-09-15T05:34:35.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T05:34:40.000,0 Unspecified,,Unspecified,997323,230483,MOBILE,Unspecified,Unspecified,40.79928891269251,-73.952782528627,"{'latitude': '40.79928891269251', 'longitude': '-73.952782528627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868660,2023-09-15T05:15:11.000,2023-09-15T07:01:32.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,,,,,,,,,,,Closed,N/A,2023-09-15T07:01:32.000,0 Unspecified,,Unspecified,986329,209727,ONLINE,Unspecified,Unspecified,40.74232853238338,-73.99249742272457,"{'latitude': '40.74232853238338', 'longitude': '-73.99249742272457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58824061,2023-09-15T05:15:00.000,2023-09-15T05:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,,10461,,,,,WESTCHESTER AVENUE,HOBART AVENUE,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-15T05:45:00.000,10 BRONX,,BRONX,1030959,248331,UNKNOWN,Unspecified,BRONX,40.84816273478298,-73.83117091796697,"{'latitude': '40.84816273478298', 'longitude': '-73.83117091796697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
