unique_key,created_date,agency,agency_name,complaint_type,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,descriptor,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,facility_type,road_ramp,due_date,taxi_pick_up_location
58859678,2023-09-20T01:02:02.000,NYPD,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11361,40-12 BELL BOULEVARD,BELL BOULEVARD,40 AVENUE,41 AVENUE,40 AVENUE,41 AVENUE,ADDRESS,BAYSIDE,BELL BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T01:10:37.000,11 QUEENS,4062370032,QUEENS,1047616,217744,ONLINE,Unspecified,QUEENS,40.764106321118824,-73.77125334303817,"{'latitude': '40.764106321118824', 'longitude': '-73.77125334303817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T01:10:34.000,Loud Music/Party,,,,,,,
58859319,2023-09-20T01:01:59.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,10025,601 WEST  115 STREET,WEST  115 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  115 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T01:07:08.000,09 MANHATTAN,1018960065,MANHATTAN,994058,233445,ONLINE,Unspecified,MANHATTAN,40.80742301620198,-73.96457082955617,"{'latitude': '40.80742301620198', 'longitude': '-73.96457082955617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T01:07:04.000,Commercial Overnight Parking,,,,,,,
58868304,2023-09-20T01:01:57.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,11214,20 BAY   34 STREET,BAY   34 STREET,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,BAY   34 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T02:05:27.000,11 BROOKLYN,3068610051,BROOKLYN,986637,157736,ONLINE,Unspecified,BROOKLYN,40.59962483277766,-73.99140434061515,"{'latitude': '40.59962483277766', 'longitude': '-73.99140434061515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T02:05:23.000,Loud Television,,,,,,,
58867230,2023-09-20T01:00:35.000,NYPD,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11375,108-49 UNION TURNPIKE,UNION TURNPIKE,74 AVENUE,75 ROAD,74 AVENUE,75 ROAD,ADDRESS,FOREST HILLS,UNION TURNPIKE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T01:20:21.000,06 QUEENS,4039060035,QUEENS,1027294,197482,ONLINE,Unspecified,QUEENS,40.70861452699336,-73.84474373676021,"{'latitude': '40.70861452699336', 'longitude': '-73.84474373676021', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T01:20:17.000,Engine Idling,,,,,,,
58869419,2023-09-20T01:00:08.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,11224,2832 WEST   23 STREET,WEST   23 STREET,NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,ADDRESS,BROOKLYN,WEST   23 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T01:13:26.000,13 BROOKLYN,3070150015,BROOKLYN,986923,149719,ONLINE,Unspecified,BROOKLYN,40.577619686746154,-73.99037761720334,"{'latitude': '40.577619686746154', 'longitude': '-73.99037761720334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T01:13:24.000,Banging/Pounding,,,,,,,
58858378,2023-09-20T00:59:56.000,NYPD,New York City Police Department,Blocked Driveway,Street/Sidewalk,11432,169-20 88 AVENUE,88 AVENUE,169 STREET,170 STREET,169 STREET,170 STREET,ADDRESS,JAMAICA,88 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T02:16:29.000,12 QUEENS,4098230018,QUEENS,1041827,198050,PHONE,Unspecified,QUEENS,40.71009091292619,-73.79231968322185,"{'latitude': '40.71009091292619', 'longitude': '-73.79231968322185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T02:16:17.000,Partial Access,,,,,,,
58856690,2023-09-20T00:59:50.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11234,1468 EAST   53 STREET,EAST   53 STREET,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,EAST   53 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T02:14:03.000,18 BROOKLYN,3078500067,BROOKLYN,1005245,166163,ONLINE,Unspecified,BROOKLYN,40.6227306587823,-73.92437018680918,"{'latitude': '40.6227306587823', 'longitude': '-73.92437018680918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T02:14:00.000,Blocked Hydrant,,,,,,,
58867445,2023-09-20T00:59:31.000,NYPD,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10036,697 10 AVENUE,10 AVENUE,WEST   47 STREET,WEST   48 STREET,WEST   47 STREET,WEST   48 STREET,ADDRESS,NEW YORK,10 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T01:03:17.000,04 MANHATTAN,1010760033,MANHATTAN,986227,217343,PHONE,Unspecified,MANHATTAN,40.76323254555368,-73.99286327534446,"{'latitude': '40.76323254555368', 'longitude': '-73.99286327534446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T01:03:12.000,Loud Music/Party,,,,,,,
58868268,2023-09-20T00:58:55.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11230,870 EAST   15 STREET,EAST   15 STREET,EAST   15 ST FOOTBRIDGE,AVENUE I,EAST   15 ST FOOTBRIDGE,AVENUE I,ADDRESS,BROOKLYN,EAST   15 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T05:15:58.000,14 BROOKLYN,3066980035,BROOKLYN,994805,168154,MOBILE,Unspecified,BROOKLYN,40.628214125087716,-73.96197484203823,"{'latitude': '40.628214125087716', 'longitude': '-73.96197484203823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T05:15:55.000,Commercial Overnight Parking,,,,,,,
58868260,2023-09-20T00:58:37.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11372,34-14 87 STREET,87 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,JACKSON HEIGHTS,87 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T02:18:09.000,03 QUEENS,4014470012,QUEENS,1017417,213858,MOBILE,Unspecified,QUEENS,40.75360512784773,-73.88028851283377,"{'latitude': '40.75360512784773', 'longitude': '-73.88028851283377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T02:18:06.000,Blocked Hydrant,,,,,,,
58866562,2023-09-20T00:57:44.000,DHS,Department of Homeless Services,Homeless Person Assistance,Residential Building/House,10451,185 EAST  159 STREET,EAST  159 STREET,GRAND CONCOURSE,CONCOURSE VILLAGE WEST,GRAND CONCOURSE,CONCOURSE VILLAGE WEST,ADDRESS,BRONX,EAST  159 STREET,Closed,The Department of Homeless Services did not have enough information to act on your request.,2023-09-20T01:32:45.000,04 BRONX,2024590055,BRONX,1005842,240124,MOBILE,Unspecified,BRONX,40.825734050952356,-73.92198233673835,"{'latitude': '40.825734050952356', 'longitude': '-73.92198233673835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T01:32:45.000,,,,,,,,
58859753,2023-09-20T00:57:02.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,11212,68 EAST   96 STREET,EAST   96 STREET,EAST NEW YORK AVENUE,RUTLAND ROAD,EAST NEW YORK AVENUE,RUTLAND ROAD,ADDRESS,BROOKLYN,EAST   96 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T01:37:17.000,17 BROOKLYN,3045980042,BROOKLYN,1005034,181318,ONLINE,Unspecified,BROOKLYN,40.6643283551129,-73.9250835774152,"{'latitude': '40.6643283551129', 'longitude': '-73.9250835774152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T01:37:12.000,Loud Music/Party,,,,,,,
58862581,2023-09-20T00:56:55.000,TLC,Taxi and Limousine Commission,Taxi Complaint,Street,11430,JFK,JFK,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,UNRECOGNIZED,JAMAICA,JOHN F KENNEDY AIRPORT,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T11:25:52.000,83 QUEENS,4142600001,QUEENS,1043001,175548,PHONE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Driver Complaint - Passenger,,,,,,,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
58861655,2023-09-20T00:56:47.000,NYPD,New York City Police Department,Noise - Commercial,Store/Commercial,11237,89 WYCKOFF AVENUE,WYCKOFF AVENUE,SUYDAM STREET,HART STREET,SUYDAM STREET,HART STREET,ADDRESS,BROOKLYN,WYCKOFF AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T01:11:36.000,04 BROOKLYN,3032220006,BROOKLYN,1006336,196142,MOBILE,Unspecified,BROOKLYN,40.705013679979835,-73.92034189928636,"{'latitude': '40.705013679979835', 'longitude': '-73.92034189928636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T01:11:34.000,Loud Talking,,,,,,,
58857733,2023-09-20T00:56:16.000,NYPD,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11205,748 MYRTLE AVENUE,MYRTLE AVENUE,SANDFORD STREET,NOSTRAND AVENUE,SANDFORD STREET,NOSTRAND AVENUE,ADDRESS,BROOKLYN,MYRTLE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T01:12:41.000,03 BROOKLYN,3017530026,BROOKLYN,997310,192468,ONLINE,Unspecified,BROOKLYN,40.694947335345326,-73.95290330386102,"{'latitude': '40.694947335345326', 'longitude': '-73.95290330386102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T01:12:36.000,Loud Music/Party,,,,,,,
58876000,2023-09-20T00:56:00.000,DEP,Department of Environmental Protection,Noise,,10451,300 EAST  143 STREET,EAST  143 STREET,MORRIS AVE,ALEXANDER AVE,,,ADDRESS,BRONX,,Closed,"The Department of Environmental Protection (DEP) closed your Service Request because it didn't include enough dog owner location information to respond to the complaint.  If the excessive dog barking continues, please file a new Service Request. You must include an NYC address for the dog's owner so DEP can send them a letter.",2023-09-25T10:55:00.000,01 BRONX,2023250001,BRONX,1005298,236089,ONLINE,Unspecified,BRONX,40.81466043118502,-73.92396060890404,"{'latitude': '40.81466043118502', 'longitude': '-73.92396060890404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T10:55:00.000,"Noise, Barking Dog (NR5)",,,,N/A,,,
58870448,2023-09-20T00:55:50.000,DHS,Department of Homeless Services,Homeless Person Assistance,Residential Building/House,10451,185 EAST  159 STREET,EAST  159 STREET,GRAND CONCOURSE,CONCOURSE VILLAGE WEST,GRAND CONCOURSE,CONCOURSE VILLAGE WEST,ADDRESS,BRONX,EAST  159 STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-20T02:00:11.000,04 BRONX,2024590055,BRONX,1005842,240124,MOBILE,Unspecified,BRONX,40.825734050952356,-73.92198233673835,"{'latitude': '40.825734050952356', 'longitude': '-73.92198233673835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58857797,2023-09-20T00:55:01.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,11224,2832 WEST   23 STREET,WEST   23 STREET,NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,ADDRESS,BROOKLYN,WEST   23 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T01:12:41.000,13 BROOKLYN,3070150015,BROOKLYN,986923,149719,ONLINE,Unspecified,BROOKLYN,40.577619686746154,-73.99037761720334,"{'latitude': '40.577619686746154', 'longitude': '-73.99037761720334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T01:12:36.000,Banging/Pounding,,,,,,,
58856688,2023-09-20T00:54:23.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11379,57-87 75 STREET,75 STREET,QUEENS MIDTOWN EXPRESSWAY,58 AVENUE,QUEENS MIDTOWN EXPRESSWAY,58 AVENUE,ADDRESS,MIDDLE VILLAGE,75 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T02:15:59.000,05 QUEENS,4028140084,QUEENS,1015809,203989,MOBILE,Unspecified,QUEENS,40.726523083342826,-73.88613865024612,"{'latitude': '40.726523083342826', 'longitude': '-73.88613865024612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T02:15:57.000,Blocked Hydrant,,,,,,,
58857781,2023-09-20T00:53:40.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,10451,300 EAST  143 STREET,EAST  143 STREET,MORRIS AVENUE,ALEXANDER AVENUE,MORRIS AVENUE,ALEXANDER AVENUE,ADDRESS,BRONX,EAST  143 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T01:01:22.000,01 BRONX,2023250001,BRONX,1005298,236089,ONLINE,Unspecified,BRONX,40.81466043118502,-73.92396060890404,"{'latitude': '40.81466043118502', 'longitude': '-73.92396060890404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T01:01:18.000,Banging/Pounding,,,,,,,
58872052,2023-09-20T00:53:00.000,DEP,Department of Environmental Protection,Noise,,10001,430 WEST   34 STREET,WEST   34 STREET,9 AVE,DYER AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-20T18:32:00.000,04 MANHATTAN,1007310060,MANHATTAN,984983,213912,ONLINE,Unspecified,MANHATTAN,40.75381551856248,-73.99735433503372,"{'latitude': '40.75381551856248', 'longitude': '-73.99735433503372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T18:32:00.000,Noise: Jack Hammering (NC2),,,,N/A,,,
58857764,2023-09-20T00:52:56.000,NYPD,New York City Police Department,Noise - Park,Park/Playground,11356,COLLEGE POINT PARK,COLLEGE POINT PARK,14 AVENUE,14 ROAD,14 AVENUE,14 ROAD,UNRECOGNIZED,COLLEGE POINT,COLLEGE POINT PARK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T01:07:22.000,07 QUEENS,4040560001,QUEENS,1026759,225569,ONLINE,College Point Park,QUEENS,40.785708748813775,-73.84649590527881,"{'latitude': '40.785708748813775', 'longitude': '-73.84649590527881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T01:07:19.000,Loud Music/Party,,,,,,,
58857896,2023-09-20T00:52:56.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,11385,1654 JEFFERSON AVENUE,JEFFERSON AVENUE,WYCKOFF AVENUE,CYPRESS AVENUE,WYCKOFF AVENUE,CYPRESS AVENUE,ADDRESS,RIDGEWOOD,JEFFERSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T01:17:38.000,05 QUEENS,4035480039,QUEENS,1010191,193848,ONLINE,Unspecified,QUEENS,40.698706729295736,-73.90644682540105,"{'latitude': '40.698706729295736', 'longitude': '-73.90644682540105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T01:17:35.000,Loud Talking,,,,,,,
58863726,2023-09-20T00:52:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10019,408 WEST   57 STREET,WEST   57 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   57 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T01:03:01.000,04 MANHATTAN,1010660037,MANHATTAN,988043,219138,ONLINE,Unspecified,MANHATTAN,40.76815876369282,-73.9863067278738,"{'latitude': '40.76815876369282', 'longitude': '-73.9863067278738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T01:02:57.000,Loud Music/Party,,,,,,,
58860307,2023-09-20T00:52:06.000,NYPD,New York City Police Department,Blocked Driveway,Street/Sidewalk,11369,24-31 89 STREET,89 STREET,23 AVENUE,25 AVENUE,23 AVENUE,25 AVENUE,ADDRESS,EAST ELMHURST,89 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T02:36:33.000,03 QUEENS,4011010027,QUEENS,1017465,218237,ONLINE,Unspecified,QUEENS,40.76562416972928,-73.88009362903082,"{'latitude': '40.76562416972928', 'longitude': '-73.88009362903082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T02:36:25.000,No Access,,,,,,,
58861120,2023-09-20T00:51:03.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,10040,599 WEST  190 STREET,WEST  190 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  190 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T01:09:01.000,12 MANHATTAN,1021610001,MANHATTAN,1003772,250722,ONLINE,Unspecified,MANHATTAN,40.85482728192759,-73.92943094675587,"{'latitude': '40.85482728192759', 'longitude': '-73.92943094675587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T01:08:56.000,Blocked Hydrant,,,,,,,
58880480,2023-09-20T00:50:59.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,RESIDENTIAL BUILDING,11213,273 ROCHESTER AVENUE,ROCHESTER AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,08 BROOKLYN,3013920008,BROOKLYN,1004145,183109,ONLINE,Unspecified,BROOKLYN,40.669246292320665,-73.92828271221845,"{'latitude': '40.669246292320665', 'longitude': '-73.92828271221845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T17:01:14.000,DOOR,,,,,,,
58863740,2023-09-20T00:50:37.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10468,2529B GRAND AVENUE,GRAND AVENUE,WEST  190 STREET,WEST  192 STREET,WEST  190 STREET,WEST  192 STREET,ADDRESS,BRONX,GRAND AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T01:37:47.000,07 BRONX,2032140149,BRONX,1011509,254517,MOBILE,Unspecified,BRONX,40.865222911401055,-73.90144745773902,"{'latitude': '40.865222911401055', 'longitude': '-73.90144745773902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T01:37:42.000,Loud Music/Party,,,,,,,
58872037,2023-09-20T00:50:00.000,DEP,Department of Environmental Protection,Noise,,10010,EAST   21 STREET,EAST   21 STREET,BROADWAY,PARK AVENUE SOUTH,,,BLOCKFACE,MANHATTAN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-29T02:00:00.000,05 MANHATTAN,,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,2023-09-29T02:00:00.000,Noise: Construction Before/After Hours (NM1),,,,N/A,,,
58874679,2023-09-20T00:50:00.000,DEP,Department of Environmental Protection,Noise,,10001,433 WEST   34 STREET,WEST   34 STREET,DYER AVE,LINCOLN TUNNEL APPR,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-20T18:32:00.000,04 MANHATTAN,1007320016,MANHATTAN,984880,213976,ONLINE,Unspecified,MANHATTAN,40.75399119025381,-73.99772609369133,"{'latitude': '40.75399119025381', 'longitude': '-73.99772609369133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T18:32:00.000,Noise: Construction Before/After Hours (NM1),,,,N/A,,,
58869481,2023-09-20T00:49:35.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,11369,24-29 89 STREET,89 STREET,23 AVENUE,25 AVENUE,23 AVENUE,25 AVENUE,ADDRESS,EAST ELMHURST,89 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T01:15:01.000,03 QUEENS,4011010026,QUEENS,1017465,218251,PHONE,Unspecified,QUEENS,40.76566259607311,-73.88009355984966,"{'latitude': '40.76566259607311', 'longitude': '-73.88009355984966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T01:14:56.000,Loud Music/Party,,,,,,,
58879150,2023-09-20T00:49:34.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,RESIDENTIAL BUILDING,10032,76 ST NICHOLAS PLACE,ST NICHOLAS PLACE,,,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-22T00:00:00.000,09 MANHATTAN,1020540079,MANHATTAN,1000634,241478,MOBILE,Unspecified,MANHATTAN,40.829461589531974,-73.94079691863257,"{'latitude': '40.829461589531974', 'longitude': '-73.94079691863257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T02:04:56.000,ENTIRE BUILDING,,,,,,,
58857834,2023-09-20T00:49:30.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,10012,102 MAC DOUGAL STREET,MAC DOUGAL STREET,BLEECKER STREET,MINETTA LANE,BLEECKER STREET,MINETTA LANE,ADDRESS,NEW YORK,MAC DOUGAL STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-20T00:59:37.000,02 MANHATTAN,1005400043,MANHATTAN,983964,204994,ONLINE,Unspecified,MANHATTAN,40.729337855378795,-74.00103189937474,"{'latitude': '40.729337855378795', 'longitude': '-74.00103189937474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:59:34.000,Loud Music/Party,,,,,,,
58858572,2023-09-20T00:49:22.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11223,1792 WEST   10 STREET,WEST   10 STREET,KINGS HIGHWAY,HIGHLAWN AVENUE,KINGS HIGHWAY,HIGHLAWN AVENUE,ADDRESS,BROOKLYN,WEST   10 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T04:20:07.000,11 BROOKLYN,3066460044,BROOKLYN,989055,159137,ONLINE,Unspecified,BROOKLYN,40.60346931212046,-73.98269605286242,"{'latitude': '40.60346931212046', 'longitude': '-73.98269605286242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T04:20:04.000,Blocked Hydrant,,,,,,,
58866408,2023-09-20T00:49:16.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11429,99-26 BELLAIRE PLACE,BELLAIRE PLACE,210 STREET,100 AVENUE,210 STREET,100 AVENUE,ADDRESS,QUEENS VILLAGE,BELLAIRE PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T02:50:09.000,13 QUEENS,4108570042,QUEENS,1053616,199157,ONLINE,Unspecified,QUEENS,40.71304478240789,-73.74978555042061,"{'latitude': '40.71304478240789', 'longitude': '-73.74978555042061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T02:50:03.000,Loud Music/Party,,,,,,,
58876579,2023-09-20T00:48:46.000,HPD,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10459,851 EAST  163 STREET,EAST  163 STREET,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,02 BRONX,2026900100,BRONX,1011837,238789,PHONE,Unspecified,BRONX,40.82205316746347,-73.90032630585294,"{'latitude': '40.82205316746347', 'longitude': '-73.90032630585294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,BASIN/SINK,,,,,,,
58861756,2023-09-20T00:48:34.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,11368,34-28 103 STREET,103 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,CORONA,103 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T01:14:23.000,03 QUEENS,4017360018,QUEENS,1021575,214517,PHONE,Unspecified,QUEENS,40.75539733894257,-73.86527717766849,"{'latitude': '40.75539733894257', 'longitude': '-73.86527717766849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T01:14:20.000,Loud Music/Party,,,,,,,
58860633,2023-09-20T00:48:09.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Street,11102,18-37 25 ROAD,25 ROAD,18 STREET,21 STREET,18 STREET,21 STREET,ADDRESS,ASTORIA,25 ROAD,Closed,NYC Parks does not perform tree work for phone or cable service. Please contact the appropriate service provider.,2023-09-20T09:13:31.000,01 QUEENS,4008880004,QUEENS,1004833,221505,ONLINE,Unspecified,QUEENS,40.774632410464115,-73.92568519584042,"{'latitude': '40.774632410464115', 'longitude': '-73.92568519584042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T09:13:25.000,Hitting Phone/Cable Lines,,,,,,,
58861676,2023-09-20T00:47:53.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,11229,2330 OCEAN AVENUE,OCEAN AVENUE,AVENUE R,AVENUE S,AVENUE R,AVENUE S,ADDRESS,BROOKLYN,OCEAN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T01:22:01.000,15 BROOKLYN,3068250033,BROOKLYN,997447,159676,ONLINE,Unspecified,BROOKLYN,40.6049402333834,-73.95247341700663,"{'latitude': '40.6049402333834', 'longitude': '-73.95247341700663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T01:21:57.000,Banging/Pounding,,,,,,,
