unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp
58835528,2023-09-16T07:39:15.000,2023-09-16T16:47:17.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,10455,425 EAST  153 STREET,EAST  153 STREET,ADDRESS,BRONX,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T16:47:20.000,01 BRONX,2023750029,BRONX,1007527,237575,ONLINE,Unspecified,BRONX,40.81873349060568,-73.91590282748713,"{'latitude': '40.81873349060568', 'longitude': '-73.91590282748713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MELROSE AVENUE,ELTON AVENUE,MELROSE AVENUE,ELTON AVENUE,EAST  153 STREET,,,,,,
58826615,2023-09-16T07:38:34.000,2023-09-16T07:54:13.000,NYPD,New York City Police Department,Drinking,In Public,Residential Building/House,10457,500 EAST  171 STREET,EAST  171 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T07:54:18.000,03 BRONX,2029110001,BRONX,1011114,244412,ONLINE,Unspecified,BRONX,40.83748891098481,-73.90291603500285,"{'latitude': '40.83748891098481', 'longitude': '-73.90291603500285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WASHINGTON AVENUE,3 AVENUE,WASHINGTON AVENUE,3 AVENUE,EAST  171 STREET,,,,,,
58826516,2023-09-16T07:38:29.000,2023-09-16T15:04:59.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11421,84-06 91 AVENUE,91 AVENUE,ADDRESS,WOODHAVEN,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T15:05:03.000,09 QUEENS,4089780102,QUEENS,1023607,189803,MOBILE,Unspecified,QUEENS,40.687554657266766,-73.85808729794103,"{'latitude': '40.687554657266766', 'longitude': '-73.85808729794103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",84 STREET,85 STREET,84 STREET,85 STREET,91 AVENUE,,,,,,
58835872,2023-09-16T07:37:33.000,2023-09-16T08:18:11.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11358,27-07 167 STREET,167 STREET,ADDRESS,FLUSHING,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-16T08:18:19.000,07 QUEENS,4049190002,QUEENS,1040292,220603,PHONE,Unspecified,QUEENS,40.772002973843286,-73.79766851200651,"{'latitude': '40.772002973843286', 'longitude': '-73.79766851200651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",27 AVENUE,29 AVENUE,27 AVENUE,29 AVENUE,167 STREET,,,,,,
58834406,2023-09-16T07:37:30.000,2023-09-16T10:36:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,60-63 METROPOLITAN AVENUE,METROPOLITAN AVENUE,ADDRESS,RIDGEWOOD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T10:36:06.000,05 QUEENS,4027370082,QUEENS,1011085,198986,PHONE,Unspecified,QUEENS,40.71280665374388,-73.90320224602493,"{'latitude': '40.71280665374388', 'longitude': '-73.90320224602493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",60 PLACE,60 LANE,60 PLACE,60 LANE,METROPOLITAN AVENUE,,,,,,
58830127,2023-09-16T07:37:29.000,2023-09-26T10:38:44.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,11356,4-27 SCHORR DRIVE,SCHORR DRIVE,ADDRESS,COLLEGE POINT,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T10:51:27.000,07 QUEENS,4039307501,QUEENS,1028867,228148,ONLINE,Unspecified,QUEENS,40.79277700908014,-73.83886659984304,"{'latitude': '40.79277700908014', 'longitude': '-73.83886659984304', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",POWELLS COVE BOULEVARD,PEARL ROAD,POWELLS COVE BOULEVARD,PEARL ROAD,SCHORR DRIVE,,,,,,
58828651,2023-09-16T07:37:06.000,2023-09-26T09:43:51.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11238,GRAND ARMY PLAZA,GRAND ARMY PLAZA,UNRECOGNIZED,BROOKLYN,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-26T09:43:56.000,55 BROOKLYN,,BROOKLYN,992382,184773,MOBILE,Grand Army Plaza (Brooklyn),BROOKLYN,40.67383221855589,-73.97068383857854,"{'latitude': '40.67383221855589', 'longitude': '-73.97068383857854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLATBUSH AVENUE,PLAZA ST WEST,FLATBUSH AVENUE,PLAZA ST WEST,GRAND ARMY PLAZA,,,,,,
58829017,2023-09-16T07:36:45.000,2023-09-16T08:32:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11236,649 EAST   87 STREET,EAST   87 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T08:32:28.000,18 BROOKLYN,3079920017,BROOKLYN,1009027,172868,PHONE,Unspecified,BROOKLYN,40.641124685327924,-73.91072176577644,"{'latitude': '40.641124685327924', 'longitude': '-73.91072176577644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FARRAGUT ROAD,GLENWOOD ROAD,FARRAGUT ROAD,GLENWOOD ROAD,EAST   87 STREET,,,,,,
58833154,2023-09-16T07:36:16.000,2023-09-16T09:01:56.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11220,6803 VISTA PLACE,VISTA PLACE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T09:01:59.000,10 BROOKLYN,3058650038,BROOKLYN,978884,170038,MOBILE,Unspecified,BROOKLYN,40.633389969763314,-74.01933290555218,"{'latitude': '40.633389969763314', 'longitude': '-74.01933290555218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",68 STREET,BAY RIDGE AVENUE,68 STREET,BAY RIDGE AVENUE,VISTA PLACE,,,,,,
58833519,2023-09-16T07:36:10.000,2023-09-16T07:54:32.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10457,500 EAST  171 STREET,EAST  171 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T07:54:38.000,03 BRONX,2029110001,BRONX,1011114,244412,ONLINE,Unspecified,BRONX,40.83748891098481,-73.90291603500285,"{'latitude': '40.83748891098481', 'longitude': '-73.90291603500285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WASHINGTON AVENUE,3 AVENUE,WASHINGTON AVENUE,3 AVENUE,EAST  171 STREET,,,,,,
58826522,2023-09-16T07:36:05.000,2023-09-16T08:49:23.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10468,2605 JEROME AVENUE,JEROME AVENUE,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T08:49:29.000,07 BRONX,2032020057,BRONX,1012315,254814,MOBILE,Unspecified,BRONX,40.86603556004148,-73.89853219364673,"{'latitude': '40.86603556004148', 'longitude': '-73.89853219364673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  192 STREET,EAST  193 STREET,WEST  192 STREET,EAST  193 STREET,JEROME AVENUE,,,,,,
58835466,2023-09-16T07:35:53.000,2023-09-19T11:54:27.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11378,73-33 GRAND AVENUE,GRAND AVENUE,ADDRESS,MASPETH,Closed,The Department of Sanitation removed the items.,2023-09-16T15:02:53.000,05 QUEENS,4024917501,QUEENS,1015021,205214,MOBILE,Unspecified,QUEENS,40.72988818307855,-73.88897606157514,"{'latitude': '40.72988818307855', 'longitude': '-73.88897606157514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",73 PLACE,74 STREET,73 PLACE,74 STREET,GRAND AVENUE,,,,,,
58835668,2023-09-16T07:35:41.000,2023-09-17T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,,11205,11 RYERSON STREET,RYERSON STREET,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and issued a stop work order for after-hours work only.,2023-09-17T00:00:00.000,02 BROOKLYN,3018770001,BROOKLYN,993765,193287,UNKNOWN,Unspecified,BROOKLYN,40.69719982135982,-73.96568604948835,"{'latitude': '40.69719982135982', 'longitude': '-73.96568604948835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,
58827947,2023-09-16T07:35:03.000,2023-09-16T10:30:49.000,NYPD,New York City Police Department,Urinating in Public,N/A,Park/Playground,11205,332 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T10:30:53.000,02 BROOKLYN,3019310001,BROOKLYN,993688,190247,ONLINE,Unspecified,BROOKLYN,40.6888558074112,-73.96596799385438,"{'latitude': '40.6888558074112', 'longitude': '-73.96596799385438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,WASHINGTON AVENUE,,,,,,
58833004,2023-09-16T07:35:00.000,2023-09-23T09:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11103,,,INTERSECTION,QUEENS,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-23T09:15:00.000,01 QUEENS,,QUEENS,1007356,217868,ONLINE,Unspecified,QUEENS,40.7646435614005,-73.91658842783805,"{'latitude': '40.7646435614005', 'longitude': '-73.91658842783805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,30 AVENUE,37 STREET,,N/A,,,,,
58826345,2023-09-16T07:35:00.000,2023-09-17T08:50:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10036,661 10 AVENUE,10 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection investigated this complaint and repaired or replaced the hydrant.,2023-09-17T08:50:00.000,04 MANHATTAN,1010750033,MANHATTAN,986094,217101,ONLINE,Unspecified,MANHATTAN,40.76256834660438,-73.99334345522173,"{'latitude': '40.76256834660438', 'longitude': '-73.99334345522173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",W 46 ST,W 47 ST,,,,,,,,,
58833058,2023-09-16T07:34:59.000,2023-09-16T08:22:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11234,1468 EAST   53 STREET,EAST   53 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T08:22:18.000,18 BROOKLYN,3078500067,BROOKLYN,1005245,166163,ONLINE,Unspecified,BROOKLYN,40.6227306587823,-73.92437018680918,"{'latitude': '40.6227306587823', 'longitude': '-73.92437018680918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE L,AVENUE M,AVENUE L,AVENUE M,EAST   53 STREET,,,,,,
58829999,2023-09-16T07:34:58.000,2023-09-28T14:30:43.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11238,307 CUMBERLAND STREET,CUMBERLAND STREET,ADDRESS,BROOKLYN,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-28T14:30:49.000,02 BROOKLYN,3021190008,BROOKLYN,991882,189363,ONLINE,Unspecified,BROOKLYN,40.686431171891,-73.97248115867912,"{'latitude': '40.686431171891', 'longitude': '-73.97248115867912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LAFAYETTE AVENUE,GREENE AVENUE,LAFAYETTE AVENUE,GREENE AVENUE,CUMBERLAND STREET,,,,,,
58835684,2023-09-16T07:34:57.000,2023-09-16T09:40:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,68-03 52 DRIVE,52 DRIVE,ADDRESS,MASPETH,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T09:40:07.000,05 QUEENS,4024100065,QUEENS,1012793,206032,PHONE,Unspecified,QUEENS,40.7321408612929,-73.89701136504914,"{'latitude': '40.7321408612929', 'longitude': '-73.89701136504914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",68 STREET,69 STREET,68 STREET,69 STREET,52 DRIVE,,,,,,
58831078,2023-09-16T07:34:33.000,2023-09-16T08:59:54.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10019,415 WEST   57 STREET,WEST   57 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T08:59:59.000,04 MANHATTAN,1010670026,MANHATTAN,988012,219162,MOBILE,Unspecified,MANHATTAN,40.76822465070759,-73.98641862886927,"{'latitude': '40.76822465070759', 'longitude': '-73.98641862886927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,WEST   57 STREET,,,,,,
58832807,2023-09-16T07:34:21.000,2023-09-16T20:30:15.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,No Private Carter,Street,10019,833 7 AVENUE,7 AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-16T20:30:15.000,05 MANHATTAN,1010060063,MANHATTAN,989347,217386,ONLINE,Unspecified,MANHATTAN,40.76334932124732,-73.98160043015986,"{'latitude': '40.76334932124732', 'longitude': '-73.98160043015986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   53 STREET,WEST   54 STREET,WEST   53 STREET,WEST   54 STREET,7 AVENUE,,,,,,
58833055,2023-09-16T07:34:18.000,2023-09-16T08:44:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11222,200 MONITOR STREET,MONITOR STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T08:45:01.000,01 BROOKLYN,3026570049,BROOKLYN,1000126,203920,ONLINE,Unspecified,BROOKLYN,40.726375745038155,-73.94272130257978,"{'latitude': '40.726375745038155', 'longitude': '-73.94272130257978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NASSAU AVENUE,NORMAN AVENUE,NASSAU AVENUE,NORMAN AVENUE,MONITOR STREET,,,,,,
58826437,2023-09-16T07:34:14.000,2023-09-16T09:02:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,1666 WEST    5 STREET,WEST    5 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T09:02:34.000,11 BROOKLYN,3066260034,BROOKLYN,990231,160374,MOBILE,Unspecified,BROOKLYN,40.60686390897537,-73.97845990206858,"{'latitude': '40.60686390897537', 'longitude': '-73.97845990206858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE P,QUENTIN ROAD,AVENUE P,QUENTIN ROAD,WEST    5 STREET,,,,,,
58834382,2023-09-16T07:33:46.000,2023-09-16T09:51:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11436,140-01 115 AVENUE,115 AVENUE,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T09:51:25.000,12 QUEENS,4119700039,QUEENS,1039039,187770,PHONE,Unspecified,QUEENS,40.68189247617834,-73.80245958687641,"{'latitude': '40.68189247617834', 'longitude': '-73.80245958687641', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",140 STREET,141 STREET,140 STREET,141 STREET,115 AVENUE,,,,,,
58835419,2023-09-16T07:33:24.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10467,2540 BARKER AVENUE,BARKER AVENUE,ADDRESS,BRONX,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-16T10:14:52.000,11 BRONX,2044280019,BRONX,1020388,254038,ONLINE,Unspecified,BRONX,40.86387631956321,-73.86934883065211,"{'latitude': '40.86387631956321', 'longitude': '-73.86934883065211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MACE AVENUE,ALLERTON AVENUE,MACE AVENUE,ALLERTON AVENUE,BARKER AVENUE,,,,,,
58835782,2023-09-16T07:33:20.000,2023-09-16T08:03:16.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10075,531 EAST   77 STREET,EAST   77 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T08:03:21.000,08 MANHATTAN,,MANHATTAN,997861,219761,ONLINE,Unspecified,MANHATTAN,40.76985907201671,-73.95086108768454,"{'latitude': '40.76985907201671', 'longitude': '-73.95086108768454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",YORK AVENUE,CHEROKEE PLACE,YORK AVENUE,CHEROKEE PLACE,EAST   77 STREET,,,,,,
58827933,2023-09-16T07:33:19.000,2023-09-16T08:32:36.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11103,32-29 44 STREET,44 STREET,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T08:32:41.000,01 QUEENS,4007070027,QUEENS,1007392,214954,PHONE,Unspecified,QUEENS,40.75664528849555,-73.91646850076471,"{'latitude': '40.75664528849555', 'longitude': '-73.91646850076471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,34 AVENUE,BROADWAY,34 AVENUE,44 STREET,,,,,,
58831954,2023-09-16T07:33:00.000,2023-09-16T08:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller Cabinet,,11369,,,INTERSECTION,QUEENS,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-16T08:40:00.000,03 QUEENS,,QUEENS,1023238,216168,UNKNOWN,Unspecified,QUEENS,40.75992172997849,-73.85926509378888,"{'latitude': '40.75992172997849', 'longitude': '-73.85926509378888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,ASTORIA BOULEVARD,111 STREET,,N/A,,,,,
58831855,2023-09-16T07:32:40.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal. Commercial Use In Resident Zone,,10028,321 EAST   84 STREET,EAST   84 STREET,ADDRESS,NEW YORK,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-25T00:00:00.000,08 MANHATTAN,1015470011,MANHATTAN,997542,222099,UNKNOWN,Unspecified,MANHATTAN,40.77627675477551,-73.95200812808363,"{'latitude': '40.77627675477551', 'longitude': '-73.95200812808363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,
58834538,2023-09-16T07:32:19.000,2023-09-16T08:14:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11218,3388 12 AVENUE,12 AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T08:14:11.000,12 BROOKLYN,3053050097,BROOKLYN,988935,174252,MOBILE,Unspecified,BROOKLYN,40.64495688495956,-73.9831177107616,"{'latitude': '40.64495688495956', 'longitude': '-73.9831177107616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DAHILL ROAD,CHESTER AVENUE,DAHILL ROAD,CHESTER AVENUE,12 AVENUE,,,,,,
58834290,2023-09-16T07:32:10.000,,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,10309,6721 AMBOY ROAD,AMBOY ROAD,ADDRESS,STATEN ISLAND,In Progress,,2023-09-18T05:08:35.000,03 STATEN ISLAND,5075610090,STATEN ISLAND,921327,128451,ONLINE,Unspecified,STATEN ISLAND,40.519020362237406,-74.2263146729665,"{'latitude': '40.519020362237406', 'longitude': '-74.2263146729665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CUNNINGHAM ROAD,RICHMOND VALLEY ROAD,CUNNINGHAM ROAD,RICHMOND VALLEY ROAD,AMBOY ROAD,,,,,,
58832434,2023-09-16T07:32:05.000,2023-09-16T08:14:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10009,424 EAST   14 STREET,EAST   14 STREET,ADDRESS,NEW YORK,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T08:15:01.000,03 MANHATTAN,1004410019,MANHATTAN,989410,205553,ONLINE,Unspecified,MANHATTAN,40.730870673147855,-73.98138208638649,"{'latitude': '40.730870673147855', 'longitude': '-73.98138208638649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,EAST   14 STREET,,,,,,
58835637,2023-09-16T07:32:00.000,2023-09-23T08:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10463,3745 RIVERDALE AVENUE,RIVERDALE AVENUE,ADDRESS,BRONX,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-23T08:30:00.000,08 BRONX,2057960127,BRONX,1009862,262732,ONLINE,Unspecified,BRONX,40.88777546894669,-73.9073706315303,"{'latitude': '40.88777546894669', 'longitude': '-73.9073706315303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FIELDSTON RD,W 238 ST,,,,N/A,,,,,
58826809,2023-09-16T07:30:52.000,2023-09-16T09:17:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11418,91-37 116 STREET,116 STREET,ADDRESS,RICHMOND HILL,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T09:17:30.000,09 QUEENS,4093480047,QUEENS,1031101,192328,ONLINE,Unspecified,QUEENS,40.694448691228665,-73.83104808038932,"{'latitude': '40.694448691228665', 'longitude': '-73.83104808038932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",91 AVENUE,ATLANTIC AVENUE,91 AVENUE,ATLANTIC AVENUE,116 STREET,,,,,,
58827369,2023-09-16T07:30:45.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11238,GRAND ARMY PLAZA,GRAND ARMY PLAZA,UNRECOGNIZED,BROOKLYN,In Progress,,,55 BROOKLYN,,BROOKLYN,992382,184773,MOBILE,Grand Army Plaza (Brooklyn),BROOKLYN,40.67383221855589,-73.97068383857854,"{'latitude': '40.67383221855589', 'longitude': '-73.97068383857854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLATBUSH AVENUE,PLAZA ST WEST,FLATBUSH AVENUE,PLAZA ST WEST,GRAND ARMY PLAZA,,,,,,
58832786,2023-09-16T07:30:36.000,2023-09-16T08:13:32.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,11435,95-34 149 STREET,149 STREET,ADDRESS,JAMAICA,Closed,The Police Department visited the location and no Encampment was found.,2023-09-16T08:13:41.000,12 QUEENS,4100010019,QUEENS,1038611,194035,MOBILE,Unspecified,QUEENS,40.69909105369999,-73.8039521714511,"{'latitude': '40.69909105369999', 'longitude': '-73.8039521714511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",95 AVENUE,97 AVENUE,95 AVENUE,97 AVENUE,149 STREET,,,,,,
58834604,2023-09-16T07:30:29.000,2023-09-16T07:31:46.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10029,161 EAST  110 STREET,EAST  110 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T07:31:49.000,11 MANHATTAN,1016387501,MANHATTAN,999843,228743,MOBILE,Unspecified,MANHATTAN,40.79450899879865,-73.94368475619177,"{'latitude': '40.79450899879865', 'longitude': '-73.94368475619177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,EAST  110 STREET,,,,,,
58829175,2023-09-16T07:30:06.000,2023-09-16T13:07:59.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10461,2967 1/2 DANIEL STREET,DANIEL STREET,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T13:08:02.000,10 BRONX,2041670020,BRONX,1030896,246977,ONLINE,Unspecified,BRONX,40.844446742943894,-73.83140804923762,"{'latitude': '40.844446742943894', 'longitude': '-73.83140804923762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PLYMOUTH AVENUE,CROSBY AVENUE,PLYMOUTH AVENUE,CROSBY AVENUE,DANIEL STREET,,,,,,
58836683,2023-09-16T07:29:28.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10019,745 7 AVENUE,7 AVENUE,ADDRESS,NEW YORK,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-16T08:31:53.000,05 MANHATTAN,1010020001,MANHATTAN,988790,216386,ONLINE,Unspecified,MANHATTAN,40.760604881971254,-73.98361180988199,"{'latitude': '40.760604881971254', 'longitude': '-73.98361180988199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST 49 STREET,WEST 50 STREET,WEST   49 STREET,WEST   50 STREET,7 AVENUE,,,,,,
