unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,due_date,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58864596,2023-09-15T12:22:04.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10027,400 WEST  129 STREET,WEST  129 STREET,ADDRESS,NEW YORK,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-06T10:44:12.000,09 MANHATTAN,1019680044,MANHATTAN,997651,235722,ONLINE,Unspecified,MANHATTAN,40.81366802869495,-73.95158739029219,"{'latitude': '40.81366802869495', 'longitude': '-73.95158739029219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,ST NICHOLAS TERRACE,CONVENT AVENUE,ST NICHOLAS TERRACE,CONVENT AVENUE,WEST  129 STREET,,,,"400 WEST  129 STREET, MANHATTAN (NEW YORK), NY, 10027",,,,
58857820,2023-09-15T12:22:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T12:36:14.000,0 Unspecified,,Unspecified,1013021,252110,ONLINE,Unspecified,Unspecified,40.858611628577854,-73.89599129100907,"{'latitude': '40.858611628577854', 'longitude': '-73.89599129100907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:36:11.000,,,,,,,,,,,,,
58866320,2023-09-15T12:21:55.000,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,11373,42-31 FORLEY STREET,FORLEY STREET,ADDRESS,ELMHURST,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-15T12:21:55.000,04 QUEENS,4015670060,QUEENS,1018866,210775,PHONE,Unspecified,QUEENS,40.74513752466777,-73.87507443347192,"{'latitude': '40.74513752466777', 'longitude': '-73.87507443347192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:21:55.000,WHITNEY AVENUE,LAMONT AVENUE,WHITNEY AVENUE,LAMONT AVENUE,FORLEY STREET,,,,,,,,
58864807,2023-09-15T12:21:44.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,,,,,,Closed,N/A,2023-09-15T14:02:22.000,0 Unspecified,,Unspecified,1017477,258261,PHONE,Unspecified,Unspecified,40.87547859063921,-73.87985213170124,"{'latitude': '40.87547859063921', 'longitude': '-73.87985213170124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T14:02:22.000,,,,,,,,,,,,,
58858282,2023-09-15T12:21:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T12:58:59.000,0 Unspecified,,Unspecified,997614,235653,ONLINE,Unspecified,Unspecified,40.81347869902667,-73.95172119428297,"{'latitude': '40.81347869902667', 'longitude': '-73.95172119428297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:58:55.000,,,,,,,,,,,,,
58860717,2023-09-15T12:21:24.000,NYPD,New York City Police Department,Encampment,N/A,Park/Playground,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-15T12:44:35.000,0 Unspecified,,Unspecified,,234668,MOBILE,N/A,Unspecified,,,,2023-09-15T12:44:32.000,,,,,,,,,,,,,
58868039,2023-09-15T12:21:20.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T13:08:29.000,0 Unspecified,,Unspecified,961710,157192,MOBILE,Unspecified,Unspecified,40.59810332174929,-74.08116538542546,"{'latitude': '40.59810332174929', 'longitude': '-74.08116538542546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T13:08:25.000,,,,,,,,,,,,,
58821495,2023-09-15T12:21:13.000,DOB,Department of Buildings,Investigations and Discipline (IAD),Plumbing Work - Unlicensed/Illegal/Improper Work In Progress,,11233,318 MACDONOUGH STREET,MACDONOUGH STREET,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-16T00:00:00.000,03 BROOKLYN,3016750011,BROOKLYN,1002591,187804,UNKNOWN,Unspecified,BROOKLYN,40.68213636131733,-73.93387177643615,"{'latitude': '40.68213636131733', 'longitude': '-73.93387177643615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:00:00.000,,,,,,,,,,,,,
58860750,2023-09-15T12:21:09.000,DOT,Department of Transportation,Outdoor Dining,Site Setup Condition,Street,11205,232 TAAFFE PLACE,TAAFFE PLACE,ADDRESS,BROOKLYN,Closed,"The Department of Transportation's inspectors could not find the condition you reported. If you would like to pursue the complaint, please check the address and submit a new Service Request.",2023-10-31T10:33:54.000,03 BROOKLYN,3019240036,BROOKLYN,995430,191278,ONLINE,Unspecified,BROOKLYN,40.69168363566094,-73.95968489413325,"{'latitude': '40.69168363566094', 'longitude': '-73.95968489413325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-31T10:33:50.000,WILLOUGHBY AVENUE,DEKALB AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,TAAFFE PLACE,,,,,,,,
58821867,2023-09-15T12:21:09.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10466,730 EAST  236 STREET,EAST  236 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,12 BRONX,2049990068,BRONX,1024355,265466,ONLINE,Unspecified,BRONX,40.89522545852203,-73.85493838071939,"{'latitude': '40.89522545852203', 'longitude': '-73.85493838071939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T16:59:45.000,,,,,,,,,,,,,
58825294,2023-09-15T12:21:06.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10463,600 WEST  239 STREET,WEST  239 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,08 BRONX,2059040267,BRONX,1008878,263387,PHONE,Unspecified,BRONX,40.88957603777641,-73.91092699339634,"{'latitude': '40.88957603777641', 'longitude': '-73.91092699339634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T21:14:37.000,,,,,,,,,,,,,
58860876,2023-09-15T12:21:01.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,,,,,,Closed,N/A,2023-09-15T14:02:18.000,0 Unspecified,,Unspecified,995518,223517,PHONE,Unspecified,Unspecified,40.78017160221023,-73.95931356933336,"{'latitude': '40.78017160221023', 'longitude': '-73.95931356933336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T14:02:18.000,,,,,,,,,,,,,
58821739,2023-09-15T12:20:59.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10453,1632 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,05 BRONX,2028770254,BRONX,1005841,248655,PHONE,Unspecified,BRONX,40.849149165409735,-73.92195848781175,"{'latitude': '40.849149165409735', 'longitude': '-73.92195848781175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T07:47:47.000,,,,,,,,,,,,,
58822630,2023-09-15T12:20:59.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10453,1632 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,05 BRONX,2028770254,BRONX,1005841,248655,PHONE,Unspecified,BRONX,40.849149165409735,-73.92195848781175,"{'latitude': '40.849149165409735', 'longitude': '-73.92195848781175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T07:47:47.000,,,,,,,,,,,,,
58825168,2023-09-15T12:20:59.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10453,1632 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,05 BRONX,2028770254,BRONX,1005841,248655,PHONE,Unspecified,BRONX,40.849149165409735,-73.92195848781175,"{'latitude': '40.849149165409735', 'longitude': '-73.92195848781175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T07:47:47.000,,,,,,,,,,,,,
58824376,2023-09-15T12:20:59.000,HPD,Department of Housing Preservation and Development,GENERAL,MAILBOX,RESIDENTIAL BUILDING,10453,1632 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,05 BRONX,2028770254,BRONX,1005841,248655,PHONE,Unspecified,BRONX,40.849149165409735,-73.92195848781175,"{'latitude': '40.849149165409735', 'longitude': '-73.92195848781175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T07:47:46.000,,,,,,,,,,,,,
58861334,2023-09-15T12:20:53.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T12:23:34.000,0 Unspecified,,Unspecified,998650,239465,PHONE,Unspecified,Unspecified,40.823939936721466,-73.94797036041004,"{'latitude': '40.823939936721466', 'longitude': '-73.94797036041004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:23:25.000,,,,,,,,,,,,,
58868939,2023-09-15T12:20:52.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T13:18:18.000,0 Unspecified,,Unspecified,1003884,207938,ONLINE,Unspecified,Unspecified,40.73739662273132,-73.92915117141241,"{'latitude': '40.73739662273132', 'longitude': '-73.92915117141241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T13:18:13.000,,,,,,,,,,,,,
58867163,2023-09-15T12:20:47.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T14:52:07.000,0 Unspecified,,Unspecified,1014371,248463,MOBILE,Unspecified,Unspecified,40.84859720390417,-73.89112735969132,"{'latitude': '40.84859720390417', 'longitude': '-73.89112735969132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T14:52:04.000,,,,,,,,,,,,,
58855638,2023-09-15T12:20:20.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T15:51:32.000,0 Unspecified,,Unspecified,1004080,195360,PHONE,Unspecified,Unspecified,40.702872617903395,-73.92848096701289,"{'latitude': '40.702872617903395', 'longitude': '-73.92848096701289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T15:51:29.000,,,,,,,,,,,,,
58822150,2023-09-15T12:20:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10128,1701 1 AVENUE,1 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-19T06:49:00.000,08 MANHATTAN,1015510024,MANHATTAN,998551,222830,PHONE,Unspecified,MANHATTAN,40.77828158201972,-73.94836349462085,"{'latitude': '40.77828158201972', 'longitude': '-73.94836349462085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T06:49:00.000,E 88 ST,E 89 ST,,,,N/A,,,,,,,
58825735,2023-09-15T12:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Head,,11207,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-15T14:25:00.000,05 BROOKLYN,,BROOKLYN,1012327,185441,UNKNOWN,Unspecified,BROOKLYN,40.67562493767897,-73.89877863285662,"{'latitude': '40.67562493767897', 'longitude': '-73.89877863285662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T14:25:00.000,,,ATLANTIC AVENUE,GEORGIA AVENUE,,N/A,,,,,,,
58856843,2023-09-15T12:20:00.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-15T12:42:44.000,0 Unspecified,,Unspecified,1006062,194602,PHONE,Unspecified,Unspecified,40.70078742277971,-73.9213351290301,"{'latitude': '40.70078742277971', 'longitude': '-73.9213351290301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:42:39.000,,,,,,,,,,,,,
58819590,2023-09-15T12:20:00.000,DEP,Department of Environmental Protection,Air Quality,Air: Other Air Problem (Use Comments) (AZZ),,11377,60-13 NORTHERN BOULEVARD,NORTHERN BOULEVARD,ADDRESS,WOODSIDE,Closed,The Department of Environmental Protection requires contact with the complainant to investigate this complaint. The complaint was closed because attempts made to contact the complainant by phone and/or letter received no response.,2023-09-22T06:15:00.000,01 QUEENS,4011610080,QUEENS,1011427,213934,PHONE,Unspecified,QUEENS,40.75383416802485,-73.90190822382824,"{'latitude': '40.75383416802485', 'longitude': '-73.90190822382824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T06:15:00.000,60 ST,61 ST,,,,N/A,,,,,,,
58860401,2023-09-15T12:19:59.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11374,66-04 BOOTH STREET,BOOTH STREET,ADDRESS,REGO PARK,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-28T11:22:37.000,06 QUEENS,4031570108,QUEENS,1023996,203890,PHONE,Unspecified,QUEENS,40.72621835528126,-73.85660150003156,"{'latitude': '40.72621835528126', 'longitude': '-73.85660150003156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T11:22:31.000,66 AVENUE,67 AVENUE,66 AVENUE,67 AVENUE,BOOTH STREET,,,,,,,,
58836720,2023-09-15T12:19:53.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,,,,,,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-16T09:36:02.000,0 Unspecified,,Unspecified,994487,185862,MOBILE,Unspecified,Unspecified,40.67681909410291,-73.96309358230828,"{'latitude': '40.67681909410291', 'longitude': '-73.96309358230828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T09:35:57.000,,,,,,,,,,,,,
58859410,2023-09-15T12:19:51.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T12:44:09.000,0 Unspecified,,Unspecified,1000334,202947,PHONE,Unspecified,Unspecified,40.7237047210646,-73.94197318925877,"{'latitude': '40.7237047210646', 'longitude': '-73.94197318925877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:44:05.000,,,,,,,,,,,,,
58855146,2023-09-15T12:19:41.000,DSNY,Department of Sanitation,Obstruction,Merchandise,Sidewalk,,,,,,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-18T21:49:23.000,0 Unspecified,,Unspecified,1005087,193705,ONLINE,Unspecified,Unspecified,40.698327717694696,-73.92485423516447,"{'latitude': '40.698327717694696', 'longitude': '-73.92485423516447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T21:49:20.000,,,,,,,,,,,,,
58860834,2023-09-15T12:19:27.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T13:40:40.000,0 Unspecified,,Unspecified,,228056,MOBILE,Unspecified,Unspecified,,,,2023-09-15T13:40:35.000,,,,,,,,,,,,,
58868040,2023-09-15T12:19:23.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T16:02:14.000,0 Unspecified,,Unspecified,998759,159612,PHONE,Unspecified,Unspecified,40.604762515499466,-73.94774862740269,"{'latitude': '40.604762515499466', 'longitude': '-73.94774862740269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T16:02:09.000,,,,,,,,,,,,,
58861056,2023-09-15T12:19:06.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,,,,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-19T09:26:11.000,0 Unspecified,,Unspecified,992801,216505,PHONE,Unspecified,Unspecified,40.76092853692368,-73.96913301834103,"{'latitude': '40.76092853692368', 'longitude': '-73.96913301834103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T09:26:07.000,,,,,,,,,,,,,
58853981,2023-09-15T12:19:05.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash Not Separated from Recycling,Sidewalk,,,,,,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-18T13:12:28.000,0 Unspecified,,Unspecified,986829,215406,ONLINE,Unspecified,Unspecified,40.75791582237145,-73.99069087315512,"{'latitude': '40.75791582237145', 'longitude': '-73.99069087315512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:12:22.000,,,,,,,,,,,,,
58865092,2023-09-15T12:19:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T14:20:16.000,0 Unspecified,,Unspecified,1002860,208474,ONLINE,Unspecified,Unspecified,40.738870023489454,-73.93284476712763,"{'latitude': '40.738870023489454', 'longitude': '-73.93284476712763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T14:20:11.000,,,,,,,,,,,,,
58832864,2023-09-15T12:18:57.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,,,,,,Closed,The Department of Sanitation collected the requested items.,2023-09-16T07:49:14.000,0 Unspecified,,Unspecified,1055243,158147,ONLINE,Unspecified,Unspecified,40.600468915337,-73.74434845974618,"{'latitude': '40.600468915337', 'longitude': '-73.74434845974618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T14:30:36.000,,,,,,,,,,,,,
58859944,2023-09-15T12:18:56.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T13:03:03.000,0 Unspecified,,Unspecified,,203049,ONLINE,Unspecified,Unspecified,,,,2023-09-15T13:02:59.000,,,,,,,,,,,,,
58858764,2023-09-15T12:18:55.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,,,,,,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-15T13:31:50.000,0 Unspecified,,Unspecified,983190,213709,MOBILE,Unspecified,Unspecified,40.75325830191348,-74.00382589550648,"{'latitude': '40.75325830191348', 'longitude': '-74.00382589550648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T13:31:46.000,,,,,,,,,,,,,
58862676,2023-09-15T12:18:55.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,,,,,,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-15T12:51:50.000,0 Unspecified,,Unspecified,983190,213709,MOBILE,Unspecified,Unspecified,40.75325830191348,-74.00382589550648,"{'latitude': '40.75325830191348', 'longitude': '-74.00382589550648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:51:48.000,,,,,,,,,,,,,
58866504,2023-09-15T12:18:51.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10026,302 WEST  119 STREET,WEST  119 STREET,ADDRESS,NEW YORK,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-06T11:05:07.000,10 MANHATTAN,1019457504,MANHATTAN,996923,233094,ONLINE,Unspecified,MANHATTAN,40.80645597323074,-73.9542223325989,"{'latitude': '40.80645597323074', 'longitude': '-73.9542223325989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,WEST  119 STREET,,,,"302 WEST  119 STREET, MANHATTAN (NEW YORK), NY, 10026",,,,
58869183,2023-09-15T12:18:41.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T13:06:33.000,0 Unspecified,,Unspecified,1012568,169419,PHONE,Unspecified,Unspecified,40.63164730760328,-73.89797706989573,"{'latitude': '40.63164730760328', 'longitude': '-73.89797706989573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T13:06:28.000,,,,,,,,,,,,,
58822333,2023-09-15T12:18:34.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T20:11:08.000,0 Unspecified,,Unspecified,1032231,188182,MOBILE,Unspecified,Unspecified,40.68306284176185,-73.8270026640615,"{'latitude': '40.68306284176185', 'longitude': '-73.8270026640615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T20:11:03.000,,,,,,,,,,,,,
58848722,2023-09-15T12:18:27.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11414,SPRING CREEK PARK ADDITION,SPRING CREEK PARK ADDITION,UNRECOGNIZED,HOWARD BEACH,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-11-17T13:54:02.000,10 QUEENS,4114550047,QUEENS,1023773,180681,ONLINE,Unspecified,QUEENS,40.66251611461026,-73.85754223093068,"{'latitude': '40.66251611461026', 'longitude': '-73.85754223093068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-17T13:53:58.000,DEAD END,76 STREET,DEAD END,76 STREET,SPRING CREEK PARK ADDITION,,,,,,,,
58862743,2023-09-15T12:18:23.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-19T08:55:15.000,Unspecified MANHATTAN,,MANHATTAN,980350,196060,ONLINE,Unspecified,MANHATTAN,40.70481531315986,-74.01406617888522,"{'latitude': '40.70481531315986', 'longitude': '-74.01406617888522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,4,4 5 Uptown & The Bronx,Platform,
58861892,2023-09-15T12:18:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T12:40:27.000,0 Unspecified,,Unspecified,1021018,214306,MOBILE,Unspecified,Unspecified,40.754820532028866,-73.86728879355427,"{'latitude': '40.754820532028866', 'longitude': '-73.86728879355427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:40:22.000,,,,,,,,,,,,,
58864147,2023-09-15T12:18:19.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T12:21:05.000,0 Unspecified,,Unspecified,996845,232987,ONLINE,Unspecified,Unspecified,40.80616239931971,-73.95450428647055,"{'latitude': '40.80616239931971', 'longitude': '-73.95450428647055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:21:01.000,,,,,,,,,,,,,
58858916,2023-09-15T12:18:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T12:54:04.000,0 Unspecified,,Unspecified,989239,218862,MOBILE,Unspecified,Unspecified,40.76740062125869,-73.98198920190784,"{'latitude': '40.76740062125869', 'longitude': '-73.98198920190784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:54:00.000,,,,,,,,,,,,,
58870624,2023-09-15T12:18:06.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,,,,,,Closed,N/A,2023-09-15T14:02:16.000,0 Unspecified,,Unspecified,995004,222593,PHONE,Unspecified,Unspecified,40.77763610677175,-73.96117099628317,"{'latitude': '40.77763610677175', 'longitude': '-73.96117099628317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T14:02:16.000,,,,,,,,,,,,,
