unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,resolution_description,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,due_date,bridge_highway_direction,road_ramp,taxi_company_borough
58904954,2023-09-23T15:04:12.000,2023-09-23T15:17:31.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,10314,55 STEPHEN LOOP,STEPHEN LOOP,ADDRESS,STATEN ISLAND,Closed,2023-09-23T15:17:34.000,02 STATEN ISLAND,5023830178,STATEN ISLAND,938815,154145,MOBILE,Unspecified,STATEN ISLAND,40.58965213334172,-74.16358847382146,"{'latitude': '40.58965213334172', 'longitude': '-74.16358847382146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,NOME AVENUE,BEND,NOME AVENUE,BEND,STEPHEN LOOP,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,,
58905085,2023-09-23T15:04:04.000,2023-10-19T09:43:20.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,10031,MONTEFIORE SQUARE,MONTEFIORE SQUARE,UNRECOGNIZED,NEW YORK,Closed,2023-10-19T09:43:23.000,09 MANHATTAN,1019880165,MANHATTAN,997113,238602,MOBILE,Montefiore Square,MANHATTAN,40.82157361843168,-73.95352545503445,"{'latitude': '40.82157361843168', 'longitude': '-73.95352545503445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park,BROADWAY,WEST  138 STREET,BROADWAY,WEST  138 STREET,MONTEFIORE PARK,NYC Parks has completed the requested work order and corrected the problem.,,,,,,,,
58907890,2023-09-23T15:04:00.000,2023-09-23T16:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,INTERSECTION,,Closed,2023-09-23T16:40:00.000,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,VAN WYCK EXPY S/R,133 AVE,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",N/A,,,,,,,
58907530,2023-09-23T15:03:56.000,2023-09-27T13:14:53.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,10453,1718 GRAND AVENUE,GRAND AVENUE,ADDRESS,BRONX,Closed,2023-09-27T00:00:00.000,05 BRONX,2028670103,BRONX,1008127,248592,PHONE,Unspecified,BRONX,40.84897036324244,-73.91369588103558,"{'latitude': '40.84897036324244', 'longitude': '-73.91369588103558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",,,,,,,,
58908663,2023-09-23T15:03:23.000,2023-09-25T19:31:32.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,10453,31 WEST TREMONT AVENUE,WEST TREMONT AVENUE,ADDRESS,BRONX,Closed,2023-09-25T00:00:00.000,05 BRONX,2028690171,BRONX,1008779,249615,PHONE,Unspecified,BRONX,40.85177640673971,-73.9113354667264,"{'latitude': '40.85177640673971', 'longitude': '-73.9113354667264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58909206,2023-09-23T15:03:23.000,2023-10-01T18:48:18.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,10453,31 WEST TREMONT AVENUE,WEST TREMONT AVENUE,ADDRESS,BRONX,Closed,2023-10-01T00:00:00.000,05 BRONX,2028690171,BRONX,1008779,249615,PHONE,Unspecified,BRONX,40.85177640673971,-73.9113354667264,"{'latitude': '40.85177640673971', 'longitude': '-73.9113354667264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58907079,2023-09-23T15:03:23.000,2023-10-01T18:48:19.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,10453,31 WEST TREMONT AVENUE,WEST TREMONT AVENUE,ADDRESS,BRONX,Closed,2023-10-01T00:00:00.000,05 BRONX,2028690171,BRONX,1008779,249615,PHONE,Unspecified,BRONX,40.85177640673971,-73.9113354667264,"{'latitude': '40.85177640673971', 'longitude': '-73.9113354667264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58905536,2023-09-23T15:03:18.000,2023-11-03T16:09:01.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,11213,366 HERKIMER STREET,HERKIMER STREET,ADDRESS,BROOKLYN,Closed,2023-11-03T16:09:06.000,03 BROOKLYN,3018710010,BROOKLYN,1000653,186716,MOBILE,Unspecified,BROOKLYN,40.679153852487914,-73.94086185488385,"{'latitude': '40.679153852487914', 'longitude': '-73.94086185488385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,HERKIMER STREET,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,,,,"366 HERKIMER STREET, BROOKLYN, NY, 11213",,,,
58906562,2023-09-23T15:03:15.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11372,35-06 73 STREET,73 STREET,ADDRESS,JACKSON HEIGHTS,Open,2023-09-23T00:00:00.000,03 QUEENS,4012720006,QUEENS,1013895,212756,ONLINE,Unspecified,QUEENS,40.75059292867479,-73.89300550707249,"{'latitude': '40.75059292867479', 'longitude': '-73.89300550707249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,,,,,,,
58906550,2023-09-23T15:03:15.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11372,35-06 73 STREET,73 STREET,ADDRESS,JACKSON HEIGHTS,Open,2023-09-23T00:00:00.000,03 QUEENS,4012720006,QUEENS,1013895,212756,ONLINE,Unspecified,QUEENS,40.75059292867479,-73.89300550707249,"{'latitude': '40.75059292867479', 'longitude': '-73.89300550707249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,,,,,,,
58905366,2023-09-23T15:03:04.000,2023-09-23T21:34:03.000,DSNY,Department of Sanitation,Obstruction,Cone,11420,114-43 135 STREET,135 STREET,ADDRESS,SOUTH OZONE PARK,Closed,2023-09-23T21:34:07.000,10 QUEENS,4116610045,QUEENS,1037846,187717,ONLINE,Unspecified,QUEENS,40.68175430753619,-73.80676132692786,"{'latitude': '40.68175430753619', 'longitude': '-73.80676132692786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,LINDEN BOULEVARD,115 AVENUE,LINDEN BOULEVARD,115 AVENUE,135 STREET,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,,,,,,,,
58905395,2023-09-23T15:02:23.000,2023-09-23T15:23:04.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11235,311 BOARDWALK EAST,BOARDWALK EAST,ADDRESS,BROOKLYN,Closed,2023-09-23T15:23:09.000,13 BROOKLYN,3086870020,BROOKLYN,994160,148709,ONLINE,Unspecified,BROOKLYN,40.574842299501185,-73.96432702924221,"{'latitude': '40.574842299501185', 'longitude': '-73.96432702924221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BRIGHTON    2 STREET,BRIGHTON    4 STREET,BRIGHTON    2 STREET,BRIGHTON    4 STREET,BOARDWALK EAST,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
58909512,2023-09-23T15:02:00.000,2023-09-23T16:05:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,11421,,,INTERSECTION,QUEENS,Closed,2023-09-23T16:05:00.000,09 QUEENS,,QUEENS,1023534,193151,UNKNOWN,Unspecified,QUEENS,40.69674445638467,-73.85833099545518,"{'latitude': '40.69674445638467', 'longitude': '-73.85833099545518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,PARK LA SOUTH,87 STREET,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",N/A,,,,,,,
58904931,2023-09-23T15:01:39.000,2023-09-23T15:53:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11223,2228 EAST    7 STREET,EAST    7 STREET,ADDRESS,BROOKLYN,Closed,2023-09-23T15:53:06.000,15 BROOKLYN,3071330035,BROOKLYN,994303,156538,MOBILE,Unspecified,BROOKLYN,40.596331184859906,-73.96380062685692,"{'latitude': '40.596331184859906', 'longitude': '-73.96380062685692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,AVENUE U,AVENUE V,AVENUE U,AVENUE V,EAST    7 STREET,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
58905404,2023-09-23T15:01:25.000,2023-09-23T15:16:24.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11435,88-16 145 STREET,145 STREET,ADDRESS,JAMAICA,Closed,2023-09-23T15:16:31.000,12 QUEENS,4096860027,QUEENS,1036670,195851,MOBILE,Unspecified,QUEENS,40.70408724731235,-73.81093804781995,"{'latitude': '40.70408724731235', 'longitude': '-73.81093804781995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,88 AVENUE,89 AVENUE,88 AVENUE,89 AVENUE,145 STREET,The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,,,
58904938,2023-09-23T15:01:23.000,2023-09-23T15:01:43.000,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,10301,1321 VICTORY BOULEVARD,VICTORY BOULEVARD,ADDRESS,STATEN ISLAND,Closed,2023-09-23T15:01:49.000,01 STATEN ISLAND,5003190001,STATEN ISLAND,954402,163341,UNKNOWN,Unspecified,STATEN ISLAND,40.614959457981996,-74.10750827109864,"{'latitude': '40.614959457981996', 'longitude': '-74.10750827109864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park,LABAU AVENUE,RENWICK AVENUE,LABAU AVENUE,RENWICK AVENUE,VICTORY BOULEVARD,NYC Parks has reviewed the reported condition and corrected the problem.,,,,,,,,
58904904,2023-09-23T15:01:21.000,2023-09-28T08:38:33.000,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",11417,97-24 133 AVENUE,133 AVENUE,ADDRESS,OZONE PARK,Closed,2023-09-28T08:38:37.000,10 QUEENS,4114980112,QUEENS,1028742,185715,ONLINE,Unspecified,QUEENS,40.67630972254849,-73.83959864574129,"{'latitude': '40.67630972254849', 'longitude': '-73.83959864574129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,97 STREET,HAWTREE STREET,97 STREET,HAWTREE STREET,133 AVENUE,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",,,,,,,,
58905389,2023-09-23T15:01:20.000,2023-09-23T15:57:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11369,94-15 32 AVENUE,32 AVENUE,ADDRESS,EAST ELMHURST,Closed,2023-09-23T15:58:01.000,03 QUEENS,4014060039,QUEENS,1019088,215690,ONLINE,Unspecified,QUEENS,40.75862707015487,-73.87424779573037,"{'latitude': '40.75862707015487', 'longitude': '-73.87424779573037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,94 STREET,95 STREET,94 STREET,95 STREET,32 AVENUE,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,,
58905494,2023-09-23T15:01:20.000,2023-09-23T15:08:45.000,NYPD,New York City Police Department,Noise - House of Worship,Loud Music/Party,11421,87-34 85 STREET,85 STREET,ADDRESS,WOODHAVEN,Closed,2023-09-23T15:08:49.000,09 QUEENS,4089170028,QUEENS,1023475,191086,ONLINE,Unspecified,QUEENS,40.691076778619546,-73.85855579013887,"{'latitude': '40.691076778619546', 'longitude': '-73.85855579013887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",House of Worship,87 ROAD,88 AVENUE,87 ROAD,88 AVENUE,85 STREET,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
58905277,2023-09-23T15:01:04.000,2023-09-23T16:02:00.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,10466,1836 NEREID AVENUE,NEREID AVENUE,ADDRESS,BRONX,Closed,2023-09-23T16:02:02.000,12 BRONX,2050530048,BRONX,1025896,266668,PHONE,Unspecified,BRONX,40.89851742127823,-73.84935704721205,"{'latitude': '40.89851742127823', 'longitude': '-73.84935704721205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,BRUNER AVENUE,ELY AVENUE,BRUNER AVENUE,ELY AVENUE,NEREID AVENUE,N/A,,,,,,,,
58906768,2023-09-23T15:01:00.000,2023-09-23T15:05:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,11101,,,INTERSECTION,QUEENS,Closed,2023-09-23T15:05:00.000,01 QUEENS,,QUEENS,1001122,215250,UNKNOWN,Unspecified,QUEENS,40.75747192043423,-73.9390994363019,"{'latitude': '40.75747192043423', 'longitude': '-73.9390994363019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,21 STREET,38 AVENUE,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",N/A,,,,,,,
58905324,2023-09-23T15:00:50.000,2023-09-26T08:36:30.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11379,85-15 60 ROAD,60 ROAD,ADDRESS,MIDDLE VILLAGE,Closed,2023-09-26T08:36:35.000,05 QUEENS,4028860028,QUEENS,1019098,204950,ONLINE,Unspecified,QUEENS,40.72914844568415,-73.87426734424096,"{'latitude': '40.72914844568415', 'longitude': '-73.87426734424096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,85 STREET,86 STREET,85 STREET,86 STREET,60 ROAD,NYC Parks performed the work necessary to correct the condition.,,,,,,,,
58906571,2023-09-23T15:00:02.000,2023-09-28T20:36:11.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11212,1163 WILLMOHR STREET,WILLMOHR STREET,ADDRESS,BROOKLYN,Closed,2023-09-28T00:00:00.000,17 BROOKLYN,3046720032,BROOKLYN,1007606,179108,PHONE,Unspecified,BROOKLYN,40.658255984404775,-73.91582040280409,"{'latitude': '40.658255984404775', 'longitude': '-73.91582040280409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,,
58909719,2023-09-23T15:00:02.000,2023-09-28T20:36:33.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,11212,1163 WILLMOHR STREET,WILLMOHR STREET,ADDRESS,BROOKLYN,Closed,2023-09-28T00:00:00.000,17 BROOKLYN,3046720032,BROOKLYN,1007606,179108,PHONE,Unspecified,BROOKLYN,40.658255984404775,-73.91582040280409,"{'latitude': '40.658255984404775', 'longitude': '-73.91582040280409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58906503,2023-09-23T15:00:02.000,2023-09-28T20:33:55.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,11212,1163 WILLMOHR STREET,WILLMOHR STREET,ADDRESS,BROOKLYN,Closed,2023-09-28T00:00:00.000,17 BROOKLYN,3046720032,BROOKLYN,1007606,179108,PHONE,Unspecified,BROOKLYN,40.658255984404775,-73.91582040280409,"{'latitude': '40.658255984404775', 'longitude': '-73.91582040280409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58905171,2023-09-23T14:59:56.000,2023-09-25T07:19:28.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Collapsed,11236,601 EAST   79 STREET,EAST   79 STREET,ADDRESS,BROOKLYN,Closed,2023-09-25T07:19:36.000,18 BROOKLYN,3079840042,BROOKLYN,1007176,171739,ONLINE,Unspecified,BROOKLYN,40.63803080789483,-73.91739525167222,"{'latitude': '40.63803080789483', 'longitude': '-73.91739525167222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,FARRAGUT ROAD,GLENWOOD ROAD,FARRAGUT ROAD,GLENWOOD ROAD,EAST   79 STREET,This request required re-assignment to a new DOT unit.,,,,,,,,
58905162,2023-09-23T14:59:53.000,2023-09-23T19:03:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11204,2453 64 STREET,64 STREET,ADDRESS,BROOKLYN,Closed,2023-09-23T19:03:14.000,11 BROOKLYN,3065610030,BROOKLYN,991099,161938,PHONE,Unspecified,BROOKLYN,40.61115613969712,-73.97533228278256,"{'latitude': '40.61115613969712', 'longitude': '-73.97533228278256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,24 AVENUE,DAHILL ROAD,24 AVENUE,DAHILL ROAD,64 STREET,The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,,,
58905063,2023-09-23T14:59:13.000,2023-09-23T15:16:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,10128,1718 1 AVENUE,1 AVENUE,ADDRESS,NEW YORK,Closed,2023-09-23T15:16:51.000,08 MANHATTAN,1015697502,MANHATTAN,998683,223054,ONLINE,Unspecified,MANHATTAN,40.77889618823683,-73.94788640222662,"{'latitude': '40.77889618823683', 'longitude': '-73.94788640222662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST   89 STREET,EAST   90 STREET,EAST   89 STREET,EAST   90 STREET,1 AVENUE,The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,,,
58905309,2023-09-23T14:59:05.000,2023-09-23T15:27:58.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,10012,1 WEST    3 STREET,WEST    3 STREET,ADDRESS,NEW YORK,Closed,2023-09-23T15:28:01.000,02 MANHATTAN,1005357501,MANHATTAN,985672,204464,ONLINE,Unspecified,MANHATTAN,40.72788302506925,-73.99486947945023,"{'latitude': '40.72788302506925', 'longitude': '-73.99486947945023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Club/Bar/Restaurant,BROADWAY,MERCER STREET,BROADWAY,MERCER STREET,WEST    3 STREET,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,,
58904924,2023-09-23T14:59:03.000,2023-09-23T18:41:52.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,10301,30 DANIEL LOW TERRACE,DANIEL LOW TERRACE,ADDRESS,STATEN ISLAND,Closed,2023-09-23T18:41:58.000,01 STATEN ISLAND,5000280077,STATEN ISLAND,961530,173878,ONLINE,Unspecified,STATEN ISLAND,40.64390243266814,-74.08186971257727,"{'latitude': '40.64390243266814', 'longitude': '-74.08186971257727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BELMONT PLACE,FORT HILL CIRCLE,BELMONT PLACE,FORT HILL CIRCLE,DANIEL LOW TERRACE,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,,
58906757,2023-09-23T14:59:00.000,2023-09-23T18:55:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Odor (SA2),11411,238-11 121 AVENUE,121 AVENUE,ADDRESS,CAMBRIA HEIGHTS,Closed,2023-09-23T18:55:00.000,13 QUEENS,4128230005,QUEENS,1059771,188507,PHONE,Unspecified,QUEENS,40.68376275931228,-73.7277030181696,"{'latitude': '40.68376275931228', 'longitude': '-73.7277030181696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,238 ST,LAURELTON PKWY,,,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",,,,,,,,
58904993,2023-09-23T14:58:34.000,2023-09-23T17:22:11.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10452,1265 GERARD AVENUE,GERARD AVENUE,ADDRESS,BRONX,Closed,2023-09-23T17:22:17.000,04 BRONX,2024890054,BRONX,1006494,244079,ONLINE,Unspecified,BRONX,40.836587768244534,-73.91961337374968,"{'latitude': '40.836587768244534', 'longitude': '-73.91961337374968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,EAST  167 STREET,EAST  168 STREET,EAST  167 STREET,EAST  168 STREET,GERARD AVENUE,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,,
58905122,2023-09-23T14:58:33.000,2023-09-23T15:23:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11201,13 HUNTS LANE,HUNTS LANE,ADDRESS,BROOKLYN,Closed,2023-09-23T15:23:10.000,02 BROOKLYN,3002540071,BROOKLYN,985863,191943,MOBILE,Unspecified,BROOKLYN,40.69351582146417,-73.99418335863423,"{'latitude': '40.69351582146417', 'longitude': '-73.99418335863423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,HENRY STREET,DEAD END,HENRY STREET,DEAD END,HUNTS LANE,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
58905072,2023-09-23T14:58:13.000,2023-09-26T10:47:14.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11418,85-18 101 STREET,101 STREET,ADDRESS,RICHMOND HILL,Closed,2023-09-26T10:47:16.000,09 QUEENS,4091770040,QUEENS,1026606,193197,PHONE,Unspecified,QUEENS,40.69685654554614,-73.84725224340947,"{'latitude': '40.69685654554614', 'longitude': '-73.84725224340947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,85 ROAD,86 AVENUE,85 ROAD,86 AVENUE,101 STREET,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",,,,,,,,
58905359,2023-09-23T14:58:08.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,,,,ADDRESS,,Closed,2023-10-23T21:11:21.000,Unspecified BROOKLYN,,BROOKLYN,991079,189613,MOBILE,Unspecified,BROOKLYN,40.68711802057324,-73.97537629684108,"{'latitude': '40.68711802057324', 'longitude': '-73.97537629684108', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Subway,,,,,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,,G,Platform,,,G to Church Av,,
58905330,2023-09-23T14:57:55.000,,DPR,Department of Parks and Recreation,Illegal Tree Damage,Branches Damaged,10465,839 WILCOX AVENUE,WILCOX AVENUE,ADDRESS,BRONX,In Progress,2023-09-24T08:30:47.000,10 BRONX,2054730014,BRONX,1034639,242316,MOBILE,Unspecified,BRONX,40.83163311252128,-73.81791483449292,"{'latitude': '40.83163311252128', 'longitude': '-73.81791483449292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,PHILIP AVENUE,LAFAYETTE AVENUE,PHILIP AVENUE,LAFAYETTE AVENUE,WILCOX AVENUE,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",,,,,,,,
58905406,2023-09-23T14:57:30.000,2023-09-23T15:57:30.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11412,105-35 189 STREET,189 STREET,ADDRESS,SAINT ALBANS,Closed,2023-09-23T15:57:35.000,12 QUEENS,4103780012,QUEENS,1048621,196177,PHONE,Unspecified,QUEENS,40.70490316873321,-73.76783173063532,"{'latitude': '40.70490316873321', 'longitude': '-73.76783173063532', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,LUDLUM AVENUE,BRINKERHOFF AVENUE,LUDLUM AVENUE,BRINKERHOFF AVENUE,189 STREET,The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,,,
58904858,2023-09-23T14:57:16.000,2023-09-23T15:15:46.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,11203,917 ALBANY AVENUE,ALBANY AVENUE,ADDRESS,BROOKLYN,Closed,2023-09-23T15:15:54.000,17 BROOKLYN,3048780041,BROOKLYN,1001156,176685,ONLINE,Unspecified,BROOKLYN,40.651620044750196,-73.93907353084674,"{'latitude': '40.651620044750196', 'longitude': '-73.93907353084674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,LINDEN BOULEVARD,CHURCH AVENUE,LINDEN BOULEVARD,CHURCH AVENUE,ALBANY AVENUE,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
58905419,2023-09-23T14:57:12.000,2023-09-23T15:08:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,10002,177 EAST HOUSTON STREET,EAST HOUSTON STREET,ADDRESS,NEW YORK,Closed,2023-09-23T15:08:19.000,03 MANHATTAN,1004170053,MANHATTAN,987519,202610,MOBILE,Unspecified,MANHATTAN,40.72279375562866,-73.98820647611608,"{'latitude': '40.72279375562866', 'longitude': '-73.98820647611608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,1 AVENUE,ORCHARD STREET,1 AVENUE,ORCHARD STREET,EAST HOUSTON STREET,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
