unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,due_date,road_ramp,bridge_highway_direction
58865729,2023-09-14T21:37:13.000,2023-09-14T21:39:11.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10012,56 SPRING STREET,SPRING STREET,MULBERRY STREET,CLEVELAND PLACE,MULBERRY STREET,CLEVELAND PLACE,ADDRESS,NEW YORK,SPRING STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T21:39:16.000,02 MANHATTAN,1004810018,MANHATTAN,985137,202379,ONLINE,Unspecified,MANHATTAN,40.72216027602232,-73.99680001339156,"{'latitude': '40.72216027602232', 'longitude': '-73.99680001339156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58863547,2023-09-14T21:36:22.000,2023-09-14T22:20:49.000,NYPD,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,11417,103-63 102 STREET,102 STREET,103 AVENUE,LIBERTY AVENUE,103 AVENUE,LIBERTY AVENUE,ADDRESS,OZONE PARK,102 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T22:20:57.000,10 QUEENS,4095060053,QUEENS,1028876,187928,ONLINE,Unspecified,QUEENS,40.68238322138562,-73.83910089917754,"{'latitude': '40.68238322138562', 'longitude': '-73.83910089917754', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58855514,2023-09-14T21:36:17.000,2023-09-14T22:05:57.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10025,601 WEST  115 STREET,WEST  115 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  115 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T22:06:02.000,09 MANHATTAN,1018960065,MANHATTAN,994058,233445,ONLINE,Unspecified,MANHATTAN,40.80742301620198,-73.96457082955617,"{'latitude': '40.80742301620198', 'longitude': '-73.96457082955617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58866923,2023-09-14T21:36:17.000,2023-09-14T22:25:53.000,NYPD,New York City Police Department,Illegal Parking,Detached Trailer,Street/Sidewalk,11365,61-00 FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,HORACE HARDING EXPRESSWAY,73 AVENUE,HORACE HARDING EXPRESSWAY,73 AVENUE,ADDRESS,FRESH MEADOWS,FRANCIS LEWIS BOULEVARD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T22:25:58.000,08 QUEENS,4071280002,QUEENS,1046476,209932,ONLINE,Unspecified,QUEENS,40.7426725307322,-73.77544093564363,"{'latitude': '40.7426725307322', 'longitude': '-73.77544093564363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58865005,2023-09-14T21:36:06.000,2023-09-14T22:03:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11356,23-38 124 STREET,124 STREET,23 AVENUE,25 AVENUE,23 AVENUE,25 AVENUE,ADDRESS,COLLEGE POINT,124 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T22:03:42.000,07 QUEENS,4042270043,QUEENS,1027366,222855,MOBILE,Unspecified,QUEENS,40.77825661031194,-73.84432139192661,"{'latitude': '40.77825661031194', 'longitude': '-73.84432139192661', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58865468,2023-09-14T21:35:51.000,2023-09-14T22:03:01.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11106,33-02 34 AVENUE,34 AVENUE,33 STREET,34 STREET,33 STREET,34 STREET,ADDRESS,ASTORIA,34 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T22:03:07.000,01 QUEENS,4006100025,QUEENS,1004882,215756,ONLINE,Unspecified,QUEENS,40.75885278615065,-73.92552592881476,"{'latitude': '40.75885278615065', 'longitude': '-73.92552592881476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58812029,2023-09-14T21:35:49.000,2023-09-27T13:52:17.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11223,802 KINGS HIGHWAY,KINGS HIGHWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,15 BROOKLYN,3066650034,BROOKLYN,994117,160249,ONLINE,Unspecified,BROOKLYN,40.60651733467128,-73.96446496461137,"{'latitude': '40.60651733467128', 'longitude': '-73.96446496461137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58818915,2023-09-14T21:35:49.000,2023-09-22T17:00:43.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11223,802 KINGS HIGHWAY,KINGS HIGHWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,15 BROOKLYN,3066650034,BROOKLYN,994117,160249,ONLINE,Unspecified,BROOKLYN,40.60651733467128,-73.96446496461137,"{'latitude': '40.60651733467128', 'longitude': '-73.96446496461137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58812035,2023-09-14T21:35:49.000,2023-09-22T17:00:42.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11223,802 KINGS HIGHWAY,KINGS HIGHWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,15 BROOKLYN,3066650034,BROOKLYN,994117,160249,ONLINE,Unspecified,BROOKLYN,40.60651733467128,-73.96446496461137,"{'latitude': '40.60651733467128', 'longitude': '-73.96446496461137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58811957,2023-09-14T21:35:49.000,2023-09-22T17:00:42.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,11223,802 KINGS HIGHWAY,KINGS HIGHWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,15 BROOKLYN,3066650034,BROOKLYN,994117,160249,ONLINE,Unspecified,BROOKLYN,40.60651733467128,-73.96446496461137,"{'latitude': '40.60651733467128', 'longitude': '-73.96446496461137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58812053,2023-09-14T21:35:48.000,2023-09-27T13:52:15.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11223,802 KINGS HIGHWAY,KINGS HIGHWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,15 BROOKLYN,3066650034,BROOKLYN,994117,160249,ONLINE,Unspecified,BROOKLYN,40.60651733467128,-73.96446496461137,"{'latitude': '40.60651733467128', 'longitude': '-73.96446496461137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58867559,2023-09-14T21:35:25.000,2023-09-14T21:46:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11416,92-08 97 AVENUE,97 AVENUE,92 STREET,93 STREET,92 STREET,93 STREET,ADDRESS,OZONE PARK,97 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T21:46:56.000,09 QUEENS,4090660005,QUEENS,1026078,188975,ONLINE,Unspecified,QUEENS,40.685270657518736,-73.84918257180375,"{'latitude': '40.685270657518736', 'longitude': '-73.84918257180375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58869591,2023-09-14T21:35:18.000,2023-09-14T22:07:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11693,88-12 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,BEACH   88 STREET,BEACH   90 STREET,BEACH   88 STREET,BEACH   90 STREET,ADDRESS,FAR ROCKAWAY,ROCKAWAY BEACH BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T22:07:12.000,14 QUEENS,4161230094,QUEENS,1036122,153295,MOBILE,Unspecified,QUEENS,40.587283725345245,-73.81324173291848,"{'latitude': '40.587283725345245', 'longitude': '-73.81324173291848', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58815013,2023-09-14T21:35:00.000,2023-09-15T19:36:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,10469,2430 WILSON AVENUE,WILSON AVENUE,WARING AVE,MACE AVE,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-15T19:36:00.000,11 BRONX,2044660017,BRONX,1025964,253249,ONLINE,Unspecified,BRONX,40.861686168511184,-73.84919464086465,"{'latitude': '40.861686168511184', 'longitude': '-73.84919464086465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58816147,2023-09-14T21:35:00.000,2023-09-15T19:36:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,10469,2460 WILSON AVENUE,WILSON AVENUE,WARING AVE,MACE AVE,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-15T19:36:00.000,11 BRONX,2044660026,BRONX,1025969,253395,ONLINE,Unspecified,BRONX,40.86208687025509,-73.8491756559915,"{'latitude': '40.86208687025509', 'longitude': '-73.8491756559915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58858676,2023-09-14T21:34:51.000,2023-09-14T22:36:30.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,Subway Station,11105,23 AVENUE,23 AVENUE,23 AVENUE,31 STREET,23 AVENUE,31 STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T22:36:37.000,01 QUEENS,,QUEENS,1008383,221410,PHONE,Unspecified,QUEENS,40.77436268128877,-73.91286829008492,"{'latitude': '40.77436268128877', 'longitude': '-73.91286829008492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58823443,2023-09-14T21:34:40.000,2023-09-15T23:09:19.000,DPR,Department of Parks and Recreation,Animal in a Park,Domestic Strays,Park,10028,1000 5 AVENUE,5 AVENUE,EAST   81 STREET,EAST   82 STREET,EAST   81 STREET,EAST   82 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,NYC Parks couldn't respond to your complaint because they had to devote resources to other critical services at the time. The agency will use your complaint for future planning.,2023-09-15T23:09:22.000,64 MANHATTAN,1011110001,MANHATTAN,994623,222956,ONLINE,Unspecified,MANHATTAN,40.77863290127972,-73.96254609596876,"{'latitude': '40.77863290127972', 'longitude': '-73.96254609596876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58867104,2023-09-14T21:34:39.000,2023-09-14T22:04:57.000,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,10025,601 WEST  115 STREET,WEST  115 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  115 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T22:05:02.000,09 MANHATTAN,1018960065,MANHATTAN,994058,233445,ONLINE,Unspecified,MANHATTAN,40.80742301620198,-73.96457082955617,"{'latitude': '40.80742301620198', 'longitude': '-73.96457082955617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58859894,2023-09-14T21:34:26.000,2023-09-14T22:19:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,223 EAST  169 STREET,EAST  169 STREET,SHERIDAN AVENUE,GRANT AVENUE,SHERIDAN AVENUE,GRANT AVENUE,ADDRESS,BRONX,EAST  169 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T22:19:12.000,04 BRONX,2028300001,BRONX,1007879,243837,MOBILE,Unspecified,BRONX,40.83591995148127,-73.9146090379602,"{'latitude': '40.83591995148127', 'longitude': '-73.9146090379602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58859495,2023-09-14T21:34:21.000,2023-09-19T16:27:25.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10025,150 WEST  105 STREET,WEST  105 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST  105 STREET,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-19T16:27:28.000,07 MANHATTAN,1018590001,MANHATTAN,993855,230513,PHONE,Unspecified,MANHATTAN,40.799375704811666,-73.96530831532579,"{'latitude': '40.799375704811666', 'longitude': '-73.96530831532579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58812420,2023-09-14T21:34:00.000,2023-09-18T12:44:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10312,115 ERIKA LOOP,ERIKA LOOP,WOODROW ROAD,BEND,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-18T12:44:00.000,03 STATEN ISLAND,5057330012,STATEN ISLAND,933457,142163,PHONE,Unspecified,STATEN ISLAND,40.556734876313804,-74.1827898482046,"{'latitude': '40.556734876313804', 'longitude': '-74.1827898482046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58869517,2023-09-14T21:33:54.000,2023-09-14T21:37:14.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10014,66 HORATIO STREET,HORATIO STREET,HUDSON STREET,GREENWICH STREET,HUDSON STREET,GREENWICH STREET,ADDRESS,NEW YORK,HORATIO STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T21:37:21.000,02 MANHATTAN,1006260006,MANHATTAN,982499,208422,PHONE,Unspecified,MANHATTAN,40.73874670288178,-74.00631856978518,"{'latitude': '40.73874670288178', 'longitude': '-74.00631856978518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58859213,2023-09-14T21:33:50.000,2023-09-14T22:16:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11373,90-27 53 AVENUE,53 AVENUE,90 STREET,92 STREET,90 STREET,92 STREET,ADDRESS,ELMHURST,53 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T22:16:17.000,04 QUEENS,4018540062,QUEENS,1019407,208257,ONLINE,Unspecified,QUEENS,40.73822411485469,-73.87313518384369,"{'latitude': '40.73822411485469', 'longitude': '-73.87313518384369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58863708,2023-09-14T21:33:32.000,2023-09-14T22:04:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,2315 ANDREWS AVENUE,ANDREWS AVENUE,WEST  183 STREET,WEST FORDHAM ROAD,WEST  183 STREET,WEST FORDHAM ROAD,ADDRESS,BRONX,ANDREWS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T22:04:57.000,07 BRONX,2032250128,BRONX,1009932,253226,MOBILE,Unspecified,BRONX,40.86168423760681,-73.90715390677244,"{'latitude': '40.86168423760681', 'longitude': '-73.90715390677244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58865535,2023-09-14T21:33:23.000,2023-09-14T23:03:06.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11374,62-54 97 STREET,97 STREET,62 DRIVE,63 ROAD,62 DRIVE,63 ROAD,ADDRESS,REGO PARK,97 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T23:03:13.000,06 QUEENS,,QUEENS,1022743,205769,ONLINE,Unspecified,QUEENS,40.73138128628585,-73.86111140791488,"{'latitude': '40.73138128628585', 'longitude': '-73.86111140791488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58817609,2023-09-14T21:33:00.000,2023-09-16T01:10:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10034,,,,,10 AVENUE,WEST 215 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-16T01:10:00.000,12 MANHATTAN,,MANHATTAN,1007703,256093,UNKNOWN,Unspecified,MANHATTAN,40.86955948208545,-73.91520219442856,"{'latitude': '40.86955948208545', 'longitude': '-73.91520219442856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58810924,2023-09-14T21:32:45.000,2023-09-19T08:37:02.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10303,52 HARBOR ROAD,HARBOR ROAD,,,,,ADDRESS,STATEN ISLAND,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-19T00:00:00.000,01 STATEN ISLAND,5012360076,STATEN ISLAND,939778,170967,PHONE,Unspecified,STATEN ISLAND,40.63582986155536,-74.1602319946905,"{'latitude': '40.63582986155536', 'longitude': '-74.1602319946905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58865558,2023-09-14T21:32:38.000,2023-09-14T22:48:18.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10472,1349 STRATFORD AVENUE,STRATFORD AVENUE,EAST  172 STREET,EAST  174 STREET,EAST  172 STREET,EAST  174 STREET,ADDRESS,BRONX,STRATFORD AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T22:48:22.000,09 BRONX,2038660049,BRONX,1018456,242776,PHONE,Unspecified,BRONX,40.83297318206956,-73.87639111311755,"{'latitude': '40.83297318206956', 'longitude': '-73.87639111311755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58857385,2023-09-14T21:32:13.000,2023-09-15T01:01:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11220,853 53 STREET,53 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,53 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T01:01:30.000,12 BROOKLYN,3056580056,BROOKLYN,983071,171978,ONLINE,Unspecified,BROOKLYN,40.63871640365852,-74.00424810191495,"{'latitude': '40.63871640365852', 'longitude': '-74.00424810191495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58812730,2023-09-14T21:32:00.000,2023-09-18T14:41:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,10469,2320 WILSON AVENUE,WILSON AVENUE,ASTOR AVE,WARING AVE,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-18T14:41:00.000,11 BRONX,2043810013,BRONX,1025949,252697,ONLINE,Unspecified,BRONX,40.860171167849884,-73.84925230334922,"{'latitude': '40.860171167849884', 'longitude': '-73.84925230334922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58859946,2023-09-14T21:31:51.000,2023-09-14T21:33:34.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11211,DIVISION AVENUE,DIVISION AVENUE,DIVISION AVENUE,WILSON STREET,DIVISION AVENUE,WILSON STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T21:33:41.000,01 BROOKLYN,,BROOKLYN,995508,196987,PHONE,Unspecified,BROOKLYN,40.70735340699002,-73.95939408299209,"{'latitude': '40.70735340699002', 'longitude': '-73.95939408299209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58869029,2023-09-14T21:31:37.000,2023-09-14T22:04:26.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10468,2531 DAVIDSON AVENUE,DAVIDSON AVENUE,WEST  190 STREET,WEST  192 STREET,WEST  190 STREET,WEST  192 STREET,ADDRESS,BRONX,DAVIDSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T22:04:32.000,07 BRONX,2032040040,BRONX,1011729,254397,MOBILE,Unspecified,BRONX,40.86489286589889,-73.90065255960958,"{'latitude': '40.86489286589889', 'longitude': '-73.90065255960958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58867340,2023-09-14T21:31:21.000,2023-09-14T22:10:12.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11224,2108 NEPTUNE AVENUE,NEPTUNE AVENUE,WEST   21 STREET,WEST   22 STREET,WEST   21 STREET,WEST   22 STREET,ADDRESS,BROOKLYN,NEPTUNE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T22:10:17.000,13 BROOKLYN,3070170152,BROOKLYN,987412,150058,ONLINE,Unspecified,BROOKLYN,40.578550014052965,-73.9886171349664,"{'latitude': '40.578550014052965', 'longitude': '-73.9886171349664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58869420,2023-09-14T21:31:08.000,2023-09-14T22:10:13.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11385,1723 HARMAN STREET,HARMAN STREET,CYPRESS AVENUE,SENECA AVENUE,CYPRESS AVENUE,SENECA AVENUE,ADDRESS,RIDGEWOOD,HARMAN STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-14T22:10:17.000,05 QUEENS,4034320058,QUEENS,1008182,196175,ONLINE,Unspecified,QUEENS,40.70509945699176,-73.91368377410855,"{'latitude': '40.70509945699176', 'longitude': '-73.91368377410855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58818716,2023-09-14T21:31:00.000,2023-11-22T11:25:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10013,60 MULBERRY STREET,MULBERRY STREET,BAYARD ST,PARK ST,,,ADDRESS,NEW YORK,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-11-22T11:25:00.000,03 MANHATTAN,1001640016,MANHATTAN,984398,199978,UNKNOWN,Unspecified,MANHATTAN,40.715570151608226,-73.99946612041538,"{'latitude': '40.715570151608226', 'longitude': '-73.99946612041538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58859801,2023-09-14T21:30:45.000,2023-09-14T21:59:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10460,1728 TAYLOR AVENUE,TAYLOR AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,ADDRESS,BRONX,TAYLOR AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T21:59:11.000,11 BRONX,2040210044,BRONX,1020427,246280,ONLINE,Unspecified,BRONX,40.842582781061246,-73.86924969757578,"{'latitude': '40.842582781061246', 'longitude': '-73.86924969757578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58861146,2023-09-14T21:30:28.000,2023-09-14T22:13:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11109,47-05 CENTER BOULEVARD,CENTER BOULEVARD,47 AVENUE,47 ROAD,47 AVENUE,47 ROAD,ADDRESS,LONG ISLAND CITY,CENTER BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T22:13:27.000,02 QUEENS,4000210060,QUEENS,996217,211057,MOBILE,Unspecified,QUEENS,40.74597119705107,-73.95681180621494,"{'latitude': '40.74597119705107', 'longitude': '-73.95681180621494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58862399,2023-09-14T21:30:14.000,2023-09-14T21:30:14.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11211,589 LORIMER STREET,LORIMER STREET,LORIMER STREET,METROPOLITAN AVENUE,LORIMER STREET,METROPOLITAN AVENUE,ADDRESS,BROOKLYN,,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-14T21:30:14.000,01 BROOKLYN,3027560023,BROOKLYN,998261,199612,PHONE,Unspecified,BROOKLYN,40.71455447610882,-73.94945896425332,"{'latitude': '40.71455447610882', 'longitude': '-73.94945896425332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58861486,2023-09-14T21:30:11.000,2023-09-14T21:47:44.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11208,876 JAMAICA AVENUE,JAMAICA AVENUE,HEMLOCK STREET,AUTUMN AVENUE,HEMLOCK STREET,AUTUMN AVENUE,ADDRESS,BROOKLYN,JAMAICA AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T21:47:47.000,05 BROOKLYN,3041070036,BROOKLYN,1019618,190676,MOBILE,Unspecified,BROOKLYN,40.68996767808021,-73.87246615179149,"{'latitude': '40.68996767808021', 'longitude': '-73.87246615179149', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
