unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date,vehicle_type
58853425,2023-09-18T08:22:13.000,2023-09-20T14:11:59.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,10027,51 TIEMANN PLACE,TIEMANN PLACE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,09 MANHATTAN,1019950010,MANHATTAN,995450,236375,PHONE,Unspecified,MANHATTAN,40.81546339558504,-73.95953765778347,"{'latitude': '40.81546339558504', 'longitude': '-73.95953765778347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58849618,2023-09-18T08:22:13.000,2023-09-20T14:11:59.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,10027,51 TIEMANN PLACE,TIEMANN PLACE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-20T00:00:00.000,09 MANHATTAN,1019950010,MANHATTAN,995450,236375,PHONE,Unspecified,MANHATTAN,40.81546339558504,-73.95953765778347,"{'latitude': '40.81546339558504', 'longitude': '-73.95953765778347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58850917,2023-09-18T08:22:12.000,2023-09-20T14:11:59.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,10027,51 TIEMANN PLACE,TIEMANN PLACE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,09 MANHATTAN,1019950010,MANHATTAN,995450,236375,PHONE,Unspecified,MANHATTAN,40.81546339558504,-73.95953765778347,"{'latitude': '40.81546339558504', 'longitude': '-73.95953765778347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58853502,2023-09-18T08:22:11.000,2023-09-20T10:24:59.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11379,79-25 67 ROAD,67 ROAD,ADDRESS,MIDDLE VILLAGE,Closed,The Department of Housing Preservation and Development contacted an occupant of the apartment or building and verified that the complaint was addressed.  The complaint has been closed.,2023-09-20T00:00:00.000,05 QUEENS,,QUEENS,1019485,198902,ONLINE,Unspecified,QUEENS,40.71254662883457,-73.87290269950918,"{'latitude': '40.71254662883457', 'longitude': '-73.87290269950918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58849742,2023-09-18T08:22:11.000,2023-09-20T10:24:59.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11379,79-25 67 ROAD,67 ROAD,ADDRESS,MIDDLE VILLAGE,Closed,The Department of Housing Preservation and Development contacted an occupant of the apartment or building and verified that the complaint was addressed.  The complaint has been closed.,2023-09-20T00:00:00.000,05 QUEENS,,QUEENS,1019485,198902,ONLINE,Unspecified,QUEENS,40.71254662883457,-73.87290269950918,"{'latitude': '40.71254662883457', 'longitude': '-73.87290269950918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58852168,2023-09-18T08:22:11.000,2023-09-20T10:24:59.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11379,79-25 67 ROAD,67 ROAD,ADDRESS,MIDDLE VILLAGE,Closed,The Department of Housing Preservation and Development contacted an occupant of the apartment or building and verified that the complaint was addressed.  The complaint has been closed.,2023-09-20T00:00:00.000,05 QUEENS,,QUEENS,1019485,198902,ONLINE,Unspecified,QUEENS,40.71254662883457,-73.87290269950918,"{'latitude': '40.71254662883457', 'longitude': '-73.87290269950918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58849670,2023-09-18T08:22:11.000,2023-09-20T10:24:59.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,11379,79-25 67 ROAD,67 ROAD,ADDRESS,MIDDLE VILLAGE,Closed,The Department of Housing Preservation and Development contacted an occupant of the apartment or building and verified that the complaint was addressed.  The complaint has been closed.,2023-09-20T00:00:00.000,05 QUEENS,,QUEENS,1019485,198902,ONLINE,Unspecified,QUEENS,40.71254662883457,-73.87290269950918,"{'latitude': '40.71254662883457', 'longitude': '-73.87290269950918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58845872,2023-09-18T08:22:11.000,2023-09-20T10:24:59.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,11379,79-25 67 ROAD,67 ROAD,ADDRESS,MIDDLE VILLAGE,Closed,The Department of Housing Preservation and Development contacted an occupant of the apartment or building and verified that the complaint was addressed.  The complaint has been closed.,2023-09-20T00:00:00.000,05 QUEENS,,QUEENS,1019485,198902,ONLINE,Unspecified,QUEENS,40.71254662883457,-73.87290269950918,"{'latitude': '40.71254662883457', 'longitude': '-73.87290269950918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58852567,2023-09-18T08:21:58.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Non Passenger,10012,520 BROADWAY,BROADWAY,ADDRESS,NEW YORK,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T11:24:34.000,02 MANHATTAN,1004830015,MANHATTAN,984498,202562,ONLINE,Unspecified,MANHATTAN,40.722662607770445,-73.99910529576053,"{'latitude': '40.722662607770445', 'longitude': '-73.99910529576053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,BROOME STREET,SPRING STREET,BROOME STREET,SPRING STREET,BROADWAY,,"520 BROADWAY, MANHATTAN (NEW YORK), NY, 10012",,,,,,
58845422,2023-09-18T08:21:23.000,2023-09-18T17:44:02.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,10456,1244 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T17:44:06.000,04 BRONX,2024570013,BRONX,1007281,243666,ONLINE,Unspecified,BRONX,40.835452185885146,-73.91677068838624,"{'latitude': '40.835452185885146', 'longitude': '-73.91677068838624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST  167 STREET,EAST  168 STREET,EAST  167 STREET,EAST  168 STREET,GRAND CONCOURSE,,,,,,,,
58845586,2023-09-18T08:21:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,11211,,,INTERSECTION,BROOKLYN,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-17T08:20:00.000,01 BROOKLYN,,BROOKLYN,997304,199432,UNKNOWN,Unspecified,BROOKLYN,40.7140618829546,-73.9529114410158,"{'latitude': '40.7140618829546', 'longitude': '-73.9529114410158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,METROPOLITAN AVENUE,MEEKER AVENUE,,,,,,,,,
58851117,2023-09-18T08:20:50.000,2023-10-18T11:53:24.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11377,50-67 43 STREET,43 STREET,ADDRESS,WOODSIDE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-18T11:53:31.000,02 QUEENS,4022930004,QUEENS,1005605,207486,MOBILE,Unspecified,QUEENS,40.736152006941204,-73.9229424211304,"{'latitude': '40.736152006941204', 'longitude': '-73.9229424211304', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,CELTIC AVENUE,51 AVENUE,CELTIC AVENUE,51 AVENUE,43 STREET,,,,,,,,
58847300,2023-09-18T08:20:28.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11379,73-01 69 AVENUE,69 AVENUE,ADDRESS,MIDDLE VILLAGE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-18T12:58:25.000,05 QUEENS,4037850050,QUEENS,1018034,197681,MOBILE,Unspecified,QUEENS,40.709200936682535,-73.87814276819333,"{'latitude': '40.709200936682535', 'longitude': '-73.87814276819333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,73 PLACE,75 STREET,73 PLACE,75 STREET,69 AVENUE,,,,,,,,
58848143,2023-09-18T08:20:27.000,2023-09-18T10:16:50.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10454,536 EAST  142 STREET,EAST  142 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-18T10:16:55.000,01 BRONX,2022680020,BRONX,1007324,234402,ONLINE,Unspecified,BRONX,40.810025028686574,-73.91664715135211,"{'latitude': '40.810025028686574', 'longitude': '-73.91664715135211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,BROOK AVENUE,ST ANNS AVENUE,BROOK AVENUE,ST ANNS AVENUE,EAST  142 STREET,,,,,,,,
58852825,2023-09-18T08:20:24.000,2023-09-18T11:02:19.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,11694,190 BEACH  134 STREET,BEACH  134 STREET,ADDRESS,FAR ROCKAWAY,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-18T11:02:22.000,14 QUEENS,4162780091,QUEENS,1025444,148391,ONLINE,Unspecified,QUEENS,40.57387928902177,-73.85171626317234,"{'latitude': '40.57387928902177', 'longitude': '-73.85171626317234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,BEACH  134 STREET,,,,,,,,
58849484,2023-09-18T08:20:02.000,2023-09-18T08:37:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,10451,308 EAST  145 STREET,EAST  145 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T08:37:19.000,01 BRONX,2023240001,BRONX,1005791,236285,MOBILE,Unspecified,BRONX,40.81519720779651,-73.92217893650191,"{'latitude': '40.81519720779651', 'longitude': '-73.92217893650191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,COLLEGE AVENUE,3 AVENUE,COLLEGE AVENUE,3 AVENUE,EAST  145 STREET,,,,,,,,
58853035,2023-09-18T08:20:01.000,2023-09-18T09:30:55.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11414,157-52 96 STREET,96 STREET,ADDRESS,HOWARD BEACH,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T09:31:06.000,10 QUEENS,4141540029,QUEENS,1029288,180522,PHONE,Unspecified,QUEENS,40.66205336017595,-73.83766492072203,"{'latitude': '40.66205336017595', 'longitude': '-73.83766492072203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,157 AVENUE,158 AVENUE,157 AVENUE,158 AVENUE,96 STREET,,,,,,,,
58850981,2023-09-18T08:19:30.000,2023-09-20T14:12:32.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11216,257 QUINCY STREET,QUINCY STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-20T00:00:00.000,03 BROOKLYN,3018030086,BROOKLYN,998060,189579,PHONE,Unspecified,BROOKLYN,40.68701655905871,-73.9502045926145,"{'latitude': '40.68701655905871', 'longitude': '-73.9502045926145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58850871,2023-09-18T08:19:30.000,2023-09-20T14:12:33.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,11216,257 QUINCY STREET,QUINCY STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-20T00:00:00.000,03 BROOKLYN,3018030086,BROOKLYN,998060,189579,PHONE,Unspecified,BROOKLYN,40.68701655905871,-73.9502045926145,"{'latitude': '40.68701655905871', 'longitude': '-73.9502045926145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58845957,2023-09-18T08:19:24.000,2023-10-05T06:59:15.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,11104,43-23 40 STREET,40 STREET,ADDRESS,SUNNYSIDE,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,02 QUEENS,4001890014,QUEENS,1005309,210731,PHONE,Unspecified,QUEENS,40.745059431427485,-73.92400035070477,"{'latitude': '40.745059431427485', 'longitude': '-73.92400035070477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58846027,2023-09-18T08:19:21.000,2023-09-18T09:51:33.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11417,135-32 96 PLACE,96 PLACE,ADDRESS,OZONE PARK,Closed,The Police Department responded to the complaint and a report was prepared.,2023-09-18T09:51:40.000,10 QUEENS,4115150025,QUEENS,1028691,184781,ONLINE,Unspecified,QUEENS,40.67374636329555,-73.8397886676565,"{'latitude': '40.67374636329555', 'longitude': '-73.8397886676565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,LINDEN BOULEVARD,PITKIN AVENUE,LINDEN BOULEVARD,PITKIN AVENUE,96 PLACE,,,,,,,,
58846850,2023-09-18T08:19:16.000,2023-09-18T08:19:16.000,DOB,Department of Buildings,General Construction/Plumbing,Failure To Maintain,11222,124 BEADEL STREET,BEADEL STREET,ADDRESS,BROOKLYN,Assigned,The Department of Buildings reviewed this complaint and assigned it to the Construction Division for further action.,2023-09-18T00:00:00.000,01 BROOKLYN,3028430014,BROOKLYN,1001995,202374,UNKNOWN,Unspecified,BROOKLYN,40.722128799152735,-73.93598225412715,"{'latitude': '40.722128799152735', 'longitude': '-73.93598225412715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58853674,2023-09-18T08:19:12.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,10312,23 ALMOND STREET,ALMOND STREET,ADDRESS,STATEN ISLAND,In Progress,,,03 STATEN ISLAND,5060100013,STATEN ISLAND,931738,139704,UNKNOWN,Unspecified,STATEN ISLAND,40.5499753942966,-74.18895694235088,"{'latitude': '40.5499753942966', 'longitude': '-74.18895694235088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,WOODROW ROAD,VESPA AVENUE,WOODROW ROAD,VESPA AVENUE,ALMOND STREET,,,,,,,,
58854594,2023-09-18T08:19:11.000,2023-09-20T15:11:32.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,11208,227 FOUNTAIN AVENUE,FOUNTAIN AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-20T00:00:00.000,05 BROOKLYN,3042290011,BROOKLYN,1018886,185006,ONLINE,Unspecified,BROOKLYN,40.67440772895386,-73.87513481874974,"{'latitude': '40.67440772895386', 'longitude': '-73.87513481874974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58849595,2023-09-18T08:19:11.000,2023-10-01T05:03:16.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,11208,227 FOUNTAIN AVENUE,FOUNTAIN AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-01T00:00:00.000,05 BROOKLYN,3042290011,BROOKLYN,1018886,185006,ONLINE,Unspecified,BROOKLYN,40.67440772895386,-73.87513481874974,"{'latitude': '40.67440772895386', 'longitude': '-73.87513481874974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58849866,2023-09-18T08:19:07.000,2023-11-08T12:03:37.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Trunk Split,11237,137 GEORGE STREET,GEORGE STREET,ADDRESS,BROOKLYN,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-11-08T12:03:41.000,04 BROOKLYN,3031550140,BROOKLYN,1003905,195701,MOBILE,Unspecified,BROOKLYN,40.70380897295181,-73.9291111278339,"{'latitude': '40.70380897295181', 'longitude': '-73.9291111278339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,WILSON AVENUE,KNICKERBOCKER AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,GEORGE STREET,,,,,,,,
58847461,2023-09-18T08:18:41.000,2023-09-20T15:05:13.000,DOT,Department of Transportation,Curb Condition,Broken Curb,11372,34-30 88 STREET,88 STREET,ADDRESS,JACKSON HEIGHTS,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-09-20T15:05:17.000,03 QUEENS,4014480021,QUEENS,1017692,213771,MOBILE,Unspecified,QUEENS,40.75336529934365,-73.87929637406978,"{'latitude': '40.75336529934365', 'longitude': '-73.87929637406978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,88 STREET,,,,,,,,
58846700,2023-09-18T08:18:27.000,2023-09-18T08:47:17.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10459,1272 UNION AVENUE,UNION AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T08:47:24.000,03 BRONX,2029680029,BRONX,1012312,241837,MOBILE,Unspecified,BRONX,40.830417557629545,-73.89859735206635,"{'latitude': '40.830417557629545', 'longitude': '-73.89859735206635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,FREEMAN STREET,,FREEMAN STREET,,UNION AVENUE,,,,,,,,
58846382,2023-09-18T08:18:23.000,2023-09-18T11:53:16.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,11106,33-02 BROADWAY,BROADWAY,ADDRESS,ASTORIA,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-18T11:53:22.000,01 QUEENS,4006210033,QUEENS,1005397,216596,PHONE,Unspecified,QUEENS,40.76115715320598,-73.92366432338812,"{'latitude': '40.76115715320598', 'longitude': '-73.92366432338812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,33 STREET,34 STREET,33 STREET,34 STREET,BROADWAY,,,,,,,,
58851120,2023-09-18T08:18:03.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11379,73-01 69 AVENUE,69 AVENUE,ADDRESS,MIDDLE VILLAGE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-18T12:58:25.000,05 QUEENS,4037850050,QUEENS,1018034,197681,MOBILE,Unspecified,QUEENS,40.709200936682535,-73.87814276819333,"{'latitude': '40.709200936682535', 'longitude': '-73.87814276819333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,73 PLACE,75 STREET,73 PLACE,75 STREET,69 AVENUE,,,,,,,,
58846201,2023-09-18T08:18:01.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,11222,266 NASSAU AVENUE,NASSAU AVENUE,ADDRESS,BROOKLYN,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T11:58:27.000,01 BROOKLYN,3026900003,BROOKLYN,1000767,203782,ONLINE,Unspecified,BROOKLYN,40.72599579501786,-73.94040899112474,"{'latitude': '40.72599579501786', 'longitude': '-73.94040899112474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building,SUTTON STREET,MORGAN AVENUE,SUTTON STREET,MORGAN AVENUE,NASSAU AVENUE,,,,,,,,
58854246,2023-09-18T08:17:52.000,2023-09-18T08:38:18.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11225,EMPIRE BOULEVARD,EMPIRE BOULEVARD,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T08:38:24.000,09 BROOKLYN,,BROOKLYN,994685,180860,PHONE,Unspecified,BROOKLYN,40.66308949199978,-73.96238749617706,"{'latitude': '40.66308949199978', 'longitude': '-73.96238749617706', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EMPIRE BOULEVARD,FLATBUSH AVENUE,EMPIRE BOULEVARD,FLATBUSH AVENUE,,,,,,,,,
58847893,2023-09-18T08:17:22.000,2023-09-18T10:58:30.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11412,119 AVENUE,119 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T10:58:32.000,12 QUEENS,,QUEENS,1053230,191373,PHONE,Unspecified,QUEENS,40.69168263198701,-73.75125763864382,"{'latitude': '40.69168263198701', 'longitude': '-73.75125763864382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,119 AVENUE,200 STREET,119 AVENUE,200 STREET,,,,,,,,,
58846573,2023-09-18T08:17:02.000,2023-09-18T08:56:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11212,87 EAST   91 STREET,EAST   91 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T08:56:59.000,17 BROOKLYN,3045940077,BROOKLYN,1003904,180561,MOBILE,Unspecified,BROOKLYN,40.662253138816,-73.92915889415447,"{'latitude': '40.662253138816', 'longitude': '-73.92915889415447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST NEW YORK AVENUE,RUTLAND ROAD,EAST NEW YORK AVENUE,RUTLAND ROAD,EAST   91 STREET,,,,,,,,
58847791,2023-09-18T08:17:00.000,2023-09-18T09:30:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),10304,52 GLENDALE AVENUE,GLENDALE AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-18T09:30:00.000,02 STATEN ISLAND,5031940068,STATEN ISLAND,959862,157882,ONLINE,Unspecified,STATEN ISLAND,40.599992338550464,-74.08782242551594,"{'latitude': '40.599992338550464', 'longitude': '-74.08782242551594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,W FINGERBOARD RD,N RAILROAD AVE,,,,,,,,,,,
58847463,2023-09-18T08:17:00.000,2023-09-20T15:00:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,10308,438 DOANE AVENUE,DOANE AVENUE,ADDRESS,STATEN ISLAND,Closed,The E-Waste collection appointment was cancelled.,2023-09-20T15:00:00.000,03 STATEN ISLAND,5054490048,STATEN ISLAND,940505,143448,PHONE,Unspecified,STATEN ISLAND,40.5602995161207,-74.15743443101697,"{'latitude': '40.5602995161207', 'longitude': '-74.15743443101697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,BARLOW AVENUE,GURLEY AVENUE,,,,,,,,,,,
58847407,2023-09-18T08:16:59.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Report,Driver Report - Non Passenger,11230,912 NEWKIRK AVENUE,NEWKIRK AVENUE,ADDRESS,BROOKLYN,In Progress,,,14 BROOKLYN,3054250060,BROOKLYN,992991,169928,PHONE,Unspecified,BROOKLYN,40.633085355636815,-73.96850761119155,"{'latitude': '40.633085355636815', 'longitude': '-73.96850761119155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,EAST    8 STREET,CONEY ISLAND AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,NEWKIRK AVENUE,,"912 NEWKIRK AVENUE, BROOKLYN, NY, 11230",,,,,,
58848636,2023-09-18T08:16:52.000,2023-09-18T08:16:52.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11103,25-85 36 STREET,36 STREET,ADDRESS,ASTORIA,Closed,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",2023-09-18T08:16:52.000,01 QUEENS,4006520001,QUEENS,1007996,219396,MOBILE,Unspecified,QUEENS,40.76883582773191,-73.91427266116564,"{'latitude': '40.76883582773191', 'longitude': '-73.91427266116564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3+ Family Apt. Building,ASTORIA BOULEVARD SOUTH,28 AVENUE,ASTORIA BOULEVARD SOUTH,28 AVENUE,36 STREET,,,,,,,,
