unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp
58896026,2023-09-22T20:42:35.000,2023-09-22T21:05:26.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10456,1112 CARROLL PLACE,CARROLL PLACE,EAST  166 STREET,MCCLELLAN STREET,EAST  166 STREET,MCCLELLAN STREET,ADDRESS,BRONX,CARROLL PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:05:30.000,04 BRONX,2024560065,BRONX,1006746,242407,MOBILE,Unspecified,BRONX,40.83199797423446,-73.91870828982425,"{'latitude': '40.83199797423446', 'longitude': '-73.91870828982425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902657,2023-09-22T20:42:02.000,2023-09-22T21:56:17.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,11233,529 KINGSBOROUGH    5 WALK,KINGSBOROUGH    5 WALK,DEAD END,BERGEN STREET,DEAD END,BERGEN STREET,ADDRESS,BROOKLYN,KINGSBOROUGH    5 WALK,Closed,The Department of Homeless Services has reviewed your Service Request and determined that the issue is not within its jurisdiction.,2023-09-22T21:56:17.000,08 BROOKLYN,3013440001,BROOKLYN,1005441,185337,MOBILE,Unspecified,BROOKLYN,40.675358643169815,-73.92360390280031,"{'latitude': '40.675358643169815', 'longitude': '-73.92360390280031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894941,2023-09-22T20:42:00.000,2023-09-22T21:12:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10455,525 WALES AVENUE,WALES AVENUE,EAST  147 STREET,EAST  149 STREET,EAST  147 STREET,EAST  149 STREET,ADDRESS,BRONX,WALES AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T21:12:53.000,01 BRONX,2025800028,BRONX,1009868,235233,ONLINE,Unspecified,BRONX,40.81229888090316,-73.90745400424441,"{'latitude': '40.81229888090316', 'longitude': '-73.90745400424441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894209,2023-09-22T20:41:52.000,2023-10-04T10:35:45.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10028,1573 YORK AVENUE,YORK AVENUE,EAST   83 STREET,EAST   84 STREET,EAST   83 STREET,EAST   84 STREET,ADDRESS,NEW YORK,YORK AVENUE,Closed,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-04T10:35:50.000,08 MANHATTAN,1015630026,MANHATTAN,998557,221370,PHONE,Unspecified,MANHATTAN,40.774274256924784,-73.94834493908071,"{'latitude': '40.774274256924784', 'longitude': '-73.94834493908071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900521,2023-09-22T20:41:35.000,2023-09-22T21:19:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1012 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  164 STREET,WEST  165 STREET,WEST  164 STREET,WEST  165 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:19:20.000,04 BRONX,2025080107,BRONX,1004239,242739,ONLINE,Unspecified,BRONX,40.83291524829304,-73.92776660970395,"{'latitude': '40.83291524829304', 'longitude': '-73.92776660970395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892705,2023-09-22T20:41:28.000,2023-09-22T20:41:28.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10036,234 WEST   42 STREET,WEST   42 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST   42 STREET,Closed,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",2023-09-22T20:41:28.000,05 MANHATTAN,1010130012,MANHATTAN,987392,214980,MOBILE,Unspecified,MANHATTAN,40.75674637896318,-73.98865887434677,"{'latitude': '40.75674637896318', 'longitude': '-73.98865887434677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901634,2023-09-22T20:41:02.000,2023-09-22T21:06:46.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10457,1746 ANTHONY AVENUE,ANTHONY AVENUE,ITTNER PLACE,PROSPECT PLACE,ITTNER PLACE,PROSPECT PLACE,ADDRESS,BRONX,ANTHONY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T21:06:52.000,05 BRONX,2028900011,BRONX,1010840,247221,PHONE,Unspecified,BRONX,40.84519962098992,-73.90389510699694,"{'latitude': '40.84519962098992', 'longitude': '-73.90389510699694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892241,2023-09-22T20:40:41.000,2023-09-22T21:59:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,4322 RICHARDSON AVENUE,RICHARDSON AVENUE,EAST  236 STREET,EAST  237 STREET,EAST  236 STREET,EAST  237 STREET,ADDRESS,BRONX,RICHARDSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T21:59:33.000,12 BRONX,2050390052,BRONX,1023818,265990,ONLINE,Unspecified,BRONX,40.89666609404739,-73.8568776340793,"{'latitude': '40.89666609404739', 'longitude': '-73.8568776340793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899399,2023-09-22T20:40:36.000,2023-09-27T16:55:11.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10065,27 EAST   65 STREET,EAST   65 STREET,,,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-27T00:00:00.000,08 MANHATTAN,1013800023,MANHATTAN,992992,218810,PHONE,Unspecified,MANHATTAN,40.76725498013537,-73.96844055824718,"{'latitude': '40.76725498013537', 'longitude': '-73.96844055824718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897992,2023-09-22T20:40:35.000,2023-09-27T15:08:40.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10308,3974 AMBOY ROAD,AMBOY ROAD,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,03 STATEN ISLAND,5051430035,STATEN ISLAND,942481,139924,ONLINE,Unspecified,STATEN ISLAND,40.550636352813754,-74.15030123303485,"{'latitude': '40.550636352813754', 'longitude': '-74.15030123303485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899194,2023-09-22T20:40:35.000,2023-09-22T21:19:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1805 UNIVERSITY AVENUE,UNIVERSITY AVENUE,WEST TREMONT AVENUE,MORTON PLACE,WEST TREMONT AVENUE,MORTON PLACE,ADDRESS,BRONX,UNIVERSITY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T21:19:52.000,05 BRONX,2028790123,BRONX,1007694,249209,MOBILE,Unspecified,BRONX,40.8506650052446,-73.91525881383795,"{'latitude': '40.8506650052446', 'longitude': '-73.91525881383795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901111,2023-09-22T20:39:51.000,2023-10-04T10:10:54.000,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11421,85-55 88 STREET,88 STREET,85 ROAD,JAMAICA AVENUE,85 ROAD,JAMAICA AVENUE,ADDRESS,WOODHAVEN,88 STREET,Closed,The Department of Health and Mental Hygiene has determined that this issue is not within its jurisdiction; it cannot be determined if another agency would regulate the issue reported. This Service Request has been closed.,2023-10-04T10:10:59.000,09 QUEENS,4088630121,QUEENS,1023897,192537,ONLINE,Unspecified,QUEENS,40.695057552402524,-73.85702553310308,"{'latitude': '40.695057552402524', 'longitude': '-73.85702553310308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901923,2023-09-22T20:39:49.000,2023-09-22T20:59:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11102,8-10 27 AVENUE,27 AVENUE,8 STREET,9 STREET,8 STREET,9 STREET,ADDRESS,ASTORIA,27 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T20:59:50.000,01 QUEENS,4005100020,QUEENS,1003181,221329,ONLINE,Unspecified,QUEENS,40.77415302914898,-73.93165022571826,"{'latitude': '40.77415302914898', 'longitude': '-73.93165022571826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900648,2023-09-22T20:39:38.000,2023-09-22T20:59:10.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,621 WEST  172 STREET,WEST  172 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  172 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T20:59:15.000,12 MANHATTAN,1021420100,MANHATTAN,1001040,246802,MOBILE,Unspecified,MANHATTAN,40.84407366151191,-73.93931652324368,"{'latitude': '40.84407366151191', 'longitude': '-73.93931652324368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892218,2023-09-22T20:39:36.000,2023-09-22T20:55:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1196 NELSON AVENUE,NELSON AVENUE,WEST  167 STREET,WEST  168 STREET,WEST  167 STREET,WEST  168 STREET,ADDRESS,BRONX,NELSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T20:55:35.000,04 BRONX,2025150009,BRONX,1004861,244399,ONLINE,Unspecified,BRONX,40.837470037390105,-73.92551381527753,"{'latitude': '40.837470037390105', 'longitude': '-73.92551381527753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892374,2023-09-22T20:39:24.000,2023-09-22T21:04:45.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10025,44 WEST   95 STREET,WEST   95 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   95 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T21:04:50.000,07 MANHATTAN,1012080051,MANHATTAN,993482,227682,PHONE,Unspecified,MANHATTAN,40.791605775443664,-73.9666594218179,"{'latitude': '40.791605775443664', 'longitude': '-73.9666594218179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895972,2023-09-22T20:39:03.000,2023-09-22T22:47:19.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10473,219 BETTS AVENUE,BETTS AVENUE,GILDERSLEEVE AVENUE,DEAD END,GILDERSLEEVE AVENUE,DEAD END,ADDRESS,BRONX,BETTS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:47:22.000,09 BRONX,2034600060,BRONX,1025698,234554,MOBILE,Unspecified,BRONX,40.81037513139838,-73.8502718122192,"{'latitude': '40.81037513139838', 'longitude': '-73.8502718122192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892200,2023-09-22T20:39:02.000,2023-09-22T20:50:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,150 MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,GATES AVENUE,MONROE STREET,GATES AVENUE,MONROE STREET,ADDRESS,BROOKLYN,MALCOLM X BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T20:50:50.000,03 BROOKLYN,3016360024,BROOKLYN,1003623,190063,ONLINE,Unspecified,BROOKLYN,40.688334599490894,-73.93014442097454,"{'latitude': '40.688334599490894', 'longitude': '-73.93014442097454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892080,2023-09-22T20:39:00.000,2023-09-25T17:10:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10002,100 FORSYTH STREET,FORSYTH STREET,BROOME ST,DELANCEY ST,,,ADDRESS,NEW YORK,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T17:10:00.000,03 MANHATTAN,1004180032,MANHATTAN,986233,201003,UNKNOWN,Unspecified,MANHATTAN,40.71838330983826,-73.99284643308857,"{'latitude': '40.71838330983826', 'longitude': '-73.99284643308857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893660,2023-09-22T20:38:46.000,2023-09-22T20:57:23.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11211,224 SOUTH    3 STREET,SOUTH    3 STREET,ROEBLING STREET,HAVEMEYER STREET,ROEBLING STREET,HAVEMEYER STREET,ADDRESS,BROOKLYN,SOUTH    3 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T20:57:27.000,01 BROOKLYN,3024330015,BROOKLYN,995679,198365,ONLINE,Unspecified,BROOKLYN,40.71113547081354,-73.958774972642,"{'latitude': '40.71113547081354', 'longitude': '-73.958774972642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902547,2023-09-22T20:38:07.000,2023-10-02T10:28:21.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11213,26 HATTIE JONES COURT,HATTIE JONES COURT,HERKIMER STREET,DEAD END,HERKIMER STREET,DEAD END,ADDRESS,BROOKLYN,HATTIE JONES PLACE,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-10-02T10:28:28.000,03 BROOKLYN,3017060018,BROOKLYN,1002323,186421,PHONE,Unspecified,BROOKLYN,40.67834089239297,-73.93484175546504,"{'latitude': '40.67834089239297', 'longitude': '-73.93484175546504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893167,2023-09-22T20:38:00.000,2023-09-25T10:15:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Search (SC2),,11235,,,,,BRIGHTON FOURTH STREET,NEPTUNE AVENUE,INTERSECTION,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) investigated this request and completed a search of the catch basin.,2023-09-25T10:15:00.000,13 BROOKLYN,,BROOKLYN,994069,150938,PHONE,Unspecified,BROOKLYN,40.58096056639235,-73.96465136353083,"{'latitude': '40.58096056639235', 'longitude': '-73.96465136353083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898969,2023-09-22T20:38:00.000,2023-11-13T10:51:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11414,150-09 89 STREET,89 STREET,151 AVE,CONDUIT AVE S,89 STREET,151 AVENUE,INTERSECTION,QUEENS,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-11-13T10:51:00.000,10 QUEENS,4114210020,QUEENS,1026967,182775,UNKNOWN,Unspecified,QUEENS,40.6682488374949,-73.84601644613583,"{'latitude': '40.6682488374949', 'longitude': '-73.84601644613583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891785,2023-09-22T20:38:00.000,2023-09-22T20:41:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11373,57-02 HOFFMAN DRIVE,HOFFMAN DRIVE,57 AVE,57 RD,,,ADDRESS,ELMHURST,,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-22T20:41:00.000,04 QUEENS,4028560006,QUEENS,1019199,206740,PHONE,Unspecified,QUEENS,40.73406115316915,-73.87389363606452,"{'latitude': '40.73406115316915', 'longitude': '-73.87389363606452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899116,2023-09-22T20:37:50.000,2023-09-22T21:24:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11238,365 LINCOLN PLACE,LINCOLN PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,LINCOLN PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:24:10.000,08 BROOKLYN,3011760054,BROOKLYN,994226,184487,ONLINE,Unspecified,BROOKLYN,40.67304532692255,-73.96403657420483,"{'latitude': '40.67304532692255', 'longitude': '-73.96403657420483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902866,2023-09-22T20:37:46.000,2023-09-22T20:50:01.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11205,218 SPENCER STREET,SPENCER STREET,WILLOUGHBY AVENUE,DEKALB AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,ADDRESS,BROOKLYN,SPENCER STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T20:50:05.000,03 BROOKLYN,3017620057,BROOKLYN,996827,191348,MOBILE,Unspecified,BROOKLYN,40.691873894486726,-73.95464717906263,"{'latitude': '40.691873894486726', 'longitude': '-73.95464717906263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893999,2023-09-22T20:37:38.000,2023-09-22T20:59:57.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11206,429 LORIMER STREET,LORIMER STREET,TEN EYCK STREET,MAUJER STREET,TEN EYCK STREET,MAUJER STREET,ADDRESS,BROOKLYN,LORIMER STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T21:00:00.000,01 BROOKLYN,3027910033,BROOKLYN,998477,197891,ONLINE,Unspecified,BROOKLYN,40.709830396860404,-73.94868343748033,"{'latitude': '40.709830396860404', 'longitude': '-73.94868343748033', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894783,2023-09-22T20:37:33.000,2023-09-22T20:55:13.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10457,2103 TIEBOUT AVENUE,TIEBOUT AVENUE,EAST  180 STREET,EAST  181 STREET,EAST  180 STREET,EAST  181 STREET,ADDRESS,BRONX,TIEBOUT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T20:55:17.000,05 BRONX,2031440035,BRONX,1012238,250048,MOBILE,Unspecified,BRONX,40.852954575184725,-73.89883048467043,"{'latitude': '40.852954575184725', 'longitude': '-73.89883048467043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896920,2023-09-22T20:37:25.000,2023-10-03T11:16:39.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10010,400 2 AVENUE,2 AVENUE,EAST   23 STREET,EAST   24 STREET,EAST   23 STREET,EAST   24 STREET,ADDRESS,NEW YORK,2 AVENUE,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-03T11:16:42.000,06 MANHATTAN,1009290001,MANHATTAN,989565,208144,PHONE,Unspecified,MANHATTAN,40.73798223805986,-73.98082078050581,"{'latitude': '40.73798223805986', 'longitude': '-73.98082078050581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897875,2023-09-22T20:37:05.000,2023-09-22T20:41:50.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375,67-04 AUSTIN STREET,AUSTIN STREET,67 AVENUE,67 ROAD,67 AVENUE,67 ROAD,ADDRESS,FOREST HILLS,AUSTIN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T20:41:55.000,06 QUEENS,4031660019,QUEENS,1024348,203085,ONLINE,Unspecified,QUEENS,40.72400724011229,-73.85533632761852,"{'latitude': '40.72400724011229', 'longitude': '-73.85533632761852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895343,2023-09-22T20:37:04.000,2023-09-23T05:14:20.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11422,130-33 244 STREET,244 STREET,130 ROAD,131 AVENUE,130 ROAD,131 AVENUE,ADDRESS,ROSEDALE,244 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T05:14:24.000,13 QUEENS,4129210010,QUEENS,1059826,186136,MOBILE,Unspecified,QUEENS,40.677254464498986,-73.72753130337207,"{'latitude': '40.677254464498986', 'longitude': '-73.72753130337207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900528,2023-09-22T20:36:57.000,2023-09-22T21:06:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,516 WEST  143 STREET,WEST  143 STREET,HAMILTON PLACE,BROADWAY,HAMILTON PLACE,BROADWAY,ADDRESS,NEW YORK,WEST  143 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:06:32.000,09 MANHATTAN,1020740049,MANHATTAN,998051,239703,ONLINE,Unspecified,MANHATTAN,40.824594135272264,-73.95013415888396,"{'latitude': '40.824594135272264', 'longitude': '-73.95013415888396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896140,2023-09-22T20:36:48.000,2023-09-22T20:51:56.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10457,2126 TIEBOUT AVENUE,TIEBOUT AVENUE,EAST  180 STREET,EAST  181 STREET,EAST  180 STREET,EAST  181 STREET,ADDRESS,BRONX,TIEBOUT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T20:52:00.000,05 BRONX,2031430018,BRONX,1012303,250167,MOBILE,Unspecified,BRONX,40.85328098829219,-73.89859502842131,"{'latitude': '40.85328098829219', 'longitude': '-73.89859502842131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895090,2023-09-22T20:36:15.000,2023-09-22T20:41:50.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10468,2400 WALTON AVENUE,WALTON AVENUE,EAST  184 STREET,EAST FORDHAM ROAD,EAST  184 STREET,EAST FORDHAM ROAD,ADDRESS,BRONX,WALTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T20:41:55.000,05 BRONX,2031840012,BRONX,1011599,253005,ONLINE,Unspecified,BRONX,40.8610726526304,-73.90112824093595,"{'latitude': '40.8610726526304', 'longitude': '-73.90112824093595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892821,2023-09-22T20:36:08.000,2023-09-27T12:13:56.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11211,BORINQUEN PLACE,BORINQUEN PLACE,BORINQUEN PLACE,SOUTH    3 STREET,BORINQUEN PLACE,SOUTH    3 STREET,INTERSECTION,,,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-09-25T15:00:40.000,01 BROOKLYN,,BROOKLYN,996211,198116,PHONE,Unspecified,BROOKLYN,40.71045132183895,-73.95685646224426,"{'latitude': '40.71045132183895', 'longitude': '-73.95685646224426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899250,2023-09-22T20:35:53.000,2023-09-22T20:45:51.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11355,42-20 KISSENA BOULEVARD,KISSENA BOULEVARD,SANFORD AVENUE,MAPLE AVENUE,SANFORD AVENUE,MAPLE AVENUE,ADDRESS,FLUSHING,KISSENA BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T20:45:57.000,07 QUEENS,4051347501,QUEENS,1032317,215040,MOBILE,Unspecified,QUEENS,40.756780966853,-73.82650078779804,"{'latitude': '40.756780966853', 'longitude': '-73.82650078779804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902083,2023-09-22T20:35:51.000,2023-09-22T20:38:46.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10468,2400 WALTON AVENUE,WALTON AVENUE,EAST  184 STREET,EAST FORDHAM ROAD,EAST  184 STREET,EAST FORDHAM ROAD,ADDRESS,BRONX,WALTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T20:38:52.000,05 BRONX,2031840012,BRONX,1011599,253005,ONLINE,Unspecified,BRONX,40.8610726526304,-73.90112824093595,"{'latitude': '40.8610726526304', 'longitude': '-73.90112824093595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895692,2023-09-22T20:35:43.000,2023-09-27T15:35:37.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11222,62 WEST STREET,WEST STREET,NOBLE STREET,MILTON STREET,NOBLE STREET,MILTON STREET,ADDRESS,BROOKLYN,WEST STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-25T23:21:25.000,01 BROOKLYN,3025650001,BROOKLYN,995602,204713,MOBILE,Unspecified,BROOKLYN,40.728559299216926,-73.95904200954573,"{'latitude': '40.728559299216926', 'longitude': '-73.95904200954573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
