unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date,taxi_pick_up_location,taxi_company_borough
58947634,2023-09-28T08:59:55.000,2023-10-03T13:19:24.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10304,185 PARK HILL AVENUE,PARK HILL AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-03T00:00:00.000,01 STATEN ISLAND,STATEN ISLAND,961374,163026,PHONE,Unspecified,STATEN ISLAND,40.61411559192989,-74.08239506383015,"{'latitude': '40.61411559192989', 'longitude': '-74.08239506383015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5029220150,,,,,,,,
58953994,2023-09-28T08:59:55.000,2023-09-28T11:57:48.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10304,185 PARK HILL AVENUE,PARK HILL AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-28T00:00:00.000,01 STATEN ISLAND,STATEN ISLAND,961374,163026,PHONE,Unspecified,STATEN ISLAND,40.61411559192989,-74.08239506383015,"{'latitude': '40.61411559192989', 'longitude': '-74.08239506383015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5029220150,,,,,,,,
58954849,2023-09-28T08:59:53.000,2023-09-28T16:26:37.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10469,2262 ESPLANADE AVENUE,ESPLANADE AVENUE,LACONIA AVENUE,ASTOR AVENUE,LACONIA AVENUE,ASTOR AVENUE,ADDRESS,BRONX,ESPLANADE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T16:26:34.000,11 BRONX,BRONX,1024284,252282,PHONE,Unspecified,BRONX,40.859039826565656,-73.85527397794978,"{'latitude': '40.859039826565656', 'longitude': '-73.85527397794978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58954479,2023-09-28T08:59:44.000,2023-10-04T10:51:55.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Street Not Swept,Street,11205,284 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,TAAFFE PLACE,KENT AVENUE,TAAFFE PLACE,KENT AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-10-02T11:47:23.000,03 BROOKLYN,BROOKLYN,995422,191589,PHONE,Unspecified,BROOKLYN,40.69253726885699,-73.95971322637483,"{'latitude': '40.69253726885699', 'longitude': '-73.95971322637483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3019250026,,,,,,,,
58953106,2023-09-28T08:59:33.000,2023-09-30T11:12:48.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11216,134 HANCOCK STREET,HANCOCK STREET,BEDFORD AVENUE,NOSTRAND AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,HANCOCK STREET,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-30T11:12:50.000,03 BROOKLYN,BROOKLYN,997888,187910,ONLINE,Unspecified,BROOKLYN,40.68243580266373,-73.95082815962465,"{'latitude': '40.68243580266373', 'longitude': '-73.95082815962465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3018370050,,,,,,,,
58953976,2023-09-28T08:59:18.000,2023-10-01T19:59:27.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10473,950 EVERGREEN AVENUE,EVERGREEN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,09 BRONX,BRONX,1017570,238903,PHONE,Unspecified,BRONX,40.82234629966529,-73.87961204742707,"{'latitude': '40.82234629966529', 'longitude': '-73.87961204742707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2036500001,,,,,,,,
58952691,2023-09-28T08:59:18.000,2023-10-01T19:59:26.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10473,950 EVERGREEN AVENUE,EVERGREEN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,09 BRONX,BRONX,1017570,238903,PHONE,Unspecified,BRONX,40.82234629966529,-73.87961204742707,"{'latitude': '40.82234629966529', 'longitude': '-73.87961204742707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2036500001,,,,,,,,
58949117,2023-09-28T08:59:18.000,2023-10-01T19:59:27.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10473,950 EVERGREEN AVENUE,EVERGREEN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,09 BRONX,BRONX,1017570,238903,PHONE,Unspecified,BRONX,40.82234629966529,-73.87961204742707,"{'latitude': '40.82234629966529', 'longitude': '-73.87961204742707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2036500001,,,,,,,,
58953918,2023-09-28T08:59:18.000,2023-09-30T10:36:28.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10473,950 EVERGREEN AVENUE,EVERGREEN AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-30T00:00:00.000,09 BRONX,BRONX,1017570,238903,PHONE,Unspecified,BRONX,40.82234629966529,-73.87961204742707,"{'latitude': '40.82234629966529', 'longitude': '-73.87961204742707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2036500001,,,,,,,,
58949070,2023-09-28T08:59:18.000,2023-10-19T19:00:19.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10473,950 EVERGREEN AVENUE,EVERGREEN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-19T00:00:00.000,09 BRONX,BRONX,1017570,238903,PHONE,Unspecified,BRONX,40.82234629966529,-73.87961204742707,"{'latitude': '40.82234629966529', 'longitude': '-73.87961204742707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2036500001,,,,,,,,
58951475,2023-09-28T08:59:17.000,2023-10-01T11:10:42.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11372,35-08 95 STREET,95 STREET,,,,,ADDRESS,JACKSON HEIGHTS,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,03 QUEENS,QUEENS,1019556,213574,PHONE,Unspecified,QUEENS,40.75281733857281,-73.87256960359474,"{'latitude': '40.75281733857281', 'longitude': '-73.87256960359474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4014680001,,,,,,,,
58947056,2023-09-28T08:59:13.000,2023-09-28T08:59:13.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,11238,417 ST JOHNS PLACE,ST JOHNS PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-28T00:00:00.000,08 BROOKLYN,BROOKLYN,994153,184792,UNKNOWN,Unspecified,BROOKLYN,40.67388256530489,-73.9642992906625,"{'latitude': '40.67388256530489', 'longitude': '-73.9642992906625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3011730060,,,,,,,,
58969419,2023-09-28T08:59:11.000,2023-10-02T15:30:34.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11419,95-74 113 STREET,113 STREET,95 AVENUE,101 AVENUE,95 AVENUE,101 AVENUE,ADDRESS,SOUTH RICHMOND HILL,113 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T12:35:38.000,09 QUEENS,QUEENS,1030828,190952,ONLINE,Unspecified,QUEENS,40.690673337164014,-73.83204207220336,"{'latitude': '40.690673337164014', 'longitude': '-73.83204207220336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
59008483,2023-09-28T08:59:10.000,2023-09-28T11:36:40.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11215,597 FOURTH AVENUE,FOURTH AVENUE,PROSPECT EXPRESSWAY,17 STREET,PROSPECT EXPRESSWAY,17 STREET,ADDRESS,BROOKLYN,4 AVENUE,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-28T11:36:43.000,07 BROOKLYN,BROOKLYN,986113,181554,MOBILE,Unspecified,BROOKLYN,40.665000321341566,-73.99328470533011,"{'latitude': '40.665000321341566', 'longitude': '-73.99328470533011', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3006280072,,,,,,,,
58952526,2023-09-28T08:59:06.000,2023-09-28T09:10:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10038,180 WATER STREET,WATER STREET,FLETCHER STREET,JOHN STREET,FLETCHER STREET,JOHN STREET,ADDRESS,NEW YORK,WATER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T09:10:49.000,01 MANHATTAN,MANHATTAN,982832,196778,ONLINE,Unspecified,MANHATTAN,40.706786799744656,-74.00511446961036,"{'latitude': '40.706786799744656', 'longitude': '-74.00511446961036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58953282,2023-09-28T08:59:00.000,2023-09-28T13:30:00.000,DEP,Department of Environmental Protection,Hazardous Materials,"Oil Spill On Street, Large (HQL)",,10031,1518 AMSTERDAM AVENUE,AMSTERDAM AVENUE,W 134 ST,W 135 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection investigated this complaint and determined that no further action is required.,2023-09-28T13:30:00.000,09 MANHATTAN,MANHATTAN,997464,237623,ONLINE,Unspecified,MANHATTAN,40.81888602184248,-73.95225920569804,"{'latitude': '40.81888602184248', 'longitude': '-73.95225920569804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1019880036,N/A,,,,,,,
58951947,2023-09-28T08:58:32.000,2023-09-30T12:10:35.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11219,1348 51 STREET,51 STREET,13 AVENUE,14 AVENUE,13 AVENUE,14 AVENUE,ADDRESS,BROOKLYN,51 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-30T12:06:52.000,12 BROOKLYN,BROOKLYN,986413,169984,ONLINE,Unspecified,BROOKLYN,40.63324311243672,-73.99220704763285,"{'latitude': '40.63324311243672', 'longitude': '-73.99220704763285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58949135,2023-09-28T08:58:18.000,2023-09-28T09:00:39.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T09:00:28.000,08 QUEENS,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58953488,2023-09-28T08:58:13.000,2023-09-28T09:01:11.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T09:01:15.000,08 QUEENS,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4068290001,,,,,,,,
58952005,2023-09-28T08:58:02.000,2023-10-07T13:18:26.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,11233,248 MARION STREET,MARION STREET,RALPH AVENUE,HOWARD AVENUE,RALPH AVENUE,HOWARD AVENUE,ADDRESS,BROOKLYN,MARION STREET,Closed,The Department of Sanitation cleaned the location.,2023-10-05T05:22:06.000,03 BROOKLYN,BROOKLYN,1006384,187287,PHONE,Unspecified,BROOKLYN,40.68070864240219,-73.9201978721152,"{'latitude': '40.68070864240219', 'longitude': '-73.9201978721152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3015180131,,,,,,,,
58949673,2023-09-28T08:58:00.000,2023-09-28T10:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,11210,,,,,AVENUE H,FLATBUSH AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-28T10:40:00.000,14 BROOKLYN,BROOKLYN,999105,169429,UNKNOWN,Unspecified,BROOKLYN,40.631707563335084,-73.94648097511391,"{'latitude': '40.631707563335084', 'longitude': '-73.94648097511391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
58953101,2023-09-28T08:57:57.000,2023-09-30T07:24:35.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11226,1600 CORTELYOU ROAD,CORTELYOU ROAD,EAST   16 STREET,EAST   17 STREET,EAST   16 STREET,EAST   17 STREET,ADDRESS,BROOKLYN,CORTELYOU ROAD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T07:24:39.000,14 BROOKLYN,BROOKLYN,994403,173054,ONLINE,Unspecified,BROOKLYN,40.64166405236773,-73.96341570373777,"{'latitude': '40.64166405236773', 'longitude': '-73.96341570373777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58950812,2023-09-28T08:57:56.000,2023-10-03T05:06:19.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Sidewalk,11222,227 KINGSLAND AVENUE,KINGSLAND AVENUE,DRIGGS AVENUE,NASSAU AVENUE,DRIGGS AVENUE,NASSAU AVENUE,ADDRESS,BROOKLYN,KINGSLAND AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-10-03T05:06:24.000,01 BROOKLYN,BROOKLYN,1000476,203210,ONLINE,Unspecified,BROOKLYN,40.7244263328311,-73.94146025694201,"{'latitude': '40.7244263328311', 'longitude': '-73.94146025694201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3026880027,,,,,,,,
58954416,2023-09-28T08:57:52.000,2023-10-02T15:43:43.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,11228,7812 10 AVENUE,10 AVENUE,78 STREET,79 STREET,78 STREET,79 STREET,ADDRESS,BROOKLYN,10 AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-30T09:52:30.000,10 BROOKLYN,BROOKLYN,979817,166051,ONLINE,Unspecified,BROOKLYN,40.62244701009998,-74.0159688257824,"{'latitude': '40.62244701009998', 'longitude': '-74.0159688257824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58953450,2023-09-28T08:57:50.000,2023-09-28T10:51:41.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11209,8813 THIRD AVENUE,THIRD AVENUE,88 STREET,89 STREET,88 STREET,89 STREET,ADDRESS,BROOKLYN,3 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T10:51:45.000,10 BROOKLYN,BROOKLYN,975451,165848,PHONE,Unspecified,BROOKLYN,40.621886557101455,-74.03169603440618,"{'latitude': '40.621886557101455', 'longitude': '-74.03169603440618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3060620005,,,,,,,,
58950016,2023-09-28T08:57:43.000,2023-09-28T09:17:24.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11209,345 BAY RIDGE PARKWAY,BAY RIDGE PARKWAY,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,BAY RIDGE PARKWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T09:17:27.000,10 BROOKLYN,BROOKLYN,976885,169233,MOBILE,Unspecified,BROOKLYN,40.63117897879799,-74.02653412842984,"{'latitude': '40.63117897879799', 'longitude': '-74.02653412842984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3059290058,,,,,,,,
58954425,2023-09-28T08:57:34.000,2023-10-02T13:38:14.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,10306,40 KELVIN AVENUE,KELVIN AVENUE,SOUTH RAILROAD AVENUE,O'GORMAN AVENUE,SOUTH RAILROAD AVENUE,O'GORMAN AVENUE,ADDRESS,STATEN ISLAND,KELVIN AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-30T12:28:59.000,03 STATEN ISLAND,STATEN ISLAND,946515,141728,ONLINE,Unspecified,STATEN ISLAND,40.55560606351924,-74.13579540771302,"{'latitude': '40.55560606351924', 'longitude': '-74.13579540771302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58955563,2023-09-28T08:57:11.000,2023-09-28T08:57:56.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10016,29 EAST   29 STREET,EAST   29 STREET,MADISON AVENUE,PARK AVENUE SOUTH,MADISON AVENUE,PARK AVENUE SOUTH,ADDRESS,NEW YORK,EAST   29 STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-28T08:57:59.000,05 MANHATTAN,MANHATTAN,988436,210514,MOBILE,Unspecified,MANHATTAN,40.744487904485666,-73.98489331096047,"{'latitude': '40.744487904485666', 'longitude': '-73.98489331096047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1008590026,,,,,,,,
58953050,2023-09-28T08:57:11.000,2023-09-28T09:02:12.000,DHS,Department of Homeless Services,Encampment,N/A,Residential Building/House,10016,29 EAST   29 STREET,EAST   29 STREET,MADISON AVENUE,PARK AVENUE SOUTH,MADISON AVENUE,PARK AVENUE SOUTH,ADDRESS,NEW YORK,EAST   29 STREET,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-28T09:02:17.000,05 MANHATTAN,MANHATTAN,988436,210514,MOBILE,Unspecified,MANHATTAN,40.744487904485666,-73.98489331096047,"{'latitude': '40.744487904485666', 'longitude': '-73.98489331096047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1008590026,,,,,,,,
58952222,2023-09-28T08:57:10.000,2023-09-28T09:48:25.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10075,1022 MADISON AVENUE,MADISON AVENUE,EAST   78 STREET,EAST   79 STREET,EAST   78 STREET,EAST   79 STREET,ADDRESS,NEW YORK,MADISON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T09:48:30.000,08 MANHATTAN,MANHATTAN,994673,221998,MOBILE,Unspecified,MANHATTAN,40.77600338503048,-73.96236704650585,"{'latitude': '40.77600338503048', 'longitude': '-73.96236704650585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1013930056,,,,,,,,
58947001,2023-09-28T08:57:07.000,2023-10-13T05:27:15.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11356,8-11 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,COLLEGE POINT,COLLEGE POINT BOULEVARD,Closed,The Department of Sanitation collected the requested items.,2023-09-29T00:55:42.000,07 QUEENS,QUEENS,1027023,227126,ONLINE,Unspecified,QUEENS,40.78998101643345,-73.84553266325081,"{'latitude': '40.78998101643345', 'longitude': '-73.84553266325081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58952490,2023-09-28T08:57:06.000,2023-09-28T09:46:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,108-26 159 STREET,159 STREET,108 AVENUE,109 AVENUE,108 AVENUE,109 AVENUE,ADDRESS,JAMAICA,159 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T09:46:10.000,12 QUEENS,QUEENS,1041463,192497,ONLINE,Unspecified,QUEENS,40.694851633900804,-73.79367980321378,"{'latitude': '40.694851633900804', 'longitude': '-73.79367980321378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58954280,2023-09-28T08:57:03.000,2023-10-07T13:11:26.000,DOT,Department of Transportation,Street Sign - Damaged,St Name - Attached to Pole,Street,10466,870 EAST  223 STREET,EAST  223 STREET,BARNES AVENUE,BRONXWOOD AVENUE,BARNES AVENUE,BRONXWOOD AVENUE,ADDRESS,BRONX,EAST  223 STREET,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-07T13:11:31.000,12 BRONX,BRONX,1023927,261696,MOBILE,Unspecified,BRONX,40.88487994743672,-73.85650881076616,"{'latitude': '40.88487994743672', 'longitude': '-73.85650881076616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58952231,2023-09-28T08:57:01.000,2023-09-28T10:00:41.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,110 SCHERMERHORN STREET,SCHERMERHORN STREET,BOERUM PLACE,SMITH STREET,BOERUM PLACE,SMITH STREET,ADDRESS,BROOKLYN,SCHERMERHORN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T10:00:46.000,02 BROOKLYN,BROOKLYN,987250,190721,MOBILE,Unspecified,BROOKLYN,40.69016135207966,-73.9891822403939,"{'latitude': '40.69016135207966', 'longitude': '-73.9891822403939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3001690009,,,,,,,,
58949695,2023-09-28T08:56:45.000,2023-09-28T10:14:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,553 46 STREET,46 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,46 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T10:14:42.000,07 BROOKLYN,BROOKLYN,982353,174872,MOBILE,Unspecified,BROOKLYN,40.64665968715163,-74.00683597008515,"{'latitude': '40.64665968715163', 'longitude': '-74.00683597008515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3007480055,,,,,,,,
58950284,2023-09-28T08:56:42.000,2023-10-01T19:21:19.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10468,2492 DEVOE TERRACE,DEVOE TERRACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,07 BRONX,BRONX,1010550,254382,PHONE,Unspecified,BRONX,40.864855286806744,-73.90491516580856,"{'latitude': '40.864855286806744', 'longitude': '-73.90491516580856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032190175,,,,,,,,
58952581,2023-09-28T08:56:42.000,2023-10-01T19:21:19.000,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,10468,2492 DEVOE TERRACE,DEVOE TERRACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,07 BRONX,BRONX,1010550,254382,PHONE,Unspecified,BRONX,40.864855286806744,-73.90491516580856,"{'latitude': '40.864855286806744', 'longitude': '-73.90491516580856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032190175,,,,,,,,
58949051,2023-09-28T08:56:42.000,2023-10-01T19:21:20.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10468,2492 DEVOE TERRACE,DEVOE TERRACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,07 BRONX,BRONX,1010550,254382,PHONE,Unspecified,BRONX,40.864855286806744,-73.90491516580856,"{'latitude': '40.864855286806744', 'longitude': '-73.90491516580856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032190175,,,,,,,,
58952571,2023-09-28T08:56:42.000,2023-10-01T19:21:20.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10468,2492 DEVOE TERRACE,DEVOE TERRACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,07 BRONX,BRONX,1010550,254382,PHONE,Unspecified,BRONX,40.864855286806744,-73.90491516580856,"{'latitude': '40.864855286806744', 'longitude': '-73.90491516580856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032190175,,,,,,,,
