unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,bbl,landmark,facility_type,taxi_pick_up_location,due_date,taxi_company_borough,bridge_highway_name,bridge_highway_segment
58813514,2023-09-14T11:43:56.000,2023-09-18T15:57:33.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11209,7018 RIDGECREST TERRACE,RIDGECREST TERRACE,70 STREET,71 STREET,70 STREET,71 STREET,ADDRESS,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-18T15:57:37.000,10 BROOKLYN,BROOKLYN,975700,171018,PHONE,Unspecified,BROOKLYN,40.636077360332536,-74.03080562825842,"{'latitude': '40.636077360332536', 'longitude': '-74.03080562825842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,3058850029,RIDGE CREST TERRACE,,,,,,
58818571,2023-09-14T11:43:35.000,2023-09-14T18:37:22.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11414,102-14 159 ROAD,159 ROAD,102 STREET,COLEMAN SQUARE,102 STREET,COLEMAN SQUARE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T18:37:26.000,10 QUEENS,QUEENS,1031187,179693,MOBILE,Unspecified,QUEENS,40.65976807911837,-73.83082594780097,"{'latitude': '40.65976807911837', 'longitude': '-73.83082594780097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOWARD BEACH,4141820091,159 ROAD,,,,,,
58810637,2023-09-14T11:43:30.000,2023-09-14T18:37:18.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11414,102-14 159 ROAD,159 ROAD,102 STREET,COLEMAN SQUARE,102 STREET,COLEMAN SQUARE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T18:37:26.000,10 QUEENS,QUEENS,1031187,179693,MOBILE,Unspecified,QUEENS,40.65976807911837,-73.83082594780097,"{'latitude': '40.65976807911837', 'longitude': '-73.83082594780097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOWARD BEACH,4141820091,159 ROAD,,,,,,
58819093,2023-09-14T11:43:21.000,2023-09-14T13:08:48.000,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,11434,160-17 134 AVENUE,134 AVENUE,160 STREET,161 STREET,160 STREET,161 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T13:08:52.000,12 QUEENS,QUEENS,1046063,184463,ONLINE,Unspecified,QUEENS,40.672769274089184,-73.7771651591086,"{'latitude': '40.672769274089184', 'longitude': '-73.7771651591086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,4122870094,134 AVENUE,,,,,,
58818310,2023-09-14T11:43:12.000,2023-09-15T07:56:08.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,11208,508 RIDGEWOOD AVENUE,RIDGEWOOD AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,ADDRESS,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-15T07:55:58.000,05 BROOKLYN,BROOKLYN,1020231,189238,PHONE,Unspecified,BROOKLYN,40.68601823157228,-73.87026341148653,"{'latitude': '40.68601823157228', 'longitude': '-73.87026341148653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,3041330031,RIDGEWOOD AVENUE,,,,,,
58815593,2023-09-14T11:43:05.000,2023-09-14T11:48:39.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11365,71-01 PARSONS BOULEVARD,PARSONS BOULEVARD,71 AVENUE,72 AVENUE,71 AVENUE,72 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T11:48:44.000,08 QUEENS,QUEENS,1036658,205328,ONLINE,Unspecified,QUEENS,40.73009934988612,-73.81090754397326,"{'latitude': '40.73009934988612', 'longitude': '-73.81090754397326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRESH MEADOWS,4067970040,PARSONS BOULEVARD,,,,,,
58819272,2023-09-14T11:42:30.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10458,458 CYRUS PLACE,CYRUS PLACE,PARK AVENUE,3 AVENUE,PARK AVENUE,3 AVENUE,ADDRESS,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-14T13:30:36.000,06 BRONX,BRONX,1014302,252062,ONLINE,Unspecified,BRONX,40.85847561546126,-73.89136062711695,"{'latitude': '40.85847561546126', 'longitude': '-73.89136062711695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,2030410014,CYRUS PLACE,,,,,,
58812393,2023-09-14T11:42:26.000,,DOE,Department of Education,School Maintenance,Plumbing Problem,School,11372,37-03 94 STREET,94 STREET,ELMHURST AVENUE,ROOSEVELT AVENUE,ELMHURST AVENUE,ROOSEVELT AVENUE,ADDRESS,In Progress,,,03 QUEENS,QUEENS,1019423,212710,PHONE,Unspecified,QUEENS,40.750446409675234,-73.87305416076552,"{'latitude': '40.750446409675234', 'longitude': '-73.87305416076552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JACKSON HEIGHTS,4014820077,94 STREET,,,,,,
58818697,2023-09-14T11:42:24.000,2023-09-14T14:57:51.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11105,20-33 26 STREET,26 STREET,20 AVENUE,21 AVENUE,20 AVENUE,21 AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T14:57:55.000,01 QUEENS,QUEENS,1009128,223906,ONLINE,Unspecified,QUEENS,40.781211474417404,-73.91016924293005,"{'latitude': '40.781211474417404', 'longitude': '-73.91016924293005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA,4008600025,26 STREET,,,,,,
58811334,2023-09-14T11:42:22.000,2023-09-14T11:55:10.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10011,160 WEST   21 STREET,WEST   21 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T11:55:14.000,04 MANHATTAN,MANHATTAN,985528,209718,PHONE,Unspecified,MANHATTAN,40.74230398165485,-73.9953880277934,"{'latitude': '40.74230398165485', 'longitude': '-73.9953880277934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,1007967501,WEST   21 STREET,,,,,,
58813512,2023-09-14T11:42:15.000,2023-09-19T13:32:15.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10128,421 EAST   88 STREET,EAST   88 STREET,1 AVENUE,YORK AVENUE,1 AVENUE,YORK AVENUE,ADDRESS,Closed,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-19T13:32:19.000,08 MANHATTAN,MANHATTAN,998755,222675,MOBILE,Unspecified,MANHATTAN,40.777855815552265,-73.94762724824876,"{'latitude': '40.777855815552265', 'longitude': '-73.94762724824876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,1015680008,EAST   88 STREET,,,,,,
58815157,2023-09-14T11:42:15.000,2023-09-14T13:10:13.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11222,29 NORMAN AVENUE,NORMAN AVENUE,BANKER STREET,DOBBIN STREET,BANKER STREET,DOBBIN STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T13:10:17.000,01 BROOKLYN,BROOKLYN,996851,203244,ONLINE,Unspecified,BROOKLYN,40.72452556107464,-73.9545383718217,"{'latitude': '40.72452556107464', 'longitude': '-73.9545383718217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,3026160031,NORMAN AVENUE,,,,,,
58818754,2023-09-14T11:42:13.000,2023-09-14T12:48:04.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456,772 EAST  168 STREET,EAST  168 STREET,FOREST AVENUE,TINTON AVENUE,FOREST AVENUE,TINTON AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T12:48:07.000,03 BRONX,BRONX,1011716,241404,PHONE,Unspecified,BRONX,40.82923097096116,-73.90075278192403,"{'latitude': '40.82923097096116', 'longitude': '-73.90075278192403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,2026620019,EAST  168 STREET,,,,,,
58813820,2023-09-14T11:42:10.000,2023-09-14T12:34:28.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11229,1613 EAST   27 STREET,EAST   27 STREET,AVENUE P,QUENTIN ROAD,AVENUE P,QUENTIN ROAD,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T12:34:32.000,15 BROOKLYN,BROOKLYN,999014,161950,MOBILE,Unspecified,BROOKLYN,40.61117942433714,-73.94682518300749,"{'latitude': '40.61117942433714', 'longitude': '-73.94682518300749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,3067900057,EAST   27 STREET,,,,,,
58811489,2023-09-14T11:42:09.000,2023-09-14T13:08:25.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11101,50-20 25 STREET,25 STREET,LONG ISLAND EXPRESSWAY,51 AVENUE,LONG ISLAND EXPRESSWAY,51 AVENUE,ADDRESS,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-14T13:08:23.000,02 QUEENS,QUEENS,999496,209083,ONLINE,Unspecified,QUEENS,40.74054801578026,-73.94498256674044,"{'latitude': '40.74054801578026', 'longitude': '-73.94498256674044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LONG ISLAND CITY,4001040017,25 STREET,,,,,,
58817905,2023-09-14T11:42:08.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10023,140 WEST   70 STREET,WEST   70 STREET,,,,,ADDRESS,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-14T00:00:00.000,07 MANHATTAN,MANHATTAN,989489,222235,PHONE,Unspecified,MANHATTAN,40.77665848039004,-73.98108404697176,"{'latitude': '40.77665848039004', 'longitude': '-73.98108404697176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,1011410048,,,,,,,
58813223,2023-09-14T11:42:08.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10019,541 WEST   49 STREET,WEST   49 STREET,,,,,ADDRESS,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-14T00:00:00.000,04 MANHATTAN,MANHATTAN,985961,217888,ONLINE,Unspecified,MANHATTAN,40.76472848547154,-73.99382336360698,"{'latitude': '40.76472848547154', 'longitude': '-73.99382336360698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,1010780008,,,,,,,
58815373,2023-09-14T11:42:03.000,2023-09-14T12:59:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11222,1 BEDFORD AVENUE,BEDFORD AVENUE,MANHATTAN AVENUE,LORIMER STREET,MANHATTAN AVENUE,LORIMER STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T12:59:42.000,01 BROOKLYN,BROOKLYN,997813,203054,MOBILE,Unspecified,BROOKLYN,40.72400263455818,-73.95106807164736,"{'latitude': '40.72400263455818', 'longitude': '-73.95106807164736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,3026460001,BEDFORD AVENUE,,,,,,
58819037,2023-09-14T11:42:01.000,2023-09-14T15:04:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11209,8402 FIFTH AVENUE,FIFTH AVENUE,84 STREET,85 STREET,84 STREET,85 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T15:05:01.000,10 BROOKLYN,BROOKLYN,977197,166160,MOBILE,Unspecified,BROOKLYN,40.6227444939384,-74.02540686469212,"{'latitude': '40.6227444939384', 'longitude': '-74.02540686469212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,3060260041,5 AVENUE,,,,,,
58811313,2023-09-14T11:41:58.000,2023-09-18T14:30:10.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,11435,138-04 107 AVENUE,107 AVENUE,VAN WYCK EXPRESSWAY,142 STREET,VAN WYCK EXPRESSWAY,142 STREET,ADDRESS,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,2023-09-18T14:30:14.000,12 QUEENS,QUEENS,1037445,190307,ONLINE,Unspecified,QUEENS,40.68886566739156,-73.80818666711241,"{'latitude': '40.68886566739156', 'longitude': '-73.80818666711241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,4100640083,107 AVENUE,,,,,,
58817492,2023-09-14T11:41:41.000,2023-09-14T14:58:58.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11101,47-32 AUSTELL PLACE,AUSTELL PLACE,SKILLMAN AVENUE,27 STREET,SKILLMAN AVENUE,27 STREET,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T14:59:01.000,02 QUEENS,QUEENS,1000388,210045,PHONE,Unspecified,QUEENS,40.74318688281359,-73.94176134645025,"{'latitude': '40.74318688281359', 'longitude': '-73.94176134645025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LONG ISLAND CITY,4000980030,AUSTELL PLACE,,,,,,
58812933,2023-09-14T11:41:36.000,2023-09-15T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,10463,3036 BAILEY AVENUE,BAILEY AVENUE,,,,,ADDRESS,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-15T00:00:00.000,08 BRONX,BRONX,1011027,258850,UNKNOWN,Unspecified,BRONX,40.8771171377335,-73.90317276912191,"{'latitude': '40.8771171377335', 'longitude': '-73.90317276912191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,2032610005,,,,,,,
58816741,2023-09-14T11:41:25.000,2023-09-14T11:49:04.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T11:49:09.000,08 QUEENS,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,4068580001,164 STREET,,,,,,
58819461,2023-09-14T11:41:24.000,2023-09-30T06:55:19.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,10472,1047 STRATFORD AVENUE,STRATFORD AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T04:30:04.000,09 BRONX,BRONX,1018950,240011,PHONE,Unspecified,BRONX,40.82538212884846,-73.87462026844457,"{'latitude': '40.82538212884846', 'longitude': '-73.87462026844457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,2037170047,STRATFORD AVENUE,,,,,,
58815595,2023-09-14T11:41:21.000,2023-09-14T11:49:22.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T11:49:26.000,08 QUEENS,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,4068580001,164 STREET,,,,,,
58812957,2023-09-14T11:41:11.000,2023-09-14T12:44:47.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11355,137-38 LABURNUM AVENUE,LABURNUM AVENUE,COLDEN STREET,KISSENA BOULEVARD,COLDEN STREET,KISSENA BOULEVARD,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T12:44:50.000,07 QUEENS,QUEENS,1034319,211932,ONLINE,Unspecified,QUEENS,40.74823920203889,-73.81929767377247,"{'latitude': '40.74823920203889', 'longitude': '-73.81929767377247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLUSHING,4051510017,LABURNUM AVENUE,,,,,,
58812275,2023-09-14T11:41:00.000,2023-09-14T11:41:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),10014,49 MORTON STREET,MORTON STREET,BEDFORD STREET,HUDSON STREET,BEDFORD STREET,HUDSON STREET,ADDRESS,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-14T11:41:00.000,02 MANHATTAN,MANHATTAN,982749,205533,PHONE,Unspecified,MANHATTAN,40.73081715578374,-74.0054157879259,"{'latitude': '40.73081715578374', 'longitude': '-74.0054157879259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,1005840043,MORTON STREET,,,,,,
58813384,2023-09-14T11:40:58.000,2023-09-21T12:23:49.000,TLC,Taxi and Limousine Commission,Green Taxi Complaint,Driver Complaint - Non Passenger,,11209,460 86 STREET,86 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,Closed,,2023-09-21T12:23:54.000,10 BROOKLYN,BROOKLYN,976711,165910,MOBILE,Unspecified,BROOKLYN,40.6220578959482,-74.02715729235223,"{'latitude': '40.6220578959482', 'longitude': '-74.02715729235223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,3060450030,86 STREET,,"460 86 STREET, BROOKLYN, NY, 11209",,,,
58813380,2023-09-14T11:40:35.000,2023-09-15T08:50:48.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11365,164-16 LITHONIA AVENUE,LITHONIA AVENUE,164 STREET,166 STREET,164 STREET,166 STREET,ADDRESS,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-15T08:50:51.000,07 QUEENS,QUEENS,1039059,212227,PHONE,Unspecified,QUEENS,40.749020792092935,-73.80218835227187,"{'latitude': '40.749020792092935', 'longitude': '-73.80218835227187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRESH MEADOWS,4055680038,LITHONIA AVENUE,,,,,,
58819286,2023-09-14T11:40:34.000,2023-09-20T08:52:46.000,DOT,Department of Transportation,Street Sign - Missing,"No Parking, Standing, Stopping",Street,10463,3265 NETHERLAND AVENUE,NETHERLAND AVENUE,WEST  232 STREET,WEST  235 STREET,WEST  232 STREET,WEST  235 STREET,ADDRESS,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-20T08:52:51.000,08 BRONX,BRONX,1008747,261506,ONLINE,Unspecified,BRONX,40.8844136508868,-73.9114076660242,"{'latitude': '40.8844136508868', 'longitude': '-73.9114076660242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,2057880085,NETHERLAND AVENUE,,,,,,
58815585,2023-09-14T11:40:17.000,2023-09-14T13:00:05.000,DOHMH,Department of Health and Mental Hygiene,Mosquitoes,Large Number of Mosquitoes,Residential Property,10457,4424 PARK AVENUE,PARK AVENUE,EAST  181 STREET,EAST  182 STREET,EAST  181 STREET,EAST  182 STREET,ADDRESS,Closed,Thank you for your report. The Department of Health and Mental Hygiene will use the information that you provided to help track and control mosquito populations throughout the City. No further information will be available from 311 on your report.,2023-09-14T13:00:08.000,06 BRONX,BRONX,1012981,250164,ONLINE,Unspecified,BRONX,40.85327057391958,-73.89614423362634,"{'latitude': '40.85327057391958', 'longitude': '-73.89614423362634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,2030370040,PARK AVENUE,,,,,,
58818698,2023-09-14T11:40:00.000,2023-09-14T12:15:24.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11236,1 PAERDEGAT   12 STREET,PAERDEGAT   12 STREET,PAERDEGAT AVENUE NORTH,EAST   80 STREET,PAERDEGAT AVENUE NORTH,EAST   80 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T12:15:31.000,18 BROOKLYN,BROOKLYN,1010906,168098,PHONE,Unspecified,BROOKLYN,40.62802660071233,-73.90397006784973,"{'latitude': '40.62802660071233', 'longitude': '-73.90397006784973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,3080700058,PAERDEGAT   12 STREET,,,,,,
58814796,2023-09-14T11:39:49.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10023,1889 BROADWAY,BROADWAY,WEST 62 STREET,WEST 63 STREET,WEST   62 STREET,WEST   63 STREET,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-14T12:36:06.000,07 MANHATTAN,MANHATTAN,989192,220155,MOBILE,Unspecified,MANHATTAN,40.77094959637124,-73.98215792592525,"{'latitude': '40.77094959637124', 'longitude': '-73.98215792592525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,1011150057,BROADWAY,,,,,,
58816526,2023-09-14T11:39:46.000,2023-09-19T11:17:01.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11213,575 HERKIMER STREET,HERKIMER STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,03 BROOKLYN,BROOKLYN,1002550,186588,PHONE,Unspecified,BROOKLYN,40.67879880309846,-73.93402290349258,"{'latitude': '40.67879880309846', 'longitude': '-73.93402290349258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,3017000062,,,,,,,
58812130,2023-09-14T11:39:46.000,2023-09-19T11:17:01.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11213,575 HERKIMER STREET,HERKIMER STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,03 BROOKLYN,BROOKLYN,1002550,186588,PHONE,Unspecified,BROOKLYN,40.67879880309846,-73.93402290349258,"{'latitude': '40.67879880309846', 'longitude': '-73.93402290349258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,3017000062,,,,,,,
58819000,2023-09-14T11:39:46.000,2023-09-19T11:17:01.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11213,575 HERKIMER STREET,HERKIMER STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,03 BROOKLYN,BROOKLYN,1002550,186588,PHONE,Unspecified,BROOKLYN,40.67879880309846,-73.93402290349258,"{'latitude': '40.67879880309846', 'longitude': '-73.93402290349258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,3017000062,,,,,,,
58813661,2023-09-14T11:39:35.000,2023-10-03T12:07:44.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,10012,167 BLEECKER STREET,BLEECKER STREET,THOMPSON STREET,SULLIVAN STREET,THOMPSON STREET,SULLIVAN STREET,ADDRESS,Closed,The Department of Sanitation cleaned the location.,2023-09-15T12:49:27.000,02 MANHATTAN,MANHATTAN,984183,204765,ONLINE,Unspecified,MANHATTAN,40.72870931068029,-74.00024173638461,"{'latitude': '40.72870931068029', 'longitude': '-74.00024173638461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,1005390041,BLEECKER STREET,,,,,,
58818549,2023-09-14T11:39:28.000,2023-09-14T17:18:59.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11378,58-76 54 STREET,54 STREET,GRAND AVENUE,LIRR BUSHWICK LINE,GRAND AVENUE,LIRR BUSHWICK LINE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T17:19:04.000,05 QUEENS,QUEENS,1007834,200905,ONLINE,Unspecified,QUEENS,40.71808311037024,-73.91492234569783,"{'latitude': '40.71808311037024', 'longitude': '-73.91492234569783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MASPETH,4026110158,54 STREET,,,,,,
58817849,2023-09-14T11:39:26.000,2023-09-20T17:02:14.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10467,655 BURKE AVENUE,BURKE AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-20T00:00:00.000,12 BRONX,BRONX,1020428,256812,PHONE,Unspecified,BRONX,40.871489932698715,-73.86918924081932,"{'latitude': '40.871489932698715', 'longitude': '-73.86918924081932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,2045940001,,,,,,,
