unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,facility_type,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp
58842974,2023-09-17T05:47:13.000,2023-09-17T06:50:40.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11209,368 78 STREET,78 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T06:50:46.000,10 BROOKLYN,3059690036,BROOKLYN,976842,168371,MOBILE,Unspecified,BROOKLYN,40.628812934988275,-74.02668809977419,"{'latitude': '40.628812934988275', 'longitude': '-74.02668809977419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3 AVENUE,4 AVENUE,,3 AVENUE,4 AVENUE,78 STREET,,,,
58842197,2023-09-17T05:47:08.000,2023-09-17T06:55:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11209,7333 6 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T06:55:11.000,10 BROOKLYN,3059210001,BROOKLYN,978738,168463,MOBILE,Unspecified,BROOKLYN,40.62906683822312,-74.01985763560833,"{'latitude': '40.62906683822312', 'longitude': '-74.01985763560833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",74 STREET,74 STREET,,74 STREET,74 STREET,6 AVENUE,,,,
58836956,2023-09-17T05:46:00.000,2023-09-17T05:57:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,6822 VISTA PLACE,VISTA PLACE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T05:57:50.000,10 BROOKLYN,3058650070,BROOKLYN,978860,170009,MOBILE,Unspecified,BROOKLYN,40.63331035634354,-74.01941935084236,"{'latitude': '40.63331035634354', 'longitude': '-74.01941935084236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",68 STREET,BAY RIDGE AVENUE,,68 STREET,BAY RIDGE AVENUE,VISTA PLACE,,,,
58837124,2023-09-17T05:45:23.000,2023-09-17T07:25:51.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10460,1477 SAINT LAWRENCE AVENUE,SAINT LAWRENCE AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T07:25:57.000,09 BRONX,2039150035,BRONX,1020715,244352,PHONE,Unspecified,BRONX,40.837289803734286,-73.86821929722821,"{'latitude': '40.837289803734286', 'longitude': '-73.86821929722821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MERRILL STREET,MANSION STREET,,MERRILL STREET,MANSION STREET,ST LAWRENCE AVENUE,,,,
58837963,2023-09-17T05:45:01.000,2023-09-17T07:28:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,1683 64 STREET,64 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T07:28:22.000,11 BROOKLYN,3055380052,BROOKLYN,986337,165709,MOBILE,Unspecified,BROOKLYN,40.62150915474675,-73.99248218565542,"{'latitude': '40.62150915474675', 'longitude': '-73.99248218565542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16 AVENUE,17 AVENUE,,16 AVENUE,17 AVENUE,64 STREET,,,,
58844958,2023-09-17T05:44:40.000,2023-09-28T13:12:40.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11225,100 LEFFERTS AVENUE,LEFFERTS AVENUE,ADDRESS,BROOKLYN,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-17T05:44:40.000,09 BROOKLYN,3013270034,BROOKLYN,995845,180421,MOBILE,Unspecified,BROOKLYN,40.66188309106764,-73.95820708215977,"{'latitude': '40.66188309106764', 'longitude': '-73.95820708215977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WASHINGTON AVENUE,BEDFORD AVENUE,,WASHINGTON AVENUE,BEDFORD AVENUE,LEFFERTS AVENUE,,,,
58842635,2023-09-17T05:44:35.000,2023-09-17T05:55:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11419,102 AVENUE,102 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T05:55:50.000,09 QUEENS,,QUEENS,1034838,191296,ONLINE,Unspecified,QUEENS,40.691595523592376,-73.81757967061118,"{'latitude': '40.691595523592376', 'longitude': '-73.81757967061118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",102 AVENUE,129 STREET,,102 AVENUE,129 STREET,,,,,
58843662,2023-09-17T05:44:22.000,2023-09-17T06:28:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,EAST  175 STREET,EAST  175 STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T06:28:20.000,05 BRONX,,BRONX,1011337,247383,ONLINE,Unspecified,BRONX,40.84564275254104,-73.90209813471861,"{'latitude': '40.84564275254104', 'longitude': '-73.90209813471861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  175 STREET,WEBSTER AVENUE,,EAST  175 STREET,WEBSTER AVENUE,,,,,
58837951,2023-09-17T05:43:28.000,2023-09-17T06:06:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208,184 ETNA STREET,ETNA STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T06:06:10.000,05 BROOKLYN,3041150026,BROOKLYN,1018413,189241,ONLINE,Unspecified,BROOKLYN,40.68603366963854,-73.87681854478991,"{'latitude': '40.68603366963854', 'longitude': '-73.87681854478991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RICHMOND STREET,CHESTNUT STREET,,RICHMOND STREET,CHESTNUT STREET,ETNA STREET,,,,
58838368,2023-09-17T05:43:27.000,2023-09-17T05:58:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,108 AVENUE D,AVENUE D,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and a report was prepared.,2023-09-17T05:58:25.000,03 MANHATTAN,1003620001,MANHATTAN,990857,202865,MOBILE,Unspecified,MANHATTAN,40.7234918055945,-73.97616377204547,"{'latitude': '40.7234918055945', 'longitude': '-73.97616377204547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST    7 STREET,EAST    8 STREET,,EAST    7 STREET,EAST    8 STREET,AVENUE D,,,,
58842745,2023-09-17T05:42:33.000,2023-09-17T06:17:40.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10025,BROADWAY,BROADWAY,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T06:17:45.000,07 MANHATTAN,,MANHATTAN,992960,230413,ONLINE,Unspecified,MANHATTAN,40.79910215965054,-73.96854103795626,"{'latitude': '40.79910215965054', 'longitude': '-73.96854103795626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,WEST  103 STREET,,BROADWAY,WEST  103 STREET,,,,,
58841484,2023-09-17T05:41:24.000,2023-09-17T05:56:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,127-29 102 AVENUE,102 AVENUE,ADDRESS,SOUTH RICHMOND HILL,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T05:56:05.000,09 QUEENS,4094940017,QUEENS,1034547,191191,ONLINE,Unspecified,QUEENS,40.69130898199011,-73.81862979756436,"{'latitude': '40.69130898199011', 'longitude': '-73.81862979756436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",127 STREET,129 STREET,,127 STREET,129 STREET,102 AVENUE,,,,
58844524,2023-09-17T05:41:17.000,2023-09-17T06:53:11.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11368,103-02 CORONA AVENUE,CORONA AVENUE,ADDRESS,CORONA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T06:53:16.000,04 QUEENS,4019290056,QUEENS,1023136,210404,ONLINE,Unspecified,QUEENS,40.74410147849074,-73.85966661464143,"{'latitude': '40.74410147849074', 'longitude': '-73.85966661464143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",103 STREET,104 STREET,,103 STREET,104 STREET,CORONA AVENUE,,,,
58843654,2023-09-17T05:41:12.000,2023-09-17T07:20:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11368,108-33 37 AVENUE,37 AVENUE,ADDRESS,CORONA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T07:20:51.000,03 QUEENS,4017520027,QUEENS,1023151,213990,ONLINE,Unspecified,QUEENS,40.75394406642466,-73.85959173872189,"{'latitude': '40.75394406642466', 'longitude': '-73.85959173872189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",108 STREET,109 STREET,,108 STREET,109 STREET,37 AVENUE,,,,
58841543,2023-09-17T05:40:42.000,2023-09-17T06:07:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11372,37-41 92 STREET,92 STREET,ADDRESS,JACKSON HEIGHTS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T06:07:36.000,03 QUEENS,4014800059,QUEENS,1018939,212404,ONLINE,Unspecified,QUEENS,40.74960842969996,-73.874802582035,"{'latitude': '40.74960842969996', 'longitude': '-73.874802582035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELMHURST AVENUE,ROOSEVELT AVENUE,,ELMHURST AVENUE,ROOSEVELT AVENUE,92 STREET,,,,
58840097,2023-09-17T05:40:31.000,2023-09-17T18:04:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,60-45 60 DRIVE,60 DRIVE,ADDRESS,MASPETH,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T18:04:07.000,05 QUEENS,4027330053,QUEENS,1010718,199877,MOBILE,Unspecified,QUEENS,40.71525334013201,-73.9045225643367,"{'latitude': '40.71525334013201', 'longitude': '-73.9045225643367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",60 STREET,60 PLACE,,60 STREET,60 PLACE,60 DRIVE,,,,
58837992,2023-09-17T05:40:07.000,2023-09-17T07:01:56.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11219,1057 66 STREET,66 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T07:02:01.000,10 BROOKLYN,3057510055,BROOKLYN,982158,168309,PHONE,Unspecified,BROOKLYN,40.62864560850486,-74.00753663120338,"{'latitude': '40.62864560850486', 'longitude': '-74.00753663120338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10 AVENUE,11 AVENUE,,10 AVENUE,11 AVENUE,66 STREET,,,,
58842187,2023-09-17T05:39:50.000,2023-09-17T22:21:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,60-60 60 STREET,60 STREET,ADDRESS,MASPETH,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T22:21:56.000,05 QUEENS,4026470076,QUEENS,1010392,199517,MOBILE,Unspecified,QUEENS,40.714266196010875,-73.90569993405808,"{'latitude': '40.714266196010875', 'longitude': '-73.90569993405808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",58 STREET,62 AVENUE,,58 STREET,62 AVENUE,60 STREET,,,,
58839195,2023-09-17T05:39:15.000,2023-09-17T07:55:18.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,102-02 34 AVENUE,34 AVENUE,ADDRESS,CORONA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T07:55:22.000,03 QUEENS,4017360001,QUEENS,1021350,214632,PHONE,Unspecified,QUEENS,40.755713931247776,-73.86608866870878,"{'latitude': '40.755713931247776', 'longitude': '-73.86608866870878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",102 STREET,103 STREET,,102 STREET,103 STREET,34 AVENUE,,,,
58836961,2023-09-17T05:39:14.000,2023-09-17T18:03:34.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,61-01 60 DRIVE,60 DRIVE,ADDRESS,MASPETH,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T18:03:39.000,05 QUEENS,4027440051,QUEENS,1011335,199983,MOBILE,Unspecified,QUEENS,40.71554241721695,-73.90229644911274,"{'latitude': '40.71554241721695', 'longitude': '-73.90229644911274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",61 STREET,FRESH POND ROAD,,61 STREET,FRESH POND ROAD,60 DRIVE,,,,
58838290,2023-09-17T05:39:07.000,2023-09-17T05:56:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10019,540 WEST   53 STREET,WEST   53 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T05:57:01.000,04 MANHATTAN,1010817503,MANHATTAN,986412,218825,MOBILE,Unspecified,MANHATTAN,40.76730020923871,-73.9921949716288,"{'latitude': '40.76730020923871', 'longitude': '-73.9921949716288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10 AVENUE,11 AVENUE,,10 AVENUE,11 AVENUE,WEST   53 STREET,,,,
58838247,2023-09-17T05:38:52.000,2023-09-17T06:10:29.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,3176 DECATUR AVENUE,DECATUR AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T06:10:35.000,07 BRONX,2033530033,BRONX,1018472,257371,ONLINE,Unspecified,BRONX,40.87303201506249,-73.87625879137308,"{'latitude': '40.87303201506249', 'longitude': '-73.87625879137308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  204 STREET,EAST  205 STREET,,EAST  204 STREET,EAST  205 STREET,DECATUR AVENUE,,,,
58839345,2023-09-17T05:38:34.000,2023-09-17T06:11:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,505 WEST  148 STREET,WEST  148 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T06:11:20.000,09 MANHATTAN,1020800025,MANHATTAN,999005,240714,ONLINE,Unspecified,MANHATTAN,40.82736749986562,-73.94668493888649,"{'latitude': '40.82736749986562', 'longitude': '-73.94668493888649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMSTERDAM AVENUE,BROADWAY,,AMSTERDAM AVENUE,BROADWAY,WEST  148 STREET,,,,
58844599,2023-09-17T05:38:23.000,2023-09-17T10:30:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1350 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T10:30:30.000,04 BRONX,2025200001,BRONX,1005761,245537,ONLINE,Unspecified,BRONX,40.84059136898749,-73.92225765299706,"{'latitude': '40.84059136898749', 'longitude': '-73.92225765299706', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  170 STREET,EDWARD L GRANT HIGHWAY,,WEST  170 STREET,EDWARD L GRANT HIGHWAY,SHAKESPEARE AVENUE,,,,
58840870,2023-09-17T05:38:16.000,2023-09-17T06:32:34.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11228,1272A BAY RIDGE PARKWAY,BAY RIDGE PARKWAY,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T06:32:36.000,10 BROOKLYN,3062210038,BROOKLYN,981981,165430,MOBILE,Unspecified,BROOKLYN,40.620743313176376,-74.008173322968,"{'latitude': '40.620743313176376', 'longitude': '-74.008173322968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12 AVENUE,13 AVENUE,,12 AVENUE,13 AVENUE,BAY RIDGE PARKWAY,,,,
58842399,2023-09-17T05:38:12.000,2023-09-17T06:03:25.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11236,1245 EAST   92 STREET,EAST   92 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T06:03:30.000,18 BROOKLYN,3082000107,BROOKLYN,1011200,172319,MOBILE,Unspecified,BROOKLYN,40.63961145338273,-73.902894057973,"{'latitude': '40.63961145338273', 'longitude': '-73.902894057973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SKIDMORE LANE,AVENUE J,,SKIDMORE LANE,AVENUE J,EAST   92 STREET,,,,
58840869,2023-09-17T05:37:40.000,2023-09-17T06:23:10.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11228,1301 BAY RIDGE PARKWAY,BAY RIDGE PARKWAY,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T06:23:15.000,10 BROOKLYN,3062110001,BROOKLYN,982206,165260,MOBILE,Unspecified,BROOKLYN,40.620276753357786,-74.00736278332634,"{'latitude': '40.620276753357786', 'longitude': '-74.00736278332634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13 AVENUE,14 AVENUE,,13 AVENUE,14 AVENUE,BAY RIDGE PARKWAY,,,,
58840141,2023-09-17T05:37:04.000,2023-09-17T06:05:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208,184 ETNA STREET,ETNA STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T06:06:00.000,05 BROOKLYN,3041150026,BROOKLYN,1018413,189241,ONLINE,Unspecified,BROOKLYN,40.68603366963854,-73.87681854478991,"{'latitude': '40.68603366963854', 'longitude': '-73.87681854478991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RICHMOND STREET,CHESTNUT STREET,,RICHMOND STREET,CHESTNUT STREET,ETNA STREET,,,,
58842975,2023-09-17T05:37:03.000,2023-09-17T06:31:47.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11228,1210 BAY RIDGE PARKWAY,BAY RIDGE PARKWAY,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T06:31:51.000,10 BROOKLYN,3062210010,BROOKLYN,981711,165645,MOBILE,Unspecified,BROOKLYN,40.62133337009093,-74.00914598963236,"{'latitude': '40.62133337009093', 'longitude': '-74.00914598963236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12 AVENUE,13 AVENUE,,12 AVENUE,13 AVENUE,BAY RIDGE PARKWAY,,,,
58838754,2023-09-17T05:36:39.000,2023-09-17T06:32:03.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11228,1203 BAY RIDGE PARKWAY,BAY RIDGE PARKWAY,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T06:32:10.000,10 BROOKLYN,3062100077,BROOKLYN,981679,165678,MOBILE,Unspecified,BROOKLYN,40.62142393897949,-74.00926127264769,"{'latitude': '40.62142393897949', 'longitude': '-74.00926127264769', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12 AVENUE,13 AVENUE,,12 AVENUE,13 AVENUE,BAY RIDGE PARKWAY,,,,
58842629,2023-09-17T05:36:31.000,2023-09-17T05:40:40.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,EAST  178 STREET,EAST  178 STREET,INTERSECTION,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T05:40:44.000,05 BRONX,,BRONX,1011671,248756,ONLINE,Unspecified,BRONX,40.84941019962024,-73.90088532827458,"{'latitude': '40.84941019962024', 'longitude': '-73.90088532827458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  178 STREET,VALENTINE AVENUE,,EAST  178 STREET,VALENTINE AVENUE,,,,,
58838237,2023-09-17T05:36:14.000,2023-09-17T05:47:47.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10305,20 FATHER CAPODANNO BOULEVARD,FATHER CAPODANNO BOULEVARD,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T05:47:50.000,02 STATEN ISLAND,5031250116,STATEN ISLAND,966982,156412,ONLINE,Unspecified,STATEN ISLAND,40.59597421974536,-74.06217919709624,"{'latitude': '40.59597421974536', 'longitude': '-74.06217919709624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LILY POND AVENUE,ROBIN ROAD,,LILY POND AVENUE,ROBIN ROAD,FATHER CAPODANNO BOULEVARD,,,,
58843996,2023-09-17T05:36:00.000,2023-09-17T05:49:30.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11209,476 BAY RIDGE PARKWAY,BAY RIDGE PARKWAY,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T05:49:35.000,10 BROOKLYN,3059410038,BROOKLYN,977770,168767,MOBILE,Unspecified,BROOKLYN,40.62990059887612,-74.02334526246865,"{'latitude': '40.62990059887612', 'longitude': '-74.02334526246865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4 AVENUE,5 AVENUE,,4 AVENUE,5 AVENUE,BAY RIDGE PARKWAY,,,,
58840263,2023-09-17T05:35:36.000,2023-09-17T06:44:18.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10463,3042 HEATH AVENUE,HEATH AVENUE,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T06:44:22.000,08 BRONX,2032570004,BRONX,1011286,258813,PHONE,Unspecified,BRONX,40.87701479465447,-73.9022363597529,"{'latitude': '40.87701479465447', 'longitude': '-73.9022363597529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALBANY CRESCENT,SUMMIT PLACE,,ALBANY CRESCENT,SUMMIT PLACE,HEATH AVENUE,,,,
58842980,2023-09-17T05:35:28.000,2023-09-17T05:58:21.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11228,1410 BAY RIDGE PARKWAY,BAY RIDGE PARKWAY,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T05:58:30.000,11 BROOKLYN,3062230012,BROOKLYN,982933,164675,MOBILE,Unspecified,BROOKLYN,40.61867118794675,-74.0047439101723,"{'latitude': '40.61867118794675', 'longitude': '-74.0047439101723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14 AVENUE,15 AVENUE,,14 AVENUE,15 AVENUE,BAY RIDGE PARKWAY,,,,
58839266,2023-09-17T05:35:04.000,2023-09-17T05:42:31.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11378,59-40 54 AVENUE,54 AVENUE,ADDRESS,MASPETH,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T05:42:45.000,02 QUEENS,,QUEENS,1009952,204984,MOBILE,Unspecified,QUEENS,40.72927307125436,-73.90726623462052,"{'latitude': '40.72927307125436', 'longitude': '-73.90726623462052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNNAMED STREET,MAURICE AVENUE,,UNNAMED STREET,MAURICE AVENUE,54 AVENUE,,,,
58838760,2023-09-17T05:34:51.000,2023-09-17T05:58:08.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11204,1782 BAY RIDGE PARKWAY,BAY RIDGE PARKWAY,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T05:58:15.000,11 BROOKLYN,3062260038,BROOKLYN,985193,162883,MOBILE,Unspecified,BROOKLYN,40.61375256676063,-73.99660350973888,"{'latitude': '40.61375256676063', 'longitude': '-73.99660350973888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17 AVENUE,18 AVENUE,,17 AVENUE,18 AVENUE,BAY RIDGE PARKWAY,,,,
58842716,2023-09-17T05:34:29.000,2023-09-17T05:46:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11106,34 AVENUE,34 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T05:47:00.000,01 QUEENS,,QUEENS,1005068,215646,ONLINE,Unspecified,QUEENS,40.75855042840122,-73.92485487691202,"{'latitude': '40.75855042840122', 'longitude': '-73.92485487691202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34 AVENUE,34 STREET,,34 AVENUE,34 STREET,,,,,
58840454,2023-09-17T05:34:25.000,2023-09-17T07:01:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11239,911 ERSKINE STREET,ERSKINE STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-17T07:01:56.000,05 BROOKLYN,3045867501,BROOKLYN,1020973,177807,MOBILE,Unspecified,BROOKLYN,40.65463968119303,-73.867650262116,"{'latitude': '40.65463968119303', 'longitude': '-73.867650262116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SCHROEDERS AVENUE,GATEWAY DRIVE,,SCHROEDERS AVENUE,GATEWAY DRIVE,ERSKINE STREET,,,,
