unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,vehicle_type,taxi_company_borough,bridge_highway_direction,road_ramp
58859947,2023-09-15T16:00:42.000,2023-09-15T16:59:30.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T16:59:34.000,0 Unspecified,,Unspecified,1023923,203839,ONLINE,Unspecified,Unspecified,40.72607870057355,-73.85686517491425,"{'latitude': '40.72607870057355', 'longitude': '-73.85686517491425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823621,2023-09-15T16:00:42.000,2023-09-18T10:45:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10460,SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,EAST  180 STREET,EAST  181 STREET,,,BLOCKFACE,BRONX,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-18T10:45:00.000,06 BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,N/A,,,,,,,,
58851155,2023-09-15T16:00:23.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Park,,,,,,,,,,,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-18T10:49:17.000,0 Unspecified,,Unspecified,990862,229352,UNKNOWN,Unspecified,Unspecified,40.79619182235699,-73.97611968295165,"{'latitude': '40.79619182235699', 'longitude': '-73.97611968295165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58831552,2023-09-15T16:00:07.000,2023-09-16T04:20:06.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Sidewalk,,,,,,,,,,,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-16T04:20:13.000,0 Unspecified,,Unspecified,1027116,203037,ONLINE,Unspecified,Unspecified,40.72386251191259,-73.84535039363533,"{'latitude': '40.72386251191259', 'longitude': '-73.84535039363533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58862358,2023-09-15T16:00:07.000,2023-11-13T12:16:06.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11356,20-34 126 STREET,126 STREET,20 AVENUE,22 AVENUE,20 AVENUE,22 AVENUE,ADDRESS,COLLEGE POINT,126 STREET,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-11-13T12:16:08.000,07 QUEENS,4041700033,QUEENS,1027914,224011,PHONE,Unspecified,QUEENS,40.78142682936176,-73.84233522417443,"{'latitude': '40.78142682936176', 'longitude': '-73.84233522417443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58856052,2023-09-15T15:59:53.000,2023-09-15T16:50:04.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T16:50:09.000,0 Unspecified,,Unspecified,1006986,215517,ONLINE,Unspecified,Unspecified,40.75819163242598,-73.91793206091299,"{'latitude': '40.75819163242598', 'longitude': '-73.91793206091299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58820080,2023-09-15T15:59:34.000,2023-09-27T08:45:11.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10021,403 EAST   69 STREET,EAST   69 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-27T00:00:00.000,08 MANHATTAN,1014647503,MANHATTAN,996134,218261,PHONE,Unspecified,MANHATTAN,40.765744452075396,-73.95709861514187,"{'latitude': '40.765744452075396', 'longitude': '-73.95709861514187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58855935,2023-09-15T15:59:29.000,2023-09-15T16:17:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T16:17:18.000,0 Unspecified,,Unspecified,993994,231869,ONLINE,Unspecified,Unspecified,40.80309740133016,-73.96480430235007,"{'latitude': '40.80309740133016', 'longitude': '-73.96480430235007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58826098,2023-09-15T15:59:28.000,2023-09-22T19:33:41.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10032,155 AUDUBON AVENUE,AUDUBON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,12 MANHATTAN,1021290037,MANHATTAN,1001881,246530,PHONE,Unspecified,MANHATTAN,40.84332546223854,-73.93627764419634,"{'latitude': '40.84332546223854', 'longitude': '-73.93627764419634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825954,2023-09-15T15:59:28.000,2023-09-22T19:33:42.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10032,155 AUDUBON AVENUE,AUDUBON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,12 MANHATTAN,1021290037,MANHATTAN,1001881,246530,PHONE,Unspecified,MANHATTAN,40.84332546223854,-73.93627764419634,"{'latitude': '40.84332546223854', 'longitude': '-73.93627764419634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58820992,2023-09-15T15:59:28.000,2023-09-22T19:33:42.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10032,155 AUDUBON AVENUE,AUDUBON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,12 MANHATTAN,1021290037,MANHATTAN,1001881,246530,PHONE,Unspecified,MANHATTAN,40.84332546223854,-73.93627764419634,"{'latitude': '40.84332546223854', 'longitude': '-73.93627764419634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58826089,2023-09-15T15:59:28.000,2023-09-22T19:33:41.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10032,155 AUDUBON AVENUE,AUDUBON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,12 MANHATTAN,1021290037,MANHATTAN,1001881,246530,PHONE,Unspecified,MANHATTAN,40.84332546223854,-73.93627764419634,"{'latitude': '40.84332546223854', 'longitude': '-73.93627764419634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825195,2023-09-15T15:59:28.000,2023-10-07T14:14:56.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10032,155 AUDUBON AVENUE,AUDUBON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,12 MANHATTAN,1021290037,MANHATTAN,1001881,246530,PHONE,Unspecified,MANHATTAN,40.84332546223854,-73.93627764419634,"{'latitude': '40.84332546223854', 'longitude': '-73.93627764419634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58821929,2023-09-15T15:59:28.000,2023-10-07T14:14:56.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10032,155 AUDUBON AVENUE,AUDUBON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,12 MANHATTAN,1021290037,MANHATTAN,1001881,246530,PHONE,Unspecified,MANHATTAN,40.84332546223854,-73.93627764419634,"{'latitude': '40.84332546223854', 'longitude': '-73.93627764419634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825974,2023-09-15T15:59:28.000,2023-10-07T14:14:56.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10032,155 AUDUBON AVENUE,AUDUBON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-07T00:00:00.000,12 MANHATTAN,1021290037,MANHATTAN,1001881,246530,PHONE,Unspecified,MANHATTAN,40.84332546223854,-73.93627764419634,"{'latitude': '40.84332546223854', 'longitude': '-73.93627764419634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825243,2023-09-15T15:59:28.000,2023-09-22T19:33:40.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10032,155 AUDUBON AVENUE,AUDUBON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,12 MANHATTAN,1021290037,MANHATTAN,1001881,246530,PHONE,Unspecified,MANHATTAN,40.84332546223854,-73.93627764419634,"{'latitude': '40.84332546223854', 'longitude': '-73.93627764419634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58832746,2023-09-15T15:59:16.000,2023-10-05T10:32:46.000,DOT,Department of Transportation,Street Sign - Dangling,Street Cleaning - ASP,Street,11207,661 BARBEY STREET,BARBEY STREET,DUMONT AVENUE,LIVONIA AVENUE,DUMONT AVENUE,LIVONIA AVENUE,ADDRESS,BROOKLYN,BARBEY STREET,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-05T10:32:50.000,05 BROOKLYN,3040770004,BROOKLYN,1015909,182074,PHONE,Unspecified,BROOKLYN,40.66637119845942,-73.88588086778813,"{'latitude': '40.66637119845942', 'longitude': '-73.88588086778813', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825711,2023-09-15T15:58:55.000,2023-09-15T19:53:08.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T19:53:13.000,0 Unspecified,,Unspecified,1020858,186912,ONLINE,Unspecified,Unspecified,40.67963132749468,-73.86801527942592,"{'latitude': '40.67963132749468', 'longitude': '-73.86801527942592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825727,2023-09-15T15:58:37.000,2023-09-15T17:54:46.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T17:54:53.000,0 Unspecified,,Unspecified,1058219,205813,MOBILE,Unspecified,Unspecified,40.73127652326555,-73.73310872868674,"{'latitude': '40.73127652326555', 'longitude': '-73.73310872868674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58870121,2023-09-15T15:58:32.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,,,,,,,,,,,In Progress,,,0 Unspecified,,Unspecified,998277,202522,MOBILE,Unspecified,Unspecified,40.72254170000931,-73.94939518428781,"{'latitude': '40.72254170000931', 'longitude': '-73.94939518428781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58859079,2023-09-15T15:58:19.000,2023-09-15T16:00:07.000,DOT,Department of Transportation,Curb Condition,Defacement,Curb,,,,,,,,,,,Closed,The Department of Transportation inspected the condition you reported and issued a notice to the responsible party to correct the condition.,2023-09-15T16:00:11.000,0 Unspecified,,Unspecified,,174786,UNKNOWN,Unspecified,Unspecified,,,,,,,,,,,,
58863363,2023-09-15T15:58:14.000,2023-09-15T16:34:30.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T16:34:34.000,0 Unspecified,,Unspecified,998864,192792,PHONE,Unspecified,Unspecified,40.69583421028216,-73.9472986002166,"{'latitude': '40.69583421028216', 'longitude': '-73.9472986002166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58866295,2023-09-15T15:58:04.000,2023-09-15T15:58:04.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11207,930 BLAKE AVENUE,BLAKE AVENUE,WARWICK STREET,ASHFORD STREET,WARWICK STREET,ASHFORD STREET,ADDRESS,BROOKLYN,BLAKE AVENUE,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-15T15:58:04.000,05 BROOKLYN,3040630095,BROOKLYN,1016355,183175,PHONE,Unspecified,BROOKLYN,40.669391589481236,-73.88426795915517,"{'latitude': '40.669391589481236', 'longitude': '-73.88426795915517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58858555,2023-09-15T15:58:01.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Letter Grading,Restaurant/Bar/Deli/Bakery,,,,,,,,,,,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T12:17:19.000,0 Unspecified,,Unspecified,986298,184277,ONLINE,Unspecified,Unspecified,40.67247430802953,-73.99261703453695,"{'latitude': '40.67247430802953', 'longitude': '-73.99261703453695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58863745,2023-09-15T15:57:49.000,2023-09-15T16:42:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T16:42:52.000,0 Unspecified,,Unspecified,987468,203024,ONLINE,Unspecified,Unspecified,40.723930104078065,-73.98839027012176,"{'latitude': '40.723930104078065', 'longitude': '-73.98839027012176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58860282,2023-09-15T15:57:48.000,2023-09-15T16:23:46.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,,,,,,,,,,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-15T16:23:51.000,0 Unspecified,,Unspecified,995075,186649,MOBILE,Unspecified,Unspecified,40.67897853144617,-73.96097246171655,"{'latitude': '40.67897853144617', 'longitude': '-73.96097246171655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58820567,2023-09-15T15:57:43.000,2023-09-15T17:23:58.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T17:24:00.000,0 Unspecified,,Unspecified,,192918,MOBILE,Unspecified,Unspecified,,,,,,,,,,,,
58848955,2023-09-15T15:57:35.000,2023-09-18T15:32:12.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,,,,,,,,,,,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-18T12:11:49.000,0 Unspecified,,Unspecified,1004707,154307,PHONE,Unspecified,Unspecified,40.59018963245453,-73.92634412249794,"{'latitude': '40.59018963245453', 'longitude': '-73.92634412249794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824839,2023-09-15T15:57:34.000,2023-10-25T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11379,73-01 METROPOLITAN AVENUE,METROPOLITAN AVENUE,,,,,ADDRESS,MIDDLE VILLAGE,,Closed,The Department of Buildings reviewed this complaint and referred it to the Department of Transportation for further action.,2023-10-25T00:00:00.000,05 QUEENS,4030580079,QUEENS,1017743,198974,UNKNOWN,Unspecified,QUEENS,40.712751017435615,-73.87918595730211,"{'latitude': '40.712751017435615', 'longitude': '-73.87918595730211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58869485,2023-09-15T15:57:31.000,2023-09-15T16:23:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T16:23:43.000,0 Unspecified,,Unspecified,,247344,MOBILE,Unspecified,Unspecified,,,,,,,,,,,,
58866416,2023-09-15T15:57:18.000,2023-09-28T12:38:43.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10471,6060 SPENCER AVENUE,SPENCER AVENUE,DEAD END,WEST  261 STREET,DEAD END,WEST  261 STREET,ADDRESS,BRONX,SPENCER AVENUE,Closed,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-28T12:38:51.000,08 BRONX,2058750906,BRONX,1012214,270481,ONLINE,Unspecified,BRONX,40.909036840527534,-73.89883193579419,"{'latitude': '40.909036840527534', 'longitude': '-73.89883193579419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58867709,2023-09-15T15:57:05.000,2023-09-15T16:21:27.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,,,,,,,,,,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-15T16:21:31.000,0 Unspecified,,Unspecified,1006423,254427,ONLINE,Unspecified,Unspecified,40.8649901290014,-73.91983573445799,"{'latitude': '40.8649901290014', 'longitude': '-73.91983573445799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58846472,2023-09-15T15:57:03.000,2023-10-11T14:33:02.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Restaurant,Business,11101,28-17 JACKSON AVENUE,JACKSON AVENUE,ORCHARD STREET,QUEENS PLAZA SOUTH,ORCHARD STREET,QUEENS PLAZA SOUTH,ADDRESS,LONG ISLAND CITY,JACKSON AVENUE,Closed,"The Department of Consumer and Worker Protection (DCWP) provided information about your complaint. You can find it in the Notes to Customer section of your NYC311 Service Request.  If you didn't get the information, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-10-11T14:33:05.000,02 QUEENS,4004200001,QUEENS,1001281,211987,ONLINE,Unspecified,QUEENS,40.748515509988614,-73.93853378033907,"{'latitude': '40.748515509988614', 'longitude': '-73.93853378033907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58864500,2023-09-15T15:56:35.000,2023-09-27T16:02:05.000,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,11412,BRINKERHOFF AVENUE,BRINKERHOFF AVENUE,BRINKERHOFF AVENUE,DUNKIRK STREET,BRINKERHOFF AVENUE,DUNKIRK STREET,INTERSECTION,,,Closed,"The Department of Transportation inspected the condition, sent notice to responsible party, and temporary repairs were made to make the area safe.",2023-09-27T16:02:09.000,12 QUEENS,,QUEENS,1047384,194596,PHONE,Unspecified,QUEENS,40.70057262174277,-73.77230804662608,"{'latitude': '40.70057262174277', 'longitude': '-73.77230804662608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58820534,2023-09-15T15:56:30.000,2023-09-15T18:31:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T18:31:46.000,0 Unspecified,,Unspecified,1011203,212534,ONLINE,Unspecified,Unspecified,40.74999221034486,-73.90272233298013,"{'latitude': '40.74999221034486', 'longitude': '-73.90272233298013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58820031,2023-09-15T15:56:29.000,2023-09-28T15:12:16.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10021,403 EAST   69 STREET,EAST   69 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,08 MANHATTAN,1014647503,MANHATTAN,996134,218261,PHONE,Unspecified,MANHATTAN,40.765744452075396,-73.95709861514187,"{'latitude': '40.765744452075396', 'longitude': '-73.95709861514187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58821856,2023-09-15T15:56:18.000,2023-10-03T16:13:29.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10029,1932 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,11 MANHATTAN,1016710051,MANHATTAN,999357,225823,ONLINE,Unspecified,MANHATTAN,40.786495229918074,-73.94544654743721,"{'latitude': '40.786495229918074', 'longitude': '-73.94544654743721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823001,2023-09-15T15:56:00.000,2023-09-18T12:15:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11226,750 OCEAN AVENUE,OCEAN AVENUE,BEVERLEY RD,CORTELYOU RD,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-18T12:15:00.000,14 BROOKLYN,3051500013,BROOKLYN,995370,174025,PHONE,Unspecified,BROOKLYN,40.64432807707226,-73.95992971344045,"{'latitude': '40.64432807707226', 'longitude': '-73.95992971344045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58825601,2023-09-15T15:56:00.000,2023-09-19T07:59:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Vehicular (AA4)",,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVE,78 RD,,,ADDRESS,FRESH MEADOWS,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-19T07:59:00.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58850155,2023-09-15T15:55:44.000,2023-09-20T08:51:17.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,,,,,,,,,,,Closed,The Department of Sanitation collected the requested items.,2023-09-18T12:37:52.000,0 Unspecified,,Unspecified,1002927,189704,ONLINE,Unspecified,Unspecified,40.687350723231745,-73.93265506690541,"{'latitude': '40.687350723231745', 'longitude': '-73.93265506690541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58870128,2023-09-15T15:55:38.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11420,116-20 126 STREET,126 STREET,116 AVENUE,ROCKAWAY BOULEVARD,116 AVENUE,ROCKAWAY BOULEVARD,ADDRESS,SOUTH OZONE PARK,126 STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-29T07:52:34.000,10 QUEENS,4116820060,QUEENS,1036309,185766,PHONE,Unspecified,QUEENS,40.67640843970843,-73.8123179856182,"{'latitude': '40.67640843970843', 'longitude': '-73.8123179856182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58864473,2023-09-15T15:55:34.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,,,,,,,,,,,In Progress,,,0 Unspecified,,Unspecified,,183013,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,
58823991,2023-09-15T15:55:31.000,2023-09-15T17:27:24.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T17:27:27.000,0 Unspecified,,Unspecified,1064022,206303,PHONE,Unspecified,Unspecified,40.7325710134378,-73.71216496817021,"{'latitude': '40.7325710134378', 'longitude': '-73.71216496817021', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58820620,2023-09-15T15:55:26.000,2023-09-15T17:21:36.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T17:21:40.000,0 Unspecified,,Unspecified,,212798,MOBILE,Unspecified,Unspecified,,,,,,,,,,,,
58832910,2023-09-15T15:55:24.000,2023-09-16T12:09:15.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,,,,,,,,,,,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-16T12:09:14.000,0 Unspecified,,Unspecified,,221417,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,
