unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,taxi_pick_up_location,due_date,vehicle_type,taxi_company_borough
58870964,2023-09-20T14:41:37.000,2023-09-20T15:25:23.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11229,1966 EAST   15 STREET,EAST   15 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T15:25:27.000,15 BROOKLYN,3072930034,BROOKLYN,996187,158600,PHONE,Unspecified,BROOKLYN,40.60198861960062,-73.95701297750887,"{'latitude': '40.60198861960062', 'longitude': '-73.95701297750887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE S,AVENUE T,AVENUE S,AVENUE T,EAST   15 STREET,,,,,
58872911,2023-09-20T14:41:34.000,,TLC,Taxi and Limousine Commission,Taxi Report,Driver Report - Passenger,,11369,LAGUARDIA AIRPORT,LAGUARDIA AIRPORT,UNRECOGNIZED,EAST ELMHURST,In Progress,,,80 QUEENS,4009260001,QUEENS,1018236,221443,PHONE,Unspecified,QUEENS,40.77442086598845,-73.87729410513894,"{'latitude': '40.77442086598845', 'longitude': '-73.87729410513894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",94 STREET,GRAND CENTRAL PARKWAY ET    7 EB,94 STREET,GRAND CENTRAL PARKWAY ET    7 EB,LA GUARDIA AIRPORT,,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369",,,
58879580,2023-09-20T14:41:32.000,2023-09-20T14:51:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10468,2305 GRAND AVENUE,GRAND AVENUE,ADDRESS,BRONX,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-20T14:52:02.000,07 BRONX,2032090060,BRONX,1010518,252663,ONLINE,Unspecified,BRONX,40.86013724883418,-73.90503759569498,"{'latitude': '40.86013724883418', 'longitude': '-73.90503759569498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EVELYN PLACE,NORTH STREET,EVELYN PLACE,NORTH STREET,GRAND AVENUE,,,,,
58871453,2023-09-20T14:41:08.000,2023-09-20T14:48:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11215,480 2 STREET,2 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T14:48:47.000,06 BROOKLYN,3009760027,BROOKLYN,990062,183953,ONLINE,Unspecified,BROOKLYN,40.67158332974394,-73.97904823124534,"{'latitude': '40.67158332974394', 'longitude': '-73.97904823124534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,2 STREET,,,,,
58872987,2023-09-20T14:41:05.000,2023-09-20T14:54:29.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11230,800 EAST   17 STREET,EAST   17 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T14:54:34.000,14 BROOKLYN,3066900045,BROOKLYN,995186,169220,PHONE,Unspecified,BROOKLYN,40.631139607748594,-73.96060053460052,"{'latitude': '40.631139607748594', 'longitude': '-73.96060053460052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WALDORF COURT,WELLINGTON COURT,WALDORF COURT,WELLINGTON COURT,EAST   17 STREET,,,,,
58870941,2023-09-20T14:40:58.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,,11220,479 62 STREET,62 STREET,ADDRESS,BROOKLYN,Open,,2023-09-20T14:40:58.000,07 BROOKLYN,3057910047,BROOKLYN,979260,171985,UNKNOWN,Unspecified,BROOKLYN,40.63873429000333,-74.01797967292458,"{'latitude': '40.63873429000333', 'longitude': '-74.01797967292458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,
58876859,2023-09-20T14:40:57.000,2023-09-20T14:40:57.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Vacant Lot,10456,1342 COLLEGE AVENUE,COLLEGE AVENUE,ADDRESS,BRONX,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-20T14:40:57.000,04 BRONX,2027830020,BRONX,1008812,244009,PHONE,Unspecified,BRONX,40.83638949587066,-73.91123671594772,"{'latitude': '40.83638949587066', 'longitude': '-73.91123671594772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST 169 STREET,EAST 170 STREET,EAST  169 STREET,EAST  170 STREET,COLLEGE AVENUE,,,,,
58881108,2023-09-20T14:40:55.000,2023-09-26T20:39:07.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,11222,551 GRAHAM AVENUE,GRAHAM AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-26T20:39:09.000,01 BROOKLYN,3026990027,BROOKLYN,998896,202297,ONLINE,Unspecified,BROOKLYN,40.72192312633556,-73.94716252544724,"{'latitude': '40.72192312633556', 'longitude': '-73.94716252544724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ENGERT AVENUE,BROOME STREET,ENGERT AVENUE,BROOME STREET,GRAHAM AVENUE,,,,,
58876485,2023-09-20T14:40:49.000,2023-09-20T14:44:47.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11205,343 MYRTLE AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T14:44:44.000,02 BROOKLYN,3020440089,BROOKLYN,991865,191845,ONLINE,Unspecified,BROOKLYN,40.69324370499709,-73.97253965039125,"{'latitude': '40.69324370499709', 'longitude': '-73.97253965039125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CARLTON AVENUE,ADELPHI STREET,CARLTON AVENUE,ADELPHI STREET,MYRTLE AVENUE,,,,,
58876879,2023-09-20T14:40:44.000,2023-10-25T14:56:35.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11239,613 VANDALIA AVENUE,VANDALIA AVENUE,ADDRESS,BROOKLYN,Closed,"NYC Parks inspected and determined this site does not rate high enough to be repaired by NYC Parks at this time.   We understand conditions may become worse over time. In three years, you may submit a service request via 311, the Parks website, or NYC Tree Map for a new inspection.   You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.",2023-10-25T14:56:43.000,05 BROOKLYN,3044520858,BROOKLYN,1020259,178685,PHONE,Unspecified,BROOKLYN,40.65705252853763,-73.87021882706662,"{'latitude': '40.65705252853763', 'longitude': '-73.87021882706662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ESSEX STREET,BERRIMAN STREET,ESSEX STREET,BERRIMAN STREET,VANDALIA AVENUE,,,,,
58875330,2023-09-20T14:40:40.000,2023-09-28T13:09:59.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10031,22 ST NICHOLAS PLACE,ST NICHOLAS PLACE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,09 MANHATTAN,1020540035,MANHATTAN,1000324,240914,PHONE,Unspecified,MANHATTAN,40.82791414073471,-73.94191844508924,"{'latitude': '40.82791414073471', 'longitude': '-73.94191844508924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58874029,2023-09-20T14:40:39.000,2023-09-28T13:09:59.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10031,22 ST NICHOLAS PLACE,ST NICHOLAS PLACE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,09 MANHATTAN,1020540035,MANHATTAN,1000324,240914,PHONE,Unspecified,MANHATTAN,40.82791414073471,-73.94191844508924,"{'latitude': '40.82791414073471', 'longitude': '-73.94191844508924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58874730,2023-09-20T14:40:39.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11220,6124 5 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:42:06.000,07 BROOKLYN,3057910047,BROOKLYN,979542,171982,UNKNOWN,Unspecified,BROOKLYN,40.638726210027905,-74.01696358513306,"{'latitude': '40.638726210027905', 'longitude': '-74.01696358513306', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,2023-11-14T07:42:06.000,,
58877544,2023-09-20T14:40:32.000,2023-09-20T15:25:02.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11232,199 22 STREET,22 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T15:25:05.000,07 BROOKLYN,3006430064,BROOKLYN,985554,180305,PHONE,Unspecified,BROOKLYN,40.66157219273386,-73.99529989574611,"{'latitude': '40.66157219273386', 'longitude': '-73.99529989574611', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,22 STREET,,,,,
58872608,2023-09-20T14:40:30.000,2023-09-23T15:20:34.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10034,600 ACADEMY STREET,ACADEMY STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-23T00:00:00.000,12 MANHATTAN,1022240029,MANHATTAN,1005308,254263,PHONE,Unspecified,MANHATTAN,40.86454272910359,-73.92386741876558,"{'latitude': '40.86454272910359', 'longitude': '-73.92386741876558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58871292,2023-09-20T14:40:30.000,2023-09-23T15:20:35.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10034,600 ACADEMY STREET,ACADEMY STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,12 MANHATTAN,1022240029,MANHATTAN,1005308,254263,PHONE,Unspecified,MANHATTAN,40.86454272910359,-73.92386741876558,"{'latitude': '40.86454272910359', 'longitude': '-73.92386741876558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58877975,2023-09-20T14:40:30.000,2023-09-23T15:20:34.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10034,600 ACADEMY STREET,ACADEMY STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-23T00:00:00.000,12 MANHATTAN,1022240029,MANHATTAN,1005308,254263,PHONE,Unspecified,MANHATTAN,40.86454272910359,-73.92386741876558,"{'latitude': '40.86454272910359', 'longitude': '-73.92386741876558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58880682,2023-09-20T14:40:30.000,2023-09-23T15:20:33.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10034,600 ACADEMY STREET,ACADEMY STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-23T00:00:00.000,12 MANHATTAN,1022240029,MANHATTAN,1005308,254263,PHONE,Unspecified,MANHATTAN,40.86454272910359,-73.92386741876558,"{'latitude': '40.86454272910359', 'longitude': '-73.92386741876558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58880717,2023-09-20T14:40:27.000,2023-09-20T14:48:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11215,480 2 STREET,2 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T14:48:24.000,06 BROOKLYN,3009760027,BROOKLYN,990062,183953,ONLINE,Unspecified,BROOKLYN,40.67158332974394,-73.97904823124534,"{'latitude': '40.67158332974394', 'longitude': '-73.97904823124534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,2 STREET,,,,,
58879271,2023-09-20T14:40:23.000,2023-09-28T20:45:20.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11232,460 42 STREET,42 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following conditions were reported. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,07 BROOKLYN,3007240032,BROOKLYN,982422,176137,PHONE,Unspecified,BROOKLYN,40.65013185264108,-74.00658766665507,"{'latitude': '40.65013185264108', 'longitude': '-74.00658766665507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58879246,2023-09-20T14:40:22.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11207,256 BRADFORD STREET,BRADFORD STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,05 BROOKLYN,3037240025,BROOKLYN,1014133,184481,ONLINE,Unspecified,BROOKLYN,40.6729840433093,-73.89227202222855,"{'latitude': '40.6729840433093', 'longitude': '-73.89227202222855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58874731,2023-09-20T14:40:08.000,2023-09-25T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11220,507 61 STREET,61 STREET,ADDRESS,BROOKLYN,Closed,The City has removed the graffiti from this property.,2023-09-26T06:31:53.000,07 BROOKLYN,3057830001,BROOKLYN,979716,171954,UNKNOWN,Unspecified,BROOKLYN,40.638649446790204,-74.0163366198982,"{'latitude': '40.638649446790204', 'longitude': '-74.0163366198982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,2023-10-20T14:40:08.000,,
58880169,2023-09-20T14:39:42.000,2023-09-25T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,11220,471 61 STREET,61 STREET,ADDRESS,BROOKLYN,Closed,The City has removed the graffiti from this property.,2023-09-26T06:31:53.000,07 BROOKLYN,3057820044,BROOKLYN,979386,172216,UNKNOWN,Unspecified,BROOKLYN,40.63936840570214,-74.01752584371356,"{'latitude': '40.63936840570214', 'longitude': '-74.01752584371356', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,2023-10-20T14:39:42.000,,
58875733,2023-09-20T14:39:27.000,2023-09-20T15:18:26.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11216,20 HERKIMER PLACE,HERKIMER PLACE,ADDRESS,BROOKLYN,Closed,The Police Department visited the location and no Encampment was found.,2023-09-20T15:18:30.000,03 BROOKLYN,3018660008,BROOKLYN,997760,186670,ONLINE,Unspecified,BROOKLYN,40.67903248101326,-73.95129214979424,"{'latitude': '40.67903248101326', 'longitude': '-73.95129214979424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PERRY PLACE,NOSTRAND AVENUE,PERRY PLACE,NOSTRAND AVENUE,HERKIMER PLACE,,,,,
58878814,2023-09-20T14:39:20.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,,11220,475 61 STREET,61 STREET,ADDRESS,BROOKLYN,Open,,2023-09-20T14:39:20.000,07 BROOKLYN,3057820042,BROOKLYN,979403,172202,UNKNOWN,Unspecified,BROOKLYN,40.63932998801613,-74.01746457968109,"{'latitude': '40.63932998801613', 'longitude': '-74.01746457968109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,
58879979,2023-09-20T14:39:15.000,2023-09-21T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11355,150-56 BOOTH MEMORIAL AVENUE,BOOTH MEMORIAL AVENUE,ADDRESS,FLUSHING,Assigned,The Department of Buildings reviewed this complaint and assigned it to the Special Operations Team for further action.,2023-09-21T00:00:00.000,07 QUEENS,4064300025,QUEENS,1034780,210348,UNKNOWN,Unspecified,QUEENS,40.74388890645755,-73.81764579988752,"{'latitude': '40.74388890645755', 'longitude': '-73.81764579988752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,
58875443,2023-09-20T14:39:15.000,2023-10-17T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10473,2045 STORY AVENUE,STORY AVENUE,ADDRESS,BRONX,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-10-17T00:00:00.000,09 BRONX,2036810001,BRONX,1024593,239819,UNKNOWN,Unspecified,BRONX,40.82483117267298,-73.85423189520691,"{'latitude': '40.82483117267298', 'longitude': '-73.85423189520691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58874874,2023-09-20T14:39:15.000,2023-09-21T00:00:00.000,DOB,Department of Buildings,BEST/Site Safety,Demolition - Unsafe,,10018,439 WEST   36 STREET,WEST   36 STREET,ADDRESS,NEW YORK,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-21T00:00:00.000,04 MANHATTAN,1007340010,MANHATTAN,985021,214510,UNKNOWN,Unspecified,MANHATTAN,40.75545687334513,-73.99721711057144,"{'latitude': '40.75545687334513', 'longitude': '-73.99721711057144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58877509,2023-09-20T14:39:14.000,2023-09-22T00:00:00.000,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,11378,53-91 66 STREET,66 STREET,ADDRESS,MASPETH,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-22T00:00:00.000,05 QUEENS,4024000037,QUEENS,1012233,204813,UNKNOWN,Unspecified,QUEENS,40.72879679631875,-73.89903702046979,"{'latitude': '40.72879679631875', 'longitude': '-73.89903702046979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58872191,2023-09-20T14:39:10.000,2023-09-20T15:59:29.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11104,41-18 GREENPOINT AVENUE,GREENPOINT AVENUE,ADDRESS,SUNNYSIDE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T15:59:34.000,02 QUEENS,4001970001,QUEENS,1005374,208924,PHONE,Unspecified,QUEENS,40.740099513983594,-73.92377144777835,"{'latitude': '40.740099513983594', 'longitude': '-73.92377144777835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41 STREET,42 STREET,41 STREET,42 STREET,GREENPOINT AVENUE,,,,,
58874911,2023-09-20T14:39:04.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,,11220,479 61 STREET,61 STREET,ADDRESS,BROOKLYN,Open,,2023-09-20T14:39:04.000,07 BROOKLYN,3057820042,BROOKLYN,979421,172188,UNKNOWN,Unspecified,BROOKLYN,40.639291570842566,-74.01739971254831,"{'latitude': '40.639291570842566', 'longitude': '-74.01739971254831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,
58873440,2023-09-20T14:38:57.000,2023-09-20T14:56:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11222,118 HURON STREET,HURON STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T14:56:32.000,01 BROOKLYN,3025320019,BROOKLYN,996245,206271,MOBILE,Unspecified,BROOKLYN,40.73283477860328,-73.95671928996492,"{'latitude': '40.73283477860328', 'longitude': '-73.95671928996492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,HURON STREET,,,,,
58873413,2023-09-20T14:38:50.000,2023-09-22T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11220,6024 5 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,Closed,The City has removed the graffiti from this property.,2023-09-25T08:32:34.000,07 BROOKLYN,3057820042,BROOKLYN,979707,172191,UNKNOWN,Unspecified,BROOKLYN,40.63929995651223,-74.0163692076995,"{'latitude': '40.63929995651223', 'longitude': '-74.0163692076995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,2023-10-20T14:38:50.000,,
58886421,2023-09-20T14:38:30.000,2023-09-21T13:30:30.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11385,1048 WYCKOFF AVENUE,WYCKOFF AVENUE,ADDRESS,RIDGEWOOD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T13:30:34.000,05 QUEENS,4035400040,QUEENS,1011106,192524,ONLINE,Unspecified,QUEENS,40.695069929927165,-73.9031522669251,"{'latitude': '40.695069929927165', 'longitude': '-73.9031522669251', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NORMAN STREET,SCHAEFER STREET,NORMAN STREET,SCHAEFER STREET,WYCKOFF AVENUE,,,,,
58903789,2023-09-20T14:38:28.000,2023-09-28T16:34:37.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10459,1278 HOE AVENUE,HOE AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-24T15:19:36.000,03 BRONX,2029870005,BRONX,1014492,241876,ONLINE,Unspecified,BRONX,40.83051740584729,-73.89071970667342,"{'latitude': '40.83051740584729', 'longitude': '-73.89071970667342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FREEMAN STREET,JENNINGS STREET,FREEMAN STREET,JENNINGS STREET,HOE AVENUE,,,,,
58904513,2023-09-20T14:38:24.000,2023-10-20T13:33:22.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11201,151 LAWRENCE STREET,LAWRENCE STREET,ADDRESS,BROOKLYN,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-20T13:33:27.000,02 BROOKLYN,3001520006,BROOKLYN,988050,191211,PHONE,Unspecified,BROOKLYN,40.69150598180174,-73.98629722814603,"{'latitude': '40.69150598180174', 'longitude': '-73.98629722814603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WILLOUGHBY STREET,FULTON STREET,WILLOUGHBY STREET,FULTON STREET,LAWRENCE STREET,,,,,
58875612,2023-09-20T14:38:15.000,2023-11-16T10:10:45.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,,11206,474 LORIMER STREET,LORIMER STREET,ADDRESS,BROOKLYN,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-11-16T10:10:49.000,01 BROOKLYN,3027867501,BROOKLYN,998429,198321,MOBILE,Unspecified,BROOKLYN,40.71101072163446,-73.9488556671115,"{'latitude': '40.71101072163446', 'longitude': '-73.9488556671115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MAUJER STREET,GRAND STREET,MAUJER STREET,GRAND STREET,LORIMER STREET,,"474 LORIMER STREET, BROOKLYN, NY, 11206",,,
58872071,2023-09-20T14:38:00.000,2023-09-28T11:15:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11106,,,INTERSECTION,QUEENS,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-28T11:15:00.000,01 QUEENS,,QUEENS,1002027,219316,PHONE,Unspecified,QUEENS,40.768630267029266,-73.93582202932384,"{'latitude': '40.768630267029266', 'longitude': '-73.93582202932384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,31 DRIVE,VERNON BOULEVARD,,,,,,
58879947,2023-09-20T14:38:00.000,2023-09-25T17:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11249,135 KENT AVENUE,KENT AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T17:00:00.000,01 BROOKLYN,3023330005,BROOKLYN,994675,201478,PHONE,Unspecified,BROOKLYN,40.719681150342815,-73.96239163414805,"{'latitude': '40.719681150342815', 'longitude': '-73.96239163414805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N 6 ST,N 5 ST,,,,N/A,,,,
58872971,2023-09-20T14:37:57.000,2023-09-20T14:55:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11222,102 HURON STREET,HURON STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T14:55:48.000,01 BROOKLYN,3025327501,BROOKLYN,996112,206255,MOBILE,Unspecified,BROOKLYN,40.73279104190722,-73.95719921258858,"{'latitude': '40.73279104190722', 'longitude': '-73.95719921258858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,HURON STREET,,,,,
