unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,due_date,taxi_company_borough
58791069,2023-09-12T22:16:46.000,2023-09-13T09:38:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11354,144-23 28 AVENUE,28 AVENUE,ADDRESS,FLUSHING,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T09:38:06.000,07 QUEENS,4047820072,QUEENS,1032939,220976,ONLINE,Unspecified,QUEENS,40.77307031748854,-73.82421266970246,"{'latitude': '40.77307031748854', 'longitude': '-73.82421266970246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,PARSONS BOULEVARD,146 STREET,PARSONS BOULEVARD,146 STREET,28 AVENUE,,,,,,
58790488,2023-09-12T22:16:43.000,2023-09-12T22:32:10.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11220,775 48 STREET,48 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T22:32:13.000,07 BROOKLYN,3007680046,BROOKLYN,983349,173418,ONLINE,Unspecified,BROOKLYN,40.64266892777269,-74.00324662133268,"{'latitude': '40.64266892777269', 'longitude': '-74.00324662133268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,48 STREET,,,,,,
58798493,2023-09-12T22:16:40.000,2023-09-15T12:53:40.000,DSNY,Department of Sanitation,Missed Collection,Trash,10304,900 TARGEE STREET,TARGEE STREET,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the requested items.,2023-09-14T12:44:55.000,02 STATEN ISLAND,5031520001,STATEN ISLAND,959127,160320,ONLINE,Unspecified,STATEN ISLAND,40.60668209569142,-74.09047826406493,"{'latitude': '40.60668209569142', 'longitude': '-74.09047826406493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,CLOVE ROAD,BALTIC AVENUE,CLOVE ROAD,BALTIC AVENUE,TARGEE STREET,,,,,,
58794759,2023-09-12T22:16:38.000,2023-09-12T22:59:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11208,722 CLEVELAND STREET,CLEVELAND STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T22:59:16.000,05 BROOKLYN,3040800050,BROOKLYN,1016851,182240,ONLINE,Unspecified,BROOKLYN,40.66682341260403,-73.88248450311107,"{'latitude': '40.66682341260403', 'longitude': '-73.88248450311107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,DUMONT AVENUE,LIVONIA AVENUE,DUMONT AVENUE,LIVONIA AVENUE,CLEVELAND STREET,,,,,,
58795957,2023-09-12T22:16:03.000,2023-09-12T23:25:31.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11228,8842 7 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T23:25:37.000,10 BROOKLYN,3060730005,BROOKLYN,978182,164049,MOBILE,Unspecified,BROOKLYN,40.61695096787676,-74.02185672390122,"{'latitude': '40.61695096787676', 'longitude': '-74.02185672390122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,DE RUSSY DRIVE,90 STREET,DE RUSSY DRIVE,90 STREET,7 AVENUE,,,,,,
58791926,2023-09-12T22:15:41.000,2023-09-12T22:18:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11229,EAST   22 STREET,EAST   22 STREET,BLOCKFACE,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T22:18:22.000,Unspecified BROOKLYN,,BROOKLYN,,,ONLINE,Unspecified,BROOKLYN,,,,Residential Building/House,AVENUE R,AVENUE S,AVENUE R,AVENUE S,,,,,,,
58794228,2023-09-12T22:15:17.000,2023-09-13T14:19:10.000,DSNY,Department of Sanitation,Dumpster Complaint,Uncovered,11101,27-08 QUEENS PLAZA SOUTH,QUEENS PLAZA SOUTH,ADDRESS,LONG ISLAND CITY,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T05:26:33.000,02 QUEENS,4004220009,QUEENS,1000965,212562,ONLINE,Unspecified,QUEENS,40.7500943426465,-73.9396728196707,"{'latitude': '40.7500943426465', 'longitude': '-73.9396728196707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,27 STREET,28 STREET,27 STREET,28 STREET,QUEENS PLAZA SOUTH,,,,,,
58795291,2023-09-12T22:15:11.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,11385,78-48 64 LANE,64 LANE,ADDRESS,RIDGEWOOD,,In Progress,,,05 QUEENS,4037200039,QUEENS,1014806,193334,PHONE,Unspecified,QUEENS,40.69728118842205,-73.8898057171644,"{'latitude': '40.69728118842205', 'longitude': '-73.8898057171644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,78 AVENUE,80 AVENUE,78 AVENUE,80 AVENUE,64 LANE,,,,,,
58798265,2023-09-12T22:15:03.000,2023-09-13T02:24:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11420,150-12 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,ADDRESS,SOUTH OZONE PARK,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T02:24:40.000,10 QUEENS,4118410045,QUEENS,1033610,182233,ONLINE,Unspecified,QUEENS,40.66672662702504,-73.82207420759238,"{'latitude': '40.66672662702504', 'longitude': '-73.82207420759238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,150 AVENUE,NORTH CONDUIT AVENUE,150 AVENUE,NORTH CONDUIT AVENUE,LEFFERTS BOULEVARD,,,,,,
58798991,2023-09-12T22:15:00.000,2023-09-13T00:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,INTERSECTION,,N/A,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-13T00:40:00.000,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,BOAT BASIN RD,MERIDIAN RD,,,,,,,
58798839,2023-09-12T22:14:55.000,2023-09-12T22:22:47.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11220,160 67 STREET,67 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T22:22:51.000,10 BROOKLYN,3058480031,BROOKLYN,976292,172128,PHONE,Unspecified,BROOKLYN,40.63912462503852,-74.02867396305633,"{'latitude': '40.63912462503852', 'longitude': '-74.02867396305633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,SEDGWICK PLACE,BERGEN PLACE,SEDGWICK PLACE,BERGEN PLACE,67 STREET,,,,,,
58791947,2023-09-12T22:14:35.000,2023-09-12T22:41:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10452,1207 OGDEN AVENUE,OGDEN AVENUE,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T22:41:18.000,04 BRONX,2025280028,BRONX,1004585,244588,MOBILE,Unspecified,BRONX,40.83798942722498,-73.9265106794127,"{'latitude': '40.83798942722498', 'longitude': '-73.9265106794127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,WEST  167 STREET,WEST  168 STREET,WEST  167 STREET,WEST  168 STREET,OGDEN AVENUE,,,,,,
58800376,2023-09-12T22:14:27.000,2023-09-13T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,11374,98-51 64 AVENUE,64 AVENUE,ADDRESS,REGO PARK,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-13T00:00:00.000,06 QUEENS,4021000029,QUEENS,1023780,205498,UNKNOWN,Unspecified,QUEENS,40.73063288494794,-73.85737135299327,"{'latitude': '40.73063288494794', 'longitude': '-73.85737135299327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58790415,2023-09-12T22:14:25.000,2023-09-12T22:30:11.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,10014,117 BARROW STREET,BARROW STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T22:30:16.000,02 MANHATTAN,1006030028,MANHATTAN,981931,205901,MOBILE,Unspecified,MANHATTAN,40.731827048942016,-74.00836735679671,"{'latitude': '40.731827048942016', 'longitude': '-74.00836735679671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,GREENWICH STREET,WASHINGTON STREET,GREENWICH STREET,WASHINGTON STREET,BARROW STREET,,,,,,
58796791,2023-09-12T22:14:04.000,2023-09-13T06:29:51.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11411,114-54 211 STREET,211 STREET,ADDRESS,CAMBRIA HEIGHTS,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T06:29:54.000,13 QUEENS,4110290169,QUEENS,1055327,195013,MOBILE,Unspecified,QUEENS,40.70165695029151,-73.74365747341646,"{'latitude': '40.70165695029151', 'longitude': '-73.74365747341646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,MURDOCK AVENUE,115 AVENUE,MURDOCK AVENUE,115 AVENUE,211 STREET,,,,,,
58794793,2023-09-12T22:14:03.000,2023-09-12T22:47:10.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11216,133 MAC DONOUGH STREET,MAC DONOUGH STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T22:47:14.000,03 BROOKLYN,3018520049,BROOKLYN,1000534,187499,ONLINE,Unspecified,BROOKLYN,40.681303229075446,-73.94128899636222,"{'latitude': '40.681303229075446', 'longitude': '-73.94128899636222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,TOMPKINS AVENUE,THROOP AVENUE,TOMPKINS AVENUE,THROOP AVENUE,MAC DONOUGH STREET,,,,,,
58788693,2023-09-12T22:14:00.000,2023-09-13T01:20:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),10033,614 WEST  177 STREET,WEST  177 STREET,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-13T01:20:00.000,12 MANHATTAN,1021440021,MANHATTAN,1001916,247847,PHONE,Unspecified,MANHATTAN,40.84694016970561,-73.93614767679588,"{'latitude': '40.84694016970561', 'longitude': '-73.93614767679588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,ST NICHOLAS AVE,WADSWORTH AVE,,,,,,,,,
58792915,2023-09-12T22:14:00.000,2023-09-12T22:30:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),11212,79 RIVERDALE AVENUE,RIVERDALE AVENUE,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,2023-09-12T22:30:00.000,16 BROOKLYN,3035840007,BROOKLYN,1008160,179830,PHONE,Unspecified,BROOKLYN,40.66023623598486,-73.91382111950817,"{'latitude': '40.66023623598486', 'longitude': '-73.91382111950817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,STRAUSS ST,HERZL ST,,,,,,,,,
58796652,2023-09-12T22:13:57.000,2023-11-14T10:58:40.000,DOT,Department of Transportation,Bike Rack Condition,Bike Rack Repair,11367,72-02 MAIN STREET,MAIN STREET,ADDRESS,FLUSHING,,Closed,"The Department of Transportation inspected the condition and determined it was in compliance with Department of Transportation standards, not hazardous, or a valid permit exists.",2023-11-14T10:58:43.000,08 QUEENS,4066210002,QUEENS,1033654,204022,ONLINE,Unspecified,QUEENS,40.72653199449306,-73.82175578525107,"{'latitude': '40.72653199449306', 'longitude': '-73.82175578525107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,72 AVENUE,72 ROAD,72 AVENUE,72 ROAD,MAIN STREET,,,,,,
58790468,2023-09-12T22:13:47.000,2023-09-12T22:59:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11222,102 HURON STREET,HURON STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-12T22:59:53.000,01 BROOKLYN,3025327501,BROOKLYN,996112,206255,ONLINE,Unspecified,BROOKLYN,40.73279104190722,-73.95719921258858,"{'latitude': '40.73279104190722', 'longitude': '-73.95719921258858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,HURON STREET,,,,,,
58795170,2023-09-12T22:13:45.000,2023-09-12T23:01:40.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11370,72-02 32 AVENUE,32 AVENUE,ADDRESS,EAST ELMHURST,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T23:01:43.000,03 QUEENS,4011680001,QUEENS,1013368,214986,MOBILE,Unspecified,QUEENS,40.756715459452046,-73.8948978924909,"{'latitude': '40.756715459452046', 'longitude': '-73.8948978924909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,72 STREET,73 STREET,72 STREET,73 STREET,32 AVENUE,,,,,,
58794741,2023-09-12T22:13:35.000,2023-09-12T22:23:10.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10031,472 WEST  141 STREET,WEST  141 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T22:23:13.000,09 MANHATTAN,1020570054,MANHATTAN,998437,238895,MOBILE,Unspecified,MANHATTAN,40.822375793185,-73.94874117046957,"{'latitude': '40.822375793185', 'longitude': '-73.94874117046957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,CONVENT AVENUE,AMSTERDAM AVENUE,CONVENT AVENUE,AMSTERDAM AVENUE,WEST  141 STREET,,,,,,
58791943,2023-09-12T22:13:27.000,2023-09-12T22:32:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11377,47-21 44 STREET,44 STREET,ADDRESS,WOODSIDE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T22:32:31.000,02 QUEENS,4001710019,QUEENS,1006127,209189,ONLINE,Unspecified,QUEENS,40.7408250421911,-73.92105329425804,"{'latitude': '40.7408250421911', 'longitude': '-73.92105329425804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,47 AVENUE,48 AVENUE,47 AVENUE,48 AVENUE,44 STREET,,,,,,
58791935,2023-09-12T22:13:22.000,2023-09-12T22:54:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11222,81 INDIA STREET,INDIA STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T22:54:31.000,01 BROOKLYN,3025327502,BROOKLYN,996188,206008,ONLINE,Unspecified,BROOKLYN,40.732112985386046,-73.95692542563819,"{'latitude': '40.732112985386046', 'longitude': '-73.95692542563819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,INDIA STREET,,,,,,
58797659,2023-09-12T22:13:12.000,2023-09-12T22:23:53.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10031,472 WEST  141 STREET,WEST  141 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T22:23:56.000,09 MANHATTAN,1020570054,MANHATTAN,998437,238895,MOBILE,Unspecified,MANHATTAN,40.822375793185,-73.94874117046957,"{'latitude': '40.822375793185', 'longitude': '-73.94874117046957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,CONVENT AVENUE,AMSTERDAM AVENUE,CONVENT AVENUE,AMSTERDAM AVENUE,WEST  141 STREET,,,,,,
58799098,2023-09-12T22:12:59.000,2023-09-12T22:36:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10473,639 ROSEDALE AVENUE,ROSEDALE AVENUE,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T22:36:18.000,09 BRONX,2035510001,BRONX,1021373,237085,ONLINE,Unspecified,BRONX,40.81734124374338,-73.86588156709864,"{'latitude': '40.81734124374338', 'longitude': '-73.86588156709864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,RANDALL AVENUE,SEWARD AVENUE,RANDALL AVENUE,SEWARD AVENUE,ROSEDALE AVENUE,,,,,,
58789114,2023-09-12T22:12:59.000,2023-09-12T22:21:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11212,409 EAST   96 STREET,EAST   96 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T22:21:42.000,17 BROOKLYN,3046710043,BROOKLYN,1007079,178923,ONLINE,Unspecified,BROOKLYN,40.657749574639,-73.91772043916143,"{'latitude': '40.657749574639', 'longitude': '-73.91772043916143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,LENOX ROAD,WILLMOHR STREET,LENOX ROAD,WILLMOHR STREET,EAST   96 STREET,,,,,,
58797736,2023-09-12T22:12:28.000,2023-09-12T22:19:09.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),11235,131 IRWIN STREET,IRWIN STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T22:19:12.000,15 BROOKLYN,3087520035,BROOKLYN,999856,150391,ONLINE,Unspecified,BROOKLYN,40.57945086100569,-73.94381929177716,"{'latitude': '40.57945086100569', 'longitude': '-73.94381929177716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,HAMPTON AVENUE,ORIENTAL BOULEVARD,HAMPTON AVENUE,ORIENTAL BOULEVARD,IRWIN STREET,,,,,,
58793820,2023-09-12T22:12:14.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,11692,315 BEACH   63 STREET,BEACH   63 STREET,ADDRESS,ARVERNE,,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-13T09:26:01.000,14 QUEENS,4159080026,QUEENS,1041950,155122,MOBILE,Unspecified,QUEENS,40.59226243998078,-73.7922432644853,"{'latitude': '40.59226243998078', 'longitude': '-73.7922432644853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,DEAD END,BEACH CHANNEL DRIVE,DEAD END,BEACH CHANNEL DRIVE,BEACH   63 STREET,,,,,,
58793015,2023-09-12T22:11:36.000,2023-09-12T22:34:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11212,87 EAST   91 STREET,EAST   91 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T22:34:08.000,17 BROOKLYN,3045940077,BROOKLYN,1003904,180561,MOBILE,Unspecified,BROOKLYN,40.662253138816,-73.92915889415447,"{'latitude': '40.662253138816', 'longitude': '-73.92915889415447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST NEW YORK AVENUE,RUTLAND ROAD,EAST NEW YORK AVENUE,RUTLAND ROAD,EAST   91 STREET,,,,,,
58808066,2023-09-12T22:11:27.000,2023-10-25T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,11378,60-03 56 ROAD,56 ROAD,ADDRESS,MASPETH,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-25T00:00:00.000,05 QUEENS,4027030132,QUEENS,1010321,203248,UNKNOWN,Unspecified,QUEENS,40.72450709671638,-73.90594159555592,"{'latitude': '40.72450709671638', 'longitude': '-73.90594159555592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58806427,2023-09-12T22:11:27.000,2023-09-13T00:00:00.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,11235,3042 BRIGHTON    4 STREET,BRIGHTON    4 STREET,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-13T00:00:00.000,13 BROOKLYN,3086730052,BROOKLYN,994350,149919,UNKNOWN,Unspecified,BROOKLYN,40.57816329698903,-73.96364127952006,"{'latitude': '40.57816329698903', 'longitude': '-73.96364127952006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58792423,2023-09-12T22:11:25.000,2023-09-12T22:11:25.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10019,119 WEST   57 STREET,WEST   57 STREET,ADDRESS,NEW YORK,,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-12T22:11:25.000,05 MANHATTAN,1010100021,MANHATTAN,990352,217862,ONLINE,Unspecified,MANHATTAN,40.764655181906875,-73.97797206653752,"{'latitude': '40.764655181906875', 'longitude': '-73.97797206653752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Other (Explain Below),AVENUE OF THE AMERICAS,6 1/2 AVENUE,AVENUE OF THE AMERICAS,6 1/2 AVENUE,WEST   57 STREET,,,,,,
58792936,2023-09-12T22:11:00.000,2023-09-14T00:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),11232,172 29 STREET,29 STREET,ADDRESS,BROOKLYN,N/A,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-14T00:00:00.000,07 BROOKLYN,3006690001,BROOKLYN,984291,178976,ONLINE,Unspecified,BROOKLYN,40.657924476271475,-73.99985222872913,"{'latitude': '40.657924476271475', 'longitude': '-73.99985222872913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,4 AVE,5 AVE,,,,,,,,,
58796798,2023-09-12T22:10:57.000,2023-09-13T06:50:58.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,11420,135-06 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,ADDRESS,SOUTH OZONE PARK,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T06:51:02.000,10 QUEENS,4118050033,QUEENS,1033913,183525,MOBILE,Unspecified,QUEENS,40.67027117706191,-73.82097248182106,"{'latitude': '40.67027117706191', 'longitude': '-73.82097248182106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,135 AVENUE,149 AVENUE,135 AVENUE,149 AVENUE,LEFFERTS BOULEVARD,,,,,,
58796237,2023-09-12T22:10:45.000,2023-09-12T22:25:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10314,67 STEPHEN LOOP,STEPHEN LOOP,ADDRESS,STATEN ISLAND,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T22:25:08.000,02 STATEN ISLAND,,STATEN ISLAND,938849,154190,ONLINE,Unspecified,STATEN ISLAND,40.58977582334748,-74.16346635963967,"{'latitude': '40.58977582334748', 'longitude': '-74.16346635963967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,NOME AVENUE,BEND,NOME AVENUE,BEND,STEPHEN LOOP,,,,,,
58796221,2023-09-12T22:10:33.000,2023-09-12T22:18:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11229,EAST   22 STREET,EAST   22 STREET,BLOCKFACE,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T22:18:07.000,Unspecified BROOKLYN,,BROOKLYN,,,ONLINE,Unspecified,BROOKLYN,,,,Residential Building/House,AVENUE R,AVENUE S,AVENUE R,AVENUE S,,,,,,,
58793394,2023-09-12T22:10:30.000,2023-09-12T22:17:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11385,2112 GREENE AVENUE,GREENE AVENUE,ADDRESS,RIDGEWOOD,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T22:17:50.000,05 QUEENS,4033710017,QUEENS,1009891,197947,ONLINE,Unspecified,QUEENS,40.70995838823379,-73.90751313170067,"{'latitude': '40.70995838823379', 'longitude': '-73.90751313170067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,GRANDVIEW AVENUE,RICARD STREET,GRANDVIEW AVENUE,RICARD STREET,GREENE AVENUE,,,,,,
58790455,2023-09-12T22:10:27.000,2023-09-12T22:16:05.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11203,740 CLARKSON AVENUE,CLARKSON AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-12T22:16:07.000,17 BROOKLYN,3048510001,BROOKLYN,1002437,178418,ONLINE,Unspecified,BROOKLYN,40.65637421183081,-73.9344523438765,"{'latitude': '40.65637421183081', 'longitude': '-73.9344523438765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,EAST   46 STREET,SCHENECTADY AVENUE,EAST   46 STREET,SCHENECTADY AVENUE,CLARKSON AVENUE,,,,,,
