unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,due_date,bridge_highway_direction,taxi_company_borough,road_ramp
58813507,2023-09-14T19:02:13.000,2023-09-14T23:06:39.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11201,42 ADAMS STREET,ADAMS STREET,WATER STREET,FRONT STREET,WATER STREET,FRONT STREET,ADDRESS,BROOKLYN,ADAMS STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T23:06:44.000,02 BROOKLYN,,BROOKLYN,987416,195345,ONLINE,Unspecified,BROOKLYN,40.702853099287914,-73.98858148423466,"{'latitude': '40.702853099287914', 'longitude': '-73.98858148423466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58813731,2023-09-14T19:02:01.000,2023-09-15T12:36:43.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Street Not Swept,Street,11204,1651 66 STREET,66 STREET,CAMERON COURT,WALLASTON COURT,CAMERON COURT,WALLASTON COURT,ADDRESS,BROOKLYN,66 STREET,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-15T12:36:28.000,11 BROOKLYN,3055520063,BROOKLYN,985864,165371,ONLINE,Unspecified,BROOKLYN,40.62058151400615,-73.99418611225934,"{'latitude': '40.62058151400615', 'longitude': '-73.99418611225934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58813851,2023-09-14T19:02:00.000,2023-09-15T18:19:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11231,554 COURT STREET,COURT STREET,W 9 ST,GARNET ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-15T18:19:00.000,06 BROOKLYN,3003820033,BROOKLYN,984399,185194,PHONE,Unspecified,BROOKLYN,40.674991502606964,-73.99946284015022,"{'latitude': '40.674991502606964', 'longitude': '-73.99946284015022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58816436,2023-09-14T19:02:00.000,2023-09-14T21:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11368,,,,,34 AVENUE,102 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-14T21:00:00.000,03 QUEENS,,QUEENS,1021309,214629,UNKNOWN,Unspecified,QUEENS,40.755705868959424,-73.86623667327757,"{'latitude': '40.755705868959424', 'longitude': '-73.86623667327757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58818466,2023-09-14T19:02:00.000,2023-09-17T14:00:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10459,,,,,DAWSON STREET,INTERVALE AVENUE,INTERSECTION,BRONX,,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-17T14:00:00.000,02 BRONX,,BRONX,1012727,238119,ONLINE,Unspecified,BRONX,40.82021138356236,-73.89711352192947,"{'latitude': '40.82021138356236', 'longitude': '-73.89711352192947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58816478,2023-09-14T19:01:54.000,2023-09-14T19:56:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10473,450 ZEREGA AVENUE,ZEREGA AVENUE,EFFINGHAM AVENUE,LACOMBE AVENUE,EFFINGHAM AVENUE,LACOMBE AVENUE,ADDRESS,BRONX,ZEREGA AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T19:56:38.000,09 BRONX,2035130032,BRONX,1027315,236846,ONLINE,Unspecified,BRONX,40.816658287841484,-73.8444158117639,"{'latitude': '40.816658287841484', 'longitude': '-73.8444158117639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815366,2023-09-14T19:01:51.000,2023-09-14T20:12:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,EAST  182 STREET,EAST  182 STREET,EAST  182 STREET,VALENTINE AVENUE,EAST  182 STREET,VALENTINE AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T20:12:58.000,05 BRONX,,BRONX,1012252,250926,ONLINE,Unspecified,BRONX,40.85536437765752,-73.89877621081811,"{'latitude': '40.85536437765752', 'longitude': '-73.89877621081811', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58811418,2023-09-14T19:01:25.000,2023-09-18T12:05:37.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11207,399 LIBERTY AVENUE,LIBERTY AVENUE,NEW JERSEY AVENUE,VERMONT STREET,NEW JERSEY AVENUE,VERMONT STREET,ADDRESS,BROOKLYN,LIBERTY AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T12:05:42.000,05 BROOKLYN,3036880037,BROOKLYN,1013354,185077,MOBILE,Unspecified,BROOKLYN,40.6746225234761,-73.89507773480193,"{'latitude': '40.6746225234761', 'longitude': '-73.89507773480193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815111,2023-09-14T19:01:20.000,2023-09-14T20:22:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10034,581 WEST  214 STREET,WEST  214 STREET,SEAMAN AVENUE,INDIAN ROAD,SEAMAN AVENUE,INDIAN ROAD,ADDRESS,NEW YORK,WEST  214 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T20:22:19.000,12 MANHATTAN,1022500032,MANHATTAN,1006531,256786,MOBILE,Unspecified,MANHATTAN,40.87146459050654,-73.9194374276599,"{'latitude': '40.87146459050654', 'longitude': '-73.9194374276599', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58817181,2023-09-14T19:01:15.000,2023-10-25T12:55:49.000,DSNY,Department of Sanitation,Dumpster Complaint,Uncovered,Sidewalk,10458,2525 VALENTINE AVENUE,VALENTINE AVENUE,EAST FORDHAM ROAD,EAST  192 STREET,EAST FORDHAM ROAD,EAST  192 STREET,ADDRESS,BRONX,VALENTINE AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T04:32:22.000,07 BRONX,,BRONX,1013161,253640,PHONE,Unspecified,BRONX,40.86281055764499,-73.89547858432549,"{'latitude': '40.86281055764499', 'longitude': '-73.89547858432549', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818506,2023-09-14T19:01:00.000,2023-09-14T20:09:52.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11228,1149 71 STREET,71 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,BROOKLYN,71 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T20:09:59.000,10 BROOKLYN,3061650057,BROOKLYN,981926,166833,MOBILE,Unspecified,BROOKLYN,40.624594240769795,-74.00837192530912,"{'latitude': '40.624594240769795', 'longitude': '-74.00837192530912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58813104,2023-09-14T19:00:52.000,2023-10-02T08:18:04.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11691,22-29 DIX AVENUE,DIX AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-02T00:00:00.000,14 QUEENS,4156610055,QUEENS,1052038,160367,PHONE,Unspecified,QUEENS,40.6065874343224,-73.75586758279921,"{'latitude': '40.6065874343224', 'longitude': '-73.75586758279921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815495,2023-09-14T19:00:52.000,2023-10-02T08:18:04.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11691,22-29 DIX AVENUE,DIX AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-02T00:00:00.000,14 QUEENS,4156610055,QUEENS,1052038,160367,PHONE,Unspecified,QUEENS,40.6065874343224,-73.75586758279921,"{'latitude': '40.6065874343224', 'longitude': '-73.75586758279921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58813821,2023-09-14T19:00:44.000,2023-09-14T20:09:55.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11103,30-67 44 STREET,44 STREET,30 ROAD,31 AVENUE,30 ROAD,31 AVENUE,ADDRESS,ASTORIA,44 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T20:09:59.000,01 QUEENS,4007130023,QUEENS,1008297,216418,MOBILE,Unspecified,QUEENS,40.760661177073494,-73.91319665131216,"{'latitude': '40.760661177073494', 'longitude': '-73.91319665131216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815537,2023-09-14T19:00:43.000,2023-09-30T02:02:57.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10009,416 EAST   10 STREET,EAST   10 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-30T00:00:00.000,03 MANHATTAN,1003790017,MANHATTAN,990702,203608,ONLINE,Unspecified,MANHATTAN,40.725531274713894,-73.97672225681723,"{'latitude': '40.725531274713894', 'longitude': '-73.97672225681723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818988,2023-09-14T19:00:43.000,2023-09-30T02:02:57.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10009,416 EAST   10 STREET,EAST   10 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-30T00:00:00.000,03 MANHATTAN,1003790017,MANHATTAN,990702,203608,ONLINE,Unspecified,MANHATTAN,40.725531274713894,-73.97672225681723,"{'latitude': '40.725531274713894', 'longitude': '-73.97672225681723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58811256,2023-09-14T19:00:38.000,2023-09-14T22:15:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11218,800 CORTELYOU ROAD,CORTELYOU ROAD,EAST    8 STREET,EAST    9 STREET,EAST    8 STREET,EAST    9 STREET,ADDRESS,BROOKLYN,CORTELYOU ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T22:15:52.000,12 BROOKLYN,3053920001,BROOKLYN,992410,172011,MOBILE,Unspecified,BROOKLYN,40.6388033012678,-73.97059833977548,"{'latitude': '40.6388033012678', 'longitude': '-73.97059833977548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58810847,2023-09-14T19:00:35.000,2023-09-14T19:26:54.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11223,2790 86 STREET,86 STREET,WEST    9 STREET,WEST    8 STREET,WEST    9 STREET,WEST    8 STREET,ADDRESS,BROOKLYN,86 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T19:26:57.000,13 BROOKLYN,3071400016,BROOKLYN,989914,155441,ONLINE,Unspecified,BROOKLYN,40.593324032330074,-73.97960568864666,"{'latitude': '40.593324032330074', 'longitude': '-73.97960568864666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58814295,2023-09-14T19:00:34.000,2023-09-18T16:14:16.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11221,1225 BUSHWICK AVENUE,BUSHWICK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-18T00:00:00.000,04 BROOKLYN,3033950006,BROOKLYN,1007773,189880,ONLINE,Unspecified,BROOKLYN,40.68782225004939,-73.91518090940696,"{'latitude': '40.68782225004939', 'longitude': '-73.91518090940696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58814362,2023-09-14T19:00:22.000,2023-09-19T16:58:11.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10040,75 WADSWORTH TERRACE,WADSWORTH TERRACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,12 MANHATTAN,1021700420,MANHATTAN,1003404,251462,ONLINE,Unspecified,MANHATTAN,40.85685916630651,-73.93075909564985,"{'latitude': '40.85685916630651', 'longitude': '-73.93075909564985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815465,2023-09-14T19:00:22.000,2023-09-19T16:58:12.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10040,75 WADSWORTH TERRACE,WADSWORTH TERRACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,12 MANHATTAN,1021700420,MANHATTAN,1003404,251462,ONLINE,Unspecified,MANHATTAN,40.85685916630651,-73.93075909564985,"{'latitude': '40.85685916630651', 'longitude': '-73.93075909564985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58816695,2023-09-14T19:00:21.000,2023-09-19T16:58:11.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10040,75 WADSWORTH TERRACE,WADSWORTH TERRACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,12 MANHATTAN,1021700420,MANHATTAN,1003404,251462,ONLINE,Unspecified,MANHATTAN,40.85685916630651,-73.93075909564985,"{'latitude': '40.85685916630651', 'longitude': '-73.93075909564985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58813148,2023-09-14T19:00:17.000,2023-09-18T08:27:21.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10301,247A JERSEY STREET,JERSEY STREET,,,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-18T00:00:00.000,01 STATEN ISLAND,5000490001,STATEN ISLAND,960205,173189,PHONE,Unspecified,STATEN ISLAND,40.64200777852718,-74.0866417859667,"{'latitude': '40.64200777852718', 'longitude': '-74.0866417859667', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818290,2023-09-14T19:00:15.000,2023-09-14T19:29:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11209,9230 3 AVENUE,3 AVENUE,93 STREET,93 STREET,93 STREET,93 STREET,ADDRESS,BROOKLYN,3 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T19:29:04.000,10 BROOKLYN,,BROOKLYN,975092,164715,ONLINE,Unspecified,BROOKLYN,40.61877634446124,-74.03298769840984,"{'latitude': '40.61877634446124', 'longitude': '-74.03298769840984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58810675,2023-09-14T19:00:06.000,2023-09-21T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10027,160 WEST  125 STREET,WEST  125 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The City inspected the property for cleaning, but no graffiti was found.",2023-09-25T08:32:34.000,10 MANHATTAN,1019090059,MANHATTAN,998782,233882,UNKNOWN,Unspecified,MANHATTAN,40.80861595299847,-73.94750551085082,"{'latitude': '40.80861595299847', 'longitude': '-73.94750551085082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,2023-10-14T19:00:06.000,,,
58813477,2023-09-14T19:00:04.000,2023-09-20T17:46:33.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,Park,10301,ALLISON POND PARK,ALLISON POND PARK,LOIS PLACE,BRENTWOOD AVENUE,LOIS PLACE,BRENTWOOD AVENUE,UNRECOGNIZED,STATEN ISLAND,ALLISON POND PARK,Closed,Work to correct the reported condition is under review for a future capital project.,2023-09-20T17:46:38.000,01 STATEN ISLAND,5001010300,STATEN ISLAND,956075,171485,ONLINE,Unspecified,STATEN ISLAND,40.63731849098577,-74.10151636205686,"{'latitude': '40.63731849098577', 'longitude': '-74.10151636205686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58810727,2023-09-14T19:00:03.000,2023-09-14T19:35:38.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10314,161 ARDMORE AVENUE,ARDMORE AVENUE,SOUTH GANNON AVENUE,WESTWOOD AVENUE,SOUTH GANNON AVENUE,WESTWOOD AVENUE,ADDRESS,STATEN ISLAND,ARDMORE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T19:35:42.000,02 STATEN ISLAND,5007830031,STATEN ISLAND,945675,160474,PHONE,Unspecified,STATEN ISLAND,40.60705644608096,-74.13892526566883,"{'latitude': '40.60705644608096', 'longitude': '-74.13892526566883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58819277,2023-09-14T18:59:56.000,2023-09-25T12:15:42.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11432,179-29 90 AVENUE,90 AVENUE,179 PLACE,180 STREET,179 PLACE,180 STREET,ADDRESS,JAMAICA,90 AVENUE,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,2023-09-25T12:15:47.000,12 QUEENS,4099150005,QUEENS,1044541,198329,PHONE,Unspecified,QUEENS,40.71083862192911,-73.78252782246877,"{'latitude': '40.71083862192911', 'longitude': '-73.78252782246877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818769,2023-09-14T18:59:49.000,2023-09-14T20:05:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10457,1960 BELMONT AVENUE,BELMONT AVENUE,EAST TREMONT AVENUE,EAST  179 STREET,EAST TREMONT AVENUE,EAST  179 STREET,ADDRESS,BRONX,BELMONT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T20:05:40.000,06 BRONX,2030790042,BRONX,1014232,247501,ONLINE,Unspecified,BRONX,40.84595727239039,-73.89163407756233,"{'latitude': '40.84595727239039', 'longitude': '-73.89163407756233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58813505,2023-09-14T18:59:48.000,2023-09-14T21:41:53.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10455,626 BROOK AVENUE,BROOK AVENUE,WESTCHESTER AVENUE,EAST  153 STREET,WESTCHESTER AVENUE,EAST  153 STREET,ADDRESS,BRONX,BROOK AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T21:41:57.000,01 BRONX,,BRONX,1008090,236880,ONLINE,Unspecified,BRONX,40.8168244102997,-73.91387124222003,"{'latitude': '40.8168244102997', 'longitude': '-73.91387124222003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58813350,2023-09-14T18:59:46.000,2023-09-14T20:44:09.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10462,1989 CRUGER AVENUE,CRUGER AVENUE,DYRE AVENUE LINE,BRONXDALE AVENUE,DYRE AVENUE LINE,BRONXDALE AVENUE,ADDRESS,BRONX,CRUGER AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T20:44:15.000,11 BRONX,2042570065,BRONX,1021087,249005,MOBILE,Unspecified,BRONX,40.85005936735453,-73.86684937010891,"{'latitude': '40.85005936735453', 'longitude': '-73.86684937010891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58812384,2023-09-14T18:59:45.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11421,74-26 91 AVENUE,91 AVENUE,ELDERT LANE,75 STREET,ELDERT LANE,75 STREET,ADDRESS,WOODHAVEN,91 AVENUE,In Progress,,,09 QUEENS,4089420080,QUEENS,1021377,189041,ONLINE,Unspecified,QUEENS,40.68547277939699,-73.8661323744336,"{'latitude': '40.68547277939699', 'longitude': '-73.8661323744336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815340,2023-09-14T18:59:36.000,2023-09-14T19:11:02.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10468,233 LANDING ROAD,LANDING ROAD,CEDAR AVENUE,MAJOR DEEGAN EXPRESSWAY,CEDAR AVENUE,MAJOR DEEGAN EXPRESSWAY,ADDRESS,BRONX,LANDING ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T19:11:07.000,07 BRONX,2032367501,BRONX,1008841,253488,ONLINE,Unspecified,BRONX,40.86240645467484,-73.91109714827905,"{'latitude': '40.86240645467484', 'longitude': '-73.91109714827905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58817519,2023-09-14T18:59:30.000,2023-09-15T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,11238,649 CLASSON AVENUE,CLASSON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-15T00:00:00.000,08 BROOKLYN,3011420008,BROOKLYN,995656,186352,UNKNOWN,Unspecified,BROOKLYN,40.6781626041862,-73.95887827648579,"{'latitude': '40.6781626041862', 'longitude': '-73.95887827648579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58812635,2023-09-14T18:59:24.000,2023-10-02T09:50:33.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,10460,EAST TREMONT AVENUE,EAST TREMONT AVENUE,EAST TREMONT AVENUE,ST LAWRENCE AVENUE,EAST TREMONT AVENUE,ST LAWRENCE AVENUE,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T05:01:56.000,09 BRONX,,BRONX,1020689,245338,PHONE,Unspecified,BRONX,40.83999619155377,-73.86830790137338,"{'latitude': '40.83999619155377', 'longitude': '-73.86830790137338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58810820,2023-09-14T18:59:03.000,2023-09-14T20:16:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,729 EAST   51 STREET,EAST   51 STREET,CLARENDON ROAD,AVENUE D,CLARENDON ROAD,AVENUE D,ADDRESS,BROOKLYN,EAST   51 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T20:16:19.000,17 BROOKLYN,3047720065,BROOKLYN,1004101,173699,MOBILE,Unspecified,BROOKLYN,40.64341801155056,-73.92846902247003,"{'latitude': '40.64341801155056', 'longitude': '-73.92846902247003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818431,2023-09-14T18:59:00.000,2023-09-15T17:59:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10075,350 EAST   77 STREET,EAST   77 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-15T17:59:00.000,08 MANHATTAN,1014510031,MANHATTAN,996764,220361,ONLINE,Unspecified,MANHATTAN,40.77150753639669,-73.95482039782698,"{'latitude': '40.77150753639669', 'longitude': '-73.95482039782698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58816166,2023-09-14T18:59:00.000,2023-09-16T00:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11231,554 COURT STREET,COURT STREET,W 9 ST,GARNET ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-16T00:00:00.000,06 BROOKLYN,3003820033,BROOKLYN,984399,185194,PHONE,Unspecified,BROOKLYN,40.674991502606964,-73.99946284015022,"{'latitude': '40.674991502606964', 'longitude': '-73.99946284015022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58814178,2023-09-14T18:58:57.000,2023-09-14T19:07:55.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,80 WOODRUFF AVENUE,WOODRUFF AVENUE,ST PAULS PLACE,OCEAN AVENUE,ST PAULS PLACE,OCEAN AVENUE,ADDRESS,BROOKLYN,WOODRUFF AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T19:07:58.000,14 BROOKLYN,3050590016,BROOKLYN,994457,177362,ONLINE,Unspecified,BROOKLYN,40.653488517173436,-73.9632146069062,"{'latitude': '40.653488517173436', 'longitude': '-73.9632146069062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
