unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,due_date,taxi_company_borough,bridge_highway_direction
58843330,2023-09-17T12:19:20.000,2023-09-17T13:01:46.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11217,614 ATLANTIC AVENUE,ATLANTIC AVENUE,FLATBUSH AVENUE,FORT GREENE PLACE,FLATBUSH AVENUE,FORT GREENE PLACE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T13:01:50.000,02 BROOKLYN,3011180001,BROOKLYN,990845,188333,ONLINE,Unspecified,BROOKLYN,40.68360489077067,-73.97622129641071,"{'latitude': '40.68360489077067', 'longitude': '-73.97622129641071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58842567,2023-09-17T12:19:12.000,2023-09-17T12:40:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11103,41-28 NEWTOWN ROAD,NEWTOWN ROAD,41 STREET,42 STREET,41 STREET,42 STREET,ADDRESS,ASTORIA,NEWTOWN ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T12:40:28.000,01 QUEENS,4006820026,QUEENS,1007771,216889,MOBILE,Unspecified,QUEENS,40.761955365504114,-73.91509372388175,"{'latitude': '40.761955365504114', 'longitude': '-73.91509372388175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58837827,2023-09-17T12:18:55.000,2023-09-21T12:51:29.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11235,1244 AVENUE X,AVENUE X,SHEEPSHEAD BAY ROAD,EAST   13 STREET,SHEEPSHEAD BAY ROAD,EAST   13 STREET,ADDRESS,BROOKLYN,AVENUE X,Closed,The Department of Sanitation collected the requested items.,2023-09-20T13:33:04.000,15 BROOKLYN,3074147502,BROOKLYN,996050,154939,ONLINE,Unspecified,BROOKLYN,40.59194009810431,-73.95751273062542,"{'latitude': '40.59194009810431', 'longitude': '-73.95751273062542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58844974,2023-09-17T12:18:37.000,2023-09-17T12:18:37.000,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11215,711 5 AVENUE,5 AVENUE,22 STREET,23 STREET,22 STREET,23 STREET,ADDRESS,BROOKLYN,5 AVENUE,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-17T12:18:37.000,07 BROOKLYN,3008990008,BROOKLYN,985876,179967,ONLINE,Unspecified,BROOKLYN,40.660644404023955,-73.99413936869153,"{'latitude': '40.660644404023955', 'longitude': '-73.99413936869153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58839939,2023-09-17T12:18:21.000,2023-10-10T09:47:32.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10010,20 WEST   26 STREET,WEST   26 STREET,BROADWAY,AVENUE OF THE AMERICAS,BROADWAY,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST   26 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T23:29:48.000,05 MANHATTAN,1008270059,MANHATTAN,987114,210358,PHONE,Unspecified,MANHATTAN,40.74406025045537,-73.98966429059388,"{'latitude': '40.74406025045537', 'longitude': '-73.98966429059388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58840193,2023-09-17T12:18:18.000,2023-09-17T12:35:40.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10467,320 EAST GUN HILL ROAD,EAST GUN HILL ROAD,PERRY AVENUE,HULL AVENUE,PERRY AVENUE,HULL AVENUE,ADDRESS,BRONX,EAST GUN HILL ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T12:35:44.000,07 BRONX,2033480042,BRONX,1019158,259514,ONLINE,Unspecified,BRONX,40.87891119631289,-73.87376716350293,"{'latitude': '40.87891119631289', 'longitude': '-73.87376716350293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58843975,2023-09-17T12:18:18.000,2023-09-26T13:05:56.000,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,11378,52-21 71 STREET,71 STREET,52 AVENUE,OLD LANE,52 AVENUE,OLD LANE,ADDRESS,MASPETH,71 STREET,Closed,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-09-26T13:05:59.000,05 QUEENS,4024820034,QUEENS,1013877,206299,ONLINE,Unspecified,QUEENS,40.732870145663256,-73.89309891263821,"{'latitude': '40.732870145663256', 'longitude': '-73.89309891263821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58839088,2023-09-17T12:18:17.000,2023-09-17T12:37:19.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10002,69 CLINTON STREET,CLINTON STREET,STANTON STREET,RIVINGTON STREET,STANTON STREET,RIVINGTON STREET,ADDRESS,NEW YORK,CLINTON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T12:37:23.000,03 MANHATTAN,1003490029,MANHATTAN,988422,201352,MOBILE,Unspecified,MANHATTAN,40.719340469424445,-73.98494951594621,"{'latitude': '40.719340469424445', 'longitude': '-73.98494951594621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58842186,2023-09-17T12:18:12.000,2023-09-17T16:55:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10466,1815 SCHIEFFELIN AVENUE,SCHIEFFELIN AVENUE,EAST  223 STREET,EAST  224 STREET,EAST  223 STREET,EAST  224 STREET,ADDRESS,BRONX,SCHIEFFELIN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T16:55:34.000,12 BRONX,2049020075,BRONX,1026634,260661,MOBILE,Unspecified,BRONX,40.88202661413984,-73.84672556055376,"{'latitude': '40.88202661413984', 'longitude': '-73.84672556055376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58838741,2023-09-17T12:18:11.000,2023-09-26T10:21:31.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11373,88 STREET,88 STREET,88 STREET,ST JAMES AVENUE,88 STREET,ST JAMES AVENUE,INTERSECTION,,,Closed,This request required re-assignment to a new DOT unit.,2023-09-26T10:21:43.000,04 QUEENS,,QUEENS,1018346,209277,PHONE,Unspecified,QUEENS,40.74102791284205,-73.87695865082588,"{'latitude': '40.74102791284205', 'longitude': '-73.87695865082588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58838496,2023-09-17T12:18:09.000,2023-09-17T12:49:05.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10019,745 7 AVENUE,7 AVENUE,WEST   49 STREET,WEST   50 STREET,WEST   49 STREET,WEST   50 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T12:49:10.000,05 MANHATTAN,1010020001,MANHATTAN,988790,216386,ONLINE,Unspecified,MANHATTAN,40.760604881971254,-73.98361180988199,"{'latitude': '40.760604881971254', 'longitude': '-73.98361180988199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58841737,2023-09-17T12:18:07.000,2023-09-21T09:33:34.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10027,2 WEST  120 STREET,WEST  120 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-21T00:00:00.000,10 MANHATTAN,1017180037,MANHATTAN,999518,231954,MOBILE,Unspecified,MANHATTAN,40.803322884284654,-73.94485121581603,"{'latitude': '40.803322884284654', 'longitude': '-73.94485121581603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58838590,2023-09-17T12:18:03.000,2023-09-26T11:20:30.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10031,590 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,09 MANHATTAN,1020020069,MANHATTAN,996237,238678,PHONE,Unspecified,MANHATTAN,40.821783449119884,-73.95669034255647,"{'latitude': '40.821783449119884', 'longitude': '-73.95669034255647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58843748,2023-09-17T12:18:02.000,2023-09-17T12:48:03.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10019,777 7 AVENUE,7 AVENUE,WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T12:48:08.000,05 MANHATTAN,1010037501,MANHATTAN,988987,216738,ONLINE,Unspecified,MANHATTAN,40.76157092822629,-73.98290044436438,"{'latitude': '40.76157092822629', 'longitude': '-73.98290044436438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58841034,2023-09-17T12:17:53.000,2023-09-18T13:14:43.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,10452,WEST  162 STREET,WEST  162 STREET,WEST  162 STREET,WOODYCREST AVENUE,WEST  162 STREET,WOODYCREST AVENUE,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T13:14:48.000,04 BRONX,,BRONX,1003889,242147,PHONE,Unspecified,BRONX,40.831291164230585,-73.92903312224563,"{'latitude': '40.831291164230585', 'longitude': '-73.92903312224563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58843744,2023-09-17T12:17:36.000,2023-09-17T13:14:33.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Residential Building/House,11208,1210 SUTTER AVENUE,SUTTER AVENUE,CRYSTAL STREET,CHESTNUT STREET,CRYSTAL STREET,CHESTNUT STREET,ADDRESS,BROOKLYN,SUTTER AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T13:14:39.000,05 BROOKLYN,3042920061,BROOKLYN,1019434,184342,ONLINE,Unspecified,BROOKLYN,40.67258303899206,-73.87316270957298,"{'latitude': '40.67258303899206', 'longitude': '-73.87316270957298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58837086,2023-09-17T12:17:35.000,2023-09-17T14:07:13.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10468,EAST KINGSBRIDGE ROAD,EAST KINGSBRIDGE ROAD,EAST KINGSBRIDGE ROAD,MORRIS AVENUE,EAST KINGSBRIDGE ROAD,MORRIS AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T14:07:17.000,07 BRONX,,BRONX,1012928,255180,PHONE,Unspecified,BRONX,40.867038147919395,-73.89631435413959,"{'latitude': '40.867038147919395', 'longitude': '-73.89631435413959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58844140,2023-09-17T12:17:34.000,,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,10309,14 WILBUR STREET,WILBUR STREET,SEGUINE AVENUE,WALCH PLACE,SEGUINE AVENUE,WALCH PLACE,ADDRESS,STATEN ISLAND,WILBUR STREET,In Progress,,2023-09-18T12:46:03.000,03 STATEN ISLAND,,STATEN ISLAND,929699,126981,PHONE,Unspecified,STATEN ISLAND,40.515040911693255,-74.19619143143596,"{'latitude': '40.515040911693255', 'longitude': '-74.19619143143596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58843536,2023-09-17T12:17:17.000,2023-09-17T12:49:21.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11214,7511 20 AVENUE,20 AVENUE,BAY RIDGE PARKWAY,76 STREET,BAY RIDGE PARKWAY,76 STREET,ADDRESS,BROOKLYN,20 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T12:49:25.000,11 BROOKLYN,3062290005,BROOKLYN,986500,161773,ONLINE,Unspecified,BROOKLYN,40.61070560990961,-73.99189633690841,"{'latitude': '40.61070560990961', 'longitude': '-73.99189633690841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58842568,2023-09-17T12:17:11.000,2023-09-17T12:40:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11103,41-28 NEWTOWN ROAD,NEWTOWN ROAD,41 STREET,42 STREET,41 STREET,42 STREET,ADDRESS,ASTORIA,NEWTOWN ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T12:40:23.000,01 QUEENS,4006820026,QUEENS,1007771,216889,MOBILE,Unspecified,QUEENS,40.761955365504114,-73.91509372388175,"{'latitude': '40.761955365504114', 'longitude': '-73.91509372388175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58843077,2023-09-17T12:17:10.000,2023-09-17T14:13:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11209,117 70 STREET,70 STREET,LOUISE TERRACE,COLONIAL ROAD,LOUISE TERRACE,COLONIAL ROAD,ADDRESS,BROOKLYN,70 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T14:13:55.000,10 BROOKLYN,3058690047,BROOKLYN,975483,171243,MOBILE,Unspecified,BROOKLYN,40.63669472525558,-74.03158777097079,"{'latitude': '40.63669472525558', 'longitude': '-74.03158777097079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58844214,2023-09-17T12:17:00.000,2023-09-18T12:20:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11368,34-29 106 STREET,106 STREET,34 AVE,37 AVE,,,ADDRESS,CORONA,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-18T12:20:00.000,03 QUEENS,4017480076,QUEENS,1022386,214483,PHONE,Unspecified,QUEENS,40.75530055698999,-73.86235010913349,"{'latitude': '40.75530055698999', 'longitude': '-73.86235010913349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58842141,2023-09-17T12:17:00.000,2023-09-18T09:27:00.000,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,11201,56 COURT STREET,COURT STREET,JORALEMON ST,LIVINGSTON ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-18T09:27:00.000,02 BROOKLYN,3002657502,BROOKLYN,986698,191453,ONLINE,Unspecified,BROOKLYN,40.69217069316894,-73.99117244214905,"{'latitude': '40.69217069316894', 'longitude': '-73.99117244214905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58842013,2023-09-17T12:16:39.000,2023-09-23T14:14:43.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11211,390 SOUTH FIFTH STREET,SOUTH FIFTH STREET,HOOPER STREET,HEWES STREET,HOOPER STREET,HEWES STREET,ADDRESS,BROOKLYN,SOUTH    5 STREET,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-22T12:52:08.000,01 BROOKLYN,3024640001,BROOKLYN,997175,197099,MOBILE,Unspecified,BROOKLYN,40.707658542452,-73.9533812501584,"{'latitude': '40.707658542452', 'longitude': '-73.9533812501584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58838745,2023-09-17T12:16:33.000,2023-09-19T12:54:53.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,11205,298 CLASSON AVENUE,CLASSON AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,CLASSON AVENUE,Closed,This request required re-assignment to a new DOT unit.,2023-09-19T12:55:03.000,02 BROOKLYN,3019330121,BROOKLYN,995261,190775,ONLINE,Unspecified,BROOKLYN,40.690303228634036,-73.96029513058312,"{'latitude': '40.690303228634036', 'longitude': '-73.96029513058312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58845165,2023-09-17T12:16:27.000,2023-09-17T14:01:35.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11368,96-10 37 AVENUE,37 AVENUE,JUNCTION BOULEVARD,97 STREET,JUNCTION BOULEVARD,97 STREET,ADDRESS,CORONA,37 AVENUE,Closed,N/A,2023-09-17T14:01:39.000,03 QUEENS,4017590001,QUEENS,1020091,213128,ONLINE,Unspecified,QUEENS,40.75159103046191,-73.87064100125095,"{'latitude': '40.75159103046191', 'longitude': '-73.87064100125095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58843978,2023-09-17T12:16:17.000,2023-09-25T09:21:17.000,DOT,Department of Transportation,Sidewalk Condition,Cellar Door Defective,Sidewalk,10022,952 1 AVENUE,1 AVENUE,EAST   52 STREET,EAST   53 STREET,EAST   52 STREET,EAST   53 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction. It has been referred to the Department of Buildings.,2023-09-25T09:21:22.000,06 MANHATTAN,1013640004,MANHATTAN,993931,214479,PHONE,Unspecified,MANHATTAN,40.755366520003534,-73.96505691734829,"{'latitude': '40.755366520003534', 'longitude': '-73.96505691734829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58837010,2023-09-17T12:16:15.000,2023-09-17T19:58:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10463,110 GALE PLACE,GALE PLACE,ORLOFF AVENUE,BEND,ORLOFF AVENUE,BEND,ADDRESS,BRONX,GALE PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T19:58:21.000,08 BRONX,2032520358,BRONX,1013951,261621,ONLINE,Unspecified,BRONX,40.884713309692785,-73.89258713383025,"{'latitude': '40.884713309692785', 'longitude': '-73.89258713383025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58837054,2023-09-17T12:16:12.000,2023-09-17T14:45:53.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10470,4216 VAN CORTLANDT PARK EAST,VAN CORTLANDT PARK EAST,EAST  233 STREET,EAST  235 STREET,EAST  233 STREET,EAST  235 STREET,ADDRESS,BRONX,VAN CORTLANDT PARK EAST,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T14:45:58.000,12 BRONX,2033630029,BRONX,1018276,265724,ONLINE,Unspecified,BRONX,40.89595912191972,-73.87692505908188,"{'latitude': '40.89595912191972', 'longitude': '-73.87692505908188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58840755,2023-09-17T12:16:07.000,2023-09-17T21:51:29.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11427,89-34 PONTIAC STREET,PONTIAC STREET,88 AVENUE,BRADDOCK AVENUE,88 AVENUE,BRADDOCK AVENUE,ADDRESS,QUEENS VILLAGE,PONTIAC STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T21:51:35.000,13 QUEENS,4079690038,QUEENS,1057927,204998,PHONE,Unspecified,QUEENS,40.72904199506411,-73.73417122595504,"{'latitude': '40.72904199506411', 'longitude': '-73.73417122595504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58838176,2023-09-17T12:15:58.000,2023-09-17T16:08:57.000,NYPD,New York City Police Department,Panhandling,N/A,Store/Commercial,11004,256-03 UNION TURNPIKE,UNION TURNPIKE,256 STREET,257 STREET,256 STREET,257 STREET,ADDRESS,GLEN OAKS,UNION TURNPIKE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T16:09:02.000,13 QUEENS,4085130002,QUEENS,1063343,211068,MOBILE,Unspecified,QUEENS,40.74565578467409,-73.7145589081942,"{'latitude': '40.74565578467409', 'longitude': '-73.7145589081942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58839041,2023-09-17T12:15:39.000,2023-09-17T14:37:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11369,92-20 25 AVENUE,25 AVENUE,92 STREET,93 STREET,92 STREET,93 STREET,ADDRESS,EAST ELMHURST,25 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T14:38:02.000,03 QUEENS,4013660009,QUEENS,1018280,217666,ONLINE,Unspecified,QUEENS,40.76405382412804,-73.8771543681879,"{'latitude': '40.76405382412804', 'longitude': '-73.8771543681879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58838634,2023-09-17T12:15:29.000,2023-09-17T17:48:14.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11418,102-45 86 ROAD,86 ROAD,102 STREET,DEAD END,102 STREET,DEAD END,ADDRESS,RICHMOND HILL,86 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T17:48:16.000,09 QUEENS,4091860028,QUEENS,1027295,192800,MOBILE,Unspecified,QUEENS,40.69576355000559,-73.84477005611764,"{'latitude': '40.69576355000559', 'longitude': '-73.84477005611764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58844747,2023-09-17T12:15:12.000,2023-09-17T12:43:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11216,176 QUINCY STREET,QUINCY STREET,BEDFORD AVENUE,NOSTRAND AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,QUINCY STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T12:43:53.000,03 BROOKLYN,3018070011,BROOKLYN,997086,189426,ONLINE,Unspecified,BROOKLYN,40.68659807529881,-73.953716883915,"{'latitude': '40.68659807529881', 'longitude': '-73.953716883915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58841720,2023-09-17T12:15:03.000,2023-09-26T11:20:30.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10031,590 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,09 MANHATTAN,1020020069,MANHATTAN,996237,238678,PHONE,Unspecified,MANHATTAN,40.821783449119884,-73.95669034255647,"{'latitude': '40.821783449119884', 'longitude': '-73.95669034255647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58844904,2023-09-17T12:14:59.000,2023-09-17T12:14:59.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10451,250 EAST  142 STREET,EAST  142 STREET,,,,,ADDRESS,BRONX,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-17T00:00:00.000,01 BRONX,2023340001,BRONX,1004948,236165,UNKNOWN,Unspecified,BRONX,40.814869856828665,-73.92522480696337,"{'latitude': '40.814869856828665', 'longitude': '-73.92522480696337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58837782,2023-09-17T12:14:30.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-23T09:56:51.000,Unspecified MANHATTAN,,MANHATTAN,982341,201343,MOBILE,Unspecified,MANHATTAN,40.71931654435743,-74.00688671228023,"{'latitude': '40.71931654435743', 'longitude': '-74.00688671228023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,1,,Platform,,,1 Uptown & The Bronx
58837430,2023-09-17T12:14:28.000,2023-09-17T12:44:29.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,125 WEST  112 STREET,WEST  112 STREET,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  112 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T12:44:34.000,10 MANHATTAN,1018220014,MANHATTAN,997235,230786,MOBILE,Unspecified,MANHATTAN,40.8001206946336,-73.9530997837839,"{'latitude': '40.8001206946336', 'longitude': '-73.9530997837839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58845116,2023-09-17T12:14:26.000,2023-09-19T11:33:33.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11372,33-16 90 STREET,90 STREET,NORTHERN BOULEVARD,34 AVENUE,NORTHERN BOULEVARD,34 AVENUE,ADDRESS,JACKSON HEIGHTS,90 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T05:18:23.000,03 QUEENS,4014370012,QUEENS,1018094,214655,PHONE,Unspecified,QUEENS,40.75579012279305,-73.87784097078487,"{'latitude': '40.75579012279305', 'longitude': '-73.87784097078487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
