unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,vehicle_type,taxi_company_borough
58815290,2023-09-14T08:57:00.000,2023-09-19T10:09:00.000,DOT,Department of Transportation,Street Light Condition,Fixture/Luminaire Out Of Position,,10467,3548 HOLLAND AVENUE,HOLLAND AVENUE,211 ST E,212 ST E,HOLLAND AVENUE,EAST 211 STREET,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T10:09:00.000,12 BRONX,2046600010,BRONX,1021743,259013,UNKNOWN,Unspecified,BRONX,40.877525505192466,-73.86442221403458,"{'latitude': '40.877525505192466', 'longitude': '-73.86442221403458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817178,2023-09-14T08:57:00.000,2023-09-23T13:49:08.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,11205,226 TAAFFE PLACE,TAAFFE PLACE,WILLOUGHBY AVENUE,DEKALB AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,ADDRESS,BROOKLYN,TAAFFE PLACE,Closed,The Department of Sanitation cleaned the location.,2023-09-20T14:18:29.000,03 BROOKLYN,3019240036,BROOKLYN,995422,191331,ONLINE,Unspecified,BROOKLYN,40.69182911851555,-73.95971365425164,"{'latitude': '40.69182911851555', 'longitude': '-73.95971365425164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815977,2023-09-14T08:56:56.000,2023-09-15T12:21:29.000,DSNY,Department of Sanitation,Obstruction,Sign,Sidewalk,10013,101 LEONARD STREET,LEONARD STREET,BROADWAY,BENSON PLACE,BROADWAY,BENSON PLACE,ADDRESS,NEW YORK,LEONARD STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-15T12:21:20.000,01 MANHATTAN,1001717503,MANHATTAN,983166,200435,ONLINE,Unspecified,MANHATTAN,40.71682444199187,-74.00391038081685,"{'latitude': '40.71682444199187', 'longitude': '-74.00391038081685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819405,2023-09-14T08:56:54.000,2023-09-15T09:46:27.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11215,600 FOURTH AVENUE,FOURTH AVENUE,PROSPECT EXPRESSWAY,17 STREET,PROSPECT EXPRESSWAY,17 STREET,ADDRESS,BROOKLYN,4 AVENUE,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-14T13:56:04.000,07 BROOKLYN,3006270038,BROOKLYN,986179,181647,MOBILE,Unspecified,BROOKLYN,40.66525557157061,-73.99304677778356,"{'latitude': '40.66525557157061', 'longitude': '-73.99304677778356', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812794,2023-09-14T08:56:42.000,2023-09-14T14:11:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,1658 WEST   11 STREET,WEST   11 STREET,AVENUE P,KINGS HIGHWAY,AVENUE P,KINGS HIGHWAY,ADDRESS,BROOKLYN,WEST   11 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T14:11:54.000,11 BROOKLYN,3066200029,BROOKLYN,988641,160187,ONLINE,Unspecified,BROOKLYN,40.60635156272451,-73.98418628260644,"{'latitude': '40.60635156272451', 'longitude': '-73.98418628260644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813614,2023-09-14T08:56:40.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10014,4 BEDFORD STREET,BEDFORD STREET,AVENUE OF THE AMERICAS,DOWNING STREET,AVENUE OF THE AMERICAS,DOWNING STREET,ADDRESS,NEW YORK,BEDFORD STREET,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-14T10:38:23.000,02 MANHATTAN,1005270002,MANHATTAN,983317,204819,MOBILE,Unspecified,MANHATTAN,40.72885747854418,-74.0033662768412,"{'latitude': '40.72885747854418', 'longitude': '-74.0033662768412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815886,2023-09-14T08:56:40.000,2023-09-14T09:32:08.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10014,4 BEDFORD STREET,BEDFORD STREET,AVENUE OF THE AMERICAS,DOWNING STREET,AVENUE OF THE AMERICAS,DOWNING STREET,ADDRESS,NEW YORK,BEDFORD STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-14T09:32:13.000,02 MANHATTAN,1005270002,MANHATTAN,983317,204819,MOBILE,Unspecified,MANHATTAN,40.72885747854418,-74.0033662768412,"{'latitude': '40.72885747854418', 'longitude': '-74.0033662768412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815954,2023-09-14T08:56:27.000,2023-09-16T12:59:22.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,10309,34 CASE AVENUE,CASE AVENUE,COOPER PLACE,NORMAN PLACE,COOPER PLACE,NORMAN PLACE,ADDRESS,STATEN ISLAND,CASE AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-15T11:58:29.000,03 STATEN ISLAND,5066700050,STATEN ISLAND,930004,127780,ONLINE,Unspecified,STATEN ISLAND,40.517235884796804,-74.19510090968865,"{'latitude': '40.517235884796804', 'longitude': '-74.19510090968865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811171,2023-09-14T08:56:17.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11211,375 KEAP STREET,KEAP STREET,SOUTH    3 STREET,SOUTH    2 STREET,SOUTH    3 STREET,SOUTH    2 STREET,ADDRESS,BROOKLYN,KEAP STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-26T15:40:40.000,01 BROOKLYN,3024230001,BROOKLYN,996988,197939,PHONE,Unspecified,BROOKLYN,40.709964414400815,-73.95405414492262,"{'latitude': '40.709964414400815', 'longitude': '-73.95405414492262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818144,2023-09-14T08:56:13.000,2023-09-14T09:41:42.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11205,184 NOSTRAND AVENUE,NOSTRAND AVENUE,VERNON AVENUE,WILLOUGHBY AVENUE,VERNON AVENUE,WILLOUGHBY AVENUE,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T09:41:46.000,03 BROOKLYN,3017530042,BROOKLYN,997480,192108,ONLINE,Unspecified,BROOKLYN,40.693958966408886,-73.95229096063842,"{'latitude': '40.693958966408886', 'longitude': '-73.95229096063842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812762,2023-09-14T08:56:00.000,2023-09-17T09:40:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10469,3153 SEYMOUR AVENUE,SEYMOUR AVENUE,BEND,BURKE AVE,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-17T09:40:00.000,12 BRONX,2047590019,BRONX,1026709,256801,PHONE,Unspecified,BRONX,40.87143176239056,-73.84647880081135,"{'latitude': '40.87143176239056', 'longitude': '-73.84647880081135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813830,2023-09-14T08:56:00.000,2023-09-15T07:26:00.000,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,10305,26 LANDIS AVENUE,LANDIS AVENUE,CHICAGO AVE,KNAUTH PL,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-15T07:26:00.000,02 STATEN ISLAND,5030950021,STATEN ISLAND,965113,158242,PHONE,Unspecified,STATEN ISLAND,40.60099335961572,-74.06891433682208,"{'latitude': '40.60099335961572', 'longitude': '-74.06891433682208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58817160,2023-09-14T08:55:44.000,2023-09-14T09:28:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11230,814 AVENUE L,AVENUE L,EAST    8 STREET,EAST    9 STREET,EAST    8 STREET,EAST    9 STREET,ADDRESS,BROOKLYN,AVENUE L,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T09:28:53.000,12 BROOKLYN,3065440005,BROOKLYN,993443,165047,MOBILE,Unspecified,BROOKLYN,40.61968757911062,-73.96688577729805,"{'latitude': '40.61968757911062', 'longitude': '-73.96688577729805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812900,2023-09-14T08:55:43.000,2023-09-14T09:48:54.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11355,144-87 41 AVENUE,41 AVENUE,PARSONS BOULEVARD,147 STREET,PARSONS BOULEVARD,147 STREET,ADDRESS,FLUSHING,41 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T09:48:58.000,07 QUEENS,4050250050,QUEENS,1033855,216474,ONLINE,Unspecified,QUEENS,40.7607084269214,-73.82093876740518,"{'latitude': '40.7607084269214', 'longitude': '-73.82093876740518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815683,2023-09-14T08:55:42.000,2023-09-18T10:38:52.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Street/Curbside,11218,399 OCEAN PARKWAY,OCEAN PARKWAY,AVENUE C,CORTELYOU ROAD,AVENUE C,CORTELYOU ROAD,ADDRESS,BROOKLYN,OCEAN PARKWAY,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-18T10:38:57.000,12 BROOKLYN,3053750058,BROOKLYN,991655,172181,UNKNOWN,Unspecified,BROOKLYN,40.63927057829358,-73.97331852722482,"{'latitude': '40.63927057829358', 'longitude': '-73.97331852722482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817500,2023-09-14T08:55:32.000,2023-09-14T08:55:32.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,11354,154-65 26 AVENUE,26 AVENUE,,,,,ADDRESS,FLUSHING,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-14T00:00:00.000,07 QUEENS,4048480045,QUEENS,1037081,221287,UNKNOWN,Unspecified,QUEENS,40.77390014429436,-73.80925594529106,"{'latitude': '40.77390014429436', 'longitude': '-73.80925594529106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58812994,2023-09-14T08:55:32.000,2023-09-14T08:55:32.000,DOB,Department of Buildings,General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,,10023,166 WEST   75 STREET,WEST   75 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-14T00:00:00.000,07 MANHATTAN,1011460061,MANHATTAN,989841,223593,UNKNOWN,Unspecified,MANHATTAN,40.780385616284,-73.9798119844851,"{'latitude': '40.780385616284', 'longitude': '-73.9798119844851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58812894,2023-09-14T08:55:12.000,2023-09-14T18:34:12.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10451,215 EAST  163 STREET,EAST  163 STREET,SHERIDAN AVENUE,SHERMAN AVENUE,SHERIDAN AVENUE,SHERMAN AVENUE,ADDRESS,BRONX,EAST  163 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T18:34:16.000,04 BRONX,2024550044,BRONX,1006502,240919,ONLINE,Unspecified,BRONX,40.827914460363736,-73.9195949450748,"{'latitude': '40.827914460363736', 'longitude': '-73.9195949450748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58810846,2023-09-14T08:55:07.000,2023-09-14T09:04:06.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10002,COLUMBIA STREET,COLUMBIA STREET,COLUMBIA STREET,EAST HOUSTON STREET,COLUMBIA STREET,EAST HOUSTON STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T09:04:10.000,03 MANHATTAN,,MANHATTAN,990140,201569,ONLINE,Unspecified,MANHATTAN,40.71993510515809,-73.97875164371303,"{'latitude': '40.71993510515809', 'longitude': '-73.97875164371303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816833,2023-09-14T08:55:05.000,2023-11-14T14:37:14.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10009,178 1 AVENUE,1 AVENUE,EAST   10 STREET,EAST   11 STREET,EAST   10 STREET,EAST   11 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-11-14T14:37:17.000,03 MANHATTAN,1004380008,MANHATTAN,988659,204953,ONLINE,Unspecified,MANHATTAN,40.72922422618129,-73.98409217968472,"{'latitude': '40.72922422618129', 'longitude': '-73.98409217968472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812977,2023-09-14T08:55:00.000,2023-09-21T13:07:00.000,DOT,Department of Transportation,Street Light Condition,Fixture/Luminaire Hanging,,10453,,,,,LORING PLACE,WEST 180 STREET,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T13:07:00.000,05 BRONX,,BRONX,1008071,251258,UNKNOWN,Unspecified,BRONX,40.856287888803706,-73.91388882169674,"{'latitude': '40.856287888803706', 'longitude': '-73.91388882169674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818021,2023-09-14T08:54:58.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,10009,178 1 AVENUE,1 AVENUE,EAST   10 STREET,EAST   11 STREET,EAST   10 STREET,EAST   11 STREET,ADDRESS,NEW YORK,1 AVENUE,In Progress,,,03 MANHATTAN,1004380008,MANHATTAN,988659,204953,ONLINE,Unspecified,MANHATTAN,40.72922422618129,-73.98409217968472,"{'latitude': '40.72922422618129', 'longitude': '-73.98409217968472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818187,2023-09-14T08:54:52.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10036,350 WEST   46 STREET,WEST   46 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   46 STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-14T13:40:37.000,04 MANHATTAN,1010360053,MANHATTAN,987195,216309,ONLINE,Unspecified,MANHATTAN,40.760394211887004,-73.98936936848393,"{'latitude': '40.760394211887004', 'longitude': '-73.98936936848393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816757,2023-09-14T08:54:52.000,2023-09-14T12:21:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11375,110-88 QUEENS BOULEVARD,QUEENS BOULEVARD,73 ROAD,75 AVENUE,73 ROAD,75 AVENUE,ADDRESS,FOREST HILLS,QUEENS BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T12:21:24.000,06 QUEENS,4032930041,QUEENS,1029113,201214,MOBILE,Unspecified,QUEENS,40.71884892308978,-73.83815789378603,"{'latitude': '40.71884892308978', 'longitude': '-73.83815789378603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811436,2023-09-14T08:54:43.000,2023-09-16T12:27:00.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11214,1849 BENSON AVENUE,BENSON AVENUE,BAY   20 STREET,19 AVENUE,BAY   20 STREET,19 AVENUE,ADDRESS,BROOKLYN,BENSON AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-15T05:21:33.000,11 BROOKLYN,3063710010,BROOKLYN,983337,159404,PHONE,Unspecified,BROOKLYN,40.604203428363185,-74.00328796615034,"{'latitude': '40.604203428363185', 'longitude': '-74.00328796615034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818800,2023-09-14T08:54:42.000,2023-09-14T09:45:36.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11358,29-10 159 STREET,159 STREET,29 AVENUE,32 AVENUE,29 AVENUE,32 AVENUE,ADDRESS,FLUSHING,159 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T09:45:41.000,07 QUEENS,,QUEENS,1038152,220182,MOBILE,Unspecified,QUEENS,40.77086074963879,-73.80539802141905,"{'latitude': '40.77086074963879', 'longitude': '-73.80539802141905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815104,2023-09-14T08:54:37.000,2023-09-14T10:00:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11357,149-15 24 AVENUE,24 AVENUE,149 STREET,150 STREET,149 STREET,150 STREET,ADDRESS,WHITESTONE,24 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T10:00:13.000,07 QUEENS,4046740112,QUEENS,1034983,222547,PHONE,Unspecified,QUEENS,40.77737079587639,-73.81682114858648,"{'latitude': '40.77737079587639', 'longitude': '-73.81682114858648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814093,2023-09-14T08:54:30.000,2023-09-14T11:43:23.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11214,8804 24 AVENUE,24 AVENUE,BATH AVENUE,CROPSEY AVENUE,BATH AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,24 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T11:43:27.000,11 BROOKLYN,3068900050,BROOKLYN,985994,156093,PHONE,Unspecified,BROOKLYN,40.59511527940387,-73.99372022725294,"{'latitude': '40.59511527940387', 'longitude': '-73.99372022725294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813184,2023-09-14T08:54:22.000,2023-09-27T20:59:57.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10454,231 JACKSON AVENUE,JACKSON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,01 BRONX,2025660020,BRONX,1008357,232416,PHONE,Unspecified,BRONX,40.80457125171363,-73.91292266141045,"{'latitude': '40.80457125171363', 'longitude': '-73.91292266141045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815489,2023-09-14T08:54:22.000,2023-09-27T20:59:57.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10454,231 JACKSON AVENUE,JACKSON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,01 BRONX,2025660020,BRONX,1008357,232416,PHONE,Unspecified,BRONX,40.80457125171363,-73.91292266141045,"{'latitude': '40.80457125171363', 'longitude': '-73.91292266141045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813253,2023-09-14T08:54:21.000,2023-09-27T20:59:56.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10454,231 JACKSON AVENUE,JACKSON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,01 BRONX,2025660020,BRONX,1008357,232416,PHONE,Unspecified,BRONX,40.80457125171363,-73.91292266141045,"{'latitude': '40.80457125171363', 'longitude': '-73.91292266141045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817756,2023-09-14T08:54:21.000,2023-09-14T09:31:18.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10039,700 ESPLANADE GDNS PLAZA,ESPLANADE GDNS PLAZA,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-14T00:00:00.000,10 MANHATTAN,1017440001,MANHATTAN,1001924,238226,ONLINE,Unspecified,MANHATTAN,40.820533288941945,-73.93614411094367,"{'latitude': '40.820533288941945', 'longitude': '-73.93614411094367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813178,2023-09-14T08:54:21.000,2023-09-27T20:59:57.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10454,231 JACKSON AVENUE,JACKSON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,01 BRONX,2025660020,BRONX,1008357,232416,PHONE,Unspecified,BRONX,40.80457125171363,-73.91292266141045,"{'latitude': '40.80457125171363', 'longitude': '-73.91292266141045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815767,2023-09-14T08:54:13.000,2023-09-18T10:47:19.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11215,95 PROSPECT PARK WEST,PROSPECT PARK WEST,4 STREET,5 STREET,4 STREET,5 STREET,ADDRESS,BROOKLYN,PROSPECT PARK WEST,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-18T10:47:26.000,55 BROOKLYN,3011170001,BROOKLYN,991322,182426,UNKNOWN,Unspecified,BROOKLYN,40.66739113906443,-73.97450763994523,"{'latitude': '40.66739113906443', 'longitude': '-73.97450763994523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815975,2023-09-14T08:54:11.000,2023-09-16T12:59:12.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10309,15 JOHANNA LANE,JOHANNA LANE,SEGUINE AVENUE,BEND,SEGUINE AVENUE,BEND,ADDRESS,STATEN ISLAND,JOHANNA LANE,Closed,The Department of Sanitation collected the requested items.,2023-09-15T11:56:10.000,03 STATEN ISLAND,5067120250,STATEN ISLAND,928681,129653,PHONE,Unspecified,STATEN ISLAND,40.522368725630464,-74.19987455975257,"{'latitude': '40.522368725630464', 'longitude': '-74.19987455975257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811320,2023-09-14T08:54:08.000,2023-09-15T14:15:02.000,DOT,Department of Transportation,Street Sign - Missing,Street Cleaning - ASP,Street,10456,625 EAST  158 STREET,EAST  158 STREET,EAGLE AVENUE,CAULDWELL AVENUE,EAGLE AVENUE,CAULDWELL AVENUE,ADDRESS,BRONX,EAST  158 STREET,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-15T14:15:06.000,01 BRONX,2026260001,BRONX,1009517,238128,MOBILE,Unspecified,BRONX,40.82024585110337,-73.90871110507689,"{'latitude': '40.82024585110337', 'longitude': '-73.90871110507689', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817659,2023-09-14T08:54:03.000,2023-09-14T09:07:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10038,180 WATER STREET,WATER STREET,FLETCHER STREET,JOHN STREET,FLETCHER STREET,JOHN STREET,ADDRESS,NEW YORK,WATER STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T09:07:57.000,01 MANHATTAN,1000700032,MANHATTAN,982832,196778,ONLINE,Unspecified,MANHATTAN,40.706786799744656,-74.00511446961036,"{'latitude': '40.706786799744656', 'longitude': '-74.00511446961036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814830,2023-09-14T08:54:02.000,2023-09-18T11:00:28.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11212,7 HEGEMAN AVENUE,HEGEMAN AVENUE,HERZL STREET,AMBOY STREET,HERZL STREET,AMBOY STREET,ADDRESS,BROOKLYN,HEGEMAN AVENUE,Closed,The Department of Sanitation removed the items.,2023-09-15T10:43:58.000,16 BROOKLYN,3036210001,BROOKLYN,1008705,178138,ONLINE,Unspecified,BROOKLYN,40.65559058142622,-73.91186291184383,"{'latitude': '40.65559058142622', 'longitude': '-73.91186291184383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815883,2023-09-14T08:53:58.000,2023-09-14T09:05:14.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10031,553 WEST  146 STREET,WEST  146 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  146 STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-14T09:05:20.000,09 MANHATTAN,1020780005,MANHATTAN,998492,240403,ONLINE,Unspecified,MANHATTAN,40.82651473576522,-73.94853925002005,"{'latitude': '40.82651473576522', 'longitude': '-73.94853925002005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
