unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,vehicle_type,taxi_company_borough,taxi_pick_up_location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction,due_date
58942206,2023-09-27T18:51:56.000,2023-09-27T22:27:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,84-25 86 STREET,86 STREET,PARK LANE SOUTH,85 ROAD,PARK LANE SOUTH,85 ROAD,ADDRESS,WOODHAVEN,86 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T22:27:31.000,09 QUEENS,QUEENS,1023302,192941,ONLINE,Unspecified,QUEENS,40.69616908275786,-73.8591688679334,"{'latitude': '40.69616908275786', 'longitude': '-73.8591688679334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58944720,2023-09-27T18:51:51.000,2023-09-27T20:36:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11207,24 COOPER STREET,COOPER STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,COOPER STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T20:36:50.000,04 BROOKLYN,BROOKLYN,1008961,188534,MOBILE,Unspecified,BROOKLYN,40.68412455284372,-73.91090216564201,"{'latitude': '40.68412455284372', 'longitude': '-73.91090216564201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58940618,2023-09-27T18:51:44.000,2023-09-29T15:32:00.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Sidewalk,11226,ROGERS AVENUE,ROGERS AVENUE,ROGERS AVENUE,SNYDER AVENUE,ROGERS AVENUE,SNYDER AVENUE,INTERSECTION,,,Closed,The location does not meet the criteria for Litter Basket placement.,2023-09-28T12:46:51.000,17 BROOKLYN,BROOKLYN,997495,175653,PHONE,Unspecified,BROOKLYN,40.64879366167528,-73.9522692018416,"{'latitude': '40.64879366167528', 'longitude': '-73.9522692018416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58944165,2023-09-27T18:51:38.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11209,138 93 STREET,93 STREET,MARINE AVENUE,RIDGE BOULEVARD,MARINE AVENUE,RIDGE BOULEVARD,ADDRESS,BROOKLYN,93 STREET,In Progress,,,10 BROOKLYN,BROOKLYN,974043,164983,ONLINE,Unspecified,BROOKLYN,40.61951080228029,-74.03676666788272,"{'latitude': '40.61951080228029', 'longitude': '-74.03676666788272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58937359,2023-09-27T18:51:11.000,2023-09-27T19:01:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10040,35 HILLSIDE AVENUE,HILLSIDE AVENUE,BOGARDUS PLACE,ELLWOOD STREET,BOGARDUS PLACE,ELLWOOD STREET,ADDRESS,NEW YORK,HILLSIDE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T19:01:38.000,12 MANHATTAN,MANHATTAN,1003721,252074,ONLINE,Unspecified,MANHATTAN,40.8585382289902,-73.92961137673909,"{'latitude': '40.8585382289902', 'longitude': '-73.92961137673909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021700112,,,,,,,,,
58942998,2023-09-27T18:51:02.000,2023-09-27T18:57:59.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10457,1454 GRAND CONCOURSE,GRAND CONCOURSE,EAST  171 STREET,EAST  172 STREET,EAST  171 STREET,EAST  172 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T18:58:03.000,04 BRONX,BRONX,1008318,245340,ONLINE,Unspecified,BRONX,40.84004406278686,-73.91301717836832,"{'latitude': '40.84004406278686', 'longitude': '-73.91301717836832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2028320030,,,,,,,,,
58937744,2023-09-27T18:51:02.000,2023-11-26T09:51:17.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11233,1748 PROSPECT PLACE,PROSPECT PLACE,HOWARD AVENUE,SARATOGA AVENUE,HOWARD AVENUE,SARATOGA AVENUE,ADDRESS,BROOKLYN,PROSPECT PLACE,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-11-26T09:51:25.000,16 BROOKLYN,BROOKLYN,1006837,184327,MOBILE,Unspecified,BROOKLYN,40.67258296958969,-73.91857454276422,"{'latitude': '40.67258296958969', 'longitude': '-73.91857454276422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3014630016,,,,,,,,,
58939423,2023-09-27T18:50:43.000,2023-10-02T15:44:07.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Street,11230,1359 EAST   17 STREET,EAST   17 STREET,CEDAR STREET,AVENUE N,CEDAR STREET,AVENUE N,ADDRESS,BROOKLYN,EAST   17 STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-28T05:09:12.000,14 BROOKLYN,BROOKLYN,995939,164052,ONLINE,Unspecified,BROOKLYN,40.61695356961603,-73.95789662774799,"{'latitude': '40.61695356961603', 'longitude': '-73.95789662774799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58939193,2023-09-27T18:50:39.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,11373,40-07 75 STREET,75 STREET,ROOSEVELT AVENUE,BROADWAY,ROOSEVELT AVENUE,BROADWAY,ADDRESS,ELMHURST,75 STREET,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-28T09:02:35.000,04 QUEENS,QUEENS,1014605,211350,PHONE,Unspecified,QUEENS,40.74673140691139,-73.89044932977433,"{'latitude': '40.74673140691139', 'longitude': '-73.89044932977433', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4014860023,,,,,,,,,
58943323,2023-09-27T18:50:28.000,2023-09-27T19:09:25.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11101,27-22 QUEENS PLAZA SOUTH,QUEENS PLAZA SOUTH,27 STREET,28 STREET,27 STREET,28 STREET,ADDRESS,LONG ISLAND CITY,QUEENS PLAZA SOUTH,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T19:09:28.000,02 QUEENS,QUEENS,1000988,212549,ONLINE,Unspecified,QUEENS,40.75005861742931,-73.9395898412765,"{'latitude': '40.75005861742931', 'longitude': '-73.9395898412765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58941237,2023-09-27T18:50:25.000,2023-09-27T19:20:37.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11385,1677 CORNELIA STREET,CORNELIA STREET,CORNELIA STREET,CYPRESS AVENUE,CORNELIA STREET,CYPRESS AVENUE,ADDRESS,RIDGEWOOD,CORNELIA STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T19:20:39.000,05 QUEENS,QUEENS,1010163,194059,ONLINE,Unspecified,QUEENS,40.69928595677054,-73.90654699222617,"{'latitude': '40.69928595677054', 'longitude': '-73.90654699222617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4035460071,,,,,,,,,
58944978,2023-09-27T18:50:24.000,2023-09-27T19:16:00.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10034,272 SHERMAN AVENUE,SHERMAN AVENUE,ISHAM STREET,10 AVENUE,ISHAM STREET,10 AVENUE,ADDRESS,NEW YORK,SHERMAN AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-27T19:16:03.000,12 MANHATTAN,MANHATTAN,1006896,254975,ONLINE,Unspecified,MANHATTAN,40.86649302127829,-73.91812379937221,"{'latitude': '40.86649302127829', 'longitude': '-73.91812379937221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1022280042,,,,,,,,,
58941171,2023-09-27T18:50:07.000,2023-09-27T21:22:57.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11374,65-20 BOOTH STREET,BOOTH STREET,64 ROAD,65 ROAD,64 ROAD,65 ROAD,ADDRESS,REGO PARK,BOOTH STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T21:23:01.000,06 QUEENS,QUEENS,1023232,204255,ONLINE,Unspecified,QUEENS,40.727223589985634,-73.85935579548855,"{'latitude': '40.727223589985634', 'longitude': '-73.85935579548855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4030977505,,,,,,,,,
58935707,2023-09-27T18:50:07.000,2023-09-27T19:19:06.000,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10028,1000 5 AVENUE,5 AVENUE,EAST   81 STREET,EAST   82 STREET,EAST   81 STREET,EAST   82 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,NYC Parks has reviewed the reported condition and corrected the problem.,2023-09-27T19:19:08.000,64 MANHATTAN,MANHATTAN,994623,222956,UNKNOWN,Unspecified,MANHATTAN,40.77863290127972,-73.96254609596876,"{'latitude': '40.77863290127972', 'longitude': '-73.96254609596876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1011110001,,,,,,,,,
58938736,2023-09-27T18:50:06.000,2023-10-03T16:42:36.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10030,2518 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,10 MANHATTAN,MANHATTAN,998965,236603,ONLINE,Unspecified,MANHATTAN,40.81608403592885,-73.94683848805919,"{'latitude': '40.81608403592885', 'longitude': '-73.94683848805919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1019400003,,,,,,,,,
58935723,2023-09-27T18:50:00.000,2023-09-28T11:05:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11433,168-14 111 AVENUE,111 AVENUE,168 ST,169 ST,,,ADDRESS,JAMAICA,,Closed,,2023-09-28T11:05:00.000,12 QUEENS,QUEENS,1044302,192059,ONLINE,Unspecified,QUEENS,40.69363062004141,-73.78344581261041,"{'latitude': '40.69363062004141', 'longitude': '-73.78344581261041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4102060032,,,,N/A,,,,,
58939514,2023-09-27T18:50:00.000,2023-09-27T21:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11427,220-46 HILLSIDE AVENUE,HILLSIDE AVENUE,MANOR RD,88 AVE,,,ADDRESS,QUEENS VILLAGE,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T21:00:00.000,13 QUEENS,QUEENS,1055593,205732,ONLINE,Unspecified,QUEENS,40.73107576973474,-73.74258453472655,"{'latitude': '40.73107576973474', 'longitude': '-73.74258453472655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4079450002,,,,N/A,,,,,
58944868,2023-09-27T18:49:57.000,2023-09-27T19:12:24.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,11231,624 CLINTON STREET,CLINTON STREET,CENTRE MALL,BUSH STREET,CENTRE MALL,BUSH STREET,ADDRESS,BROOKLYN,CLINTON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T19:12:28.000,06 BROOKLYN,BROOKLYN,983643,184858,ONLINE,Unspecified,BROOKLYN,40.67406923864178,-74.00218826523523,"{'latitude': '40.67406923864178', 'longitude': '-74.00218826523523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58943121,2023-09-27T18:49:53.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-05T08:00:55.000,Unspecified MANHATTAN,MANHATTAN,992426,215193,ONLINE,Unspecified,MANHATTAN,40.75732778767307,-73.97048827046704,"{'latitude': '40.75732778767307', 'longitude': '-73.97048827046704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,6,,Platform,6 Downtown,
58938924,2023-09-27T18:49:43.000,2023-10-16T20:23:20.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10458,2714 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,07 BRONX,BRONX,1014410,254800,PHONE,Unspecified,BRONX,40.865990225077375,-73.89095788137087,"{'latitude': '40.865990225077375', 'longitude': '-73.89095788137087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032870050,,,,,,,,,
58942644,2023-09-27T18:49:43.000,2023-09-29T15:06:56.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458,2794 VALENTINE AVENUE,VALENTINE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,07 BRONX,BRONX,1014414,255666,PHONE,Unspecified,BRONX,40.86836711613284,-73.89093952142451,"{'latitude': '40.86836711613284', 'longitude': '-73.89093952142451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2033010023,,,,,,,,,
58938633,2023-09-27T18:49:36.000,2023-09-27T20:00:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,230 WEST  129 STREET,WEST  129 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  129 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T20:00:25.000,10 MANHATTAN,MANHATTAN,998910,235019,ONLINE,Unspecified,MANHATTAN,40.81173649041086,-73.94704064861878,"{'latitude': '40.81173649041086', 'longitude': '-73.94704064861878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58937036,2023-09-27T18:49:29.000,2023-09-27T19:22:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208,474 LINWOOD STREET,LINWOOD STREET,PITKIN AVENUE,BELMONT AVENUE,PITKIN AVENUE,BELMONT AVENUE,ADDRESS,BROOKLYN,LINWOOD STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T19:22:43.000,05 BROOKLYN,BROOKLYN,1016831,184734,MOBILE,Unspecified,BROOKLYN,40.673668952502446,-73.8825445418756,"{'latitude': '40.673668952502446', 'longitude': '-73.8825445418756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58942510,2023-09-27T18:49:25.000,2023-09-27T19:24:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11417,104-64 107 AVENUE,107 AVENUE,104 STREET,105 STREET,104 STREET,105 STREET,ADDRESS,OZONE PARK,107 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T19:24:37.000,10 QUEENS,QUEENS,1029798,187359,ONLINE,Unspecified,QUEENS,40.68081675209821,-73.83578048071557,"{'latitude': '40.68081675209821', 'longitude': '-73.83578048071557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58940305,2023-09-27T18:49:14.000,2023-09-27T19:22:27.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11426,83-11 252 STREET,252 STREET,83 AVENUE,HILLSIDE AVENUE,83 AVENUE,HILLSIDE AVENUE,ADDRESS,BELLEROSE,252 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T19:22:33.000,13 QUEENS,QUEENS,1062913,207976,PHONE,Unspecified,QUEENS,40.73717289449408,-73.71614689642506,"{'latitude': '40.73717289449408', 'longitude': '-73.71614689642506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58940876,2023-09-27T18:49:11.000,2023-09-27T19:23:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,184 BAY   26 STREET,BAY   26 STREET,BATH AVENUE,CROPSEY AVENUE,BATH AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,BAY   26 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T19:23:42.000,11 BROOKLYN,BROOKLYN,984053,157861,MOBILE,Unspecified,BROOKLYN,40.59996825172298,-74.00070940662158,"{'latitude': '40.59996825172298', 'longitude': '-74.00070940662158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58939090,2023-09-27T18:49:11.000,2023-10-05T11:25:26.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11102,27-24 21 STREET,21 STREET,27 ROAD,28 AVENUE,27 ROAD,28 AVENUE,ADDRESS,ASTORIA,21 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-27T18:49:11.000,01 QUEENS,QUEENS,1004614,220389,MOBILE,Unspecified,QUEENS,40.77156979077409,-73.92647927553604,"{'latitude': '40.77156979077409', 'longitude': '-73.92647927553604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4005390035,,,,,,,,,
58943598,2023-09-27T18:49:03.000,2023-09-27T19:40:17.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,109-10 34 AVENUE,34 AVENUE,109 STREET,110 STREET,109 STREET,110 STREET,ADDRESS,CORONA,34 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T19:40:20.000,03 QUEENS,QUEENS,1023171,214887,PHONE,Unspecified,QUEENS,40.756406012076184,-73.85951435899514,"{'latitude': '40.756406012076184', 'longitude': '-73.85951435899514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4017530005,,,,,,,,,
58940941,2023-09-27T18:48:43.000,2023-09-27T18:51:29.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10002,400 GRAND STREET,GRAND STREET,SUFFOLK STREET,CLINTON STREET,SUFFOLK STREET,CLINTON STREET,ADDRESS,NEW YORK,GRAND STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T18:51:33.000,03 MANHATTAN,MANHATTAN,987839,200157,MOBILE,Unspecified,MANHATTAN,40.71606073702945,-73.98705332473254,"{'latitude': '40.71606073702945', 'longitude': '-73.98705332473254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1003467501,,,,,,,,,
58944972,2023-09-27T18:48:39.000,2023-09-27T18:49:16.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456,1385 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T18:49:23.000,03 BRONX,BRONX,1010561,243449,ONLINE,Unspecified,BRONX,40.8348474210791,-73.90491830085918,"{'latitude': '40.8348474210791', 'longitude': '-73.90491830085918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2029010001,,,,,,,,,
58941047,2023-09-27T18:48:22.000,2023-09-27T20:04:00.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11209,223 BAY RIDGE PARKWAY,BAY RIDGE PARKWAY,RIDGE BOULEVARD,3 AVENUE,RIDGE BOULEVARD,3 AVENUE,ADDRESS,BROOKLYN,BAY RIDGE PARKWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T20:04:04.000,10 BROOKLYN,BROOKLYN,976022,169501,ONLINE,Unspecified,BROOKLYN,40.631913822510526,-74.02964361351442,"{'latitude': '40.631913822510526', 'longitude': '-74.02964361351442', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58945601,2023-09-27T18:48:20.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Non Passenger,Street,10003,EAST   17 STREET,EAST   17 STREET,EAST   17 STREET,UNION SQUARE EAST,EAST   17 STREET,UNION SQUARE EAST,INTERSECTION,,,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-19T14:36:43.000,05 MANHATTAN,MANHATTAN,987294,207626,PHONE,Unspecified,MANHATTAN,40.73656152941463,-73.98901593621633,"{'latitude': '40.73656152941463', 'longitude': '-73.98901593621633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,"EAST   17 STREET AND UNION SQUARE EAST, MANHATTAN, NY, 10003",,,,,,
58938298,2023-09-27T18:48:12.000,2023-09-27T20:56:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,245 60 STREET,60 STREET,2 AVENUE,GOWANUS EXPRESSWAY WB EXIT   22,2 AVENUE,GOWANUS EXPRESSWAY WB EXIT   22,ADDRESS,BROOKLYN,60 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T20:56:29.000,07 BROOKLYN,BROOKLYN,978209,173494,PHONE,Unspecified,BROOKLYN,40.642875517049724,-74.02176792496309,"{'latitude': '40.642875517049724', 'longitude': '-74.02176792496309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58939229,2023-09-27T18:48:10.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,11234,2053 EAST   37 STREET,EAST   37 STREET,AVENUE S,AVENUE T,AVENUE S,AVENUE T,ADDRESS,BROOKLYN,EAST   37 STREET,In Progress,,,18 BROOKLYN,BROOKLYN,1003785,161298,ONLINE,Unspecified,BROOKLYN,40.60938058501772,-73.92964358521365,"{'latitude': '40.60938058501772', 'longitude': '-73.92964358521365', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58937741,2023-09-27T18:47:57.000,2023-11-05T09:17:12.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11215,279 21 STREET,21 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,21 STREET,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-11-05T09:17:17.000,07 BROOKLYN,BROOKLYN,986441,179938,ONLINE,Unspecified,BROOKLYN,40.660564683635634,-73.99210293489598,"{'latitude': '40.660564683635634', 'longitude': '-73.99210293489598', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58945475,2023-09-27T18:47:45.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11209,142 93 STREET,93 STREET,MARINE AVENUE,RIDGE BOULEVARD,MARINE AVENUE,RIDGE BOULEVARD,ADDRESS,BROOKLYN,93 STREET,In Progress,,,10 BROOKLYN,BROOKLYN,974057,164979,ONLINE,Unspecified,BROOKLYN,40.619499839231075,-74.03671623240385,"{'latitude': '40.619499839231075', 'longitude': '-74.03671623240385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58944353,2023-09-27T18:47:06.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,11215,195 PROSPECT PARK WEST,PROSPECT PARK WEST,,15 STREET,,15 STREET,ADDRESS,BROOKLYN,PROSPECT PARK WEST,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-27T20:25:12.000,06 BROOKLYN,BROOKLYN,989764,180173,ONLINE,Unspecified,BROOKLYN,40.66120826097584,-73.98012558767314,"{'latitude': '40.66120826097584', 'longitude': '-73.98012558767314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3011030048,,,,,,,,,
58938658,2023-09-27T18:47:03.000,2023-09-27T19:04:44.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,2 DESBROSSES STREET,DESBROSSES STREET,HUDSON STREET,GREENWICH STREET,HUDSON STREET,GREENWICH STREET,ADDRESS,NEW YORK,DESBROSSES STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T19:04:48.000,01 MANHATTAN,MANHATTAN,981973,202798,MOBILE,Unspecified,MANHATTAN,40.72331008108801,-74.0082147635032,"{'latitude': '40.72331008108801', 'longitude': '-74.0082147635032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58944691,2023-09-27T18:46:59.000,2023-09-27T19:04:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10025,655 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   91 STREET,WEST   92 STREET,WEST   91 STREET,WEST   92 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T19:04:53.000,07 MANHATTAN,MANHATTAN,991913,227589,ONLINE,Unspecified,MANHATTAN,40.79135201532358,-73.97232583677796,"{'latitude': '40.79135201532358', 'longitude': '-73.97232583677796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
