unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,road_ramp,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction
58915905,2023-09-24T19:41:59.000,2023-09-24T20:13:48.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10462,1901 MATTHEWS AVENUE,MATTHEWS AVENUE,RHINELANDER AVENUE,BRONXDALE AVENUE,RHINELANDER AVENUE,BRONXDALE AVENUE,ADDRESS,BRONX,MATTHEWS AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T20:13:54.000,11 BRONX,2042620032,BRONX,1022274,248436,ONLINE,Unspecified,BRONX,40.84849260043643,-73.86256208632892,"{'latitude': '40.84849260043643', 'longitude': '-73.86256208632892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911333,2023-09-24T19:41:51.000,2023-09-29T16:32:02.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10306,120 GREELEY AVENUE,GREELEY AVENUE,SOUTH RAILROAD AVENUE,EDISON STREET,SOUTH RAILROAD AVENUE,EDISON STREET,ADDRESS,STATEN ISLAND,GREELEY AVENUE,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-29T16:32:06.000,02 STATEN ISLAND,5036050036,STATEN ISLAND,953814,149912,PHONE,Unspecified,STATEN ISLAND,40.57809759073306,-74.10956566184632,"{'latitude': '40.57809759073306', 'longitude': '-74.10956566184632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914241,2023-09-24T19:41:24.000,2023-09-25T02:07:34.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,66-45 MYRTLE AVENUE,MYRTLE AVENUE,66 PLACE,67 STREET,66 PLACE,67 STREET,ADDRESS,RIDGEWOOD,MYRTLE AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T02:07:39.000,05 QUEENS,4036790032,QUEENS,1015616,194854,ONLINE,Unspecified,QUEENS,40.701450396247004,-73.88687753371993,"{'latitude': '40.701450396247004', 'longitude': '-73.88687753371993', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912242,2023-09-24T19:41:00.000,2023-09-26T11:36:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10305,32 HICKORY AVENUE,HICKORY AVENUE,HYLAN BOULEVARD,MC CLEAN AVENUE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-26T11:36:00.000,02 STATEN ISLAND,5032690075,STATEN ISLAND,963591,156709,PHONE,Unspecified,STATEN ISLAND,40.596782169025886,-74.07439052714504,"{'latitude': '40.596782169025886', 'longitude': '-74.07439052714504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915226,2023-09-24T19:40:56.000,2023-09-24T20:04:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11233,1725 STERLING PLACE,STERLING PLACE,RALPH AVENUE,HOWARD AVENUE,RALPH AVENUE,HOWARD AVENUE,ADDRESS,BROOKLYN,STERLING PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T20:04:31.000,16 BROOKLYN,3014660065,BROOKLYN,1006014,183739,ONLINE,Unspecified,BROOKLYN,40.670971103525645,-73.92154332998581,"{'latitude': '40.670971103525645', 'longitude': '-73.92154332998581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910941,2023-09-24T19:40:42.000,2023-09-24T19:50:57.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11249,112 SOUTH    1 STREET,SOUTH    1 STREET,BERRY STREET,BEDFORD AVENUE,BERRY STREET,BEDFORD AVENUE,ADDRESS,BROOKLYN,SOUTH    1 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T19:51:01.000,01 BROOKLYN,3024050010,BROOKLYN,994591,199504,MOBILE,Unspecified,BROOKLYN,40.71426309272624,-73.96269769804813,"{'latitude': '40.71426309272624', 'longitude': '-73.96269769804813', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911736,2023-09-24T19:40:40.000,2023-09-24T20:12:10.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11234,1214 EAST   48 STREET,EAST   48 STREET,KINGS HIGHWAY,AVENUE I,KINGS HIGHWAY,AVENUE I,ADDRESS,BROOKLYN,EAST   48 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T20:12:14.000,18 BROOKLYN,3077510065,BROOKLYN,1003632,169300,PHONE,Unspecified,BROOKLYN,40.631344737301355,-73.93017164953305,"{'latitude': '40.631344737301355', 'longitude': '-73.93017164953305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915445,2023-09-24T19:40:34.000,2023-09-24T19:53:54.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T19:53:59.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915880,2023-09-24T19:40:09.000,2023-09-24T20:15:18.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207,766 MILLER AVENUE,MILLER AVENUE,NEW LOTS AVENUE,HEGEMAN AVENUE,NEW LOTS AVENUE,HEGEMAN AVENUE,ADDRESS,BROOKLYN,MILLER AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T20:15:21.000,05 BROOKLYN,3043030035,BROOKLYN,1015363,180503,PHONE,Unspecified,BROOKLYN,40.662061090695104,-73.88785624593523,"{'latitude': '40.662061090695104', 'longitude': '-73.88785624593523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910469,2023-09-24T19:40:04.000,2023-09-28T16:44:34.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10035,1674 PARK AVENUE,PARK AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,11 MANHATTAN,1016230040,MANHATTAN,1000201,230915,ONLINE,Unspecified,MANHATTAN,40.80046990784038,-73.9423866544713,"{'latitude': '40.80046990784038', 'longitude': '-73.9423866544713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914997,2023-09-24T19:40:04.000,2023-09-24T20:14:23.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11209,59 89 STREET,89 STREET,SHORE COURT,COLONIAL ROAD,SHORE COURT,COLONIAL ROAD,ADDRESS,BROOKLYN,89 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T20:14:26.000,10 BROOKLYN,3060590050,BROOKLYN,973593,166220,MOBILE,Unspecified,BROOKLYN,40.62290557917061,-74.03838956690159,"{'latitude': '40.62290557917061', 'longitude': '-74.03838956690159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58916276,2023-09-24T19:40:03.000,2023-09-28T16:44:34.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10035,1674 PARK AVENUE,PARK AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,11 MANHATTAN,1016230040,MANHATTAN,1000201,230915,ONLINE,Unspecified,MANHATTAN,40.80046990784038,-73.9423866544713,"{'latitude': '40.80046990784038', 'longitude': '-73.9423866544713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58916255,2023-09-24T19:40:03.000,2023-09-28T16:44:34.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10035,1674 PARK AVENUE,PARK AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,11 MANHATTAN,1016230040,MANHATTAN,1000201,230915,ONLINE,Unspecified,MANHATTAN,40.80046990784038,-73.9423866544713,"{'latitude': '40.80046990784038', 'longitude': '-73.9423866544713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912079,2023-09-24T19:40:03.000,2023-09-28T16:44:34.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10035,1674 PARK AVENUE,PARK AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,11 MANHATTAN,1016230040,MANHATTAN,1000201,230915,ONLINE,Unspecified,MANHATTAN,40.80046990784038,-73.9423866544713,"{'latitude': '40.80046990784038', 'longitude': '-73.9423866544713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915573,2023-09-24T19:39:46.000,2023-09-24T20:03:03.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10016,103 EAST   29 STREET,EAST   29 STREET,PARK AVENUE SOUTH,LEXINGTON AVENUE,PARK AVENUE SOUTH,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST   29 STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-24T20:03:09.000,05 MANHATTAN,1008850006,MANHATTAN,988895,210260,MOBILE,Unspecified,MANHATTAN,40.74379050882603,-73.98323701955469,"{'latitude': '40.74379050882603', 'longitude': '-73.98323701955469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915575,2023-09-24T19:39:46.000,2023-09-28T11:15:00.000,DHS,Department of Homeless Services,Encampment,N/A,Residential Building/House,10016,103 EAST   29 STREET,EAST   29 STREET,PARK AVENUE SOUTH,LEXINGTON AVENUE,PARK AVENUE SOUTH,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST   29 STREET,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-28T11:15:03.000,05 MANHATTAN,1008850006,MANHATTAN,988895,210260,MOBILE,Unspecified,MANHATTAN,40.74379050882603,-73.98323701955469,"{'latitude': '40.74379050882603', 'longitude': '-73.98323701955469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914560,2023-09-24T19:39:41.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10458,178 EAST  205 STREET,EAST  205 STREET,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-24T00:00:00.000,07 BRONX,2033110112,BRONX,1016070,258141,ONLINE,Unspecified,BRONX,40.87515441255992,-73.88494036686434,"{'latitude': '40.87515441255992', 'longitude': '-73.88494036686434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915247,2023-09-24T19:39:34.000,2023-09-24T19:45:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11369,32-16 102 STREET,102 STREET,32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,ADDRESS,EAST ELMHURST,102 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T19:45:06.000,03 QUEENS,4016960014,QUEENS,1021144,215791,ONLINE,Unspecified,QUEENS,40.758895948734924,-73.86682585836381,"{'latitude': '40.758895948734924', 'longitude': '-73.86682585836381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58916067,2023-09-24T19:39:30.000,2023-09-24T21:34:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,101-46 110 STREET,110 STREET,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,SOUTH RICHMOND HILL,110 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T21:34:43.000,09 QUEENS,4094270028,QUEENS,1030455,189775,ONLINE,Unspecified,QUEENS,40.687444703723195,-73.83339516042335,"{'latitude': '40.687444703723195', 'longitude': '-73.83339516042335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913378,2023-09-24T19:38:43.000,2023-09-24T20:37:52.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11233,1636 PARK PLACE,PARK PLACE,BUFFALO AVENUE,RALPH AVENUE,BUFFALO AVENUE,RALPH AVENUE,ADDRESS,BROOKLYN,PARK PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T20:37:58.000,08 BROOKLYN,3013750031,BROOKLYN,1005556,184092,PHONE,Unspecified,BROOKLYN,40.6719411231795,-73.92319324969857,"{'latitude': '40.6719411231795', 'longitude': '-73.92319324969857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913294,2023-09-24T19:38:27.000,2023-09-24T21:03:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11234,2054 PEARSON STREET,PEARSON STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,PEARSON STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T21:03:17.000,18 BROOKLYN,3083990074,BROOKLYN,1006699,162741,ONLINE,Unspecified,BROOKLYN,40.613334418219274,-73.91914385676584,"{'latitude': '40.613334418219274', 'longitude': '-73.91914385676584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914617,2023-09-24T19:38:13.000,2023-09-24T19:53:01.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T19:53:06.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914283,2023-09-24T19:38:11.000,2023-09-24T21:21:25.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11234,5122 AVENUE L,AVENUE L,EAST   51 STREET,EAST   52 STREET,EAST   51 STREET,EAST   52 STREET,ADDRESS,BROOKLYN,AVENUE L,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T21:21:31.000,18 BROOKLYN,3078490049,BROOKLYN,1004771,166491,PHONE,Unspecified,BROOKLYN,40.62363206048913,-73.92607666835055,"{'latitude': '40.62363206048913', 'longitude': '-73.92607666835055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912401,2023-09-24T19:38:00.000,2023-09-24T20:25:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11420,109-98 109 STREET,109 STREET,109 AVE,ROCKAWAY BLVD,,,ADDRESS,SOUTH OZONE PARK,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-24T20:25:00.000,10 QUEENS,,QUEENS,1031377,186402,ONLINE,Unspecified,QUEENS,40.6781817431008,-73.8300942342475,"{'latitude': '40.6781817431008', 'longitude': '-73.8300942342475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915165,2023-09-24T19:37:05.000,2023-09-24T19:52:23.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10306,145 LINCOLN AVENUE,LINCOLN AVENUE,SOUTH RAILROAD AVENUE,EDISON STREET,SOUTH RAILROAD AVENUE,EDISON STREET,ADDRESS,STATEN ISLAND,LINCOLN AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-24T19:52:26.000,02 STATEN ISLAND,5035857502,STATEN ISLAND,954291,150219,ONLINE,Unspecified,STATEN ISLAND,40.57894186939161,-74.10784988598992,"{'latitude': '40.57894186939161', 'longitude': '-74.10784988598992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913804,2023-09-24T19:36:50.000,2023-10-30T07:51:43.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10453,2007 DAVIDSON AVENUE,DAVIDSON AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-30T00:00:00.000,05 BRONX,2028700040,BRONX,1009338,250040,PHONE,Unspecified,BRONX,40.852941334209795,-73.90931327052887,"{'latitude': '40.852941334209795', 'longitude': '-73.90931327052887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912525,2023-09-24T19:36:48.000,2023-09-24T21:44:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11375,63-09 108 STREET,108 STREET,63 AVENUE,63 ROAD,63 AVENUE,63 ROAD,ADDRESS,FOREST HILLS,108 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T21:44:40.000,06 QUEENS,4021670001,QUEENS,1025678,206992,MOBILE,Unspecified,QUEENS,40.734724856034425,-73.85051397139026,"{'latitude': '40.734724856034425', 'longitude': '-73.85051397139026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910712,2023-09-24T19:36:46.000,2023-09-24T19:59:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11235,AVENUE Y,AVENUE Y,AVENUE Y,EAST   15 STREET,AVENUE Y,EAST   15 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T19:59:59.000,15 BROOKLYN,,BROOKLYN,996818,154264,ONLINE,Unspecified,BROOKLYN,40.59008630279608,-73.95474871348965,"{'latitude': '40.59008630279608', 'longitude': '-73.95474871348965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913149,2023-09-24T19:36:24.000,2023-09-27T12:24:14.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,10305,17 HICKORY AVENUE,HICKORY AVENUE,HYLAN BOULEVARD,MC CLEAN AVENUE,HYLAN BOULEVARD,MC CLEAN AVENUE,ADDRESS,STATEN ISLAND,HICKORY AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-27T05:15:35.000,02 STATEN ISLAND,5032680033,STATEN ISLAND,963552,156806,ONLINE,Unspecified,STATEN ISLAND,40.59704832336121,-74.0745312584835,"{'latitude': '40.59704832336121', 'longitude': '-74.0745312584835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915873,2023-09-24T19:35:11.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,11214,8770 24 AVENUE,24 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-28T00:00:00.000,11 BROOKLYN,3068750083,BROOKLYN,986277,156448,UNKNOWN,Unspecified,BROOKLYN,40.59608962268104,-73.99270109799015,"{'latitude': '40.59608962268104', 'longitude': '-73.99270109799015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910788,2023-09-24T19:35:00.000,2023-09-24T21:00:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11436,116-50 146 STREET,146 STREET,116 AVE,FOCH BLVD,,,ADDRESS,JAMAICA,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-24T21:00:00.000,12 QUEENS,4120050030,QUEENS,1041090,187423,PHONE,Unspecified,QUEENS,40.6809271098971,-73.79506770944732,"{'latitude': '40.6809271098971', 'longitude': '-73.79506770944732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910358,2023-09-24T19:34:37.000,2023-09-24T19:34:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,DYCKMAN STREET,DYCKMAN STREET,DYCKMAN STREET,PAYSON AVENUE,DYCKMAN STREET,PAYSON AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T19:35:03.000,12 MANHATTAN,,MANHATTAN,1003963,255063,MOBILE,Unspecified,MANHATTAN,40.8667415916192,-73.9287277435673,"{'latitude': '40.8667415916192', 'longitude': '-73.9287277435673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915248,2023-09-24T19:34:04.000,2023-09-24T19:59:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,55 WEST  184 STREET,WEST  184 STREET,GRAND AVENUE,AQUEDUCT AVENUE EAST,GRAND AVENUE,AQUEDUCT AVENUE EAST,ADDRESS,BRONX,WEST  184 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-24T19:59:11.000,07 BRONX,2032120092,BRONX,1010656,253080,ONLINE,Unspecified,BRONX,40.861281375929465,-73.90453706438188,"{'latitude': '40.861281375929465', 'longitude': '-73.90453706438188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910686,2023-09-24T19:34:02.000,2023-09-26T13:12:14.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11421,79-11 ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD,79 STREET,80 STREET,79 STREET,80 STREET,ADDRESS,WOODHAVEN,ROCKAWAY BOULEVARD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T10:53:15.000,09 QUEENS,4089590083,QUEENS,1022727,188834,PHONE,Unspecified,QUEENS,40.68489884674744,-73.8612659130885,"{'latitude': '40.68489884674744', 'longitude': '-73.8612659130885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913076,2023-09-24T19:34:00.000,2023-09-26T11:37:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10307,364 SLEIGHT AVENUE,SLEIGHT AVENUE,AMBOY ROAD,PARADISE PLACE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-26T11:37:00.000,03 STATEN ISLAND,5078930004,STATEN ISLAND,917021,124699,PHONE,Unspecified,STATEN ISLAND,40.50869026579581,-74.24176470913632,"{'latitude': '40.50869026579581', 'longitude': '-74.24176470913632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58916075,2023-09-24T19:34:00.000,2023-09-24T20:16:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10033,560 WEST  174 STREET,WEST  174 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  174 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T20:16:41.000,12 MANHATTAN,1021300009,MANHATTAN,1001915,246923,ONLINE,Unspecified,MANHATTAN,40.844404063867,-73.93615372540951,"{'latitude': '40.844404063867', 'longitude': '-73.93615372540951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914269,2023-09-24T19:33:58.000,2023-09-24T20:51:38.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,1701 GATES AVENUE,GATES AVENUE,CYPRESS AVENUE,SENECA AVENUE,CYPRESS AVENUE,SENECA AVENUE,ADDRESS,RIDGEWOOD,GATES AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T20:51:42.000,05 QUEENS,4034520001,QUEENS,1009366,195155,PHONE,Unspecified,QUEENS,40.70229651667727,-73.9094172148129,"{'latitude': '40.70229651667727', 'longitude': '-73.9094172148129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915922,2023-09-24T19:33:54.000,2023-09-24T20:37:34.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10310,811 BEMENT AVENUE,BEMENT AVENUE,STARR AVENUE,BARD AVENUE,STARR AVENUE,BARD AVENUE,ADDRESS,STATEN ISLAND,BEMENT AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T20:37:40.000,01 STATEN ISLAND,5002990006,STATEN ISLAND,953693,165543,PHONE,Unspecified,STATEN ISLAND,40.62100106932254,-74.1100719522947,"{'latitude': '40.62100106932254', 'longitude': '-74.1100719522947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915288,2023-09-24T19:33:51.000,2023-09-24T19:35:23.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,DYCKMAN STREET,DYCKMAN STREET,BROADWAY,SEAMAN AVENUE,BROADWAY,SEAMAN AVENUE,BLOCKFACE,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T19:35:28.000,Unspecified MANHATTAN,,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,,,,,,,
