unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,resolution_description,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,due_date
59435368,2023-09-29T11:40:57.000,2023-09-29T14:10:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,10075,544 EAST   80 STREET,EAST   80 STREET,YORK AVENUE,EAST END AVENUE,YORK AVENUE,EAST END AVENUE,ADDRESS,NEW YORK,EAST   80 STREET,Closed,2023-09-29T14:10:00.000,08 MANHATTAN,,MANHATTAN,998417,220397,ONLINE,Unspecified,MANHATTAN,40.77160385237832,-73.94885245663373,"{'latitude': '40.77160385237832', 'longitude': '-73.94885245663373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59439299,2023-09-29T11:40:57.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11201,72 HENRY STREET,HENRY STREET,ORANGE STREET,PINEAPPLE STREET,ORANGE STREET,PINEAPPLE STREET,ADDRESS,BROOKLYN,HENRY STREET,In Progress,,02 BROOKLYN,,BROOKLYN,986344,193815,PHONE,Unspecified,BROOKLYN,40.698653925841725,-73.99244824195466,"{'latitude': '40.698653925841725', 'longitude': '-73.99244824195466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59443121,2023-09-29T11:40:57.000,,HPD,Department of Housing Preservation and Development,Door/Window,Window Frame,Apartment,11427,211-17B HILLSIDE AVENUE,HILLSIDE AVENUE,211 STREET,HOLLIS COURT BOULEVARD,211 STREET,HOLLIS COURT BOULEVARD,ADDRESS,QUEENS VILLAGE,HILLSIDE AVENUE,In Progress,,08 QUEENS,4105910050,QUEENS,1052066,203119,PHONE,Unspecified,QUEENS,40.72393149431571,-73.75533670627327,"{'latitude': '40.72393149431571', 'longitude': '-73.75533670627327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59445161,2023-09-29T11:40:56.000,,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,Apartment,11427,211-17B HILLSIDE AVENUE,HILLSIDE AVENUE,211 STREET,HOLLIS COURT BOULEVARD,211 STREET,HOLLIS COURT BOULEVARD,ADDRESS,QUEENS VILLAGE,HILLSIDE AVENUE,In Progress,,08 QUEENS,4105910050,QUEENS,1052066,203119,PHONE,Unspecified,QUEENS,40.72393149431571,-73.75533670627327,"{'latitude': '40.72393149431571', 'longitude': '-73.75533670627327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59448809,2023-09-29T11:40:55.000,,HPD,Department of Housing Preservation and Development,Plumbing,Bathtub/Shower,Apartment,11427,211-17B HILLSIDE AVENUE,HILLSIDE AVENUE,211 STREET,HOLLIS COURT BOULEVARD,211 STREET,HOLLIS COURT BOULEVARD,ADDRESS,QUEENS VILLAGE,HILLSIDE AVENUE,In Progress,,08 QUEENS,4105910050,QUEENS,1052066,203119,PHONE,Unspecified,QUEENS,40.72393149431571,-73.75533670627327,"{'latitude': '40.72393149431571', 'longitude': '-73.75533670627327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59439691,2023-09-29T11:40:55.000,,HPD,Department of Housing Preservation and Development,Door/Window,Door,Apartment,11427,211-17B HILLSIDE AVENUE,HILLSIDE AVENUE,211 STREET,HOLLIS COURT BOULEVARD,211 STREET,HOLLIS COURT BOULEVARD,ADDRESS,QUEENS VILLAGE,HILLSIDE AVENUE,In Progress,,08 QUEENS,4105910050,QUEENS,1052066,203119,PHONE,Unspecified,QUEENS,40.72393149431571,-73.75533670627327,"{'latitude': '40.72393149431571', 'longitude': '-73.75533670627327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59456559,2023-09-29T11:40:51.000,,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11427,211-17B HILLSIDE AVENUE,HILLSIDE AVENUE,211 STREET,HOLLIS COURT BOULEVARD,211 STREET,HOLLIS COURT BOULEVARD,ADDRESS,QUEENS VILLAGE,HILLSIDE AVENUE,In Progress,,08 QUEENS,4105910050,QUEENS,1052066,203119,PHONE,Unspecified,QUEENS,40.72393149431571,-73.75533670627327,"{'latitude': '40.72393149431571', 'longitude': '-73.75533670627327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58963883,2023-09-29T11:40:49.000,2023-09-29T12:12:08.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,2023-09-29T12:12:13.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Police Department reviewed your complaint and provided additional information below.,,,,,,
58957242,2023-09-29T11:40:48.000,2023-11-03T15:10:59.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11362,246-18 ALAMEDA AVENUE,ALAMEDA AVENUE,245 STREET,NORTHERN BOULEVARD,245 STREET,NORTHERN BOULEVARD,ADDRESS,LITTLE NECK,ALAMEDA AVENUE,Closed,2023-11-03T15:10:30.000,11 QUEENS,,QUEENS,1056340,218351,ONLINE,Unspecified,QUEENS,40.76570553870951,-73.73975400088638,"{'latitude': '40.76570553870951', 'longitude': '-73.73975400088638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,This request required re-assignment to a new DOT unit.,,,,,,
59455977,2023-09-29T11:40:46.000,2023-09-29T20:10:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11201,300 CLINTON STREET,CLINTON STREET,BALTIC STREET,KANE STREET,BALTIC STREET,KANE STREET,ADDRESS,BROOKLYN,CLINTON STREET,Closed,2023-09-29T20:10:00.000,06 BROOKLYN,3003110026,BROOKLYN,985329,189436,PHONE,Unspecified,BROOKLYN,40.68663476484668,-73.9961094182435,"{'latitude': '40.68663476484668', 'longitude': '-73.9961094182435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59449933,2023-09-29T11:40:40.000,,HPD,Department of Housing Preservation and Development,Appliance,Electric/Gas Range,Apartment,10452,1035 ANDERSON AVENUE,ANDERSON AVENUE,WEST  164 STREET,WEST  165 STREET,WEST  164 STREET,WEST  165 STREET,ADDRESS,BRONX,ANDERSON AVENUE,In Progress,,04 BRONX,2025080031,BRONX,1004599,242853,ONLINE,Unspecified,BRONX,40.833227323231135,-73.92646534795769,"{'latitude': '40.833227323231135', 'longitude': '-73.92646534795769', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59442040,2023-09-29T11:40:17.000,2023-09-29T20:45:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11433,158-15 LIBERTY AVENUE,LIBERTY AVENUE,158 STREET,159 STREET,158 STREET,159 STREET,ADDRESS,JAMAICA,LIBERTY AVENUE,Closed,2023-09-29T20:45:00.000,12 QUEENS,,QUEENS,1040145,194311,PHONE,Unspecified,QUEENS,40.69983905101743,-73.79841767355894,"{'latitude': '40.69983905101743', 'longitude': '-73.79841767355894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59460045,2023-09-29T11:40:13.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11361,210-50 41 AVENUE,41 AVENUE,210 STREET,211 STREET,210 STREET,211 STREET,ADDRESS,BAYSIDE,41 AVENUE,In Progress,,11 QUEENS,,QUEENS,1046769,217435,PHONE,Unspecified,QUEENS,40.763264228857665,-73.7743138117808,"{'latitude': '40.763264228857665', 'longitude': '-73.7743138117808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59458903,2023-09-29T11:40:07.000,,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,Apartment,10468,2800 PARKVIEW TERRACE,PARKVIEW TERRACE,EAST  196 STREET,MORRIS AVENUE,EAST  196 STREET,MORRIS AVENUE,ADDRESS,BRONX,PARKVIEW TERRACE,In Progress,,07 BRONX,,BRONX,1013368,256384,ONLINE,Unspecified,BRONX,40.8703413179475,-73.89471829860192,"{'latitude': '40.8703413179475', 'longitude': '-73.89471829860192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59458904,2023-09-29T11:40:07.000,,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,Apartment,10468,2800 PARKVIEW TERRACE,PARKVIEW TERRACE,EAST  196 STREET,MORRIS AVENUE,EAST  196 STREET,MORRIS AVENUE,ADDRESS,BRONX,PARKVIEW TERRACE,In Progress,,07 BRONX,,BRONX,1013368,256384,ONLINE,Unspecified,BRONX,40.8703413179475,-73.89471829860192,"{'latitude': '40.8703413179475', 'longitude': '-73.89471829860192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59456529,2023-09-29T11:40:06.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10025,931 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  105 STREET,WEST  106 STREET,WEST  105 STREET,WEST  106 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,In Progress,,07 MANHATTAN,,MANHATTAN,993693,230804,PHONE,Unspecified,MANHATTAN,40.8001745949317,-73.96589302346035,"{'latitude': '40.8001745949317', 'longitude': '-73.96589302346035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58966471,2023-09-29T11:40:03.000,2023-09-29T11:46:15.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10019,306 WEST   54 STREET,WEST   54 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   54 STREET,Closed,2023-09-29T11:46:10.000,04 MANHATTAN,1010440038,MANHATTAN,988451,217993,ONLINE,Unspecified,MANHATTAN,40.76501585078629,-73.98483450522959,"{'latitude': '40.76501585078629', 'longitude': '-73.98483450522959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
59452920,2023-09-29T11:40:02.000,,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,11102,27-16 18 STREET,18 STREET,27 AVENUE,ASTORIA BOULEVARD,27 AVENUE,ASTORIA BOULEVARD,ADDRESS,ASTORIA,18 STREET,In Progress,,01 QUEENS,,QUEENS,1004345,220795,ONLINE,Unspecified,QUEENS,40.77268476992346,-73.92744923937246,"{'latitude': '40.77268476992346', 'longitude': '-73.92744923937246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58965595,2023-09-29T11:40:00.000,2023-10-02T07:20:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10312,115 MOSELY AVENUE,MOSELY AVENUE,FABIAN ST,UNNAMED ST,MOSELY AVENUE,FABIAN STREET,INTERSECTION,STATEN ISLAND,,Closed,2023-10-02T07:20:00.000,03 STATEN ISLAND,5062160046,STATEN ISLAND,935813,135974,UNKNOWN,Unspecified,STATEN ISLAND,40.539760461127685,-74.17426697478126,"{'latitude': '40.539760461127685', 'longitude': '-74.17426697478126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,,,,,
58960768,2023-09-29T11:40:00.000,2023-09-29T16:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,10128,,,,,2 AVENUE,EAST 92 STREET,INTERSECTION,MANHATTAN,,Closed,2023-09-29T16:30:00.000,08 MANHATTAN,,MANHATTAN,998385,224071,UNKNOWN,Unspecified,MANHATTAN,40.78168806521378,-73.94896025850578,"{'latitude': '40.78168806521378', 'longitude': '-73.94896025850578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,,,,,
59438849,2023-09-29T11:39:57.000,2023-09-30T22:25:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11208,184 OLD MILL ROAD,OLD MILL ROAD,FOUNTAIN AVENUE,CRESCENT STREET,FOUNTAIN AVENUE,CRESCENT STREET,ADDRESS,BROOKLYN,OLD MILL ROAD,Closed,2023-09-30T22:25:00.000,05 BROOKLYN,3045650088,BROOKLYN,1021007,180404,PHONE,Unspecified,BROOKLYN,40.661767726457946,-73.86751357035743,"{'latitude': '40.661767726457946', 'longitude': '-73.86751357035743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58965029,2023-09-29T11:39:56.000,2023-10-07T10:33:48.000,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11420,131 AVENUE,131 AVENUE,131 AVENUE,132 STREET,131 AVENUE,132 STREET,INTERSECTION,,,Closed,2023-09-30T04:11:32.000,10 QUEENS,,QUEENS,1037940,183700,PHONE,Unspecified,QUEENS,40.6707280058033,-73.80645441444112,"{'latitude': '40.6707280058033', 'longitude': '-73.80645441444112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Sanitation cleaned the location.,,,,,,
59460012,2023-09-29T11:39:52.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11372,35-05 94 STREET,94 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,JACKSON HEIGHTS,94 STREET,In Progress,,03 QUEENS,,QUEENS,1019311,213493,PHONE,Unspecified,QUEENS,40.75259598918735,-73.87345430633093,"{'latitude': '40.75259598918735', 'longitude': '-73.87345430633093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59460837,2023-09-29T11:39:47.000,,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Apartment Only,Apartment,11205,1056 BEDFORD AVENUE,BEDFORD AVENUE,LAFAYETTE AVENUE,CLIFTON PLACE,LAFAYETTE AVENUE,CLIFTON PLACE,ADDRESS,BROOKLYN,BEDFORD AVENUE,In Progress,,03 BROOKLYN,,BROOKLYN,996724,190256,MOBILE,Unspecified,BROOKLYN,40.68887675216506,-73.95502062026044,"{'latitude': '40.68887675216506', 'longitude': '-73.95502062026044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58959327,2023-09-29T11:39:47.000,2023-09-29T12:29:58.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11368,98-45 CHRISTIE AVENUE,CHRISTIE AVENUE,98 STREET,99 STREET,98 STREET,99 STREET,ADDRESS,CORONA,CHRISTIE AVENUE,Closed,2023-09-29T12:30:05.000,04 QUEENS,,QUEENS,1022282,209314,ONLINE,Unspecified,QUEENS,40.741113417992736,-73.86275472275226,"{'latitude': '40.741113417992736', 'longitude': '-73.86275472275226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,
58961040,2023-09-29T11:39:44.000,2023-09-29T12:10:34.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10026,40 WEST  115 STREET,WEST  115 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,WEST  115 STREET,Closed,2023-09-29T12:10:38.000,10 MANHATTAN,,MANHATTAN,998465,230987,ONLINE,Unspecified,MANHATTAN,40.800670491467685,-73.94865675115344,"{'latitude': '40.800670491467685', 'longitude': '-73.94865675115344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58959862,2023-09-29T11:39:42.000,2023-10-07T10:17:01.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10009,213 EAST    4 STREET,EAST    4 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-10-07T00:00:00.000,03 MANHATTAN,1004000050,MANHATTAN,988804,202954,ONLINE,Unspecified,MANHATTAN,40.72373738414947,-73.98357036757938,"{'latitude': '40.72373738414947', 'longitude': '-73.98357036757938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58961607,2023-09-29T11:39:42.000,2023-10-07T10:17:01.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10009,213 EAST    4 STREET,EAST    4 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-10-07T00:00:00.000,03 MANHATTAN,1004000050,MANHATTAN,988804,202954,ONLINE,Unspecified,MANHATTAN,40.72373738414947,-73.98357036757938,"{'latitude': '40.72373738414947', 'longitude': '-73.98357036757938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58966067,2023-09-29T11:39:41.000,2023-10-04T10:07:56.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10305,18 FR CAPODANNO BOULEVARD,FR CAPODANNO BOULEVARD,,,,,ADDRESS,STATEN ISLAND,,Closed,2023-10-04T00:00:00.000,02 STATEN ISLAND,5031250116,STATEN ISLAND,967035,156455,ONLINE,Unspecified,STATEN ISLAND,40.596092349152194,-74.06198846254166,"{'latitude': '40.596092349152194', 'longitude': '-74.06198846254166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58967614,2023-09-29T11:39:41.000,2023-10-04T10:07:56.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10305,18 FR CAPODANNO BOULEVARD,FR CAPODANNO BOULEVARD,,,,,ADDRESS,STATEN ISLAND,,Closed,2023-10-04T00:00:00.000,02 STATEN ISLAND,5031250116,STATEN ISLAND,967035,156455,ONLINE,Unspecified,STATEN ISLAND,40.596092349152194,-74.06198846254166,"{'latitude': '40.596092349152194', 'longitude': '-74.06198846254166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,
58961496,2023-09-29T11:39:41.000,2023-10-11T11:54:47.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11233,165 HOWARD AVENUE,HOWARD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,2023-10-11T00:00:00.000,03 BROOKLYN,3015050001,BROOKLYN,1006450,188036,PHONE,Unspecified,BROOKLYN,40.68276431095629,-73.91995744768343,"{'latitude': '40.68276431095629', 'longitude': '-73.91995744768343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
59442877,2023-09-29T11:39:40.000,2023-09-29T21:10:00.000,DEP,Department of Environmental Protection,Water Maintenance,Water in Basement,N/A,11364,58-39 229 STREET,229 STREET,58 AVENUE,HORACE HARDING EXPRESSWAY,58 AVENUE,HORACE HARDING EXPRESSWAY,ADDRESS,OAKLAND GARDENS,229 STREET,Closed,2023-09-29T21:10:00.000,11 QUEENS,,QUEENS,1053605,213439,PHONE,Unspecified,QUEENS,40.75224529009858,-73.74967801055537,"{'latitude': '40.75224529009858', 'longitude': '-73.74967801055537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59438812,2023-09-29T11:39:34.000,2023-10-01T14:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11214,8840 16 AVENUE,16 AVENUE,BATH AVENUE,CROPSEY AVENUE,BATH AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,16 AVENUE,Closed,2023-10-01T14:00:00.000,11 BROOKLYN,,BROOKLYN,980866,159842,PHONE,Unspecified,BROOKLYN,40.605405049952886,-74.01218694166899,"{'latitude': '40.605405049952886', 'longitude': '-74.01218694166899', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58959429,2023-09-29T11:39:29.000,2023-09-29T11:39:29.000,DOB,Department of Buildings,Boilers,Boiler - Defective/Inoperative/No Permit,,10035,2243 3 AVENUE,3 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,2023-09-29T00:00:00.000,11 MANHATTAN,1017870001,MANHATTAN,1001651,231422,UNKNOWN,Unspecified,MANHATTAN,40.80185874723422,-73.93714809375506,"{'latitude': '40.80185874723422', 'longitude': '-73.93714809375506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,,,,,,
58967622,2023-09-29T11:39:29.000,2023-10-12T06:57:47.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11377,64-05 WOODSIDE AVENUE,WOODSIDE AVENUE,,,,,ADDRESS,WOODSIDE,,Closed,2023-10-12T00:00:00.000,02 QUEENS,4012967501,QUEENS,1011770,210352,ONLINE,Unspecified,QUEENS,40.744001425751954,-73.90068487011503,"{'latitude': '40.744001425751954', 'longitude': '-73.90068487011503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,,,,,
58959356,2023-09-29T11:39:29.000,2023-10-06T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Construction - Change Grade/Watercourse,,11361,209-34 45 DRIVE,45 DRIVE,,,,,ADDRESS,BAYSIDE,,Closed,2023-10-06T00:00:00.000,11 QUEENS,4073110018,QUEENS,1047094,215427,UNKNOWN,Unspecified,QUEENS,40.75775049816751,-73.77315937643596,"{'latitude': '40.75775049816751', 'longitude': '-73.77315937643596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Buildings investigated this complaint and determined that no further action was necessary.,,,,,,
58963001,2023-09-29T11:39:29.000,2023-10-12T06:57:47.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11377,64-05 WOODSIDE AVENUE,WOODSIDE AVENUE,,,,,ADDRESS,WOODSIDE,,Closed,2023-10-12T00:00:00.000,02 QUEENS,4012967501,QUEENS,1011770,210352,ONLINE,Unspecified,QUEENS,40.744001425751954,-73.90068487011503,"{'latitude': '40.744001425751954', 'longitude': '-73.90068487011503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,,,,,
58965963,2023-09-29T11:39:26.000,2023-10-04T15:17:59.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10032,508 WEST  166 STREET,WEST  166 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-10-04T00:00:00.000,12 MANHATTAN,1021230031,MANHATTAN,1001323,244915,ONLINE,Unspecified,MANHATTAN,40.83889385586689,-73.93829849106721,"{'latitude': '40.83889385586689', 'longitude': '-73.93829849106721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,,,,,,
58963309,2023-09-29T11:39:26.000,2023-10-07T13:14:31.000,DOT,Department of Transportation,Street Sign - Damaged,St Name - Attached to Pole,Street,10461,BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,JARVIS AVENUE,BRUCKNER BOULEVARD,JARVIS AVENUE,INTERSECTION,,,Closed,2023-10-07T13:14:36.000,10 BRONX,,BRONX,1032327,246450,ONLINE,Unspecified,BRONX,40.8429926098891,-73.82623979864502,"{'latitude': '40.8429926098891', 'longitude': '-73.82623979864502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",,,,,,
58960069,2023-09-29T11:39:26.000,2023-10-04T15:17:59.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10032,508 WEST  166 STREET,WEST  166 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-10-04T00:00:00.000,12 MANHATTAN,1021230031,MANHATTAN,1001323,244915,ONLINE,Unspecified,MANHATTAN,40.83889385586689,-73.93829849106721,"{'latitude': '40.83889385586689', 'longitude': '-73.93829849106721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,,,,,,
58967660,2023-09-29T11:39:26.000,2023-10-04T15:17:59.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10032,508 WEST  166 STREET,WEST  166 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-10-04T00:00:00.000,12 MANHATTAN,1021230031,MANHATTAN,1001323,244915,ONLINE,Unspecified,MANHATTAN,40.83889385586689,-73.93829849106721,"{'latitude': '40.83889385586689', 'longitude': '-73.93829849106721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,,,,,,
58956730,2023-09-29T11:39:26.000,2023-10-04T15:17:59.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WINDOW/FRAME,RESIDENTIAL BUILDING,10032,508 WEST  166 STREET,WEST  166 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-10-04T00:00:00.000,12 MANHATTAN,1021230031,MANHATTAN,1001323,244915,ONLINE,Unspecified,MANHATTAN,40.83889385586689,-73.93829849106721,"{'latitude': '40.83889385586689', 'longitude': '-73.93829849106721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,,,,,,
